1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 265.5817),(2 334.57428),(3 371.0235),(4 382.2391),(5 395.30258),(6 411.59357),(7 427.55078),(8 438.0574),(9 446.31424),(10 458.2349),(11 469.1347),(12 469.57816),(13 480.66827),(14 475.68982),(15 482.66235),(16 480.4271),(17 481.43082),(18 483.70258),(19 494.73666),(20 491.56995),(21 485.9567),(22 491.17902),(23 495.5093),(24 492.99402),(25 492.2973),(26 493.46408),(27 495.85828),(28 493.39218),(29 494.40268),(30 501.6354),(31 504.08865),(32 503.55667),(33 506.50302),(34 508.26544),(35 510.90884),(36 514.74744),(37 518.32367),(38 511.36035),(39 517.09326),(40 512.21716),(41 515.53094),(42 513.42145),(43 512.3785),(44 509.55783),(45 505.94107),(46 508.46457),(47 508.13266),(48 507.55756),(49 512.76825),(50 509.50626),(51 511.06848),(52 508.58728),(53 508.26608),(54 506.16223),(55 502.44724),(56 506.97357),(57 506.17352),(58 509.75592),(59 507.2723),(60 499.39502),(61 503.19736),(62 502.94284),(63 506.27774),(64 503.64914),(65 502.5008),(66 501.14917),(67 509.53006),(68 508.36484),(69 508.49152),(70 509.6724),(71 512.36554),(72 509.55496),(73 511.93903),(74 515.0851),(75 514.9037),(76 513.12634),(77 514.65027),(78 516.3733),(79 509.62717),
(1 259.27267),(2 321.8243),(3 358.16147),(4 375.99457),(5 389.03992),(6 401.21307),(7 415.7165),(8 425.606),(9 432.98422),(10 446.4904),(11 458.06635),(12 454.65765),(13 461.40274),(14 459.47647),(15 456.95874),(16 456.92032),(17 453.65164),(18 457.72623),(19 467.20544),(20 467.2142),(21 463.15735),(22 463.04526),(23 463.6627),(24 457.88483),(25 463.9472),(26 464.49554),(27 470.64124),(28 465.20483),(29 464.48434),(30 469.09634),(31 479.53345),(32 481.02274),(33 475.29385),(34 476.60464),(35 483.00192),(36 479.42017),(37 485.51715),(38 476.51837),(39 479.9744),(40 473.32578),(41 470.99582),(42 469.69354),(43 465.76984),(44 467.27664),(45 467.9946),(46 469.28757),(47 471.34116),(48 471.20905),(49 472.572),(50 473.14444),(51 478.76862),(52 473.4925),(53 468.6316),(54 474.6379),(55 480.86618),(56 476.17047),(57 469.60132),(58 474.3294),(59 476.8218),(60 475.10962),(61 475.93774),(62 473.057),(63 475.36996),(64 473.2348),(65 474.7336),(66 481.23886),(67 473.0519),(68 474.63953),(69 475.56866),(70 479.93646),(71 488.9068),(72 484.20172),(73 483.84937),(74 487.8359),(75 492.7604),(76 486.50107),(77 488.51068),(78 492.52982),(79 488.1921),
(1 258.1854),(2 322.01544),(3 355.6797),(4 363.6525),(5 376.77267),(6 393.3775),(7 410.73767),(8 417.71997),(9 425.0345),(10 437.41837),(11 452.35455),(12 453.6346),(13 463.42868),(14 455.801),(15 456.65524),(16 458.86035),(17 458.8281),(18 458.96014),(19 470.14273),(20 466.96835),(21 461.25156),(22 462.9607),(23 464.97443),(24 460.85312),(25 466.1491),(26 465.76245),(27 472.10953),(28 476.28662),(29 474.70694),(30 475.86267),(31 484.9596),(32 483.8831),(33 482.29333),(34 479.58856),(35 480.62387),(36 478.66092),(37 481.45215),(38 476.07257),(39 484.76126),(40 475.24854),(41 474.50174),(42 477.8313),(43 479.81097),(44 478.43597),(45 477.68686),(46 473.19962),(47 474.73605),(48 475.39),(49 473.47055),(50 468.32892),(51 481.0747),(52 472.6722),(53 473.40222),(54 477.7295),(55 478.61963),(56 476.54742),(57 474.12854),(58 479.9575),(59 477.94962),(60 472.4366),(61 474.92664),(62 473.99335),(63 475.68073),(64 478.44385),(65 478.7087),(66 480.2141),(67 477.86694),(68 476.67477),(69 476.36707),(70 481.926),(71 483.48),(72 477.62598),(73 487.2496),(74 485.5704),(75 489.3439),(76 487.00278),(77 483.72278),(78 484.25085),(79 479.70703),
(1 251.92746),(2 316.0887),(3 342.87247),(4 358.95834),(5 372.63434),(6 389.7634),(7 408.21204),(8 415.52945),(9 427.18607),(10 436.01822),(11 445.16928),(12 447.12546),(13 454.79413),(14 454.20886),(15 457.45642),(16 456.85165),(17 455.4628),(18 459.4568),(19 459.48053),(20 463.46375),(21 457.91342),(22 460.7864),(23 461.75903),(24 460.19324),(25 458.0089),(26 457.37027),(27 466.47568),(28 466.1671),(29 466.4631),(30 464.3812),(31 466.91696),(32 463.5707),(33 471.11465),(34 469.90585),(35 469.76273),(36 468.28833),(37 472.6232),(38 466.1931),(39 469.58435),(40 466.53552),(41 465.78207),(42 466.05383),(43 470.19028),(44 468.43002),(45 467.17593),(46 468.5798),(47 470.95004),(48 467.365),(49 471.02417),(50 475.39465),(51 475.82208),(52 471.20575),(53 470.12247),(54 469.9463),(55 468.79483),(56 470.28964),(57 469.00034),(58 473.0385),(59 475.057),(60 468.16727),(61 472.43298),(62 466.20584),(63 474.05237),(64 469.25446),(65 467.25266),(66 471.39923),(67 467.04248),(68 465.53635),(69 464.86758),(70 470.40378),(71 471.7133),(72 469.8112),(73 472.77997),(74 473.16937),(75 477.86975),(76 473.11246),(77 472.7563),(78 477.31677),(79 483.9078),
(1 249.67355),(2 316.11835),(3 346.00305),(4 356.6025),(5 371.09933),(6 389.47925),(7 404.63007),(8 410.7062),(9 415.69138),(10 424.77612),(11 433.68243),(12 437.18933),(13 437.94263),(14 437.57385),(15 438.0664),(16 434.70157),(17 433.59476),(18 436.43646),(19 440.93198),(20 443.949),(21 436.14294),(22 435.6451),(23 433.56067),(24 433.1268),(25 435.44824),(26 437.4724),(27 447.2906),(28 443.8427),(29 448.91953),(30 454.27103),(31 459.11578),(32 459.77066),(33 465.6508),(34 467.4593),(35 470.28613),(36 466.09457),(37 469.3019),(38 466.28473),(39 468.83585),(40 464.57565),(41 464.6461),(42 462.52255),(43 459.94934),(44 464.33054),(45 458.63123),(46 470.57),(47 473.35806),(48 466.7337),(49 466.5621),(50 473.15164),(51 476.16928),(52 467.3215),(53 471.9083),(54 469.0173),(55 470.05487),(56 461.18707),(57 463.63498),(58 461.1415),(59 458.09106),(60 461.07773),(61 461.8108),(62 460.93515),(63 464.72433),(64 465.34128),(65 466.33844),(66 463.65143),(67 465.30643),(68 459.04633),(69 456.17807),(70 460.62863),(71 464.71295),(72 463.69482),(73 463.80115),(74 464.70416),(75 470.38803),(76 466.13452),(77 462.68494),(78 468.17123),(79 464.9145),
(1 241.96935),(2 309.20853),(3 338.53323),(4 350.32397),(5 364.39685),(6 379.70206),(7 398.0703),(8 409.40555),(9 416.97162),(10 431.0581),(11 436.95718),(12 439.36176),(13 444.05002),(14 440.7402),(15 446.6836),(16 443.86703),(17 445.9774),(18 446.43472),(19 446.99048),(20 446.86053),(21 442.1073),(22 443.34814),(23 443.5126),(24 437.54437),(25 443.65866),(26 441.5758),(27 447.9247),(28 445.31747),(29 444.93335),(30 447.11337),(31 454.00964),(32 460.7841),(33 451.48807),(34 455.716),(35 457.4107),(36 452.71475),(37 459.36716),(38 454.46027),(39 454.12524),(40 455.00848),(41 451.8135),(42 456.62842),(43 454.51895),(44 454.92957),(45 451.51987),(46 452.61554),(47 456.46527),(48 455.6536),(49 457.02997),(50 452.87476),(51 454.79477),(52 453.8597),(53 452.5949),(54 452.7492),(55 452.3074),(56 456.14096),(57 460.29446),(58 463.36444),(59 463.25577),(60 461.55426),(61 463.2066),(62 457.22418),(63 462.76172),(64 460.53864),(65 455.98886),(66 465.409),(67 465.4345),(68 460.43903),(69 461.70355),(70 462.33655),(71 465.8257),(72 462.31317),(73 467.75125),(74 464.27814),(75 469.59918),(76 472.33884),(77 474.17395),(78 471.64398),(79 467.8221),
(1 234.04791),(2 295.7892),(3 328.70178),(4 338.65802),(5 350.56165),(6 366.9809),(7 384.54935),(8 391.92758),(9 398.8997),(10 406.69388),(11 414.57977),(12 413.1851),(13 420.27048),(14 420.30035),(15 421.22534),(16 419.0454),(17 415.1049),(18 415.91086),(19 423.87323),(20 421.77853),(21 418.03137),(22 418.86313),(23 419.6701),(24 421.39673),(25 428.35867),(26 428.7701),(27 434.03473),(28 430.06372),(29 431.64764),(30 438.94528),(31 450.1363),(32 449.9827),(33 448.8214),(34 450.4403),(35 447.99942),(36 446.12207),(37 448.78723),(38 446.86404),(39 452.296),(40 444.9606),(41 445.63004),(42 443.57886),(43 447.62405),(44 451.23233),(45 446.28674),(46 447.14505),(47 445.1455),(48 445.3817),(49 445.65283),(50 444.56186),(51 451.76324),(52 444.24573),(53 442.8984),(54 445.83194),(55 450.3937),(56 449.10727),(57 447.29663),(58 447.40332),(59 449.34283),(60 443.20718),(61 447.16577),(62 439.23242),(63 446.2504),(64 444.53143),(65 447.2626),(66 447.80182),(67 448.95993),(68 452.03275),(69 451.62177),(70 450.4884),(71 447.6043),(72 440.1115),(73 443.94327),(74 445.69595),(75 450.91022),(76 444.8987),(77 443.35464),(78 440.8416),(79 442.20758),
(1 235.09319),(2 291.30264),(3 321.44223),(4 333.3641),(5 343.7291),(6 359.5095),(7 372.40396),(8 387.02887),(9 395.0004),(10 401.27637),(11 412.50827),(12 416.07642),(13 421.56787),(14 421.3971),(15 422.6019),(16 423.87198),(17 423.69727),(18 425.916),(19 429.55026),(20 430.63562),(21 425.5478),(22 421.4572),(23 423.19653),(24 423.18817),(25 422.0495),(26 425.395),(27 429.60822),(28 427.00122),(29 430.80533),(30 435.52554),(31 438.79922),(32 437.70392),(33 434.77853),(34 434.35214),(35 437.65634),(36 433.20624),(37 439.65585),(38 436.38715),(39 437.81284),(40 432.78888),(41 431.214),(42 431.86337),(43 437.00308),(44 436.03528),(45 433.6317),(46 433.0845),(47 436.19702),(48 432.85965),(49 438.6715),(50 442.5828),(51 447.95953),(52 441.62415),(53 437.93387),(54 439.57416),(55 442.38876),(56 446.4304),(57 443.63647),(58 442.6475),(59 443.0091),(60 440.1201),(61 441.3405),(62 437.98904),(63 437.52072),(64 434.81808),(65 433.09464),(66 435.95828),(67 433.33008),(68 432.06735),(69 435.58398),(70 430.8872),(71 437.05853),(72 438.0039),(73 440.05664),(74 438.78348),(75 439.4304),(76 438.92377),(77 439.3544),(78 440.11066),(79 442.40836),
(1 227.76495),(2 288.73416),(3 319.11273),(4 331.30536),(5 340.2665),(6 357.32126),(7 370.63895),(8 381.37164),(9 392.34305),(10 399.9689),(11 409.56058),(12 409.3279),(13 416.13034),(14 414.2253),(15 420.31442),(16 421.8572),(17 419.7083),(18 425.84384),(19 433.16913),(20 426.82098),(21 424.4427),(22 428.6223),(23 432.91837),(24 429.12213),(25 427.31467),(26 436.65442),(27 440.249),(28 436.69885),(29 437.69067),(30 439.8395),(31 439.95023),(32 444.3389),(33 442.04736),(34 446.42926),(35 447.55798),(36 445.71173),(37 444.1807),(38 439.9414),(39 440.5655),(40 437.31912),(41 437.18024),(42 436.03296),(43 437.47443),(44 435.67563),(45 434.75085),(46 436.55362),(47 436.83276),(48 435.3205),(49 438.27267),(50 438.32193),(51 443.53403),(52 435.87402),(53 437.1169),(54 439.90274),(55 440.5403),(56 437.72726),(57 438.09512),(58 441.08768),(59 441.97687),(60 442.345),(61 444.94028),(62 440.18814),(63 442.62247),(64 440.21606),(65 441.3714),(66 439.4743),(67 443.3853),(68 446.5098),(69 443.813),(70 442.97433),(71 446.12012),(72 445.85428),(73 448.32825),(74 448.41312),(75 450.05725),(76 445.96442),(77 446.9764),(78 446.58038),(79 443.44656),
(1 223.24855),(2 280.65085),(3 310.41794),(4 323.616),(5 333.78976),(6 350.7906),(7 365.92563),(8 370.05908),(9 379.97864),(10 388.788),(11 399.20438),(12 399.75684),(13 404.74313),(14 402.80396),(15 404.9103),(16 405.41678),(17 408.13687),(18 406.94983),(19 411.97086),(20 410.1069),(21 406.8824),(22 408.2752),(23 412.6747),(24 410.33414),(25 412.68845),(26 411.33456),(27 421.17773),(28 420.47107),(29 421.71686),(30 422.67697),(31 424.78717),(32 423.3246),(33 424.6601),(34 429.01355),(35 427.7012),(36 431.72153),(37 430.4093),(38 429.3414),(39 431.62085),(40 422.17133),(41 422.45898),(42 425.42972),(43 418.08844),(44 418.8622),(45 414.95706),(46 422.54593),(47 422.98615),(48 421.6011),(49 425.42273),(50 427.166),(51 431.24844),(52 421.95782),(53 421.79703),(54 425.23737),(55 425.144),(56 430.01233),(57 427.0369),(58 428.8361),(59 430.13477),(60 426.9927),(61 425.2929),(62 427.9179),(63 422.63324),(64 418.73303),(65 419.3633),(66 424.9586),(67 425.19678),(68 427.83347),(69 425.11652),(70 426.6671),(71 424.82016),(72 424.16708),(73 425.30142),(74 427.83585),(75 434.2492),(76 434.74792),(77 433.42175),(78 433.39825),(79 434.2745),
(1 223.9856),(2 278.9652),(3 305.8138),(4 318.8051),(5 330.2804),(6 347.82086),(7 362.05637),(8 376.57852),(9 379.3154),(10 386.53058),(11 395.68008),(12 395.509),(13 399.95438),(14 401.11145),(15 403.05994),(16 398.97476),(17 398.58588),(18 403.4031),(19 409.66043),(20 411.12555),(21 406.89417),(22 405.22226),(23 407.81418),(24 405.5459),(25 406.75186),(26 411.89752),(27 414.21646),(28 414.06848),(29 412.54892),(30 415.63937),(31 419.21133),(32 419.72906),(33 420.81735),(34 420.5911),(35 418.51776),(36 419.71472),(37 418.93344),(38 419.04395),(39 420.135),(40 413.8614),(41 412.48346),(42 416.17773),(43 417.48364),(44 418.27618),(45 416.48807),(46 417.5732),(47 418.33688),(48 416.9007),(49 421.8393),(50 418.72293),(51 427.84744),(52 419.04315),(53 418.93335),(54 420.744),(55 414.54202),(56 418.21515),(57 413.9848),(58 419.25812),(59 420.97052),(60 415.49237),(61 424.20425),(62 423.25473),(63 424.46506),(64 425.69647),(65 426.10046),(66 427.26306),(67 424.12653),(68 423.27972),(69 422.07034),(70 425.6053),(71 426.2998),(72 422.08163),(73 427.58676),(74 428.0339),(75 433.99393),(76 428.69025),(77 426.02908),(78 426.08514),(79 422.7505),
(1 216.52902),(2 271.55386),(3 300.63693),(4 313.25357),(5 321.7554),(6 338.49158),(7 353.0756),(8 361.75833),(9 366.86102),(10 374.08752),(11 384.14096),(12 389.19168),(13 388.45157),(14 388.71567),(15 394.26056),(16 389.46448),(17 390.06668),(18 394.4296),(19 402.356),(20 403.16602),(21 401.5524),(22 405.4399),(23 407.56744),(24 406.32492),(25 402.9933),(26 406.6342),(27 410.7303),(28 413.79828),(29 410.20612),(30 413.44382),(31 415.11148),(32 416.42148),(33 423.0697),(34 420.4462),(35 417.60123),(36 423.52917),(37 418.44354),(38 413.56738),(39 413.7351),(40 412.23505),(41 408.42374),(42 407.998),(43 410.38275),(44 407.7697),(45 403.73602),(46 400.3813),(47 396.93976),(48 397.14133),(49 401.55923),(50 402.2573),(51 404.11737),(52 396.58463),(53 394.1593),(54 396.16373),(55 395.06607),(56 399.38467),(57 402.17084),(58 403.68484),(59 399.9245),(60 394.1916),(61 399.50012),(62 399.87653),(63 401.82104),(64 397.10272),(65 397.1729),(66 403.02646),(67 405.7624),(68 408.7558),(69 405.9933),(70 404.72372),(71 407.2179),(72 407.57684),(73 406.60413),(74 408.2499),(75 412.75186),(76 414.63855),(77 415.94724),(78 419.21802),(79 414.8407),
(1 211.08743),(2 263.14883),(3 293.4502),(4 309.27576),(5 321.65167),(6 334.3999),(7 349.72726),(8 361.18112),(9 364.9856),(10 375.85397),(11 386.39053),(12 388.8512),(13 389.7733),(14 388.73132),(15 391.12207),(16 391.69922),(17 392.64935),(18 394.57504),(19 395.4147),(20 396.73178),(21 393.32678),(22 398.05276),(23 402.92722),(24 398.99167),(25 404.30835),(26 403.64706),(27 410.30115),(28 407.74677),(29 406.44925),(30 405.48126),(31 413.00372),(32 413.01602),(33 413.71487),(34 415.41644),(35 416.25998),(36 414.64908),(37 416.69852),(38 413.21228),(39 413.1401),(40 407.0734),(41 407.82632),(42 411.27036),(43 411.85733),(44 410.5079),(45 410.1402),(46 410.8771),(47 409.9135),(48 405.3474),(49 406.94626),(50 408.02887),(51 414.0366),(52 409.6909),(53 411.07303),(54 415.8816),(55 411.1315),(56 413.15744),(57 412.2058),(58 414.2546),(59 411.6501),(60 408.18457),(61 411.19638),(62 410.9783),(63 417.9287),(64 408.9724),(65 407.6604),(66 413.1512),(67 415.5408),(68 419.23056),(69 417.79617),(70 416.27988),(71 419.35992),(72 420.73596),(73 424.7928),(74 419.77292),(75 426.2195),(76 421.21643),(77 421.05484),(78 423.3944),(79 416.1851),
(1 208.20538),(2 259.87103),(3 288.19174),(4 300.58868),(5 313.8247),(6 325.47183),(7 343.73157),(8 351.4775),(9 356.24084),(10 361.22787),(11 370.19012),(12 374.94638),(13 380.48132),(14 379.53235),(15 382.81403),(16 385.06433),(17 382.92978),(18 384.26108),(19 386.76428),(20 385.53317),(21 384.90897),(22 384.99042),(23 387.6157),(24 382.12323),(25 389.61877),(26 387.10657),(27 391.4246),(28 388.00525),(29 390.40753),(30 393.24963),(31 399.74002),(32 399.88486),(33 399.18927),(34 400.28745),(35 402.7948),(36 399.39725),(37 399.42145),(38 396.7257),(39 395.8324),(40 390.44522),(41 390.24945),(42 391.70953),(43 394.50494),(44 396.20258),(45 394.01877),(46 393.17328),(47 393.38147),(48 392.4356),(49 394.26102),(50 395.18634),(51 398.13205),(52 394.95013),(53 389.67773),(54 389.55283),(55 388.54166),(56 388.25882),(57 388.2127),(58 385.86652),(59 385.9751),(60 384.39453),(61 385.1474),(62 382.50845),(63 386.33322),(64 381.68857),(65 380.67743),(66 384.75253),(67 383.8324),(68 384.64883),(69 387.88483),(70 389.70993),(71 391.61288),(72 393.40283),(73 396.6137),(74 398.6056),(75 403.82333),(76 398.58282),(77 401.1166),(78 404.22168),(79 402.13962),
(1 207.31265),(2 255.65823),(3 285.5925),(4 296.0702),(5 306.84967),(6 318.0499),(7 331.1779),(8 341.76895),(9 345.56735),(10 352.30652),(11 361.50494),(12 367.08047),(13 367.89178),(14 368.1667),(15 368.97974),(16 370.13998),(17 371.40955),(18 369.71228),(19 376.68246),(20 374.4107),(21 373.66937),(22 379.24127),(23 384.1867),(24 378.25394),(25 376.39084),(26 379.64996),(27 380.97336),(28 381.17688),(29 382.20868),(30 386.89713),(31 391.33853),(32 390.3116),(33 389.36035),(34 391.04764),(35 391.13324),(36 390.78357),(37 389.98846),(38 387.5844),(39 386.2611),(40 379.4981),(41 378.52527),(42 381.3965),(43 379.66174),(44 379.5387),(45 378.30093),(46 380.72272),(47 377.81955),(48 378.92572),(49 381.83728),(50 381.3914),(51 382.77347),(52 381.00522),(53 382.58133),(54 386.41852),(55 386.9539),(56 383.44772),(57 384.29813),(58 386.50235),(59 386.2094),(60 383.40897),(61 381.95032),(62 384.33618),(63 385.28964),(64 382.1365),(65 386.94434),(66 387.58603),(67 387.84448),(68 392.30045),(69 392.47797),(70 391.67587),(71 392.34726),(72 387.39127),(73 386.1502),(74 390.0919),(75 392.01163),(76 386.56775),(77 385.85526),(78 388.6884),(79 389.86063),
(1 208.54675),(2 258.38205),(3 286.6167),(4 298.54703),(5 310.01196),(6 322.37555),(7 336.27066),(8 348.58142),(9 349.9844),(10 358.28003),(11 366.3719),(12 368.9193),(13 370.9863),(14 368.70407),(15 371.58984),(16 370.95523),(17 368.52875),(18 368.25433),(19 376.25287),(20 373.8676),(21 377.7726),(22 373.10526),(23 374.83426),(24 372.55554),(25 377.59912),(26 377.82034),(27 382.9564),(28 380.79123),(29 379.08432),(30 380.4539),(31 380.4857),(32 381.98648),(33 379.95837),(34 382.71158),(35 385.426),(36 386.6973),(37 393.3003),(38 387.9562),(39 389.8012),(40 386.46152),(41 386.90063),(42 387.88284),(43 389.80353),(44 386.0695),(45 385.39954),(46 387.3621),(47 386.88364),(48 386.76917),(49 388.78302),(50 386.48724),(51 385.44864),(52 387.2525),(53 386.8687),(54 383.99118),(55 383.42087),(56 384.336),(57 383.9008),(58 389.96054),(59 389.9807),(60 383.33353),(61 388.31134),(62 384.8429),(63 378.66513),(64 377.3476),(65 377.26938),(66 381.63904),(67 377.9815),(68 379.41968),(69 377.87454),(70 378.60635),(71 380.73276),(72 382.20502),(73 384.96933),(74 383.64886),(75 385.30783),(76 383.77118),(77 383.41876),(78 386.23358),(79 385.0165),
(1 203.71652),(2 252.51115),(3 277.5975),(4 291.21027),(5 300.10065),(6 312.70605),(7 324.07227),(8 337.31677),(9 343.12332),(10 354.69592),(11 362.15967),(12 363.0063),(13 364.93906),(14 364.45557),(15 362.55643),(16 363.55722),(17 362.96237),(18 364.08896),(19 370.26294),(20 367.3541),(21 365.909),(22 368.2024),(23 369.2011),(24 361.31174),(25 367.14444),(26 368.08142),(27 370.25925),(28 367.1422),(29 367.18912),(30 369.05502),(31 369.60556),(32 370.87613),(33 374.0721),(34 375.58044),(35 375.9913),(36 372.6783),(37 376.13754),(38 372.1118),(39 375.1412),(40 366.23578),(41 366.4943),(42 368.10202),(43 369.26807),(44 366.3884),(45 365.58972),(46 366.06378),(47 367.15366),(48 368.22388),(49 369.01672),(50 366.70123),(51 366.7726),(52 369.4706),(53 370.7992),(54 376.44824),(55 373.11664),(56 370.26614),(57 370.20374),(58 373.26855),(59 375.60635),(60 376.60187),(61 377.50345),(62 378.44025),(63 374.61267),(64 375.1128),(65 371.8928),(66 372.8973),(67 370.4398),(68 375.56094),(69 375.2355),(70 376.26233),(71 376.94806),(72 379.27216),(73 381.49545),(74 382.053),(75 379.802),(76 379.9798),(77 380.86664),(78 379.96707),(79 381.3594),
(1 199.2627),(2 247.289),(3 273.59433),(4 285.9924),(5 294.97607),(6 304.37),(7 318.09415),(8 327.14322),(9 333.50958),(10 339.5632),(11 349.819),(12 354.75717),(13 352.5615),(14 352.28043),(15 355.60498),(16 355.1354),(17 356.68152),(18 356.21652),(19 356.72598),(20 358.5589),(21 359.49796),(22 360.02332),(23 362.7438),(24 359.45535),(25 362.54825),(26 364.84152),(27 366.8299),(28 367.3771),(29 366.4011),(30 367.89932),(31 372.26746),(32 370.47516),(33 368.4093),(34 375.6582),(35 375.79547),(36 371.18268),(37 375.52167),(38 369.4154),(39 372.14005),(40 371.49533),(41 373.43192),(42 372.3032),(43 371.32755),(44 375.27042),(45 371.61078),(46 374.34958),(47 375.751),(48 372.98672),(49 378.0181),(50 379.04974),(51 384.10016),(52 385.64502),(53 381.9963),(54 381.90677),(55 382.23547),(56 378.10205),(57 377.12265),(58 375.4826),(59 374.66367),(60 372.51157),(61 371.3212),(62 371.72018),(63 371.14633),(64 365.9719),(65 362.66266),(66 366.60153),(67 365.15143),(68 367.55334),(69 365.04373),(70 369.0705),(71 371.69626),(72 364.6785),(73 369.34125),(74 367.07568),(75 365.82275),(76 363.51843),(77 365.39365),(78 365.58188),(79 367.69473),
(1 195.60997),(2 242.21799),(3 268.44675),(4 278.59363),(5 287.9896),(6 300.99292),(7 312.51205),(8 321.524),(9 325.23734),(10 330.5737),(11 339.2239),(12 341.98834),(13 347.09683),(14 343.90405),(15 343.64996),(16 343.70743),(17 344.96924),(18 347.45325),(19 350.69815),(20 349.15808),(21 346.7697),(22 348.93472),(23 349.03284),(24 349.2142),(25 353.3233),(26 352.26178),(27 357.8753),(28 351.67484),(29 351.401),(30 350.95593),(31 357.18088),(32 356.07504),(33 354.045),(34 353.0613),(35 353.41516),(36 355.90677),(37 355.37726),(38 352.00082),(39 353.15414),(40 348.91104),(41 351.0398),(42 356.19675),(43 360.10907),(44 355.91583),(45 350.8148),(46 353.45184),(47 353.77933),(48 353.4826),(49 356.33246),(50 356.90707),(51 358.98584),(52 360.94983),(53 358.8363),(54 360.25806),(55 362.3896),(56 363.66235),(57 361.21268),(58 360.52966),(59 361.50482),(60 355.5429),(61 355.94955),(62 357.84824),(63 356.71268),(64 351.8772),(65 352.15823),(66 351.24265),(67 355.08603),(68 356.5516),(69 355.34488),(70 358.78107),(71 362.0091),(72 359.49603),(73 359.9841),(74 359.8459),(75 364.3501),(76 364.47424),(77 361.6947),(78 361.8691),(79 363.08698),
