1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 89102.02),(2 315194.3),(3 630956.3),(4 1013582.94),(5 1410893.5),(6 1867401.6),(7 2329679.3),(8 2733127.8),(9 3032591.3),(10 3299556),(11 3554622.8),(12 3904032),(13 4355074),(14 4886665.5),(15 5415057.5),(16 5942387.5),(17 6533862),(18 7052522.5),(19 7569811.5),(20 7933914.5),(21 8210248),(22 8295641.5),(23 8373144.5),(24 8425420),(25 8671425),(26 9001905),(27 9367571),(28 9795100),(29 10239081),(30 10726045),(31 11139531),(32 11492772),(33 11671289),(34 11740455),(35 11759780),(36 11748467),(37 11734640),(38 11763309),(39 11804053),(40 11775856),(41 11733080),(42 11698437),(43 11708125),(44 11580997),(45 11463127),(46 11261837),(47 11012031),(48 10745560),(49 10442671),(50 10186489),(51 10030701),(52 10042473),(53 10083641),(54 10151999),(55 10202923),(56 10291908),(57 10392111),(58 10464894),(59 10588323),(60 10854931),(61 11194533),(62 11699445),(63 12333359),(64 13092972),(65 13917280),(66 14869723),(67 15941175),(68 17060192),(69 18213422),(70 19503474),(71 20799556),(72 22044158),(73 23198752),(74 24428878),(75 25589358),(76 26824768),(77 28131718),(78 29575726),(79 31069320),
(1 225.53276),(2 259.04834),(3 283.2802),(4 295.7105),(5 306.91052),(6 315.45218),(7 326.08997),(8 338.90524),(9 346.03802),(10 351.46442),(11 355.05972),(12 358.23483),(13 365.95465),(14 367.89645),(15 371.6749),(16 377.70355),(17 377.9368),(18 381.11063),(19 382.94968),(20 381.11783),(21 385.21622),(22 385.9968),(23 389.82733),(24 394.80212),(25 394.5408),(26 393.8233),(27 391.8331),(28 393.93967),(29 393.89944),(30 394.60413),(31 392.80176),(32 393.88763),(33 393.67395),(34 391.09836),(35 392.64606),(36 393.68054),(37 391.372),(38 387.74985),(39 389.4602),(40 388.18143),(41 396.69382),(42 393.8674),(43 398.76532),(44 402.70718),(45 399.14963),(46 404.83466),(47 404.0364),(48 403.73862),(49 403.78317),(50 401.39413),(51 410.85422),(52 406.29236),(53 405.30133),(54 405.32648),(55 405.16028),(56 407.26578),(57 411.268),(58 414.5658),(59 416.75845),(60 418.91083),(61 420.71268),(62 422.56113),(63 419.10718),(64 420.02737),(65 419.6923),(66 412.89508),(67 416.63718),(68 414.94617),(69 412.81482),(70 414.79312),(71 412.17792),(72 411.31564),(73 406.40427),(74 408.62332),(75 409.50305),(76 411.93433),(77 411.54434),(78 409.63885),(79 413.56308),
(1 215.92729),(2 251.01508),(3 271.56595),(4 282.68768),(5 295.8153),(6 303.44937),(7 312.62384),(8 320.05038),(9 327.33932),(10 332.02377),(11 338.2094),(12 340.5142),(13 347.70956),(14 356.46518),(15 356.20624),(16 363.83755),(17 363.8589),(18 367.88275),(19 366.1218),(20 366.7471),(21 370.62717),(22 369.68558),(23 368.58456),(24 375.12488),(25 374.4288),(26 380.53345),(27 375.37753),(28 373.45618),(29 376.7262),(30 379.24258),(31 372.845),(32 374.91946),(33 374.38),(34 377.6119),(35 377.2199),(36 379.2451),(37 375.96057),(38 376.77698),(39 377.46585),(40 375.2707),(41 378.04324),(42 377.27103),(43 378.90265),(44 381.56046),(45 383.58383),(46 384.42462),(47 383.69922),(48 382.93073),(49 385.27243),(50 385.959),(51 393.2465),(52 390.76736),(53 393.36346),(54 395.10336),(55 387.07724),(56 389.29987),(57 386.75558),(58 389.77414),(59 390.7953),(60 390.9495),(61 392.3668),(62 390.96948),(63 392.60233),(64 393.30322),(65 393.36044),(66 390.42203),(67 391.43445),(68 390.00262),(69 391.70203),(70 392.1829),(71 388.738),(72 391.56152),(73 390.506),(74 391.37164),(75 393.81107),(76 391.16708),(77 394.80466),(78 393.8322),(79 395.64868),
(1 217.99734),(2 248.83786),(3 269.47244),(4 283.14304),(5 297.49677),(6 304.57245),(7 317.00757),(8 324.74692),(9 327.85208),(10 330.98605),(11 334.54898),(12 339.76315),(13 344.5237),(14 354.5884),(15 352.69348),(16 357.17065),(17 364.37488),(18 366.3585),(19 365.46902),(20 370.64417),(21 372.80612),(22 368.99277),(23 370.60477),(24 376.01724),(25 375.235),(26 378.08783),(27 375.6306),(28 380.72235),(29 375.61157),(30 379.49246),(31 374.76132),(32 371.1388),(33 371.74106),(34 372.4486),(35 371.6451),(36 373.45224),(37 373.67935),(38 373.07944),(39 376.65817),(40 375.49896),(41 378.21057),(42 380.6612),(43 382.5106),(44 383.07025),(45 383.01663),(46 387.07443),(47 390.09647),(48 384.92972),(49 388.81345),(50 385.76233),(51 389.39047),(52 393.3274),(53 389.43423),(54 394.78998),(55 390.69043),(56 393.42096),(57 388.04376),(58 386.29364),(59 392.02438),(60 391.35284),(61 397.91977),(62 394.79526),(63 398.41858),(64 392.77814),(65 396.03418),(66 393.70145),(67 391.0061),(68 393.59232),(69 394.63577),(70 388.61438),(71 382.58365),(72 385.8174),(73 388.35385),(74 390.91818),(75 388.5585),(76 388.9742),(77 392.95673),(78 391.39722),(79 389.4386),
(1 215.60297),(2 246.67827),(3 267.95792),(4 282.74295),(5 293.9874),(6 300.5327),(7 310.1656),(8 320.4643),(9 326.56253),(10 332.99136),(11 339.45538),(12 340.45883),(13 347.54828),(14 350.04926),(15 356.5171),(16 356.16547),(17 361.14957),(18 356.79138),(19 359.17358),(20 360.66226),(21 363.79642),(22 362.22244),(23 363.8999),(24 370.31778),(25 371.28253),(26 374.04578),(27 374.07245),(28 373.7648),(29 372.65515),(30 374.71695),(31 372.3445),(32 374.57477),(33 376.8224),(34 373.9249),(35 380.36737),(36 380.90552),(37 373.92084),(38 377.7447),(39 378.71616),(40 381.8496),(41 380.65594),(42 386.14685),(43 389.5141),(44 388.94357),(45 383.8131),(46 387.28726),(47 392.92953),(48 387.12585),(49 388.93854),(50 383.9243),(51 384.13974),(52 389.35324),(53 383.10114),(54 387.60336),(55 386.09674),(56 388.4339),(57 386.9031),(58 384.111),(59 390.04108),(60 385.6994),(61 391.0172),(62 392.37625),(63 391.48477),(64 391.23965),(65 389.82986),(66 389.52908),(67 397.28073),(68 397.7937),(69 392.29526),(70 395.0177),(71 390.9617),(72 391.85074),(73 393.31445),(74 393.16046),(75 391.93518),(76 389.39578),(77 390.4665),(78 393.25513),(79 389.93805),
(1 209.11731),(2 243.58208),(3 263.1713),(4 274.31903),(5 288.61954),(6 296.42648),(7 307.17972),(8 310.98087),(9 319.84314),(10 323.68942),(11 329.11804),(12 331.97516),(13 335.94952),(14 341.11136),(15 342.29794),(16 350.49667),(17 352.73166),(18 350.18448),(19 351.95605),(20 357.42352),(21 357.6218),(22 359.7952),(23 361.93115),(24 362.4989),(25 364.12628),(26 363.818),(27 368.61514),(28 369.56433),(29 369.9878),(30 369.32996),(31 366.78015),(32 367.59094),(33 363.7387),(34 364.90652),(35 367.78598),(36 367.69025),(37 365.27167),(38 365.5729),(39 365.99423),(40 370.45145),(41 369.16663),(42 370.05658),(43 370.98248),(44 373.44095),(45 371.22757),(46 370.38672),(47 372.37268),(48 367.79456),(49 368.9245),(50 369.69577),(51 370.3924),(52 369.11914),(53 369.13934),(54 371.03854),(55 371.64423),(56 371.47598),(57 375.18195),(58 372.41052),(59 372.45007),(60 375.0971),(61 378.99313),(62 381.98004),(63 380.53806),(64 380.0272),(65 377.33643),(66 378.0481),(67 378.4331),(68 378.45517),(69 372.04214),(70 370.60846),(71 373.1202),(72 368.482),(73 365.88828),(74 361.88065),(75 366.58685),(76 364.64212),(77 368.0241),(78 365.9179),(79 369.01627),
(1 202.74081),(2 238.24629),(3 254.6801),(4 267.46964),(5 280.9185),(6 290.60605),(7 298.34113),(8 307.82477),(9 314.16647),(10 320.7342),(11 321.3123),(12 329.54),(13 330.95816),(14 335.43042),(15 340.0789),(16 339.43826),(17 336.9943),(18 341.749),(19 343.97116),(20 343.6386),(21 342.0633),(22 345.72412),(23 346.83804),(24 342.81744),(25 341.91245),(26 340.67505),(27 345.9835),(28 345.59583),(29 345.64633),(30 345.85144),(31 348.0563),(32 345.08868),(33 344.39142),(34 343.35794),(35 343.60577),(36 346.67703),(37 343.6783),(38 342.64206),(39 345.3063),(40 346.08325),(41 346.05786),(42 351.17368),(43 350.63745),(44 354.55197),(45 354.1386),(46 355.16864),(47 357.28418),(48 354.87006),(49 355.65768),(50 354.50433),(51 357.87512),(52 360.68948),(53 362.2709),(54 366.68146),(55 368.8582),(56 367.56317),(57 368.83646),(58 370.26675),(59 368.61707),(60 370.685),(61 372.91797),(62 379.44275),(63 372.75983),(64 377.06354),(65 372.30893),(66 373.42154),(67 373.74283),(68 372.14282),(69 370.5503),(70 368.8112),(71 371.57675),(72 373.0507),(73 374.7465),(74 366.89655),(75 370.53137),(76 373.528),(77 369.63504),(78 367.0584),(79 365.2212),
(1 201.66383),(2 230.1411),(3 250.91428),(4 263.54013),(5 271.6313),(6 283.0989),(7 284.51553),(8 293.7611),(9 297.58615),(10 303.02628),(11 307.49524),(12 313.0132),(13 316.7913),(14 321.32178),(15 323.4545),(16 322.36685),(17 325.22723),(18 329.38834),(19 330.99762),(20 336.70245),(21 337.06644),(22 340.3605),(23 340.03766),(24 338.97534),(25 342.57944),(26 346.38998),(27 348.6271),(28 342.42715),(29 346.29987),(30 341.09155),(31 342.5533),(32 346.10703),(33 343.64288),(34 340.58844),(35 342.77936),(36 345.07858),(37 342.51846),(38 341.80212),(39 342.89688),(40 345.46582),(41 346.67456),(42 349.36783),(43 351.0255),(44 350.7352),(45 355.11633),(46 357.68033),(47 353.56238),(48 355.32742),(49 351.8937),(50 354.95184),(51 354.18222),(52 358.3148),(53 359.03122),(54 361.0455),(55 360.57794),(56 363.78857),(57 362.37463),(58 363.6837),(59 366.04803),(60 367.33374),(61 369.29733),(62 369.87607),(63 366.8702),(64 368.4421),(65 364.26605),(66 364.18286),(67 366.53003),(68 361.1489),(69 362.7407),(70 360.7001),(71 364.65054),(72 359.57025),(73 361.63818),(74 357.92825),(75 358.53958),(76 363.63602),(77 363.7635),(78 364.75195),(79 364.75336),
(1 197.94785),(2 227.28021),(3 247.32434),(4 260.31433),(5 268.9133),(6 282.82034),(7 287.0831),(8 294.8808),(9 299.80624),(10 305.82498),(11 312.32626),(12 317.81796),(13 320.23615),(14 325.07455),(15 324.92828),(16 325.2391),(17 329.45374),(18 329.69672),(19 328.8204),(20 332.35712),(21 329.83517),(22 334.3663),(23 336.71542),(24 335.01352),(25 334.99973),(26 336.21008),(27 336.74042),(28 338.5575),(29 338.40985),(30 338.28345),(31 335.3729),(32 339.84308),(33 340.73648),(34 338.3888),(35 339.99026),(36 343.03314),(37 343.98862),(38 348.40274),(39 349.81168),(40 353.34122),(41 346.70145),(42 351.2157),(43 352.73798),(44 350.80798),(45 353.81613),(46 356.27023),(47 356.72556),(48 356.44305),(49 354.6118),(50 354.71924),(51 354.08868),(52 355.4299),(53 360.21573),(54 365.41083),(55 358.29987),(56 360.22824),(57 360.13626),(58 357.56708),(59 357.45062),(60 359.77145),(61 364.8215),(62 364.11752),(63 365.54614),(64 364.2304),(65 363.2843),(66 365.39642),(67 364.54004),(68 367.03754),(69 364.50107),(70 366.33252),(71 368.0379),(72 363.98672),(73 360.38437),(74 361.28928),(75 359.9673),(76 359.36264),(77 356.85925),(78 355.3364),(79 357.01862),
(1 194.65663),(2 223.97385),(3 243.68974),(4 252.71112),(5 264.39325),(6 275.49292),(7 279.4115),(8 284.66913),(9 294.00113),(10 299.81873),(11 302.60107),(12 309.58267),(13 311.90155),(14 314.71848),(15 317.65964),(16 320.0271),(17 322.10303),(18 322.46518),(19 325.2053),(20 322.17203),(21 321.63278),(22 325.5905),(23 324.6255),(24 324.3564),(25 329.15823),(26 328.4471),(27 331.2242),(28 333.98102),(29 331.89175),(30 331.16382),(31 330.11307),(32 331.90576),(33 329.81192),(34 331.4044),(35 335.83044),(36 333.88925),(37 334.3586),(38 337.04236),(39 337.6556),(40 336.1573),(41 341.45068),(42 343.06497),(43 344.99457),(44 341.58325),(45 344.37997),(46 347.98636),(47 351.43106),(48 349.0775),(49 348.02905),(50 344.58087),(51 347.69473),(52 353.41434),(53 352.72906),(54 355.76907),(55 355.87268),(56 357.5445),(57 363.35736),(58 364.01456),(59 358.46506),(60 363.4431),(61 364.1853),(62 365.05347),(63 363.6573),(64 364.3583),(65 363.98602),(66 364.8167),(67 365.05606),(68 363.48315),(69 359.95154),(70 359.99506),(71 360.45264),(72 361.43158),(73 360.84085),(74 357.7613),(75 357.09137),(76 354.7358),(77 352.8538),(78 349.74985),(79 349.86075),
(1 193.774),(2 221.20334),(3 240.999),(4 251.4564),(5 261.37537),(6 269.2336),(7 278.69308),(8 285.11523),(9 294.33563),(10 299.64526),(11 301.0488),(12 306.66733),(13 310.49402),(14 312.034),(15 317.29474),(16 321.03293),(17 323.95813),(18 324.6045),(19 328.2694),(20 328.8172),(21 331.80045),(22 330.6142),(23 330.7214),(24 329.5794),(25 332.88046),(26 331.86423),(27 331.63892),(28 331.57693),(29 336.31723),(30 334.6717),(31 332.70654),(32 330.49362),(33 332.5955),(34 332.34464),(35 332.3389),(36 333.74817),(37 330.11105),(38 331.016),(39 330.25684),(40 335.35645),(41 339.85425),(42 339.74966),(43 338.8125),(44 338.76364),(45 339.9814),(46 348.21677),(47 346.89825),(48 340.1745),(49 342.37344),(50 344.6223),(51 339.888),(52 345.92734),(53 346.6412),(54 350.23834),(55 351.43326),(56 348.71396),(57 352.88596),(58 354.90512),(59 353.62186),(60 359.296),(61 359.87454),(62 358.81906),(63 354.90643),(64 357.49246),(65 352.72192),(66 353.44528),(67 353.3373),(68 349.18097),(69 349.65802),(70 348.5023),(71 347.12033),(72 345.35486),(73 347.7492),(74 342.5892),(75 343.64642),(76 344.37714),(77 349.2715),(78 349.32944),(79 346.9358),
(1 189.8356),(2 213.32541),(3 237.70851),(4 248.2836),(5 257.53204),(6 265.0061),(7 278.56244),(8 285.1555),(9 288.8694),(10 289.75766),(11 296.43805),(12 304.30475),(13 302.35992),(14 301.6665),(15 308.82443),(16 306.9837),(17 310.28824),(18 309.7699),(19 310.17087),(20 311.6135),(21 316.4314),(22 314.41418),(23 317.641),(24 317.31683),(25 316.61856),(26 319.4411),(27 320.76736),(28 323.09018),(29 324.28296),(30 323.62665),(31 324.4585),(32 322.44196),(33 324.55283),(34 323.53656),(35 322.6852),(36 325.07245),(37 319.91943),(38 324.75842),(39 327.76944),(40 327.18427),(41 325.0895),(42 329.8162),(43 331.27567),(44 330.04837),(45 331.79474),(46 332.26776),(47 333.4479),(48 333.9022),(49 336.84326),(50 333.25714),(51 332.18787),(52 335.37375),(53 335.0169),(54 335.61987),(55 331.74103),(56 341.047),(57 339.9925),(58 345.42963),(59 341.1441),(60 346.82648),(61 348.65656),(62 347.84778),(63 344.39664),(64 347.40726),(65 344.95358),(66 346.2181),(67 343.83655),(68 345.04153),(69 340.57303),(70 342.33054),(71 340.60175),(72 340.7289),(73 340.88513),(74 337.9183),(75 334.7107),(76 339.1912),(77 340.4599),(78 335.85822),(79 336.24792),
(1 188.75572),(2 213.4499),(3 235.49849),(4 243.258),(5 253.1628),(6 261.206),(7 269.86026),(8 280.21872),(9 284.70782),(10 290.38022),(11 298.2733),(12 301.89838),(13 305.25818),(14 307.54),(15 310.1278),(16 309.8754),(17 310.27118),(18 311.30994),(19 314.0334),(20 314.21143),(21 318.95328),(22 321.4289),(23 319.7146),(24 319.5605),(25 320.11792),(26 317.00146),(27 318.79202),(28 318.76447),(29 319.61768),(30 322.0051),(31 317.02084),(32 318.91434),(33 315.78644),(34 317.54077),(35 319.94336),(36 317.3945),(37 319.52777),(38 320.672),(39 319.45248),(40 316.75403),(41 318.3134),(42 317.44366),(43 319.22165),(44 318.95618),(45 321.36304),(46 322.5062),(47 324.54828),(48 325.005),(49 327.14804),(50 325.97778),(51 324.85867),(52 331.63797),(53 326.4992),(54 331.06924),(55 330.05112),(56 329.90637),(57 330.4626),(58 332.95834),(59 334.54453),(60 338.75507),(61 337.7342),(62 338.13177),(63 338.26233),(64 342.9645),(65 344.29633),(66 338.4026),(67 341.7359),(68 339.71857),(69 340.16937),(70 338.79572),(71 338.84644),(72 338.6324),(73 332.5439),(74 334.18463),(75 333.5132),(76 332.68063),(77 334.69647),(78 333.92792),(79 335.71356),
(1 184.91182),(2 214.07527),(3 233.4012),(4 242.95007),(5 250.50002),(6 257.5668),(7 265.67014),(8 272.4608),(9 276.40106),(10 283.01132),(11 287.8759),(12 293.41434),(13 298.8888),(14 304.23322),(15 306.19727),(16 308.59225),(17 315.8743),(18 313.0393),(19 313.70206),(20 313.2002),(21 315.94598),(22 316.74893),(23 314.07532),(24 312.54895),(25 315.5628),(26 317.70206),(27 319.45374),(28 318.85614),(29 318.65503),(30 322.4054),(31 317.58377),(32 320.72806),(33 312.8538),(34 315.24042),(35 315.29922),(36 318.30896),(37 316.58524),(38 319.05933),(39 318.56616),(40 316.7693),(41 319.97073),(42 321.5742),(43 324.0061),(44 325.69437),(45 327.5417),(46 326.11877),(47 327.5132),(48 326.66577),(49 329.293),(50 331.14307),(51 329.9578),(52 330.20313),(53 331.17294),(54 335.24313),(55 334.9636),(56 334.2076),(57 334.9738),(58 332.4637),(59 338.04068),(60 342.99884),(61 343.03067),(62 342.36234),(63 337.91373),(64 337.59702),(65 340.01654),(66 337.97507),(67 336.696),(68 331.28864),(69 333.4813),(70 334.7565),(71 332.2593),(72 330.51202),(73 332.5264),(74 331.79803),(75 331.02148),(76 333.5807),(77 332.11496),(78 336.26727),(79 333.7028),
(1 182.6892),(2 209.72798),(3 224.99786),(4 237.88809),(5 246.87398),(6 251.13121),(7 261.69162),(8 264.9963),(9 272.47937),(10 276.5824),(11 283.56793),(12 282.66812),(13 287.21185),(14 291.52054),(15 293.47458),(16 295.63583),(17 298.92627),(18 301.4213),(19 304.4986),(20 302.191),(21 303.00363),(22 305.2109),(23 306.91333),(24 308.10437),(25 307.4369),(26 308.3005),(27 306.59705),(28 307.6974),(29 309.20825),(30 310.22955),(31 306.9634),(32 307.11972),(33 306.00162),(34 309.07086),(35 307.7835),(36 307.07196),(37 307.63327),(38 314.63434),(39 313.20908),(40 314.50418),(41 316.44543),(42 316.59085),(43 317.78946),(44 322.92822),(45 324.80475),(46 323.59766),(47 321.4349),(48 322.12427),(49 323.86426),(50 320.498),(51 323.41708),(52 327.10925),(53 321.6779),(54 323.2013),(55 319.00543),(56 324.15195),(57 324.18054),(58 321.1869),(59 323.6016),(60 327.1393),(61 324.01154),(62 330.99792),(63 329.93527),(64 330.15524),(65 334.14185),(66 328.20978),(67 327.7212),(68 327.74008),(69 326.23087),(70 329.35782),(71 326.68176),(72 327.52914),(73 328.26086),(74 325.25226),(75 324.09924),(76 328.2962),(77 326.9958),(78 328.74887),(79 326.75317),
(1 178.59723),(2 205.78555),(3 221.86693),(4 229.66696),(5 241.99287),(6 248.6316),(7 257.0976),(8 264.40128),(9 271.0404),(10 273.56747),(11 277.23953),(12 278.63147),(13 285.58197),(14 289.65405),(15 290.47842),(16 290.92477),(17 295.26202),(18 300.94617),(19 303.8039),(20 302.30484),(21 301.56482),(22 303.20248),(23 306.67514),(24 308.18497),(25 306.7379),(26 305.805),(27 305.51517),(28 306.03394),(29 300.30264),(30 303.25787),(31 304.0745),(32 301.1654),(33 303.52963),(34 303.5642),(35 299.95187),(36 300.93726),(37 301.2013),(38 300.8691),(39 302.19562),(40 311.63412),(41 310.4021),(42 313.72507),(43 316.77893),(44 314.89273),(45 310.70163),(46 315.12216),(47 312.72348),(48 314.47678),(49 320.01517),(50 319.84955),(51 320.29977),(52 324.81165),(53 325.5099),(54 325.98126),(55 324.7784),(56 328.64682),(57 327.16705),(58 328.88516),(59 329.52386),(60 332.20834),(61 335.20102),(62 337.49094),(63 331.7803),(64 332.69907),(65 335.83273),(66 333.8735),(67 329.2048),(68 331.64178),(69 332.77844),(70 327.27905),(71 326.51663),(72 328.33438),(73 322.6873),(74 325.5207),(75 323.5979),(76 326.04684),(77 325.1806),(78 320.7248),(79 323.2827),
(1 176.74886),(2 201.84454),(3 217.29732),(4 228.79884),(5 239.207),(6 245.56201),(7 255.55235),(8 258.94992),(9 263.02682),(10 270.12006),(11 272.4173),(12 274.93665),(13 277.7755),(14 281.585),(15 281.88654),(16 283.461),(17 286.18307),(18 287.84592),(19 292.32043),(20 291.4794),(21 290.7546),(22 291.97412),(23 294.06412),(24 295.43225),(25 296.75314),(26 298.15128),(27 294.5036),(28 298.14514),(29 293.9416),(30 296.40274),(31 295.76743),(32 296.17355),(33 300.0586),(34 296.9823),(35 298.76456),(36 297.2625),(37 297.59253),(38 298.05453),(39 300.01382),(40 302.0596),(41 303.99872),(42 310.1362),(43 314.05414),(44 313.1607),(45 312.61182),(46 313.88522),(47 312.8998),(48 313.79742),(49 312.02887),(50 313.98898),(51 316.5465),(52 318.6607),(53 318.65106),(54 319.77368),(55 322.46948),(56 323.6745),(57 320.76184),(58 323.89487),(59 322.7035),(60 324.67392),(61 329.97375),(62 325.21295),(63 323.81235),(64 329.83774),(65 324.4483),(66 328.79587),(67 323.0635),(68 326.30466),(69 324.43793),(70 326.32794),(71 321.59567),(72 323.24725),(73 317.41223),(74 315.56982),(75 318.4582),(76 317.9883),(77 318.29462),(78 320.59973),(79 319.919),
(1 170.67052),(2 198.33391),(3 213.56503),(4 225.31377),(5 233.99062),(6 241.16188),(7 247.12544),(8 252.77422),(9 256.60413),(10 263.3742),(11 269.89008),(12 275.05222),(13 277.1113),(14 283.03424),(15 283.6827),(16 288.97),(17 288.08795),(18 291.3917),(19 289.75693),(20 290.02722),(21 290.49512),(22 290.45465),(23 291.06302),(24 288.5047),(25 291.24225),(26 292.58246),(27 291.47943),(28 291.89188),(29 293.849),(30 294.47485),(31 291.74902),(32 292.66452),(33 293.12363),(34 289.45746),(35 294.1545),(36 292.14117),(37 290.2772),(38 291.86197),(39 292.531),(40 293.92194),(41 296.71255),(42 298.60855),(43 303.61313),(44 302.15198),(45 302.50952),(46 301.91785),(47 303.43033),(48 302.96255),(49 306.18573),(50 311.39624),(51 312.54395),(52 313.1396),(53 313.15726),(54 310.51587),(55 314.0135),(56 313.37912),(57 312.64404),(58 315.58276),(59 313.60803),(60 315.85422),(61 318.31128),(62 316.7673),(63 315.81702),(64 318.54324),(65 315.05707),(66 314.54657),(67 315.95023),(68 316.41626),(69 315.62634),(70 316.09473),(71 315.3988),(72 317.17258),(73 316.88055),(74 314.8196),(75 313.91464),(76 315.08258),(77 313.817),(78 311.33105),(79 309.65622),
(1 170.8815),(2 195.98842),(3 212.28723),(4 223.47823),(5 231.9326),(6 240.01077),(7 246.30594),(8 250.68033),(9 260.53946),(10 260.22214),(11 261.87213),(12 271.99356),(13 271.68558),(14 277.4011),(15 279.0533),(16 281.4536),(17 281.31982),(18 283.50854),(19 285.15033),(20 288.2122),(21 292.75427),(22 291.49756),(23 292.74213),(24 291.41086),(25 292.16278),(26 290.03586),(27 288.81097),(28 292.03848),(29 293.33047),(30 293.59302),(31 289.5285),(32 291.42377),(33 292.48718),(34 289.58658),(35 288.0795),(36 285.70102),(37 287.16742),(38 286.74603),(39 284.23834),(40 289.4558),(41 292.0967),(42 293.60757),(43 295.87946),(44 297.39066),(45 299.77786),(46 298.97418),(47 298.47058),(48 297.085),(49 300.1139),(50 299.9829),(51 301.35593),(52 304.91034),(53 302.18018),(54 306.66028),(55 302.5658),(56 304.07758),(57 304.87296),(58 304.04388),(59 302.55768),(60 305.966),(61 308.23294),(62 308.83124),(63 311.44644),(64 311.1526),(65 310.66467),(66 311.69055),(67 313.50186),(68 311.62027),(69 309.82684),(70 308.29343),(71 310.38718),(72 311.9442),(73 309.9493),(74 311.20142),(75 309.842),(76 309.29218),(77 308.90524),(78 307.88263),(79 306.58386),
