1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2447024.8),(2 9099692),(3 20597434),(4 34157092),(5 51427650),(6 71527010),(7 94597090),(8 119815304),(9 148757040),(10 178263150),(11 209614000),(12 246177280),(13 282226080),(14 324450900),(15 361160580),(16 394805470),(17 429909980),(18 472094300),(19 513175300),(20 558084700),(21 606676300),(22 646717250),(23 685858370),(24 714592000),(25 739359740),(26 764586240),(27 780356160),(28 790935800),(29 794196000),(30 786989500),(31 779092200),(32 762961150),(33 744756000),(34 725344450),(35 699649340),(36 668209660),(37 636993700),(38 602788800),(39 565566000),(40 528954720),(41 490208860),(42 450640930),(43 410446180),(44 370546080),(45 332710700),(46 297022430),(47 264035500),(48 236438080),(49 211471230),(50 189595470),(51 170779660),(52 153365840),(53 138422960),(54 126686840),(55 117149660),(56 109824580),(57 105106824),(58 101051840),(59 98633600),(60 97381850),(61 96549310),(62 96221690),(63 95892760),(64 96993750),(65 98938856),(66 101335530),(67 105877820),(68 111508584),(69 117849880),(70 125213944),(71 134405810),(72 145160270),(73 159130700),(74 176369660),(75 195151620),(76 212053890),(77 228407760),(78 245920960),(79 261040320),
(1 2064034.4),(2 7965657.5),(3 17671764),(4 29889338),(5 45347690),(6 63315870),(7 83718290),(8 105233170),(9 127891240),(10 149640460),(11 170425630),(12 190836380),(13 210061340),(14 229521460),(15 247106260),(16 266471260),(17 288230370),(18 309134530),(19 328751100),(20 346876300),(21 363130720),(22 376344000),(23 385028860),(24 387238430),(25 386502880),(26 383673800),(27 377937280),(28 365186080),(29 350162500),(30 333884260),(31 318788200),(32 306855230),(33 295107840),(34 285349800),(35 275164350),(36 265160580),(37 253359100),(38 239995520),(39 226900400),(40 214204350),(41 201996640),(42 190123410),(43 177437220),(44 165344320),(45 154496600),(46 145018110),(47 137625090),(48 132068776),(49 128494250),(50 125201000),(51 121541016),(52 116840940),(53 110777496),(54 104877310),(55 98961920),(56 93469544),(57 88843660),(58 84577040),(59 81365320),(60 79063384),(61 77558200),(62 77197864),(63 77953840),(64 80383980),(65 84338180),(66 90015170),(67 97666460),(68 107301760),(69 118349670),(70 130845416),(71 145365940),(72 161550370),(73 179119150),(74 197749400),(75 216661980),(76 231534930),(77 242365860),(78 249743840),(79 253820960),
(1 1916574.1),(2 7338792.5),(3 15875963),(4 26735602),(5 40101780),(6 55279920),(7 71820040),(8 88496680),(9 105111976),(10 119857704),(11 133429896),(12 146434030),(13 159857120),(14 174535520),(15 187988300),(16 201913090),(17 219027950),(18 237625010),(19 255534380),(20 272395100),(21 288035070),(22 302599300),(23 312898900),(24 319642720),(25 324007900),(26 324095330),(27 319615200),(28 308843260),(29 294939780),(30 279261020),(31 263223470),(32 250124080),(33 239072340),(34 229813070),(35 220853630),(36 211366200),(37 200020050),(38 186682500),(39 172509650),(40 158877020),(41 146628940),(42 135800750),(43 125208770),(44 115806616),(45 107433110),(46 100674690),(47 96871490),(48 95698470),(49 96612456),(50 98111720),(51 98948730),(52 98166584),(53 95716570),(54 92896320),(55 89716160),(56 86498664),(57 83514650),(58 81096080),(59 79238390),(60 77906470),(61 77095490),(62 76848450),(63 77068456),(64 77729480),(65 78934424),(66 80896510),(67 83956344),(68 88538664),(69 94848060),(70 102884630),(71 112925750),(72 124589530),(73 136227730),(74 148059700),(75 159916690),(76 169959410),(77 177559230),(78 183108400),(79 187089940),
(1 1341699.9),(2 5072187),(3 10874972),(4 18168542),(5 26719124),(6 35893148),(7 45033572),(8 53283468),(9 60128876),(10 64713644),(11 67611750),(12 70119416),(13 73085970),(14 78258320),(15 84465990),(16 90801710),(17 97697630),(18 105506180),(19 110448296),(20 113074424),(21 114772950),(22 115966450),(23 117096960),(24 117796450),(25 117536810),(26 115074024),(27 112408610),(28 109013600),(29 105153680),(30 101717016),(31 99052770),(32 97302570),(33 96212280),(34 95799030),(35 94421870),(36 91629000),(37 87717920),(38 83338790),(39 79137976),(40 75984290),(41 74224630),(42 73145320),(43 71933640),(44 69938680),(45 67513144),(46 65335076),(47 64565650),(48 64270576),(49 63996372),(50 63029860),(51 60771372),(52 57375520),(53 53457776),(54 49775836),(55 46587200),(56 44115600),(57 42599150),(58 42227948),(59 42918508),(60 44294840),(61 46071504),(62 48129990),(63 50119336),(64 51884750),(65 53422736),(66 54999260),(67 56959500),(68 59455260),(69 61988240),(70 64662070),(71 67370530),(72 69955740),(73 71381560),(74 72139550),(75 72535830),(76 72469060),(77 71798300),(78 70946664),(79 70087060),
(1 1224099.9),(2 4618139),(3 9772103),(4 16156623),(5 23136656),(6 30043680),(7 36139930),(8 40860544),(9 44414924),(10 47325756),(11 50797436),(12 56298090),(13 63491430),(14 72222310),(15 80097300),(16 85257240),(17 88957780),(18 91941470),(19 94092450),(20 95389680),(21 95918600),(22 95203130),(23 94111830),(24 92267330),(25 92521060),(26 94033990),(27 97037940),(28 99814790),(29 101243510),(30 100243850),(31 96141064),(32 92081096),(33 88433160),(34 85284150),(35 82039480),(36 78444840),(37 74670030),(38 71283864),(39 68732904),(40 67024720),(41 66418410),(42 66228720),(43 65732390),(44 64030270),(45 61062360),(46 57349296),(47 54112984),(48 51388940),(49 48936908),(50 46424796),(51 43499336),(52 40266644),(53 36744348),(54 33407602),(55 30554732),(56 28484626),(57 27346456),(58 27413460),(59 28497368),(60 30237598),(61 32176280),(62 34068136),(63 35583012),(64 36901716),(65 38155510),(66 39964732),(67 42804732),(68 46672180),(69 50473596),(70 53902300),(71 56714320),(72 58772376),(73 60070196),(74 60766670),(75 61234316),(76 61228812),(77 61122108),(78 61557964),(79 62730240),
(1 1018886.4),(2 3805460.5),(3 8057985),(4 13135081),(5 18478044),(6 22958014),(7 25838536),(8 27001828),(9 27184836),(10 27829510),(11 30602176),(12 36165304),(13 42380856),(14 48457210),(15 53411508),(16 55515904),(17 56470730),(18 58256172),(19 61615500),(20 65348070),(21 68260780),(22 70580110),(23 71088400),(24 70749530),(25 72098000),(26 73931480),(27 75921520),(28 78254104),(29 78435080),(30 75618730),(31 71015576),(32 67155820),(33 63823988),(34 62043596),(35 60767936),(36 59050348),(37 56926490),(38 54779390),(39 52786420),(40 50974932),(41 49573670),(42 48341164),(43 46544668),(44 43333708),(45 39416376),(46 35757044),(47 33090448),(48 31759654),(49 31264268),(50 31039014),(51 30467318),(52 29625766),(53 28537100),(54 27494244),(55 26705848),(56 26422056),(57 26728934),(58 27631616),(59 28883212),(60 29854778),(61 30117984),(62 29508154),(63 28337274),(64 27416596),(65 27504300),(66 29090784),(67 31527482),(68 34423190),(69 37230590),(70 39480332),(71 41273870),(72 43214216),(73 45400600),(74 47002844),(75 47301484),(76 46576172),(77 45968852),(78 46374624),(79 47715350),
(1 1007309.6),(2 3765137.5),(3 7826859.5),(4 12446354),(5 16701915),(6 19519424),(7 20354496),(8 19633032),(9 18776730),(10 19574780),(11 23103602),(12 28329888),(13 32189888),(14 33853584),(15 34235150),(16 33651136),(17 33545756),(18 35280464),(19 38913040),(20 42158976),(21 43525256),(22 44350550),(23 43262470),(24 42356616),(25 43383570),(26 45464316),(27 47304440),(28 48983130),(29 48849772),(30 46957420),(31 44518410),(32 42125372),(33 40114510),(34 39195636),(35 38852456),(36 38489256),(37 37935530),(38 37085816),(39 35864100),(40 33996890),(41 32050466),(42 30621704),(43 29179328),(44 27301188),(45 25518410),(46 24222196),(47 23380082),(48 23094504),(49 22999534),(50 22645186),(51 21799970),(52 20660040),(53 19352692),(54 18086766),(55 17209778),(56 17023212),(57 17657148),(58 19058698),(59 20842898),(60 22333276),(61 23040716),(62 22851756),(63 22160146),(64 21624930),(65 21720704),(66 22487836),(67 23296238),(68 24158104),(69 25257554),(70 26459336),(71 27791836),(72 29231360),(73 30098628),(74 29668130),(75 28401938),(76 27322462),(77 27247394),(78 28308740),(79 29275082),
(1 1103536.4),(2 3999035.8),(3 7884225.5),(4 11789775),(5 14661081),(6 15863644),(7 15758161),(8 15534910),(9 16459995),(10 19028100),(11 22395546),(12 25032832),(13 26009448),(14 26135364),(15 26199830),(16 26343164),(17 27234044),(18 28913252),(19 30226554),(20 30649122),(21 29869132),(22 29231750),(23 29864470),(24 30517902),(25 30940076),(26 31294728),(27 31068166),(28 30654734),(29 30866632),(30 31732568),(31 31954854),(32 31678724),(33 31458944),(34 31319086),(35 31077330),(36 30743430),(37 30232084),(38 29714002),(39 29279352),(40 28311906),(41 26875398),(42 25747352),(43 24730102),(44 23657736),(45 22816462),(46 22371644),(47 22053980),(48 21806788),(49 21477256),(50 20727158),(51 19348302),(52 17572174),(53 15586652),(54 14011725),(55 13316735),(56 13762464),(57 15147505),(58 17010582),(59 18515820),(60 18945338),(61 18177026),(62 16834188),(63 15735100),(64 15551987),(65 16190803),(66 17026942),(67 17510842),(68 17894858),(69 18553832),(70 19695714),(71 21241292),(72 22641888),(73 23254130),(74 22942028),(75 22583424),(76 23124250),(77 24108320),(78 24734780),(79 24597058),
(1 1162353.1),(2 4081275.8),(3 7692970.5),(4 10966321),(5 13028696),(6 13662216),(7 13524133),(8 13577100),(9 14348062),(10 15506876),(11 16333365),(12 16623616),(13 16859012),(14 17596916),(15 18853898),(16 20394424),(17 21984062),(18 22400794),(19 22667312),(20 22482932),(21 21875004),(22 22009220),(23 22691792),(24 22782192),(25 22521178),(26 21977710),(27 21118930),(28 20859920),(29 21851202),(30 22674184),(31 22178216),(32 21426458),(33 20722884),(34 20448528),(35 20449236),(36 20597576),(37 20733754),(38 20736624),(39 20826962),(40 20174354),(41 18718460),(42 17597676),(43 17185228),(44 16932586),(45 17173436),(46 18052534),(47 18840394),(48 19381184),(49 19657436),(50 19156198),(51 17752058),(52 15915618),(53 14169609),(54 13012998),(55 12772796),(56 13474594),(57 14717820),(58 15965248),(59 16628205),(60 16357843),(61 15380685),(62 14267610),(63 13491447),(64 13043255),(65 12709809),(66 12456734),(67 12503536),(68 13012216),(69 14299036),(70 16175573),(71 17446254),(72 17233732),(73 16397043),(74 15893941),(75 16368486),(76 16831300),(77 17074658),(78 17108214),(79 17035908),
(1 1082710.5),(2 3680000),(3 6742037),(4 9425661),(5 11090956),(6 11790687),(7 12155268),(8 12684703),(9 13532999),(10 14187852),(11 14364924),(12 14373756),(13 14820797),(14 15695502),(15 16748444),(16 17443146),(17 18070964),(18 18781098),(19 19785902),(20 20404930),(21 20454496),(22 20592776),(23 20466076),(24 20118810),(25 20090050),(26 19955114),(27 19480822),(28 19334646),(29 19523036),(30 19140474),(31 18370446),(32 17933496),(33 17554396),(34 17562264),(35 17637914),(36 17667432),(37 17123320),(38 15959637),(39 15093447),(40 14025328),(41 12756804),(42 12217684),(43 12205472),(44 12320572),(45 12751174),(46 13321202),(47 13545888),(48 13512410),(49 13301796),(50 12565527),(51 11478476),(52 10436642),(53 9463949),(54 8900014),(55 8981189),(56 9684566),(57 10759602),(58 11807108),(59 12437470),(60 12427004),(61 11993549),(62 11467355),(63 11090651),(64 10837185),(65 10659986),(66 10601390),(67 10798317),(68 11556750),(69 12903192),(70 14220183),(71 14729860),(72 14540423),(73 14443171),(74 14673070),(75 14799278),(76 15213495),(77 15258697),(78 14816057),(79 14362987),
(1 988406.7),(2 3168958.5),(3 5548806),(4 7568445),(5 8784937),(6 9410923),(7 9921028),(8 10479429),(9 10965837),(10 11221821),(11 11385548),(12 11763828),(13 12212424),(14 12518808),(15 12540066),(16 12526895),(17 13010648),(18 13847689),(19 14644774),(20 15017109),(21 14758924),(22 14124393),(23 14148590),(24 14244295),(25 14278999),(26 14604503),(27 15025353),(28 15096418),(29 14778890),(30 14488087),(31 14365413),(32 13979460),(33 13813592),(34 14052638),(35 14204276),(36 14574219),(37 14511529),(38 13538389),(39 13145159),(40 12739055),(41 11884097),(42 11937555),(43 12453813),(44 12282805),(45 11973109),(46 11985551),(47 11623923),(48 11096162),(49 10944558),(50 10753467),(51 10236944),(52 9647057),(53 9072439),(54 8700719),(55 8783049),(56 9298185),(57 10016744),(58 10559314),(59 10639068),(60 10287507),(61 9808441),(62 9478392),(63 9272188),(64 9050705),(65 8821170),(66 8737380),(67 8817071),(68 9334327),(69 10263025),(70 11304265),(71 11854598),(72 11833235),(73 11864060),(74 12167458),(75 12789527),(76 13162329),(77 12991070),(78 12742336),(79 12702883),
