1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,
(1 13.173458),(2 60.67756),(3 77.890976),(4 77.935974),(5 100.87185),(6 114.655464),(7 103.87403),(8 103.898636),(9 115.788765),(10 105.78668),(11 100.81939),(12 100.771904),(13 109.16161),(14 88.840645),(15 85.05258),(16 84.87243),(17 86.3537),(18 109.0018),(19 136.55945),(20 136.40446),(21 149.04846),(22 169.63829),(23 175.12038),(24 174.93784),(25 159.30363),(26 118.23491),(27 127.55972),(28 127.50751),(29 139.11534),(30 180.9919),(31 195.48149),(32 195.19522),(33 220.21146),(34 243.35745),(35 259.59824),(36 259.28918),(37 243.00739),(38 350.0722),(39 417.87546),(40 417.73346),(41 371.7374),(42 278.86035),(43 305.57486),(44 305.1301),(45 319.41714),(46 344.6121),(47 336.73184),(48 336.79846),(49 321.27924),(50 321.53378),
(1 20.532839),(2 87.43739),(3 131.27597),(4 131.12576),(5 188.8841),(6 269.41037),(7 277.55396),(8 277.66043),(9 284.02615),(10 294.39404),(11 295.74487),(12 295.6775),(13 296.45593),(14 279.49506),(15 300.50018),(16 300.75046),(17 284.0883),(18 283.09705),(19 280.94565),(20 280.96518),(21 281.9504),(22 287.28192),(23 249.13557),(24 249.12143),(25 217.07428),(26 216.603),(27 276.99515),(28 276.9975),(29 333.81216),(30 310.77753),(31 292.52313),(32 292.64816),(33 293.54324),(34 320.21747),(35 352.9864),(36 353.12622),(37 351.94702),(38 470.7495),(39 548.9111),(40 549.10364),(41 541.3688),(42 422.2457),(43 420.3198),(44 420.11896),(45 438.9884),(46 498.9207),(47 484.8297),(48 485.06906),(49 442.0589),(50 442.20847),
(1 27.00514),(2 92.84016),(3 135.64494),(4 135.48035),(5 175.0083),(6 233.55331),(7 254.58151),(8 254.48058),(9 273.7186),(10 294.15112),(11 277.9818),(12 277.96295),(13 242.28595),(14 240.02219),(15 236.57578),(16 236.75206),(17 224.4257),(18 249.17656),(19 253.27605),(20 253.35971),(21 252.35674),(22 248.48271),(23 257.01865),(24 257.15436),(25 257.62805),(26 257.4306),(27 295.77084),(28 295.6491),(29 324.9173),(30 316.63123),(31 313.95947),(32 313.97327),(33 329.03094),(34 390.22235),(35 386.96967),(36 387.02374),(37 337.52478),(38 315.51965),(39 369.4248),(40 369.491),(41 381.63126),(42 325.1773),(43 316.99854),(44 317.23566),(45 321.06693),(46 323.0277),(47 336.3778),(48 336.1863),(49 349.39362),(50 349.32034),
(1 31.459309),(2 114.26812),(3 152.15613),(4 152.10565),(5 197.15512),(6 259.12485),(7 246.51588),(8 246.52261),(9 235.49626),(10 259.8309),(11 265.63803),(12 265.59424),(13 256.83185),(14 262.0671),(15 283.3437),(16 283.6928),(17 277.06906),(18 289.21033),(19 280.53162),(20 280.47784),(21 289.21902),(22 269.7875),(23 261.82632),(24 261.72797),(25 274.35876),(26 298.91586),(27 361.177),(28 361.17953),(29 378.51608),(30 343.5016),(31 373.7401),(32 373.75003),(33 386.83823),(34 405.92825),(35 419.6975),(36 419.76437),(37 411.24057),(38 345.7993),(39 384.26523),(40 384.0662),(41 393.47592),(42 445.1071),(43 440.98608),(44 441.10007),(45 437.4037),(46 437.32175),(47 445.9595),(48 446.2087),(49 437.91443),(50 437.8357),
(1 35.740974),(2 108.563156),(3 153.50816),(4 153.65988),(5 181.14413),(6 214.09706),(7 218.9624),(8 218.93094),(9 220.14091),(10 246.18878),(11 260.3674),(12 260.24176),(13 242.95442),(14 277.1797),(15 286.9621),(16 287.1056),(17 293.66013),(18 307.98718),(19 303.13647),(20 303.19113),(21 314.5764),(22 267.26736),(23 246.32295),(24 246.14032),(25 263.01862),(26 296.44962),(27 321.2219),(28 321.20956),(29 310.3447),(30 301.26843),(31 308.204),(32 308.06213),(33 284.22543),(34 308.4165),(35 319.19467),(36 319.3),(37 318.37082),(38 308.97894),(39 329.8515),(40 329.82486),(41 340.79608),(42 365.42368),(43 354.38675),(44 354.4946),(45 336.46802),(46 338.40573),(47 340.55),(48 340.60962),(49 366.89615),(50 366.6944),
(1 30.068718),(2 84.572655),(3 102.499565),(4 102.51749),(5 121.863655),(6 145.62846),(7 145.99046),(8 146.06633),(9 155.55424),(10 172.29039),(11 175.15854),(12 175.27852),(13 181.8983),(14 180.66449),(15 184.63383),(16 184.57683),(17 190.40254),(18 193.0838),(19 201.70428),(20 201.7341),(21 199.81874),(22 192.63957),(23 206.50456),(24 206.5936),(25 209.78337),(26 193.46953),(27 180.03757),(28 180.03572),(29 181.44223),(30 170.14668),(31 180.74911),(32 180.64214),(33 182.1252),(34 197.9961),(35 195.86792),(36 195.79373),(37 193.6375),(38 179.99713),(39 178.75073),(40 178.83893),(41 210.0346),(42 261.0048),(43 256.88327),(44 256.9406),(45 255.61537),(46 239.59456),(47 241.1542),(48 241.06921),(49 254.0735),(50 254.17574),
(1 28.448086),(2 92.2669),(3 122.42094),(4 122.518295),(5 126.89667),(6 130.49255),(7 138.55222),(8 138.613),(9 144.91588),(10 163.56638),(11 174.92592),(12 174.8867),(13 167.48953),(14 197.58974),(15 188.72643),(16 188.4706),(17 194.43524),(18 193.98003),(19 206.80756),(20 206.81387),(21 203.75963),(22 217.33095),(23 218.26155),(24 218.26028),(25 214.19191),(26 225.74664),(27 214.62683),(28 214.80777),(29 206.10579),(30 204.18564),(31 206.99449),(32 206.7696),(33 211.05849),(34 249.272),(35 245.41919),(36 245.46608),(37 240.45697),(38 242.63194),(39 239.23138),(40 239.26674),(41 261.93256),(42 272.14145),(43 271.20813),(44 271.18558),(45 264.26263),(46 265.34988),(47 246.31917),(48 246.30188),(49 258.55646),(50 258.4841),
(1 31.538158),(2 82.04839),(3 102.685814),(4 102.74347),(5 122.1325),(6 140.75517),(7 149.57173),(8 149.61496),(9 161.44987),(10 178.83617),(11 192.02342),(12 192.18283),(13 191.27881),(14 204.38951),(15 207.10252),(16 207.034),(17 210.71066),(18 200.53033),(19 205.23161),(20 205.2818),(21 210.39441),(22 214.49605),(23 217.11171),(24 217.36667),(25 224.39323),(26 217.20787),(27 203.602),(28 203.60829),(29 192.54596),(30 207.11606),(31 208.33871),(32 208.254),(33 222.59647),(34 236.1902),(35 246.4739),(36 246.64366),(37 227.26967),(38 236.97331),(39 240.50732),(40 240.60997),(41 261.86526),(42 265.27872),(43 249.69429),(44 249.7447),(45 249.14732),(46 247.90767),(47 248.71165),(48 248.78856),(49 245.18),(50 245.24686),
(1 28.294895),(2 68.02057),(3 88.72279),(4 88.6565),(5 101.58677),(6 103.18733),(7 111.97588),(8 111.99909),(9 122.10173),(10 125.19865),(11 130.33746),(12 130.32568),(13 128.21512),(14 135.07025),(15 136.97043),(16 136.98798),(17 134.21196),(18 145.19711),(19 151.53886),(20 151.7305),(21 145.40126),(22 158.3866),(23 162.53502),(24 162.76875),(25 162.21277),(26 169.32066),(27 169.73161),(28 169.76395),(29 166.91432),(30 175.18285),(31 173.97127),(32 174.02391),(33 169.22601),(34 181.7415),(35 173.36249),(36 173.41167),(37 166.20746),(38 179.93582),(39 183.06163),(40 183.08546),(41 179.22324),(42 192.0522),(43 187.66711),(44 187.64459),(45 179.40012),(46 185.15436),(47 188.33662),(48 188.29796),(49 198.4197),(50 198.39886),
(1 24.731354),(2 62.881165),(3 71.30232),(4 71.2799),(5 90.08602),(6 112.10311),(7 111.939125),(8 112.01812),(9 114.530685),(10 128.29765),(11 128.50896),(12 128.40161),(13 118.687386),(14 139.33865),(15 141.7851),(16 141.83858),(17 138.39662),(18 148.11356),(19 147.65582),(20 147.92358),(21 145.56749),(22 151.3046),(23 149.00975),(24 149.11702),(25 158.98958),(26 164.73164),(27 163.03615),(28 163.27141),(29 154.41258),(30 166.19298),(31 164.60567),(32 164.651),(33 173.82193),(34 178.26721),(35 179.83391),(36 179.8932),(37 176.45108),(38 184.68405),(39 191.04434),(40 191.04211),(41 197.028),(42 177.53368),(43 180.56483),(44 180.33533),(45 170.59196),(46 169.63705),(47 160.16179),(48 160.21523),(49 157.5711),(50 157.54547),
(1 21.149332),(2 58.443253),(3 66.64886),(4 66.66693),(5 74.189865),(6 81.697174),(7 82.10068),(8 82.0816),(9 85.21217),(10 87.47092),(11 91.757614),(12 91.8109),(13 93.81113),(14 111.77586),(15 120.045044),(16 119.999596),(17 120.68042),(18 115.766174),(19 112.398636),(20 112.33965),(21 118.01397),(22 121.55996),(23 117.45063),(24 117.521904),(25 123.25063),(26 137.03574),(27 134.68748),(28 134.75243),(29 123.15154),(30 121.24613),(31 122.235245),(32 122.19416),(33 127.85553),(34 135.7128),(35 134.75102),(36 134.78702),(37 131.62436),(38 138.31668),(39 134.21957),(40 134.19865),(41 136.46828),(42 148.70648),(43 145.25778),(44 145.39041),(45 140.28827),(46 142.59303),(47 130.30855),(48 130.3616),(49 134.51927),(50 134.42665),
