1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,
(1 10.788014),(2 37.170868),(3 51.14392),(4 51.125504),(5 63.70527),(6 80.1655),(7 85.499695),(8 85.49977),(9 91.527534),(10 101.17378),(11 103.61913),(12 103.607544),(13 104.91039),(14 103.08937),(15 104.56259),(16 104.57135),(17 101.12665),(18 103.44934),(19 103.35761),(20 103.37822),(21 108.84346),(22 109.33591),(23 108.73572),(24 108.70428),(25 102.70265),(26 103.56895),(27 112.649475),(28 112.622246),(29 117.64124),(30 118.67208),(31 117.49761),(32 117.4722),(33 121.10165),(34 129.97667),(35 139.98523),(36 139.96712),(37 135.66432),(38 140.39064),(39 152.82951),(40 152.80223),(41 149.5411),(42 138.79688),(43 141.95062),(44 141.93678),(45 142.7204),(46 152.1341),(47 150.62137),(48 150.66801),(49 147.09021),(50 147.13309),
(1 13.334026),(2 43.741554),(3 62.584454),(4 62.580746),(5 77.75018),(6 92.6275),(7 96.391685),(8 96.38197),(9 99.49474),(10 115.05846),(11 121.069695),(12 121.08428),(13 117.109276),(14 114.93475),(15 117.20244),(16 117.273315),(17 115.38362),(18 116.48223),(19 117.14969),(20 117.193726),(21 120.16373),(22 118.90181),(23 121.59356),(24 121.616356),(25 125.01681),(26 126.460175),(27 135.15323),(28 135.1563),(29 137.74101),(30 132.919),(31 133.96547),(32 133.93976),(33 134.0164),(34 140.75195),(35 142.97292),(36 143.01767),(37 141.6711),(38 138.5545),(39 141.77261),(40 141.75735),(41 140.59802),(42 139.72223),(43 138.40343),(44 138.44221),(45 136.87251),(46 142.68404),(47 143.36713),(48 143.37875),(49 143.57495),(50 143.58932),
(1 11.514411),(2 36.357296),(3 45.54028),(4 45.54406),(5 55.00269),(6 62.50538),(7 62.890247),(8 62.9086),(9 63.40686),(10 72.15209),(11 77.19098),(12 77.20816),(13 76.857544),(14 79.3646),(15 78.342224),(16 78.338295),(17 78.90299),(18 82.68842),(19 85.77932),(20 85.80926),(21 83.8575),(22 85.344894),(23 85.499794),(24 85.535965),(25 87.57926),(26 89.36729),(27 89.3446),(28 89.36821),(29 87.545456),(30 90.96041),(31 91.56391),(32 91.5708),(33 91.83177),(34 93.13486),(35 90.05296),(36 90.07195),(37 92.74211),(38 93.4754),(39 91.98146),(40 91.99989),(41 92.55891),(42 98.13944),(43 97.21212),(44 97.236305),(45 95.83542),(46 95.81078),(47 93.43017),(48 93.454926),(49 94.41045),(50 94.39304),
(1 12.154778),(2 32.66718),(3 41.382263),(4 41.385464),(5 49.008873),(6 55.15376),(7 56.967884),(8 56.99674),(9 56.18744),(10 59.819878),(11 62.75734),(12 62.772633),(13 61.686966),(14 65.29486),(15 67.69495),(16 67.75431),(17 66.81999),(18 67.172585),(19 67.140785),(20 67.190414),(21 64.7012),(22 69.93334),(23 72.68856),(24 72.72363),(25 73.220116),(26 77.45556),(27 77.71242),(28 77.712654),(29 76.99235),(30 78.883286),(31 79.84963),(32 79.82904),(33 80.6008),(34 79.54983),(35 77.10607),(36 77.126305),(37 76.76),(38 78.77587),(39 78.86767),(40 78.89047),(41 80.33215),(42 79.33722),(43 79.28715),(44 79.287025),(45 79.34365),(46 78.14768),(47 78.12798),(48 78.131165),(49 79.273346),(50 79.26423),
(1 10.872167),(2 29.769278),(3 37.3108),(4 37.313175),(5 41.71524),(6 44.830467),(7 45.471542),(8 45.48905),(9 44.623817),(10 47.67209),(11 50.955555),(12 50.977066),(13 51.18733),(14 52.356125),(15 53.907192),(16 53.906452),(17 54.65349),(18 55.056007),(19 54.90644),(20 54.942604),(21 54.12006),(22 58.846203),(23 60.45972),(24 60.471226),(25 60.844975),(26 61.415134),(27 61.104885),(28 61.12719),(29 61.78461),(30 61.310112),(31 61.020668),(32 61.008183),(33 61.65474),(34 62.445187),(35 61.364517),(36 61.353848),(37 63.010437),(38 65.46643),(39 64.69821),(40 64.70912),(41 61.92026),(42 63.064583),(43 63.900745),(44 63.88098),(45 63.374958),(46 63.205276),(47 63.587738),(48 63.600773),(49 61.981377),(50 61.95039),
(1 6.6736736),(2 18.42138),(3 22.557007),(4 22.56662),(5 25.200972),(6 26.724566),(7 27.854805),(8 27.887974),(9 28.14166),(10 29.176975),(11 29.93745),(12 29.954521),(13 30.54241),(14 32.072292),(15 33.076645),(16 33.088436),(17 34.024323),(18 33.69125),(19 34.15006),(20 34.175632),(21 32.272198),(22 33.730194),(23 34.581985),(24 34.58421),(25 34.84484),(26 36.584846),(27 36.919304),(28 36.91512),(29 36.755524),(30 37.836475),(31 37.57696),(32 37.577747),(33 37.523903),(34 38.60018),(35 39.472675),(36 39.463585),(37 39.296825),(38 40.67151),(39 41.449703),(40 41.479168),(41 39.917725),(42 39.758163),(43 40.596893),(44 40.5907),(45 41.060837),(46 38.90011),(47 39.4593),(48 39.472103),(49 38.951992),(50 38.95217),
(1 6.3792796),(2 16.889843),(3 20.687769),(4 20.688316),(5 21.771292),(6 22.93838),(7 23.822071),(8 23.82411),(9 24.521692),(10 26.908693),(11 28.28409),(12 28.292116),(13 27.849638),(14 28.598509),(15 30.721874),(16 30.732124),(17 30.578215),(18 30.002066),(19 30.882397),(20 30.895956),(21 30.59874),(22 30.987244),(23 31.520262),(24 31.522377),(25 31.868359),(26 33.056538),(27 33.195526),(28 33.20136),(29 33.67398),(30 33.257885),(31 33.866096),(32 33.860596),(33 34.062984),(34 34.295986),(35 34.90484),(36 34.908073),(37 34.77211),(38 36.08041),(39 36.458828),(40 36.462654),(41 35.032555),(42 34.651337),(43 35.353848),(44 35.340614),(45 35.16219),(46 33.897274),(47 34.54311),(48 34.55715),(49 34.410732),(50 34.41772),
(1 5.4925966),(2 13.786279),(3 16.887554),(4 16.895277),(5 18.098122),(6 18.455484),(7 19.58606),(8 19.596111),(9 20.548464),(10 22.248936),(11 23.15873),(12 23.182384),(13 22.732367),(14 24.150162),(15 25.263638),(16 25.269033),(17 24.840591),(18 25.041655),(19 26.29106),(20 26.302109),(21 26.069815),(22 26.702232),(23 26.780275),(24 26.779936),(25 26.673143),(26 26.749449),(27 27.747438),(28 27.751343),(29 27.824068),(30 27.372124),(31 27.794641),(32 27.80061),(33 27.908533),(34 28.316395),(35 29.024096),(36 29.020947),(37 28.64592),(38 28.9845),(39 29.67614),(40 29.667788),(41 29.24296),(42 28.761446),(43 29.47658),(44 29.463333),(45 29.569159),(46 28.558697),(47 28.962921),(48 28.952099),(49 28.60108),(50 28.624329),
(1 4.7564363),(2 11.605622),(3 13.893367),(4 13.898944),(5 14.623593),(6 15.705664),(7 16.382719),(8 16.390877),(9 16.756329),(10 18.213955),(11 18.881353),(12 18.898098),(13 18.900196),(14 19.684813),(15 20.433693),(16 20.436092),(17 20.21228),(18 20.621428),(19 21.68206),(20 21.691412),(21 21.17518),(22 21.584723),(23 21.85108),(24 21.859306),(25 21.80363),(26 22.141407),(27 22.566114),(28 22.566872),(29 22.560797),(30 22.560581),(31 23.337767),(32 23.348999),(33 23.471416),(34 23.350504),(35 24.490026),(36 24.4654),(37 24.118109),(38 25.130833),(39 25.392126),(40 25.392786),(41 24.447098),(42 23.822758),(43 24.470015),(44 24.45743),(45 24.57698),(46 24.212948),(47 24.31277),(48 24.309391),(49 23.691038),(50 23.707811),
(1 4.063602),(2 9.5001745),(3 11.409357),(4 11.417152),(5 12.307194),(6 13.141189),(7 13.649339),(8 13.648412),(9 13.756731),(10 15.374705),(11 15.846374),(12 15.860707),(13 15.959833),(14 16.623701),(15 17.093767),(16 17.091501),(17 16.692495),(18 17.211271),(19 18.203619),(20 18.208467),(21 17.765268),(22 18.158207),(23 18.644405),(24 18.641184),(25 18.390306),(26 18.60855),(27 18.592075),(28 18.589745),(29 18.66465),(30 18.576412),(31 19.001268),(32 18.98509),(33 18.852304),(34 19.127228),(35 19.73553),(36 19.724676),(37 19.549547),(38 19.723536),(39 20.219471),(40 20.215645),(41 20.033537),(42 19.66358),(43 20.298475),(44 20.294025),(45 20.229866),(46 19.848896),(47 20.349169),(48 20.332155),(49 20.258663),(50 20.251917),
(1 3.2374718),(2 8.058636),(3 9.246432),(4 9.247114),(5 9.529031),(6 9.979979),(7 10.330826),(8 10.338808),(9 10.921289),(10 11.754596),(11 12.272712),(12 12.280812),(13 12.357662),(14 12.885562),(15 13.0653515),(16 13.0615635),(17 12.676789),(18 13.239464),(19 14.141196),(20 14.14474),(21 13.762343),(22 14.28973),(23 14.720496),(24 14.7235775),(25 14.466088),(26 14.6821375),(27 15.054736),(28 15.055587),(29 14.567649),(30 14.386736),(31 14.955517),(32 14.960734),(33 14.825376),(34 15.17589),(35 15.920719),(36 15.921831),(37 15.488707),(38 15.884038),(39 16.01697),(40 16.009108),(41 15.590824),(42 15.334528),(43 15.776294),(44 15.774235),(45 15.682641),(46 15.489656),(47 15.709735),(48 15.693793),(49 15.284956),(50 15.271883),
(1 3.403343),(2 7.9792786),(3 9.46086),(4 9.464738),(5 9.755704),(6 10.242984),(7 10.88106),(8 10.877121),(9 11.148935),(10 12.189862),(11 12.911237),(12 12.917454),(13 12.763314),(14 13.330189),(15 13.781077),(16 13.78445),(17 13.350389),(18 13.360181),(19 14.169318),(20 14.178957),(21 13.745435),(22 14.113162),(23 14.767781),(24 14.772139),(25 14.534516),(26 14.746919),(27 15.076963),(28 15.073105),(29 14.819925),(30 14.609981),(31 15.033014),(32 15.027796),(33 14.846448),(34 15.279586),(35 15.612855),(36 15.603622),(37 15.15835),(38 15.404781),(39 15.911626),(40 15.910014),(41 15.369111),(42 15.234531),(43 16.06035),(44 16.05428),(45 15.922343),(46 15.598021),(47 15.872084),(48 15.847729),(49 15.313361),(50 15.310784),
(1 2.965877),(2 7.0201383),(3 8.035432),(4 8.037272),(5 8.1678),(6 8.523674),(7 9.194326),(8 9.2030945),(9 9.50361),(10 9.981005),(11 10.753575),(12 10.755565),(13 10.783603),(14 11.002387),(15 11.356579),(16 11.352171),(17 11.028497),(18 11.293952),(19 11.850602),(20 11.853101),(21 11.71895),(22 11.719403),(23 12.354874),(24 12.353508),(25 12.1098175),(26 12.478038),(27 12.79233),(28 12.787298),(29 12.615453),(30 12.416065),(31 12.577907),(32 12.568047),(33 12.458516),(34 12.442147),(35 12.721927),(36 12.715244),(37 12.436242),(38 12.743364),(39 13.242771),(40 13.248858),(41 12.802373),(42 12.909532),(43 13.40662),(44 13.404512),(45 13.305547),(46 13.16665),(47 13.514746),(48 13.5085),(49 13.02902),(50 13.032006),
(1 2.519942),(2 5.539573),(3 6.3659387),(4 6.369767),(5 6.3992167),(6 6.637586),(7 7.359894),(8 7.3626466),(9 7.5962324),(10 8.138972),(11 8.583274),(12 8.583291),(13 8.350414),(14 8.748638),(15 9.106772),(16 9.114295),(17 8.981818),(18 9.083211),(19 9.513628),(20 9.51369),(21 9.180782),(22 9.173816),(23 9.8045845),(24 9.805434),(25 9.729856),(26 9.921821),(27 10.21343),(28 10.209901),(29 10.020286),(30 9.895612),(31 10.144092),(32 10.141766),(33 9.829749),(34 9.739513),(35 10.179424),(36 10.164622),(37 10.341372),(38 10.480661),(39 10.658195),(40 10.655683),(41 10.1389),(42 10.203405),(43 10.521527),(44 10.513492),(45 10.468557),(46 10.25248),(47 10.422774),(48 10.409251),(49 10.199924),(50 10.199416),
