1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,
(1 10.788014),(2 37.170868),(3 51.14392),(4 51.125504),(5 63.70527),(6 80.1655),(7 85.499695),(8 85.49977),(9 91.527534),(10 101.17378),(11 103.61913),(12 103.607544),(13 104.91039),(14 103.08937),(15 104.56259),(16 104.57135),(17 101.12665),(18 103.44934),(19 103.35761),(20 103.37822),(21 108.84346),(22 109.33591),(23 108.73572),(24 108.70428),(25 102.70265),(26 103.56895),(27 112.649475),(28 112.622246),(29 117.64124),(30 118.67208),(31 117.49761),(32 117.4722),(33 121.10165),(34 129.97667),(35 139.98523),(36 139.96712),(37 135.66432),(38 140.39064),(39 152.82951),(40 152.80223),(41 149.5411),(42 138.79688),(43 141.95062),(44 141.93678),(45 142.7204),(46 152.1341),(47 150.62137),(48 150.66801),(49 147.09021),(50 147.13309),
(1 2.097599),(2 4.5459676),(3 5.4092736),(4 5.4147763),(5 5.5866613),(6 5.8761625),(7 6.3557143),(8 6.3551736),(9 6.2997775),(10 6.7425413),(11 7.1017156),(12 7.1059823),(13 7.0780826),(14 7.2813053),(15 7.7654023),(16 7.761484),(17 7.612239),(18 7.5891466),(19 8.073003),(20 8.070321),(21 7.747703),(22 7.692231),(23 8.068298),(24 8.063743),(25 7.942213),(26 8.21469),(27 8.514309),(28 8.520431),(29 8.325211),(30 8.397051),(31 8.489552),(32 8.474913),(33 8.212947),(34 8.257672),(35 8.566686),(36 8.556255),(37 8.483543),(38 8.635326),(39 9.019405),(40 9.016789),(41 8.582122),(42 8.510375),(43 8.8385315),(44 8.828336),(45 8.434818),(46 8.551571),(47 8.880451),(48 8.875549),(49 8.585285),(50 8.584952),
(1 1.8057542),(2 3.9445975),(3 4.5560336),(4 4.5574517),(5 4.820481),(6 5.0674596),(7 5.4768195),(8 5.4815044),(9 5.4872313),(10 5.9255843),(11 6.200081),(12 6.2038593),(13 6.075525),(14 6.4631653),(15 6.60515),(16 6.6086664),(17 6.606079),(18 6.624052),(19 7.0191903),(20 7.017546),(21 6.8764095),(22 6.962234),(23 7.2132897),(24 7.206397),(25 7.1194015),(26 7.3451505),(27 7.575414),(28 7.5736356),(29 7.422069),(30 7.459293),(31 7.474477),(32 7.470567),(33 7.384322),(34 7.4280376),(35 7.6751857),(36 7.672617),(37 7.4712615),(38 7.564151),(39 7.8969417),(40 7.8967233),(41 7.5248294),(42 7.4260545),(43 7.684789),(44 7.6849394),(45 7.359456),(46 7.3783894),(47 7.662158),(48 7.648723),(49 7.550223),(50 7.554577),
(1 1.7212317),(2 3.5656295),(3 4.1835446),(4 4.1826363),(5 4.402777),(6 4.67729),(7 4.948945),(8 4.9495683),(9 4.949323),(10 5.3256545),(11 5.6582613),(12 5.6582274),(13 5.553773),(14 5.8657885),(15 6.123745),(16 6.121391),(17 6.076852),(18 6.0156546),(19 6.318214),(20 6.3136287),(21 6.2216744),(22 6.2643814),(23 6.5246363),(24 6.522441),(25 6.4259505),(26 6.729686),(27 6.9479885),(28 6.945909),(29 6.675863),(30 6.7091255),(31 6.755292),(32 6.7487206),(33 6.54128),(34 6.7157364),(35 6.8991604),(36 6.8903446),(37 6.8198404),(38 6.778515),(39 7.026443),(40 7.0212965),(41 6.716448),(42 6.777279),(43 6.886798),(44 6.881152),(45 6.7500963),(46 6.688615),(47 6.955365),(48 6.9389114),(49 6.752877),(50 6.759741),
(1 1.4590789),(2 2.9765358),(3 3.6314173),(4 3.6336734),(5 3.7427316),(6 4.1446395),(7 4.420175),(8 4.4202733),(9 4.3485146),(10 4.5996747),(11 4.880041),(12 4.880464),(13 4.9018254),(14 5.023343),(15 5.179036),(16 5.181312),(17 5.162171),(18 5.193263),(19 5.488941),(20 5.486468),(21 5.299714),(22 5.4887276),(23 5.6566267),(24 5.6539984),(25 5.6296253),(26 5.825912),(27 6.07387),(28 6.072127),(29 5.9117427),(30 5.8486586),(31 5.990638),(32 5.9806585),(33 5.7486753),(34 5.9902444),(35 6.18903),(36 6.18451),(37 6.0360856),(38 6.086983),(39 6.186181),(40 6.1821632),(41 5.97317),(42 5.95845),(43 6.1514106),(44 6.146182),(45 5.9006505),(46 5.9101634),(47 6.120271),(48 6.1137633),(49 5.8719354),(50 5.8808618),
(1 1.231785),(2 2.5788288),(3 3.0994296),(4 3.099309),(5 3.1620934),(6 3.4188938),(7 3.6156025),(8 3.6127899),(9 3.64575),(10 3.84663),(11 4.139634),(12 4.139846),(13 4.18755),(14 4.379257),(15 4.533559),(16 4.5260844),(17 4.4424934),(18 4.5522776),(19 4.814683),(20 4.8123293),(21 4.64643),(22 4.7020655),(23 4.8855515),(24 4.884622),(25 4.8090305),(26 4.9852057),(27 5.0865073),(28 5.0842557),(29 4.984072),(30 4.963796),(31 5.127855),(32 5.1214013),(33 5.0276747),(34 5.051897),(35 5.145326),(36 5.14019),(37 5.0868587),(38 5.1519938),(39 5.434289),(40 5.4288406),(41 5.254218),(42 5.1274447),(43 5.271077),(44 5.2644014),(45 5.192809),(46 5.129616),(47 5.3240523),(48 5.314352),(49 5.13273),(50 5.139924),
(1 1.0409832),(2 2.1867046),(3 2.6958067),(4 2.6964674),(5 2.6991634),(6 2.9543297),(7 3.1887403),(8 3.185253),(9 3.1528916),(10 3.3978755),(11 3.6526177),(12 3.6508272),(13 3.5973022),(14 3.711625),(15 3.9490628),(16 3.943819),(17 3.8771477),(18 3.9514303),(19 4.228208),(20 4.2248693),(21 4.0517426),(22 4.091115),(23 4.3297324),(24 4.3260655),(25 4.184015),(26 4.2598653),(27 4.4717927),(28 4.472163),(29 4.3591723),(30 4.3359194),(31 4.4692793),(32 4.4618626),(33 4.304957),(34 4.414192),(35 4.5909576),(36 4.5883236),(37 4.5132966),(38 4.395123),(39 4.5380783),(40 4.5363374),(41 4.4171796),(42 4.3418794),(43 4.583981),(44 4.5796227),(45 4.4227777),(46 4.3339677),(47 4.47123),(48 4.4661684),(49 4.384607),(50 4.382831),
(1 0.9935479),(2 2.05637),(3 2.528165),(4 2.527714),(5 2.5421135),(6 2.8044238),(7 3.0665555),(8 3.064339),(9 3.0044348),(10 3.2193537),(11 3.4569418),(12 3.456089),(13 3.4268384),(14 3.587723),(15 3.7726235),(16 3.769973),(17 3.6869032),(18 3.7789102),(19 3.9928565),(20 3.9887178),(21 3.8419046),(22 3.9177592),(23 4.0696526),(24 4.067687),(25 3.9581008),(26 3.977533),(27 4.162586),(28 4.1572347),(29 4.0914397),(30 4.0893126),(31 4.214359),(32 4.2062016),(33 4.0702853),(34 4.1337733),(35 4.271979),(36 4.268078),(37 4.269506),(38 4.2003555),(39 4.3259363),(40 4.32506),(41 4.1780806),(42 4.0928984),(43 4.2521734),(44 4.2493086),(45 4.1202),(46 4.056632),(47 4.2530107),(48 4.2467046),(49 4.1390367),(50 4.1391034),
(1 0.83987945),(2 1.6816833),(3 2.0628793),(4 2.0629897),(5 2.0996528),(6 2.2972057),(7 2.489015),(8 2.4865422),(9 2.5245368),(10 2.7406425),(11 2.9720852),(12 2.9716585),(13 2.8776112),(14 3.0058403),(15 3.1615052),(16 3.158978),(17 3.0647705),(18 3.0808918),(19 3.2549784),(20 3.2519414),(21 3.1945002),(22 3.2011867),(23 3.3550036),(24 3.3539681),(25 3.2184157),(26 3.2427192),(27 3.421953),(28 3.4211621),(29 3.318044),(30 3.3253112),(31 3.362246),(32 3.3585997),(33 3.2816563),(34 3.385103),(35 3.4703605),(36 3.463692),(37 3.4317844),(38 3.3589563),(39 3.4937599),(40 3.4897864),(41 3.3421323),(42 3.2605624),(43 3.4403017),(44 3.4381719),(45 3.3383493),(46 3.2845562),(47 3.4282343),(48 3.4253755),(49 3.3590105),(50 3.3621142),
(1 0.7361701),(2 1.4921074),(3 1.8257147),(4 1.8265326),(5 1.874438),(6 2.0918844),(7 2.2258577),(8 2.223008),(9 2.2116315),(10 2.4078412),(11 2.623975),(12 2.621045),(13 2.5068147),(14 2.6417944),(15 2.7912812),(16 2.7905283),(17 2.7176435),(18 2.8189936),(19 2.987171),(20 2.9812896),(21 2.8870246),(22 2.8365874),(23 2.896332),(24 2.8952568),(25 2.8220143),(26 2.885487),(27 3.0570648),(28 3.052351),(29 2.9783404),(30 2.9737878),(31 3.0420828),(32 3.0350232),(33 2.941535),(34 3.0302348),(35 3.1640031),(36 3.1612167),(37 3.08782),(38 3.1157064),(39 3.2097576),(40 3.2085965),(41 3.0891175),(42 3.0288255),(43 3.1319308),(44 3.1276853),(45 3.0028095),(46 2.9940789),(47 3.1533206),(48 3.1468124),(49 3.0478897),(50 3.0477204),
(1 0.7484014),(2 1.4600234),(3 1.7862948),(4 1.7867936),(5 1.7968936),(6 2.0256734),(7 2.1618469),(8 2.1602116),(9 2.1626945),(10 2.360083),(11 2.5642424),(12 2.5640454),(13 2.4679425),(14 2.5978763),(15 2.7556725),(16 2.7538054),(17 2.665585),(18 2.734721),(19 2.914304),(20 2.9105525),(21 2.808822),(22 2.7733586),(23 2.8758836),(24 2.873115),(25 2.8111324),(26 2.8065479),(27 2.957895),(28 2.9538074),(29 2.881036),(30 2.866621),(31 2.9733024),(32 2.9708302),(33 2.9218752),(34 2.9418943),(35 3.0702426),(36 3.0653164),(37 2.966327),(38 2.9818382),(39 3.1134079),(40 3.1073322),(41 2.9663808),(42 2.8883653),(43 2.996069),(44 2.9938831),(45 2.8780348),(46 2.8403845),(47 3.008256),(48 3.000671),(49 2.9191496),(50 2.9237432),
(1 0.6830413),(2 1.2978914),(3 1.5897388),(4 1.5881823),(5 1.6222986),(6 1.8151205),(7 2.0085034),(8 2.0067232),(9 1.9643255),(10 2.1022112),(11 2.2760358),(12 2.2750945),(13 2.1933799),(14 2.2951956),(15 2.4499207),(16 2.4482145),(17 2.3692603),(18 2.4334786),(19 2.592059),(20 2.58759),(21 2.4945006),(22 2.4554121),(23 2.566263),(24 2.562695),(25 2.4525213),(26 2.5068827),(27 2.6434114),(28 2.6415813),(29 2.570988),(30 2.5236695),(31 2.6339815),(32 2.627911),(33 2.5524893),(34 2.64781),(35 2.7611504),(36 2.756206),(37 2.6818974),(38 2.6866684),(39 2.7803552),(40 2.7769673),(41 2.6988506),(42 2.5978262),(43 2.7030642),(44 2.6991959),(45 2.586036),(46 2.5784688),(47 2.6921928),(48 2.681314),(49 2.6287231),(50 2.6309767),
(1 0.58942825),(2 1.149321),(3 1.390618),(4 1.39008),(5 1.4014299),(6 1.6006042),(7 1.742398),(8 1.7403499),(9 1.7064037),(10 1.7968354),(11 1.9601581),(12 1.9591703),(13 1.8752068),(14 1.9915756),(15 2.091331),(16 2.0900567),(17 2.0300725),(18 2.0748305),(19 2.253504),(20 2.249028),(21 2.1553075),(22 2.1482859),(23 2.2270203),(24 2.223546),(25 2.191366),(26 2.1937428),(27 2.2885077),(28 2.284999),(29 2.23876),(30 2.2029607),(31 2.3102686),(32 2.306179),(33 2.2416291),(34 2.2683012),(35 2.3541203),(36 2.34876),(37 2.3158293),(38 2.3027086),(39 2.4053452),(40 2.402808),(41 2.2752414),(42 2.2546327),(43 2.3412933),(44 2.3380358),(45 2.22015),(46 2.1875076),(47 2.3270888),(48 2.3182232),(49 2.239063),(50 2.2404938),
(1 0.48751584),(2 0.9337873),(3 1.1508969),(4 1.1515727),(5 1.1754459),(6 1.2911278),(7 1.4644836),(8 1.4636289),(9 1.4365183),(10 1.5244274),(11 1.6381897),(12 1.6363997),(13 1.6006162),(14 1.6897345),(15 1.754494),(16 1.7536538),(17 1.7153227),(18 1.761754),(19 1.888051),(20 1.8863162),(21 1.7766788),(22 1.7694107),(23 1.8525362),(24 1.8491093),(25 1.7970586),(26 1.7984298),(27 1.8887774),(28 1.8853675),(29 1.8531529),(30 1.8454679),(31 1.9020565),(32 1.9004679),(33 1.8369545),(34 1.9013402),(35 1.9637135),(36 1.958569),(37 1.9107349),(38 1.9265195),(39 1.9824138),(40 1.9801704),(41 1.9150332),(42 1.8274636),(43 1.8830601),(44 1.8800807),(45 1.8224171),(46 1.8064661),(47 1.8811939),(48 1.8752251),(49 1.8309252),(50 1.8320657),
(1 0.4712141),(2 0.89025146),(3 1.0638381),(4 1.0638362),(5 1.099666),(6 1.2236489),(7 1.3551947),(8 1.3542241),(9 1.3234085),(10 1.3909994),(11 1.5324055),(12 1.5319182),(13 1.4598013),(14 1.5737221),(15 1.6647757),(16 1.6634562),(17 1.6157345),(18 1.6143621),(19 1.7389897),(20 1.7354224),(21 1.6318958),(22 1.6354172),(23 1.6983907),(24 1.6939476),(25 1.6672772),(26 1.6856154),(27 1.7742125),(28 1.7722287),(29 1.7260467),(30 1.713132),(31 1.781045),(32 1.7757603),(33 1.7175313),(34 1.7423669),(35 1.8135082),(36 1.8092356),(37 1.7611394),(38 1.7846758),(39 1.8550242),(40 1.8532103),(41 1.7525474),(42 1.746345),(43 1.8062733),(44 1.8050405),(45 1.7272496),(46 1.715334),(47 1.7756685),(48 1.7686929),(49 1.7206786),(50 1.7231616),
(1 0.44932026),(2 0.8626545),(3 1.0203328),(4 1.0218081),(5 1.0636023),(6 1.1703916),(7 1.308209),(8 1.3066353),(9 1.2745203),(10 1.3659543),(11 1.4519616),(12 1.4511933),(13 1.410079),(14 1.5025063),(15 1.5892378),(16 1.5881624),(17 1.551882),(18 1.5644232),(19 1.6593816),(20 1.6568643),(21 1.5605731),(22 1.5827063),(23 1.6549364),(24 1.6514491),(25 1.5888956),(26 1.6072841),(27 1.7044401),(28 1.7020352),(29 1.6800302),(30 1.6532848),(31 1.7004561),(32 1.6961813),(33 1.6593468),(34 1.6838206),(35 1.7494912),(36 1.7441576),(37 1.693685),(38 1.6805319),(39 1.7319422),(40 1.7310284),(41 1.6886574),(42 1.6675488),(43 1.7236323),(44 1.7200981),(45 1.6657115),(46 1.6298952),(47 1.699633),(48 1.6949387),(49 1.6610497),(50 1.6637105),
(1 0.38491052),(2 0.7608446),(3 0.891249),(4 0.89048696),(5 0.9144585),(6 1.0223948),(7 1.115885),(8 1.1146212),(9 1.1093177),(10 1.1828408),(11 1.2665306),(12 1.264711),(13 1.2296159),(14 1.3222139),(15 1.3937274),(16 1.3918728),(17 1.3576847),(18 1.3388932),(19 1.4397469),(20 1.4364123),(21 1.3450332),(22 1.3683916),(23 1.4328074),(24 1.4273165),(25 1.391089),(26 1.3672893),(27 1.4547652),(28 1.4537652),(29 1.4161006),(30 1.4259664),(31 1.4804317),(32 1.4756312),(33 1.4527583),(34 1.448772),(35 1.4910069),(36 1.4882872),(37 1.4601039),(38 1.4834173),(39 1.5408611),(40 1.5381806),(41 1.461722),(42 1.4381802),(43 1.4986413),(44 1.4956079),(45 1.4435836),(46 1.4539545),(47 1.5096596),(48 1.5055737),(49 1.4373708),(50 1.4374148),
