1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 8.516256),(2 24.50063),(3 32.291126),(4 32.29381),(5 37.893185),(6 44.453476),(7 45.927532),(8 45.945217),(9 47.45426),(10 51.954365),(11 54.378864),(12 54.37863),(13 54.984436),(14 57.99006),(15 57.817486),(16 57.8292),(17 58.115864),(18 59.190056),(19 60.356377),(20 60.36343),(21 59.538982),(22 59.714302),(23 59.510845),(24 59.541424),(25 59.60709),(26 62.097656),(27 63.886154),(28 63.88746),(29 64.43915),(30 63.70662),(31 65.1331),(32 65.11828),(33 65.83488),(34 70.33182),(35 71.32848),(36 71.33415),(37 68.60296),(38 68.556404),(39 68.92557),(40 68.928314),(41 69.447975),(42 70.02849),(43 69.152916),(44 69.157295),(45 68.63909),(46 69.903854),(47 70.09163),(48 70.10883),(49 70.53291),(50 70.52692),
(1 0.19032353),(2 0.38530284),(3 0.4354726),(4 0.43557075),(5 0.4542542),(6 0.493243),(7 0.5340819),(8 0.5334255),(9 0.52392554),(10 0.549153),(11 0.5929515),(12 0.5929466),(13 0.5783143),(14 0.6081423),(15 0.6411874),(16 0.6400343),(17 0.6213994),(18 0.6121894),(19 0.639275),(20 0.63780457),(21 0.6144412),(22 0.63051516),(23 0.67088217),(24 0.66917694),(25 0.651414),(26 0.6656943),(27 0.69572634),(28 0.69502753),(29 0.66756344),(30 0.67201555),(31 0.6979007),(32 0.6963587),(33 0.6656188),(34 0.67357755),(35 0.7204189),(36 0.71895957),(37 0.703624),(38 0.7160038),(39 0.7264245),(40 0.724808),(41 0.6951473),(42 0.68100613),(43 0.71394473),(44 0.71320385),(45 0.6965628),(46 0.69099814),(47 0.7175716),(48 0.7149992),(49 0.6916115),(50 0.69267946),
(1 0.16103725),(2 0.3262752),(3 0.37505543),(4 0.37489566),(5 0.398579),(6 0.4252157),(7 0.45664304),(8 0.45649576),(9 0.445459),(10 0.48956743),(11 0.516682),(12 0.5160587),(13 0.49261662),(14 0.51743555),(15 0.54605585),(16 0.5454178),(17 0.52398705),(18 0.53026927),(19 0.5520852),(20 0.5504385),(21 0.528514),(22 0.5511843),(23 0.58399755),(24 0.582331),(25 0.5645876),(26 0.57517207),(27 0.60679233),(28 0.60539305),(29 0.5703269),(30 0.58007896),(31 0.5994868),(32 0.5978899),(33 0.5799246),(34 0.59446406),(35 0.6320766),(36 0.6304167),(37 0.61456645),(38 0.6106313),(39 0.6209056),(40 0.6195699),(41 0.59805185),(42 0.5978315),(43 0.62096894),(44 0.619781),(45 0.5998046),(46 0.5890485),(47 0.6151377),(48 0.6125925),(49 0.59608775),(50 0.59700435),
(1 0.14703727),(2 0.27945298),(3 0.32819468),(4 0.32805908),(5 0.350608),(6 0.37510398),(7 0.4015838),(8 0.401054),(9 0.38918307),(10 0.4241405),(11 0.45637968),(12 0.45651254),(13 0.43100375),(14 0.44118765),(15 0.46253145),(16 0.46166483),(17 0.4509054),(18 0.45219263),(19 0.4708515),(20 0.46954024),(21 0.4604979),(22 0.46105582),(23 0.4980622),(24 0.4970462),(25 0.4811345),(26 0.487752),(27 0.5180795),(28 0.5171958),(29 0.48470962),(30 0.49154493),(31 0.505625),(32 0.5042632),(33 0.4935647),(34 0.5045154),(35 0.5319499),(36 0.53105015),(37 0.5239309),(38 0.52489156),(39 0.5375513),(40 0.536784),(41 0.5104014),(42 0.50640005),(43 0.5248409),(44 0.52393055),(45 0.5040567),(46 0.4970808),(47 0.524779),(48 0.52315634),(49 0.5081435),(50 0.5087861),
(1 0.11901975),(2 0.23812826),(3 0.27273646),(4 0.27233747),(5 0.29215857),(6 0.31375182),(7 0.33926895),(8 0.3385011),(9 0.32237408),(10 0.34362608),(11 0.37095943),(12 0.37043074),(13 0.351474),(14 0.36556846),(15 0.3807069),(16 0.38009942),(17 0.37185466),(18 0.37365335),(19 0.3892932),(20 0.38828063),(21 0.3800356),(22 0.38131744),(23 0.41680038),(24 0.41568652),(25 0.40276027),(26 0.40781),(27 0.4308941),(28 0.43029353),(29 0.4071768),(30 0.40788096),(31 0.429853),(32 0.4282351),(33 0.4154145),(34 0.42456138),(35 0.4488793),(36 0.4476857),(37 0.43801683),(38 0.43103743),(39 0.43903154),(40 0.43830028),(41 0.42342687),(42 0.42280015),(43 0.439975),(44 0.43883196),(45 0.42207608),(46 0.41818342),(47 0.43643984),(48 0.4350824),(49 0.41553333),(50 0.41705796),
(1 0.09922485),(2 0.19146101),(3 0.23059812),(4 0.23013781),(5 0.24903393),(6 0.27042273),(7 0.28260276),(8 0.28177488),(9 0.27420422),(10 0.28686884),(11 0.3120314),(12 0.31179863),(13 0.3024067),(14 0.30932486),(15 0.324059),(16 0.3234505),(17 0.31500787),(18 0.32355684),(19 0.33605585),(20 0.335187),(21 0.3169663),(22 0.3216923),(23 0.34393495),(24 0.3432199),(25 0.33578297),(26 0.3397857),(27 0.35694084),(28 0.35620102),(29 0.34387064),(30 0.34457225),(31 0.362666),(32 0.36177337),(33 0.34561118),(34 0.3537165),(35 0.37490934),(36 0.3736973),(37 0.3633378),(38 0.36583915),(39 0.37234843),(40 0.37183678),(41 0.35828087),(42 0.35034397),(43 0.3645646),(44 0.36369804),(45 0.35075963),(46 0.34878224),(47 0.36196676),(48 0.36078826),(49 0.3473457),(50 0.34805325),
(1 0.08579366),(2 0.17174336),(3 0.20329212),(4 0.20287949),(5 0.22119328),(6 0.23858927),(7 0.24855125),(8 0.24808194),(9 0.24305399),(10 0.2616988),(11 0.28243405),(12 0.28201476),(13 0.26969254),(14 0.27377233),(15 0.28884095),(16 0.2880424),(17 0.27645314),(18 0.27795678),(19 0.28906444),(20 0.28811994),(21 0.2851635),(22 0.29084402),(23 0.31249493),(24 0.31125304),(25 0.3078603),(26 0.3118216),(27 0.33057672),(28 0.32969525),(29 0.3129285),(30 0.31059867),(31 0.32178557),(32 0.32083425),(33 0.31268305),(34 0.31580228),(35 0.3358121),(36 0.33487824),(37 0.3295042),(38 0.32835856),(39 0.3373328),(40 0.33657107),(41 0.328913),(42 0.31872728),(43 0.33404297),(44 0.33332428),(45 0.3233007),(46 0.31806403),(47 0.33226904),(48 0.33098367),(49 0.32322145),(50 0.32377967),
(1 0.07318851),(2 0.14659117),(3 0.17271721),(4 0.17251594),(5 0.18830459),(6 0.19844991),(7 0.20964491),(8 0.20925885),(9 0.20703425),(10 0.22266139),(11 0.24195229),(12 0.24163045),(13 0.23273923),(14 0.2342553),(15 0.24775302),(16 0.24709919),(17 0.24092911),(18 0.23984608),(19 0.25021794),(20 0.24936153),(21 0.24378887),(22 0.2474714),(23 0.26491567),(24 0.26390848),(25 0.2607038),(26 0.26585472),(27 0.28352067),(28 0.28286833),(29 0.2690327),(30 0.26719344),(31 0.27670303),(32 0.27564132),(33 0.26715702),(34 0.26987696),(35 0.28729513),(36 0.28652275),(37 0.27973765),(38 0.2816603),(39 0.28926435),(40 0.28854176),(41 0.27735892),(42 0.2718553),(43 0.28431422),(44 0.2836891),(45 0.27478698),(46 0.27333406),(47 0.28361893),(48 0.28228304),(49 0.27307636),(50 0.2738647),
(1 0.065622985),(2 0.13173304),(3 0.15765744),(4 0.15741612),(5 0.17067277),(6 0.18103267),(7 0.19153932),(8 0.19106664),(9 0.18525624),(10 0.19885363),(11 0.21759515),(12 0.21727917),(13 0.20874487),(14 0.20924655),(15 0.22458765),(16 0.22378103),(17 0.21577477),(18 0.21621662),(19 0.22757207),(20 0.22682369),(21 0.22147621),(22 0.2231255),(23 0.23811376),(24 0.23713854),(25 0.23541313),(26 0.24079949),(27 0.25515467),(28 0.2546675),(29 0.2421103),(30 0.23848197),(31 0.24781504),(32 0.24688327),(33 0.23749694),(34 0.24436764),(35 0.25992432),(36 0.2589101),(37 0.2510577),(38 0.2561184),(39 0.2603674),(40 0.2597059),(41 0.2522534),(42 0.24840562),(43 0.2598015),(44 0.2592523),(45 0.2511284),(46 0.24781352),(47 0.25643995),(48 0.25545326),(49 0.24673815),(50 0.24700496),
(1 0.06433598),(2 0.12615012),(3 0.15404604),(4 0.15393615),(5 0.16439465),(6 0.17552544),(7 0.18351051),(8 0.18290778),(9 0.17873333),(10 0.19276084),(11 0.21041897),(12 0.21002635),(13 0.19849056),(14 0.20189811),(15 0.21695875),(16 0.21597658),(17 0.20622443),(18 0.20645566),(19 0.21738772),(20 0.21675251),(21 0.2103986),(22 0.2120722),(23 0.22845164),(24 0.22745183),(25 0.22340877),(26 0.2267783),(27 0.24342325),(28 0.2427987),(29 0.22808929),(30 0.22998019),(31 0.23838346),(32 0.23762208),(33 0.22845045),(34 0.23310931),(35 0.24932194),(36 0.24848971),(37 0.240402),(38 0.24382058),(39 0.25163907),(40 0.25092676),(41 0.24413143),(42 0.23524415),(43 0.24860379),(44 0.24814473),(45 0.24002779),(46 0.23685662),(47 0.24711566),(48 0.24581416),(49 0.23798202),(50 0.2386532),
(1 0.059468634),(2 0.11613921),(3 0.14278406),(4 0.14247663),(5 0.15000282),(6 0.15998828),(7 0.17117433),(8 0.17073716),(9 0.16797696),(10 0.17760916),(11 0.19395198),(12 0.19356501),(13 0.18445174),(14 0.18560378),(15 0.19922782),(16 0.19844635),(17 0.18965694),(18 0.19163072),(19 0.20021914),(20 0.19937225),(21 0.19465113),(22 0.196434),(23 0.21365125),(24 0.21262957),(25 0.20869885),(26 0.21326682),(27 0.22676714),(28 0.22600096),(29 0.21452211),(30 0.2112048),(31 0.21933785),(32 0.21852587),(33 0.21085149),(34 0.21598785),(35 0.2307718),(36 0.2301026),(37 0.22593905),(38 0.22603136),(39 0.23223943),(40 0.23139657),(41 0.22752637),(42 0.22225444),(43 0.23074962),(44 0.2300369),(45 0.2226565),(46 0.2180073),(47 0.22962832),(48 0.2286374),(49 0.22236472),(50 0.22320709),
(1 0.05456297),(2 0.10682678),(3 0.13002072),(4 0.1298795),(5 0.1388374),(6 0.14618286),(7 0.15613957),(8 0.15571016),(9 0.15557805),(10 0.1628973),(11 0.17817031),(12 0.17797805),(13 0.16974609),(14 0.17043768),(15 0.18278466),(16 0.18200217),(17 0.17492864),(18 0.17379826),(19 0.18273607),(20 0.18201922),(21 0.17670314),(22 0.17986326),(23 0.19483921),(24 0.19402973),(25 0.19073825),(26 0.196421),(27 0.20733458),(28 0.20678885),(29 0.19568828),(30 0.1948502),(31 0.20307499),(32 0.20196442),(33 0.19548193),(34 0.20026386),(35 0.21319538),(36 0.2126398),(37 0.20760308),(38 0.20828943),(39 0.21280499),(40 0.2121978),(41 0.20610863),(42 0.20302683),(43 0.21204516),(44 0.21141629),(45 0.20326293),(46 0.20175485),(47 0.21008042),(48 0.20931734),(49 0.20191376),(50 0.20281512),
(1 0.049045935),(2 0.09730221),(3 0.118265815),(4 0.1179855),(5 0.12713073),(6 0.13325009),(7 0.14180541),(8 0.14142059),(9 0.13894205),(10 0.14506511),(11 0.15928712),(12 0.15895256),(13 0.15403444),(14 0.15444902),(15 0.16621047),(16 0.16544242),(17 0.15888873),(18 0.15814717),(19 0.16695131),(20 0.1663883),(21 0.16182524),(22 0.16697639),(23 0.17805032),(24 0.1773482),(25 0.17481767),(26 0.18089136),(27 0.1900773),(28 0.1896379),(29 0.17932913),(30 0.178803),(31 0.18590999),(32 0.18511404),(33 0.17884044),(34 0.18316635),(35 0.19495866),(36 0.1943593),(37 0.19067775),(38 0.19009326),(39 0.19448154),(40 0.19398478),(41 0.19003934),(42 0.18762976),(43 0.19615345),(44 0.19565298),(45 0.18624158),(46 0.18598388),(47 0.192471),(48 0.19183081),(49 0.18565685),(50 0.18611994),
(1 0.047655303),(2 0.093993284),(3 0.115371294),(4 0.11506572),(5 0.12145335),(6 0.12880768),(7 0.1358844),(8 0.13524067),(9 0.13392566),(10 0.1415857),(11 0.15422209),(12 0.15395847),(13 0.1491313),(14 0.14944123),(15 0.1593074),(16 0.15868032),(17 0.1498009),(18 0.15207662),(19 0.16070434),(20 0.16011705),(21 0.15472628),(22 0.16042113),(23 0.17064533),(24 0.16990721),(25 0.16579226),(26 0.17143327),(27 0.17952341),(28 0.17907251),(29 0.17113008),(30 0.17133078),(31 0.18036932),(32 0.17971958),(33 0.17073844),(34 0.17661339),(35 0.18751276),(36 0.18680787),(37 0.18283336),(38 0.18281046),(39 0.18881534),(40 0.18816732),(41 0.18308017),(42 0.17942384),(43 0.1876943),(44 0.18709047),(45 0.17953743),(46 0.17691757),(47 0.18565829),(48 0.1850471),(49 0.17727835),(50 0.17788999),
(1 0.046014912),(2 0.09281623),(3 0.11059662),(4 0.11036265),(5 0.11875893),(6 0.124362856),(7 0.13249372),(8 0.13178746),(9 0.128734),(10 0.13812938),(11 0.15091385),(12 0.15055646),(13 0.14453429),(14 0.14451218),(15 0.15303089),(16 0.15253164),(17 0.14753006),(18 0.14728013),(19 0.15462911),(20 0.15390742),(21 0.15077983),(22 0.15489045),(23 0.16579562),(24 0.16483404),(25 0.16215163),(26 0.16653748),(27 0.17661202),(28 0.17608508),(29 0.16664904),(30 0.16451615),(31 0.1732037),(32 0.17218022),(33 0.1650855),(34 0.17168443),(35 0.18057029),(36 0.18014205),(37 0.17590109),(38 0.1760205),(39 0.18182157),(40 0.1814615),(41 0.17822689),(42 0.17417829),(43 0.18301597),(44 0.18235189),(45 0.17390172),(46 0.1718007),(47 0.18020007),(48 0.17927644),(49 0.17300735),(50 0.1737147),
(1 0.04302822),(2 0.08636932),(3 0.10342008),(4 0.10324712),(5 0.11269164),(6 0.118617095),(7 0.12617591),(8 0.12570004),(9 0.12348148),(10 0.13303114),(11 0.14521292),(12 0.14492336),(13 0.13819216),(14 0.13876511),(15 0.14574637),(16 0.14524074),(17 0.14036885),(18 0.13926962),(19 0.14626823),(20 0.14565186),(21 0.14212193),(22 0.14742482),(23 0.15780088),(24 0.15730448),(25 0.15535702),(26 0.15963715),(27 0.16877075),(28 0.16817276),(29 0.158195),(30 0.15623935),(31 0.16173545),(32 0.16097355),(33 0.15646595),(34 0.16311911),(35 0.17358933),(36 0.17320557),(37 0.16716594),(38 0.16890742),(39 0.17345092),(40 0.1728534),(41 0.16705488),(42 0.16500668),(43 0.17191584),(44 0.17135365),(45 0.1639184),(46 0.16263933),(47 0.17137578),(48 0.17045088),(49 0.16459863),(50 0.16541259),
