1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,
(1 7.3452597),(2 38.04289),(3 36.6404),(4 36.85291),(5 38.42706),(6 42.596626),(7 42.97662),(8 42.676083),(9 46.269306),(10 77.00452),(11 96.447876),(12 96.15484),(13 127.04143),(14 122.59475),(15 159.9212),(16 159.87723),(17 159.20627),(18 113.39342),(19 122.46607),(20 122.76574),(21 137.4122),(22 169.4773),(23 173.45198),(24 173.82144),(25 161.60857),(26 94.322975),(27 77.716515),(28 77.52341),(29 93.64069),(30 84.91245),(31 63.729767),(32 64.006),(33 64.80704),(34 87.61524),(35 109.74548),(36 109.609566),(37 134.2146),(38 314.48154),(39 443.09702),(40 442.89282),(41 461.46832),(42 269.76782),(43 274.51038),(44 275.26926),(45 333.18353),(46 348.91397),(47 298.48),(48 298.56818),(49 275.74713),(50 275.07626),
(1 14.175678),(2 64.71611),(3 70.89079),(4 70.72868),(5 63.152832),(6 50.890305),(7 61.267193),(8 61.32634),(9 90.92253),(10 145.75261),(11 171.6107),(12 171.98772),(13 225.98482),(14 158.37746),(15 171.24971),(16 171.42236),(17 145.89595),(18 148.20804),(19 186.28069),(20 186.43935),(21 187.88943),(22 179.25578),(23 177.52974),(24 177.14545),(25 162.05466),(26 146.99106),(27 158.68085),(28 158.6236),(29 197.8508),(30 111.46052),(31 74.76045),(32 74.879776),(33 139.47392),(34 266.34726),(35 323.95938),(36 323.91425),(37 329.69962),(38 544.47906),(39 614.4183),(40 615.2488),(41 522.958),(42 319.60715),(43 378.7531),(44 378.49988),(45 475.99182),(46 571.45404),(47 540.1752),(48 540.7388),(49 519.25287),(50 519.50793),
(1 17.350618),(2 77.47795),(3 89.12206),(4 88.99604),(5 131.24474),(6 173.84833),(7 131.68921),(8 131.87134),(9 126.68623),(10 141.30522),(11 158.21593),(12 158.49605),(13 189.67174),(14 189.76405),(15 220.58028),(16 220.48096),(17 225.10568),(18 287.16177),(19 310.17014),(20 310.06793),(21 289.84058),(22 266.2709),(23 277.899),(24 277.6538),(25 260.12827),(26 196.98222),(27 238.98311),(28 239.09052),(29 308.53412),(30 196.851),(31 183.82962),(32 184.25783),(33 305.5448),(34 494.37283),(35 544.76416),(36 544.6789),(37 463.3288),(38 338.9983),(39 494.70593),(40 494.13876),(41 602.05194),(42 546.34357),(43 527.92847),(44 527.8597),(45 591.12573),(46 506.59976),(47 423.62106),(48 423.79346),(49 351.69205),(50 352.442),
(1 25.843637),(2 102.31506),(3 124.82088),(4 124.561966),(5 157.81953),(6 158.54726),(7 132.93556),(8 132.7978),(9 151.29085),(10 179.08987),(11 188.70294),(12 188.31145),(13 194.75772),(14 210.83708),(15 248.89038),(16 248.9678),(17 267.76813),(18 255.10284),(19 280.6672),(20 280.90912),(21 276.9418),(22 263.89154),(23 255.06151),(24 255.24843),(25 251.10294),(26 205.01006),(27 282.9201),(28 282.91068),(29 293.61853),(30 175.63074),(31 243.69514),(32 244.04387),(33 358.16803),(34 415.47937),(35 522.356),(36 522.6711),(37 510.69168),(38 344.85812),(39 417.04782),(40 416.5919),(41 337.15796),(42 309.98346),(43 256.5509),(44 256.66458),(45 254.31685),(46 445.6804),(47 527.4917),(48 526.9938),(49 493.9554),(50 494.17648),
(1 43.91907),(2 113.675835),(3 126.68404),(4 126.56272),(5 127.702576),(6 148.18816),(7 132.95935),(8 133.32632),(9 154.34985),(10 188.16222),(11 186.74016),(12 186.6196),(13 181.04675),(14 173.6004),(15 196.54105),(16 196.82399),(17 227.2538),(18 269.36823),(19 259.1108),(20 259.08792),(21 255.17696),(22 258.55377),(23 239.84496),(24 240.16011),(25 203.54256),(26 161.15508),(27 197.60869),(28 197.70218),(29 232.22667),(30 162.38354),(31 233.20488),(32 233.09903),(33 308.8335),(34 363.152),(35 408.07132),(36 407.5841),(37 363.30356),(38 259.45724),(39 354.70596),(40 354.52924),(41 326.01358),(42 285.18515),(43 292.01776),(44 291.91592),(45 284.30783),(46 263.6364),(47 312.29175),(48 311.87247),(49 336.93518),(50 336.85034),
(1 27.197374),(2 102.725655),(3 122.23146),(4 122.07441),(5 128.97168),(6 171.02026),(7 150.0819),(8 150.13464),(9 116.70763),(10 129.5036),(11 145.86488),(12 146.01778),(13 166.68024),(14 171.92249),(15 190.32799),(16 190.76909),(17 198.1197),(18 236.93376),(19 236.48265),(20 236.94872),(21 231.76537),(22 197.95802),(23 189.9646),(24 190.1739),(25 185.92064),(26 150.57448),(27 169.25587),(28 169.54314),(29 208.61955),(30 129.08638),(31 177.83662),(32 177.92297),(33 151.41107),(34 199.56293),(35 235.24272),(36 235.7605),(37 219.71077),(38 201.03717),(39 237.19704),(40 236.91325),(41 199.40907),(42 171.02046),(43 180.47374),(44 180.39265),(45 162.72733),(46 184.42003),(47 175.56055),(48 175.37404),(49 202.96133),(50 203.04073),
(1 27.816517),(2 82.96424),(3 114.23321),(4 114.32496),(5 136.07504),(6 161.90477),(7 144.21568),(8 144.0103),(9 124.712036),(10 132.41563),(11 133.4624),(12 133.39984),(13 135.07681),(14 180.52501),(15 180.3914),(16 180.92636),(17 176.95245),(18 167.39272),(19 176.8948),(20 176.82751),(21 168.33804),(22 161.64749),(23 156.73563),(24 156.97974),(25 175.11766),(26 170.16168),(27 184.28294),(28 184.11723),(29 232.40887),(30 198.76175),(31 203.93005),(32 203.93279),(33 188.54623),(34 238.5385),(35 232.75232),(36 232.67702),(37 196.84523),(38 231.0735),(39 262.74283),(40 263.01297),(41 256.2857),(42 255.69902),(43 272.14172),(44 272.34152),(45 292.63998),(46 229.71646),(47 184.54784),(48 184.33015),(49 263.43802),(50 263.09695),
(1 45.87649),(2 127.18116),(3 127.616844),(4 127.37735),(5 146.4432),(6 126.61808),(7 132.38525),(8 132.61685),(9 145.0993),(10 142.82901),(11 166.87025),(12 166.8182),(13 183.33357),(14 142.45729),(15 156.13373),(16 155.98473),(17 163.48502),(18 159.56381),(19 179.25812),(20 179.11287),(21 202.84181),(22 247.00624),(23 250.05907),(24 250.1419),(25 239.25912),(26 186.1475),(27 163.74925),(28 164.0018),(29 172.4269),(30 156.70538),(31 199.0814),(32 199.14742),(33 197.0545),(34 280.07294),(35 284.62732),(36 284.83667),(37 269.11157),(38 268.45242),(39 287.747),(40 287.62128),(41 298.4285),(42 313.83063),(43 235.73203),(44 235.55296),(45 208.9759),(46 267.3753),(47 237.85423),(48 237.63704),(49 264.4756),(50 264.44467),
(1 35.437542),(2 96.98083),(3 119.7516),(4 119.70906),(5 135.68341),(6 144.67853),(7 148.65834),(8 148.64032),(9 138.38922),(10 166.74443),(11 188.76811),(12 188.59422),(13 188.13382),(14 209.43617),(15 214.09396),(16 214.15031),(17 216.97188),(18 230.05089),(19 220.12054),(20 220.06203),(21 243.79788),(22 246.1936),(23 240.32013),(24 240.22299),(25 260.86084),(26 244.90366),(27 220.87366),(28 221.29),(29 224.99973),(30 234.02408),(31 237.28001),(32 237.00658),(33 240.3159),(34 272.30093),(35 294.12872),(36 294.715),(37 326.56482),(38 301.4343),(39 287.75015),(40 287.85092),(41 301.00076),(42 316.7814),(43 309.77036),(44 310.06284),(45 329.94595),(46 278.74835),(47 290.73532),(48 290.3698),(49 304.22296),(50 304.17554),
(1 25.925303),(2 90.87042),(3 95.64729),(4 95.80881),(5 93.63905),(6 110.26668),(7 122.752304),(8 122.79466),(9 120.14439),(10 148.87753),(11 155.57146),(12 155.28062),(13 157.18654),(14 145.08347),(15 159.28165),(16 159.61914),(17 177.1161),(18 182.79906),(19 163.75288),(20 164.13928),(21 167.22264),(22 181.22575),(23 183.93965),(24 183.54143),(25 179.69939),(26 194.76384),(27 181.83334),(28 181.81598),(29 156.92073),(30 130.5816),(31 138.34386),(32 138.08823),(33 145.27145),(34 146.53577),(35 147.06348),(36 146.96257),(37 167.43571),(38 175.31416),(39 159.96834),(40 159.99762),(41 200.16475),(42 212.11522),(43 184.28633),(44 184.35),(45 197.02078),(46 198.18379),(47 243.56891),(48 243.88971),(49 286.8971),(50 286.9893),
(1 26.060822),(2 71.66714),(3 92.24906),(4 92.71658),(5 116.57045),(6 118.95766),(7 104.82616),(8 104.79438),(9 108.1509),(10 119.43421),(11 111.719025),(12 111.49427),(13 130.85011),(14 153.97339),(15 165.54555),(16 164.99405),(17 175.08672),(18 141.0118),(19 123.046555),(20 123.05663),(21 116.7383),(22 124.04306),(23 128.89627),(24 129.00662),(25 146.54323),(26 168.17354),(27 162.3205),(28 162.56389),(29 158.31425),(30 148.62537),(31 141.3271),(32 141.00356),(33 117.20417),(34 144.2042),(35 150.8389),(36 151.05974),(37 158.47427),(38 197.54272),(39 191.55067),(40 191.58087),(41 223.07936),(42 239.86024),(43 211.73045),(44 211.29214),(45 176.88783),(46 197.93889),(47 190.67285),(48 190.61601),(49 212.88242),(50 212.3867),
