1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 7.4963684),(2 25.82331),(3 33.174335),(4 33.17046),(5 40.88022),(6 49.080635),(7 50.592354),(8 50.602184),(9 54.2774),(10 61.115997),(11 63.489338),(12 63.49081),(13 63.798805),(14 61.827335),(15 62.641724),(16 62.65293),(17 61.947323),(18 62.55916),(19 64.36468),(20 64.37336),(21 64.19899),(22 65.63391),(23 64.45687),(24 64.45591),(25 63.373634),(26 62.74932),(27 66.50528),(28 66.51023),(29 69.32562),(30 71.41274),(31 71.61685),(32 71.60221),(33 73.84599),(34 77.82354),(35 78.39554),(36 78.39862),(37 76.554535),(38 80.25315),(39 83.223694),(40 83.23003),(41 83.76271),(42 82.156296),(43 82.84394),(44 82.84421),(45 84.07388),(46 85.486885),(47 84.20306),(48 84.20442),(49 81.26369),(50 81.27345),
(1 0.36252588),(2 0.72703075),(3 0.8887294),(4 0.8884963),(5 0.89657986),(6 0.9764958),(7 1.081518),(8 1.0807146),(9 1.0681643),(10 1.1255629),(11 1.2116514),(12 1.2115332),(13 1.1688085),(14 1.2534747),(15 1.333396),(16 1.3332524),(17 1.281067),(18 1.2929667),(19 1.3696659),(20 1.3675967),(21 1.3110458),(22 1.3069674),(23 1.3822075),(24 1.379632),(25 1.3514937),(26 1.3828344),(27 1.4800897),(28 1.4785581),(29 1.4162445),(30 1.389565),(31 1.4482014),(32 1.4453226),(33 1.4019254),(34 1.4218098),(35 1.4904813),(36 1.4892583),(37 1.4544926),(38 1.4636924),(39 1.5273007),(40 1.5245196),(41 1.4745983),(42 1.4125043),(43 1.4560376),(44 1.4541758),(45 1.4050162),(46 1.3790683),(47 1.4233049),(48 1.4187504),(49 1.4031516),(50 1.4049997),
(1 0.31791994),(2 0.6225272),(3 0.7508814),(4 0.75097615),(5 0.780531),(6 0.8559629),(7 0.9424035),(8 0.94162697),(9 0.9268728),(10 0.9657834),(11 1.0377983),(12 1.0366019),(13 0.9958745),(14 1.0819763),(15 1.150089),(16 1.148786),(17 1.1110336),(18 1.1165483),(19 1.1851364),(20 1.183834),(21 1.1284),(22 1.1368895),(23 1.194553),(24 1.1928935),(25 1.1649967),(26 1.1977558),(27 1.2791084),(28 1.2774966),(29 1.225635),(30 1.2290771),(31 1.2771591),(32 1.2745078),(33 1.2298325),(34 1.2319003),(35 1.2915752),(36 1.2886082),(37 1.2643197),(38 1.2553979),(39 1.3201137),(40 1.3180777),(41 1.2688472),(42 1.2365224),(43 1.255887),(44 1.2532706),(45 1.2082769),(46 1.1911193),(47 1.230539),(48 1.226232),(49 1.2148916),(50 1.2147263),
(1 0.27290162),(2 0.53927183),(3 0.64696074),(4 0.64685476),(5 0.67424816),(6 0.73733544),(7 0.8064652),(8 0.80558723),(9 0.7960455),(10 0.8366743),(11 0.90199655),(12 0.9016136),(13 0.87173975),(14 0.9406306),(15 0.9917072),(16 0.99053514),(17 0.95486414),(18 0.952182),(19 1.0087283),(20 1.0071158),(21 0.95560724),(22 0.96191615),(23 1.0208975),(24 1.0179336),(25 0.9850788),(26 1.0018378),(27 1.0733805),(28 1.0724548),(29 1.0291656),(30 1.0455908),(31 1.0721844),(32 1.0697923),(33 1.0430267),(34 1.0472876),(35 1.090437),(36 1.0882106),(37 1.0745233),(38 1.0743665),(39 1.1153655),(40 1.1139057),(41 1.0697432),(42 1.0439477),(43 1.0745559),(44 1.0730333),(45 1.0465922),(46 1.0236534),(47 1.0547003),(48 1.0513307),(49 1.0386227),(50 1.0398965),
(1 0.23095119),(2 0.46360746),(3 0.53735244),(4 0.53744596),(5 0.56364155),(6 0.6261426),(7 0.6829632),(8 0.6821587),(9 0.67499524),(10 0.6955167),(11 0.745264),(12 0.7442798),(13 0.7238856),(14 0.77504456),(15 0.8179687),(16 0.8167243),(17 0.7897638),(18 0.7801598),(19 0.8222163),(20 0.8207956),(21 0.7834917),(22 0.8076441),(23 0.85331887),(24 0.85165054),(25 0.82202744),(26 0.8326593),(27 0.9035805),(28 0.9023257),(29 0.8572894),(30 0.86892235),(31 0.9171947),(32 0.91454405),(33 0.8814653),(34 0.87084156),(35 0.9216913),(36 0.9199364),(37 0.9004485),(38 0.8973559),(39 0.93193316),(40 0.93021744),(41 0.90258145),(42 0.8858521),(43 0.9023179),(44 0.9004856),(45 0.87683004),(46 0.86104506),(47 0.8894009),(48 0.8863877),(49 0.8739363),(50 0.8750071),
(1 0.19670896),(2 0.3895271),(3 0.45623657),(4 0.45581898),(5 0.47789454),(6 0.5330786),(7 0.57406783),(8 0.5733107),(9 0.57886213),(10 0.59332114),(11 0.64250696),(12 0.64154744),(13 0.6181553),(14 0.6651782),(15 0.7030514),(16 0.7015078),(17 0.6712418),(18 0.6628938),(19 0.69968754),(20 0.69858086),(21 0.6595741),(22 0.6767052),(23 0.7212115),(24 0.7197608),(25 0.6891307),(26 0.7107171),(27 0.76540416),(28 0.7637019),(29 0.7219773),(30 0.73434347),(31 0.7673076),(32 0.7652981),(33 0.73966044),(34 0.7271117),(35 0.7688733),(36 0.7666774),(37 0.7483413),(38 0.74635774),(39 0.7849117),(40 0.78358555),(41 0.7508742),(42 0.731032),(43 0.74942064),(44 0.7476221),(45 0.72317314),(46 0.7269839),(47 0.75245064),(48 0.74954355),(49 0.7406899),(50 0.7417782),
(1 0.18634564),(2 0.37015492),(3 0.42596504),(4 0.4261195),(5 0.45319077),(6 0.5020147),(7 0.54170084),(8 0.5408535),(9 0.52768356),(10 0.54524434),(11 0.5930076),(12 0.5926998),(13 0.5677922),(14 0.61499804),(15 0.654095),(16 0.6518783),(17 0.61928695),(18 0.61247087),(19 0.64468586),(20 0.6435351),(21 0.60962015),(22 0.6227119),(23 0.6682473),(24 0.666803),(25 0.64082235),(26 0.6521009),(27 0.7042016),(28 0.7027885),(29 0.6649912),(30 0.6649611),(31 0.7076345),(32 0.70560366),(33 0.6749366),(34 0.67746544),(35 0.71691084),(36 0.7149383),(37 0.6968827),(38 0.69840336),(39 0.72250444),(40 0.7206671),(41 0.6923712),(42 0.6727549),(43 0.6873903),(44 0.68591785),(45 0.67665124),(46 0.6729533),(47 0.70378697),(48 0.70130354),(49 0.6864328),(50 0.68823373),
(1 0.15720786),(2 0.30488083),(3 0.35505974),(4 0.3553103),(5 0.3762523),(6 0.4143523),(7 0.45014346),(8 0.44932425),(9 0.44043905),(10 0.4621049),(11 0.49209204),(12 0.49148023),(13 0.47677025),(14 0.50650144),(15 0.536952),(16 0.5355978),(17 0.5096189),(18 0.5099459),(19 0.53138906),(20 0.52994627),(21 0.5028826),(22 0.5149921),(23 0.5495341),(24 0.5485067),(25 0.52225804),(26 0.538013),(27 0.5844099),(28 0.58290803),(29 0.5488367),(30 0.55531883),(31 0.58459556),(32 0.5828642),(33 0.5499607),(34 0.55935097),(35 0.5884596),(36 0.586912),(37 0.5753415),(38 0.5726808),(39 0.6031674),(40 0.60150725),(41 0.5730424),(42 0.5524071),(43 0.5678269),(44 0.56677353),(45 0.5551831),(46 0.55798423),(47 0.5887065),(48 0.5864137),(49 0.5754865),(50 0.5776689),
(1 0.14069101),(2 0.27311462),(3 0.3184011),(4 0.3182554),(5 0.33825645),(6 0.37487715),(7 0.40624985),(8 0.40546387),(9 0.3907842),(10 0.40511295),(11 0.43506554),(12 0.43472135),(13 0.4192086),(14 0.4444915),(15 0.46907216),(16 0.4678051),(17 0.44819513),(18 0.44397652),(19 0.46882054),(20 0.46748385),(21 0.44243944),(22 0.45045528),(23 0.48275068),(24 0.48178932),(25 0.46621618),(26 0.47060546),(27 0.50673425),(28 0.50580335),(29 0.47917524),(30 0.47844508),(31 0.50173974),(32 0.5004244),(33 0.48526162),(34 0.48924074),(35 0.5170119),(36 0.51530105),(37 0.50106335),(38 0.49819425),(39 0.51784015),(40 0.51675963),(41 0.49486032),(42 0.48546532),(43 0.49739593),(44 0.49615005),(45 0.48662),(46 0.49027145),(47 0.50932616),(48 0.50736475),(49 0.4972251),(50 0.4990873),
(1 0.13682503),(2 0.2523166),(3 0.2947504),(4 0.29443258),(5 0.31449768),(6 0.34707284),(7 0.37636134),(8 0.37560713),(9 0.35886005),(10 0.37628227),(11 0.40341106),(12 0.40281424),(13 0.39362785),(14 0.41368496),(15 0.43161717),(16 0.43067732),(17 0.41438296),(18 0.4196811),(19 0.44382304),(20 0.44248053),(21 0.41032603),(22 0.41505837),(23 0.44819906),(24 0.44729137),(25 0.42867073),(26 0.43159854),(27 0.47717643),(28 0.4760164),(29 0.44310182),(30 0.45094445),(31 0.4771026),(32 0.47602755),(33 0.45032474),(34 0.45929557),(35 0.48799086),(36 0.4866183),(37 0.47673854),(38 0.47065058),(39 0.49061754),(40 0.4897167),(41 0.46325806),(42 0.45142242),(43 0.46569377),(44 0.4643934),(45 0.45204383),(46 0.4581734),(47 0.47572654),(48 0.47391114),(49 0.4658298),(50 0.4673285),
(1 0.12127983),(2 0.22497381),(3 0.2672887),(4 0.26680872),(5 0.28669077),(6 0.3142823),(7 0.3433796),(8 0.34262088),(9 0.3281221),(10 0.33553472),(11 0.36401224),(12 0.36355758),(13 0.3530932),(14 0.36300597),(15 0.3851722),(16 0.38431197),(17 0.37552413),(18 0.37113476),(19 0.3886484),(20 0.38758942),(21 0.36823347),(22 0.37652022),(23 0.40765294),(24 0.40645334),(25 0.39422816),(26 0.39105266),(27 0.4290956),(28 0.4283738),(29 0.40692058),(30 0.39922857),(31 0.42033073),(32 0.41897294),(33 0.4066265),(34 0.40857276),(35 0.4341651),(36 0.43307903),(37 0.42399848),(38 0.42057195),(39 0.44015977),(40 0.439158),(41 0.42073414),(42 0.40997386),(43 0.42426252),(44 0.42338756),(45 0.41003498),(46 0.41300312),(47 0.42618555),(48 0.42440265),(49 0.42002693),(50 0.4217795),
(1 0.099518515),(2 0.18371296),(3 0.22118457),(4 0.22074787),(5 0.23943304),(6 0.2659564),(7 0.28575057),(8 0.28519428),(9 0.2770734),(10 0.28226444),(11 0.30614355),(12 0.30553845),(13 0.29852262),(14 0.30710417),(15 0.32743743),(16 0.32653973),(17 0.31985822),(18 0.31637576),(19 0.3336804),(20 0.33224043),(21 0.30965242),(22 0.31544343),(23 0.3400444),(24 0.33897057),(25 0.32740077),(26 0.3323108),(27 0.3646703),(28 0.36365557),(29 0.3410687),(30 0.34099776),(31 0.3684592),(32 0.36724892),(33 0.3496261),(34 0.34879774),(35 0.37012973),(36 0.36892262),(37 0.35923067),(38 0.3570496),(39 0.37080574),(40 0.37012106),(41 0.3551924),(42 0.34249756),(43 0.35925132),(44 0.35806078),(45 0.3464351),(46 0.3451782),(47 0.35998192),(48 0.35816458),(49 0.35560945),(50 0.356759),
(1 0.08146747),(2 0.1522318),(3 0.18428566),(4 0.18417905),(5 0.19904862),(6 0.22133954),(7 0.23751469),(8 0.2369538),(9 0.23348272),(10 0.23882182),(11 0.2598921),(12 0.25947),(13 0.2520691),(14 0.2581343),(15 0.27589628),(16 0.27531958),(17 0.2650394),(18 0.26039898),(19 0.2719775),(20 0.27079582),(21 0.2555702),(22 0.26347786),(23 0.28757358),(24 0.28671193),(25 0.27568707),(26 0.28142408),(27 0.31033266),(28 0.30937976),(29 0.29106247),(30 0.28785798),(31 0.30752832),(32 0.3063958),(33 0.29442328),(34 0.2907857),(35 0.31226927),(36 0.3113582),(37 0.30448636),(38 0.30277666),(39 0.31666306),(40 0.31582692),(41 0.30395526),(42 0.29378033),(43 0.30681154),(44 0.3058419),(45 0.29752424),(46 0.29552525),(47 0.30625623),(48 0.30482042),(49 0.30497068),(50 0.305977),
(1 0.07440202),(2 0.13815288),(3 0.1702957),(4 0.16976382),(5 0.18024921),(6 0.19902195),(7 0.2168784),(8 0.21635407),(9 0.21360499),(10 0.2188299),(11 0.23742896),(12 0.23680979),(13 0.22918604),(14 0.23594607),(15 0.25259057),(16 0.251605),(17 0.24480735),(18 0.23672009),(19 0.2515888),(20 0.25057492),(21 0.23960596),(22 0.2429519),(23 0.2650076),(24 0.26398218),(25 0.25494897),(26 0.25975737),(27 0.28384775),(28 0.28306213),(29 0.26616162),(30 0.26579204),(31 0.28507525),(32 0.28395244),(33 0.26961896),(34 0.26873544),(35 0.28632987),(36 0.28537074),(37 0.28085792),(38 0.2789835),(39 0.29018983),(40 0.28928354),(41 0.27754745),(42 0.27045497),(43 0.28207207),(44 0.28116956),(45 0.2723004),(46 0.27269605),(47 0.2844766),(48 0.28342208),(49 0.27921617),(50 0.279867),
(1 0.071781375),(2 0.131299),(3 0.15980047),(4 0.15945415),(5 0.1703747),(6 0.18588074),(7 0.2017892),(8 0.2011176),(9 0.19907042),(10 0.205629),(11 0.2228073),(12 0.22213705),(13 0.21680343),(14 0.223146),(15 0.23796766),(16 0.23701163),(17 0.22709388),(18 0.2230628),(19 0.2373726),(20 0.23633382),(21 0.22428077),(22 0.2292173),(23 0.24791414),(24 0.24694674),(25 0.23694365),(26 0.24325438),(27 0.27064773),(28 0.26976767),(29 0.24842384),(30 0.24740608),(31 0.26411653),(32 0.2629293),(33 0.25135317),(34 0.24906799),(35 0.26785326),(36 0.2669706),(37 0.26177707),(38 0.26280603),(39 0.2721413),(40 0.2711163),(41 0.26064396),(42 0.25443748),(43 0.26472428),(44 0.2637294),(45 0.25782558),(46 0.2564008),(47 0.2661673),(48 0.26476654),(49 0.26490584),(50 0.26546574),
(1 0.062964946),(2 0.11703816),(3 0.14419743),(4 0.14383914),(5 0.15156476),(6 0.16549344),(7 0.18242028),(8 0.18186484),(9 0.17757314),(10 0.18246303),(11 0.19871272),(12 0.19823372),(13 0.1923181),(14 0.19755045),(15 0.21374501),(16 0.21266589),(17 0.20241417),(18 0.19815145),(19 0.21214975),(20 0.21130675),(21 0.20048046),(22 0.2050333),(23 0.22265108),(24 0.2215945),(25 0.21208291),(26 0.21656677),(27 0.2381737),(28 0.23756541),(29 0.220764),(30 0.22110398),(31 0.23498546),(32 0.2337936),(33 0.22364306),(34 0.22342038),(35 0.2402289),(36 0.23925966),(37 0.23517957),(38 0.23434658),(39 0.24259573),(40 0.24179724),(41 0.23170397),(42 0.22611727),(43 0.23629029),(44 0.23553213),(45 0.22937217),(46 0.2300684),(47 0.2402024),(48 0.23905307),(49 0.2351618),(50 0.23562436),
