q, (a, b, c)
1.5, (-50135783856510.15, 2910767.031739082, 50135628291234.79)
2.5, (-313781269.4413026, 15.872751724317085, 237156086.46255046)
3.5, (-286649422.77481115, 6.474113511744124, 188025565.0624263)
4.5, (-201875830.87588525, 6.543955953181843, 134321490.70078614)
5.5, (-141831342.84586352, 5.966244968765597, 96462508.97593224)
6.5, (-91302728.4393383, 9.177125572933933, 75146399.77607147)
7.5, (-77349695.24352886, 6.721301623965514, 58854719.38287608)
8.5, (-75150824.43814103, 3.161252487332274, 45685718.73360332)
9.5, (-57158726.78182595, 2.512392289405239, 32757477.673373666)
10.5, (-27486433.262211557, 3.5481200322304156, 18958580.229455937)
11.5, (-11946440.709972424, 17.536024409990887, 15527100.871795066)
12.5, (-17828119.50318931, 2.841054936563714, 11799529.845933175)
13.5, (-15883368.580392716, 2.420031827306695, 9837412.002678912)
14.5, (-13288581.60293557, 2.304617250066897, 8260795.9481309755)
15.5, (-11178660.064481908, 2.210947817477652, 7002668.420310411)
16.5, (-10156245.773914933, 1.7674543740016817, 5845245.594287863)
17.5, (-10768573.407793574, 1.4869665604661537, 5591871.892512097)
18.5, (-9043878.984943256, 1.538473511560556, 4912091.803819337)
19.5, (-9031113.66746134, 1.3294413106392244, 4523055.394213268)
20.5, (-7798388.980003374, 1.4715426663259448, 4255931.631656186)
21.5, (-7075352.834178682, 1.2717996578608568, 3521442.253316794)
22.5, (-6896359.990571839, 1.0433579888172069, 2982000.645013953)
23.5, (-4625226.764348665, 1.3315215583446591, 2440767.4605536787)
24.5, (-4987952.141438737, 1.0992780654468208, 2285264.658250322)
25.5, (-4214014.476067423, 1.151353286026298, 2027793.5395581191)
26.5, (-4389425.541776803, 1.00488984137637, 1881970.7195282346)
27.5, (-4207006.7548644645, 0.8612784877720785, 1600630.6701944943)
28.5, (-3529107.8867984833, 0.886986319490493, 1426815.482918938)
29.5, (-3942107.295533277, 0.7439564195105112, 1316282.7239146319)
30.5, (-5246683.62701468, 0.5727121624742271, 1231131.4431707873)
31.5, (-4074903.7028763816, 0.6300560497674885, 1129527.3769465664)
32.5, (-4518222.284592374, 0.5498876524346834, 1030129.9238161468)
33.5, (-4293610.08154252, 0.5334407900794255, 932940.8178033626)
34.5, (-6098177.281224281, 0.415063437077815, 825028.8675070704)
35.5, (-3686225.8773350082, 0.5149162960474273, 775257.7685670203)
36.5, (-2207753.1492026616, 0.6315210179495979, 667837.0320985954)
37.5, (-1880397.161165083, 0.6772261547693191, 630009.7010465572)
38.5, (-3899600.163894987, 0.41941070899770844, 564470.8877184185)
39.5, (-2000236.7558535812, 0.5633179637303269, 525278.3747377532)
40.5, (-1814646.7229001024, 0.5794819858685945, 503354.6608333906)
41.5, (-1788418.827940672, 0.5577074900921336, 478935.57242755924)
42.5, (-1942126.340873134, 0.49506317610205436, 437263.1034134458)
43.5, (-2373799.4190543974, 0.43610224624336197, 412781.2653523676)
44.5, (-6254888.968040015, 0.2964464466715904, 390191.59704764985)
45.5, (-1921395.8770653373, 0.44166625131880793, 372585.8628925276)
46.5, (-6132188.435798269, 0.28410164800626087, 342161.34723003994)
47.5, (-3941135.400333516, 0.31903894760614177, 327526.8112798421)
48.5, (-1606896.3868836132, 0.43133340323970215, 303317.1595638535)
49.5, (0.0, 0.0, 0.0)
50.5, (0.0, 0.0, 0.0)
51.5, (0.0, 0.0, 0.0)
52.5, (0.0, 0.0, 0.0)
53.5, (0.0, 0.0, 0.0)
54.5, (0.0, 0.0, 0.0)
55.5, (0.0, 0.0, 0.0)
56.5, (0.0, 0.0, 0.0)
57.5, (0.0, 0.0, 0.0)
58.5, (0.0, 0.0, 0.0)
59.5, (0.0, 0.0, 0.0)
60.5, (0.0, 0.0, 0.0)
61.5, (0.0, 0.0, 0.0)
62.5, (0.0, 0.0, 0.0)
63.5, (0.0, 0.0, 0.0)
64.5, (0.0, 0.0, 0.0)
65.5, (0.0, 0.0, 0.0)
66.5, (0.0, 0.0, 0.0)
67.5, (0.0, 0.0, 0.0)
68.5, (-38943.36343382318, 1.359237746790169, 110693.04478216196)
69.5, (-20435.238380832307, 4.577815318965163, 106330.17512021888)
70.5, (-20728.190594906195, 3.5428937081800287, 98579.8118351735)
71.5, (-21028.015928349512, 2.5574016603651724, 94500.01859892612)
72.5, (-16052.787414355931, 5.471914629717429, 91576.86466707157)
73.5, (-11865.771182055645, 4.855108263734847, 88091.39186071133)
74.5, (-7504.624266982797, 4.506311220811861, 86498.19905933402)
75.5, (-15901.65310536016, 1.5379652016858656, 80949.08659522948)
76.5, (-15342.607213676358, 2.521794463297069, 76911.65425694715)
77.5, (-11662.766040898556, 2.714057390383778, 71117.69555985676)
78.5, (-11998.029841540456, 3.064369822922315, 69903.77321402091)
79.5, (-10791.16551491542, 3.8518294530500907, 67392.63926232478)
80.5, (-10389.466418631566, 3.8288006173846765, 64457.72996045973)
81.5, (-8048.763110932088, 3.860101895596372, 62839.809999637466)
82.5, (-9276.420213678142, 4.965524866931938, 59785.926385252875)
83.5, (-9988.773485064406, 3.7484531375584966, 58698.242937566174)
84.5, (-6877.584686673654, 4.616467161302972, 55112.779696296915)
85.5, (-6210.069313445559, 6.638234331961664, 53705.995460579754)
86.5, (-7196.365548059407, 4.654523282184158, 49799.083541663356)
87.5, (-7632.619270156081, 6.163374366293208, 48711.190638151755)
88.5, (-5247.596972953635, 7.616772211557965, 48569.99685829846)
89.5, (-3434.6082946536994, 4.568709345026591, 45444.335288596405)
90.5, (-5523.291030312652, 5.341738068760002, 44419.50533829842)
91.5, (-4505.716697803287, 7.8941832676765555, 41675.36493662283)
92.5, (-3651.060396185951, 5.825456319796114, 40592.20300570394)
93.5, (-3778.0276174643714, 26.54973934021225, 40242.19262302989)
94.5, (-4653.738042766826, 8.151724201079563, 36378.559275607346)
95.5, (-4831.902536459348, 6.548772978427922, 35204.327797220845)
96.5, (-4688.107996374212, 5.407606634548002, 35048.96202477204)
97.5, (-3360.1104856692523, 6.939762201421381, 34390.72281486991)
