1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46700.57),(2 138262.9),(3 212128.63),(4 259989.11),(5 297040.28),(6 325864.9),(7 343044.34),(8 357642.88),(9 375333.03),(10 383243.78),(11 381414.47),(12 373328.38),(13 370519.1),(14 370276.2),(15 368885.7),(16 366105.7),(17 366456.1),(18 370968.28),(19 373793.1),(20 370067.8),(21 366967.63),(22 369319.28),(23 377605.03),(24 387812.06),(25 395851.16),(26 398973),(27 393796.38),(28 387933.1),(29 387167.5),(30 382996.4),(31 378275.72),(32 375731.13),(33 369877.22),(34 367012.75),(35 365489.34),(36 363256.28),(37 364217.25),(38 367655.34),(39 372612.2),(40 377134.13),(41 384254.6),(42 389017.8),(43 393097.28),(44 396759.66),(45 407621.47),(46 421139.8),(47 425158.72),(48 422529.94),(49 421876.97),(50 420257.13),(51 416926.5),(52 412926.78),(53 407875.44),(54 403224.4),(55 399237.66),(56 395811.53),(57 390050.06),(58 382547.4),(59 379976.5),(60 379601.53),(61 382156.1),(62 381757.66),(63 380267.28),(64 377361.53),(65 378932.4),(66 385199.6),(67 392916.1),(68 401582.47),(69 409339.13),(70 411665.3),(71 413242.94),(72 423448.75),(73 433940.97),(74 435900.9),(75 437059.53),(76 438101.72),(77 442153.4),(78 449221.72),(79 451403),
(1 44647.977),(2 130970.34),(3 201121.3),(4 247319.95),(5 284535.8),(6 311085.63),(7 330474.16),(8 349517.25),(9 369320.5),(10 377663.7),(11 378718.88),(12 380341.8),(13 386854.8),(14 391187.6),(15 389481.2),(16 384215.25),(17 387546.56),(18 393686.16),(19 391543.03),(20 385307.03),(21 379974.28),(22 378211.47),(23 377762.2),(24 378361.66),(25 380493.28),(26 380665.72),(27 375315.13),(28 373021.06),(29 376943.94),(30 379681.47),(31 382936.84),(32 384582.7),(33 382539.72),(34 382643.5),(35 379270.75),(36 372591.4),(37 369346.34),(38 376122.3),(39 385947.16),(40 387635.56),(41 383226.88),(42 381433.8),(43 387557.7),(44 401376.5),(45 409398.3),(46 413333.72),(47 419715.3),(48 426902.3),(49 432650.06),(50 434048.44),(51 429777.28),(52 422992.16),(53 422072.75),(54 422445.03),(55 421075.56),(56 422852.75),(57 426834.75),(58 424611.9),(59 420158.28),(60 418999.47),(61 417398.38),(62 413711.38),(63 410503.6),(64 413112.28),(65 420413.53),(66 431128.4),(67 436657.72),(68 434124.25),(69 433149.2),(70 439205.6),(71 446526.56),(72 455231.72),(73 466242.38),(74 475673.34),(75 480923.84),(76 480185.28),(77 477493.25),(78 479804.16),(79 482688.28),
(1 45869.406),(2 132771.77),(3 199956.38),(4 239887.52),(5 273411.4),(6 300987),(7 320151.88),(8 334587.47),(9 347907.2),(10 350613.97),(11 348577.78),(12 342343.16),(13 341951.97),(14 342963.1),(15 338450.6),(16 334228.2),(17 338870.84),(18 346640.56),(19 350556.47),(20 354405.13),(21 360459.25),(22 365084.3),(23 367574.75),(24 368259.3),(25 366322.22),(26 364297.6),(27 360003.7),(28 356030.06),(29 358221.1),(30 361314.66),(31 360153.8),(32 357583),(33 353566.3),(34 356718.25),(35 356746.84),(36 360204.97),(37 368582.22),(38 375118.72),(39 374378.8),(40 368684.3),(41 359154.94),(42 352623.53),(43 353963.97),(44 360840.88),(45 367296.75),(46 368190.94),(47 362079.88),(48 359120.66),(49 358779.13),(50 358167.72),(51 361188.75),(52 363579.75),(53 367024.3),(54 373560.03),(55 377658.3),(56 383854.38),(57 386629.25),(58 388162.22),(59 388712.88),(60 389091.3),(61 388710.4),(62 390889.88),(63 395340.13),(64 401625.97),(65 405108.7),(66 404527.6),(67 409307.3),(68 421365.06),(69 434629.53),(70 446871.4),(71 459886.8),(72 471364.4),(73 477366.72),(74 481402.94),(75 485099.63),(76 485715.78),(77 478359.8),(78 470004),(79 464266.53),
(1 41405.402),(2 116488.52),(3 174397.03),(4 205751.33),(5 230768.22),(6 251182.1),(7 266545.78),(8 281754.25),(9 296651.97),(10 297333.4),(11 298047.66),(12 304490.1),(13 313008.56),(14 314418.44),(15 311028.84),(16 312611.75),(17 322980),(18 330414.84),(19 335614.84),(20 340715.7),(21 342884.44),(22 341818.56),(23 341712.53),(24 340192.84),(25 340239.44),(26 345733),(27 348541.56),(28 348235.75),(29 352938.75),(30 352478.34),(31 346807.8),(32 337179.44),(33 326453.97),(34 318072.1),(35 315036.75),(36 319788.2),(37 332078.47),(38 340954.53),(39 342247.8),(40 335694.2),(41 325726.13),(42 317836.25),(43 312715.53),(44 309319.25),(45 311238.5),(46 315730.25),(47 315105.34),(48 313363.94),(49 318039.1),(50 325336.16),(51 332311.06),(52 339021.2),(53 339312.63),(54 338931.9),(55 342190.75),(56 346605.75),(57 350286.56),(58 351098.06),(59 347235.06),(60 344919.13),(61 346788.38),(62 352999.72),(63 355728.44),(64 358903.22),(65 366188.28),(66 372416.97),(67 372797.9),(68 375847.8),(69 381899.66),(70 385983.06),(71 390929.66),(72 398327.44),(73 404388.44),(74 405834.94),(75 405941.8),(76 404888.06),(77 400808.2),(78 395241.8),(79 390575.1),
(1 44086.19),(2 122401.49),(3 181889.86),(4 217892.25),(5 249545.31),(6 272659.38),(7 285162.3),(8 294699.7),(9 303269.8),(10 302890.9),(11 304336.6),(12 309231.06),(13 316315.22),(14 317222.28),(15 311050.9),(16 309921.94),(17 316439.84),(18 318566.2),(19 319922.8),(20 323298.66),(21 325270.2),(22 320050.44),(23 312689.78),(24 307890.97),(25 309200.3),(26 316350.22),(27 321971.78),(28 325140.34),(29 332046.34),(30 339074.3),(31 336273.53),(32 328136.28),(33 326883.56),(34 327592.88),(35 327335),(36 331586.53),(37 338206.63),(38 341265),(39 336541.1),(40 330643.72),(41 328012.38),(42 329954.3),(43 330653.47),(44 330193.44),(45 332793.13),(46 334944.84),(47 334774.4),(48 336867.8),(49 340114.5),(50 348181.25),(51 350872.6),(52 350104.72),(53 352106.72),(54 350214.9),(55 349891.94),(56 353766.97),(57 355931.75),(58 355504.44),(59 355943.84),(60 357430.28),(61 355895.25),(62 360017.44),(63 363781.78),(64 364073.97),(65 366088.53),(66 371948.34),(67 377147.75),(68 378904.25),(69 379948.2),(70 385157.5),(71 387755),(72 387090.8),(73 385309.56),(74 382774.53),(75 384962.53),(76 384806.28),(77 380616.75),(78 383670.34),(79 391295.8),
(1 44339.203),(2 122062.3),(3 181814.67),(4 216621.9),(5 241336.02),(6 261950.8),(7 275850.8),(8 287990.44),(9 293090.03),(10 285965.1),(11 282218.66),(12 288470.56),(13 293710.6),(14 290835.44),(15 288646.6),(16 293857.97),(17 302932.2),(18 308001.97),(19 306941.44),(20 301092.1),(21 290069.66),(22 278009.88),(23 273312.7),(24 270872.03),(25 267332.47),(26 270533.34),(27 275376.56),(28 276308.34),(29 280798.13),(30 284751.34),(31 287854.72),(32 290873.1),(33 296538.75),(34 302279.34),(35 309636.44),(36 320185.3),(37 327981.44),(38 328436.03),(39 322097.44),(40 311776.84),(41 303272.2),(42 300514.3),(43 299400.53),(44 296856.3),(45 291432.72),(46 285115.88),(47 283043.44),(48 285708.63),(49 287760.8),(50 289574.94),(51 291990.53),(52 293312.38),(53 296261.53),(54 301217.97),(55 307185.44),(56 314073.2),(57 322046),(58 322501.4),(59 322187.7),(60 325334.56),(61 331552.88),(62 338407.66),(63 341759.25),(64 346010.56),(65 343498.53),(66 338113.22),(67 337071.44),(68 340877.84),(69 347874.3),(70 355753.75),(71 360530.75),(72 361449.9),(73 360489.03),(74 354642.66),(75 351341.66),(76 350852.8),(77 351599.97),(78 355930.06),(79 358677.25),
(1 43604.164),(2 116057.04),(3 163950.42),(4 188740.02),(5 203402),(6 213314.05),(7 223567.6),(8 239986.77),(9 250461.47),(10 250542),(11 252957.17),(12 263698.6),(13 273083.1),(14 273644.56),(15 269918.38),(16 271845.72),(17 277189.5),(18 276677.06),(19 273148.16),(20 271211.88),(21 266796.84),(22 261411.03),(23 259033.03),(24 264351.3),(25 273490.06),(26 278289.53),(27 276095.97),(28 274180.06),(29 275645.38),(30 277081.03),(31 275915.53),(32 284828.84),(33 294358.94),(34 294414.53),(35 298853.56),(36 308534.97),(37 316594.66),(38 317982.6),(39 314819.47),(40 312263.06),(41 308567.6),(42 302449.03),(43 299958.34),(44 299651.53),(45 296407.1),(46 293836.84),(47 297785.63),(48 307083.06),(49 312037.2),(50 314919.56),(51 317261.06),(52 318186.16),(53 317072.63),(54 316644.03),(55 319276.25),(56 321443.38),(57 324742.16),(58 331394.9),(59 335868.34),(60 333129.66),(61 330354.34),(62 328644.16),(63 328861.28),(64 329714.25),(65 331374.47),(66 336861.44),(67 344491.44),(68 348847.97),(69 351708.66),(70 354648.94),(71 358546.75),(72 362190.16),(73 365584.72),(74 368693.44),(75 365390.03),(76 365420.94),(77 369039.16),(78 371841.25),(79 370491.8),
(1 42209.414),(2 114013.78),(3 159848.56),(4 182914.06),(5 196853.23),(6 210349.38),(7 228386.86),(8 247371.56),(9 255069.4),(10 247008.05),(11 241960.56),(12 247184.78),(13 251680.25),(14 252572.4),(15 252956.38),(16 258420.89),(17 262894.3),(18 264179),(19 266609.97),(20 265742.7),(21 260086.11),(22 256862.36),(23 255978.31),(24 258414.98),(25 261139.05),(26 263708.47),(27 262314.44),(28 260710.53),(29 260741.39),(30 260226.28),(31 256850.3),(32 257583.6),(33 261614.9),(34 263772.72),(35 269326.75),(36 279822.44),(37 287864.22),(38 290167.9),(39 285201.66),(40 277127.2),(41 268350.88),(42 261968.67),(43 257105.64),(44 253615.2),(45 253790.73),(46 260573.66),(47 266998.16),(48 271106.66),(49 274817.72),(50 279426.2),(51 282140),(52 283143.4),(53 284040.56),(54 283897.53),(55 285371.28),(56 287576.38),(57 287952.53),(58 288870.88),(59 291142.66),(60 289069.97),(61 286470.63),(62 284060.25),(63 281419.88),(64 281010.47),(65 283850.25),(66 290619.25),(67 298268.34),(68 300062.28),(69 298091.28),(70 297745.84),(71 301544.4),(72 303326.1),(73 303621.94),(74 306842.28),(75 310306.03),(76 308751.56),(77 306016.16),(78 304074.22),(79 302061.8),
(1 43009.434),(2 113791.8),(3 155862.7),(4 176390.7),(5 189329.8),(6 202173.47),(7 221169.13),(8 244630.33),(9 253361.16),(10 253007.47),(11 253675.94),(12 260870.33),(13 264568.7),(14 262804.47),(15 261170.88),(16 264234.03),(17 268772.9),(18 275058.97),(19 276829.97),(20 273984.3),(21 271000.4),(22 271700.22),(23 274564.06),(24 280028.84),(25 284343.78),(26 284598.97),(27 282688.44),(28 285314.78),(29 285953.2),(30 285704.97),(31 284909.2),(32 282000.9),(33 271905.8),(34 266692.13),(35 270003.34),(36 270748.84),(37 269843.75),(38 271725.44),(39 269607.6),(40 264695.2),(41 259418.05),(42 259872.69),(43 262642.4),(44 265882.03),(45 266006.16),(46 264749.53),(47 265166.3),(48 264520.72),(49 268401.03),(50 277475.47),(51 284233.34),(52 288183.7),(53 288483.6),(54 291293.34),(55 292504.4),(56 295073.97),(57 301212.78),(58 307957.7),(59 311712.1),(60 313922.47),(61 309950),(62 302611.2),(63 295971.6),(64 294877.63),(65 300973.22),(66 304628.9),(67 302876.4),(68 301013.2),(69 301322),(70 300211.75),(71 300353.5),(72 302749.53),(73 303634.47),(74 299401.63),(75 295943.28),(76 293696.44),(77 292249.88),(78 293627.34),(79 295702.97),
(1 39516.902),(2 105475.734),(3 145538.5),(4 165854.44),(5 180115.69),(6 191273.42),(7 208247.36),(8 227388.7),(9 232901.25),(10 231178.11),(11 236393.16),(12 245833.98),(13 250571.95),(14 248382.11),(15 245601.94),(16 244628.28),(17 245817.66),(18 249813.42),(19 252169.47),(20 250092.22),(21 248792.17),(22 248775.02),(23 250373.78),(24 256311.39),(25 262435.7),(26 263185.34),(27 265702.53),(28 272970.63),(29 274479.7),(30 272552.88),(31 269315.5),(32 267905.8),(33 264663.22),(34 263112.66),(35 267333.97),(36 265876.13),(37 258640.45),(38 253225.77),(39 252136.88),(40 249340.33),(41 246233.2),(42 246663.16),(43 249537.08),(44 250395.31),(45 249172.52),(46 250004.69),(47 249981.5),(48 254504.44),(49 260536.5),(50 264168.25),(51 265347.28),(52 270201.44),(53 275817.47),(54 276410.75),(55 273383.75),(56 270291.03),(57 271563.84),(58 276296.63),(59 284322.94),(60 288163.28),(61 284537.66),(62 282841.47),(63 285747.16),(64 286421.25),(65 288095.66),(66 290462.53),(67 292098.5),(68 296122.25),(69 301431),(70 309126),(71 312675.28),(72 317042.1),(73 322942.38),(74 325628.06),(75 326511.38),(76 325705.63),(77 324335.06),(78 326851.53),(79 328810.3),
(1 36881.555),(2 97482.9),(3 134842.4),(4 156070.63),(5 170953.05),(6 182321.84),(7 196673.45),(8 208988.13),(9 208440.66),(10 204454.44),(11 205443.52),(12 208272.56),(13 206595.16),(14 204561.28),(15 203207.89),(16 204548.13),(17 210025.88),(18 216065.8),(19 217915.78),(20 217935),(21 216962.63),(22 215788.84),(23 217059.38),(24 221928.1),(25 227529.39),(26 228738.9),(27 231273.39),(28 234120.89),(29 231470.88),(30 228780.77),(31 225052.13),(32 221705.78),(33 227152),(34 235420.34),(35 235378.44),(36 230309.22),(37 227005.28),(38 222443.83),(39 218597.27),(40 218510.4),(41 218155.38),(42 217979.66),(43 221023.8),(44 223289.34),(45 219757.89),(46 216367.28),(47 215842.28),(48 217360.39),(49 220687.02),(50 221041.23),(51 220732.4),(52 224936.11),(53 231855.52),(54 237494.3),(55 240458.39),(56 241291.77),(57 240316.72),(58 240974.34),(59 242156.28),(60 239855.22),(61 237277.33),(62 237711.56),(63 241656.56),(64 242901.83),(65 243063.61),(66 245958.95),(67 249195.83),(68 251619.17),(69 253021.38),(70 255200.34),(71 261918.28),(72 270558.03),(73 278155.53),(74 283023.44),(75 285896.6),(76 284964.9),(77 282561.1),(78 281958.63),(79 279256.53),
(1 36318.992),(2 93081.93),(3 127056.7),(4 144497.53),(5 157096.95),(6 167283.64),(7 181677.81),(8 192040.6),(9 192591.81),(10 192088.23),(11 195821.02),(12 199062.83),(13 196073.39),(14 192550),(15 193451.34),(16 200074.31),(17 206779.88),(18 210405.66),(19 212119.2),(20 212981.83),(21 213880.84),(22 213893.47),(23 213329.1),(24 215776.72),(25 220234.83),(26 225819.77),(27 235716.63),(28 237307.2),(29 229387.69),(30 224910.14),(31 223883.81),(32 221524.13),(33 222381.14),(34 228090.23),(35 224672.23),(36 216858.55),(37 214165.53),(38 214658.63),(39 214683.23),(40 216161.89),(41 214856.08),(42 213365.14),(43 211914.02),(44 211145.8),(45 210745.31),(46 212450.11),(47 215199.16),(48 217491.75),(49 214728.42),(50 213046.83),(51 215570.47),(52 219785.39),(53 222229.69),(54 220181.95),(55 220773.86),(56 223443.58),(57 222959.16),(58 221954.05),(59 223097.56),(60 225257.39),(61 224332.34),(62 225239.33),(63 224924.36),(64 220745.16),(65 220767.66),(66 224912.06),(67 229621.95),(68 232540.31),(69 235223.6),(70 237130.31),(71 239395.38),(72 247230.47),(73 254023.53),(74 258410.53),(75 262695.25),(76 263658.1),(77 261134.48),(78 258299.8),(79 258620.05),
(1 36248.293),(2 93521.586),(3 127982.81),(4 143969.78),(5 153940.42),(6 163530.81),(7 178700.66),(8 186910.95),(9 182609.19),(10 178984.52),(11 182920.36),(12 184808.67),(13 181068.36),(14 178939.77),(15 181412.69),(16 186576.73),(17 193249.66),(18 196024.39),(19 196437.13),(20 195990.94),(21 195575.95),(22 195857.78),(23 200220.36),(24 204175.92),(25 206229.28),(26 210579.33),(27 211667.42),(28 207306.34),(29 204367.88),(30 204022.42),(31 207839.17),(32 213563.27),(33 215783.64),(34 211092.38),(35 205786.67),(36 203484.52),(37 203452.67),(38 203593.02),(39 204213.95),(40 204973.58),(41 204653.42),(42 206596.67),(43 209488.8),(44 205732.28),(45 204161.75),(46 207978.94),(47 210308.69),(48 210906.42),(49 212933.5),(50 212924.45),(51 215112.28),(52 219310.94),(53 218453.7),(54 217195.31),(55 218252.23),(56 219566.39),(57 217678.5),(58 216084.31),(59 216113.88),(60 223674.45),(61 227662.61),(62 227049.92),(63 223541.55),(64 219673.34),(65 221065.98),(66 226701.23),(67 231832.34),(68 233205.5),(69 232745.39),(70 236082.31),(71 238526.72),(72 244161.36),(73 251811.69),(74 257398.89),(75 259554.94),(76 257123.53),(77 254368.31),(78 252960.58),(79 255178.44),
(1 36666.62),(2 93452.49),(3 128198.33),(4 149262.61),(5 162893.03),(6 174439.98),(7 192291.69),(8 201290.34),(9 197703.8),(10 198135.06),(11 201952.78),(12 202346.86),(13 202245.31),(14 208282.13),(15 220519.75),(16 231203.84),(17 237195.73),(18 235189.22),(19 227274.2),(20 219634.63),(21 214279.92),(22 214052.13),(23 218388.75),(24 221086.16),(25 225673.42),(26 235513.67),(27 238300.8),(28 230242.89),(29 227346.98),(30 232462.86),(31 240023.92),(32 242360.33),(33 244535.34),(34 239437.72),(35 233326.63),(36 233126.98),(37 234126.08),(38 232497.22),(39 233657.72),(40 233885.05),(41 234550.45),(42 238049.27),(43 241126.16),(44 238967.6),(45 236473.13),(46 237190.55),(47 237620.66),(48 236079.48),(49 235860.25),(50 241937.81),(51 245174.84),(52 243284.69),(53 242283.69),(54 240198.4),(55 240417.72),(56 239542.58),(57 237629),(58 237442.31),(59 238466.94),(60 238822.69),(61 239474.66),(62 237584.58),(63 236266),(64 240527.16),(65 245143.8),(66 245153.27),(67 244150.45),(68 242676),(69 240942.75),(70 240840.48),(71 243057.39),(72 246083.27),(73 249456.92),(74 254118.78),(75 254250.42),(76 253084.84),(77 252448.39),(78 255415.84),(79 261260.78),
(1 34831.953),(2 87793.9),(3 119745.75),(4 136950.75),(5 144204.34),(6 151898.72),(7 164395.95),(8 169537.22),(9 166298.23),(10 168295.03),(11 171870.67),(12 173686.92),(13 173964.48),(14 175867.11),(15 180539.36),(16 190218.81),(17 198140.06),(18 197068.2),(19 193206.25),(20 192918.47),(21 193363.11),(22 195035.19),(23 200783.36),(24 203095.38),(25 207761.73),(26 214850.47),(27 213819.02),(28 209463.56),(29 208306.61),(30 209750.39),(31 213639.75),(32 214111.56),(33 208586.9),(34 199501.25),(35 195312),(36 196024.19),(37 199582.3),(38 200901.81),(39 199636.53),(40 202341.1),(41 210626.14),(42 212699.67),(43 210705.33),(44 212231.47),(45 215060.92),(46 216886.92),(47 216504.48),(48 217196.55),(49 219293.02),(50 221630.1),(51 219546.98),(52 214330.61),(53 214896.3),(54 216625.16),(55 215636.08),(56 215878.16),(57 219096.44),(58 220701.05),(59 223951.64),(60 221674.3),(61 217621.75),(62 215253.1),(63 215643.88),(64 218090.48),(65 219530.05),(66 220012.89),(67 217281.5),(68 218501.16),(69 225578.88),(70 232965.64),(71 235185.45),(72 236178.75),(73 237120.16),(74 239451.88),(75 238900.55),(76 240214.7),(77 241953.86),(78 242626.25),(79 243225.94),
(1 32963.17),(2 84077.52),(3 114849.32),(4 133286.58),(5 143571.34),(6 150554.36),(7 162555.31),(8 167092.38),(9 166666.14),(10 168894.38),(11 169702.88),(12 168466.94),(13 168125.86),(14 168075.56),(15 170019.06),(16 176340.94),(17 177954.22),(18 175224.16),(19 173188.98),(20 172634.81),(21 174073.36),(22 176714.55),(23 178287.61),(24 180254.38),(25 186031.84),(26 191175.05),(27 192185.86),(28 190141.75),(29 190942.95),(30 192656.95),(31 195588.69),(32 195172.16),(33 191569.39),(34 188574.28),(35 192994.52),(36 196154.42),(37 195915.69),(38 194178.53),(39 193956.95),(40 194163.36),(41 197416),(42 201575.11),(43 203311.34),(44 205229.5),(45 207058.42),(46 207269.47),(47 207617.83),(48 209509.63),(49 212316.73),(50 211953.39),(51 210888.28),(52 210252.52),(53 211365.64),(54 212901.98),(55 211049.53),(56 209834.14),(57 211550.81),(58 216086.02),(59 220873.94),(60 221506.81),(61 219882.53),(62 222637.95),(63 223937.63),(64 227440.77),(65 231855.55),(66 233587.92),(67 231896.28),(68 230609.66),(69 232114.75),(70 234296.05),(71 232281.4),(72 230221.25),(73 231665.58),(74 231911.03),(75 231566.14),(76 232453.58),(77 234919.2),(78 237883.56),(79 239184.39),
(1 33498.71),(2 82946.99),(3 112154.19),(4 127779.555),(5 136407.9),(6 147397.45),(7 162117.48),(8 168391.33),(9 167516.8),(10 171753.02),(11 170995.7),(12 168839.2),(13 170706.28),(14 173202.22),(15 177096.44),(16 184918.73),(17 187461.8),(18 189810.44),(19 193071.75),(20 191837.73),(21 188394.81),(22 187110.64),(23 188440.25),(24 188932.56),(25 192672.39),(26 195949.44),(27 192196.16),(28 190380.39),(29 193615.8),(30 198075.94),(31 198253.7),(32 200059.63),(33 202835.28),(34 203873.67),(35 206605.22),(36 211660.02),(37 214226.3),(38 213525.36),(39 209521.55),(40 207004.38),(41 205026.81),(42 204547.88),(43 207740.44),(44 206976.27),(45 203799.47),(46 200288.92),(47 196224.98),(48 196630.25),(49 201151.98),(50 204450.53),(51 205713.89),(52 207206.2),(53 207301.3),(54 206749.61),(55 204892.28),(56 204108.27),(57 204903.36),(58 204702.88),(59 204796.66),(60 204663.8),(61 203528.92),(62 206108.06),(63 214053.45),(64 215308.17),(65 216590.02),(66 216573.33),(67 213791.39),(68 213353.9),(69 216969.36),(70 219530.84),(71 220791.44),(72 223460.56),(73 225818.38),(74 226278.83),(75 223963.84),(76 219857.19),(77 218820.81),(78 221998.67),(79 225478.83),
(1 33120.125),(2 81440.65),(3 109832.9),(4 124022.805),(5 132476.92),(6 144316.77),(7 157594.67),(8 160526.75),(9 161460.14),(10 164155.08),(11 162960.63),(12 161909.1),(13 160980.98),(14 159501.13),(15 158741.97),(16 160546.4),(17 161016.94),(18 160858.1),(19 158132.31),(20 155558.77),(21 156997.55),(22 159762.36),(23 159663.67),(24 157876.33),(25 158673.61),(26 163082.17),(27 166479.75),(28 166071.66),(29 166271.6),(30 168080.17),(31 169438),(32 171686.83),(33 172101.75),(34 174672.3),(35 178579.3),(36 182107.66),(37 182647.28),(38 182462.97),(39 180998.97),(40 181698.6),(41 182583.3),(42 182325.75),(43 184056.92),(44 185859.16),(45 185834.53),(46 184806.1),(47 180626.1),(48 178591.81),(49 180865.66),(50 179592.66),(51 177463.94),(52 175021.61),(53 173908.88),(54 172436.77),(55 172817.94),(56 171344.33),(57 171538.3),(58 174930.28),(59 175349.52),(60 175774.88),(61 175690.19),(62 177068.73),(63 182030.61),(64 184053.14),(65 181272.52),(66 177476.81),(67 180178.64),(68 185581.03),(69 189614.55),(70 187290.34),(71 184953.39),(72 187205.45),(73 193662.23),(74 196881.89),(75 197290.6),(76 196163.64),(77 196243.5),(78 198101.23),(79 198048.75),
(1 32603.287),(2 78422.875),(3 100663.64),(4 111203.266),(5 117890.53),(6 127415.375),(7 138840.39),(8 141380.84),(9 140021.84),(10 142928.2),(11 143086.38),(12 141140.6),(13 140922.3),(14 143553.03),(15 147790.05),(16 149033.8),(17 145919.52),(18 145087.75),(19 148174.94),(20 149365.77),(21 153191.13),(22 157503.3),(23 159618.33),(24 161298.11),(25 165683.16),(26 168712.44),(27 168340.95),(28 167026.28),(29 165411.25),(30 163100.81),(31 158454.05),(32 155006.55),(33 154349.8),(34 152321.9),(35 154895.98),(36 160211.58),(37 163041.47),(38 164880.16),(39 164452.69),(40 164285.53),(41 167474.22),(42 171478.34),(43 171387.75),(44 169950.08),(45 166643.66),(46 162464.88),(47 161247.69),(48 162950.34),(49 166213.4),(50 168662.2),(51 172230.45),(52 174031.05),(53 177713.64),(54 180940.06),(55 181117.83),(56 181672.89),(57 183025.61),(58 185080.17),(59 185436.2),(60 186128.75),(61 185783.17),(62 186133.78),(63 185448.83),(64 185931.69),(65 185690.3),(66 186796.31),(67 191349.17),(68 194035.11),(69 193529.53),(70 194478.72),(71 197531.92),(72 200753.75),(73 201995.48),(74 201776.88),(75 201244.81),(76 200771.31),(77 200082.89),(78 198408.44),(79 197209.47),
