1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 176607.31),(2 674200.6),(3 1433834.1),(4 2426742.8),(5 3586809.8),(6 4817437),(7 6027670.5),(8 7099477.5),(9 7988741),(10 8692743),(11 9215926),(12 9611480),(13 9894908),(14 10105656),(15 10281783),(16 10453390),(17 10622529),(18 10809466),(19 11041613),(20 11292242),(21 11567036),(22 11848362),(23 12106257),(24 12270144),(25 12330141),(26 12261999),(27 12094268),(28 11871000),(29 11599862),(30 11339030),(31 11126467),(32 10962628),(33 10863169),(34 10827032),(35 10863217),(36 10931312),(37 11053201),(38 11216251),(39 11359832),(40 11461177),(41 11548416),(42 11592582),(43 11587523),(44 11582864),(45 11597112),(46 11626534),(47 11711403),(48 11831661),(49 11980395),(50 12081003),(51 12113742),(52 12121717),(53 12078784),(54 11996896),(55 11915171),(56 11855787),(57 11849848),(58 11897895),(59 11986769),(60 12119058),(61 12312095),(62 12540608),(63 12784879),(64 13038506),(65 13295233),(66 13563862),(67 13833020),(68 14058006),(69 14277095),(70 14432804),(71 14534005),(72 14588698),(73 14595075),(74 14545677),(75 14443640),(76 14286781),(77 14102694),(78 13889709),(79 13659969),
(1 173198.78),(2 649373.8),(3 1354450.9),(4 2216375.3),(5 3166211.3),(6 4149554.8),(7 5107230),(8 5976664),(9 6726261.5),(10 7373762.5),(11 7903768),(12 8389181),(13 8843211),(14 9238521),(15 9596177),(16 9912484),(17 10177776),(18 10377216),(19 10535275),(20 10642637),(21 10696415),(22 10690425),(23 10652998),(24 10570701),(25 10455548),(26 10302685),(27 10115921),(28 9933324),(29 9750259),(30 9593534),(31 9502827),(32 9500461),(33 9597768),(34 9786798),(35 10034811),(36 10300831),(37 10593485),(38 10902221),(39 11169077),(40 11391701),(41 11578629),(42 11676273),(43 11660560),(44 11594005),(45 11471067),(46 11301528),(47 11123139),(48 10960139),(49 10790227),(50 10628355),(51 10464377),(52 10297705),(53 10122621),(54 9953947),(55 9809653),(56 9725029),(57 9725628),(58 9759298),(59 9871671),(60 10061008),(61 10277207),(62 10510537),(63 10760010),(64 10964843),(65 11178754),(66 11387877),(67 11532927),(68 11615827),(69 11646725),(70 11613065),(71 11541128),(72 11438248),(73 11290119),(74 11098929),(75 10869317),(76 10597647),(77 10341472),(78 10133844),(79 9938352),
(1 168886.92),(2 635029.44),(3 1339722.5),(4 2201352.3),(5 3140137),(6 4114361.5),(7 5067804),(8 5907811),(9 6588786),(10 7080337.5),(11 7383576.5),(12 7606729),(13 7784907.5),(14 7964265),(15 8173948),(16 8409080),(17 8654085),(18 8886527),(19 9089981),(20 9241431),(21 9335654),(22 9367528),(23 9355889),(24 9345976),(25 9348574),(26 9378150),(27 9409007),(28 9463368),(29 9569334),(30 9746291),(31 9990106),(32 10307932),(33 10687080),(34 11053972),(35 11321395),(36 11460325),(37 11479109),(38 11363092),(39 11107717),(40 10780207),(41 10415642),(42 10024625),(43 9625944),(44 9241990),(45 8853552),(46 8492096),(47 8161854),(48 7875901.5),(49 7660710),(50 7528436.5),(51 7482288.5),(52 7509567.5),(53 7604015.5),(54 7749594),(55 7921140),(56 8099579),(57 8287990),(58 8473496),(59 8652332),(60 8807808),(61 8940047),(62 9031054),(63 9081856),(64 9164488),(65 9260715),(66 9344086),(67 9437263),(68 9508051),(69 9556938),(70 9591398),(71 9604116),(72 9604520),(73 9580623),(74 9529649),(75 9468331),(76 9395404),(77 9290261),(78 9166234),(79 9060157),
(1 147732.77),(2 547454.5),(3 1133571.3),(4 1808747),(5 2485623),(6 3112172.3),(7 3660287.8),(8 4113475.5),(9 4466522.5),(10 4749283),(11 4991207.5),(12 5222426),(13 5459904),(14 5710203),(15 5992928.5),(16 6318902.5),(17 6665341.5),(18 7017435.5),(19 7373961),(20 7728093),(21 8084779.5),(22 8425468),(23 8754383),(24 9051087),(25 9317796),(26 9565713),(27 9817178),(28 10085588),(29 10379379),(30 10684835),(31 11002822),(32 11321197),(33 11631308),(34 11905167),(35 12083844),(36 12189138),(37 12254292),(38 12282263),(39 12265983),(40 12231789),(41 12184319),(42 12091372),(43 11976074),(44 11843194),(45 11701810),(46 11579653),(47 11463785),(48 11353224),(49 11235501),(50 11121518),(51 11021217),(52 10924128),(53 10825887),(54 10703282),(55 10565424),(56 10405055),(57 10259720),(58 10119387),(59 9984104),(60 9847030),(61 9699004),(62 9535206),(63 9356681),(64 9192526),(65 9016663),(66 8838820),(67 8696830),(68 8595775),(69 8550878),(70 8564865),(71 8652643),(72 8781820),(73 8942579),(74 9105132),(75 9230041),(76 9328081),(77 9391228),(78 9392605),(79 9380856),
(1 142088.27),(2 524341.5),(3 1080903.9),(4 1712432.5),(5 2324990.8),(6 2862290.3),(7 3313507.8),(8 3668643),(9 3934486),(10 4121265.8),(11 4236735),(12 4362071.5),(13 4541110.5),(14 4777972.5),(15 5064339),(16 5376334),(17 5683681),(18 5948361.5),(19 6168611),(20 6334912),(21 6453421),(22 6545149),(23 6659885.5),(24 6788161),(25 6947015.5),(26 7123372),(27 7322808.5),(28 7552897),(29 7789376.5),(30 8020795.5),(31 8269468.5),(32 8509250),(33 8709340),(34 8856055),(35 8928383),(36 8950724),(37 8958155),(38 8966378),(39 8984963),(40 9026899),(41 9101860),(42 9176929),(43 9257860),(44 9310748),(45 9333419),(46 9329240),(47 9321928),(48 9330073),(49 9322238),(50 9315834),(51 9325575),(52 9346142),(53 9403855),(54 9476551),(55 9570380),(56 9699559),(57 9850370),(58 10010773),(59 10166227),(60 10288410),(61 10384846),(62 10435110),(63 10409645),(64 10349508),(65 10260211),(66 10141867),(67 10032702),(68 9918300),(69 9797148),(70 9643291),(71 9483339),(72 9316717),(73 9141564),(74 8957442),(75 8753223),(76 8565032),(77 8393194),(78 8220038),(79 8054889.5),
(1 128178.29),(2 468940.06),(3 972129.44),(4 1557567.9),(5 2145348.8),(6 2679975),(7 3150221.8),(8 3546992.3),(9 3875698.8),(10 4146911.8),(11 4391376),(12 4630577.5),(13 4875445),(14 5114481),(15 5367574.5),(16 5618630),(17 5856990),(18 6081934),(19 6305580.5),(20 6494349),(21 6665698),(22 6818653),(23 6961734.5),(24 7068479),(25 7146670),(26 7201444.5),(27 7233318.5),(28 7258320.5),(29 7258312.5),(30 7231646),(31 7185380.5),(32 7136410.5),(33 7090519),(34 7037553),(35 6994218.5),(36 6957639),(37 6932887.5),(38 6937274.5),(39 6950026.5),(40 6967299),(41 6977342),(42 6951495.5),(43 6905743),(44 6821199),(45 6720855),(46 6623025),(47 6514713),(48 6400227),(49 6287716.5),(50 6192816.5),(51 6130831),(52 6111265.5),(53 6135202),(54 6196617.5),(55 6298865.5),(56 6429714),(57 6574123),(58 6722150.5),(59 6863737.5),(60 6975561.5),(61 7055989),(62 7075044.5),(63 7016534.5),(64 6909518),(65 6756837.5),(66 6560015.5),(67 6353614.5),(68 6162733),(69 6019803),(70 5922045.5),(71 5874586.5),(72 5860742),(73 5873886.5),(74 5897133.5),(75 5918023),(76 5922134),(77 5910486.5),(78 5895631.5),(79 5880178),
(1 145585.89),(2 531382.8),(3 1082247.3),(4 1714572.8),(5 2337022),(6 2887948.8),(7 3334766),(8 3688109.5),(9 3971054.5),(10 4212532.5),(11 4431305.5),(12 4636584.5),(13 4827047),(14 4982804.5),(15 5132111.5),(16 5295123.5),(17 5482890.5),(18 5691043),(19 5921332),(20 6158185.5),(21 6402356.5),(22 6644576.5),(23 6891817.5),(24 7133007.5),(25 7322489),(26 7454167.5),(27 7541907),(28 7583532),(29 7602306),(30 7590465.5),(31 7537753),(32 7439466.5),(33 7327360),(34 7215294.5),(35 7096391.5),(36 7009982),(37 6962009),(38 6969350),(39 7012775.5),(40 7086131.5),(41 7167824.5),(42 7241747),(43 7289628),(44 7299836),(45 7276110.5),(46 7225583.5),(47 7141214),(48 7025844.5),(49 6916499),(50 6828253),(51 6773259.5),(52 6752787),(53 6743313.5),(54 6740633),(55 6749543),(56 6754139.5),(57 6752618.5),(58 6746283.5),(59 6723545),(60 6690240.5),(61 6659169),(62 6614666.5),(63 6587868),(64 6556969.5),(65 6489593),(66 6391175.5),(67 6263658.5),(68 6133414),(69 6030406.5),(70 5958152.5),(71 5908809.5),(72 5879257.5),(73 5870852),(74 5870210.5),(75 5859630.5),(76 5843883),(77 5816460.5),(78 5764811.5),(79 5694710),
(1 134766.97),(2 486973.16),(3 993523.94),(4 1583795.5),(5 2172478),(6 2696394.8),(7 3121377),(8 3445565.5),(9 3674547.5),(10 3829143.8),(11 3941398.3),(12 4031068.8),(13 4111917.5),(14 4183649),(15 4282861.5),(16 4408122),(17 4565101.5),(18 4749551),(19 4954967.5),(20 5148130.5),(21 5326619),(22 5482357.5),(23 5625701.5),(24 5749698),(25 5850331),(26 5921861),(27 5967087.5),(28 5983156.5),(29 5946179.5),(30 5871126.5),(31 5788873.5),(32 5690291.5),(33 5600716.5),(34 5544926),(35 5519201),(36 5525268.5),(37 5551455),(38 5602769.5),(39 5655527.5),(40 5707186.5),(41 5739884.5),(42 5747334.5),(43 5733147),(44 5693625),(45 5632652.5),(46 5546389.5),(47 5444459.5),(48 5335381.5),(49 5228327),(50 5138920.5),(51 5071234),(52 5032618.5),(53 5034521.5),(54 5073863.5),(55 5141772.5),(56 5217334),(57 5290078.5),(58 5356545),(59 5409462),(60 5431691),(61 5434004),(62 5399980),(63 5331672),(64 5247629),(65 5159418),(66 5071550),(67 4971578),(68 4871620),(69 4769763.5),(70 4662619),(71 4554091.5),(72 4449582),(73 4343408.5),(74 4238919.5),(75 4145975.3),(76 4090334),(77 4087171),(78 4143002.3),(79 4249208.5),
(1 144739.69),(2 521820.16),(3 1049604.8),(4 1632888.5),(5 2185195),(6 2638272),(7 2953302.5),(8 3146165),(9 3246567.5),(10 3282007.5),(11 3294783.8),(12 3309679.8),(13 3326781),(14 3355694),(15 3404501),(16 3467596.3),(17 3558894),(18 3684252.5),(19 3835433.8),(20 4015417.5),(21 4200936),(22 4379433),(23 4525237),(24 4614437),(25 4643070),(26 4621211),(27 4574475),(28 4530789),(29 4498762),(30 4455647.5),(31 4404285),(32 4353822),(33 4323871.5),(34 4333831.5),(35 4378592.5),(36 4431695),(37 4494333),(38 4575133),(39 4663725.5),(40 4759278),(41 4843190.5),(42 4887785.5),(43 4868630),(44 4802250),(45 4713847.5),(46 4622060),(47 4542217),(48 4469795),(49 4409408),(50 4359876),(51 4294632),(52 4212678),(53 4130482.3),(54 4073258.3),(55 4059412),(56 4099685),(57 4188858),(58 4300911.5),(59 4430781.5),(60 4559343),(61 4639944),(62 4650944),(63 4584237),(64 4462842.5),(65 4322003),(66 4186814),(67 4091230.8),(68 4048177.5),(69 4065247),(70 4124805.5),(71 4212851),(72 4321104),(73 4449035.5),(74 4589515),(75 4739021),(76 4904577),(77 5076707),(78 5271081.5),(79 5484190.5),
(1 129540.67),(2 466722.6),(3 938229),(4 1465379),(5 1980598.3),(6 2426196),(7 2749407.5),(8 2952142.3),(9 3065171),(10 3117783),(11 3147541.5),(12 3159751.3),(13 3162809),(14 3177765.3),(15 3237896.3),(16 3340599.8),(17 3492981),(18 3673335.8),(19 3859296.8),(20 4030160.5),(21 4148832.5),(22 4200936),(23 4190422.5),(24 4129832.8),(25 4043660.5),(26 3960481.8),(27 3891002.8),(28 3803360.5),(29 3704143.3),(30 3625565.5),(31 3564844.5),(32 3532598),(33 3562004.3),(34 3637150.8),(35 3756847.5),(36 3903435.3),(37 4054048),(38 4203713),(39 4338620.5),(40 4435349),(41 4485563.5),(42 4515665.5),(43 4532487),(44 4546022.5),(45 4557617),(46 4548163.5),(47 4494812.5),(48 4412505),(49 4328267.5),(50 4254886.5),(51 4207324.5),(52 4182182.5),(53 4182853.3),(54 4201491),(55 4227663),(56 4259167.5),(57 4299776),(58 4335567.5),(59 4388552.5),(60 4445436.5),(61 4467421.5),(62 4448991),(63 4372457.5),(64 4275617.5),(65 4159877.3),(66 4039184.5),(67 3927600.8),(68 3853112.8),(69 3819338.8),(70 3811568.5),(71 3814545.8),(72 3808689.3),(73 3790208),(74 3770891.3),(75 3763351.8),(76 3767757.8),(77 3784680.8),(78 3806528.8),(79 3827738),
(1 133260.98),(2 480087.88),(3 949186.4),(4 1445259.4),(5 1892407.3),(6 2227300),(7 2428776.5),(8 2516022),(9 2531436),(10 2514785.3),(11 2500710),(12 2515544.3),(13 2563906.8),(14 2636808.3),(15 2743533.3),(16 2866413.3),(17 2989316),(18 3127133),(19 3249330.3),(20 3339353.5),(21 3388424.3),(22 3382558.3),(23 3333335.3),(24 3255286.8),(25 3184792.8),(26 3163146),(27 3189314),(28 3217942),(29 3254304.3),(30 3330989.8),(31 3422028),(32 3520286.3),(33 3618947.3),(34 3708210.8),(35 3777413),(36 3814220.5),(37 3836855.8),(38 3881112.8),(39 3925905.3),(40 3983798.5),(41 4040304.5),(42 4087633.3),(43 4130425.5),(44 4176097.8),(45 4195881),(46 4189827.3),(47 4138012.3),(48 4040860.3),(49 3940035.3),(50 3860120.8),(51 3801222.8),(52 3772109.3),(53 3787647.3),(54 3829500.8),(55 3894116.5),(56 3954261),(57 4003026.8),(58 4036324),(59 4039876.5),(60 4023106.3),(61 3994957.8),(62 3959034.5),(63 3903902.3),(64 3858838.8),(65 3830590.5),(66 3812908),(67 3813181.8),(68 3819014.5),(69 3813649.3),(70 3793083),(71 3767089.3),(72 3734754.3),(73 3702406.5),(74 3679535.8),(75 3662532),(76 3659776.5),(77 3678683.5),(78 3702846.5),(79 3736652),
(1 125093.484),(2 452763.38),(3 897415.25),(4 1366542.9),(5 1806796.4),(6 2180722.8),(7 2451852),(8 2632589.5),(9 2757952),(10 2858308.3),(11 2948372.8),(12 3033996.8),(13 3120849.3),(14 3205395.8),(15 3286608.5),(16 3354356),(17 3420033.8),(18 3493829.8),(19 3565591.3),(20 3619976.3),(21 3649582.5),(22 3654493.5),(23 3645233.8),(24 3626525),(25 3606770.3),(26 3590369.8),(27 3578850.8),(28 3581741.8),(29 3621921),(30 3685548.8),(31 3739645.3),(32 3787252),(33 3828284),(34 3848308),(35 3851187),(36 3846741.3),(37 3841611.5),(38 3871009),(39 3915234.3),(40 3967652.5),(41 4032548.5),(42 4100429.8),(43 4146261),(44 4171349),(45 4149608.5),(46 4079673.8),(47 3983634.3),(48 3906266.8),(49 3874200.5),(50 3870880),(51 3888921.8),(52 3923169),(53 3968086.3),(54 4010145),(55 4047757.3),(56 4059519.5),(57 4048556),(58 4008417),(59 3916606.3),(60 3785197.3),(61 3663305),(62 3584793.3),(63 3548251.5),(64 3552525.8),(65 3588317.3),(66 3637827),(67 3696745.8),(68 3741594.8),(69 3741762.3),(70 3688005.3),(71 3599670.5),(72 3520401),(73 3467083),(74 3447160.8),(75 3465153),(76 3523988),(77 3605447.8),(78 3677165),(79 3735279),
(1 114298.41),(2 409813.78),(3 797474.1),(4 1185011),(5 1525541.8),(6 1780649.9),(7 1936377.3),(8 2018977.1),(9 2064347),(10 2110865.8),(11 2167459.3),(12 2235553.5),(13 2314122.8),(14 2389946.8),(15 2455456),(16 2498954),(17 2527961.8),(18 2547572.8),(19 2545236),(20 2525035.3),(21 2492889.8),(22 2448635.5),(23 2412474),(24 2404209),(25 2441585),(26 2511704.8),(27 2592490.8),(28 2663181.8),(29 2736641.8),(30 2816839),(31 2888283.5),(32 2944642.5),(33 2987422.8),(34 3019940.8),(35 3027044.5),(36 3034159.3),(37 3048595.3),(38 3073293.3),(39 3109018.3),(40 3155345),(41 3194687),(42 3229960.3),(43 3255793.8),(44 3282154.5),(45 3312686.3),(46 3347530.5),(47 3370689.8),(48 3398421.5),(49 3455776.8),(50 3546077),(51 3662967.8),(52 3788867),(53 3898706.5),(54 3960538),(55 3969420.8),(56 3946534),(57 3898621.8),(58 3825518.3),(59 3741330.5),(60 3652344.5),(61 3567567.3),(62 3513172.5),(63 3497873.8),(64 3524100.8),(65 3573380.8),(66 3625371.3),(67 3662583),(68 3670793.8),(69 3653467.5),(70 3610520.5),(71 3545188.5),(72 3466596.8),(73 3390031.8),(74 3322423.8),(75 3271856.3),(76 3246167),(77 3227344.3),(78 3188144.3),(79 3122479.3),
(1 107972.07),(2 389292.44),(3 768288.6),(4 1154042),(5 1485016.4),(6 1728871.9),(7 1879125),(8 1944155.5),(9 1953637.5),(10 1952538.3),(11 1947575.1),(12 1943913.3),(13 1947994.3),(14 1968590.3),(15 2015675.8),(16 2074942.3),(17 2133797.3),(18 2176466.3),(19 2187973.8),(20 2174450.8),(21 2152216.8),(22 2139209),(23 2147979),(24 2175967),(25 2212661.3),(26 2239328.3),(27 2249465.8),(28 2257282.5),(29 2263877.3),(30 2268050.5),(31 2270701.3),(32 2282581.3),(33 2301190.5),(34 2318023.8),(35 2334762),(36 2365125.3),(37 2407894.8),(38 2460812.5),(39 2511278),(40 2567801),(41 2634867.5),(42 2696113.5),(43 2718216.3),(44 2696635.3),(45 2653451),(46 2620714.8),(47 2604250),(48 2607392),(49 2629089.5),(50 2666408.3),(51 2724045.5),(52 2791530),(53 2851418.3),(54 2880179.3),(55 2870658.3),(56 2823497.3),(57 2745689),(58 2639228.5),(59 2537686.5),(60 2464117.3),(61 2425893),(62 2409700),(63 2405758.8),(64 2418499.3),(65 2438947.5),(66 2463159),(67 2481676),(68 2476478.8),(69 2452906.3),(70 2429093),(71 2416969.5),(72 2416751.8),(73 2426606.3),(74 2434272.5),(75 2440122.3),(76 2443126.8),(77 2425893.8),(78 2395141.3),(79 2359894),
(1 102811),(2 363576.44),(3 702425.6),(4 1026233.44),(5 1281118.3),(6 1449589.9),(7 1534794.3),(8 1561342.9),(9 1563328.8),(10 1560611.5),(11 1558793.3),(12 1576515.5),(13 1615716.1),(14 1675480.4),(15 1746957),(16 1818590.3),(17 1866967.1),(18 1884442.6),(19 1865525.4),(20 1828136.8),(21 1786541.4),(22 1749349.4),(23 1732663.5),(24 1740049.1),(25 1771903.9),(26 1808358.4),(27 1843792),(28 1878029.5),(29 1919209.1),(30 1954237.1),(31 1984710.4),(32 2023954.6),(33 2063339.4),(34 2094216.1),(35 2105154),(36 2102261.3),(37 2097154.5),(38 2098334.5),(39 2095335.5),(40 2087854.9),(41 2078277.4),(42 2069008.1),(43 2055598.4),(44 2029129.6),(45 1988873.6),(46 1933418.1),(47 1873065.6),(48 1829599.6),(49 1811860.1),(50 1817908.6),(51 1839398.8),(52 1868927.5),(53 1901530.3),(54 1935690.6),(55 1976359.9),(56 2014360.5),(57 2046255.5),(58 2060219.4),(59 2057370.1),(60 2039623.6),(61 2011315.8),(62 1982377.6),(63 1970509.1),(64 1973588.6),(65 1980751.6),(66 1983270.8),(67 1988051.3),(68 1978341.1),(69 1953915.4),(70 1929106.9),(71 1918645.9),(72 1926177.1),(73 1954904.1),(74 1979113.6),(75 1985379.9),(76 1966456.5),(77 1930760.1),(78 1903779.4),(79 1901073.8),
(1 94710.75),(2 338536.9),(3 664750.9),(4 992788.4),(5 1246851.8),(6 1400219.9),(7 1480723.3),(8 1513162.5),(9 1524333.8),(10 1545939.4),(11 1588563.3),(12 1624115.3),(13 1656168),(14 1709913),(15 1781820.6),(16 1855885.8),(17 1923249.9),(18 1961605.4),(19 1951740.8),(20 1914361.4),(21 1874936),(22 1843433.5),(23 1836005.9),(24 1849612.8),(25 1866551.3),(26 1883002.6),(27 1912542.5),(28 1966745.1),(29 2025486.1),(30 2073818.3),(31 2109433),(32 2130653.3),(33 2145307.5),(34 2141240),(35 2112182),(36 2079509.9),(37 2060064),(38 2055264.4),(39 2058077.1),(40 2078039.6),(41 2093372),(42 2081849.9),(43 2047885.5),(44 2011071.6),(45 1985062.5),(46 1964375.4),(47 1943957.8),(48 1924110.1),(49 1903435.6),(50 1885680.8),(51 1875138.6),(52 1871170.9),(53 1881833.5),(54 1899103.3),(55 1913135.3),(56 1913115.6),(57 1894204.8),(58 1860401.5),(59 1826659.8),(60 1797978.9),(61 1777101.8),(62 1777023.6),(63 1799753.4),(64 1840718.1),(65 1880890.6),(66 1901740.8),(67 1911782.5),(68 1927609.5),(69 1951347.8),(70 1980209.9),(71 2009708.3),(72 2037861.4),(73 2070876),(74 2105198.8),(75 2132386),(76 2148254.8),(77 2160086.3),(78 2163157.5),(79 2175577.3),
(1 93929.47),(2 321974.72),(3 605064.06),(4 867262.56),(5 1067481.8),(6 1196833.9),(7 1282015.9),(8 1345815.3),(9 1401037.3),(10 1446545.9),(11 1482481.3),(12 1511837),(13 1544125.8),(14 1592336.1),(15 1658702.9),(16 1717702.4),(17 1750103.5),(18 1742667.8),(19 1691651.3),(20 1620363.8),(21 1558595.5),(22 1510135.9),(23 1479826),(24 1465729.6),(25 1462599.1),(26 1473230.3),(27 1503473.4),(28 1555303.5),(29 1605841.1),(30 1645013.4),(31 1669564.8),(32 1672663.5),(33 1646509.4),(34 1603384.5),(35 1557661.4),(36 1527524.8),(37 1529013),(38 1561131.8),(39 1606005.8),(40 1657773),(41 1701308.5),(42 1733190),(43 1749297.4),(44 1749112.9),(45 1728814.4),(46 1687818.1),(47 1643065.8),(48 1622404.6),(49 1623053.9),(50 1640785.1),(51 1676530),(52 1711721.1),(53 1739180.1),(54 1748182.4),(55 1753028.6),(56 1756210.1),(57 1751224.1),(58 1722871.9),(59 1668982),(60 1629249.1),(61 1631054.9),(62 1669676.3),(63 1710241.3),(64 1744819.9),(65 1761649.4),(66 1751987.3),(67 1739747.5),(68 1736522),(69 1745479.1),(70 1773713.4),(71 1817346.1),(72 1866061.1),(73 1911280.1),(74 1947797.4),(75 1967703.9),(76 1985536.9),(77 2002851.5),(78 2019903.5),(79 2026759.1),
(1 86027.55),(2 296083.5),(3 564407.06),(4 832390.4),(5 1050171.8),(6 1184011.1),(7 1250424),(8 1290478.4),(9 1318550.6),(10 1343546.6),(11 1374045.1),(12 1387032.8),(13 1393551.3),(14 1417821.8),(15 1448847.6),(16 1476999.6),(17 1487631.6),(18 1471916.9),(19 1430646.9),(20 1383192.1),(21 1334656.4),(22 1298968.4),(23 1288935.9),(24 1303168.9),(25 1334058.3),(26 1364178.6),(27 1402493.1),(28 1455347.8),(29 1487975.6),(30 1492591.3),(31 1484013.5),(32 1473207.3),(33 1470627.1),(34 1470515.8),(35 1468229),(36 1473547.3),(37 1479011),(38 1491768.1),(39 1506466.4),(40 1518670.1),(41 1524975),(42 1532544.4),(43 1542861.1),(44 1549575.5),(45 1545473),(46 1527079.5),(47 1503499.5),(48 1491830.6),(49 1495703.3),(50 1505056.1),(51 1514907),(52 1524940.9),(53 1536228.5),(54 1555009.9),(55 1563459),(56 1556996.1),(57 1549599.4),(58 1561239.3),(59 1593051.9),(60 1627211.5),(61 1667999.4),(62 1713952.1),(63 1753495.5),(64 1772905.3),(65 1763147),(66 1737662.6),(67 1714685),(68 1696459.3),(69 1676366.1),(70 1663853.1),(71 1666581.6),(72 1682681.8),(73 1712189.4),(74 1752212.3),(75 1776564.1),(76 1789175.6),(77 1805947.1),(78 1827161.3),(79 1832775.9),
