1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88896.16),(2 292732.03),(3 605527.2),(4 1032595.3),(5 1577867.9),(6 2204158.3),(7 2875019),(8 3644136.3),(9 4354212.5),(10 5140851.5),(11 5923248),(12 6705922),(13 7493973.5),(14 8239054.5),(15 9029049),(16 9845652),(17 10626463),(18 11414989),(19 12241317),(20 13118216),(21 14051335),(22 15007809),(23 16154381),(24 17121662),(25 18122216),(26 19102728),(27 20072338),(28 21051182),(29 21912782),(30 22822352),(31 23800886),(32 24830634),(33 25976182),(34 27082838),(35 28224746),(36 29338746),(37 30452674),(38 31636922),(39 32601824),(40 33753052),(41 34804092),(42 35923470),(43 37176890),(44 38355380),(45 39758156),(46 41228876),(47 42693130),(48 44232308),(49 45892340),(50 47813108),(51 49792964),(52 51737236),(53 53492252),(54 55328828),(55 57305090),(56 59264910),(57 61153044),(58 62896428),(59 64603036),(60 66287680),(61 67899384),(62 69517620),(63 71029416),(64 72342000),(65 73501490),(66 74538860),(67 75464020),(68 76247080),(69 76915210),(70 77618250),(71 77901950),(72 77729160),(73 77341070),(74 77092040),(75 76657410),(76 76096730),(77 75356160),(78 74515704),(79 73829976),
(1 2080.52),(2 2424.9063),(3 2786.1328),(4 2948.0688),(5 2940.6438),(6 3071.8164),(7 3068.8884),(8 3153.2664),(9 3355.7356),(10 3396.4395),(11 3487.896),(12 3589.2673),(13 3586.0454),(14 3619.0952),(15 3654.5466),(16 3679.542),(17 3786.1885),(18 3849.1692),(19 3959.386),(20 4011.2693),(21 4109.655),(22 4184.329),(23 4222.7686),(24 4302.9814),(25 4381.9644),(26 4385.2266),(27 4476.816),(28 4580.2227),(29 4633.092),(30 4633.7227),(31 4711.11),(32 4731.632),(33 4706.538),(34 4686.168),(35 4692.863),(36 4682.653),(37 4707.4854),(38 4619.942),(39 4622.694),(40 4640.8037),(41 4546.982),(42 4502.606),(43 4529.4517),(44 4440.907),(45 4396.8633),(46 4401.6436),(47 4366.5933),(48 4261.752),(49 4269.725),(50 4209.0566),(51 4154.2886),(52 4200.771),(53 4081.64),(54 3986.1902),(55 3986.684),(56 3979.08),(57 3976.8435),(58 3959.9365),(59 3968.137),(60 3888.7913),(61 3908.9856),(62 3897.886),(63 3881.1028),(64 3979.4478),(65 3949.0518),(66 3967.408),(67 3969.9153),(68 3972.133),(69 4011.095),(70 4069.0825),(71 4071.5696),(72 4086.1204),(73 4089.85),(74 4112.796),(75 4136.096),(76 4092.9456),(77 4070.2834),(78 4104.9077),(79 4124.429),
(1 2005.039),(2 2354.762),(3 2691.605),(4 2783.1655),(5 2844.6938),(6 2970.0955),(7 3006.557),(8 3021.8076),(9 3240.2458),(10 3295.2659),(11 3428.6013),(12 3492.6025),(13 3559.678),(14 3663.0173),(15 3700.6633),(16 3760.1646),(17 3837.8975),(18 3937.3462),(19 4031.942),(20 4124.926),(21 4193.6855),(22 4285.5874),(23 4332.137),(24 4395.0293),(25 4417.5093),(26 4429.185),(27 4502.8677),(28 4652.279),(29 4669.3096),(30 4705.3394),(31 4741.0156),(32 4771.8423),(33 4739.5845),(34 4736.182),(35 4742.9497),(36 4729.153),(37 4734.498),(38 4613.5366),(39 4637.538),(40 4670.0244),(41 4496.836),(42 4471.934),(43 4437.7983),(44 4340.4224),(45 4352.7983),(46 4276.4585),(47 4226.9395),(48 4193.053),(49 4148.5557),(50 4089.2627),(51 4114.3735),(52 4096.9067),(53 3986.8748),(54 3948.0884),(55 3891.5544),(56 3896.0654),(57 3864.1963),(58 3788.4897),(59 3855.6309),(60 3827.6243),(61 3806.311),(62 3782.8572),(63 3737.8408),(64 3836.6575),(65 3805.9827),(66 3817.2349),(67 3846.6301),(68 3830.1526),(69 3935.1846),(70 3948.0405),(71 3898.9495),(72 3969.408),(73 4003.3733),(74 4005.6226),(75 4051.3398),(76 4007.5537),(77 4007.4834),(78 3999.8113),(79 4040.5493),
(1 2018.7657),(2 2321.9336),(3 2600.9731),(4 2722.2786),(5 2759.6633),(6 2909.3206),(7 2959.3904),(8 2983.5334),(9 3136.728),(10 3226.1873),(11 3384.0757),(12 3455.8896),(13 3463.2024),(14 3530.3713),(15 3567.8586),(16 3625.5159),(17 3718.1335),(18 3760.3252),(19 3938.468),(20 3963.4976),(21 4030.6514),(22 4128.4824),(23 4219.27),(24 4232.429),(25 4281.8003),(26 4329.1914),(27 4470.738),(28 4598.294),(29 4606.02),(30 4660.1895),(31 4675.8926),(32 4709.149),(33 4701.631),(34 4722.299),(35 4740.0903),(36 4635.2793),(37 4598.0483),(38 4600.905),(39 4531.4224),(40 4562.502),(41 4444.9644),(42 4503.1733),(43 4365.8315),(44 4331.9004),(45 4284.1406),(46 4273.6206),(47 4192.3066),(48 4157.4),(49 4091.0366),(50 3998.1057),(51 4066.385),(52 4011.3232),(53 3922.128),(54 3896.3303),(55 3873.824),(56 3887.6604),(57 3856.6726),(58 3776.382),(59 3847.7437),(60 3814.224),(61 3839.5327),(62 3873.7898),(63 3792.3103),(64 3932.7163),(65 3856.949),(66 3886.99),(67 3880.7776),(68 3867.3218),(69 3934.4617),(70 3937.1123),(71 3929.6506),(72 3991.9626),(73 4007.1094),(74 4014.4958),(75 4051.175),(76 3972.092),(77 3996.012),(78 3979.199),(79 4041.9126),
(1 1921.0884),(2 2214.5945),(3 2486.0735),(4 2639.0796),(5 2717.176),(6 2835.1187),(7 2864.0313),(8 2890.1968),(9 3059.2446),(10 3127.8647),(11 3269.3726),(12 3337.4446),(13 3376.5378),(14 3417.3652),(15 3424.429),(16 3539.2954),(17 3558.0305),(18 3641.9756),(19 3780.6692),(20 3830.1594),(21 3867.6914),(22 3954.4272),(23 4005.9873),(24 3994.0823),(25 4044.9702),(26 4100.024),(27 4202.973),(28 4274.4937),(29 4310.7925),(30 4346.0986),(31 4410.965),(32 4412.111),(33 4422.886),(34 4437.655),(35 4467.601),(36 4430.6743),(37 4445.1533),(38 4448.8975),(39 4425.118),(40 4432.7),(41 4334.523),(42 4364.0244),(43 4302.6704),(44 4226.9834),(45 4229.1914),(46 4155.6577),(47 4153.153),(48 4065.9019),(49 4039.9973),(50 4008.78),(51 3996.6807),(52 3896.243),(53 3878.8396),(54 3809.8298),(55 3806.8523),(56 3749.2322),(57 3757.1743),(58 3709.2446),(59 3701.255),(60 3681.3992),(61 3705.3716),(62 3703.3691),(63 3677.6338),(64 3730.0789),(65 3729.0046),(66 3767.9094),(67 3744.0212),(68 3757.764),(69 3801.6946),(70 3823.0151),(71 3818.046),(72 3845.8516),(73 3878.8438),(74 3913.3735),(75 3909.0715),(76 3880.718),(77 3873.7234),(78 3940.1257),(79 3898.2952),
(1 1943.7776),(2 2213.999),(3 2474.7104),(4 2605.656),(5 2624.8545),(6 2761.287),(7 2761.144),(8 2834.6555),(9 2963.0557),(10 2997.4238),(11 3145.6099),(12 3197.3416),(13 3317.9968),(14 3363.6226),(15 3397.552),(16 3451.7256),(17 3495.0422),(18 3630.4644),(19 3706.667),(20 3747.3423),(21 3827.8135),(22 3898.6602),(23 3982.0806),(24 3925.679),(25 3975.0159),(26 4021.7502),(27 4091.3726),(28 4208.3726),(29 4246.887),(30 4276.0166),(31 4308.643),(32 4281.792),(33 4285.988),(34 4296.554),(35 4264.25),(36 4237.643),(37 4243.468),(38 4268.576),(39 4190.78),(40 4191.704),(41 4127.675),(42 4185.509),(43 4106.5854),(44 4055.7578),(45 4025.638),(46 3950.5735),(47 3993.0579),(48 3900.7126),(49 3883.7056),(50 3834.4927),(51 3854.4363),(52 3810.95),(53 3747.655),(54 3704.5652),(55 3640.3958),(56 3613.46),(57 3589.9688),(58 3557.7214),(59 3565.8645),(60 3570.138),(61 3587.9324),(62 3579.4084),(63 3592.9785),(64 3634.0483),(65 3611.2478),(66 3662.4727),(67 3642.0007),(68 3611.8613),(69 3634.2253),(70 3660.7246),(71 3681.7102),(72 3683.594),(73 3683.991),(74 3715.3167),(75 3771.969),(76 3723.9063),(77 3716.0732),(78 3742.5476),(79 3766.6506),
(1 1874.6962),(2 2150.5667),(3 2421.8496),(4 2533.0452),(5 2595.513),(6 2767.6987),(7 2723.8533),(8 2838.1401),(9 2935.7878),(10 2995.3423),(11 3182.4543),(12 3167.4663),(13 3255.076),(14 3324.3987),(15 3339.1523),(16 3352.3594),(17 3431.8174),(18 3530.2346),(19 3610.7031),(20 3705.6892),(21 3750.565),(22 3837.4082),(23 3858.9814),(24 3864.3281),(25 3895.6917),(26 3962.2422),(27 4026.5867),(28 4072.7554),(29 4188.621),(30 4181.687),(31 4208.9473),(32 4199.6504),(33 4203.005),(34 4220.6235),(35 4213.56),(36 4158.081),(37 4201.0576),(38 4208.511),(39 4162.657),(40 4228.351),(41 4128.1587),(42 4145.482),(43 4019.852),(44 3966.0222),(45 3937.01),(46 3871.8247),(47 3883.84),(48 3780.79),(49 3782.8264),(50 3754.4941),(51 3772.4531),(52 3719.1008),(53 3659.724),(54 3633.5676),(55 3601.6746),(56 3544.2532),(57 3600.4116),(58 3543.9119),(59 3567.8665),(60 3510.8628),(61 3537.4075),(62 3544.2434),(63 3478.0112),(64 3524.9832),(65 3534.8093),(66 3573.821),(67 3593.8347),(68 3529.306),(69 3608.3594),(70 3649.1458),(71 3646.7622),(72 3645.6577),(73 3641.1082),(74 3674.969),(75 3683.4612),(76 3665.4119),(77 3626.4966),(78 3621.78),(79 3581.2944),
(1 1802.3754),(2 2071.7322),(3 2386.7698),(4 2509.4502),(5 2603.0447),(6 2695.6262),(7 2696.457),(8 2786.0518),(9 2899.2207),(10 2975.5266),(11 3098.351),(12 3111.3887),(13 3170.4568),(14 3232.4502),(15 3270.2239),(16 3274.6267),(17 3323.9446),(18 3359.2202),(19 3445.1252),(20 3527.0205),(21 3538.9575),(22 3607.8577),(23 3639.851),(24 3690.4512),(25 3683.5796),(26 3737.4878),(27 3801.7695),(28 3877.061),(29 3887.1257),(30 3931.1914),(31 3947.3965),(32 3978.0896),(33 3976.0137),(34 3981.696),(35 3971.488),(36 3950.637),(37 3988.8489),(38 4026.9573),(39 3989.8777),(40 3994.1619),(41 3917.5127),(42 3906.8555),(43 3869.1707),(44 3844.5334),(45 3801.7197),(46 3781.8992),(47 3774.9858),(48 3712.5544),(49 3693.147),(50 3684.5688),(51 3650.3232),(52 3632.3354),(53 3611.5374),(54 3579.6045),(55 3551.7788),(56 3516.7815),(57 3518.667),(58 3455.4814),(59 3483.6768),(60 3426.99),(61 3486.1604),(62 3457.1025),(63 3488.6414),(64 3513.192),(65 3490.898),(66 3537.8103),(67 3545.3462),(68 3557.402),(69 3581.1191),(70 3665.964),(71 3625.083),(72 3661.6184),(73 3656.7498),(74 3714.4429),(75 3694.6257),(76 3671.6086),(77 3694.95),(78 3704.1443),(79 3738.6677),
(1 1777.0178),(2 2097.0322),(3 2369.5574),(4 2519.743),(5 2624.1338),(6 2717.4868),(7 2718.247),(8 2797.0635),(9 2901.997),(10 2961.049),(11 3061.443),(12 3081.4968),(13 3116.1887),(14 3141.5413),(15 3198.219),(16 3227.8882),(17 3274.5813),(18 3306.6917),(19 3408.3088),(20 3478.2034),(21 3531.8062),(22 3589.4746),(23 3630.9216),(24 3633.497),(25 3663.8772),(26 3701.8394),(27 3813.2813),(28 3906.559),(29 3845.5364),(30 3880.3857),(31 3856.225),(32 3879.963),(33 3911.5474),(34 3872.604),(35 3887.8726),(36 3831.5852),(37 3835.7266),(38 3873.522),(39 3826.5945),(40 3800.393),(41 3682.142),(42 3695.6516),(43 3638.0225),(44 3636.282),(45 3544.8857),(46 3544.7588),(47 3510.8354),(48 3462.6575),(49 3424.0056),(50 3447.485),(51 3432.828),(52 3413.645),(53 3390.677),(54 3366.4124),(55 3338.541),(56 3322.9595),(57 3317.9993),(58 3303.9138),(59 3339.2502),(60 3297.5732),(61 3373.9338),(62 3349.9194),(63 3326.761),(64 3389.934),(65 3373.8704),(66 3404.4626),(67 3423.4695),(68 3418.12),(69 3442.7073),(70 3505.2097),(71 3516.0435),(72 3554.6367),(73 3596.0178),(74 3622.0317),(75 3591.796),(76 3596.118),(77 3613.1304),(78 3654.018),(79 3640.0786),
(1 1778.8734),(2 2066.1458),(3 2339.0442),(4 2414.9907),(5 2515.5154),(6 2601.0874),(7 2614.4397),(8 2646.3262),(9 2833.0415),(10 2878.3477),(11 2993.0337),(12 3038.7058),(13 3102.6511),(14 3166.5754),(15 3190.2654),(16 3188.5535),(17 3233.6274),(18 3287.6956),(19 3434.9739),(20 3537.9456),(21 3614.5227),(22 3700.0261),(23 3732.134),(24 3765.624),(25 3810.433),(26 3868.3484),(27 3923.2961),(28 4050.3853),(29 4077.2734),(30 4113.5825),(31 4094.3357),(32 4104.3384),(33 4125.881),(34 4115.516),(35 4091.7568),(36 4024.0732),(37 4021.636),(38 3996.1191),(39 3975.9883),(40 3991.3372),(41 3830.8013),(42 3813.074),(43 3704.1602),(44 3607.057),(45 3550.7292),(46 3543.6357),(47 3495.019),(48 3436.9365),(49 3396.3406),(50 3325.8423),(51 3338.1235),(52 3256.3135),(53 3217.12),(54 3212.6387),(55 3153.172),(56 3151.446),(57 3148.9314),(58 3101.5032),(59 3162.6394),(60 3150.6096),(61 3213.262),(62 3226.5828),(63 3179.2456),(64 3228.0166),(65 3247.9187),(66 3248.6191),(67 3279.7349),(68 3276.8672),(69 3300.3823),(70 3370.6887),(71 3376.6294),(72 3378.35),(73 3401.5762),(74 3418.8926),(75 3359.3857),(76 3395.4783),(77 3397.7837),(78 3425.5488),(79 3413.5837),
(1 1815.6311),(2 2058.6492),(3 2343.4207),(4 2398.308),(5 2510.9668),(6 2628.7246),(7 2616.5452),(8 2672.4707),(9 2809.8076),(10 2850.9277),(11 2962.6338),(12 2953.0464),(13 3006.8767),(14 3073.1558),(15 3125.3374),(16 3173.857),(17 3194.2397),(18 3253.65),(19 3331.931),(20 3416.2698),(21 3441.3833),(22 3507.2917),(23 3573.5571),(24 3573.851),(25 3600.401),(26 3628.1687),(27 3718.8884),(28 3830.2827),(29 3890.822),(30 3892.1047),(31 3849.9844),(32 3877.2927),(33 3889.0593),(34 3858.2124),(35 3819.3887),(36 3781.709),(37 3766.147),(38 3782.0522),(39 3762),(40 3737.2363),(41 3644.8313),(42 3670.7705),(43 3606.6934),(44 3530.0847),(45 3484.2664),(46 3477.6902),(47 3460.138),(48 3355.1782),(49 3321.5232),(50 3306.6628),(51 3277.5378),(52 3231.732),(53 3260.4712),(54 3197.7322),(55 3199.1694),(56 3226.5413),(57 3240.6997),(58 3180.0583),(59 3264.2156),(60 3197.4292),(61 3225.5225),(62 3275.5337),(63 3241.1265),(64 3256.7737),(65 3229.904),(66 3302.5679),(67 3290.7568),(68 3322.321),(69 3376.333),(70 3360.761),(71 3429.1316),(72 3435.2312),(73 3435.7185),(74 3486.7944),(75 3439.0837),(76 3468.2302),(77 3472.476),(78 3484.912),(79 3488.715),
(1 1764.1841),(2 2030.5724),(3 2277.5452),(4 2395.2932),(5 2460.5974),(6 2591.7207),(7 2566.4463),(8 2611.5786),(9 2714.922),(10 2760.3),(11 2905.205),(12 2958.7207),(13 3001.1252),(14 3023.3318),(15 3043.3306),(16 3061.4673),(17 3097.3557),(18 3170.9363),(19 3226.5364),(20 3291.7622),(21 3330.446),(22 3382.3345),(23 3471.7144),(24 3407.8508),(25 3473.7861),(26 3525.3794),(27 3609.4275),(28 3727.8025),(29 3785.8572),(30 3768.6074),(31 3798.0498),(32 3783.46),(33 3794.184),(34 3828.4546),(35 3768.4841),(36 3720.4377),(37 3712.1492),(38 3726.104),(39 3675.2073),(40 3689.872),(41 3612.028),(42 3609.2246),(43 3540.7285),(44 3488.3555),(45 3477.451),(46 3445.1917),(47 3425.641),(48 3365.9607),(49 3332.2737),(50 3295.211),(51 3244.1008),(52 3229.9192),(53 3185.444),(54 3161.151),(55 3111.8877),(56 3129.5715),(57 3148.5435),(58 3018.9795),(59 3114.4258),(60 3088.7385),(61 3102.6348),(62 3131.5872),(63 3130.9697),(64 3156.3813),(65 3137.0857),(66 3127.4583),(67 3127.2449),(68 3156.1682),(69 3171.4255),(70 3204.095),(71 3266.4731),(72 3318.1553),(73 3350.9434),(74 3369.0842),(75 3328.321),(76 3353.372),(77 3366.383),(78 3365.3677),(79 3375.423),
(1 1626.5686),(2 1906.3021),(3 2150.999),(4 2231.1438),(5 2315.7761),(6 2411.6697),(7 2396.1165),(8 2419.7207),(9 2518.6082),(10 2570.0603),(11 2680.3767),(12 2649.7961),(13 2730.103),(14 2750.6057),(15 2752.9688),(16 2743.4763),(17 2772.7683),(18 2825.3477),(19 2902.4277),(20 2960.4912),(21 3032.6592),(22 3058.7827),(23 3100.5142),(24 3099.1384),(25 3122.1003),(26 3174.874),(27 3206.2498),(28 3250.0503),(29 3325.4521),(30 3349.166),(31 3374.122),(32 3375.0298),(33 3372.5393),(34 3380.666),(35 3363.2048),(36 3350.3079),(37 3365.2024),(38 3423.7463),(39 3368.0203),(40 3384.4312),(41 3344.8772),(42 3338.7717),(43 3307.0117),(44 3242.412),(45 3210.6812),(46 3176.3604),(47 3188.0173),(48 3123.8918),(49 3098.746),(50 3090.5588),(51 3064.3184),(52 3037.8428),(53 3036.8826),(54 3025.5222),(55 3010.0657),(56 3007.5132),(57 3026.4512),(58 2975.5818),(59 3023.9392),(60 2991.4277),(61 3028.6233),(62 3044.0432),(63 3069.542),(64 3072.5137),(65 3025.731),(66 3018.3767),(67 3047.7507),(68 3053.3552),(69 3085.9114),(70 3137.6765),(71 3138.1057),(72 3180.0408),(73 3192.7698),(74 3209.0144),(75 3205.7231),(76 3219.4736),(77 3216.9053),(78 3194.3445),(79 3187.649),
(1 1620.2258),(2 1898.1399),(3 2147.4514),(4 2263.7773),(5 2292.7773),(6 2388.2427),(7 2411.7302),(8 2418.9792),(9 2496.5876),(10 2523.9585),(11 2633.2227),(12 2614.8884),(13 2681.3123),(14 2707.4714),(15 2765.3533),(16 2795.8499),(17 2779.5403),(18 2878.5232),(19 2927.7307),(20 2986.357),(21 3052.0967),(22 3038.2136),(23 3050.2827),(24 3039.2075),(25 3104.2473),(26 3156.1667),(27 3209.6682),(28 3210.0469),(29 3223.9385),(30 3315.742),(31 3271.255),(32 3280.5823),(33 3300.42),(34 3262.4492),(35 3283.9514),(36 3238.9016),(37 3271.9917),(38 3259.471),(39 3221.087),(40 3204.9517),(41 3176.9934),(42 3191.4436),(43 3149.7036),(44 3115.895),(45 3098.1392),(46 3074.8044),(47 3106.1775),(48 3070.7598),(49 3053.7866),(50 3027.7917),(51 3029.0251),(52 3040.0625),(53 2995.2393),(54 2979.51),(55 2960.4124),(56 3013.7642),(57 3021.2373),(58 2986.3064),(59 3017.2825),(60 2996.0466),(61 3022.5815),(62 3032.659),(63 3044.2458),(64 3039.894),(65 3016.8198),(66 3039.1973),(67 3039.2803),(68 3037.9792),(69 3070.0994),(70 3098.4265),(71 3090.911),(72 3135.2627),(73 3155.3293),(74 3162.959),(75 3160.5208),(76 3137.656),(77 3139.0842),(78 3136.2866),(79 3144.0083),
(1 1565.7855),(2 1843.7947),(3 2098.9863),(4 2218.5967),(5 2276.1042),(6 2351.655),(7 2359.2605),(8 2371.182),(9 2487.7332),(10 2489.285),(11 2600.938),(12 2619.219),(13 2646.7942),(14 2691.6294),(15 2702.2249),(16 2734.867),(17 2767.2324),(18 2818.7522),(19 2869.7295),(20 2952.6433),(21 3055.3862),(22 3066.389),(23 3089.0476),(24 3111.8174),(25 3158.2813),(26 3203.7402),(27 3275.7695),(28 3337.7388),(29 3399.4893),(30 3413.1204),(31 3428.139),(32 3457.1382),(33 3446.7048),(34 3421.7295),(35 3443.2402),(36 3415.9202),(37 3434.346),(38 3469.1968),(39 3402.4922),(40 3426.6567),(41 3392.6013),(42 3372.403),(43 3290.1267),(44 3286.0798),(45 3256.4768),(46 3222.218),(47 3218.4885),(48 3216.604),(49 3185.6685),(50 3114.7554),(51 3128.8813),(52 3121.5977),(53 3077.8818),(54 3075.529),(55 3066.5337),(56 3088.6602),(57 3062.7373),(58 3027.127),(59 3036.7166),(60 3037.4175),(61 3075.884),(62 3061.726),(63 3089.2485),(64 3109.3662),(65 3125.3313),(66 3094.5737),(67 3114.7002),(68 3128.3777),(69 3163.8464),(70 3237.0781),(71 3211.1968),(72 3284.2915),(73 3260.836),(74 3302.3696),(75 3329.8804),(76 3317.4297),(77 3301.0693),(78 3289.2302),(79 3339.7578),
(1 1588.02),(2 1827.9935),(3 2036.4326),(4 2130.9963),(5 2207.4683),(6 2284.7178),(7 2305.2563),(8 2333.719),(9 2439.49),(10 2466.285),(11 2582.2207),(12 2599.199),(13 2645.3596),(14 2687.7024),(15 2684.3384),(16 2717.381),(17 2738.571),(18 2840.3054),(19 2910.7498),(20 2985.283),(21 3049.687),(22 3104.422),(23 3144.9856),(24 3096.672),(25 3167.4785),(26 3173.2512),(27 3219.8896),(28 3299.2102),(29 3366.3384),(30 3384.712),(31 3362.969),(32 3390.1746),(33 3360.8428),(34 3332.1538),(35 3337.741),(36 3278.6794),(37 3291.8684),(38 3282.8896),(39 3243.5908),(40 3247.6553),(41 3199.08),(42 3194.2905),(43 3121.3457),(44 3108.6628),(45 3048.906),(46 3023.5327),(47 3031.3757),(48 3013.407),(49 3004.044),(50 2927.7905),(51 2910.474),(52 2907.784),(53 2881.608),(54 2903.84),(55 2887.3093),(56 2879.5376),(57 2903.9497),(58 2887.8499),(59 2913.1853),(60 2894.325),(61 2921.064),(62 2885.138),(63 2953.6387),(64 2976.575),(65 2998.6812),(66 2991.354),(67 2992.626),(68 3003.913),(69 3057.0493),(70 3116.8267),(71 3107.2158),(72 3165.473),(73 3142.496),(74 3158.3206),(75 3201.873),(76 3185.7317),(77 3177.7886),(78 3153.0671),(79 3167.836),
(1 1568.0093),(2 1793.2372),(3 2021.2689),(4 2116.2646),(5 2196.5222),(6 2289.667),(7 2297.5854),(8 2361.2327),(9 2468.9197),(10 2517.2803),(11 2618.9705),(12 2658.797),(13 2717.183),(14 2751.7354),(15 2750.072),(16 2834.6301),(17 2874.269),(18 2953.895),(19 2986.7178),(20 3108.307),(21 3216.5361),(22 3258.6926),(23 3291.2424),(24 3291.0188),(25 3333.3115),(26 3359.5093),(27 3463.778),(28 3522.3152),(29 3586.719),(30 3615.5818),(31 3594.9622),(32 3610.1936),(33 3609.5598),(34 3601.1003),(35 3619.6418),(36 3538.4192),(37 3593.2837),(38 3555.0808),(39 3525.0422),(40 3560.656),(41 3436.5425),(42 3440.3977),(43 3350.946),(44 3295.2979),(45 3249.1191),(46 3200.0771),(47 3185.0686),(48 3099.5703),(49 3109.1416),(50 3009.1494),(51 2987.6511),(52 2986.838),(53 2969.624),(54 2958.4714),(55 2916.3826),(56 2921.4985),(57 2915.544),(58 2898.0374),(59 2977.6416),(60 2929.6084),(61 2967.202),(62 2949.1091),(63 2971.965),(64 3017.958),(65 3001.5483),(66 3057.9976),(67 3051.5742),(68 3081.213),(69 3124.8792),(70 3158.534),(71 3191.8389),(72 3222.7998),(73 3216.657),(74 3278.8057),(75 3324.0608),(76 3294.061),(77 3308.2058),(78 3299.3545),(79 3317.1057),
