1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 826.43195),(2 921.8596),(3 999.97485),(4 1049.3052),(5 1059.1964),(6 1070.3093),(7 1110.5386),(8 1107.5297),(9 1119.061),(10 1121.1692),(11 1120.2068),(12 1125.6825),(13 1154.0819),(14 1152.3175),(15 1156.3036),(16 1159.07),(17 1139.0566),(18 1147.4783),(19 1164.4326),(20 1144.4006),(21 1135.5446),(22 1150.4119),(23 1175.3658),(24 1173.2871),(25 1160.149),(26 1182.769),(27 1196.8184),(28 1196.6667),(29 1205.7598),(30 1215.9348),(31 1216.8884),(32 1224.2839),(33 1244.6455),(34 1238.427),(35 1225.9791),(36 1231.7941),(37 1204.4266),(38 1195.4071),(39 1228.7769),(40 1211.47),(41 1215.0894),(42 1221.5127),(43 1190.7517),(44 1200.2937),(45 1171.4496),(46 1158.9524),(47 1172.4348),(48 1165.1659),(49 1157.8567),(50 1162.9845),(51 1149.3586),(52 1161.404),(53 1179.1193),(54 1153.6761),(55 1172.161),(56 1180.7585),(57 1184.6984),(58 1186.6879),(59 1197.2195),(60 1164.7625),(61 1179.4637),(62 1181.7864),(63 1190.6418),(64 1191.5127),(65 1199.9163),(66 1182.7886),(67 1170.5223),(68 1172.5045),(69 1179.0022),(70 1202.721),(71 1191.0164),(72 1178.3485),(73 1178.2329),(74 1189.544),(75 1185.274),(76 1171.4115),(77 1161.8668),(78 1161.908),(79 1171.098),
(1 838.8295),(2 911.80597),(3 993.188),(4 1029.0939),(5 1032.1006),(6 1053.4381),(7 1080.1655),(8 1083.6503),(9 1092.2649),(10 1116.4918),(11 1118.0121),(12 1113.7217),(13 1132.8412),(14 1132.8376),(15 1135.0651),(16 1142.1342),(17 1128.8345),(18 1130.7651),(19 1140.6917),(20 1125.0831),(21 1133.6982),(22 1141.0204),(23 1126.503),(24 1155.2332),(25 1143.9971),(26 1154.0254),(27 1184.2947),(28 1185.5804),(29 1191.2454),(30 1207.3751),(31 1202.4532),(32 1212.7195),(33 1250.6295),(34 1234.0934),(35 1230.5361),(36 1248.3048),(37 1239.9729),(38 1228.2069),(39 1254.7993),(40 1237.4976),(41 1221.2687),(42 1225.894),(43 1204.7802),(44 1224.0651),(45 1199.6729),(46 1186.8522),(47 1205.2002),(48 1184.4983),(49 1185.2786),(50 1192.9115),(51 1181.8815),(52 1188.9271),(53 1213.368),(54 1178.3767),(55 1172.4712),(56 1185.5647),(57 1197.7125),(58 1197.2526),(59 1203.9686),(60 1177.9984),(61 1187.8002),(62 1212.7283),(63 1183.2537),(64 1193.9421),(65 1197.737),(66 1193.3667),(67 1189.7123),(68 1183.3918),(69 1175.3263),(70 1183.7133),(71 1181.8784),(72 1172.2913),(73 1162.3751),(74 1154.6989),(75 1152.8209),(76 1135.9656),(77 1142.1414),(78 1153.6389),(79 1152.056),
(1 800.761),(2 878.78314),(3 958.9728),(4 985.3474),(5 988.0102),(6 1006.8353),(7 1038.8923),(8 1043.8473),(9 1051.5018),(10 1068.6158),(11 1071.537),(12 1088.4935),(13 1099.316),(14 1110.1035),(15 1101.151),(16 1110.316),(17 1085.2876),(18 1102.822),(19 1124.13),(20 1120.36),(21 1096.0787),(22 1108.8782),(23 1110.0042),(24 1114.6605),(25 1109.0789),(26 1116.8868),(27 1147.6046),(28 1141.1396),(29 1160.5405),(30 1159.5745),(31 1159.1409),(32 1172.1582),(33 1191.86),(34 1158.3485),(35 1165.9523),(36 1176.9314),(37 1169.5466),(38 1162.0367),(39 1192.9703),(40 1169.9174),(41 1155.7019),(42 1171.3157),(43 1140.2083),(44 1142.7396),(45 1122.5632),(46 1120.3032),(47 1128.1658),(48 1117.251),(49 1106.4668),(50 1104.683),(51 1090.9482),(52 1100.901),(53 1111.276),(54 1083.8387),(55 1084.1445),(56 1110.9777),(57 1124.1825),(58 1112.4725),(59 1129.1917),(60 1117.3966),(61 1119.0829),(62 1153.2738),(63 1133.109),(64 1132.6464),(65 1132.3148),(66 1146.0619),(67 1140.4438),(68 1136.6844),(69 1136.5406),(70 1130.7793),(71 1133.7366),(72 1122.4021),(73 1115.3738),(74 1114.214),(75 1108.696),(76 1112.3036),(77 1110.005),(78 1120.1604),(79 1121.9498),
(1 834.3492),(2 930.28876),(3 986.51056),(4 1022.95276),(5 1054.0815),(6 1068.9253),(7 1102.6387),(8 1095.8939),(9 1097.9115),(10 1125.9934),(11 1124.418),(12 1117.524),(13 1128.1224),(14 1136.4883),(15 1114.2969),(16 1129.8907),(17 1133.449),(18 1148.0377),(19 1170.9506),(20 1157.9153),(21 1143.8008),(22 1149.2687),(23 1159.576),(24 1170.9503),(25 1138.6454),(26 1160.0562),(27 1205.7137),(28 1188.4005),(29 1204.5294),(30 1212.1035),(31 1215.4819),(32 1217.7059),(33 1242.8384),(34 1209.221),(35 1225.372),(36 1243.5128),(37 1243.3619),(38 1217.7142),(39 1241.5934),(40 1227.9886),(41 1218.5734),(42 1226.9512),(43 1187.2124),(44 1211.2556),(45 1187.2432),(46 1193.1284),(47 1189.6321),(48 1174.3713),(49 1174.652),(50 1169.811),(51 1173.2305),(52 1177.4954),(53 1172.0494),(54 1166.8778),(55 1161.2666),(56 1182.2211),(57 1181.1572),(58 1180.4138),(59 1220.3696),(60 1190.4689),(61 1179.463),(62 1196.5123),(63 1173.5804),(64 1178.5826),(65 1195.7065),(66 1180.9226),(67 1183.98),(68 1183.8959),(69 1195.6119),(70 1196.5237),(71 1188.5845),(72 1166.1373),(73 1169.6515),(74 1166.586),(75 1169.8473),(76 1159.1371),(77 1148.4885),(78 1156.3477),(79 1145.3646),
(1 791.8609),(2 909.04193),(3 960.05023),(4 1001.4005),(5 1040.3203),(6 1042.4673),(7 1073.2085),(8 1073.3629),(9 1081.7953),(10 1112.2864),(11 1096.4047),(12 1106.202),(13 1117.2295),(14 1120.2644),(15 1118.1498),(16 1123.7631),(17 1124.2455),(18 1135.2151),(19 1140.755),(20 1137.3605),(21 1112.145),(22 1113.9479),(23 1121.0173),(24 1135.4027),(25 1118.4155),(26 1125.0145),(27 1172.5253),(28 1144.468),(29 1153.317),(30 1177.3024),(31 1171.0372),(32 1172.5375),(33 1190.8632),(34 1175.7222),(35 1164.8834),(36 1187.9231),(37 1162.9127),(38 1160.811),(39 1183.9296),(40 1172.3948),(41 1166.099),(42 1177.2045),(43 1160.0779),(44 1167.2426),(45 1139.6188),(46 1128.802),(47 1148.939),(48 1121.3682),(49 1131.3157),(50 1124.3506),(51 1106.3628),(52 1121.1526),(53 1141.127),(54 1141.1302),(55 1132.8948),(56 1140.0454),(57 1125.2845),(58 1136.6973),(59 1172.913),(60 1141.1254),(61 1144.3317),(62 1145.9233),(63 1132.8483),(64 1132.4075),(65 1149.428),(66 1129.159),(67 1132.3989),(68 1136.8068),(69 1145.8348),(70 1148.3043),(71 1150.2006),(72 1121.7101),(73 1129.7234),(74 1135.2493),(75 1134.0165),(76 1120.0204),(77 1124.8193),(78 1133.8469),(79 1117.319),
(1 764.7907),(2 861.7192),(3 905.7548),(4 941.5),(5 983.61975),(6 988.7962),(7 1017.156),(8 1016.1788),(9 1020.427),(10 1052.5718),(11 1037.6943),(12 1048.9565),(13 1071.0752),(14 1058.9734),(15 1060.1488),(16 1058.7823),(17 1052.6987),(18 1058.5133),(19 1092.9064),(20 1085.8177),(21 1068.8528),(22 1078.0037),(23 1082.3037),(24 1097.9844),(25 1059.6761),(26 1089.2839),(27 1128.2559),(28 1104.7341),(29 1123.0895),(30 1157.901),(31 1132.1775),(32 1133.4481),(33 1164.6233),(34 1152.0845),(35 1155.9935),(36 1151.6738),(37 1129.5399),(38 1133.5493),(39 1157.2064),(40 1133.7123),(41 1130.4802),(42 1135.5723),(43 1118.7135),(44 1127.0298),(45 1120.0845),(46 1113.2434),(47 1109.9794),(48 1095.6372),(49 1104.3806),(50 1120.0286),(51 1091.685),(52 1093.5032),(53 1125.2676),(54 1118.0425),(55 1121.8524),(56 1129.8597),(57 1117.9885),(58 1133.0289),(59 1156.6106),(60 1136.2084),(61 1134.895),(62 1152.615),(63 1145.852),(64 1139.6545),(65 1138.7688),(66 1136.9802),(67 1130.4297),(68 1127.0585),(69 1107.7183),(70 1109.8278),(71 1104.0609),(72 1095.7002),(73 1102.7477),(74 1112.4702),(75 1089.7805),(76 1081.3737),(77 1102.3474),(78 1109.1614),(79 1096.782),
(1 775.892),(2 862.31647),(3 914.39465),(4 956.1423),(5 997.33105),(6 992.16406),(7 1011.06396),(8 1011.74347),(9 1021.8834),(10 1041.2081),(11 1028.0916),(12 1055.6683),(13 1077.0309),(14 1075.1838),(15 1076.1976),(16 1070.837),(17 1066.3312),(18 1071.5698),(19 1091.4832),(20 1089.3936),(21 1071.7719),(22 1081.3009),(23 1085.0049),(24 1104.6355),(25 1092.1042),(26 1109.9792),(27 1123.8058),(28 1115.6572),(29 1112.9781),(30 1139.9204),(31 1125.9839),(32 1126.2603),(33 1160.7072),(34 1151.251),(35 1146.4668),(36 1154.9323),(37 1131.3267),(38 1134.2952),(39 1155.8453),(40 1142.381),(41 1132.2875),(42 1145.0337),(43 1114.3645),(44 1106.8425),(45 1102.9589),(46 1093.4731),(47 1075.6337),(48 1074.8535),(49 1067.5688),(50 1080.924),(51 1078.5924),(52 1077.3763),(53 1089.8962),(54 1086.9165),(55 1084.3285),(56 1089.459),(57 1089.0114),(58 1107.6765),(59 1140.7358),(60 1114.3811),(61 1120.2534),(62 1128.0266),(63 1125.6609),(64 1117.1841),(65 1120.1951),(66 1115.5111),(67 1107.2991),(68 1109.2189),(69 1097.5096),(70 1108.7942),(71 1096.6849),(72 1087.1766),(73 1083.105),(74 1081.9862),(75 1063.9861),(76 1063.7504),(77 1072.5479),(78 1097.7667),(79 1079.6586),
(1 753.3685),(2 839.60144),(3 883.7884),(4 924.18243),(5 966.1631),(6 977.1719),(7 1002.4514),(8 1013.7931),(9 1015.0843),(10 1018.1517),(11 1018.7961),(12 1040.6222),(13 1047.3099),(14 1046.485),(15 1037.8179),(16 1046.6215),(17 1047.8572),(18 1058.2814),(19 1066.2164),(20 1068.773),(21 1055.6868),(22 1062.1278),(23 1071.9214),(24 1082.7893),(25 1083.0214),(26 1082.0999),(27 1114.1648),(28 1102.0316),(29 1119.5894),(30 1140.4194),(31 1134.2589),(32 1141.613),(33 1153.2888),(34 1142.0422),(35 1138.8293),(36 1150.9813),(37 1134.8752),(38 1134.0586),(39 1149.9075),(40 1146.0126),(41 1125.6859),(42 1151.094),(43 1107.0044),(44 1113.3861),(45 1098.8873),(46 1099.3414),(47 1092.9441),(48 1076.5536),(49 1071.1592),(50 1093.316),(51 1088.5446),(52 1087.6553),(53 1105.0059),(54 1094.1561),(55 1091.8666),(56 1101.7484),(57 1090.6976),(58 1109.8175),(59 1117.9458),(60 1105.7657),(61 1114.3073),(62 1119.9727),(63 1106.7808),(64 1096.083),(65 1100.8667),(66 1096.7921),(67 1094.6627),(68 1100.696),(69 1101.0021),(70 1098.5286),(71 1086.3883),(72 1078.3622),(73 1056.3383),(74 1061.5712),(75 1043.6686),(76 1059.4847),(77 1053.742),(78 1048.6753),(79 1048.6672),
(1 766.0847),(2 879.44446),(3 912.26917),(4 955.93396),(5 991.90796),(6 1004.7044),(7 1024.7537),(8 1019.43134),(9 1031.8777),(10 1044.3503),(11 1044.8817),(12 1063.6858),(13 1081.6835),(14 1060.7965),(15 1071.5502),(16 1073.7842),(17 1075.1996),(18 1069.4579),(19 1091.1251),(20 1091.3479),(21 1086.2567),(22 1099.4521),(23 1092.8035),(24 1099.3406),(25 1102.2455),(26 1114.5369),(27 1124.6134),(28 1122.4836),(29 1137.624),(30 1164.4188),(31 1148.6841),(32 1160.2825),(33 1169.9279),(34 1169.0925),(35 1176.8405),(36 1176.5707),(37 1157.9387),(38 1161.5753),(39 1179.6489),(40 1167.4424),(41 1150.1757),(42 1161.0228),(43 1138.4777),(44 1137.11),(45 1105.0625),(46 1100.0576),(47 1106.9841),(48 1093.8878),(49 1086.0527),(50 1106.2749),(51 1100.731),(52 1106.6105),(53 1129.0277),(54 1111.0958),(55 1098.12),(56 1109.3568),(57 1108.085),(58 1128.3574),(59 1147.1357),(60 1148.255),(61 1153.4421),(62 1167.7783),(63 1153.4562),(64 1146.532),(65 1157.3717),(66 1142.2568),(67 1146.3505),(68 1132.2366),(69 1120.3386),(70 1125.9454),(71 1116.4016),(72 1109.2115),(73 1092.1561),(74 1090.898),(75 1077.6443),(76 1093.3541),(77 1079.9387),(78 1081.5283),(79 1062.2891),
(1 749.79474),(2 840.3356),(3 876.5233),(4 900.3642),(5 940.4645),(6 957.2884),(7 966.7198),(8 979.6625),(9 984.21686),(10 1003.19385),(11 989.1627),(12 1005.40393),(13 1018.3697),(14 1010.2493),(15 1006.5651),(16 1005.76575),(17 1008.92786),(18 1018.2421),(19 1039.669),(20 1012.6662),(21 1023.15076),(22 1043.7565),(23 1033.9143),(24 1030.0222),(25 1027.9816),(26 1037.4055),(27 1055.1522),(28 1051.5297),(29 1071.2168),(30 1097.4528),(31 1083.0883),(32 1103.0322),(33 1110.9943),(34 1115.1919),(35 1100.356),(36 1102.7062),(37 1085.2999),(38 1094.8184),(39 1117.9142),(40 1102.311),(41 1096.5063),(42 1097.5925),(43 1082.0077),(44 1078.578),(45 1062.5554),(46 1055.4674),(47 1054.139),(48 1052.3959),(49 1040.0466),(50 1053.9232),(51 1043.088),(52 1055.5597),(53 1072.2559),(54 1044.219),(55 1047.9479),(56 1068.1166),(57 1078.7511),(58 1088.26),(59 1108.911),(60 1098.1816),(61 1079.0994),(62 1090.7284),(63 1084.3303),(64 1093.1521),(65 1103.3922),(66 1087.044),(67 1082.3817),(68 1082.0514),(69 1066.9696),(70 1075.9104),(71 1070.3458),(72 1066.9834),(73 1051.459),(74 1054.7927),(75 1042.0583),(76 1051.7638),(77 1039.7982),(78 1041.9805),(79 1038.146),
(1 753.98883),(2 853.56415),(3 896.26697),(4 922.9389),(5 934.907),(6 971.6889),(7 989.6345),(8 995.11566),(9 989.1763),(10 1008.2707),(11 1012.10706),(12 1008.69507),(13 1030.7335),(14 1026.3102),(15 1033.6692),(16 1030.0778),(17 1026.048),(18 1032.1414),(19 1054.7137),(20 1033.2524),(21 1050.2344),(22 1060.1774),(23 1067.8618),(24 1088.4714),(25 1066.2754),(26 1085.384),(27 1085.1981),(28 1077.0623),(29 1092.8668),(30 1124.4269),(31 1110.8972),(32 1121.526),(33 1121.8536),(34 1135.2079),(35 1121.8116),(36 1137.6716),(37 1111.5621),(38 1108.8102),(39 1124.8427),(40 1094.8997),(41 1090.9415),(42 1108.1957),(43 1077.9722),(44 1072.5511),(45 1063.9677),(46 1054.6248),(47 1053.3724),(48 1048.489),(49 1049.5986),(50 1060.7024),(51 1063.0361),(52 1047.6991),(53 1066.6774),(54 1068.4501),(55 1073.3193),(56 1089.946),(57 1098.6631),(58 1088.4524),(59 1118.3759),(60 1101.8575),(61 1096.2974),(62 1123.9229),(63 1109.767),(64 1110.8075),(65 1107.6194),(66 1092.6799),(67 1101.4772),(68 1097.9957),(69 1083.0981),(70 1087.6694),(71 1076.4554),(72 1054.6448),(73 1058.5533),(74 1066.3672),(75 1057.8359),(76 1053.2596),(77 1046.5737),(78 1048.4316),(79 1045.7485),
(1 739.35895),(2 837.2709),(3 886.39655),(4 916.62384),(5 941.3187),(6 959.7973),(7 974.10034),(8 975.057),(9 966.8362),(10 996.33704),(11 996.5438),(12 1002.0277),(13 1006.9694),(14 1006.8812),(15 1027.3004),(16 1030.3741),(17 1021.90027),(18 1032.6183),(19 1035.4231),(20 1014.0559),(21 1028.056),(22 1040.7905),(23 1029.2373),(24 1052.6527),(25 1042.2162),(26 1060.219),(27 1085.1963),(28 1088.8987),(29 1091.7533),(30 1108.0001),(31 1103.0409),(32 1110.0443),(33 1116.6411),(34 1113.7957),(35 1114.0266),(36 1116.904),(37 1101.4496),(38 1096.7562),(39 1128.0447),(40 1087.0345),(41 1081.3125),(42 1098.8574),(43 1073.0647),(44 1080.8538),(45 1067.2747),(46 1058.3114),(47 1052.1472),(48 1047.9192),(49 1043.3824),(50 1044.3081),(51 1041.754),(52 1042.7471),(53 1052.4058),(54 1032.2168),(55 1030.9083),(56 1036.5485),(57 1036.8357),(58 1046.1454),(59 1065.8319),(60 1053.6777),(61 1061.5791),(62 1085.7235),(63 1068.0143),(64 1077.9479),(65 1087.7065),(66 1069.0746),(67 1075.1584),(68 1075.6355),(69 1062.8643),(70 1077.4973),(71 1071.1536),(72 1053.0928),(73 1037.4065),(74 1042.516),(75 1023.0343),(76 1026.5168),(77 1028.3011),(78 1034.9852),(79 1029.857),
(1 734.22217),(2 834.9351),(3 885.8085),(4 906.51587),(5 928.0166),(6 941.77374),(7 974.6761),(8 973.34717),(9 968.1307),(10 991.46545),(11 1001.4645),(12 999.7516),(13 997.6662),(14 988.6913),(15 1000.0061),(16 1005.86414),(17 995.5496),(18 1006.1071),(19 1021.70026),(20 1016.48566),(21 1023.6243),(22 1038.4974),(23 1014.5857),(24 1033.6415),(25 1018.7432),(26 1031.6395),(27 1048.7515),(28 1054.7433),(29 1079.6677),(30 1073.6519),(31 1061.7024),(32 1071.9894),(33 1088.5458),(34 1087.4396),(35 1088.0367),(36 1084.5701),(37 1052.2102),(38 1051.9342),(39 1078.5853),(40 1051.7346),(41 1068.8295),(42 1078.2035),(43 1050.8702),(44 1070.1068),(45 1044.9991),(46 1033.6658),(47 1045.3093),(48 1020.4916),(49 1016.1784),(50 1022.32294),(51 1021.0331),(52 1036.0382),(53 1045.6403),(54 1036.4973),(55 1036.7468),(56 1035.0864),(57 1039.58),(58 1048.5778),(59 1059.0654),(60 1054.836),(61 1056.1527),(62 1078.7412),(63 1074.6106),(64 1070.9277),(65 1079.0792),(66 1068.7809),(67 1071.0923),(68 1066.7682),(69 1057.2196),(70 1060.4741),(71 1059.114),(72 1036.4225),(73 1015.5685),(74 1016.0265),(75 1006.1089),(76 1025.9286),(77 1035.404),(78 1024.9034),(79 1019.1024),
(1 734.46747),(2 812.48254),(3 858.51166),(4 913.84717),(5 927.3676),(6 934.85864),(7 964.66156),(8 971.7906),(9 959.7285),(10 977.3709),(11 980.7065),(12 996.4745),(13 998.2699),(14 993.86),(15 994.7978),(16 1012.9869),(17 1004.4717),(18 1021.0819),(19 1032.946),(20 1019.8603),(21 1034.6022),(22 1040.0367),(23 1037.6642),(24 1055.8163),(25 1030.5121),(26 1058.7126),(27 1062.5967),(28 1082.4182),(29 1096.2267),(30 1108.4529),(31 1110.0313),(32 1102.5146),(33 1116.1991),(34 1117.4657),(35 1122.0355),(36 1105.6913),(37 1094.3561),(38 1089.4349),(39 1096.5131),(40 1065.7062),(41 1057.5436),(42 1074.0792),(43 1050.3333),(44 1065.0914),(45 1043.9224),(46 1033.7783),(47 1034.8413),(48 1017.078),(49 1008.21313),(50 1026.5859),(51 1003.9876),(52 1006.95026),(53 1017.6594),(54 1011.9078),(55 1022.07196),(56 1042.5436),(57 1036.427),(58 1055.2405),(59 1080.7432),(60 1061.5671),(61 1066.3563),(62 1060.3623),(63 1046.6744),(64 1045.814),(65 1066.932),(66 1056.0941),(67 1066.2616),(68 1063.6364),(69 1051.5734),(70 1041.2755),(71 1044.4574),(72 1038.2166),(73 1025.9958),(74 1018.5424),(75 1022.54193),(76 1024.8206),(77 1019.11145),(78 1005.48157),(79 1006.37555),
(1 724.1735),(2 806.5039),(3 853.25464),(4 878.49194),(5 899.07214),(6 909.5484),(7 937.83527),(8 934.144),(9 914.4194),(10 937.2667),(11 939.3891),(12 938.39465),(13 965.344),(14 973.3604),(15 964.8643),(16 968.7602),(17 974.3314),(18 987.63104),(19 985.2702),(20 979.00903),(21 995.3039),(22 996.1753),(23 989.0603),(24 1004.90845),(25 979.3986),(26 994.9695),(27 1017.4629),(28 1018.7806),(29 1034.4341),(30 1066.2317),(31 1051.0563),(32 1042.2601),(33 1071.7932),(34 1054.2008),(35 1061.7778),(36 1049.3364),(37 1030.5168),(38 1033.8584),(39 1055.1346),(40 1037.8118),(41 1021.31213),(42 1023.74866),(43 1000.0789),(44 1027.6434),(45 989.29346),(46 983.3892),(47 1000.9245),(48 969.78827),(49 971.37854),(50 980.07434),(51 968.7909),(52 969.3876),(53 975.67474),(54 972.51385),(55 986.08923),(56 990.21686),(57 991.39795),(58 995.97253),(59 1012.0304),(60 1003.0061),(61 1007.18463),(62 1015.8206),(63 985.834),(64 990.87305),(65 1009.7187),(66 993.4738),(67 1008.87024),(68 1009.8753),(69 1003.1006),(70 1006.3353),(71 999.20325),(72 987.49396),(73 986.3354),(74 962.40497),(75 955.35443),(76 959.55096),(77 962.0771),(78 950.0119),(79 944.7186),
(1 722.91656),(2 803.03595),(3 850.40533),(4 895.9291),(5 908.3936),(6 922.7303),(7 950.9641),(8 950.4448),(9 950.07166),(10 957.1074),(11 952.70087),(12 956.01117),(13 975.2379),(14 974.7114),(15 971.3259),(16 969.4933),(17 962.5577),(18 994.27057),(19 987.7894),(20 977.06824),(21 990.7779),(22 1000.96106),(23 997.0131),(24 1000.84283),(25 994.68646),(26 985.949),(27 1016.2025),(28 1014.76135),(29 1024.1707),(30 1055.5668),(31 1045.8837),(32 1058.2499),(33 1083.7286),(34 1062.5894),(35 1066.1882),(36 1081.0404),(37 1046.5801),(38 1055.8462),(39 1080.3524),(40 1061.7904),(41 1054.06),(42 1055.0028),(43 1047.8108),(44 1052.6475),(45 1023.05817),(46 1018.6194),(47 1022.82666),(48 999.3589),(49 998.7079),(50 1002.37866),(51 1005.4747),(52 1015.35785),(53 1025.5502),(54 1012.23895),(55 1011.34766),(56 1020.13214),(57 1021.0095),(58 1020.4319),(59 1043.768),(60 1029.0734),(61 1027.4733),(62 1049.3075),(63 1030.3838),(64 1033.3136),(65 1048.9413),(66 1040.4974),(67 1031.3291),(68 1034.5408),(69 1025.2316),(70 1041.1622),(71 1035.7626),(72 1039.7576),(73 1026.5465),(74 1008.0884),(75 1008.3445),(76 1011.33026),(77 1000.2608),(78 996.8873),(79 997.40216),
(1 716.96826),(2 813.1198),(3 852.19525),(4 870.4845),(5 889.19275),(6 888.97656),(7 921.7489),(8 927.2169),(9 931.375),(10 952.402),(11 938.1008),(12 934.2902),(13 959.10156),(14 958.89624),(15 949.11975),(16 956.0977),(17 945.7727),(18 970.0527),(19 977.6801),(20 976.11316),(21 960.19806),(22 977.7483),(23 975.8052),(24 980.9566),(25 976.7339),(26 983.81995),(27 1021.6645),(28 1000.9408),(29 1021.19867),(30 1028.4738),(31 1027.224),(32 1018.447),(33 1053.2109),(34 1049.1575),(35 1051.512),(36 1049.5172),(37 1029.0159),(38 1037.2305),(39 1062.3738),(40 1040.8892),(41 1014.50616),(42 1024.5751),(43 997.5282),(44 1018.5302),(45 997.549),(46 991.70856),(47 993.60474),(48 976.20026),(49 966.5795),(50 980.5679),(51 966.8951),(52 981.3676),(53 1004.66925),(54 995.40356),(55 996.5893),(56 1013.08075),(57 1004.99255),(58 1022.5402),(59 1037.6975),(60 1023.4257),(61 1031.9341),(62 1035.1082),(63 1011.75726),(64 1017.95435),(65 1033.695),(66 1029.4072),(67 1022.19366),(68 1023.5515),(69 1007.8258),(70 1008.29144),(71 1004.11725),(72 991.4803),(73 989.1572),(74 993.38544),(75 982.1751),(76 985.2881),(77 972.12756),(78 983.7319),(79 976.6585),
