1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 241143.3),(2 797311.7),(3 1565499.1),(4 2482456.8),(5 3547232.8),(6 4565589),(7 5519220.5),(8 6338905.5),(9 6974606.5),(10 7430843.5),(11 7863196.5),(12 8208728),(13 8455673),(14 8348529.5),(15 8032759.5),(16 7968920),(17 8159429.5),(18 7907617.5),(19 7399996.5),(20 7130688.5),(21 7088966.5),(22 7278935.5),(23 7601120),(24 7868096),(25 8400692),(26 8808971),(27 9072301),(28 9424925),(29 9639621),(30 9632455),(31 9598157),(32 9536704),(33 9465681),(34 9526344),(35 9575504),(36 9346929),(37 9292525),(38 9462811),(39 9719731),(40 9719693),(41 9844804),(42 10212411),(43 10596291),(44 11027269),(45 11429881),(46 11672509),(47 11851204),(48 11941477),(49 12036479),(50 12051923),(51 11844893),(52 11444304),(53 10948449),(54 10431696),(55 9846453),(56 9166908),(57 8584295),(58 8101682.5),(59 7953189.5),(60 7922650.5),(61 8033942.5),(62 8117508),(63 7989794.5),(64 8001716),(65 8309319.5),(66 8610626),(67 8825893),(68 8861380),(69 9035886),(70 9073899),(71 8958543),(72 8989535),(73 9206873),(74 9506874),(75 9657632),(76 9600233),(77 9480003),(78 9260565),(79 9158085),
(1 19.729412),(2 21.942698),(3 22.750444),(4 23.052462),(5 23.60337),(6 23.817091),(7 24.428322),(8 24.493351),(9 24.52119),(10 24.063232),(11 24.452454),(12 24.605783),(13 25.33172),(14 25.400192),(15 24.977083),(16 25.385277),(17 25.033836),(18 25.133183),(19 25.2586),(20 24.891167),(21 25.083757),(22 24.779623),(23 25.239662),(24 25.207054),(25 25.937923),(26 25.943926),(27 25.419628),(28 24.890984),(29 25.257399),(30 25.114565),(31 25.052319),(32 25.060127),(33 25.140297),(34 24.948895),(35 25.218414),(36 25.203144),(37 25.467424),(38 25.130571),(39 25.004545),(40 25.160563),(41 25.33934),(42 25.451595),(43 25.682823),(44 26.073889),(45 26.459042),(46 26.268274),(47 26.788124),(48 26.187456),(49 26.635729),(50 26.425247),(51 25.96429),(52 26.457932),(53 26.393353),(54 26.037905),(55 26.318794),(56 26.12796),(57 26.415298),(58 25.910273),(59 25.79217),(60 25.61579),(61 26.006607),(62 25.923067),(63 25.660664),(64 25.927692),(65 25.669346),(66 25.963276),(67 26.007456),(68 25.656391),(69 25.235321),(70 25.39971),(71 25.393291),(72 25.451162),(73 25.784565),(74 25.656124),(75 25.343433),(76 25.765736),(77 25.944765),(78 25.384531),(79 25.770277),
(1 19.793755),(2 21.943027),(3 22.89708),(4 22.967983),(5 24.257225),(6 24.393587),(7 24.682096),(8 24.907192),(9 25.228453),(10 25.098242),(11 25.17754),(12 24.699337),(13 25.157217),(14 25.368332),(15 25.367283),(16 25.431942),(17 25.553541),(18 25.688665),(19 25.446281),(20 25.402592),(21 25.247913),(22 25.374882),(23 25.45333),(24 25.678299),(25 25.865545),(26 25.692135),(27 25.219948),(28 25.433247),(29 25.761505),(30 25.474562),(31 25.539371),(32 25.747732),(33 25.722033),(34 25.763134),(35 25.907879),(36 25.92948),(37 26.118097),(38 26.294209),(39 26.064594),(40 26.114723),(41 26.340845),(42 27.006836),(43 27.040981),(44 27.01077),(45 27.445871),(46 27.065052),(47 27.098478),(48 27.175909),(49 27.26815),(50 27.426205),(51 26.868702),(52 26.897053),(53 26.978712),(54 26.45008),(55 26.629395),(56 26.661085),(57 27.023016),(58 26.657907),(59 26.621128),(60 26.198269),(61 26.73639),(62 26.745823),(63 26.22388),(64 26.128698),(65 25.927809),(66 25.795652),(67 26.249847),(68 25.766186),(69 25.565418),(70 25.487597),(71 25.429895),(72 25.367966),(73 25.397884),(74 25.715511),(75 25.804829),(76 25.673523),(77 26.35164),(78 26.103708),(79 25.901697),
(1 19.541307),(2 21.770506),(3 22.41326),(4 22.961174),(5 23.812187),(6 23.66304),(7 24.216238),(8 24.339144),(9 24.297405),(10 24.076826),(11 24.058977),(12 24.391567),(13 24.308746),(14 24.536242),(15 24.383287),(16 24.668327),(17 24.526142),(18 24.33582),(19 24.741255),(20 24.64563),(21 24.567862),(22 24.114574),(23 24.637589),(24 24.71024),(25 25.48279),(26 25.357368),(27 24.965727),(28 25.237417),(29 25.724834),(30 25.433865),(31 25.231127),(32 25.223526),(33 25.407879),(34 25.332878),(35 25.505125),(36 25.58435),(37 25.849356),(38 26.089909),(39 25.777433),(40 25.874857),(41 26.282148),(42 26.264013),(43 26.736452),(44 26.340982),(45 26.299143),(46 26.252726),(47 26.786993),(48 26.48218),(49 26.643463),(50 26.345327),(51 25.743704),(52 25.70707),(53 26.092995),(54 25.726952),(55 25.693542),(56 25.549238),(57 25.751022),(58 25.675844),(59 25.73354),(60 25.6164),(61 25.631104),(62 26.053944),(63 25.595846),(64 25.729744),(65 25.403076),(66 25.65378),(67 25.58244),(68 25.358864),(69 25.025742),(70 24.847258),(71 25.268682),(72 24.872555),(73 25.340034),(74 25.47427),(75 25.462317),(76 25.623129),(77 25.942572),(78 25.299795),(79 25.382298),
(1 19.183407),(2 21.353657),(3 22.326536),(4 22.574982),(5 23.727392),(6 23.753036),(7 24.118807),(8 24.069056),(9 24.624151),(10 24.438618),(11 24.249418),(12 24.646341),(13 24.881363),(14 24.889065),(15 24.777649),(16 25.217632),(17 25.139103),(18 25.077133),(19 24.714083),(20 24.898287),(21 24.799782),(22 24.740671),(23 25.038849),(24 25.379078),(25 25.519398),(26 25.366703),(27 25.103045),(28 25.251854),(29 25.280489),(30 25.234566),(31 25.127901),(32 25.200283),(33 25.270542),(34 24.966013),(35 25.26304),(36 25.172478),(37 25.164505),(38 25.35952),(39 25.112051),(40 25.379866),(41 25.347485),(42 25.7296),(43 26.06397),(44 25.959229),(45 26.048044),(46 25.779188),(47 26.663246),(48 26.69408),(49 26.740885),(50 26.735607),(51 26.335909),(52 25.98786),(53 26.17665),(54 26.229986),(55 26.289396),(56 26.193552),(57 26.480463),(58 26.303633),(59 26.114752),(60 25.879234),(61 25.763288),(62 25.451208),(63 25.468359),(64 25.307028),(65 25.064302),(66 24.944342),(67 25.195522),(68 24.835419),(69 25.005741),(70 25.12673),(71 25.169765),(72 25.178759),(73 25.518812),(74 25.877073),(75 25.441263),(76 25.589252),(77 25.613176),(78 25.248297),(79 25.015402),
(1 18.972832),(2 21.32023),(3 22.206982),(4 22.882776),(5 23.730005),(6 23.646475),(7 23.829485),(8 24.054821),(9 23.828745),(10 24.03012),(11 23.871578),(12 24.195036),(13 24.46686),(14 24.765781),(15 24.405968),(16 24.602095),(17 25.087805),(18 24.904161),(19 25.25604),(20 24.55028),(21 24.975706),(22 24.617468),(23 24.844908),(24 24.879967),(25 24.883743),(26 24.80151),(27 24.67697),(28 24.749084),(29 25.128757),(30 25.293365),(31 25.213987),(32 25.061956),(33 25.197496),(34 25.139687),(35 25.117764),(36 25.21663),(37 25.23108),(38 25.554123),(39 25.197649),(40 25.495672),(41 25.700027),(42 26.02127),(43 26.274828),(44 26.378954),(45 26.29405),(46 25.865711),(47 26.270266),(48 26.157417),(49 26.320953),(50 26.162558),(51 26.015265),(52 25.817732),(53 25.56579),(54 25.762938),(55 25.738367),(56 25.681206),(57 26.156975),(58 26.148073),(59 26.199476),(60 25.950827),(61 25.968962),(62 25.914639),(63 25.785048),(64 25.355537),(65 25.108473),(66 24.937048),(67 24.987825),(68 24.582119),(69 24.534067),(70 24.564362),(71 24.475424),(72 24.528389),(73 24.996033),(74 24.947224),(75 25.009212),(76 25.233942),(77 25.4068),(78 25.247784),(79 25.014067),
(1 19.571022),(2 21.59749),(3 22.306736),(4 22.780651),(5 23.08326),(6 23.32006),(7 23.69806),(8 23.83685),(9 24.255745),(10 24.060429),(11 23.713667),(12 23.913944),(13 24.574032),(14 24.500147),(15 24.279417),(16 24.415724),(17 24.666359),(18 24.897066),(19 25.145636),(20 24.147732),(21 24.175623),(22 23.775831),(23 24.48709),(24 24.703115),(25 25.077246),(26 25.123472),(27 24.46292),(28 24.846731),(29 25.195524),(30 25.622162),(31 25.806265),(32 25.215294),(33 25.261395),(34 25.148209),(35 25.480278),(36 25.806543),(37 26.247786),(38 25.825962),(39 25.575434),(40 25.938482),(41 26.187824),(42 26.32027),(43 26.481598),(44 26.683062),(45 26.563578),(46 26.438627),(47 26.332397),(48 26.49297),(49 26.625261),(50 26.338814),(51 25.835844),(52 25.740046),(53 25.709972),(54 25.706497),(55 25.711176),(56 25.648476),(57 26.253376),(58 25.686941),(59 25.932175),(60 25.600481),(61 25.743433),(62 25.544714),(63 25.519913),(64 25.228971),(65 25.0035),(66 25.194336),(67 25.046759),(68 24.911251),(69 25.068838),(70 25.154076),(71 25.246523),(72 25.222456),(73 25.496279),(74 25.53936),(75 25.436138),(76 25.584227),(77 25.856482),(78 26.02835),(79 25.78484),
(1 19.570389),(2 21.797724),(3 22.56477),(4 23.119541),(5 23.642946),(6 23.94357),(7 24.30002),(8 24.320234),(9 24.401222),(10 24.403261),(11 24.153097),(12 24.699461),(13 24.869448),(14 24.98624),(15 24.944767),(16 24.894297),(17 25.086357),(18 25.249174),(19 25.09132),(20 24.626444),(21 24.76724),(22 24.43162),(23 24.992456),(24 25.312826),(25 25.544064),(26 25.51488),(27 24.964731),(28 25.049582),(29 25.012709),(30 25.221983),(31 25.578959),(32 25.168148),(33 25.345602),(34 25.340048),(35 25.578966),(36 25.629103),(37 25.674973),(38 25.67544),(39 25.416378),(40 25.284315),(41 25.7457),(42 25.67171),(43 26.111694),(44 26.168793),(45 26.261055),(46 26.243032),(47 26.566805),(48 26.381481),(49 26.50167),(50 26.331846),(51 25.995031),(52 25.70502),(53 26.062456),(54 26.033623),(55 26.177568),(56 25.73206),(57 26.302023),(58 26.346115),(59 26.132511),(60 25.708218),(61 25.830462),(62 25.632435),(63 25.652498),(64 25.52647),(65 25.371935),(66 25.513432),(67 25.418003),(68 25.336508),(69 25.167356),(70 25.111395),(71 25.27938),(72 25.605412),(73 25.568052),(74 25.643808),(75 25.660183),(76 25.738909),(77 26.014801),(78 26.000317),(79 25.491144),
(1 18.943676),(2 20.872084),(3 21.766886),(4 22.27037),(5 22.877424),(6 23.297922),(7 23.592993),(8 23.283304),(9 23.506351),(10 23.51661),(11 23.330992),(12 23.655014),(13 24.086212),(14 24.140396),(15 24.133345),(16 24.305473),(17 24.031717),(18 24.178339),(19 24.030003),(20 23.80397),(21 23.815895),(22 23.711985),(23 24.012533),(24 24.101072),(25 24.208961),(26 24.250359),(27 23.913744),(28 24.034601),(29 24.412428),(30 24.211298),(31 24.654688),(32 24.223995),(33 24.289516),(34 24.55463),(35 24.432169),(36 24.3948),(37 24.816015),(38 24.846708),(39 24.658005),(40 25.050259),(41 25.30149),(42 25.574778),(43 25.842892),(44 25.379364),(45 25.56091),(46 25.269466),(47 25.495367),(48 25.408808),(49 25.84869),(50 25.355556),(51 24.867414),(52 25.112236),(53 25.24966),(54 25.051),(55 25.064657),(56 25.011885),(57 25.063103),(58 25.116606),(59 25.068718),(60 25.1667),(61 25.246487),(62 24.834352),(63 24.637852),(64 24.109905),(65 24.058996),(66 24.179348),(67 24.111198),(68 24.279015),(69 24.0734),(70 23.833752),(71 24.160639),(72 24.201057),(73 24.044783),(74 24.254057),(75 24.37318),(76 24.387629),(77 24.394117),(78 24.738985),(79 24.383791),
(1 19.499687),(2 21.516624),(3 22.427555),(4 22.96506),(5 23.297316),(6 23.936968),(7 24.069458),(8 24.288626),(9 24.283998),(10 24.36618),(11 24.37527),(12 24.133224),(13 24.6817),(14 24.598843),(15 24.535217),(16 24.865538),(17 24.74728),(18 25.069754),(19 25.206457),(20 24.59646),(21 24.868578),(22 24.51132),(23 24.923716),(24 25.287113),(25 25.244219),(26 25.412718),(27 24.944727),(28 25.152395),(29 25.37991),(30 25.34613),(31 25.630472),(32 25.205536),(33 25.52019),(34 25.276575),(35 25.617733),(36 25.367558),(37 25.752419),(38 25.832706),(39 25.50597),(40 25.822506),(41 25.963373),(42 26.243025),(43 26.538803),(44 26.371601),(45 26.354744),(46 26.178122),(47 26.211315),(48 26.245916),(49 26.331497),(50 26.268826),(51 25.799192),(52 25.410349),(53 25.615143),(54 25.38826),(55 25.405966),(56 25.285217),(57 25.666067),(58 26.061724),(59 25.66965),(60 25.532694),(61 25.681192),(62 25.38703),(63 24.960335),(64 24.925589),(65 24.957222),(66 24.839417),(67 25.270885),(68 25.097397),(69 24.925266),(70 24.588552),(71 24.986065),(72 24.948696),(73 25.107742),(74 25.30391),(75 25.152483),(76 25.358875),(77 25.552858),(78 25.681345),(79 25.33844),
(1 19.401535),(2 21.420738),(3 22.01643),(4 22.83196),(5 23.198284),(6 23.131302),(7 23.518372),(8 23.761509),(9 23.858152),(10 23.674942),(11 23.897717),(12 24.035023),(13 24.05123),(14 24.464838),(15 24.750786),(16 24.677322),(17 24.813236),(18 24.734503),(19 24.743776),(20 24.163486),(21 24.463995),(22 24.155342),(23 24.615534),(24 24.684246),(25 25.142088),(26 24.86574),(27 24.848425),(28 24.814367),(29 24.590767),(30 24.586994),(31 24.850126),(32 24.559341),(33 24.361856),(34 24.500515),(35 24.587042),(36 24.624056),(37 24.5074),(38 24.710577),(39 24.69898),(40 24.82215),(41 25.004574),(42 25.179487),(43 25.262737),(44 25.63083),(45 25.634624),(46 25.424849),(47 25.620275),(48 26.113142),(49 25.87289),(50 25.63637),(51 25.530241),(52 25.444717),(53 25.611393),(54 25.559502),(55 25.378845),(56 25.685356),(57 25.581924),(58 25.537786),(59 25.548304),(60 25.193497),(61 25.180866),(62 24.806429),(63 24.864197),(64 25.230076),(65 24.946455),(66 24.777029),(67 25.203537),(68 24.710897),(69 24.966246),(70 24.959213),(71 24.636362),(72 24.484604),(73 25.223032),(74 24.904297),(75 25.117445),(76 25.382742),(77 25.332197),(78 25.330097),(79 25.392294),
(1 18.75704),(2 20.796038),(3 21.554352),(4 22.109188),(5 22.851795),(6 23.183874),(7 23.164406),(8 23.264328),(9 23.520441),(10 23.187727),(11 23.236313),(12 23.428331),(13 24.124308),(14 24.070213),(15 23.860386),(16 23.850452),(17 24.0169),(18 23.822046),(19 24.15977),(20 23.936668),(21 24.066202),(22 24.046227),(23 24.2089),(24 24.374605),(25 24.599646),(26 24.299696),(27 24.056868),(28 24.042675),(29 24.29011),(30 24.319424),(31 24.625717),(32 24.182793),(33 24.242115),(34 24.087433),(35 24.29774),(36 24.273771),(37 24.522013),(38 24.599728),(39 24.422411),(40 24.554949),(41 24.848923),(42 25.13267),(43 25.084333),(44 25.324444),(45 25.249266),(46 25.022448),(47 25.1889),(48 25.31461),(49 25.323046),(50 25.532026),(51 25.120052),(52 24.932161),(53 24.77382),(54 24.857868),(55 24.736666),(56 24.900587),(57 25.074951),(58 25.071533),(59 24.917994),(60 24.918215),(61 24.821602),(62 24.753885),(63 24.243895),(64 24.07232),(65 24.44223),(66 24.437414),(67 24.195797),(68 24.211143),(69 24.335867),(70 24.134502),(71 23.657404),(72 23.941202),(73 24.464273),(74 24.32214),(75 24.084585),(76 24.49809),(77 24.71035),(78 24.383783),(79 24.697569),
(1 18.75597),(2 20.991),(3 21.760214),(4 22.327335),(5 23.172245),(6 23.085756),(7 23.476095),(8 23.504734),(9 23.518776),(10 23.550756),(11 23.724308),(12 23.727873),(13 24.169056),(14 24.38918),(15 24.495607),(16 24.311043),(17 24.63629),(18 24.395006),(19 24.564306),(20 24.257126),(21 23.868462),(22 23.772808),(23 24.257484),(24 24.451933),(25 24.693542),(26 24.53533),(27 24.429878),(28 24.312263),(29 24.75282),(30 24.619057),(31 25.040558),(32 24.873652),(33 25.121979),(34 25.06289),(35 25.1072),(36 25.280865),(37 25.376633),(38 25.312866),(39 24.980791),(40 25.309814),(41 25.460064),(42 25.6553),(43 25.811064),(44 25.870535),(45 25.724415),(46 25.653774),(47 25.839558),(48 26.11093),(49 26.093647),(50 25.668457),(51 25.337965),(52 25.073868),(53 24.948322),(54 24.879135),(55 24.805964),(56 25.157793),(57 25.52418),(58 25.33235),(59 25.07043),(60 25.067781),(61 25.122494),(62 25.002516),(63 24.811312),(64 24.671219),(65 24.952639),(66 24.44481),(67 24.603765),(68 24.784306),(69 25.078169),(70 24.79542),(71 24.645538),(72 24.660866),(73 25.34055),(74 25.299187),(75 25.147142),(76 25.444546),(77 25.536797),(78 25.296501),(79 25.209604),
(1 18.601997),(2 20.710398),(3 21.498554),(4 22.037523),(5 22.298216),(6 22.703005),(7 23.045746),(8 23.269712),(9 22.970789),(10 23.118652),(11 23.296503),(12 23.602962),(13 23.665796),(14 24.023594),(15 24.207321),(16 24.083773),(17 24.03949),(18 23.826132),(19 24.114962),(20 23.610823),(21 23.573616),(22 23.205463),(23 23.743229),(24 23.906633),(25 23.98961),(26 24.35896),(27 23.923864),(28 23.834845),(29 24.036608),(30 24.145575),(31 24.285158),(32 24.048096),(33 23.908262),(34 23.92444),(35 24.173779),(36 24.200956),(37 24.242926),(38 24.282055),(39 24.066149),(40 24.254204),(41 24.470236),(42 24.673306),(43 24.66751),(44 24.73394),(45 24.834452),(46 24.606905),(47 24.684996),(48 25.002617),(49 25.189783),(50 25.123209),(51 24.967356),(52 24.856754),(53 24.761389),(54 24.72582),(55 24.711142),(56 25.090906),(57 25.111162),(58 24.730007),(59 25.02595),(60 24.626024),(61 24.697947),(62 24.705206),(63 24.654266),(64 24.504772),(65 24.503832),(66 24.144806),(67 24.285398),(68 24.42695),(69 24.20452),(70 23.914318),(71 23.761154),(72 23.904425),(73 24.031324),(74 24.275797),(75 24.3097),(76 24.44395),(77 24.658745),(78 24.326923),(79 24.32916),
(1 18.849552),(2 20.86006),(3 21.828575),(4 22.552282),(5 23.095234),(6 23.221445),(7 23.820621),(8 23.778244),(9 23.870333),(10 23.771751),(11 23.851828),(12 24.398905),(13 24.358196),(14 24.31051),(15 24.399803),(16 24.282177),(17 24.284147),(18 24.274794),(19 24.571083),(20 24.271938),(21 24.120476),(22 24.123487),(23 24.22661),(24 24.380379),(25 24.775629),(26 24.553394),(27 24.141523),(28 24.046371),(29 24.67737),(30 24.34963),(31 24.699608),(32 24.600872),(33 24.63602),(34 24.610312),(35 24.520359),(36 24.762379),(37 24.843529),(38 24.938467),(39 24.753347),(40 24.809845),(41 25.124018),(42 25.503506),(43 25.581112),(44 25.74709),(45 25.986147),(46 25.431997),(47 25.584457),(48 25.626646),(49 26.108974),(50 25.735756),(51 25.477814),(52 25.012085),(53 25.153198),(54 25.266884),(55 25.089663),(56 25.33921),(57 25.196709),(58 25.333595),(59 25.507044),(60 25.32274),(61 25.091923),(62 25.091476),(63 24.862535),(64 24.772823),(65 24.649376),(66 24.468277),(67 24.448881),(68 24.683147),(69 24.67444),(70 24.461407),(71 24.406519),(72 24.207178),(73 24.796362),(74 24.917482),(75 24.52652),(76 24.704254),(77 24.589008),(78 24.608181),(79 24.362211),
(1 18.496544),(2 20.81506),(3 21.495268),(4 21.848196),(5 22.302992),(6 22.575754),(7 22.792149),(8 22.727018),(9 22.825453),(10 22.638235),(11 22.982458),(12 23.226742),(13 23.499285),(14 23.421066),(15 23.362455),(16 23.615847),(17 23.63636),(18 23.540146),(19 23.783623),(20 23.254313),(21 23.300846),(22 23.162489),(23 23.674156),(24 23.562798),(25 23.935883),(26 23.928106),(27 23.515125),(28 23.58927),(29 23.84473),(30 23.961235),(31 24.064354),(32 23.749126),(33 23.785057),(34 23.984417),(35 24.035303),(36 24.323385),(37 24.175238),(38 24.3043),(39 24.309074),(40 24.472656),(41 24.747337),(42 24.887),(43 24.685204),(44 24.982824),(45 25.286598),(46 25.223478),(47 25.2011),(48 25.188978),(49 24.945837),(50 24.844019),(51 24.638617),(52 24.536325),(53 24.997623),(54 25.08307),(55 24.753675),(56 24.636892),(57 24.875795),(58 24.42456),(59 24.523731),(60 24.495087),(61 24.5417),(62 24.331867),(63 24.149675),(64 24.108437),(65 24.10006),(66 23.834604),(67 24.008692),(68 23.912895),(69 23.793114),(70 23.540466),(71 23.780722),(72 23.776106),(73 23.841022),(74 24.148659),(75 24.103327),(76 24.273846),(77 24.927334),(78 24.830473),(79 24.498854),
(1 18.296673),(2 20.573315),(3 21.406296),(4 21.466244),(5 21.952707),(6 22.334385),(7 22.693188),(8 22.624304),(9 22.897148),(10 22.846472),(11 22.743473),(12 22.812029),(13 23.211836),(14 23.157757),(15 23.45311),(16 23.334858),(17 23.554005),(18 23.395235),(19 23.451376),(20 23.205364),(21 23.011677),(22 23.106234),(23 23.574812),(24 23.497213),(25 23.76283),(26 23.83113),(27 23.606094),(28 23.82359),(29 23.227222),(30 23.201366),(31 23.50834),(32 23.46941),(33 23.633139),(34 23.481419),(35 23.455164),(36 23.688574),(37 23.749996),(38 23.39238),(39 23.71797),(40 23.74548),(41 23.95069),(42 23.932074),(43 23.995512),(44 24.221405),(45 24.147865),(46 24.072285),(47 24.3185),(48 24.592522),(49 24.788048),(50 24.506742),(51 24.276941),(52 24.154066),(53 24.378872),(54 24.031471),(55 24.194197),(56 24.203173),(57 24.287394),(58 24.21701),(59 24.706133),(60 24.279974),(61 24.377098),(62 24.262623),(63 23.856213),(64 23.650843),(65 23.580843),(66 23.52441),(67 23.595049),(68 23.85772),(69 23.58297),(70 23.67034),(71 23.610466),(72 23.354832),(73 23.98907),(74 23.958519),(75 23.952345),(76 24.077494),(77 24.55132),(78 24.25307),(79 24.030685),
(1 18.470936),(2 20.395859),(3 21.608334),(4 21.890133),(5 22.44438),(6 22.687958),(7 22.97345),(8 22.996014),(9 23.256098),(10 22.97883),(11 23.004045),(12 23.031406),(13 23.230785),(14 23.210054),(15 23.334934),(16 23.4901),(17 23.976883),(18 23.528406),(19 23.568556),(20 23.218401),(21 23.62388),(22 23.53731),(23 23.832811),(24 23.569477),(25 23.461872),(26 23.412735),(27 23.35479),(28 23.58314),(29 23.48219),(30 23.316898),(31 23.467794),(32 23.53123),(33 23.76262),(34 23.48955),(35 23.612066),(36 23.775522),(37 23.829813),(38 23.616919),(39 23.813847),(40 24.081593),(41 24.232948),(42 24.25978),(43 24.601896),(44 24.813255),(45 24.839783),(46 24.487398),(47 24.672344),(48 24.76341),(49 24.91513),(50 24.654575),(51 24.955616),(52 24.408474),(53 24.466965),(54 24.655306),(55 24.747843),(56 24.664213),(57 24.74517),(58 24.788265),(59 24.933903),(60 24.578154),(61 24.50122),(62 24.494734),(63 24.34784),(64 24.13023),(65 24.071304),(66 23.87894),(67 23.971628),(68 23.988308),(69 23.949203),(70 23.542103),(71 23.70955),(72 23.734308),(73 24.162893),(74 24.051718),(75 23.93802),(76 24.237198),(77 24.497116),(78 24.270918),(79 24.178173),
(1 18.195494),(2 20.117687),(3 20.773285),(4 21.169113),(5 21.936039),(6 22.138945),(7 22.372814),(8 22.395355),(9 22.528673),(10 22.133816),(11 22.2955),(12 22.592304),(13 22.762362),(14 22.97701),(15 22.880943),(16 22.780945),(17 23.053701),(18 23.061348),(19 23.229225),(20 23.042177),(21 23.33514),(22 23.286005),(23 23.380787),(24 23.417095),(25 23.572622),(26 23.464682),(27 23.030064),(28 23.118486),(29 23.260094),(30 23.182394),(31 23.54099),(32 23.312761),(33 23.264688),(34 23.456936),(35 23.876347),(36 23.968094),(37 23.828142),(38 24.167038),(39 23.840075),(40 23.961742),(41 23.895517),(42 24.229313),(43 24.389479),(44 24.69261),(45 24.673504),(46 24.43658),(47 24.556747),(48 24.834394),(49 24.961418),(50 24.70283),(51 24.24576),(52 24.138916),(53 24.236002),(54 24.291426),(55 23.959974),(56 23.885416),(57 24.0546),(58 24.065859),(59 24.150444),(60 23.920092),(61 24.196365),(62 24.099295),(63 23.759428),(64 23.82169),(65 23.543474),(66 23.19897),(67 23.646671),(68 23.189299),(69 23.493208),(70 23.25234),(71 23.626314),(72 23.530035),(73 23.50665),(74 23.622654),(75 23.955202),(76 24.129848),(77 24.02757),(78 23.61074),(79 23.745363),
