1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12271.816),(2 39055.855),(3 83020.586),(4 139796.11),(5 203716.58),(6 261375.33),(7 325685.97),(8 404015.34),(9 474964.63),(10 550506.44),(11 633567.56),(12 739941.44),(13 852312.75),(14 986349),(15 1151457.4),(16 1324302.5),(17 1502736.1),(18 1688173.4),(19 1904986.6),(20 2134763),(21 2352161.3),(22 2584254.8),(23 2808211.3),(24 3057122.8),(25 3312610.8),(26 3599530.8),(27 3975324),(28 4358986.5),(29 4740877),(30 5218119.5),(31 5658296.5),(32 6129092),(33 6561521.5),(34 6991064),(35 7414197.5),(36 7833580),(37 8244606.5),(38 8672944),(39 9130784),(40 9625225),(41 10093247),(42 10614895),(43 11158509),(44 11746789),(45 12311741),(46 12912591),(47 13522744),(48 14081125),(49 14619725),(50 15144451),(51 15666651),(52 16199063),(53 16730783),(54 17278808),(55 17860766),(56 18465258),(57 19057558),(58 19565448),(59 20105330),(60 20671052),(61 21229990),(62 21774966),(63 22338758),(64 22912498),(65 23428762),(66 23957478),(67 24483190),(68 24963554),(69 25535390),(70 26092608),(71 26690170),(72 27251594),(73 27821310),(74 28352438),(75 28885934),(76 29394880),(77 29925494),(78 30441018),(79 31039186),
(1 155.00775),(2 180.93834),(3 199.61853),(4 214.34619),(5 223.22694),(6 231.76627),(7 236.1492),(8 242.5511),(9 245.84807),(10 250.38823),(11 252.41406),(12 250.45906),(13 248.81036),(14 251.20233),(15 257.60577),(16 258.5827),(17 259.06955),(18 263.25153),(19 266.4383),(20 264.32437),(21 266.05225),(22 269.21832),(23 270.02667),(24 267.9089),(25 274.4266),(26 274.37936),(27 277.13766),(28 278.14755),(29 278.13776),(30 281.6106),(31 286.9594),(32 286.65842),(33 287.89975),(34 291.53952),(35 291.5468),(36 294.63956),(37 295.34985),(38 295.13998),(39 292.18332),(40 290.72665),(41 288.97635),(42 288.3398),(43 291.6046),(44 288.8571),(45 287.9553),(46 285.56088),(47 285.89542),(48 280.34644),(49 279.19037),(50 282.2025),(51 287.37244),(52 282.3067),(53 281.29755),(54 284.7496),(55 281.8005),(56 281.3584),(57 281.02716),(58 281.04144),(59 283.90533),(60 283.2912),(61 285.27567),(62 289.4211),(63 288.55835),(64 287.39465),(65 291.03442),(66 293.20218),(67 296.4433),(68 296.61816),(69 296.89264),(70 298.39426),(71 299.10785),(72 293.1059),(73 287.774),(74 288.2796),(75 286.7055),(76 284.15744),(77 284.1316),(78 284.45364),(79 281.34796),
(1 147.01332),(2 172.0208),(3 190.40904),(4 202.81221),(5 211.58212),(6 223.06303),(7 230.19814),(8 237.75984),(9 240.33377),(10 245.89897),(11 248.88734),(12 251.61995),(13 251.02522),(14 252.69643),(15 250.12848),(16 252.96815),(17 253.3623),(18 256.23047),(19 260.34058),(20 262.99747),(21 263.2026),(22 264.09106),(23 271.2642),(24 265.87274),(25 267.33325),(26 268.74893),(27 272.32535),(28 271.26868),(29 270.6998),(30 277.58566),(31 279.38815),(32 279.9076),(33 281.42346),(34 283.20697),(35 284.06976),(36 284.99023),(37 281.4781),(38 283.11127),(39 280.4243),(40 275.97977),(41 271.64728),(42 271.5932),(43 270.10345),(44 266.12103),(45 267.2004),(46 264.52896),(47 265.18793),(48 261.69894),(49 263.17352),(50 261.7126),(51 263.30215),(52 263.23486),(53 263.46353),(54 266.76053),(55 266.0295),(56 266.91156),(57 270.12085),(58 269.81433),(59 271.64453),(60 268.3445),(61 270.8947),(62 270.10675),(63 273.9939),(64 270.75574),(65 271.29077),(66 273.18704),(67 273.8082),(68 276.2605),(69 280.89194),(70 279.55933),(71 282.22815),(72 283.83524),(73 283.37796),(74 289.4583),(75 286.93005),(76 289.2375),(77 283.40137),(78 285.17142),(79 283.9845),
(1 147.9048),(2 171.25511),(3 186.11542),(4 200.86229),(5 210.56714),(6 222.42702),(7 228.22412),(8 237.0568),(9 242.954),(10 246.37343),(11 250.07025),(12 250.6938),(13 253.6358),(14 253.58284),(15 261.68735),(16 258.2002),(17 261.06573),(18 267.98804),(19 267.4865),(20 268.30063),(21 265.6275),(22 263.3442),(23 265.65228),(24 266.6025),(25 265.79483),(26 266.629),(27 269.48584),(28 272.39722),(29 272.99542),(30 279.33957),(31 278.86737),(32 277.34927),(33 278.4307),(34 275.20334),(35 277.79538),(36 274.98862),(37 277.61023),(38 273.67358),(39 271.8985),(40 267.6937),(41 266.14548),(42 267.74603),(43 263.81027),(44 263.65875),(45 264.00952),(46 270.56982),(47 266.61142),(48 265.91953),(49 269.76038),(50 269.68237),(51 267.20883),(52 270.6791),(53 270.04462),(54 268.5009),(55 270.1292),(56 273.3279),(57 272.72955),(58 271.963),(59 273.6143),(60 272.2891),(61 277.6154),(62 279.3696),(63 285.92636),(64 286.25677),(65 285.7831),(66 287.9193),(67 290.14026),(68 288.18613),(69 290.436),(70 290.6803),(71 289.5974),(72 286.11746),(73 284.04236),(74 284.3543),(75 284.75067),(76 283.06424),(77 276.14258),(78 275.87012),(79 277.76892),
(1 141.90611),(2 168.37622),(3 188.38919),(4 200.51906),(5 207.70833),(6 215.8785),(7 221.87833),(8 230.80356),(9 237.64359),(10 243.87575),(11 246.24962),(12 247.8695),(13 252.54724),(14 250.72307),(15 254.75679),(16 255.8422),(17 260.16727),(18 263.43436),(19 258.50552),(20 260.12164),(21 259.77725),(22 256.75793),(23 261.11917),(24 261.1356),(25 256.81143),(26 258.1407),(27 263.07022),(28 266.67255),(29 267.28033),(30 268.45343),(31 267.96695),(32 269.93835),(33 269.88297),(34 261.34247),(35 262.37354),(36 262.7013),(37 260.35623),(38 256.77338),(39 259.5796),(40 255.10168),(41 256.12097),(42 256.18582),(43 257.1134),(44 257.45227),(45 258.14355),(46 258.3313),(47 255.12537),(48 254.97801),(49 254.14874),(50 252.82956),(51 254.07106),(52 254.75938),(53 249.83463),(54 255.98163),(55 256.23563),(56 259.05087),(57 260.38193),(58 262.50998),(59 261.71225),(60 260.6688),(61 261.17285),(62 263.67642),(63 264.64432),(64 263.49115),(65 260.5072),(66 260.7494),(67 263.866),(68 261.80167),(69 265.0612),(70 263.03946),(71 264.27124),(72 263.523),(73 264.8634),(74 267.64078),(75 266.0505),(76 267.75378),(77 263.15234),(78 266.96),(79 265.89322),
(1 142.61049),(2 165.13687),(3 188.61789),(4 201.65274),(5 210.41501),(6 220.18622),(7 228.69975),(8 235.57121),(9 241.1949),(10 249.01022),(11 251.57051),(12 252.15422),(13 255.39272),(14 259.75497),(15 265.01474),(16 265.63974),(17 268.6155),(18 270.47314),(19 266.90808),(20 264.69647),(21 266.40707),(22 264.11505),(23 264.53296),(24 261.71768),(25 263.10028),(26 265.757),(27 268.37943),(28 269.20657),(29 274.3006),(30 276.8235),(31 276.54556),(32 279.43784),(33 281.31625),(34 280.4073),(35 279.62784),(36 275.45425),(37 272.88785),(38 270.59146),(39 269.1417),(40 268.07697),(41 266.65878),(42 267.57285),(43 266.10593),(44 264.936),(45 267.36288),(46 264.81146),(47 269.81448),(48 269.057),(49 269.80585),(50 268.3093),(51 268.15952),(52 269.12497),(53 267.04736),(54 266.22342),(55 266.3805),(56 266.58066),(57 271.69537),(58 268.31354),(59 268.56616),(60 266.56027),(61 270.63617),(62 273.93085),(63 272.4931),(64 270.151),(65 267.84354),(66 268.91565),(67 265.4015),(68 264.60016),(69 263.3862),(70 261.59753),(71 265.0884),(72 263.5632),(73 262.0438),(74 265.2243),(75 267.54926),(76 267.83005),(77 262.71915),(78 260.9378),(79 265.5608),
(1 140.3825),(2 166.82317),(3 187.7323),(4 205.96545),(5 210.74748),(6 224.17058),(7 231.55946),(8 240.45857),(9 243.90385),(10 249.16817),(11 250.39726),(12 252.99583),(13 254.4957),(14 255.55586),(15 259.43295),(16 257.9926),(17 258.53653),(18 259.4697),(19 257.8973),(20 260.5905),(21 260.0325),(22 260.82462),(23 258.06326),(24 257.01),(25 254.97719),(26 259.8933),(27 260.264),(28 261.2265),(29 262.16452),(30 265.97415),(31 263.26285),(32 266.1978),(33 261.31635),(34 260.84232),(35 259.22897),(36 257.32535),(37 256.99503),(38 257.09158),(39 259.2131),(40 256.53915),(41 251.77606),(42 254.9564),(43 259.57782),(44 261.4617),(45 264.43173),(46 263.76462),(47 267.65338),(48 268.279),(49 269.24243),(50 271.27554),(51 273.2677),(52 270.00378),(53 267.81412),(54 262.43375),(55 262.9076),(56 264.43384),(57 260.56824),(58 259.24615),(59 260.15146),(60 256.8757),(61 259.54642),(62 262.1768),(63 266.825),(64 266.74957),(65 266.75467),(66 267.03748),(67 270.51813),(68 271.51837),(69 269.92477),(70 271.5215),(71 269.8225),(72 267.97983),(73 266.94998),(74 264.23648),(75 264.22107),(76 265.8826),(77 264.60498),(78 262.03177),(79 262.43918),
(1 137.91782),(2 163.61333),(3 181.56032),(4 195.72894),(5 202.63559),(6 212.15787),(7 217.72966),(8 225.2962),(9 229.32713),(10 231.67296),(11 231.1471),(12 236.54832),(13 239.86417),(14 239.34386),(15 241.13461),(16 241.09607),(17 239.53027),(18 244.84294),(19 242.94125),(20 244.13686),(21 241.66782),(22 241.88588),(23 245.9356),(24 244.49477),(25 242.38803),(26 246.04546),(27 249.92961),(28 251.18794),(29 250.40395),(30 254.74886),(31 257.63083),(32 254.46815),(33 253.79527),(34 250.8784),(35 251.65103),(36 249.92209),(37 250.57014),(38 253.15665),(39 257.4979),(40 253.95697),(41 257.9794),(42 259.50012),(43 259.1995),(44 257.00137),(45 259.25552),(46 255.7627),(47 258.14905),(48 258.98514),(49 259.34338),(50 254.72414),(51 255.05154),(52 252.31223),(53 252.77032),(54 254.70831),(55 253.63167),(56 254.53143),(57 254.45291),(58 251.50089),(59 255.4338),(60 256.5774),(61 260.3689),(62 259.391),(63 262.53287),(64 258.7164),(65 260.5856),(66 259.36148),(67 259.95807),(68 264.51193),(69 262.48358),(70 258.76974),(71 261.5469),(72 254.77255),(73 254.40877),(74 257.71265),(75 261.44485),(76 261.92325),(77 261.54984),(78 260.7035),(79 260.88284),
(1 137.40456),(2 159.8567),(3 179.91562),(4 191.06444),(5 198.83868),(6 206.1808),(7 215.24425),(8 224.61258),(9 229.07828),(10 233.05666),(11 232.21991),(12 236.00449),(13 242.21951),(14 241.72646),(15 243.20439),(16 242.69878),(17 241.97026),(18 244.72818),(19 242.28864),(20 241.21126),(21 240.33308),(22 240.05298),(23 236.58499),(24 241.59435),(25 238.1222),(26 240.04625),(27 242.02583),(28 242.03891),(29 241.08101),(30 247.66718),(31 246.05319),(32 245.66765),(33 246.9341),(34 243.16565),(35 244.9538),(36 244.01405),(37 242.01668),(38 245.33374),(39 248.84917),(40 244.87996),(41 246.21361),(42 245.73378),(43 239.17744),(44 239.68347),(45 243.02208),(46 241.86592),(47 243.89925),(48 240.9718),(49 246.41249),(50 246.83669),(51 244.74432),(52 243.61267),(53 243.70848),(54 242.16122),(55 242.84174),(56 247.04361),(57 245.53923),(58 245.07602),(59 246.10245),(60 248.59454),(61 248.46762),(62 246.20476),(63 251.6248),(64 248.32967),(65 248.7015),(66 242.89989),(67 240.60052),(68 244.07616),(69 243.58455),(70 240.34016),(71 239.81027),(72 236.19112),(73 238.68935),(74 242.24103),(75 247.2547),(76 248.76848),(77 248.61884),(78 249.72571),(79 251.07925),
(1 132.53925),(2 154.53688),(3 174.54018),(4 184.44873),(5 192.45134),(6 200.03273),(7 208.15193),(8 214.86336),(9 221.86137),(10 223.98915),(11 225.67331),(12 224.6632),(13 226.57039),(14 231.49681),(15 230.68506),(16 229.3153),(17 228.61218),(18 231.15651),(19 234.67458),(20 237.1169),(21 237.7713),(22 237.56215),(23 237.68031),(24 240.28952),(25 243.58191),(26 247.1231),(27 251.73131),(28 250.07356),(29 247.41669),(30 250.39122),(31 247.60878),(32 247.80524),(33 248.41432),(34 247.09503),(35 249.91003),(36 247.40092),(37 244.39624),(38 246.42844),(39 249.62955),(40 247.29652),(41 247.54538),(42 245.36119),(43 248.43196),(44 248.51292),(45 248.03017),(46 244.61708),(47 246.50218),(48 242.90523),(49 244.83087),(50 245.6701),(51 243.12459),(52 239.1746),(53 239.0911),(54 241.16608),(55 239.3221),(56 242.03026),(57 243.04855),(58 245.41052),(59 246.60225),(60 246.68555),(61 245.81837),(62 245.79681),(63 247.01337),(64 245.18568),(65 244.70673),(66 247.48457),(67 243.11888),(68 245.57121),(69 246.54483),(70 244.5906),(71 244.31451),(72 242.12714),(73 242.00539),(74 241.80028),(75 246.03574),(76 246.31813),(77 240.8787),(78 243.89613),(79 244.13454),
(1 133.48586),(2 154.723),(3 174.38164),(4 188.31297),(5 196.59105),(6 205.24649),(7 209.39351),(8 217.64519),(9 218.0739),(10 220.71034),(11 223.09845),(12 220.407),(13 223.38516),(14 226.75366),(15 230.56517),(16 229.13287),(17 228.70746),(18 231.44482),(19 230.36124),(20 232.62741),(21 232.51196),(22 233.35016),(23 235.1734),(24 237.00224),(25 239.4581),(26 241.61635),(27 240.52632),(28 241.13603),(29 242.51636),(30 242.84576),(31 241.02844),(32 239.01392),(33 239.02283),(34 239.80984),(35 243.97527),(36 241.9562),(37 242.02469),(38 244.7579),(39 243.87431),(40 242.00354),(41 238.75551),(42 239.03261),(43 237.71957),(44 238.86778),(45 239.34995),(46 239.3214),(47 239.20596),(48 239.40689),(49 238.9941),(50 238.91386),(51 236.71193),(52 239.80713),(53 240.67676),(54 240.89598),(55 240.58087),(56 239.91824),(57 241.89964),(58 238.29138),(59 242.88727),(60 242.24336),(61 242.65388),(62 242.87561),(63 242.51549),(64 242.5078),(65 242.25894),(66 244.89632),(67 246.05026),(68 244.3129),(69 245.95517),(70 242.45041),(71 243.68428),(72 242.25053),(73 244.75032),(74 243.2988),(75 245.4287),(76 244.79623),(77 242.79655),(78 243.70349),(79 247.36244),
(1 130.90149),(2 152.69397),(3 171.73326),(4 186.68341),(5 193.41322),(6 200.33003),(7 208.87593),(8 215.10066),(9 217.56819),(10 216.5833),(11 219.3358),(12 220.13142),(13 222.53001),(14 225.83708),(15 226.73508),(16 223.76785),(17 223.63918),(18 227.44046),(19 224.88005),(20 228.71107),(21 225.86234),(22 228.9049),(23 228.18236),(24 230.56325),(25 231.30316),(26 232.75372),(27 235.71341),(28 235.03584),(29 232.51651),(30 237.02092),(31 235.382),(32 232.41495),(33 232.27644),(34 234.1111),(35 235.6208),(36 234.03868),(37 233.71597),(38 234.31856),(39 234.8947),(40 235.43843),(41 233.68317),(42 231.95465),(43 233.0986),(44 233.06393),(45 230.09598),(46 228.30858),(47 228.50871),(48 225.28409),(49 231.92035),(50 231.02377),(51 230.51793),(52 229.36821),(53 229.69525),(54 230.99992),(55 230.64435),(56 232.91252),(57 233.04695),(58 231.02863),(59 232.654),(60 230.98927),(61 233.22856),(62 231.5695),(63 234.28653),(64 234.30739),(65 232.9796),(66 230.83803),(67 228.04167),(68 228.75804),(69 228.57104),(70 229.20567),(71 232.91301),(72 227.95158),(73 229.74858),(74 233.64935),(75 235.16129),(76 233.28484),(77 231.64935),(78 234.64142),(79 234.61893),
(1 129.61977),(2 154.24933),(3 175.671),(4 191.10211),(5 195.69814),(6 203.96265),(7 206.45872),(8 208.9605),(9 213.99353),(10 216.09268),(11 219.61862),(12 219.04309),(13 222.1338),(14 228.27223),(15 228.74696),(16 228.01566),(17 225.73329),(18 229.81148),(19 231.00858),(20 234.72922),(21 233.53993),(22 235.33221),(23 237.44604),(24 240.09897),(25 242.21387),(26 241.52182),(27 244.23703),(28 242.18042),(29 240.68996),(30 242.44986),(31 242.83139),(32 239.27068),(33 237.40291),(34 235.72598),(35 239.15076),(36 238.60783),(37 237.17987),(38 236.74304),(39 237.65837),(40 236.09183),(41 235.18599),(42 240.5066),(43 244.01169),(44 243.35445),(45 244.03699),(46 239.50896),(47 241.90161),(48 240.14851),(49 243.67493),(50 239.80739),(51 242.05785),(52 240.58847),(53 238.54108),(54 236.90999),(55 235.9764),(56 238.06467),(57 235.31735),(58 235.78314),(59 237.86661),(60 238.23354),(61 238.59471),(62 238.63254),(63 245.5261),(64 247.48943),(65 246.75606),(66 247.69308),(67 248.83176),(68 245.49316),(69 242.80992),(70 241.0861),(71 240.90843),(72 237.82307),(73 240.86237),(74 239.31303),(75 241.00873),(76 242.40205),(77 241.89392),(78 244.7666),(79 241.67853),
(1 129.25983),(2 156.50325),(3 175.87798),(4 187.40082),(5 191.5507),(6 200.47392),(7 204.87141),(8 208.79659),(9 213.6395),(10 212.32407),(11 214.4671),(12 217.61829),(13 220.5764),(14 223.33005),(15 222.05037),(16 225.02164),(17 224.71909),(18 229.11119),(19 226.03519),(20 229.21869),(21 227.93188),(22 230.01872),(23 233.10004),(24 232.60397),(25 232.85132),(26 235.13118),(27 234.29659),(28 235.69339),(29 231.82591),(30 232.97554),(31 233.98785),(32 236.84013),(33 238.76228),(34 239.37122),(35 242.68002),(36 239.98514),(37 243.83878),(38 239.77077),(39 239.50377),(40 237.7549),(41 236.16422),(42 234.33983),(43 235.39438),(44 238.72821),(45 236.41937),(46 236.05035),(47 235.72131),(48 234.91936),(49 235.75824),(50 236.0763),(51 239.80092),(52 240.72678),(53 241.07732),(54 237.86293),(55 241.3615),(56 240.66939),(57 238.72218),(58 235.23163),(59 237.55635),(60 236.33734),(61 238.07631),(62 240.33484),(63 246.24635),(64 243.4027),(65 242.47641),(66 242.92564),(67 242.53314),(68 241.64308),(69 244.50793),(70 241.29704),(71 245.17564),(72 241.65459),(73 243.91035),(74 242.11263),(75 242.43091),(76 243.74844),(77 243.58438),(78 243.95273),(79 247.48409),
(1 125.08724),(2 150.12962),(3 169.08398),(4 181.15108),(5 188.86707),(6 197.03716),(7 198.51494),(8 204.87044),(9 207.36244),(10 207.20909),(11 208.63269),(12 213.85461),(13 218.3866),(14 221.16574),(15 222.44928),(16 222.57042),(17 224.2499),(18 228.02216),(19 225.87997),(20 229.5521),(21 230.90034),(22 232.50568),(23 234.50327),(24 232.28284),(25 230.39081),(26 230.2261),(27 230.26662),(28 228.06062),(29 228.29977),(30 229.54018),(31 230.71593),(32 229.4144),(33 230.59705),(34 230.14278),(35 232.44566),(36 230.52252),(37 231.93103),(38 233.50183),(39 232.60873),(40 229.42738),(41 230.06326),(42 230.80908),(43 229.83733),(44 228.77422),(45 226.06053),(46 226.5462),(47 226.05553),(48 228.62016),(49 229.79955),(50 228.95094),(51 231.9654),(52 231.7757),(53 231.96173),(54 228.7528),(55 229.81976),(56 230.51152),(57 226.36185),(58 226.50282),(59 227.23462),(60 227.88736),(61 231.59451),(62 227.17723),(63 228.48695),(64 231.03407),(65 229.33842),(66 226.97464),(67 227.84023),(68 230.72824),(69 229.29744),(70 227.9469),(71 228.7055),(72 227.66722),(73 228.44766),(74 229.97037),(75 228.80414),(76 233.44737),(77 233.23245),(78 234.1907),(79 234.27908),
(1 130.32155),(2 153.42648),(3 174.97055),(4 184.84639),(5 190.13342),(6 198.33034),(7 201.88095),(8 207.45155),(9 210.23016),(10 211.82062),(11 215.81432),(12 217.62477),(13 222.32922),(14 219.34845),(15 222.56139),(16 218.0432),(17 222.6533),(18 226.09053),(19 222.56941),(20 223.89151),(21 225.87767),(22 226.1345),(23 228.48715),(24 226.36305),(25 230.97295),(26 231.2526),(27 233.7091),(28 231.66338),(29 230.96162),(30 233.01666),(31 228.49811),(32 230.13914),(33 231.02164),(34 230.7019),(35 232.00677),(36 229.81499),(37 229.70029),(38 231.39955),(39 230.1685),(40 234.61444),(41 236.65448),(42 236.97182),(43 234.39714),(44 232.49548),(45 232.6678),(46 228.96265),(47 231.72554),(48 231.21431),(49 234.47444),(50 232.54204),(51 233.98811),(52 234.14189),(53 231.31561),(54 227.0388),(55 228.21254),(56 228.04706),(57 225.9758),(58 226.64987),(59 230.11902),(60 230.13724),(61 230.60368),(62 230.97487),(63 235.12935),(64 233.97388),(65 237.32271),(66 236.89531),(67 235.24222),(68 234.69315),(69 236.92155),(70 232.14377),(71 232.44789),(72 231.32472),(73 229.9339),(74 227.57841),(75 230.2248),(76 231.58987),(77 229.43683),(78 232.67366),(79 234.0435),
(1 125.946686),(2 148.36832),(3 167.29453),(4 180.781),(5 186.84294),(6 194.64821),(7 199.63118),(8 203.89522),(9 205.48645),(10 207.7173),(11 207.94934),(12 208.30759),(13 210.82547),(14 211.97766),(15 217.04663),(16 218.71294),(17 219.17679),(18 221.38855),(19 226.06633),(20 227.51312),(21 227.17145),(22 229.94893),(23 232.08748),(24 229.35783),(25 231.80722),(26 230.63402),(27 229.86443),(28 225.74893),(29 229.16805),(30 230.07373),(31 227.92563),(32 226.88222),(33 228.92607),(34 229.27104),(35 231.38206),(36 231.74374),(37 235.19353),(38 233.15622),(39 232.76424),(40 230.49841),(41 232.72647),(42 233.94818),(43 230.02144),(44 228.60626),(45 232.99937),(46 230.83897),(47 229.46835),(48 231.5097),(49 234.29964),(50 233.81636),(51 232.21156),(52 229.61986),(53 230.10797),(54 226.07947),(55 224.05653),(56 223.76752),(57 226.74097),(58 225.49394),(59 233.83789),(60 229.25554),(61 230.81671),(62 230.82375),(63 233.95837),(64 232.75037),(65 233.12163),(66 236.27112),(67 233.51775),(68 233.92976),(69 236.7077),(70 239.14859),(71 237.06676),(72 235.70407),(73 235.61967),(74 235.43346),(75 235.46953),(76 241.78975),(77 236.50804),(78 237.3698),(79 237.76335),
(1 127.44892),(2 149.91002),(3 171.59032),(4 181.55916),(5 189.3651),(6 196.47261),(7 201.31079),(8 203.92116),(9 204.19905),(10 203.21611),(11 206.14786),(12 207.94649),(13 210.99495),(14 212.59367),(15 211.96619),(16 215.85606),(17 218.22821),(18 218.9834),(19 218.02356),(20 218.45091),(21 219.03674),(22 220.83987),(23 222.12003),(24 221.15877),(25 221.344),(26 220.90172),(27 220.17427),(28 219.49962),(29 218.68933),(30 223.23065),(31 222.13257),(32 221.56049),(33 223.37813),(34 224.20273),(35 225.70085),(36 226.79942),(37 225.02989),(38 224.07144),(39 226.2638),(40 227.05847),(41 229.13304),(42 224.97801),(43 226.3489),(44 225.38376),(45 226.13943),(46 222.60663),(47 223.46033),(48 223.26723),(49 228.89198),(50 228.25356),(51 231.8245),(52 231.22675),(53 225.86476),(54 225.49336),(55 223.26544),(56 222.94756),(57 225.79141),(58 226.86864),(59 228.78311),(60 227.95447),(61 231.16473),(62 231.82172),(63 235.20671),(64 234.98936),(65 235.76901),(66 237.51154),(67 232.00691),(68 233.95242),(69 231.8523),(70 228.80424),(71 228.34955),(72 225.3268),(73 226.91284),(74 228.1892),(75 232.02133),(76 234.19334),(77 231.28712),(78 230.11494),(79 230.8549),
(1 125.98962),(2 148.3084),(3 166.20284),(4 179.62323),(5 188.55473),(6 197.22571),(7 199.79633),(8 204.4554),(9 203.41866),(10 201.57877),(11 204.09926),(12 205.34547),(13 209.15681),(14 211.08228),(15 213.48993),(16 213.28711),(17 215.7304),(18 218.04155),(19 217.23288),(20 219.75797),(21 216.98228),(22 217.21356),(23 216.88234),(24 218.19778),(25 216.35298),(26 217.96887),(27 220.5916),(28 220.14735),(29 218.0651),(30 222.98071),(31 220.8548),(32 220.7109),(33 222.19943),(34 224.90125),(35 224.25192),(36 224.61226),(37 222.71463),(38 219.93167),(39 219.57304),(40 219.94144),(41 216.67436),(42 219.55557),(43 219.34906),(44 222.45934),(45 219.1208),(46 220.56934),(47 219.82841),(48 219.41609),(49 221.39868),(50 218.42892),(51 217.5692),(52 222.98221),(53 217.71329),(54 221.91602),(55 222.96944),(56 224.45453),(57 224.61679),(58 222.75665),(59 225.80746),(60 226.1974),(61 224.76367),(62 224.98781),(63 227.67044),(64 226.74641),(65 229.59924),(66 229.63011),(67 229.76747),(68 229.2438),(69 229.29605),(70 227.56831),(71 229.1746),(72 227.29578),(73 225.47182),(74 225.14879),(75 226.67375),(76 226.66382),(77 225.9027),(78 227.46297),(79 228.6331),
