1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 726318.06),(2 2043110),(3 3419749.8),(4 4336164),(5 5234471.5),(6 6104669.5),(7 7037050.5),(8 8217792),(9 9678833),(10 10774543),(11 11633835),(12 11964169),(13 12451037),(14 13263048),(15 14565968),(16 15811289),(17 17571978),(18 19285386),(19 20172176),(20 20895414),(21 21310664),(22 21877842),(23 22717472),(24 23505146),(25 24222208),(26 24825272),(27 25033264),(28 25013058),(29 25039654),(30 25312808),(31 25422678),(32 26106912),(33 26736698),(34 27120304),(35 26868288),(36 26884336),(37 27416266),(38 28570558),(39 29620738),(40 30360258),(41 30740752),(42 31372808),(43 32232000),(44 32775090),(45 33289712),(46 33300682),(47 33638436),(48 34386236),(49 34706884),(50 35061810),(51 35587970),(52 35995276),(53 37033668),(54 38781748),(55 40720132),(56 42467212),(57 43424144),(58 43422364),(59 44400124),(60 45539996),(61 47232660),(62 48858450),(63 50782156),(64 52198420),(65 53533588),(66 53829764),(67 54630370),(68 56302468),(69 57341748),(70 57908850),(71 58223584),(72 58716588),(73 60438060),(74 61752896),(75 62905860),(76 63828864),(77 64885390),(78 65315820),(79 66165580),
(1 868.2575),(2 912.83105),(3 937.7217),(4 945.085),(5 940.4494),(6 942.354),(7 935.31104),(8 935.38007),(9 939.7327),(10 936.3058),(11 936.0064),(12 938.917),(13 943.7779),(14 926.0452),(15 928.8322),(16 927.6875),(17 921.3959),(18 943.0035),(19 948.5907),(20 951.2223),(21 940.57806),(22 940.3459),(23 934.46216),(24 930.8437),(25 927.68933),(26 931.5141),(27 946.21387),(28 938.05035),(29 930.55035),(30 927.832),(31 936.6009),(32 931.88947),(33 938.7073),(34 943.4055),(35 943.9546),(36 942.8427),(37 947.102),(38 955.142),(39 929.4356),(40 931.05334),(41 946.26483),(42 935.1388),(43 936.1571),(44 935.4966),(45 937.3625),(46 932.74396),(47 927.41974),(48 923.3788),(49 918.05096),(50 904.3141),(51 912.21387),(52 912.81323),(53 924.6329),(54 916.2672),(55 916.2016),(56 909.53735),(57 896.1923),(58 904.64136),(59 923.0076),(60 933.7635),(61 929.2858),(62 933.9383),(63 939.0664),(64 926.93823),(65 915.2446),(66 924.0278),(67 921.5603),(68 925.66455),(69 947.9907),(70 954.81506),(71 939.8517),(72 915.54596),(73 921.02704),(74 906.14825),(75 907.88666),(76 917.9458),(77 921.16644),(78 930.156),(79 939.4124),
(1 843.1282),(2 891.4394),(3 921.6802),(4 931.0224),(5 933.6129),(6 933.701),(7 937.56476),(8 933.7764),(9 929.7266),(10 931.0806),(11 923.24994),(12 935.96405),(13 933.9648),(14 940.6137),(15 926.36664),(16 940.78015),(17 936.06824),(18 917.8229),(19 919.38196),(20 912.62866),(21 903.71545),(22 906.60785),(23 917.73285),(24 920.08044),(25 927.8191),(26 927.8772),(27 914.0126),(28 915.3163),(29 914.16205),(30 934.08636),(31 925.8977),(32 924.1668),(33 932.3981),(34 936.8213),(35 938.7966),(36 925.5246),(37 920.09955),(38 930.1575),(39 921.46173),(40 921.94183),(41 921.4675),(42 933.9752),(43 925.919),(44 939.39624),(45 943.6151),(46 924.2651),(47 914.8306),(48 915.0468),(49 906.3858),(50 898.3547),(51 918.54346),(52 915.0609),(53 922.7585),(54 894.43835),(55 909.86646),(56 897.57135),(57 898.2731),(58 884.344),(59 906.4411),(60 909.55414),(61 901.763),(62 913.62146),(63 900.9014),(64 900.28394),(65 913.25824),(66 917.2348),(67 915.2033),(68 919.719),(69 913.5199),(70 925.75366),(71 919.7203),(72 913.9596),(73 904.6073),(74 916.6961),(75 904.16644),(76 904.0516),(77 908.51495),(78 922.7735),(79 921.58655),
(1 830.12805),(2 874.69867),(3 888.4814),(4 889.34796),(5 907.56555),(6 888.82434),(7 897.14417),(8 888.5236),(9 884.0477),(10 895.4308),(11 894.98145),(12 898.0386),(13 894.38544),(14 893.8161),(15 892.6124),(16 905.3878),(17 892.29016),(18 902.61005),(19 895.3653),(20 906.6689),(21 887.06213),(22 893.9312),(23 879.0399),(24 885.70605),(25 883.3367),(26 885.80615),(27 883.81433),(28 883.30035),(29 876.76166),(30 875.5174),(31 891.7192),(32 881.93835),(33 899.5114),(34 898.7476),(35 892.7324),(36 898.03485),(37 884.30225),(38 887.2486),(39 879.6703),(40 873.2338),(41 873.36926),(42 876.4377),(43 888.9574),(44 884.41974),(45 882.8508),(46 873.2682),(47 878.1147),(48 867.8826),(49 861.6085),(50 862.4435),(51 862.06647),(52 873.6427),(53 867.8093),(54 864.6288),(55 860.37445),(56 858.31445),(57 861.0157),(58 868.80664),(59 874.8017),(60 895.20917),(61 887.323),(62 899.70233),(63 879.93353),(64 879.98267),(65 865.2956),(66 879.3994),(67 874.6614),(68 887.3166),(69 889.4284),(70 882.0683),(71 878.9585),(72 878.0753),(73 869.2437),(74 869.2409),(75 873.2879),(76 866.52454),(77 874.51825),(78 887.74963),(79 897.608),
(1 835.0309),(2 875.54736),(3 897.77594),(4 904.3965),(5 896.0226),(6 894.1958),(7 878.842),(8 888.92236),(9 907.68744),(10 905.2976),(11 885.2291),(12 902.2965),(13 899.3863),(14 894.3926),(15 887.052),(16 899.83386),(17 912.19916),(18 899.6532),(19 905.74243),(20 905.41736),(21 889.64954),(22 906.35486),(23 897.1534),(24 898.19995),(25 888.7504),(26 903.02356),(27 913.3895),(28 917.0229),(29 895.3122),(30 894.1546),(31 895.4818),(32 924.03375),(33 911.5135),(34 907.8729),(35 904.05414),(36 905.11664),(37 908.25446),(38 909.752),(39 904.4164),(40 910.1966),(41 907.55206),(42 901.6731),(43 886.25244),(44 899.5193),(45 893.12604),(46 899.62195),(47 890.1995),(48 892.46704),(49 876.7055),(50 865.0534),(51 866.2484),(52 878.5215),(53 882.7693),(54 887.7954),(55 879.582),(56 870.4932),(57 868.65216),(58 869.7961),(59 895.8398),(60 906.5545),(61 903.27997),(62 903.96704),(63 899.6427),(64 891.139),(65 883.3173),(66 882.36365),(67 883.0986),(68 886.5479),(69 896.24756),(70 912.4523),(71 880.95953),(72 881.1831),(73 861.6692),(74 863.04865),(75 871.9023),(76 888.5697),(77 887.8299),(78 887.69226),(79 883.3069),
(1 799.1159),(2 844.99335),(3 880.4955),(4 888.3008),(5 897.0594),(6 901.0056),(7 900.19763),(8 877.6154),(9 873.5122),(10 872.5585),(11 866.0139),(12 879.92413),(13 878.07605),(14 888.51086),(15 885.60156),(16 881.6751),(17 872.4607),(18 870.42706),(19 864.37775),(20 865.28345),(21 861.03),(22 868.4784),(23 866.04517),(24 872.0805),(25 865.678),(26 865.45496),(27 860.4473),(28 872.7003),(29 866.1306),(30 865.089),(31 860.02875),(32 875.84625),(33 865.24176),(34 881.9187),(35 886.11804),(36 879.69086),(37 885.9569),(38 882.2453),(39 864.36273),(40 866.85974),(41 872.34143),(42 895.6092),(43 885.6733),(44 891.8582),(45 889.5199),(46 874.9764),(47 867.0696),(48 872.0127),(49 852.4152),(50 863.46515),(51 873.6088),(52 864.60516),(53 868.41895),(54 862.389),(55 858.3887),(56 848.9824),(57 857.2508),(58 849.0349),(59 855.2756),(60 857.24615),(61 874.617),(62 876.40857),(63 867.35126),(64 868.9952),(65 858.8751),(66 860.98645),(67 869.8918),(68 865.2025),(69 875.68445),(70 875.5479),(71 864.53687),(72 873.94104),(73 860.1181),(74 874.8855),(75 858.5052),(76 859.4217),(77 860.2988),(78 873.095),(79 872.4798),
(1 800.493),(2 858.13715),(3 883.78235),(4 897.68695),(5 889.8864),(6 871.13116),(7 876.92175),(8 870.8546),(9 884.4563),(10 878.285),(11 872.28156),(12 880.5888),(13 881.9616),(14 886.05286),(15 898.3872),(16 891.8095),(17 891.9062),(18 880.4035),(19 880.4735),(20 890.4938),(21 875.6617),(22 883.7057),(23 871.87146),(24 883.20197),(25 873.40155),(26 882.24316),(27 896.08105),(28 886.61066),(29 868.95374),(30 860.38824),(31 872.8276),(32 882.72284),(33 887.5497),(34 874.38434),(35 875.69855),(36 864.4847),(37 874.2401),(38 875.4496),(39 862.00745),(40 872.3088),(41 857.21136),(42 870.6803),(43 875.31506),(44 868.23334),(45 872.9356),(46 857.0108),(47 847.3593),(48 864.1934),(49 854.0753),(50 863.00256),(51 863.01715),(52 862.00806),(53 860.34717),(54 874.7115),(55 858.9743),(56 851.04724),(57 858.81726),(58 854.0508),(59 865.25775),(60 874.838),(61 885.5535),(62 878.84753),(63 884.0951),(64 856.825),(65 868.2671),(66 862.9583),(67 866.27783),(68 875.3362),(69 896.4948),(70 887.41003),(71 867.72864),(72 855.9279),(73 858.23834),(74 855.23773),(75 860.04236),(76 866.9567),(77 871.70374),(78 873.3223),(79 866.5121),
(1 779.8201),(2 837.2581),(3 847.0294),(4 853.3664),(5 850.71045),(6 855.4769),(7 845.7463),(8 840.1562),(9 860.3607),(10 852.04816),(11 854.7013),(12 855.39014),(13 850.3663),(14 850.1766),(15 839.1503),(16 849.94604),(17 846.13666),(18 867.3346),(19 852.06177),(20 848.88947),(21 845.5088),(22 848.6863),(23 843.25336),(24 851.92),(25 856.48145),(26 850.1922),(27 853.1749),(28 852.4543),(29 841.54333),(30 846.2609),(31 849.088),(32 853.5616),(33 852.19403),(34 860.6166),(35 851.3099),(36 850.3502),(37 845.4154),(38 855.30786),(39 846.2509),(40 859.0077),(41 847.8419),(42 848.55756),(43 859.57465),(44 856.83655),(45 850.95917),(46 843.84454),(47 829.9139),(48 837.41846),(49 839.4455),(50 829.521),(51 821.3632),(52 821.9556),(53 832.80084),(54 829.03503),(55 833.84204),(56 829.6435),(57 821.25793),(58 826.0479),(59 842.3731),(60 845.725),(61 839.51624),(62 856.0623),(63 850.5875),(64 844.66077),(65 846.5834),(66 828.3437),(67 838.67017),(68 840.51764),(69 858.1598),(70 858.23303),(71 833.59717),(72 830.2798),(73 824.9463),(74 817.56256),(75 826.224),(76 841.1546),(77 840.8252),(78 841.81915),(79 853.91077),
(1 752.07526),(2 795.5068),(3 827.3205),(4 818.2476),(5 828.0794),(6 826.02814),(7 837.8247),(8 824.0934),(9 829.05426),(10 830.18445),(11 832.02924),(12 827.81134),(13 836.3436),(14 834.22125),(15 824.0941),(16 836.1524),(17 834.99426),(18 830.53046),(19 825.44806),(20 821.916),(21 809.3389),(22 812.35675),(23 825.26294),(24 815.0208),(25 819.22864),(26 825.3851),(27 823.3237),(28 824.9971),(29 816.01807),(30 811.424),(31 815.52985),(32 826.90735),(33 823.3623),(34 813.8101),(35 809.1961),(36 800.8186),(37 800.36566),(38 813.1842),(39 806.8131),(40 802.23425),(41 809.7622),(42 804.3988),(43 810.0349),(44 817.3968),(45 825.70746),(46 798.32776),(47 792.7812),(48 794.27203),(49 795.6215),(50 807.85345),(51 802.98267),(52 813.0757),(53 806.3347),(54 802.6608),(55 809.14154),(56 801.3379),(57 807.8201),(58 819.45526),(59 819.8238),(60 814.85205),(61 819.223),(62 827.72144),(63 817.78436),(64 812.5924),(65 806.84766),(66 820.9433),(67 824.5273),(68 822.48346),(69 823.2906),(70 823.6273),(71 818.5838),(72 813.0431),(73 817.022),(74 827.1176),(75 822.4071),(76 809.0849),(77 816.3294),(78 813.891),(79 829.0835),
(1 783.15875),(2 828.564),(3 850.5517),(4 858.0154),(5 865.3038),(6 854.0153),(7 844.4439),(8 846.84045),(9 846.59656),(10 847.7238),(11 849.1481),(12 843.8893),(13 846.0701),(14 837.3967),(15 847.17236),(16 842.3403),(17 843.38965),(18 847.3711),(19 844.01373),(20 830.02716),(21 836.09375),(22 830.3386),(23 828.96045),(24 837.9297),(25 833.25275),(26 835.185),(27 829.95044),(28 839.68164),(29 833.0025),(30 827.1416),(31 831.8209),(32 823.2221),(33 824.8532),(34 827.0542),(35 840.2265),(36 831.8376),(37 820.28076),(38 829.08136),(39 830.1421),(40 828.8677),(41 831.16235),(42 838.83154),(43 829.8457),(44 837.27637),(45 833.41547),(46 818.6522),(47 816.26117),(48 819.86584),(49 818.83984),(50 827.6399),(51 801.5724),(52 823.59076),(53 834.8462),(54 809.59845),(55 809.5929),(56 805.42816),(57 813.76556),(58 827.7563),(59 841.468),(60 835.1247),(61 837.5376),(62 844.2686),(63 836.4155),(64 821.1842),(65 831.6686),(66 824.43823),(67 831.5209),(68 843.32715),(69 854.804),(70 848.5688),(71 832.50494),(72 825.918),(73 825.9239),(74 810.5222),(75 821.61017),(76 823.85846),(77 818.04034),(78 841.10046),(79 837.3203),
(1 752.2651),(2 780.58057),(3 800.78064),(4 805.09247),(5 796.009),(6 796.7276),(7 790.5137),(8 791.62994),(9 804.55316),(10 804.72656),(11 805.36694),(12 810.00854),(13 802.30273),(14 802.3042),(15 802.0995),(16 803.1353),(17 800.565),(18 811.3297),(19 824.2989),(20 805.10626),(21 804.97046),(22 796.1891),(23 800.50323),(24 792.4455),(25 799.0572),(26 809.6794),(27 808.0684),(28 813.074),(29 794.0766),(30 795.986),(31 796.85583),(32 806.46545),(33 806.22034),(34 821.48566),(35 816.289),(36 812.0586),(37 814.87604),(38 805.9416),(39 811.82477),(40 813.729),(41 810.22003),(42 814.5983),(43 800.7637),(44 805.91705),(45 810.17773),(46 804.13556),(47 800.40045),(48 806.0143),(49 793.02155),(50 790.9622),(51 785.66187),(52 799.9717),(53 813.0271),(54 797.8325),(55 806.965),(56 801.23267),(57 786.19904),(58 795.06476),(59 796.1219),(60 808.7019),(61 817.4985),(62 825.9409),(63 802.8046),(64 797.10126),(65 790.4295),(66 790.8192),(67 800.7542),(68 801.41614),(69 818.01996),(70 802.3982),(71 802.7108),(72 798.42786),(73 801.1945),(74 792.1129),(75 780.65155),(76 805.3501),(77 792.8499),(78 803.1709),(79 799.6524),
(1 759.851),(2 790.91315),(3 819.43884),(4 822.93604),(5 830.3693),(6 824.0976),(7 827.5611),(8 819.77954),(9 819.53125),(10 820.96387),(11 822.21783),(12 820.63477),(13 816.23193),(14 830.3668),(15 815.46375),(16 817.14526),(17 817.67865),(18 810.85657),(19 815.12866),(20 800.8112),(21 797.94885),(22 788.74786),(23 790.43005),(24 797.12836),(25 792.59924),(26 798.2986),(27 793.64935),(28 805.71124),(29 791.6627),(30 792.249),(31 796.057),(32 793.4765),(33 794.08594),(34 811.8764),(35 810.1364),(36 802.83),(37 818.2909),(38 801.2656),(39 805.0845),(40 811.7039),(41 800.28894),(42 815.995),(43 807.5605),(44 807.99506),(45 813.29175),(46 806.60535),(47 805.22687),(48 785.4534),(49 789.7598),(50 784.73254),(51 782.30707),(52 801.0474),(53 799.6856),(54 788.95776),(55 808.3372),(56 804.50244),(57 788.61896),(58 787.48535),(59 796.94446),(60 801.8684),(61 811.8526),(62 809.9928),(63 793.72253),(64 792.2748),(65 788.36346),(66 805.2532),(67 806.45905),(68 798.6441),(69 811.9591),(70 805.87537),(71 800.9565),(72 801.2763),(73 797.4769),(74 788.7467),(75 797.06573),(76 796.5914),(77 795.8654),(78 801.9488),(79 808.1834),
(1 724.22217),(2 766.37335),(3 792.1439),(4 795.5868),(5 796.6591),(6 787.29486),(7 783.63025),(8 790.0212),(9 788.74084),(10 792.1939),(11 791.90985),(12 799.9512),(13 789.9926),(14 780.8047),(15 782.53754),(16 776.8028),(17 791.7587),(18 779.568),(19 779.588),(20 769.0972),(21 782.4839),(22 778.7506),(23 777.8502),(24 775.0724),(25 780.5756),(26 780.90454),(27 775.3009),(28 778.0208),(29 775.387),(30 769.11566),(31 787.1436),(32 786.3828),(33 779.8267),(34 796.84955),(35 798.2419),(36 789.10785),(37 791.64624),(38 786.0244),(39 781.3363),(40 779.9225),(41 768.16754),(42 784.9695),(43 779.67126),(44 772.3253),(45 774.7143),(46 781.9354),(47 771.98),(48 762.06024),(49 767.2557),(50 772.67487),(51 760.5716),(52 776.08997),(53 772.2099),(54 758.32996),(55 763.6157),(56 775.0987),(57 761.09283),(58 765.2863),(59 766.68744),(60 780.14386),(61 775.2034),(62 780.9636),(63 783.3099),(64 761.62024),(65 761.57434),(66 775.7169),(67 771.85876),(68 777.3654),(69 789.7676),(70 771.1189),(71 773.93976),(72 773.9862),(73 768.5472),(74 765.6802),(75 761.9437),(76 771.32367),(77 772.3478),(78 776.46045),(79 783.33545),
(1 711.2088),(2 752.4423),(3 777.8246),(4 786.2172),(5 780.3674),(6 778.7582),(7 766.913),(8 774.5168),(9 782.0789),(10 793.07666),(11 778.45856),(12 771.8363),(13 765.87616),(14 781.0457),(15 763.4941),(16 774.5827),(17 792.8789),(18 791.37286),(19 789.04706),(20 780.9198),(21 785.2454),(22 770.4228),(23 768.5355),(24 771.35486),(25 768.551),(26 788.41266),(27 788.0232),(28 768.4352),(29 760.4944),(30 760.9803),(31 763.32965),(32 785.8),(33 771.04767),(34 777.97174),(35 786.94214),(36 778.5243),(37 780.6759),(38 786.9696),(39 772.7232),(40 766.84015),(41 769.7288),(42 783.38403),(43 781.9792),(44 764.1098),(45 770.8676),(46 768.8206),(47 769.0526),(48 763.24567),(49 766.6599),(50 762.50964),(51 754.60614),(52 762.1585),(53 766.3832),(54 760.30927),(55 765.58167),(56 756.78186),(57 740.7061),(58 754.53595),(59 757.6383),(60 782.3166),(61 775.84406),(62 783.6225),(63 777.25995),(64 767.015),(65 769.0676),(66 760.47675),(67 763.6677),(68 760.9321),(69 769.34534),(70 778.18585),(71 766.3085),(72 758.3672),(73 743.28125),(74 745.9893),(75 752.8484),(76 759.7485),(77 753.1831),(78 762.98773),(79 768.70593),
(1 719.8172),(2 767.63605),(3 802.12164),(4 807.113),(5 806.0109),(6 808.24585),(7 791.5812),(8 785.3429),(9 770.38245),(10 795.0355),(11 794.842),(12 791.31244),(13 795.5215),(14 804.67926),(15 788.64606),(16 791.3663),(17 785.7389),(18 780.6075),(19 783.0331),(20 772.04443),(21 773.26245),(22 777.8278),(23 770.7262),(24 787.0763),(25 770.45184),(26 781.36505),(27 775.67),(28 770.4356),(29 767.6714),(30 770.54724),(31 771.2821),(32 775.5222),(33 782.2918),(34 778.5392),(35 777.57104),(36 765.4629),(37 769.5224),(38 780.78174),(39 757.647),(40 772.5981),(41 777.9495),(42 775.5668),(43 786.0763),(44 774.72577),(45 774.686),(46 768.97705),(47 758.96814),(48 763.6319),(49 751.8218),(50 763.0262),(51 751.3747),(52 773.5711),(53 770.8065),(54 758.6333),(55 752.6332),(56 753.5938),(57 756.75104),(58 761.962),(59 773.1141),(60 779.5631),(61 776.6581),(62 782.0358),(63 771.9034),(64 762.5263),(65 772.1633),(66 775.43915),(67 785.8205),(68 792.12714),(69 797.8196),(70 790.49744),(71 784.7518),(72 784.784),(73 784.8226),(74 771.3514),(75 782.7857),(76 794.03815),(77 785.9094),(78 802.13635),(79 797.9949),
(1 686.5477),(2 731.169),(3 733.53894),(4 748.4364),(5 762.5514),(6 758.5483),(7 755.065),(8 752.80054),(9 751.704),(10 760.015),(11 754.7725),(12 746.1326),(13 757.51306),(14 755.5408),(15 752.1782),(16 751.2968),(17 754.66095),(18 749.9765),(19 748.17523),(20 745.1063),(21 749.2712),(22 741.7834),(23 740.71716),(24 745.2513),(25 749.7451),(26 738.87726),(27 744.3065),(28 752.73376),(29 742.76154),(30 744.08325),(31 734.5545),(32 737.7215),(33 748.48566),(34 749.581),(35 742.12585),(36 745.83575),(37 740.0039),(38 746.8234),(39 736.36163),(40 750.2446),(41 748.06067),(42 761.31366),(43 756.70465),(44 745.61975),(45 750.8511),(46 733.49634),(47 737.01886),(48 737.8296),(49 723.56915),(50 727.3114),(51 721.19073),(52 735.3115),(53 733.3153),(54 731.77374),(55 734.107),(56 730.00525),(57 733.7686),(58 729.1571),(59 738.2756),(60 744.46063),(61 745.06415),(62 749.907),(63 746.499),(64 735.8205),(65 740.3886),(66 737.7842),(67 737.36206),(68 743.81067),(69 754.0949),(70 744.76184),(71 734.4853),(72 736.5047),(73 733.4357),(74 733.2473),(75 741.7379),(76 736.0807),(77 733.0868),(78 755.8714),(79 746.88904),
(1 674.388),(2 721.86304),(3 749.1978),(4 733.76654),(5 732.91345),(6 734.4459),(7 729.65094),(8 733.6018),(9 738.5877),(10 735.74316),(11 725.2156),(12 728.0522),(13 741.63),(14 742.36786),(15 733.5619),(16 741.6422),(17 752.91626),(18 757.88617),(19 757.63116),(20 759.6416),(21 751.9241),(22 744.73413),(23 739.2149),(24 737.5328),(25 744.6285),(26 741.49207),(27 744.1101),(28 751.1495),(29 730.4309),(30 732.0853),(31 743.0999),(32 748.10236),(33 755.84845),(34 751.95667),(35 740.92035),(36 746.72003),(37 740.7934),(38 746.13293),(39 737.5353),(40 737.4164),(41 741.6272),(42 732.67175),(43 741.8041),(44 726.2138),(45 720.7164),(46 726.707),(47 736.2803),(48 748.0489),(49 725.37067),(50 729.2962),(51 722.23157),(52 729.79553),(53 741.36444),(54 738.5539),(55 741.65845),(56 724.18146),(57 728.61615),(58 734.13934),(59 735.4702),(60 748.2892),(61 745.35754),(62 748.4104),(63 752.00244),(64 746.07086),(65 747.7209),(66 739.75684),(67 735.36426),(68 741.4119),(69 747.1454),(70 752.0068),(71 741.71014),(72 734.3001),(73 735.64996),(74 735.1644),(75 725.0977),(76 725.53516),(77 744.79596),(78 741.11414),(79 740.8327),
(1 679.2354),(2 715.5824),(3 715.71063),(4 739.328),(5 740.1119),(6 751.43054),(7 743.23303),(8 732.9873),(9 733.3017),(10 735.0485),(11 726.31744),(12 734.36804),(13 746.19653),(14 729.9387),(15 743.2987),(16 731.4903),(17 736.6364),(18 741.81085),(19 736.8228),(20 726.8276),(21 720.8642),(22 720.69257),(23 717.6081),(24 727.3001),(25 720.723),(26 734.7188),(27 730.0178),(28 725.5734),(29 724.6778),(30 723.1074),(31 723.2294),(32 728.0789),(33 718.2886),(34 733.5921),(35 730.91943),(36 720.8525),(37 726.3348),(38 733.7555),(39 728.46844),(40 722.83594),(41 725.1206),(42 724.3548),(43 726.8169),(44 742.19324),(45 728.4828),(46 715.9842),(47 713.14404),(48 705.5789),(49 707.92084),(50 722.30164),(51 715.5012),(52 708.6883),(53 728.73846),(54 719.84436),(55 717.4921),(56 718.8679),(57 718.6188),(58 709.6385),(59 729.4352),(60 725.219),(61 729.5426),(62 738.4235),(63 724.6839),(64 714.603),(65 725.629),(66 724.5759),(67 730.9031),(68 736.76263),(69 744.533),(70 736.96857),(71 729.03796),(72 736.5793),(73 729.6514),(74 727.4925),(75 725.93335),(76 733.348),(77 726.9822),(78 729.67365),(79 739.4104),
(1 666.4415),(2 706.854),(3 728.33624),(4 732.4464),(5 721.3778),(6 724.5917),(7 724.8039),(8 717.67456),(9 730.4737),(10 724.0923),(11 722.96704),(12 730.1042),(13 729.6077),(14 732.1794),(15 731.7807),(16 711.45575),(17 717.4006),(18 724.5753),(19 718.4545),(20 724.0353),(21 713.4977),(22 720.99384),(23 711.8674),(24 714.4867),(25 717.33405),(26 718.3496),(27 710.76196),(28 714.9517),(29 713.99567),(30 706.6676),(31 709.67804),(32 717.9453),(33 719.3869),(34 724.1932),(35 730.9489),(36 721.2111),(37 716.6585),(38 714.77704),(39 714.78314),(40 719.42316),(41 716.2407),(42 720.0467),(43 714.4365),(44 713.75006),(45 715.1239),(46 697.54504),(47 699.27924),(48 700.6252),(49 700.441),(50 693.33136),(51 697.1626),(52 717.1587),(53 699.1425),(54 701.93494),(55 711.19824),(56 702.71765),(57 696.0493),(58 697.8298),(59 716.7157),(60 725.65704),(61 718.07764),(62 724.1251),(63 711.653),(64 705.21533),(65 712.9948),(66 713.67175),(67 711.9158),(68 729.6278),(69 731.7366),(70 732.8621),(71 720.26904),(72 712.76996),(73 713.18634),(74 712.68555),(75 716.94324),(76 707.39886),(77 711.5419),(78 715.95447),(79 719.8191),
