1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 84.594986),(2 98.69032),(3 104.25122),(4 110.275696),(5 112.95968),(6 114.082985),(7 116.073326),(8 118.80924),(9 119.37096),(10 120.19897),(11 121.29204),(12 123.65661),(13 124.036896),(14 123.27656),(15 121.87311),(16 123.44327),(17 121.767555),(18 122.560585),(19 122.013145),(20 120.59367),(21 122.4705),(22 123.2895),(23 121.83996),(24 122.374954),(25 125.0863),(26 123.37225),(27 124.728226),(28 126.73821),(29 126.25259),(30 125.53756),(31 127.97813),(32 126.17399),(33 129.63289),(34 126.89949),(35 127.028404),(36 128.1745),(37 126.49705),(38 127.33679),(39 127.839806),(40 126.43602),(41 126.8076),(42 128.1807),(43 127.81058),(44 127.2582),(45 128.48799),(46 126.849915),(47 126.661354),(48 128.90141),(49 127.80561),(50 130.1934),(51 129.24397),(52 129.12363),(53 131.16867),(54 128.87616),(55 130.62335),(56 129.9829),(57 130.3366),(58 132.22008),(59 131.10182),(60 131.3905),(61 132.34427),(62 130.98944),(63 130.51526),(64 131.66138),(65 130.01529),(66 132.09126),(67 131.0986),(68 130.82443),(69 131.5599),(70 131.5856),(71 132.53456),(72 134.54747),(73 132.92583),(74 131.04288),(75 133.58626),(76 132.94226),(77 132.42685),(78 132.5418),(79 131.33223),
(1 84.35914),(2 99.01061),(3 104.3853),(4 109.98294),(5 113.88048),(6 114.707146),(7 117.596954),(8 119.44009),(9 120.53118),(10 122.67268),(11 124.165565),(12 124.39801),(13 125.06919),(14 123.066475),(15 122.95786),(16 124.75701),(17 123.02245),(18 123.05482),(19 123.84523),(20 123.23596),(21 124.64723),(22 125.7438),(23 124.50121),(24 124.433365),(25 126.20352),(26 124.69468),(27 126.275955),(28 128.81587),(29 126.40483),(30 125.67927),(31 127.61683),(32 127.63212),(33 130.29593),(34 128.48944),(35 128.37595),(36 129.71443),(37 127.95888),(38 129.1036),(39 129.19176),(40 128.59248),(41 128.5174),(42 129.93457),(43 130.4311),(44 131.00279),(45 131.50868),(46 129.79652),(47 130.44695),(48 130.35086),(49 130.06133),(50 131.7126),(51 128.39224),(52 128.02182),(53 130.34375),(54 127.76459),(55 130.79842),(56 128.75146),(57 128.7778),(58 131.50972),(59 131.429),(60 131.69524),(61 133.05171),(62 133.08313),(63 130.8129),(64 131.71126),(65 129.41153),(66 131.03119),(67 130.28108),(68 131.04387),(69 133.19339),(70 132.42575),(71 132.053),(72 135.42491),(73 134.33275),(74 133.22174),(75 136.69499),(76 135.59036),(77 136.41887),(78 134.678),(79 134.58546),
(1 81.37782),(2 95.649956),(3 101.13887),(4 106.47986),(5 110.07855),(6 110.946304),(7 113.36417),(8 115.70838),(9 116.53538),(10 117.8581),(11 119.28032),(12 120.6575),(13 121.331375),(14 121.382675),(15 121.82772),(16 122.25007),(17 121.36798),(18 121.66401),(19 122.14647),(20 119.836365),(21 121.90327),(22 122.78207),(23 121.299736),(24 120.78239),(25 123.65159),(26 121.87376),(27 122.547134),(28 125.19344),(29 122.90632),(30 123.61123),(31 124.86538),(32 124.098854),(33 127.59313),(34 125.37106),(35 125.8075),(36 126.15426),(37 125.74004),(38 126.61112),(39 128.07083),(40 127.46546),(41 126.92092),(42 128.11145),(43 127.16902),(44 127.49249),(45 129.00502),(46 127.91633),(47 127.694046),(48 129.02937),(49 127.91758),(50 128.25523),(51 127.67043),(52 127.64962),(53 129.7864),(54 127.50534),(55 129.08942),(56 128.01643),(57 128.51094),(58 129.48665),(59 127.91566),(60 127.68699),(61 130.41475),(62 129.49347),(63 128.4991),(64 129.24373),(65 127.730606),(66 127.716324),(67 127.31293),(68 127.97507),(69 129.8766),(70 128.94812),(71 127.85003),(72 129.14114),(73 127.963),(74 127.24262),(75 130.17223),(76 131.31555),(77 131.02843),(78 131.48067),(79 130.49362),
(1 82.29169),(2 96.28995),(3 102.90228),(4 107.45806),(5 112.31563),(6 112.67312),(7 115.21665),(8 116.53127),(9 117.37878),(10 118.95119),(11 120.69802),(12 121.56714),(13 122.15943),(14 120.52368),(15 121.232216),(16 123.25811),(17 121.228386),(18 121.93466),(19 122.74928),(20 121.4578),(21 122.33949),(22 123.80721),(23 121.77612),(24 121.679596),(25 124.9524),(26 123.86144),(27 123.51803),(28 126.74146),(29 125.18705),(30 124.334435),(31 126.47802),(32 124.564575),(33 126.95729),(34 124.993576),(35 125.992455),(36 127.19464),(37 125.07772),(38 125.84053),(39 127.74343),(40 126.22542),(41 126.54014),(42 127.96853),(43 127.476135),(44 126.93536),(45 127.57711),(46 127.26353),(47 128.51486),(48 129.56285),(49 127.38693),(50 127.84746),(51 126.64859),(52 126.47787),(53 127.933105),(54 126.57269),(55 127.179306),(56 126.27164),(57 126.41867),(58 126.87221),(59 126.463005),(60 126.10129),(61 128.7651),(62 127.441376),(63 125.48289),(64 126.90821),(65 127.60307),(66 129.19305),(67 128.4292),(68 128.71167),(69 129.52052),(70 128.69846),(71 127.67609),(72 129.35542),(73 130.74289),(74 131.14624),(75 132.80841),(76 131.39003),(77 133.36496),(78 131.38757),(79 129.13316),
(1 82.12517),(2 94.04634),(3 100.61997),(4 104.809944),(5 109.765236),(6 110.4148),(7 112.79678),(8 114.250854),(9 115.05285),(10 115.93112),(11 118.391045),(12 118.70797),(13 120.13486),(14 118.47009),(15 118.84787),(16 120.889984),(17 118.33977),(18 119.22857),(19 120.18667),(20 118.760895),(21 120.53492),(22 120.794205),(23 119.096176),(24 118.875145),(25 121.67441),(26 122.474075),(27 123.38775),(28 125.0362),(29 123.8311),(30 122.804085),(31 124.04201),(32 123.16869),(33 124.64157),(34 124.16649),(35 124.64763),(36 126.46827),(37 124.8093),(38 125.19935),(39 126.486534),(40 125.24283),(41 125.58442),(42 126.9623),(43 127.527306),(44 127.23078),(45 126.742134),(46 126.58428),(47 125.055786),(48 125.63458),(49 125.33805),(50 127.46898),(51 125.381134),(52 125.30755),(53 127.32239),(54 125.75982),(55 126.29113),(56 124.092224),(57 126.14381),(58 126.35154),(59 123.63825),(60 124.30144),(61 126.15874),(62 124.32729),(63 124.196884),(64 124.95948),(65 125.04962),(66 125.83248),(67 125.546486),(68 126.066574),(69 126.68349),(70 125.76846),(71 124.4948),(72 125.728874),(73 123.92105),(74 125.6548),(75 127.45045),(76 125.979645),(77 127.35094),(78 125.67939),(79 126.30999),
(1 80.22827),(2 92.46819),(3 99.070595),(4 103.85962),(5 108.706184),(6 108.8962),(7 112.54654),(8 113.80418),(9 112.71595),(10 113.86007),(11 115.95097),(12 115.03827),(13 116.593414),(14 116.01121),(15 114.76189),(16 116.01551),(17 115.87472),(18 115.650696),(19 117.60709),(20 116.66524),(21 117.495445),(22 118.10073),(23 117.49221),(24 117.43625),(25 121.189026),(26 121.17868),(27 122.175476),(28 124.35772),(29 121.371254),(30 121.04901),(31 123.489716),(32 122.49745),(33 124.49812),(34 122.15158),(35 122.21491),(36 124.58307),(37 124.04122),(38 123.58968),(39 124.48808),(40 122.268005),(41 122.24307),(42 124.21422),(43 124.25425),(44 124.15798),(45 125.47815),(46 124.64892),(47 123.351494),(48 125.0019),(49 125.32262),(50 126.19256),(51 124.3039),(52 123.422646),(53 125.95567),(54 124.993454),(55 125.88162),(56 123.52655),(57 124.13458),(58 125.19654),(59 123.26613),(60 123.09009),(61 125.6022),(62 124.2609),(63 123.50978),(64 125.56545),(65 124.388466),(66 124.895134),(67 124.40905),(68 123.92327),(69 124.64007),(70 123.99356),(71 122.5422),(72 124.46332),(73 123.2361),(74 123.40594),(75 125.683266),(76 124.088455),(77 125.270706),(78 125.09679),(79 123.8077),
(1 80.7951),(2 93.21691),(3 99.22588),(4 104.460724),(5 110.10168),(6 111.06563),(7 114.41633),(8 114.92639),(9 114.058876),(10 114.110855),(11 116.1887),(12 116.53783),(13 118.87555),(14 117.96477),(15 118.042465),(16 119.81155),(17 117.595924),(18 117.59836),(19 118.75355),(20 116.54558),(21 118.12052),(22 118.83562),(23 117.010086),(24 116.58633),(25 119.7301),(26 118.89568),(27 120.19095),(28 123.775276),(29 121.450035),(30 121.867165),(31 123.22675),(32 122.38847),(33 124.316345),(34 122.36892),(35 123.32938),(36 126.09308),(37 123.40495),(38 124.22032),(39 125.05438),(40 123.30512),(41 123.06705),(42 123.442375),(43 123.77711),(44 122.929695),(45 124.77344),(46 122.95417),(47 124.67798),(48 125.22246),(49 123.198425),(50 124.601654),(51 122.46423),(52 122.46073),(53 124.77693),(54 123.05888),(55 123.92526),(56 123.31566),(57 122.43196),(58 123.38335),(59 122.87476),(60 121.81714),(61 124.12606),(62 123.606865),(63 123.2872),(64 125.45006),(65 123.928406),(66 123.700615),(67 123.5874),(68 124.64231),(69 124.506836),(70 124.371086),(71 124.31523),(72 126.99048),(73 125.09769),(74 124.45131),(75 127.02889),(76 124.79224),(77 125.8619),(78 125.224144),(79 125.57784),
(1 78.2725),(2 90.08247),(3 96.81574),(4 102.19624),(5 106.2178),(6 107.284805),(7 109.65593),(8 111.99017),(9 111.411606),(10 112.20485),(11 114.08566),(12 114.367355),(13 115.60802),(14 113.722916),(15 113.90185),(16 115.41343),(17 114.13009),(18 114.01769),(19 116.229454),(20 114.763306),(21 116.01078),(22 115.39567),(23 113.640594),(24 113.5557),(25 116.47058),(26 116.21515),(27 117.467804),(28 120.226585),(29 118.312675),(30 117.54114),(31 120.89072),(32 119.65029),(33 122.09726),(34 120.746086),(35 121.93056),(36 123.64229),(37 122.47902),(38 122.53422),(39 123.373886),(40 121.3408),(41 121.493454),(42 122.16033),(43 121.995514),(44 121.77069),(45 123.24044),(46 121.53812),(47 121.10286),(48 122.07284),(49 120.53155),(50 121.35403),(51 119.98347),(52 119.406075),(53 121.20247),(54 120.117935),(55 120.612366),(56 119.652725),(57 119.169945),(58 121.20256),(59 119.70317),(60 119.21246),(61 120.38569),(62 119.844284),(63 117.69377),(64 120.284386),(65 119.961685),(66 119.67197),(67 121.038185),(68 121.26601),(69 121.891106),(70 120.733086),(71 121.195694),(72 122.33896),(73 121.779915),(74 122.36103),(75 123.36476),(76 122.06442),(77 123.17251),(78 122.21853),(79 122.40974),
(1 76.994835),(2 88.790184),(3 95.39601),(4 99.86167),(5 104.58065),(6 104.34754),(7 105.936165),(8 108.69601),(9 108.82928),(10 109.75861),(11 111.72797),(12 112.64074),(13 112.57185),(14 112.45715),(15 112.218475),(16 114.440605),(17 113.26011),(18 113.35872),(19 114.58832),(20 113.17553),(21 114.57937),(22 114.48468),(23 113.05362),(24 112.68121),(25 116.694885),(26 115.237045),(27 117.04792),(28 120.11268),(29 116.822296),(30 116.29984),(31 119.158325),(32 118.76829),(33 118.91045),(34 117.45408),(35 118.5232),(36 118.74345),(37 119.544495),(38 119.7208),(39 119.1929),(40 118.06212),(41 118.11456),(42 119.320305),(43 119.37106),(44 118.304085),(45 119.93911),(46 118.22317),(47 118.17604),(48 119.10977),(49 116.41771),(50 118.865456),(51 119.119675),(52 117.85351),(53 119.659225),(54 118.56108),(55 120.25677),(56 118.644135),(57 119.252975),(58 119.93521),(59 119.55009),(60 119.09545),(61 120.96762),(62 118.999725),(63 118.13969),(64 119.65249),(65 118.94388),(66 118.84527),(67 119.41088),(68 119.50559),(69 121.514244),(70 120.19882),(71 120.35316),(72 121.89037),(73 121.80448),(74 120.67215),(75 123.19166),(76 121.29316),(77 120.97638),(78 120.17824),(79 120.401344),
(1 76.25586),(2 89.50525),(3 95.49222),(4 100.3124),(5 104.27434),(6 105.33324),(7 107.43071),(8 110.916885),(9 109.57427),(10 110.70286),(11 110.71417),(12 111.03279),(13 111.971016),(14 111.027885),(15 110.89958),(16 112.22529),(17 112.327286),(18 113.12079),(19 114.81162),(20 111.90264),(21 114.3699),(22 114.914696),(23 113.31557),(24 114.259476),(25 116.31647),(26 115.7133),(27 115.49148),(28 119.4489),(29 116.546486),(30 117.21977),(31 118.27351),(32 117.97841),(33 119.62503),(34 118.97739),(35 118.53166),(36 119.821205),(37 119.28984),(38 118.47027),(39 117.62741),(40 116.27666),(41 115.33453),(42 115.362236),(43 115.11719),(44 114.75237),(45 116.238174),(46 114.676834),(47 115.323235),(48 117.15782),(49 116.65819),(50 117.35021),(51 116.37742),(52 116.37706),(53 118.68672),(54 116.29167),(55 116.96467),(56 116.14564),(57 116.06521),(58 117.77913),(59 117.41928),(60 117.18748),(61 120.167206),(62 118.08154),(63 117.98437),(64 120.61324),(65 119.05952),(66 120.28821),(67 119.75009),(68 118.78744),(69 120.667305),(70 119.92662),(71 118.959465),(72 121.01205),(73 119.271774),(74 120.0996),(75 121.27266),(76 121.98573),(77 121.17713),(78 121.036644),(79 120.921906),
(1 75.99754),(2 88.75017),(3 95.36987),(4 99.95325),(5 103.19425),(6 104.8082),(7 107.055695),(8 109.53809),(9 109.17367),(10 109.379585),(11 111.35057),(12 110.341194),(13 112.877),(14 112.47555),(15 112.07183),(16 112.534386),(17 112.59682),(18 114.149826),(19 114.32347),(20 112.736786),(21 114.34014),(22 114.74062),(23 114.67594),(24 115.23646),(25 116.94468),(26 115.97442),(27 116.14341),(28 119.16857),(29 117.62453),(30 116.81497),(31 117.70617),(32 118.23976),(33 118.48149),(34 117.61376),(35 117.36355),(36 117.87075),(37 117.28601),(38 116.97085),(39 117.24875),(40 116.21875),(41 114.37672),(42 116.989716),(43 114.87113),(44 114.7264),(45 116.48364),(46 115.19042),(47 117.20063),(48 118.20761),(49 117.212265),(50 118.61038),(51 117.110794),(52 116.70218),(53 119.09523),(54 117.38151),(55 118.58541),(56 117.03665),(57 115.90998),(58 117.57831),(59 117.587074),(60 116.215675),(61 118.66874),(62 117.56363),(63 116.17348),(64 117.917244),(65 117.727455),(66 117.23902),(67 116.86308),(68 115.88589),(69 118.872635),(70 117.515465),(71 117.30584),(72 118.81875),(73 118.347275),(74 118.94975),(75 121.382385),(76 119.37387),(77 119.39449),(78 119.51732),(79 118.65016),
(1 74.51867),(2 88.47325),(3 94.79657),(4 100.33854),(5 102.97746),(6 102.659515),(7 104.70953),(8 107.749855),(9 106.94306),(10 108.32212),(11 110.03293),(12 110.02261),(13 112.02119),(14 111.60023),(15 112.06606),(16 112.54067),(17 112.11751),(18 113.220955),(19 115.678085),(20 113.55202),(21 113.64887),(22 114.929115),(23 114.88297),(24 115.93558),(25 118.48506),(26 117.98084),(27 119.09127),(28 121.04989),(29 119.42388),(30 118.58722),(31 120.5185),(32 119.42884),(33 120.41349),(34 118.27339),(35 117.988045),(36 118.88714),(37 117.69446),(38 117.576546),(39 118.732475),(40 117.01398),(41 116.039085),(42 118.10278),(43 115.2046),(44 115.79343),(45 116.366196),(46 114.30197),(47 115.35042),(48 117.19425),(49 115.29543),(50 117.199165),(51 116.01905),(52 116.90867),(53 118.4346),(54 116.25058),(55 118.454956),(56 117.01341),(57 116.287575),(58 117.923805),(59 117.86745),(60 116.46208),(61 117.68148),(62 117.27116),(63 116.00569),(64 117.744835),(65 116.517876),(66 116.80095),(67 115.95993),(68 115.78694),(69 117.34228),(70 115.38544),(71 115.35444),(72 116.04637),(73 115.78398),(74 114.47187),(75 118.00811),(76 116.19442),(77 118.77861),(78 116.98554),(79 116.0023),
(1 73.923164),(2 84.85507),(3 91.40742),(4 96.6544),(5 99.5829),(6 99.52741),(7 100.49293),(8 102.22124),(9 102.39003),(10 103.21238),(11 105.60833),(12 105.591156),(13 107.034546),(14 105.91097),(15 105.83323),(16 106.92951),(17 105.541336),(18 107.285355),(19 109.237305),(20 107.95412),(21 107.99806),(22 109.34122),(23 108.79085),(24 109.45027),(25 110.42261),(26 110.281975),(27 111.90175),(28 112.9723),(29 111.87262),(30 111.84391),(31 113.64044),(32 112.49691),(33 114.45876),(34 112.38696),(35 111.8072),(36 112.96397),(37 110.96652),(38 111.18842),(39 112.0363),(40 110.74146),(41 110.823204),(42 112.81381),(43 111.54831),(44 109.522865),(45 111.13385),(46 109.620865),(47 110.56935),(48 111.74001),(49 111.083855),(50 112.25041),(51 111.67503),(52 111.602715),(53 112.76876),(54 111.923775),(55 113.35995),(56 113.23596),(57 111.6589),(58 113.99047),(59 113.34435),(60 113.0018),(61 114.63405),(62 113.4391),(63 113.04771),(64 113.56159),(65 112.62429),(66 112.62737),(67 111.94388),(68 111.03499),(69 112.72987),(70 111.96835),(71 111.6514),(72 112.70715),(73 111.91583),(74 111.84246),(75 113.57538),(76 114.16045),(77 115.27085),(78 113.77919),(79 112.65205),
(1 72.8676),(2 83.57547),(3 89.958755),(4 93.81065),(5 98.6157),(6 98.922905),(7 100.74163),(8 102.54923),(9 103.19429),(10 103.81355),(11 105.14652),(12 106.384415),(13 107.62856),(14 106.847305),(15 106.126366),(16 107.5142),(17 106.599915),(18 107.57918),(19 110.399826),(20 108.108734),(21 108.50461),(22 109.675644),(23 109.191154),(24 110.836555),(25 113.12297),(26 113.32567),(27 113.056175),(28 115.55063),(29 114.572014),(30 112.56835),(31 114.86851),(32 113.2953),(33 115.22584),(34 113.30798),(35 113.063545),(36 114.396454),(37 113.25452),(38 113.71275),(39 115.961464),(40 113.29739),(41 113.12087),(42 115.0983),(43 114.612144),(44 113.33341),(45 113.10849),(46 111.92345),(47 112.26557),(48 113.01682),(49 111.88716),(50 114.445915),(51 113.280846),(52 113.346664),(53 114.31493),(54 113.862915),(55 113.679855),(56 112.66409),(57 112.36167),(58 114.00635),(59 113.50096),(60 113.02237),(61 114.09774),(62 112.46273),(63 111.99424),(64 112.37641),(65 110.47738),(66 111.756256),(67 111.079704),(68 111.36124),(69 111.05977),(70 111.44082),(71 112.23764),(72 113.46567),(73 111.65708),(74 112.31028),(75 113.88056),(76 113.50795),(77 113.74661),(78 112.62849),(79 111.351974),
(1 71.48696),(2 81.80326),(3 87.20243),(4 90.81053),(5 95.82714),(6 96.62309),(7 98.760315),(8 100.87453),(9 100.66835),(10 101.32941),(11 103.420456),(12 104.936775),(13 105.55685),(14 105.52378),(15 104.22241),(16 106.25585),(17 104.9278),(18 106.65668),(19 108.62708),(20 106.52376),(21 107.39839),(22 107.025375),(23 106.67247),(24 106.65764),(25 108.94259),(26 108.89445),(27 109.57585),(28 112.267166),(29 110.65149),(30 109.17885),(31 111.8338),(32 110.923836),(33 112.88009),(34 112.127075),(35 112.152435),(36 112.53293),(37 111.59777),(38 112.61622),(39 113.1813),(40 111.72237),(41 111.226715),(42 112.48475),(43 112.018326),(44 112.45224),(45 113.64492),(46 112.687096),(47 112.51394),(48 113.71442),(49 111.606476),(50 113.68164),(51 111.70188),(52 111.187805),(53 113.12739),(54 112.1151),(55 111.89834),(56 111.199524),(57 112.25744),(58 113.48961),(59 113.00918),(60 112.61206),(61 115.74763),(62 113.63318),(63 113.66846),(64 114.63232),(65 113.80602),(66 113.54594),(67 112.44321),(68 112.24993),(69 112.333534),(70 111.40766),(71 110.26545),(72 112.513985),(73 111.98217),(74 111.34219),(75 112.70253),(76 112.18366),(77 113.52339),(78 112.427414),(79 111.712555),
(1 70.72606),(2 81.47272),(3 87.127655),(4 90.76682),(5 96.63403),(6 96.945366),(7 99.64979),(8 101.88876),(9 101.94413),(10 102.48827),(11 103.96897),(12 104.7971),(13 106.12014),(14 105.3715),(15 104.149994),(16 104.833626),(17 104.40877),(18 103.790665),(19 106.73811),(20 104.82458),(21 104.17522),(22 106.00934),(23 106.64987),(24 106.14722),(25 106.81913),(26 107.60431),(27 108.73891),(28 110.11296),(29 109.792244),(30 108.86398),(31 111.27196),(32 111.41331),(33 113.115005),(34 111.84914),(35 113.30122),(36 113.933014),(37 113.33834),(38 113.28394),(39 113.86139),(40 112.730644),(41 112.98134),(42 114.29833),(43 113.2517),(44 111.93085),(45 112.78548),(46 111.92241),(47 111.37325),(48 113.160416),(49 111.143074),(50 113.30826),(51 112.23753),(52 110.601875),(53 112.54767),(54 111.92442),(55 111.35287),(56 111.09188),(57 109.58405),(58 110.48267),(59 108.72748),(60 108.346375),(61 110.304955),(62 109.04668),(63 108.75063),(64 109.97652),(65 109.76834),(66 110.571846),(67 109.52),(68 109.89502),(69 110.21833),(70 108.961075),(71 109.47948),(72 112.0665),(73 111.03452),(74 110.99769),(75 113.34125),(76 112.51569),(77 112.51665),(78 111.94026),(79 111.47791),
(1 70.53268),(2 81.744835),(3 87.85187),(4 92.23831),(5 96.394226),(6 97.9876),(7 100.73328),(8 102.318),(9 102.50281),(10 103.70885),(11 105.26811),(12 107.7765),(13 108.76911),(14 108.40835),(15 107.1991),(16 107.81346),(17 106.978035),(18 106.70471),(19 109.5893),(20 107.13583),(21 106.87237),(22 108.22741),(23 108.4372),(24 108.57532),(25 109.78506),(26 109.58125),(27 111.30812),(28 112.990074),(29 111.47759),(30 112.10642),(31 112.65024),(32 112.253784),(33 114.16005),(34 113.36063),(35 114.85142),(36 115.876656),(37 115.01357),(38 114.79056),(39 114.83131),(40 113.61649),(41 112.211945),(42 113.30714),(43 111.60175),(44 110.925125),(45 111.58606),(46 111.878914),(47 112.08529),(48 113.1571),(49 111.87122),(50 111.83603),(51 112.89546),(52 111.07728),(53 112.79139),(54 112.063515),(55 113.12616),(56 111.852165),(57 110.87378),(58 111.22734),(59 111.468544),(60 112.54217),(61 114.90798),(62 113.73499),(63 113.1338),(64 113.861664),(65 113.10382),(66 113.95598),(67 113.44186),(68 113.80642),(69 113.73437),(70 113.601685),(71 113.106865),(72 114.394516),(73 112.88254),(74 113.131584),(75 115.23045),(76 113.86048),(77 113.63829),(78 112.44077),(79 111.59154),
(1 68.54275),(2 78.62142),(3 83.49951),(4 87.7143),(5 92.07828),(6 93.05925),(7 95.66532),(8 97.47115),(9 97.682175),(10 98.494774),(11 101.142456),(12 102.321304),(13 102.37362),(14 101.77616),(15 100.79362),(16 102.39839),(17 101.41897),(18 101.899055),(19 103.9624),(20 102.62847),(21 103.57639),(22 104.683),(23 104.47094),(24 105.07616),(25 106.68164),(26 105.90062),(27 107.96396),(28 110.53046),(29 109.58352),(30 109.36023),(31 111.28458),(32 109.92979),(33 111.87986),(34 110.26446),(35 109.53464),(36 111.68878),(37 110.51448),(38 110.06732),(39 110.523834),(40 109.00047),(41 108.84578),(42 109.196915),(43 108.8185),(44 108.14055),(45 108.86102),(46 108.20085),(47 108.834816),(48 108.47978),(49 107.92081),(50 109.151764),(51 109.46617),(52 108.16438),(53 108.51427),(54 107.29453),(55 110.36346),(56 108.455414),(57 108.5854),(58 109.73907),(59 109.19635),(60 108.83245),(61 109.9567),(62 109.01795),(63 109.40897),(64 110.06428),(65 109.32649),(66 109.62398),(67 108.65919),(68 109.5507),(69 111.26934),(70 109.73961),(71 109.89191),(72 111.116356),(73 110.47163),(74 110.78786),(75 112.602),(76 110.16327),(77 110.34274),(78 109.01736),(79 107.35316),
