1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3135906.8),(2 12859565),(3 29756170),(4 53457908),(5 80601896),(6 111941700),(7 147536210),(8 187076340),(9 229621940),(10 274690400),(11 322324380),(12 371412320),(13 421914500),(14 470733440),(15 518623500),(16 564849860),(17 609332400),(18 651882430),(19 691630850),(20 728677100),(21 761478660),(22 791191300),(23 815720450),(24 836767700),(25 858088000),(26 877523400),(27 897640900),(28 919172860),(29 938200770),(30 950820900),(31 961451100),(32 972520450),(33 982193150),(34 991421440),(35 999877100),(36 1008751800),(37 1019103740),(38 1031858200),(39 1046288400),(40 1063768800),(41 1084575100),(42 1108384300),(43 1136865400),(44 1165770600),(45 1180123800),(46 1193150300),(47 1203474300),(48 1212852900),(49 1218965000),(50 1222940000),(51 1221154200),(52 1214948000),(53 1204825700),(54 1190209500),(55 1171159000),(56 1149497500),(57 1124040000),(58 1095163300),(59 1063684600),(60 1030616900),(61 996299600),(62 959653300),(63 922463740),(64 884735500),(65 846527500),(66 812917300),(67 785300500),(68 761395800),(69 741637300),(70 726347970),(71 712560450),(72 701584500),(73 694220740),(74 689134100),(75 686856900),(76 686574140),(77 687128600),(78 689776900),(79 693317440),
(1 2197993.5),(2 9038646),(3 20830582),(4 37104780),(5 55425676),(6 76500690),(7 100362890),(8 126880870),(9 155718270),(10 186691230),(11 220092080),(12 255390720),(13 292649660),(14 330431840),(15 368581730),(16 406558460),(17 443459680),(18 478981820),(19 512472130),(20 543614600),(21 570888450),(22 594232450),(23 613198400),(24 627751400),(25 640610900),(26 650874500),(27 659075100),(28 664266430),(29 667644000),(30 667816770),(31 665709000),(32 662161500),(33 656966660),(34 650434400),(35 642747900),(36 634806600),(37 626787000),(38 620043800),(39 614497340),(40 611033900),(41 609873900),(42 611347100),(43 616048900),(44 622146240),(45 623375000),(46 624462800),(47 624484300),(48 622677300),(49 618960700),(50 612629400),(51 604525200),(52 594955500),(53 584296800),(54 572368260),(55 559133600),(56 545243140),(57 530507260),(58 514486460),(59 498174980),(60 481294500),(61 463800900),(62 446349730),(63 428632160),(64 410963650),(65 393971740),(66 379580860),(67 367848030),(68 359135550),(69 352579400),(70 348666460),(71 347167040),(72 347801380),(73 349151650),(74 351580100),(75 354728400),(76 358251360),(77 361953250),(78 365750560),(79 369624900),
(1 1212445.1),(2 4816307.5),(3 10594743),(4 18139218),(5 25911624),(6 34109296),(7 42888704),(8 52393732),(9 62479308),(10 73324760),(11 85409464),(12 98411580),(13 112284800),(14 126854344),(15 142028740),(16 157475150),(17 172730480),(18 188024660),(19 202905010),(20 217114560),(21 229777620),(22 240592830),(23 249754540),(24 256113230),(25 260812240),(26 263593200),(27 264260220),(28 262174850),(29 259429000),(30 257365140),(31 255369550),(32 253445060),(33 251534800),(34 249979780),(35 248616000),(36 247352240),(37 246207890),(38 245527730),(39 245708980),(40 246995180),(41 249383120),(42 253033650),(43 257717170),(44 263285360),(45 268813600),(46 273854980),(47 278248300),(48 281694940),(49 283918700),(50 285080450),(51 285255070),(52 284108320),(53 281741630),(54 278233700),(55 273363000),(56 267151870),(57 259609470),(58 251078100),(59 241413170),(60 230761360),(61 219124480),(62 206821840),(63 193867650),(64 180801460),(65 167762670),(66 156148020),(67 146196820),(68 138188030),(69 131823720),(70 127020740),(71 123523140),(72 121026070),(73 119376744),(74 117704424),(75 116325624),(76 115172290),(77 114244376),(78 113306904),(79 112293976),
(1 997293.25),(2 3897739),(3 8367997.5),(4 13864924),(5 18935064),(6 23641998),(7 27958662),(8 32004874),(9 35678970),(10 39240428),(11 42949356),(12 46852124),(13 51140380),(14 55536136),(15 60115172),(16 64883164),(17 69802450),(18 75144940),(19 80773260),(20 86489460),(21 91913910),(22 97012856),(23 101513170),(24 105459950),(25 108901210),(26 111202760),(27 111807520),(28 110807790),(29 109527980),(30 109586340),(31 110221380),(32 111076024),(33 112250776),(34 113487230),(35 114647544),(36 115372900),(37 115612510),(38 115299980),(39 114876424),(40 114270750),(41 113624910),(42 113021736),(43 112525900),(44 112146820),(45 112249944),(46 111921780),(47 111145960),(48 110037560),(49 108961700),(50 107806450),(51 106520520),(52 104814560),(53 103287580),(54 101924090),(55 100496860),(56 99140540),(57 97625950),(58 96018744),(59 94229080),(60 92423030),(61 90384696),(62 88375260),(63 86260800),(64 84108930),(65 81920490),(66 79460050),(67 77290840),(68 75741400),(69 75083930),(70 75331310),(71 76477660),(72 78294664),(73 80505256),(74 82745380),(75 85024860),(76 87498380),(77 89851510),(78 92224904),(79 94896860),
(1 1246721.5),(2 4716219.5),(3 9613685),(4 14979197),(5 19927680),(6 24231576),(7 27804480),(8 30801292),(9 33304030),(10 35587076),(11 37946130),(12 40410544),(13 42902868),(14 45228292),(15 47306370),(16 49147140),(17 50898740),(18 52704176),(19 54666756),(20 56842660),(21 59359900),(22 62126950),(23 64616612),(24 66445644),(25 67738080),(26 68149120),(27 67442856),(28 66246170),(29 65798308),(30 66622720),(31 68144570),(32 70269470),(33 72769540),(34 75240190),(35 77241864),(36 78522400),(37 79076140),(38 79141730),(39 79093490),(40 79066560),(41 79161670),(42 79395470),(43 79751070),(44 80111660),(45 80348350),(46 79839590),(47 78777700),(48 77371860),(49 76192970),(50 75261384),(51 74541050),(52 74134520),(53 73996170),(54 73888410),(55 73947260),(56 74207010),(57 74738440),(58 75418540),(59 76494584),(60 77831350),(61 79191600),(62 80825440),(63 82354100),(64 83783096),(65 85131256),(66 86357944),(67 87295460),(68 88103144),(69 88814590),(70 89485820),(71 90136890),(72 90735480),(73 91088070),(74 91271624),(75 91423064),(76 91658620),(77 91933000),(78 92463330),(79 93253570),
(1 1441606.3),(2 5223240),(3 10050715),(4 14699549),(5 18749216),(6 21826428),(7 24078084),(8 25776024),(9 27190644),(10 28691398),(11 30531604),(12 32574266),(13 34566452),(14 36334490),(15 37655610),(16 38443240),(17 38872450),(18 39369850),(19 40183424),(20 41844016),(21 44260652),(22 46943030),(23 48992436),(24 49686870),(25 49244436),(26 48021450),(27 45977984),(28 43687692),(29 42337024),(30 42269450),(31 43328990),(32 45297664),(33 47792450),(34 50153080),(35 51934716),(36 52806944),(37 52970572),(38 52822750),(39 52772964),(40 53145316),(41 53893108),(42 54987290),(43 56254784),(44 57456244),(45 58480556),(46 58374476),(47 57708504),(48 56852340),(49 56401576),(50 56496490),(51 57053364),(52 58322520),(53 59782664),(54 61074164),(55 62180224),(56 62863104),(57 63381560),(58 63577600),(59 63722984),(60 63597790),(61 63327064),(62 63077644),(63 62641388),(64 62221536),(65 61935320),(66 62083828),(67 62622380),(68 63420696),(69 64135564),(70 64500940),(71 64448172),(72 63883650),(73 62836800),(74 61423936),(75 59838880),(76 58265704),(77 56908010),(78 55800852),(79 55001310),
(1 1219317.8),(2 4330277.5),(3 8089068.5),(4 11446130),(5 14059393),(6 15879135),(7 17167994),(8 18216932),(9 19212494),(10 20399806),(11 21903826),(12 23645400),(13 25473020),(14 27086442),(15 28329108),(16 29144366),(17 29645408),(18 30195566),(19 30956874),(20 32360918),(21 34303350),(22 36618436),(23 39001212),(24 41022704),(25 42413636),(26 42581184),(27 41211284),(28 38993856),(29 37575280),(30 37478520),(31 38314140),(32 39719250),(33 41310188),(34 42518590),(35 43063424),(36 42738436),(37 41762108),(38 40562252),(39 39567204),(40 39124470),(41 39328124),(42 40037864),(43 41006230),(44 41836316),(45 42549880),(46 42630264),(47 42572052),(48 42793444),(49 43489340),(50 44249284),(51 44744580),(52 45092056),(53 45328470),(54 45358932),(55 45311384),(56 45154824),(57 44990744),(58 44699450),(59 44507410),(60 44216630),(61 43948150),(62 43710976),(63 43410424),(64 43184410),(65 43055400),(66 43179110),(67 43575844),(68 44188476),(69 44729468),(70 45063000),(71 45156870),(72 45061784),(73 44878470),(74 44715332),(75 44640050),(76 44634556),(77 44656196),(78 44663404),(79 44631230),
(1 1207485.3),(2 4130253.8),(3 7329882.5),(4 9718582),(5 11425402),(6 12638842),(7 13707009),(8 14759051),(9 15843866),(10 17014050),(11 18381366),(12 19968316),(13 21612570),(14 23040838),(15 24111778),(16 24770138),(17 25095116),(18 25314754),(19 25685118),(20 26487986),(21 27779278),(22 29648234),(23 31911272),(24 34173548),(25 36049692),(26 36437084),(27 34989084),(28 32797152),(29 31548434),(30 31206466),(31 31505134),(32 32253956),(33 32979858),(34 33367424),(35 33267800),(36 32639648),(37 31702350),(38 30868620),(39 30457428),(40 30628558),(41 31315586),(42 32271092),(43 33226344),(44 33874948),(45 33868884),(46 33258714),(47 32790488),(48 32983620),(49 33894930),(50 34962820),(51 35824132),(52 36244204),(53 36128820),(54 35427332),(55 34474612),(56 33506362),(57 32663712),(58 31925790),(59 31304894),(60 30748716),(61 30193378),(62 29633418),(63 29032006),(64 28424456),(65 27940732),(66 27796558),(67 28045242),(68 28474980),(69 28712614),(70 28552062),(71 28037096),(72 27395660),(73 26958370),(74 27086680),(75 27639688),(76 28295468),(77 28841570),(78 29069224),(79 28804184),
(1 1150995.6),(2 3775147),(3 6351274.5),(4 7936342.5),(5 8882878),(6 9622497),(7 10481356),(8 11407791),(9 12176958),(10 12726516),(11 13191439),(12 13720764),(13 14314874),(14 14868460),(15 15342841),(16 15683096),(17 15884755),(18 16035509),(19 16326741),(20 16859132),(21 17768558),(22 19165068),(23 20922432),(24 22509222),(25 23769288),(26 24538684),(27 24332502),(28 23562182),(29 23195668),(30 23347824),(31 23676044),(32 24085058),(33 24526736),(34 24906396),(35 25158908),(36 25332314),(37 25508642),(38 25850766),(39 26334132),(40 26935072),(41 27544872),(42 28080614),(43 28549238),(44 28964410),(45 29542342),(46 29440536),(47 28832302),(48 28203028),(49 27987436),(50 28221606),(51 28522308),(52 28712190),(53 28456686),(54 27751598),(55 26787150),(56 25827794),(57 24935958),(58 24138904),(59 23352776),(60 22638726),(61 21993252),(62 21455816),(63 20989106),(64 20619654),(65 20308062),(66 20238918),(67 20516726),(68 20921232),(69 21056372),(70 20672204),(71 19894874),(72 19124510),(73 18735024),(74 18974560),(75 19698946),(76 20524534),(77 21058884),(78 21052202),(79 20463008),
(1 1133693.5),(2 3587959.3),(3 5646127),(4 6468394),(5 6683332.5),(6 6984764),(7 7725450.5),(8 8687404),(9 9414664),(10 9742308),(11 9852759),(12 10025919),(13 10396169),(14 10899599),(15 11457156),(16 11977845),(17 12403391),(18 12756950),(19 13095143),(20 13428536),(21 13874196),(22 14626649),(23 15869428),(24 17505944),(25 18845856),(26 19330296),(27 18838602),(28 18135380),(29 18327592),(30 18833262),(31 19060304),(32 18939414),(33 18789138),(34 18903588),(35 19241664),(36 19626406),(37 19932840),(38 20198762),(39 20422136),(40 20593930),(41 20723406),(42 20807904),(43 20893778),(44 20968664),(45 20977840),(46 20833110),(47 20447512),(48 20137964),(49 20138098),(50 20442514),(51 20776922),(52 20976398),(53 20876312),(54 20452712),(55 19895434),(56 19458322),(57 19212318),(58 19108460),(59 19055408),(60 19032936),(61 19107734),(62 19327766),(63 19638026),(64 19944476),(65 20202798),(66 20497974),(67 21022250),(68 21633776),(69 21859968),(70 21495554),(71 20674626),(72 19887662),(73 19596702),(74 19969612),(75 20714700),(76 21370248),(77 21637066),(78 21403890),(79 20785876),
(1 1223478.8),(2 3793760),(3 5709346),(4 6160631.5),(5 5973113.5),(6 6023507.5),(7 6711531.5),(8 7674137.5),(9 8327064.5),(10 8513215),(11 8542917),(12 8823731),(13 9385154),(14 10113880),(15 10850467),(16 11525747),(17 12123152),(18 12569152),(19 12823524),(20 12891541),(21 13020549),(22 13610078),(23 14756614),(24 16333263),(25 17521106),(26 17420186),(27 16403810),(28 15883309),(29 16570093),(30 17628962),(31 18345452),(32 18512664),(33 18308810),(34 18188982),(35 18383320),(36 18615780),(37 18630528),(38 18465470),(39 18235176),(40 18075366),(41 17940150),(42 17799526),(43 17631244),(44 17494370),(45 17440414),(46 17135174),(47 16873942),(48 16742675),(49 16763251),(50 16869668),(51 17036640),(52 17218696),(53 17205880),(54 16848790),(55 16264376),(56 15709874),(57 15499354),(58 15637519),(59 15998146),(60 16420516),(61 16758590),(62 16954474),(63 16968052),(64 16827882),(65 16598628),(66 16459219),(67 16746276),(68 17300724),(69 17678556),(70 17564612),(71 17002696),(72 16330786),(73 15968614),(74 16075132),(75 16406818),(76 16685739),(77 16759040),(78 16590487),(79 16088875),
