1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 52914.11),(2 162064.8),(3 291417.5),(4 437319.9),(5 581726.7),(6 744296.5),(7 886697.8),(8 1023094.94),(9 1148563.5),(10 1248484.6),(11 1340092.6),(12 1426317.4),(13 1540060),(14 1684680.4),(15 1821752.4),(16 1965965.4),(17 2122831.8),(18 2250421.3),(19 2354403.3),(20 2403085.3),(21 2431438),(22 2442068.3),(23 2434105.8),(24 2423256),(25 2410689),(26 2431707),(27 2477258.3),(28 2529107.8),(29 2614715.5),(30 2710544.3),(31 2774201),(32 2819536),(33 2893143.8),(34 2917842),(35 2953782.8),(36 2991723.3),(37 3009402),(38 3066218.8),(39 3112338.8),(40 3166067.3),(41 3258550),(42 3376950.8),(43 3503230),(44 3641734),(45 3731980),(46 3764671.3),(47 3773460.8),(48 3765257.3),(49 3744215.3),(50 3669106.8),(51 3587520.8),(52 3525502.3),(53 3490424.8),(54 3465317.3),(55 3443119.3),(56 3450115.3),(57 3453036),(58 3456209.3),(59 3485122),(60 3503202.3),(61 3527066.8),(62 3592733.8),(63 3620244.8),(64 3658682.8),(65 3750343.3),(66 3826976.8),(67 3940305.8),(68 4067504),(69 4213712.5),(70 4385745.5),(71 4574145.5),(72 4729052.5),(73 4932953.5),(74 5117874),(75 5301267),(76 5499442),(77 5696279.5),(78 5901048.5),(79 6116144.5),
(1 100.85333),(2 149.30537),(3 173.13556),(4 189.34317),(5 202.31139),(6 210.67938),(7 217.43204),(8 221.8288),(9 224.2969),(10 226.77725),(11 227.63937),(12 228.83543),(13 228.59282),(14 232.686),(15 234.48192),(16 236.81154),(17 238.77682),(18 240.9566),(19 243.48956),(20 244.03616),(21 245.75243),(22 243.02391),(23 245.44868),(24 245.09561),(25 245.207),(26 247.63864),(27 245.79784),(28 246.96155),(29 250.55031),(30 253.3006),(31 255.39502),(32 254.31241),(33 254.87064),(34 254.62103),(35 252.40646),(36 251.5427),(37 250.5291),(38 254.97458),(39 254.03194),(40 256.59937),(41 258.0379),(42 259.98825),(43 259.87988),(44 260.70068),(45 261.66595),(46 262.73547),(47 261.8548),(48 263.13596),(49 263.1168),(50 264.72925),(51 262.04446),(52 262.09332),(53 263.40756),(54 263.99387),(55 264.96982),(56 266.04538),(57 266.25687),(58 265.76596),(59 265.1044),(60 264.95425),(61 264.94275),(62 268.1065),(63 268.5603),(64 266.84012),(65 267.57828),(66 264.7616),(67 263.7141),(68 262.88095),(69 263.3756),(70 263.941),(71 260.91843),(72 261.6511),(73 262.87854),(74 266.5277),(75 267.1266),(76 267.82825),(77 267.25693),(78 269.0718),(79 271.17535),
(1 98.387375),(2 147.20679),(3 169.091),(4 187.33745),(5 198.759),(6 205.92621),(7 213.4278),(8 218.23006),(9 222.18707),(10 223.98125),(11 224.53555),(12 228.07121),(13 229.27539),(14 235.02647),(15 233.40096),(16 234.60385),(17 236.70602),(18 238.9972),(19 242.21227),(20 245.01097),(21 248.02295),(22 248.4173),(23 248.68983),(24 249.67009),(25 250.96887),(26 253.81413),(27 252.92575),(28 251.66594),(29 253.47972),(30 253.94583),(31 255.80775),(32 255.81741),(33 254.47711),(34 255.24327),(35 252.72299),(36 254.49194),(37 252.94746),(38 257.34354),(39 255.5443),(40 255.58261),(41 255.63571),(42 257.96344),(43 259.60287),(44 260.8857),(45 262.70874),(46 262.231),(47 260.8352),(48 262.82715),(49 261.97562),(50 263.88126),(51 260.6701),(52 259.8662),(53 259.7188),(54 260.0105),(55 259.53137),(56 259.29404),(57 259.0925),(58 257.87457),(59 258.40387),(60 258.7469),(61 260.23138),(62 261.30106),(63 261.92563),(64 261.72147),(65 262.04086),(66 262.36426),(67 262.83786),(68 263.516),(69 263.85864),(70 263.0714),(71 259.7259),(72 259.53992),(73 259.03015),(74 262.9777),(75 262.82938),(76 263.4919),(77 263.60474),(78 265.3388),(79 267.14978),
(1 96.90949),(2 143.76521),(3 167.20453),(4 185.90985),(5 197.04622),(6 205.87044),(7 211.83417),(8 214.75473),(9 217.90767),(10 221.21309),(11 223.59598),(12 224.91682),(13 228.30566),(14 233.28181),(15 232.61894),(16 234.45758),(17 234.60713),(18 235.8527),(19 236.55646),(20 238.83662),(21 242.55215),(22 242.75403),(23 242.673),(24 244.16754),(25 245.00694),(26 247.78821),(27 247.21342),(28 246.95303),(29 248.4507),(30 250.57361),(31 249.81183),(32 248.58502),(33 248.83214),(34 251.33685),(35 248.51442),(36 250.03593),(37 250.31271),(38 253.93808),(39 253.99966),(40 256.37384),(41 257.0671),(42 256.62216),(43 257.20547),(44 255.54579),(45 255.89354),(46 256.17816),(47 253.18852),(48 253.6391),(49 254.45522),(50 258.6185),(51 255.57959),(52 254.997),(53 254.57994),(54 253.67346),(55 254.44951),(56 254.61337),(57 254.96011),(58 255.8382),(59 254.3522),(60 256.72665),(61 256.16602),(62 256.5887),(63 253.72905),(64 254.43051),(65 255.37747),(66 255.93016),(67 256.12228),(68 257.83685),(69 258.36227),(70 257.5446),(71 258.31122),(72 257.82153),(73 260.61325),(74 264.66003),(75 263.68823),(76 261.72827),(77 262.13467),(78 261.7444),(79 261.08322),
(1 97.65308),(2 145.30086),(3 169.93616),(4 187.56505),(5 198.62163),(6 207.54791),(7 214.43732),(8 217.4176),(9 219.11156),(10 219.45227),(11 219.91814),(12 222.1075),(13 223.74731),(14 229.33978),(15 230.32774),(16 232.80392),(17 234.16109),(18 237.69499),(19 240.49843),(20 244.6364),(21 244.24947),(22 243.88597),(23 244.16658),(24 246.00392),(25 247.50662),(26 251.0591),(27 248.58008),(28 249.72313),(29 249.95734),(30 249.533),(31 248.5216),(32 250.68867),(33 251.82253),(34 251.63986),(35 250.53944),(36 251.55658),(37 252.18105),(38 254.99278),(39 254.6421),(40 257.0684),(41 257.1925),(42 257.16678),(43 258.18793),(44 259.22623),(45 260.50412),(46 259.63614),(47 259.96494),(48 260.85617),(49 261.93634),(50 264.35965),(51 263.53336),(52 263.27695),(53 264.5066),(54 264.9154),(55 266.33765),(56 265.33215),(57 263.86118),(58 265.38535),(59 262.6495),(60 261.37762),(61 259.34372),(62 262.0958),(63 259.97916),(64 259.32782),(65 259.7288),(66 261.22144),(67 261.88696),(68 261.93228),(69 261.35394),(70 262.7654),(71 262.92023),(72 262.43817),(73 261.83093),(74 264.84756),(75 262.06195),(76 262.25586),(77 261.4339),(78 260.9207),(79 259.54974),
(1 97.09887),(2 145.33157),(3 166.64542),(4 181.36002),(5 192.75215),(6 201.7386),(7 206.42188),(8 210.55269),(9 213.48935),(10 215.26671),(11 215.14214),(12 217.56566),(13 220.658),(14 223.46521),(15 225.48901),(16 226.95798),(17 230.45035),(18 232.88162),(19 234.28029),(20 236.37749),(21 236.47263),(22 237.7787),(23 238.79927),(24 237.92847),(25 237.56328),(26 241.02177),(27 241.80348),(28 241.64859),(29 242.6053),(30 246.16847),(31 247.00426),(32 244.25377),(33 245.7928),(34 246.94444),(35 244.10863),(36 244.95418),(37 244.14044),(38 247.36972),(39 246.61546),(40 246.57639),(41 245.95918),(42 244.29129),(43 243.62546),(44 245.73068),(45 246.30139),(46 247.16614),(47 248.7118),(48 245.76599),(49 245.70744),(50 247.97058),(51 247.27733),(52 246.34296),(53 246.24445),(54 246.05061),(55 247.07454),(56 250.56102),(57 250.31924),(58 252.53253),(59 251.23601),(60 251.23592),(61 252.28688),(62 255.63983),(63 252.69305),(64 250.79996),(65 253.95352),(66 255.48973),(67 257.15805),(68 259.83),(69 259.9287),(70 262.00348),(71 261.09045),(72 259.0849),(73 261.608),(74 260.26065),(75 259.8423),(76 259.86664),(77 260.3886),(78 259.01666),(79 257.8528),
(1 93.930534),(2 139.98656),(3 162.53464),(4 180.11113),(5 190.84935),(6 200.62915),(7 204.87057),(8 209.27936),(9 211.16553),(10 213.57243),(11 214.6846),(12 215.40425),(13 218.24062),(14 223.12685),(15 224.8683),(16 226.29056),(17 227.11877),(18 227.72038),(19 229.8596),(20 232.40018),(21 231.58514),(22 232.0773),(23 231.53568),(24 233.89612),(25 233.97333),(26 237.32977),(27 235.4193),(28 235.99178),(29 235.65547),(30 236.51082),(31 238.5245),(32 238.94562),(33 239.10905),(34 239.57004),(35 237.9409),(36 237.8389),(37 239.90665),(38 245.36856),(39 242.00159),(40 240.84122),(41 240.9476),(42 239.76593),(43 240.73354),(44 243.5864),(45 244.37015),(46 244.85786),(47 245.78705),(48 247.07953),(49 249.28159),(50 250.4956),(51 250.07346),(52 248.34222),(53 249.82721),(54 249.07675),(55 249.99503),(56 249.27948),(57 251.2489),(58 248.24287),(59 247.97473),(60 246.62363),(61 247.53313),(62 251.02815),(63 249.23952),(64 249.67807),(65 249.94447),(66 248.28865),(67 248.6102),(68 248.7841),(69 249.45985),(70 250.12814),(71 247.91415),(72 247.9029),(73 246.80899),(74 247.60349),(75 245.64775),(76 244.2247),(77 244.91335),(78 244.03842),(79 246.69801),
(1 94.2539),(2 139.85419),(3 163.52968),(4 176.66046),(5 188.56396),(6 195.2692),(7 202.31042),(8 207.11534),(9 211.6932),(10 214.12155),(11 216.25677),(12 217.89247),(13 219.49101),(14 224.47218),(15 224.93654),(16 227.96),(17 228.22644),(18 228.67728),(19 229.07957),(20 229.33315),(21 227.99638),(22 228.64655),(23 227.80959),(24 227.82889),(25 228.22903),(26 231.60628),(27 231.21515),(28 230.8832),(29 230.9409),(30 232.61694),(31 235.35583),(32 234.68188),(33 236.85829),(34 235.54408),(35 235.96904),(36 238.30128),(37 240.5966),(38 244.26279),(39 241.37498),(40 240.63538),(41 241.29398),(42 243.14685),(43 245.04834),(44 246.23735),(45 246.70717),(46 246.31831),(47 247.50969),(48 247.91473),(49 249.46136),(50 250.40097),(51 249.10207),(52 249.97691),(53 250.16945),(54 249.32082),(55 249.66975),(56 249.81874),(57 249.49966),(58 248.41238),(59 248.42009),(60 248.10526),(61 247.74675),(62 251.5593),(63 249.79019),(64 250.25854),(65 249.32144),(66 246.0921),(67 248.02287),(68 248.14763),(69 248.89322),(70 249.27467),(71 247.4778),(72 247.5422),(73 246.19214),(74 249.36842),(75 246.56575),(76 246.35127),(77 247.76718),(78 248.23303),(79 248.00565),
(1 93.30793),(2 138.12842),(3 159.76912),(4 174.48744),(5 185.55852),(6 193.06029),(7 198.36023),(8 202.72853),(9 204.7509),(10 209.99997),(11 209.9987),(12 212.23009),(13 214.22072),(14 220.4106),(15 221.06874),(16 222.46117),(17 221.67648),(18 224.95477),(19 226.9331),(20 228.7991),(21 227.22272),(22 229.4163),(23 227.72914),(24 227.90257),(25 228.78671),(26 231.42847),(27 230.10538),(28 230.52704),(29 230.22699),(30 231.83243),(31 231.03171),(32 232.00314),(33 232.70181),(34 232.66356),(35 234.21436),(36 234.53145),(37 234.17604),(38 239.02979),(39 237.63048),(40 236.72955),(41 237.90295),(42 238.93808),(43 239.54352),(44 239.68921),(45 240.20679),(46 239.93791),(47 238.62311),(48 238.63208),(49 240.07652),(50 240.46855),(51 241.9965),(52 244.5777),(53 245.48296),(54 244.31973),(55 244.7025),(56 243.83292),(57 243.55223),(58 242.98894),(59 243.04993),(60 244.30093),(61 245.52077),(62 249.51997),(63 245.71468),(64 245.52853),(65 245.40076),(66 244.81424),(67 244.69992),(68 244.18663),(69 244.38779),(70 245.71875),(71 245.54065),(72 244.60352),(73 244.37248),(74 244.793),(75 242.6169),(76 242.14423),(77 239.84717),(78 240.10704),(79 242.40683),
(1 91.61091),(2 135.55446),(3 157.7264),(4 172.60892),(5 182.91281),(6 192.86894),(7 198.77763),(8 204.9666),(9 205.52051),(10 206.68564),(11 208.17188),(12 208.19316),(13 209.29019),(14 211.76083),(15 210.80344),(16 210.95958),(17 212.31),(18 217.34966),(19 219.49269),(20 220.71536),(21 221.54973),(22 221.51137),(23 219.72095),(24 220.38483),(25 220.02847),(26 222.9391),(27 222.41603),(28 222.02422),(29 223.21068),(30 225.26297),(31 225.05309),(32 226.58365),(33 227.20001),(34 227.98573),(35 228.29437),(36 228.65355),(37 227.39597),(38 230.16953),(39 226.96487),(40 227.1822),(41 226.7424),(42 228.68846),(43 227.50107),(44 229.66913),(45 228.63892),(46 230.20297),(47 229.20554),(48 230.88254),(49 231.15143),(50 235.79825),(51 234.26474),(52 232.9865),(53 234.14844),(54 234.05757),(55 233.27469),(56 232.20781),(57 231.70457),(58 230.90956),(59 231.70088),(60 232.78539),(61 235.09804),(62 238.39865),(63 235.06738),(64 233.9184),(65 234.88914),(66 232.9448),(67 234.60101),(68 235.49634),(69 234.73567),(70 237.56784),(71 237.15405),(72 237.46468),(73 238.70642),(74 238.1431),(75 234.83336),(76 231.75793),(77 231.30856),(78 230.97156),(79 232.9787),
(1 91.71157),(2 134.78221),(3 155.3255),(4 169.88042),(5 181.79553),(6 189.86885),(7 192.7961),(8 196.89531),(9 198.6052),(10 202.25899),(11 204.1603),(12 203.24046),(13 204.2716),(14 209.27716),(15 209.83965),(16 210.77116),(17 213.65184),(18 215.8412),(19 218.9063),(20 219.23898),(21 222.66086),(22 222.19017),(23 222.16335),(24 220.89201),(25 221.30597),(26 223.75151),(27 224.02492),(28 224.96542),(29 225.82082),(30 225.79013),(31 227.43195),(32 227.2202),(33 227.26813),(34 227.01868),(35 225.2214),(36 226.32257),(37 227.6217),(38 230.1363),(39 228.54988),(40 227.82782),(41 227.53746),(42 228.23042),(43 228.28383),(44 227.64703),(45 226.71503),(46 225.82053),(47 226.63797),(48 226.585),(49 228.38069),(50 229.49115),(51 228.95152),(52 229.58165),(53 229.04845),(54 228.91858),(55 227.61526),(56 226.54892),(57 226.87402),(58 227.91357),(59 228.50171),(60 231.08727),(61 231.32362),(62 234.96771),(63 233.13666),(64 232.74843),(65 231.58882),(66 231.85838),(67 232.48898),(68 232.21957),(69 233.90576),(70 235.17905),(71 235.9157),(72 235.99701),(73 236.51233),(74 239.50845),(75 235.88821),(76 235.80017),(77 238.82135),(78 237.89203),(79 236.44202),
(1 90.26726),(2 135.08269),(3 154.51866),(4 170.92307),(5 180.87978),(6 189.88693),(7 195.20502),(8 200.63289),(9 202.3453),(10 203.00728),(11 204.36638),(12 207.37262),(13 209.84761),(14 212.0443),(15 213.63766),(16 215.28218),(17 217.58954),(18 220.25247),(19 221.53242),(20 223.31012),(21 223.88773),(22 225.20732),(23 223.51717),(24 221.1521),(25 220.83145),(26 226.79568),(27 226.13272),(28 226.42998),(29 227.12286),(30 226.93347),(31 227.26196),(32 227.0958),(33 227.16396),(34 227.64616),(35 227.78636),(36 227.72556),(37 228.99765),(38 231.57152),(39 231.078),(40 232.49121),(41 232.31299),(42 232.41516),(43 233.29407),(44 232.2139),(45 233.94307),(46 234.51666),(47 234.69449),(48 235.32869),(49 234.45015),(50 233.98952),(51 231.93997),(52 231.28604),(53 231.09776),(54 230.81639),(55 231.04727),(56 228.77055),(57 227.58878),(58 229.82613),(59 228.3903),(60 228.64507),(61 227.16582),(62 231.44795),(63 230.0792),(64 229.4459),(65 231.47081),(66 231.92992),(67 233.09973),(68 233.18413),(69 232.74736),(70 231.69604),(71 231.93129),(72 231.33734),(73 232.02678),(74 233.57724),(75 230.8865),(76 230.87033),(77 230.82281),(78 231.507),(79 231.87166),
(1 91.59677),(2 131.75414),(3 153.12318),(4 167.24406),(5 177.11865),(6 187.00558),(7 192.65912),(8 195.23582),(9 196.06657),(10 196.89279),(11 194.95987),(12 196.50299),(13 199.91382),(14 203.77371),(15 203.74309),(16 204.32121),(17 206.84213),(18 208.91695),(19 207.77315),(20 209.0167),(21 208.49918),(22 209.06783),(23 207.82368),(24 208.73872),(25 208.0956),(26 211.26968),(27 210.25713),(28 209.98088),(29 211.388),(30 212.65282),(31 211.71793),(32 215.33417),(33 216.15787),(34 216.54689),(35 216.35733),(36 215.94208),(37 216.90616),(38 221.91675),(39 219.47923),(40 220.57498),(41 221.95221),(42 222.29459),(43 223.8151),(44 223.71277),(45 224.22626),(46 224.34703),(47 225.76653),(48 228.74971),(49 230.25381),(50 232.79689),(51 232.85628),(52 231.64185),(53 232.51056),(54 232.83484),(55 232.77695),(56 231.13887),(57 231.44011),(58 232.6057),(59 233.64697),(60 233.13103),(61 234.4361),(62 237.40099),(63 235.8612),(64 234.02649),(65 234.57008),(66 235.30093),(67 235.5802),(68 234.8876),(69 233.36385),(70 231.65796),(71 232.29164),(72 231.83206),(73 232.56438),(74 236.72348),(75 232.6971),(76 235.10571),(77 235.57202),(78 235.1907),(79 236.98958),
(1 88.09177),(2 125.775024),(3 143.33488),(4 157.1499),(5 167.07848),(6 175.32802),(7 180.83199),(8 185.32912),(9 187.53065),(10 190.79208),(11 190.98041),(12 192.47836),(13 193.0826),(14 196.34894),(15 196.08543),(16 196.71959),(17 199.79134),(18 201.30283),(19 203.5849),(20 204.82838),(21 206.58519),(22 206.77489),(23 204.75224),(24 206.06033),(25 206.47191),(26 208.19273),(27 204.29575),(28 207.24355),(29 206.6871),(30 206.59561),(31 206.04974),(32 207.61469),(33 208.56624),(34 209.968),(35 208.47139),(36 210.08575),(37 208.14008),(38 213.18155),(39 210.30197),(40 209.34656),(41 208.91666),(42 208.11386),(43 207.03072),(44 206.77248),(45 206.38423),(46 207.539),(47 208.67284),(48 208.66199),(49 208.94165),(50 211.10918),(51 209.35355),(52 208.75163),(53 208.27737),(54 208.35468),(55 208.06223),(56 207.54182),(57 208.92757),(58 209.24771),(59 210.91234),(60 211.21368),(61 212.268),(62 212.72427),(63 213.29164),(64 211.49136),(65 210.20601),(66 210.14401),(67 210.66505),(68 212.65193),(69 213.04602),(70 213.41374),(71 214.12929),(72 213.45082),(73 212.93962),(74 216.83836),(75 214.68071),(76 214.41942),(77 212.88507),(78 214.14424),(79 214.88762),
(1 88.28581),(2 128.78656),(3 146.79974),(4 162.49715),(5 173.18759),(6 179.96446),(7 185.10959),(8 189.71448),(9 191.4395),(10 193.2919),(11 194.01059),(12 194.78552),(13 196.00502),(14 203.19606),(15 201.71532),(16 200.99292),(17 205.67528),(18 205.75381),(19 207.2523),(20 205.88834),(21 207.28442),(22 205.52017),(23 206.08115),(24 207.17642),(25 208.42056),(26 212.05827),(27 210.24998),(28 208.47523),(29 208.4666),(30 209.22893),(31 209.695),(32 208.16563),(33 208.63792),(34 208.02867),(35 207.97363),(36 207.22945),(37 206.62894),(38 210.36377),(39 209.95512),(40 209.5477),(41 210.81915),(42 211.55907),(43 214.00012),(44 213.10342),(45 215.55055),(46 216.96477),(47 214.72354),(48 214.8369),(49 215.87097),(50 218.86572),(51 215.87944),(52 216.64479),(53 216.94308),(54 216.79749),(55 219.22398),(56 218.76952),(57 218.87277),(58 217.49493),(59 218.10518),(60 218.91463),(61 217.29436),(62 218.91084),(63 216.40251),(64 215.66354),(65 216.25945),(66 217.02977),(67 217.267),(68 216.17426),(69 217.30765),(70 215.81218),(71 216.29665),(72 218.14996),(73 217.55814),(74 221.30344),(75 220.0504),(76 221.03447),(77 219.39627),(78 221.12003),(79 222.70197),
(1 87.17059),(2 129.11876),(3 146.1791),(4 159.49513),(5 169.31047),(6 176.97134),(7 182.81859),(8 187.86194),(9 189.54288),(10 191.26917),(11 191.37376),(12 190.87822),(13 191.53842),(14 196.52206),(15 196.19835),(16 196.64778),(17 197.9513),(18 200.15079),(19 202.2298),(20 202.0273),(21 202.17438),(22 201.858),(23 200.20421),(24 200.49542),(25 201.6115),(26 202.48863),(27 202.52493),(28 203.02657),(29 202.70006),(30 204.95973),(31 205.44997),(32 205.08112),(33 207.27501),(34 207.6405),(35 207.862),(36 208.92398),(37 207.02153),(38 209.89859),(39 207.81345),(40 208.4878),(41 207.36278),(42 207.19057),(43 208.94118),(44 209.66823),(45 211.64732),(46 211.22377),(47 211.6857),(48 211.92728),(49 211.44646),(50 213.72537),(51 212.122),(52 213.4568),(53 213.60034),(54 214.28087),(55 214.40436),(56 214.99544),(57 214.72012),(58 213.8539),(59 215.11656),(60 214.33539),(61 212.98973),(62 214.82156),(63 213.5709),(64 213.21068),(65 214.60962),(66 214.70512),(67 213.47661),(68 213.37668),(69 212.37184),(70 212.08205),(71 211.8349),(72 212.18106),(73 211.58977),(74 212.71251),(75 210.24605),(76 212.18665),(77 211.68373),(78 212.30176),(79 209.35864),
(1 85.70624),(2 125.23282),(3 142.80223),(4 155.98854),(5 165.40031),(6 171.58682),(7 176.03928),(8 180.32803),(9 182.90086),(10 185.07661),(11 185.09087),(12 187.22914),(13 189.71635),(14 195.19719),(15 194.9406),(16 196.59123),(17 198.9569),(18 201.78656),(19 203.32707),(20 203.77354),(21 205.28241),(22 205.21631),(23 203.97005),(24 204.9654),(25 206.51955),(26 208.81512),(27 207.46759),(28 209.69414),(29 211.88312),(30 211.26184),(31 213.02312),(32 213.1969),(33 214.29848),(34 215.81789),(35 215.40677),(36 216.96098),(37 215.24161),(38 218.61691),(39 219.33841),(40 220.29239),(41 220.74632),(42 221.68098),(43 219.984),(44 220.30688),(45 219.88263),(46 217.90926),(47 217.74658),(48 219.31808),(49 218.58282),(50 219.36975),(51 217.01111),(52 215.68227),(53 217.01553),(54 214.62709),(55 213.77867),(56 213.28355),(57 213.89534),(58 215.39073),(59 214.86053),(60 214.0582),(61 212.88834),(62 214.25877),(63 215.75388),(64 214.12169),(65 213.91931),(66 215.61894),(67 216.45816),(68 217.2358),(69 216.48961),(70 216.77821),(71 216.19238),(72 217.31876),(73 218.95152),(74 220.79684),(75 219.61098),(76 218.62369),(77 218.47028),(78 218.62492),(79 220.47874),
(1 85.35925),(2 124.729996),(3 141.85661),(4 153.5342),(5 161.67876),(6 169.18764),(7 174.04584),(8 176.6892),(9 178.81827),(10 180.5009),(11 179.5943),(12 181.00893),(13 182.672),(14 185.66438),(15 184.434),(16 187.37457),(17 187.65778),(18 189.84848),(19 191.80685),(20 192.79025),(21 193.38597),(22 192.90996),(23 191.58247),(24 191.70299),(25 193.41423),(26 194.71703),(27 192.87456),(28 193.2444),(29 194.80252),(30 198.03308),(31 199.211),(32 198.52222),(33 199.87903),(34 198.95027),(35 199.29198),(36 200.19276),(37 200.39345),(38 202.9401),(39 202.27411),(40 202.49416),(41 204.689),(42 202.97832),(43 202.23175),(44 201.99208),(45 201.2361),(46 200.83873),(47 200.41084),(48 201.40009),(49 199.50629),(50 203.37683),(51 200.39201),(52 200.85973),(53 201.40482),(54 200.28665),(55 199.83493),(56 201.01994),(57 202.70313),(58 202.56868),(59 203.51662),(60 205.77621),(61 206.97026),(62 208.02927),(63 206.06003),(64 206.98366),(65 207.8143),(66 208.14264),(67 207.44373),(68 209.87878),(69 209.18436),(70 209.01599),(71 208.24751),(72 208.35883),(73 208.67694),(74 208.68689),(75 206.87277),(76 207.55801),(77 208.53784),(78 207.12225),(79 207.09937),
