1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 244.1237),(2 322.1519),(3 363.64255),(4 394.69366),(5 418.25253),(6 429.65488),(7 438.07156),(8 454.67734),(9 465.38092),(10 469.62674),(11 474.0515),(12 485.7095),(13 490.8294),(14 495.368),(15 498.772),(16 497.01675),(17 502.09793),(18 505.49054),(19 512.0624),(20 516.88824),(21 517.8918),(22 522.2098),(23 525.7953),(24 532.25323),(25 532.8853),(26 543.3353),(27 536.2925),(28 535.28876),(29 534.1481),(30 540.11206),(31 546.2359),(32 547.659),(33 552.4663),(34 550.59607),(35 551.6864),(36 549.4924),(37 554.1844),(38 554.60834),(39 557.93195),(40 559.60864),(41 557.18695),(42 558.2052),(43 565.05115),(44 572.6095),(45 575.18756),(46 577.3163),(47 577.2126),(48 577.31445),(49 576.2491),(50 579.0375),(51 580.3094),(52 575.67596),(53 574.1587),(54 576.7247),(55 571.75085),(56 577.24066),(57 573.28235),(58 569.28064),(59 574.9791),(60 569.6602),(61 568.9894),(62 559.91095),(63 562.21234),(64 558.4871),(65 555.7711),(66 551.16437),(67 551.28955),(68 556.27527),(69 550.96405),(70 549.31),(71 543.2391),(72 544.71515),(73 545.6628),(74 543.5333),(75 541.1168),(76 540.73376),(77 538.85535),(78 541.5355),(79 544.97),
(1 249.52966),(2 333.33316),(3 374.5121),(4 407.12088),(5 425.32672),(6 435.64362),(7 453.51083),(8 472.46194),(9 479.41382),(10 488.4458),(11 498.58218),(12 505.70905),(13 507.06998),(14 510.9747),(15 515.15283),(16 521.374),(17 526.23016),(18 532.5771),(19 545.3243),(20 548.44495),(21 547.64417),(22 540.3162),(23 542.2695),(24 550.7228),(25 551.7071),(26 554.2872),(27 554.3957),(28 550.9882),(29 552.20447),(30 555.3179),(31 560.0191),(32 563.6705),(33 567.2961),(34 567.0246),(35 566.0321),(36 569.64575),(37 570.19653),(38 574.97015),(39 576.4847),(40 574.035),(41 570.02374),(42 571.5742),(43 575.06696),(44 578.2054),(45 579.8682),(46 579.70056),(47 580.1647),(48 592.03564),(49 590.2298),(50 593.0801),(51 595.7526),(52 593.2903),(53 590.49207),(54 587.9816),(55 583.1389),(56 583.13934),(57 580.37665),(58 585.21094),(59 588.7044),(60 582.80585),(61 575.7805),(62 569.92755),(63 581.5485),(64 574.19403),(65 568.6539),(66 552.82214),(67 548.50616),(68 550.34985),(69 551.25165),(70 548.8369),(71 542.79083),(72 542.68713),(73 543.19385),(74 544.4489),(75 545.83655),(76 548.09406),(77 543.2047),(78 553.3827),(79 555.5964),
(1 248.85005),(2 331.65384),(3 370.10168),(4 389.66623),(5 410.18268),(6 419.33026),(7 436.9284),(8 455.31638),(9 466.11905),(10 471.6316),(11 478.25296),(12 477.97314),(13 484.77847),(14 493.5935),(15 506.22644),(16 509.0483),(17 515.06525),(18 517.8532),(19 516.69775),(20 521.13165),(21 521.5301),(22 521.1966),(23 532.9678),(24 530.16016),(25 532.74695),(26 534.1341),(27 534.5408),(28 531.62415),(29 528.93805),(30 530.8943),(31 534.72253),(32 537.74426),(33 541.5127),(34 541.662),(35 531.75354),(36 533.14417),(37 533.0153),(38 535.3615),(39 540.411),(40 546.35187),(41 545.56506),(42 544.8635),(43 550.8423),(44 553.3048),(45 560.98004),(46 557.089),(47 561.5752),(48 563.6353),(49 563.2785),(50 564.65485),(51 566.24567),(52 565.30347),(53 570.2225),(54 569.3004),(55 562.14355),(56 565.4409),(57 565.74603),(58 569.20496),(59 572.96155),(60 567.7746),(61 563.72327),(62 562.80347),(63 557.8825),(64 551.0047),(65 547.53644),(66 542.5181),(67 540.8801),(68 545.5829),(69 544.32166),(70 538.1543),(71 542.5973),(72 538.8727),(73 542.4648),(74 539.5731),(75 542.69977),(76 546.06805),(77 553.24945),(78 552.42523),(79 555.95776),
(1 241.08353),(2 320.13528),(3 362.37),(4 390.03836),(5 403.60062),(6 417.53116),(7 433.3293),(8 446.83752),(9 458.87137),(10 468.97446),(11 481.79376),(12 483.66333),(13 490.65897),(14 497.6454),(15 507.6747),(16 504.26013),(17 513.5113),(18 513.7342),(19 516.164),(20 521.8409),(21 516.8522),(22 520.2787),(23 523.8089),(24 518.93396),(25 522.977),(26 532.9611),(27 532.5076),(28 530.161),(29 537.6321),(30 529.58636),(31 539.6708),(32 539.82043),(33 541.74677),(34 540.1503),(35 536.6283),(36 534.9318),(37 528.2312),(38 540.21484),(39 538.9573),(40 539.4851),(41 542.43286),(42 543.7251),(43 546.0378),(44 542.23596),(45 554.5961),(46 553.51),(47 558.5894),(48 559.27014),(49 561.0049),(50 560.3811),(51 559.8725),(52 557.2622),(53 558.6622),(54 560.92993),(55 555.19507),(56 559.85065),(57 554.6915),(58 555.24854),(59 551.6633),(60 559.38806),(61 555.5679),(62 557.08527),(63 554.5319),(64 546.98346),(65 542.9222),(66 539.0846),(67 541.92426),(68 542.1648),(69 544.38416),(70 532.08203),(71 529.34576),(72 528.69794),(73 529.25323),(74 524.7158),(75 523.8737),(76 531.56866),(77 537.36224),(78 537.67804),(79 538.72644),
(1 237.17769),(2 311.2979),(3 357.0335),(4 383.2819),(5 400.01587),(6 413.42133),(7 427.5594),(8 444.24142),(9 456.01935),(10 463.28607),(11 476.72614),(12 483.1086),(13 485.53403),(14 489.67297),(15 494.4616),(16 499.9756),(17 504.15903),(18 507.51532),(19 508.51813),(20 516.3014),(21 517.2035),(22 518.86615),(23 525.7337),(24 520.4733),(25 524.4328),(26 525.95703),(27 527.3822),(28 524.7321),(29 533.4304),(30 530.1119),(31 539.3723),(32 538.73975),(33 549.12823),(34 542.2128),(35 542.734),(36 541.3211),(37 539.0992),(38 543.4721),(39 549.3262),(40 552.72833),(41 553.97656),(42 557.09644),(43 553.1612),(44 556.4015),(45 560.99133),(46 562.1097),(47 561.99335),(48 569.20654),(49 574.01166),(50 564.0664),(51 563.5305),(52 561.3835),(53 567.44995),(54 564.2417),(55 549.93616),(56 549.8728),(57 547.4439),(58 552.12726),(59 558.4271),(60 556.0497),(61 551.1072),(62 554.866),(63 557.728),(64 554.7172),(65 556.575),(66 544.86786),(67 543.9083),(68 550.0091),(69 553.5864),(70 548.4962),(71 548.08765),(72 543.6143),(73 540.8831),(74 543.0584),(75 542.92804),(76 550.88544),(77 549.79156),(78 547.67975),(79 547.07697),
(1 233.52644),(2 307.1397),(3 353.03815),(4 379.5186),(5 399.43777),(6 415.76337),(7 432.7171),(8 452.27695),(9 462.0911),(10 471.24478),(11 483.07324),(12 491.13153),(13 496.6034),(14 502.82034),(15 510.73135),(16 511.8222),(17 513.2808),(18 517.8075),(19 514.5905),(20 528.18774),(21 522.8783),(22 524.6051),(23 528.6205),(24 523.93195),(25 526.5645),(26 524.815),(27 527.7241),(28 525.3909),(29 527.8388),(30 532.12146),(31 534.5399),(32 533.13727),(33 542.2559),(34 543.26074),(35 543.7574),(36 545.08075),(37 545.6761),(38 546.87054),(39 551.79663),(40 549.3517),(41 551.05707),(42 555.87366),(43 551.88367),(44 556.2201),(45 563.9679),(46 563.44147),(47 556.8159),(48 558.9874),(49 559.2494),(50 556.34326),(51 559.1448),(52 557.2923),(53 559.16064),(54 558.2893),(55 555.0312),(56 550.477),(57 548.4459),(58 548.0135),(59 550.02185),(60 556.9069),(61 557.1573),(62 559.55237),(63 558.5753),(64 553.74615),(65 552.2714),(66 548.02985),(67 543.7966),(68 546.32947),(69 541.1208),(70 534.8304),(71 539.73444),(72 532.5655),(73 531.3362),(74 531.0205),(75 524.64404),(76 534.8535),(77 534.0845),(78 541.3387),(79 541.24835),
(1 231.71974),(2 308.62564),(3 349.68414),(4 376.28253),(5 393.47903),(6 412.51498),(7 424.22754),(8 439.65918),(9 441.59775),(10 448.2383),(11 456.5139),(12 462.2074),(13 473.27045),(14 480.55902),(15 483.29367),(16 488.94077),(17 495.39276),(18 494.17734),(19 496.57065),(20 504.52603),(21 507.889),(22 502.8121),(23 507.39655),(24 510.9019),(25 506.14255),(26 506.08493),(27 509.94772),(28 508.5494),(29 507.8384),(30 506.82977),(31 510.15472),(32 507.7243),(33 509.6638),(34 512.7491),(35 515.48914),(36 518.65094),(37 520.1047),(38 525.0238),(39 525.88617),(40 522.0875),(41 519.546),(42 517.31134),(43 522.6695),(44 522.9448),(45 537.02576),(46 538.8602),(47 539.35394),(48 533.0738),(49 534.36096),(50 538.9032),(51 538.2189),(52 539.5066),(53 539.18414),(54 537.2668),(55 539.54517),(56 532.6991),(57 527.2672),(58 529.4994),(59 535.07916),(60 535.3986),(61 535.5489),(62 537.5239),(63 537.80237),(64 540.443),(65 537.02637),(66 535.178),(67 531.0679),(68 533.59576),(69 527.6534),(70 520.3477),(71 521.9304),(72 522.9382),(73 523.7132),(74 522.447),(75 519.9819),(76 520.9913),(77 521.35315),(78 533.19),(79 531.13086),
(1 226.63641),(2 299.4503),(3 337.2674),(4 367.37863),(5 384.4695),(6 401.93628),(7 417.6696),(8 430.0478),(9 436.0919),(10 447.4872),(11 460.93793),(12 468.3563),(13 476.05853),(14 483.54022),(15 484.312),(16 483.45795),(17 492.41562),(18 499.46347),(19 499.40872),(20 507.4289),(21 502.50238),(22 502.0339),(23 513.7804),(24 517.9071),(25 517.4806),(26 516.535),(27 516.5952),(28 511.95255),(29 510.18738),(30 510.18738),(31 509.9855),(32 511.03372),(33 512.8455),(34 518.6346),(35 514.3065),(36 511.97256),(37 517.86676),(38 521.6573),(39 518.51825),(40 516.04425),(41 518.9876),(42 522.8442),(43 519.7595),(44 525.53894),(45 529.52277),(46 528.3571),(47 521.3847),(48 527.5678),(49 530.87585),(50 531.11975),(51 536.7497),(52 545.3589),(53 533.91956),(54 529.51447),(55 527.9403),(56 525.06555),(57 523.30493),(58 521.04126),(59 516.7509),(60 513.7668),(61 515.15063),(62 515.1699),(63 511.76575),(64 512.3122),(65 510.2016),(66 504.79718),(67 504.76193),(68 501.53635),(69 503.92114),(70 499.64194),(71 498.84375),(72 495.05023),(73 493.43793),(74 493.28607),(75 497.7457),(76 494.5221),(77 500.11325),(78 505.9892),(79 498.5182),
(1 223.50589),(2 294.15546),(3 341.99805),(4 370.09097),(5 386.25613),(6 401.21866),(7 411.85507),(8 425.61322),(9 435.22565),(10 438.1151),(11 452.60123),(12 462.864),(13 465.79752),(14 467.5306),(15 471.76172),(16 470.53323),(17 472.7233),(18 476.2788),(19 481.6732),(20 483.15744),(21 483.57428),(22 486.98218),(23 489.70886),(24 491.74106),(25 490.45966),(26 489.11493),(27 488.4529),(28 483.02698),(29 490.17166),(30 486.8789),(31 485.94272),(32 487.3324),(33 494.72617),(34 492.23776),(35 488.65393),(36 488.77612),(37 496.2196),(38 504.42105),(39 508.5905),(40 512.3083),(41 515.12195),(42 515.33844),(43 521.56323),(44 518.4936),(45 525.55743),(46 526.4988),(47 522.4034),(48 526.07684),(49 527.69403),(50 532.06085),(51 531.6695),(52 532.0132),(53 526.58124),(54 521.80273),(55 518.142),(56 519.4535),(57 525.48),(58 524.18445),(59 526.08923),(60 515.88446),(61 511.19684),(62 510.9467),(63 513.9513),(64 510.82748),(65 510.28757),(66 507.69727),(67 505.02704),(68 502.02792),(69 498.39737),(70 498.18524),(71 495.00784),(72 490.3327),(73 486.33545),(74 491.75525),(75 494.79694),(76 496.41702),(77 498.60083),(78 502.10895),(79 500.84274),
(1 224.39986),(2 297.4233),(3 341.65878),(4 370.64212),(5 385.30664),(6 394.84247),(7 405.997),(8 418.08917),(9 427.76422),(10 431.00244),(11 440.40558),(12 447.53964),(13 457.52322),(14 459.31723),(15 460.8218),(16 466.99326),(17 470.64322),(18 471.0739),(19 469.30246),(20 473.2566),(21 473.90546),(22 479.86273),(23 480.18747),(24 489.25),(25 480.9728),(26 472.742),(27 479.84714),(28 476.7185),(29 478.12778),(30 477.20715),(31 480.9354),(32 483.4653),(33 485.45425),(34 482.96313),(35 482.5059),(36 479.4371),(37 482.01212),(38 488.74332),(39 484.23013),(40 491.1108),(41 495.24124),(42 495.10675),(43 499.44205),(44 506.33322),(45 510.7694),(46 513.0289),(47 520.47107),(48 514.72925),(49 516.12573),(50 522.5886),(51 520.13837),(52 519.8286),(53 520.119),(54 522.2635),(55 522.3323),(56 516.1812),(57 518.04785),(58 513.4858),(59 513.71533),(60 516.78955),(61 518.01685),(62 511.99994),(63 516.58954),(64 518.50525),(65 518.9843),(66 518.8371),(67 513.1466),(68 505.96756),(69 500.7646),(70 504.21283),(71 499.1707),(72 503.39914),(73 498.20963),(74 501.74094),(75 497.87546),(76 495.78165),(77 496.10617),(78 505.66632),(79 505.515),
(1 217.80809),(2 288.38605),(3 330.306),(4 358.11127),(5 374.1037),(6 389.65247),(7 402.44547),(8 419.88882),(9 430.9806),(10 437.87494),(11 448.60587),(12 454.6939),(13 462.62704),(14 468.1594),(15 469.2752),(16 470.20947),(17 479.36655),(18 481.8856),(19 480.79327),(20 486.85733),(21 482.3376),(22 482.14627),(23 485.82065),(24 490.49182),(25 492.43152),(26 489.4101),(27 496.2343),(28 489.0109),(29 489.71158),(30 491.74854),(31 493.73447),(32 489.38794),(33 490.6313),(34 491.6918),(35 495.19458),(36 496.00397),(37 496.45755),(38 500.95984),(39 501.22964),(40 499.84167),(41 506.64746),(42 508.74017),(43 511.25903),(44 519.54834),(45 520.64996),(46 514.64764),(47 522.4406),(48 520.6592),(49 517.7886),(50 525.70526),(51 527.5506),(52 525.8795),(53 527.391),(54 522.8593),(55 522.44415),(56 523.4622),(57 525.59827),(58 526.2355),(59 523.6277),(60 520.699),(61 519.3107),(62 515.36383),(63 508.81076),(64 511.3354),(65 506.97906),(66 504.87344),(67 507.25616),(68 502.03885),(69 500.14948),(70 501.5136),(71 500.6128),(72 500.26474),(73 496.71802),(74 497.14658),(75 497.00848),(76 498.4537),(77 498.1605),(78 506.0877),(79 493.52603),
(1 215.60052),(2 285.49887),(3 322.82468),(4 348.24265),(5 363.4198),(6 382.04874),(7 396.01617),(8 418.98868),(9 424.50928),(10 430.51315),(11 446.39603),(12 460.37726),(13 464.09753),(14 468.2867),(15 472.9313),(16 477.76617),(17 482.67798),(18 481.58115),(19 486.03253),(20 488.41287),(21 488.53348),(22 491.42007),(23 492.94623),(24 494.43646),(25 493.9315),(26 490.39725),(27 488.9606),(28 490.26804),(29 487.60162),(30 495.06342),(31 500.61844),(32 501.60455),(33 502.34088),(34 498.4723),(35 500.4279),(36 498.2622),(37 499.26318),(38 504.08624),(39 503.21786),(40 499.0184),(41 501.3318),(42 502.3024),(43 502.9017),(44 508.7282),(45 505.80014),(46 502.32626),(47 510.21106),(48 514.778),(49 517.26465),(50 515.12537),(51 521.2688),(52 513.72375),(53 511.2994),(54 510.8944),(55 509.9608),(56 511.74524),(57 517.08246),(58 514.9178),(59 513.61017),(60 513.2236),(61 517.8449),(62 511.24512),(63 510.98132),(64 506.40488),(65 500.94662),(66 501.16757),(67 496.0491),(68 490.54),(69 488.43658),(70 490.86798),(71 488.88568),(72 486.7086),(73 484.40317),(74 487.3675),(75 485.91803),(76 488.08737),(77 490.0043),(78 494.88138),(79 493.1539),
(1 210.98233),(2 277.6763),(3 311.12564),(4 338.32672),(5 352.44952),(6 367.2554),(7 380.55963),(8 399.03183),(9 407.1492),(10 412.00528),(11 420.56244),(12 424.7281),(13 429.56985),(14 433.1681),(15 439.81866),(16 447.6955),(17 448.02988),(18 452.46323),(19 453.5805),(20 457.87268),(21 460.35303),(22 468.82803),(23 466.86728),(24 465.5616),(25 466.44122),(26 465.43796),(27 468.58112),(28 464.56848),(29 463.13696),(30 462.91),(31 466.82394),(32 465.48428),(33 469.85104),(34 469.86206),(35 476.77948),(36 476.99075),(37 484.32684),(38 486.38123),(39 482.62564),(40 478.1104),(41 484.5048),(42 482.82147),(43 483.87286),(44 493.69745),(45 497.74805),(46 493.5513),(47 498.06116),(48 501.8513),(49 493.53442),(50 496.13254),(51 500.3857),(52 499.88986),(53 494.02142),(54 495.45837),(55 489.56088),(56 485.77393),(57 494.84964),(58 488.0468),(59 484.9706),(60 488.96674),(61 485.77524),(62 481.9966),(63 480.44238),(64 476.14294),(65 471.55408),(66 466.602),(67 465.71603),(68 464.04526),(69 461.17426),(70 466.15552),(71 464.1175),(72 458.07434),(73 460.14883),(74 459.28812),(75 461.5114),(76 456.92264),(77 460.98453),(78 461.29605),(79 459.94913),
(1 210.65158),(2 271.82062),(3 307.33014),(4 332.76764),(5 348.9382),(6 363.74994),(7 378.93503),(8 396.4428),(9 404.28897),(10 409.53784),(11 419.60843),(12 431.14728),(13 437.50278),(14 442.24777),(15 451.18054),(16 454.1384),(17 451.29242),(18 455.31415),(19 458.93893),(20 464.87704),(21 468.28314),(22 473.87177),(23 472.98325),(24 469.23456),(25 472.77576),(26 468.08435),(27 475.00415),(28 480.60983),(29 475.0411),(30 476.27155),(31 480.62842),(32 479.70123),(33 479.08914),(34 475.121),(35 475.7012),(36 474.45764),(37 477.28958),(38 482.17917),(39 480.4199),(40 484.02817),(41 490.46323),(42 491.37314),(43 495.53613),(44 500.67935),(45 509.83002),(46 503.3571),(47 511.78043),(48 510.75296),(49 504.56458),(50 505.5045),(51 504.3367),(52 505.17993),(53 495.9607),(54 502.43076),(55 497.15866),(56 496.8595),(57 498.41187),(58 498.86728),(59 488.03998),(60 493.69998),(61 494.6277),(62 490.5616),(63 489.84634),(64 486.26337),(65 478.3327),(66 475.51898),(67 473.9269),(68 473.55258),(69 470.8644),(70 471.4321),(71 474.01288),(72 472.55457),(73 468.9687),(74 475.42654),(75 470.54562),(76 473.7245),(77 480.7408),(78 472.99493),(79 469.66254),
(1 203.53276),(2 264.98328),(3 307.8793),(4 328.70605),(5 345.1219),(6 359.5483),(7 371.85077),(8 388.1946),(9 395.20822),(10 404.7888),(11 415.9475),(12 428.50867),(13 432.21133),(14 429.50494),(15 440.22934),(16 441.8801),(17 442.83252),(18 447.07803),(19 442.03275),(20 446.38367),(21 450.32333),(22 450.91663),(23 455.6493),(24 455.93854),(25 453.74615),(26 444.29495),(27 446.61234),(28 445.77582),(29 447.26114),(30 448.8542),(31 448.46817),(32 444.3814),(33 451.51285),(34 449.12872),(35 456.88284),(36 459.4828),(37 463.37695),(38 471.91455),(39 469.0133),(40 472.5054),(41 479.46777),(42 483.05252),(43 487.10236),(44 491.7119),(45 485.9439),(46 484.90515),(47 496.25806),(48 497.0319),(49 494.47998),(50 494.1889),(51 492.92114),(52 490.47507),(53 482.70532),(54 482.5625),(55 479.9161),(56 484.5404),(57 482.49924),(58 480.17813),(59 480.06308),(60 476.25195),(61 477.14435),(62 479.97128),(63 479.35385),(64 469.63895),(65 464.07367),(66 462.05865),(67 460.4037),(68 461.39816),(69 460.9315),(70 457.75726),(71 457.6736),(72 453.91116),(73 450.95898),(74 450.3344),(75 448.42224),(76 457.00488),(77 455.37112),(78 459.9751),(79 454.29553),
(1 205.2648),(2 268.45447),(3 300.82043),(4 325.1716),(5 341.25488),(6 355.36432),(7 365.0969),(8 378.14413),(9 385.09897),(10 390.6288),(11 398.0794),(12 410.74786),(13 413.98053),(14 415.172),(15 419.93646),(16 421.58154),(17 429.53506),(18 431.64087),(19 433.03314),(20 439.03458),(21 435.8425),(22 432.57892),(23 437.9937),(24 446.34912),(25 448.65323),(26 437.65427),(27 442.81616),(28 444.5824),(29 444.2579),(30 442.70773),(31 444.8706),(32 441.06378),(33 450.44516),(34 447.9166),(35 450.4631),(36 449.4377),(37 453.1505),(38 454.11008),(39 460.0913),(40 462.20297),(41 465.16788),(42 465.92328),(43 462.973),(44 469.24918),(45 468.62564),(46 472.8052),(47 479.16022),(48 484.69244),(49 487.5582),(50 488.91092),(51 494.30554),(52 488.50052),(53 483.5071),(54 489.21082),(55 488.19858),(56 489.95792),(57 489.0772),(58 487.7245),(59 489.61044),(60 483.6098),(61 480.9354),(62 474.00333),(63 479.15448),(64 474.9627),(65 470.30508),(66 468.2691),(67 463.1624),(68 464.79022),(69 462.19318),(70 455.23004),(71 452.86954),(72 453.07037),(73 450.08932),(74 452.15805),(75 453.37982),(76 458.4857),(77 460.0084),(78 466.69235),(79 466.15225),
(1 199.95784),(2 259.20853),(3 296.9258),(4 321.52396),(5 334.31592),(6 344.83664),(7 357.48236),(8 371.32022),(9 375.99652),(10 385.72836),(11 393.32224),(12 397.09573),(13 399.31735),(14 402.65802),(15 406.28635),(16 412.77994),(17 416.13684),(18 412.1454),(19 415.61868),(20 424.46945),(21 420.29654),(22 420.0268),(23 421.0384),(24 423.69412),(25 425.50665),(26 427.07797),(27 425.63785),(28 427.44943),(29 426.40356),(30 423.59818),(31 422.02924),(32 420.4148),(33 429.31467),(34 433.85135),(35 440.20258),(36 441.5851),(37 448.04218),(38 447.16644),(39 454.76382),(40 456.4382),(41 460.89767),(42 460.69858),(43 460.9831),(44 463.018),(45 459.1868),(46 467.29922),(47 471.80997),(48 473.73132),(49 478.90234),(50 477.8287),(51 479.3252),(52 477.4946),(53 474.068),(54 481.82108),(55 483.78375),(56 476.56653),(57 476.47202),(58 482.30096),(59 484.88776),(60 480.70038),(61 479.51904),(62 469.63678),(63 473.428),(64 474.461),(65 465.38147),(66 462.38043),(67 460.38226),(68 459.84735),(69 455.62347),(70 447.22427),(71 453.21777),(72 446.17892),(73 442.60788),(74 450.01138),(75 443.17685),(76 442.07538),(77 439.3904),(78 448.6055),(79 448.2253),
(1 196.34485),(2 252.48804),(3 290.38287),(4 314.34534),(5 327.6869),(6 337.60645),(7 350.0481),(8 360.36655),(9 370.9421),(10 373.5648),(11 377.51105),(12 386.24463),(13 386.23505),(14 388.4915),(15 394.012),(16 400.64172),(17 405.455),(18 406.1996),(19 404.29578),(20 412.65543),(21 408.8052),(22 415.82242),(23 413.44507),(24 414.99667),(25 413.8538),(26 410.3976),(27 413.71194),(28 411.93216),(29 410.59225),(30 404.78036),(31 410.7827),(32 411.21613),(33 423.884),(34 427.07523),(35 432.34033),(36 433.4372),(37 436.9662),(38 439.72946),(39 441.33362),(40 439.5118),(41 441.55472),(42 446.40427),(43 450.3854),(44 445.35782),(45 446.4481),(46 450.02652),(47 447.26865),(48 447.69397),(49 451.26245),(50 450.32217),(51 453.29944),(52 449.53152),(53 449.8165),(54 445.95374),(55 445.61734),(56 450.89328),(57 445.92767),(58 445.5812),(59 442.79852),(60 442.05008),(61 440.8712),(62 441.8484),(63 446.6342),(64 442.51495),(65 442.07703),(66 439.5122),(67 437.0294),(68 433.06323),(69 434.98276),(70 428.10135),(71 429.8422),(72 424.43448),(73 422.78925),(74 429.3399),(75 424.0389),(76 427.1093),(77 429.33652),(78 435.5514),(79 431.63928),
(1 191.69504),(2 252.29956),(3 286.9838),(4 304.8541),(5 320.63922),(6 330.9006),(7 341.90265),(8 348.58313),(9 352.97943),(10 357.582),(11 365.54095),(12 371.2688),(13 377.27933),(14 375.27957),(15 381.86215),(16 384.90253),(17 391.26617),(18 394.94052),(19 400.8655),(20 404.75485),(21 403.484),(22 408.08698),(23 405.3841),(24 405.56702),(25 411.0913),(26 408.19174),(27 411.0673),(28 409.03873),(29 408.3749),(30 402.54672),(31 409.46347),(32 407.12222),(33 408.58536),(34 408.3608),(35 409.45355),(36 409.9456),(37 415.19534),(38 423.01495),(39 424.08096),(40 427.61026),(41 427.1978),(42 432.07907),(43 432.7158),(44 431.66324),(45 438.6267),(46 440.48773),(47 436.11432),(48 438.36224),(49 440.17484),(50 439.56195),(51 442.10184),(52 437.88507),(53 435.58307),(54 433.40808),(55 434.47614),(56 439.08093),(57 439.66144),(58 439.73807),(59 440.54965),(60 442.36066),(61 440.81345),(62 438.81766),(63 437.9006),(64 435.52698),(65 433.97745),(66 434.17203),(67 432.78152),(68 431.6986),(69 434.29407),(70 430.64008),(71 427.72986),(72 419.36337),(73 418.14047),(74 422.61423),(75 422.16403),(76 423.35614),(77 425.17993),(78 426.87775),(79 423.44656),
