1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71872.94),(2 201894.63),(3 399591.5),(4 617583.3),(5 865222.25),(6 1125526.1),(7 1405236.5),(8 1699198.6),(9 2018341.4),(10 2353807.3),(11 2715349.3),(12 3092166),(13 3477120),(14 3829288.8),(15 4127780),(16 4435180.5),(17 4705360.5),(18 4999050.5),(19 5306492.5),(20 5633370.5),(21 5940004.5),(22 6252483.5),(23 6567780.5),(24 6853701.5),(25 7168338.5),(26 7446158.5),(27 7793746),(28 8104359.5),(29 8430867),(30 8687978),(31 8959927),(32 9185623),(33 9409381),(34 9615467),(35 9829779),(36 10093895),(37 10441825),(38 10792473),(39 11172001),(40 11460640),(41 11734992),(42 11990625),(43 12176603),(44 12351679),(45 12521741),(46 12723756),(47 12916164),(48 13068796),(49 13267841),(50 13406455),(51 13633309),(52 13829569),(53 14136412),(54 14461705),(55 14750312),(56 14990591),(57 15183360),(58 15333957),(59 15516117),(60 15642045),(61 15651056),(62 15624676),(63 15594133),(64 15509131),(65 15463392),(66 15518143),(67 15495068),(68 15468277),(69 15526235),(70 15581939),(71 15644776),(72 15636963),(73 15588997),(74 15457444),(75 15275781),(76 15184432),(77 15020369),(78 14913921),(79 14900805),
(1 226.85202),(2 277.15646),(3 306.79553),(4 321.86508),(5 335.3545),(6 341.58453),(7 346.41333),(8 346.67834),(9 359.8903),(10 357.21265),(11 359.14377),(12 358.12683),(13 360.09683),(14 359.86203),(15 355.4156),(16 357.8475),(17 365.2143),(18 356.76865),(19 357.61554),(20 352.8796),(21 356.85022),(22 352.07837),(23 355.6846),(24 357.72623),(25 354.22867),(26 351.35587),(27 346.88873),(28 348.43585),(29 348.50378),(30 343.74353),(31 339.4935),(32 345.1025),(33 345.17203),(34 351.59763),(35 347.20877),(36 345.8761),(37 350.7483),(38 355.15735),(39 348.67184),(40 353.74),(41 354.91547),(42 360.22546),(43 358.09045),(44 356.7649),(45 357.75003),(46 359.80978),(47 359.53525),(48 356.9616),(49 359.64127),(50 358.61514),(51 361.69785),(52 362.65875),(53 361.19464),(54 359.203),(55 350.5461),(56 350.86404),(57 349.35648),(58 348.74533),(59 350.489),(60 351.0341),(61 352.15073),(62 343.90198),(63 349.19772),(64 348.7084),(65 349.3222),(66 351.34546),(67 351.17426),(68 351.70187),(69 349.20303),(70 349.18134),(71 352.5432),(72 351.71375),(73 352.20563),(74 351.3001),(75 354.32602),(76 351.34824),(77 349.69662),(78 352.3379),(79 349.7784),
(1 218.47218),(2 267.75064),(3 298.83917),(4 307.4391),(5 322.34885),(6 329.20273),(7 332.3724),(8 333.21384),(9 340.28275),(10 341.60245),(11 346.4253),(12 344.81454),(13 343.41437),(14 347.71912),(15 346.8404),(16 341.65973),(17 347.88882),(18 341.4437),(19 340.78824),(20 340.87866),(21 343.79788),(22 339.84335),(23 344.55344),(24 344.21964),(25 337.11154),(26 333.15945),(27 339.2452),(28 337.09293),(29 336.67038),(30 335.1911),(31 335.28305),(32 334.60275),(33 330.7064),(34 335.81454),(35 333.44864),(36 335.9273),(37 333.58426),(38 336.31635),(39 338.96402),(40 341.61914),(41 337.08066),(42 342.5808),(43 344.34705),(44 342.77292),(45 345.85492),(46 357.24536),(47 347.78354),(48 348.45993),(49 352.2312),(50 351.10657),(51 353.00482),(52 349.28546),(53 350.11868),(54 351.37378),(55 351.79468),(56 348.9299),(57 347.977),(58 348.37274),(59 349.90347),(60 347.12085),(61 350.89258),(62 349.47076),(63 347.50433),(64 344.02176),(65 343.62296),(66 341.8271),(67 342.64597),(68 339.0674),(69 339.46127),(70 342.39563),(71 342.0316),(72 340.08664),(73 334.76852),(74 336.84845),(75 340.13947),(76 338.47574),(77 340.67123),(78 347.85516),(79 347.891),
(1 211.9722),(2 265.76273),(3 289.59756),(4 301.0682),(5 315.0414),(6 324.1207),(7 332.10446),(8 331.29565),(9 335.617),(10 337.62613),(11 340.55783),(12 335.76343),(13 335.4088),(14 335.3377),(15 335.3436),(16 333.89664),(17 337.25946),(18 332.03854),(19 334.308),(20 331.6948),(21 327.555),(22 326.21918),(23 327.7928),(24 329.52435),(25 327.99905),(26 332.28574),(27 332.4237),(28 331.43668),(29 335.14066),(30 332.24387),(31 330.60257),(32 329.23605),(33 328.09406),(34 334.845),(35 334.24274),(36 329.74097),(37 335.2303),(38 337.442),(39 335.59348),(40 336.0273),(41 337.14578),(42 347.3176),(43 344.07263),(44 345.07742),(45 341.9783),(46 346.95486),(47 345.18478),(48 348.33426),(49 347.4102),(50 342.7129),(51 348.1646),(52 345.76938),(53 345.45218),(54 342.23138),(55 338.08212),(56 336.6009),(57 333.655),(58 333.3469),(59 337.3113),(60 339.88983),(61 338.6379),(62 337.53906),(63 335.91928),(64 334.84784),(65 337.19315),(66 338.2775),(67 338.25156),(68 335.39032),(69 337.43533),(70 335.8813),(71 337.78946),(72 336.69205),(73 338.13513),(74 340.91025),(75 343.30917),(76 344.38266),(77 342.9903),(78 341.71527),(79 345.22287),
(1 215.74667),(2 270.6722),(3 294.62427),(4 305.23703),(5 321.22583),(6 326.99045),(7 329.3856),(8 332.50555),(9 334.36133),(10 332.48294),(11 337.25192),(12 338.3523),(13 339.73447),(14 337.8664),(15 332.18225),(16 330.3519),(17 333.8623),(18 337.08926),(19 338.4518),(20 338.59277),(21 334.07047),(22 331.37842),(23 332.0208),(24 332.64905),(25 329.76093),(26 330.07822),(27 327.67572),(28 334.38394),(29 335.47787),(30 334.94946),(31 331.3305),(32 332.55264),(33 333.60046),(34 336.51135),(35 332.4656),(36 335.7415),(37 334.97095),(38 335.74124),(39 339.0249),(40 336.53943),(41 333.5449),(42 333.1084),(43 340.1697),(44 344.17377),(45 335.06818),(46 342.5339),(47 342.21265),(48 339.32227),(49 343.29602),(50 340.5329),(51 345.91946),(52 340.35504),(53 345.81082),(54 342.84918),(55 334.2787),(56 339.26614),(57 337.3069),(58 338.72836),(59 339.24945),(60 342.8732),(61 342.67075),(62 339.6462),(63 340.61533),(64 339.1497),(65 341.29446),(66 344.82318),(67 345.4948),(68 342.9816),(69 342.93927),(70 340.43835),(71 339.4705),(72 338.31235),(73 335.2823),(74 337.15878),(75 338.11868),(76 341.8868),(77 340.40265),(78 336.75317),(79 337.90182),
(1 208.3769),(2 259.0007),(3 281.61945),(4 293.2863),(5 302.73633),(6 309.29138),(7 312.7718),(8 319.13193),(9 324.24915),(10 320.3553),(11 326.71417),(12 323.69727),(13 328.08112),(14 322.18173),(15 323.19843),(16 315.53564),(17 317.40015),(18 321.64575),(19 318.7613),(20 322.01074),(21 325.1768),(22 320.91165),(23 325.0093),(24 322.29352),(25 316.83807),(26 322.2087),(27 318.16394),(28 317.8241),(29 318.2223),(30 318.85614),(31 319.9684),(32 321.0887),(33 323.91965),(34 319.65057),(35 317.32758),(36 324.16754),(37 326.47748),(38 325.74097),(39 328.57248),(40 325.02032),(41 321.1222),(42 329.20605),(43 325.9075),(44 329.3691),(45 330.50815),(46 331.57236),(47 333.83484),(48 336.54816),(49 337.4691),(50 333.13474),(51 333.4191),(52 326.12753),(53 326.56592),(54 325.61716),(55 326.1598),(56 322.91626),(57 326.65283),(58 325.4613),(59 326.77252),(60 323.6756),(61 325.2093),(62 323.9095),(63 327.14334),(64 326.04907),(65 325.79724),(66 325.6153),(67 324.54474),(68 321.69662),(69 318.43073),(70 316.7604),(71 317.14423),(72 316.12384),(73 317.35907),(74 319.61298),(75 321.0816),(76 320.05963),(77 320.8231),(78 321.72015),(79 317.5174),
(1 206.6033),(2 257.3698),(3 279.95322),(4 285.15515),(5 297.29483),(6 302.02374),(7 309.35727),(8 312.5812),(9 322.4983),(10 323.28262),(11 324.143),(12 323.55533),(13 325.0384),(14 324.48688),(15 322.63168),(16 320.7609),(17 321.3508),(18 321.87015),(19 322.48615),(20 319.82745),(21 316.65372),(22 318.67636),(23 321.19037),(24 319.05093),(25 314.5564),(26 315.8687),(27 314.05972),(28 319.47342),(29 319.4781),(30 321.39673),(31 317.556),(32 323.12268),(33 321.7275),(34 321.20047),(35 317.2519),(36 319.6533),(37 320.93314),(38 322.36383),(39 322.85114),(40 323.11185),(41 320.26495),(42 327.80652),(43 325.1677),(44 325.7429),(45 323.02325),(46 329.61374),(47 330.21527),(48 328.9605),(49 328.1351),(50 326.46866),(51 332.56265),(52 327.69324),(53 329.7945),(54 323.00125),(55 323.14166),(56 322.09814),(57 330.54272),(58 329.1205),(59 323.244),(60 325.85928),(61 327.55545),(62 322.6451),(63 328.03342),(64 328.6402),(65 330.51154),(66 328.19464),(67 325.51685),(68 325.4825),(69 328.23804),(70 325.19882),(71 322.37744),(72 322.4852),(73 327.4289),(74 330.02008),(75 325.89423),(76 329.17325),(77 329.6625),(78 330.72968),(79 327.7889),
(1 200.14711),(2 248.1572),(3 270.79373),(4 283.29407),(5 297.05402),(6 299.71985),(7 306.8325),(8 305.88562),(9 306.6143),(10 310.9305),(11 311.72964),(12 313.71808),(13 313.50882),(14 309.6624),(15 310.67398),(16 309.5092),(17 309.2485),(18 308.47696),(19 309.2487),(20 306.98672),(21 308.34674),(22 308.17175),(23 306.6222),(24 307.81638),(25 303.07278),(26 304.4436),(27 305.78143),(28 311.51764),(29 311.3294),(30 312.88843),(31 309.98386),(32 310.64728),(33 308.18842),(34 310.8452),(35 310.91278),(36 311.2037),(37 310.25818),(38 315.0581),(39 313.24777),(40 313.33258),(41 313.13776),(42 319.17468),(43 314.6099),(44 317.31827),(45 316.75558),(46 320.94986),(47 315.01648),(48 315.2818),(49 314.34445),(50 318.54276),(51 317.39417),(52 315.33698),(53 320.4264),(54 321.10428),(55 317.09927),(56 312.9573),(57 315.4183),(58 315.18192),(59 316.67868),(60 313.42892),(61 317.1908),(62 315.43338),(63 317.98346),(64 318.66226),(65 320.10825),(66 315.2293),(67 316.7813),(68 315.27527),(69 316.50577),(70 314.32037),(71 317.8488),(72 321.6969),(73 320.84268),(74 320.98816),(75 320.64542),(76 322.04898),(77 325.60663),(78 323.58658),(79 317.31833),
(1 203.17258),(2 250.81725),(3 271.42154),(4 282.88733),(5 295.93683),(6 298.3882),(7 307.11163),(8 307.173),(9 307.98386),(10 306.5181),(11 304.4127),(12 307.30222),(13 309.6596),(14 309.03238),(15 307.09152),(16 306.06613),(17 307.7144),(18 306.27463),(19 310.00415),(20 306.99615),(21 305.17966),(22 304.4932),(23 304.57755),(24 306.54828),(25 304.54327),(26 304.54135),(27 306.9916),(28 308.54822),(29 307.62448),(30 312.34787),(31 310.05798),(32 307.2439),(33 303.36746),(34 308.8523),(35 307.36383),(36 316.30103),(37 310.88315),(38 312.07516),(39 310.99097),(40 314.28714),(41 309.22803),(42 313.77023),(43 310.4916),(44 314.35312),(45 313.1002),(46 319.09546),(47 318.25742),(48 318.02713),(49 314.75864),(50 319.48184),(51 315.2419),(52 313.8126),(53 316.38138),(54 312.4243),(55 316.75574),(56 310.59906),(57 312.52844),(58 313.2041),(59 312.53595),(60 312.70847),(61 312.21945),(62 314.43753),(63 315.79355),(64 315.067),(65 316.4011),(66 314.46762),(67 313.63315),(68 313.8635),(69 313.2255),(70 313.36673),(71 312.9795),(72 311.6661),(73 308.62823),(74 310.95917),(75 309.20682),(76 310.76416),(77 312.4726),(78 316.28867),(79 312.04636),
(1 202.4553),(2 250.96004),(3 274.03418),(4 285.38287),(5 299.21533),(6 301.52078),(7 304.67712),(8 308.28455),(9 310.45932),(10 311.9211),(11 312.2903),(12 313.75537),(13 314.47058),(14 310.53055),(15 314.80176),(16 307.39346),(17 314.0966),(18 308.34134),(19 309.59195),(20 310.8962),(21 313.65933),(22 308.7982),(23 307.40442),(24 308.10925),(25 308.79944),(26 309.764),(27 310.29688),(28 312.2593),(29 308.5992),(30 310.33688),(31 309.6098),(32 313.08963),(33 308.29147),(34 313.381),(35 310.25797),(36 311.52423),(37 306.04907),(38 304.27505),(39 306.08875),(40 311.41165),(41 312.08307),(42 318.85257),(43 313.1851),(44 315.61227),(45 318.25107),(46 321.2762),(47 319.70996),(48 318.98822),(49 314.86835),(50 320.33304),(51 321.34628),(52 318.33804),(53 320.43835),(54 316.99448),(55 320.8087),(56 314.05957),(57 317.1637),(58 316.72427),(59 319.00302),(60 317.36224),(61 318.9088),(62 318.74695),(63 317.33676),(64 316.94955),(65 318.90244),(66 315.99908),(67 315.5213),(68 315.40225),(69 310.90222),(70 314.3872),(71 316.25427),(72 313.77756),(73 315.08307),(74 316.326),(75 317.12936),(76 315.76862),(77 314.73834),(78 319.9771),(79 316.71237),
(1 197.91),(2 245.07916),(3 267.6905),(4 277.61923),(5 292.82834),(6 300.13712),(7 296.19415),(8 300.1278),(9 306.03418),(10 303.43344),(11 304.18295),(12 305.48013),(13 307.869),(14 309.2051),(15 309.81696),(16 304.88617),(17 303.5378),(18 303.89163),(19 305.1364),(20 304.1862),(21 301.09744),(22 304.3427),(23 301.25336),(24 297.6957),(25 296.3775),(26 299.8364),(27 299.6687),(28 301.32022),(29 301.0026),(30 302.04208),(31 298.24033),(32 300.57425),(33 298.00305),(34 303.1892),(35 298.14197),(36 299.22757),(37 300.94995),(38 304.0824),(39 301.85355),(40 306.50015),(41 308.07547),(42 311.0324),(43 308.3205),(44 312.29346),(45 312.77502),(46 312.76184),(47 314.83264),(48 315.70157),(49 310.13187),(50 308.56937),(51 309.8426),(52 306.92404),(53 306.6334),(54 304.22556),(55 304.40247),(56 303.46262),(57 306.37384),(58 302.2609),(59 302.82684),(60 303.471),(61 304.0307),(62 305.3006),(63 308.93573),(64 308.0977),(65 307.45694),(66 306.6021),(67 305.33282),(68 305.79755),(69 307.89023),(70 307.3515),(71 310.44888),(72 307.1348),(73 304.08606),(74 307.20187),(75 305.08853),(76 303.57114),(77 302.8391),(78 307.97696),(79 309.76068),
(1 193.8689),(2 242.83911),(3 261.6654),(4 274.0875),(5 289.19458),(6 297.38327),(7 302.8912),(8 306.3221),(9 307.9278),(10 304.73965),(11 304.68588),(12 303.80798),(13 309.7288),(14 306.31586),(15 302.50833),(16 301.76587),(17 303.22104),(18 303.3591),(19 303.2112),(20 301.21402),(21 299.14697),(22 301.46545),(23 303.77908),(24 304.6679),(25 301.2018),(26 304.09528),(27 299.08914),(28 298.47916),(29 299.21036),(30 300.1872),(31 297.30405),(32 296.7197),(33 298.633),(34 298.7183),(35 296.34048),(36 296.75308),(37 295.03308),(38 296.58044),(39 296.0381),(40 299.18085),(41 297.86966),(42 303.94867),(43 299.74442),(44 305.83286),(45 306.62875),(46 310.50958),(47 309.05243),(48 312.50986),(49 316.47046),(50 312.97522),(51 314.2265),(52 311.977),(53 311.70978),(54 312.46567),(55 311.48358),(56 310.95343),(57 317.25372),(58 313.88547),(59 316.03702),(60 315.1036),(61 309.89514),(62 311.0856),(63 310.40823),(64 311.86142),(65 310.96594),(66 309.4562),(67 307.5304),(68 300.58633),(69 306.4772),(70 305.15796),(71 303.9223),(72 305.67642),(73 306.97772),(74 311.74573),(75 307.72345),(76 307.96503),(77 305.34897),(78 308.61435),(79 306.57578),
(1 190.49187),(2 234.48254),(3 258.516),(4 267.1726),(5 278.86047),(6 280.24112),(7 284.21136),(8 287.94583),(9 292.4357),(10 290.11832),(11 293.10583),(12 291.01868),(13 294.70944),(14 292.6793),(15 291.64386),(16 293.70636),(17 290.52695),(18 293.25156),(19 295.4322),(20 293.3518),(21 298.16797),(22 290.46674),(23 289.4747),(24 288.36423),(25 290.70135),(26 290.5304),(27 287.9613),(28 292.75467),(29 294.60974),(30 288.45596),(31 291.84653),(32 291.21786),(33 285.84653),(34 286.66333),(35 287.0845),(36 292.1209),(37 290.4423),(38 292.0943),(39 293.89517),(40 298.0504),(41 292.4682),(42 295.68097),(43 292.76617),(44 298.37192),(45 295.70343),(46 302.20154),(47 298.6026),(48 301.4482),(49 299.89865),(50 298.82236),(51 300.1066),(52 297.38162),(53 299.37714),(54 295.1576),(55 295.0259),(56 293.36975),(57 293.80212),(58 292.46103),(59 291.36505),(60 290.19666),(61 289.60718),(62 293.8447),(63 290.67795),(64 291.63974),(65 291.5234),(66 292.27908),(67 290.8363),(68 289.93793),(69 291.13895),(70 290.42554),(71 294.05936),(72 293.14493),(73 293.17453),(74 295.23257),(75 290.44702),(76 289.7349),(77 292.80746),(78 294.97122),(79 296.93048),
(1 191.76865),(2 238.57584),(3 264.2825),(4 269.4675),(5 278.40945),(6 286.49994),(7 288.50085),(8 291.4397),(9 291.6385),(10 292.4488),(11 296.35834),(12 296.84854),(13 296.8863),(14 295.364),(15 299.19965),(16 294.8298),(17 293.74484),(18 298.87042),(19 296.42087),(20 294.75912),(21 298.06934),(22 295.0975),(23 292.6572),(24 294.45468),(25 293.46115),(26 294.43845),(27 292.18164),(28 293.7408),(29 292.50006),(30 292.52435),(31 293.6135),(32 292.0643),(33 289.42325),(34 292.47614),(35 290.0692),(36 296.19058),(37 296.87054),(38 294.43475),(39 294.14606),(40 295.78424),(41 290.69385),(42 292.7965),(43 295.29797),(44 299.1083),(45 296.80756),(46 301.54358),(47 302.32004),(48 304.10046),(49 303.4518),(50 300.74005),(51 297.46652),(52 298.44257),(53 300.77264),(54 297.54263),(55 297.6573),(56 294.64508),(57 296.89807),(58 298.27094),(59 300.87796),(60 304.17645),(61 303.49277),(62 303.15482),(63 300.6922),(64 301.58548),(65 301.82202),(66 302.87485),(67 301.80945),(68 299.85208),(69 294.323),(70 295.84592),(71 298.44592),(72 299.67606),(73 298.0826),(74 297.87125),(75 297.32233),(76 299.46307),(77 302.1496),(78 304.19672),(79 298.48184),
(1 182.4233),(2 226.99113),(3 248.84692),(4 258.3337),(5 271.0622),(6 270.66434),(7 277.74997),(8 281.50787),(9 284.8859),(10 288.85828),(11 292.3419),(12 290.80338),(13 296.74777),(14 293.74954),(15 291.23026),(16 288.38922),(17 287.58267),(18 289.44617),(19 293.6994),(20 286.502),(21 291.02295),(22 289.25208),(23 289.4449),(24 292.96786),(25 292.17072),(26 290.2186),(27 287.20264),(28 286.3168),(29 281.63632),(30 278.64108),(31 280.95966),(32 280.7636),(33 279.48358),(34 285.27222),(35 283.2919),(36 281.09134),(37 284.1617),(38 284.84464),(39 284.43997),(40 286.36227),(41 287.08032),(42 292.77042),(43 292.72345),(44 292.73163),(45 292.0181),(46 294.15955),(47 295.03305),(48 296.40146),(49 298.38727),(50 298.16162),(51 297.13025),(52 298.3579),(53 300.10178),(54 295.3676),(55 297.27957),(56 288.89862),(57 291.37204),(58 292.62604),(59 295.5803),(60 294.9156),(61 291.9552),(62 289.62244),(63 292.60474),(64 292.30258),(65 291.47888),(66 288.44604),(67 287.412),(68 285.0317),(69 289.23563),(70 285.76526),(71 286.42984),(72 286.526),(73 287.4837),(74 288.37323),(75 285.70697),(76 287.70816),(77 292.68127),(78 291.7199),(79 290.3218),
(1 185.81537),(2 223.37593),(3 247.60619),(4 256.11856),(5 265.87256),(6 271.38037),(7 277.92932),(8 282.2188),(9 281.4916),(10 281.8067),(11 285.06662),(12 285.76834),(13 288.99936),(14 284.8954),(15 285.725),(16 282.94366),(17 288.547),(18 286.6704),(19 288.22372),(20 286.10275),(21 286.01105),(22 286.8604),(23 288.66266),(24 289.85355),(25 289.0923),(26 289.5952),(27 286.9156),(28 287.17535),(29 283.15424),(30 284.292),(31 282.75424),(32 281.88757),(33 282.11707),(34 283.71246),(35 282.69867),(36 282.44482),(37 283.0291),(38 284.6859),(39 280.5253),(40 284.27557),(41 283.2556),(42 289.61307),(43 288.53226),(44 288.8949),(45 291.15503),(46 294.1169),(47 287.45975),(48 288.93915),(49 294.88727),(50 295.8567),(51 294.87506),(52 292.36206),(53 293.85342),(54 291.05627),(55 290.88782),(56 288.09888),(57 286.72473),(58 289.7067),(59 288.3039),(60 289.58588),(61 290.0558),(62 289.3741),(63 292.09177),(64 292.13153),(65 293.648),(66 290.66922),(67 290.40387),(68 286.0287),(69 288.40375),(70 287.0268),(71 291.05475),(72 285.76233),(73 287.79413),(74 288.62604),(75 283.85403),(76 286.8696),(77 282.80502),(78 292.69452),(79 290.2933),
(1 180.71014),(2 221.29149),(3 244.93234),(4 255.39417),(5 267.202),(6 270.57764),(7 275.4151),(8 274.71286),(9 282.0463),(10 284.38568),(11 282.84268),(12 282.0569),(13 282.967),(14 280.69644),(15 283.38354),(16 280.08826),(17 280.9858),(18 284.22394),(19 281.581),(20 278.0997),(21 278.74783),(22 283.0512),(23 285.99588),(24 286.0255),(25 281.1513),(26 276.8709),(27 273.42285),(28 270.84048),(29 272.6414),(30 270.93887),(31 271.91202),(32 272.87436),(33 272.77917),(34 275.56955),(35 273.59714),(36 274.07886),(37 280.14398),(38 277.88263),(39 278.15347),(40 278.0835),(41 278.55157),(42 281.17978),(43 278.23816),(44 279.85144),(45 283.05902),(46 287.01157),(47 285.55713),(48 285.3047),(49 287.04208),(50 287.98904),(51 282.8058),(52 282.00845),(53 283.93802),(54 283.0971),(55 281.86166),(56 277.94843),(57 278.38705),(58 278.2396),(59 278.70166),(60 283.83063),(61 284.05594),(62 284.69238),(63 284.68082),(64 284.21475),(65 284.90732),(66 285.47104),(67 284.17358),(68 282.93256),(69 283.2131),(70 281.55447),(71 283.07),(72 285.0606),(73 286.46768),(74 286.72574),(75 283.12717),(76 285.20145),(77 283.50092),(78 286.29123),(79 285.1674),
(1 179.70947),(2 221.92557),(3 243.79553),(4 258.1793),(5 267.52155),(6 271.20206),(7 273.5171),(8 272.8757),(9 278.74994),(10 279.90643),(11 279.30185),(12 275.77792),(13 278.25726),(14 277.2464),(15 278.29538),(16 275.85294),(17 273.79346),(18 276.5031),(19 275.03558),(20 277.11783),(21 276.47974),(22 276.30096),(23 280.3599),(24 278.94315),(25 273.98184),(26 277.462),(27 274.00363),(28 279.13794),(29 275.54028),(30 272.89276),(31 271.29276),(32 275.3056),(33 275.0647),(34 283.32556),(35 279.96375),(36 280.48276),(37 279.41983),(38 282.36566),(39 281.16452),(40 280.88293),(41 281.95572),(42 282.45618),(43 282.47522),(44 286.64557),(45 285.91196),(46 287.83246),(47 286.00894),(48 286.4794),(49 284.55423),(50 286.40997),(51 281.55615),(52 284.65277),(53 285.29926),(54 283.43466),(55 283.06424),(56 278.39862),(57 279.94348),(58 278.30353),(59 276.48523),(60 274.13654),(61 275.80362),(62 275.6815),(63 276.42917),(64 272.73587),(65 275.03946),(66 273.19376),(67 276.0014),(68 275.53702),(69 275.21292),(70 273.78525),(71 276.99466),(72 277.70123),(73 275.2862),(74 276.52127),(75 272.85474),(76 276.3291),(77 274.33954),(78 275.05255),(79 276.38837),
(1 176.42845),(2 218.55873),(3 237.3224),(4 245.40842),(5 253.08704),(6 256.09232),(7 261.71524),(8 263.3174),(9 272.09592),(10 270.26346),(11 270.35883),(12 269.40076),(13 270.1147),(14 274.45972),(15 271.44424),(16 271.81046),(17 270.4332),(18 271.24045),(19 273.82843),(20 272.74344),(21 272.06592),(22 270.24954),(23 273.02597),(24 273.18124),(25 272.41605),(26 275.8711),(27 269.50012),(28 272.7896),(29 271.2207),(30 271.11337),(31 269.62125),(32 270.48517),(33 268.60858),(34 272.86182),(35 270.5192),(36 271.8999),(37 272.33405),(38 274.5107),(39 275.73074),(40 274.6883),(41 272.443),(42 273.9687),(43 273.42218),(44 275.83902),(45 270.15936),(46 278.28662),(47 274.16235),(48 274.21982),(49 274.4407),(50 276.28522),(51 276.96393),(52 275.24457),(53 275.7079),(54 277.45212),(55 278.13397),(56 272.8755),(57 273.43634),(58 271.95898),(59 274.0055),(60 271.0301),(61 273.1599),(62 271.98553),(63 272.68494),(64 275.39737),(65 276.6947),(66 273.3117),(67 274.8748),(68 274.20483),(69 274.31085),(70 273.79303),(71 276.5619),(72 277.87),(73 276.36624),(74 279.09485),(75 271.13),(76 272.93787),(77 271.33414),(78 272.0375),(79 272.33707),
