1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 52.532234),(2 63.75102),(3 68.625175),(4 72.51739),(5 75.384026),(6 77.071205),(7 78.77438),(8 81.39587),(9 80.57837),(10 82.939804),(11 85.65503),(12 85.616806),(13 87.345924),(14 88.41535),(15 89.064354),(16 89.865616),(17 89.98326),(18 89.83429),(19 90.97905),(20 90.736885),(21 91.34297),(22 91.1997),(23 91.62561),(24 91.25798),(25 90.16933),(26 90.06579),(27 91.77121),(28 90.39573),(29 90.84162),(30 89.53983),(31 89.73543),(32 90.272385),(33 89.30082),(34 89.369705),(35 89.456245),(36 88.18473),(37 90.43731),(38 89.804886),(39 89.5199),(40 90.62834),(41 91.28832),(42 92.304634),(43 90.82834),(44 91.352356),(45 91.37309),(46 91.67447),(47 93.59046),(48 93.083015),(49 93.154755),(50 93.2688),(51 92.792854),(52 93.39679),(53 93.439316),(54 92.59486),(55 93.21315),(56 93.71451),(57 93.42842),(58 93.51904),(59 94.71278),(60 93.914314),(61 94.22217),(62 94.58641),(63 94.21158),(64 94.62245),(65 92.97454),(66 92.101425),(67 92.45749),(68 91.617546),(69 91.94021),(70 92.23409),(71 91.48626),(72 91.70991),(73 92.31839),(74 90.471725),(75 90.45237),(76 92.3907),(77 90.41155),(78 91.16141),(79 92.02234),
(1 51.835094),(2 63.12201),(3 69.016205),(4 71.94473),(5 75.13232),(6 76.51824),(7 78.072205),(8 80.44433),(9 80.31937),(10 81.91289),(11 85.10705),(12 85.5109),(13 86.447556),(14 86.936325),(15 87.557556),(16 88.76418),(17 88.81698),(18 89.83015),(19 90.06227),(20 89.92363),(21 90.549706),(22 89.801056),(23 89.35851),(24 89.558525),(25 89.77616),(26 89.16802),(27 89.97562),(28 88.952805),(29 88.78584),(30 88.203964),(31 87.210915),(32 87.73768),(33 86.65323),(34 86.79936),(35 87.25675),(36 86.74745),(37 88.22044),(38 87.95306),(39 87.28427),(40 88.18814),(41 88.28089),(42 88.5693),(43 88.11663),(44 88.51468),(45 89.25623),(46 88.87115),(47 90.312965),(48 90.181404),(49 90.54509),(50 91.14895),(51 89.785835),(52 90.419945),(53 91.42333),(54 91.16302),(55 91.76634),(56 92.36938),(57 92.24825),(58 91.21393),(59 92.03268),(60 90.57392),(61 90.126335),(62 90.588036),(63 91.28771),(64 92.833305),(65 90.83608),(66 90.955734),(67 91.05259),(68 89.84513),(69 89.66289),(70 90.82803),(71 90.05289),(72 89.7094),(73 89.77562),(74 89.57721),(75 89.13361),(76 90.99266),(77 89.83413),(78 89.08678),(79 91.140945),
(1 51.782497),(2 62.3441),(3 68.40398),(4 72.28567),(5 76.03022),(6 77.556656),(7 79.51999),(8 81.34022),(9 81.62313),(10 82.591415),(11 84.56675),(12 84.9203),(13 87.034615),(14 87.88182),(15 87.17731),(16 88.71412),(17 88.80252),(18 89.4679),(19 90.26036),(20 89.85185),(21 90.84077),(22 90.11638),(23 90.2619),(24 90.99035),(25 90.36411),(26 91.129166),(27 91.78101),(28 90.94492),(29 91.357025),(30 89.8805),(31 88.624245),(32 89.148994),(33 88.31316),(34 86.63594),(35 87.54512),(36 86.80329),(37 88.26587),(38 87.08272),(39 87.01355),(40 87.85258),(41 88.4878),(42 87.78143),(43 88.30465),(44 88.59263),(45 88.72987),(46 89.17451),(47 90.67351),(48 90.51916),(49 90.48748),(50 91.36592),(51 91.499054),(52 91.048164),(53 92.28828),(54 90.49136),(55 92.34456),(56 92.768616),(57 92.57192),(58 92.17367),(59 93.93887),(60 92.04606),(61 92.64492),(62 93.83649),(63 92.496376),(64 93.339966),(65 92.38349),(66 92.11155),(67 92.59421),(68 91.42869),(69 91.8307),(70 90.99745),(71 90.47344),(72 89.16067),(73 90.98523),(74 88.92598),(75 88.32675),(76 89.05472),(77 88.36511),(78 88.45129),(79 89.59311),
(1 51.19722),(2 62.075),(3 67.90872),(4 71.53126),(5 74.55761),(6 75.95096),(7 77.94126),(8 80.92499),(9 81.08136),(10 80.89668),(11 83.160194),(12 83.00845),(13 85.647606),(14 84.884605),(15 84.68338),(16 85.81856),(17 85.936226),(18 87.03077),(19 87.54859),(20 87.82948),(21 88.57708),(22 88.12465),(23 88.30959),(24 90.41738),(25 90.32164),(26 89.84405),(27 90.633606),(28 90.83591),(29 90.30853),(30 89.918945),(31 89.04523),(32 90.537766),(33 89.409996),(34 88.65075),(35 89.319466),(36 87.7565),(37 89.00869),(38 88.826805),(39 88.669136),(40 88.86169),(41 89.21315),(42 88.786026),(43 88.95983),(44 89.14949),(45 90.67326),(46 89.7368),(47 92.08301),(48 90.92889),(49 90.61338),(50 91.275116),(51 91.0787),(52 91.03704),(53 91.89816),(54 91.67833),(55 92.15509),(56 93.35171),(57 93.0446),(58 92.58652),(59 93.90648),(60 93.034775),(61 94.125084),(62 93.85741),(63 92.97847),(64 93.59504),(65 92.26567),(66 92.72422),(67 94.100624),(68 92.6125),(69 92.94534),(70 93.12516),(71 92.08467),(72 90.75911),(73 92.11981),(74 90.38326),(75 90.910164),(76 93.357475),(77 92.17257),(78 91.61085),(79 91.77653),
(1 51.757366),(2 62.48144),(3 68.087296),(4 72.116745),(5 74.60264),(6 76.21762),(7 77.45576),(8 79.98388),(9 79.87316),(10 80.40484),(11 82.93755),(12 83.02944),(13 85.69838),(14 85.156845),(15 85.509995),(16 86.70021),(17 86.930664),(18 87.90914),(19 88.22277),(20 87.89974),(21 89.36801),(22 88.70772),(23 89.22976),(24 89.691345),(25 89.82027),(26 89.605545),(27 90.659386),(28 89.28821),(29 89.88188),(30 89.127106),(31 88.11357),(32 89.24202),(33 88.868164),(34 88.03687),(35 89.43753),(36 88.41895),(37 88.57207),(38 88.249275),(39 88.3282),(40 89.0227),(41 89.309135),(42 88.28617),(43 87.98341),(44 87.51353),(45 88.975586),(46 88.386314),(47 90.16096),(48 89.3593),(49 89.323456),(50 90.83547),(51 89.70088),(52 90.11683),(53 90.277565),(54 89.636055),(55 89.5501),(56 90.23663),(57 90.04822),(58 89.29972),(59 90.82413),(60 88.74281),(61 89.85042),(62 90.110115),(63 90.69263),(64 90.786285),(65 88.71063),(66 89.42849),(67 90.462585),(68 90.00136),(69 89.461975),(70 90.69059),(71 90.01049),(72 89.407074),(73 89.23361),(74 88.161934),(75 87.72569),(76 90.39948),(77 89.685616),(78 89.86542),(79 90.88221),
(1 51.17601),(2 61.672073),(3 66.71424),(4 70.202065),(5 73.74723),(6 74.28687),(7 75.98591),(8 77.792175),(9 78.43421),(10 79.48135),(11 81.20986),(12 81.06473),(13 83.562935),(14 83.072395),(15 82.90814),(16 83.93311),(17 84.7094),(18 85.30186),(19 86.11737),(20 87.25502),(21 87.49846),(22 86.96981),(23 86.7653),(24 87.22455),(25 88.05776),(26 87.63819),(27 89.0008),(28 88.15014),(29 88.49753),(30 88.02495),(31 87.12166),(32 87.48055),(33 87.76665),(34 86.26843),(35 87.31231),(36 86.629166),(37 87.13495),(38 86.68798),(39 86.95668),(40 87.48256),(41 87.287476),(42 87.523834),(43 87.164185),(44 87.49532),(45 88.454636),(46 88.25618),(47 88.843864),(48 88.154495),(49 88.84673),(50 89.63271),(51 89.31928),(52 89.62885),(53 90.309906),(54 89.060135),(55 89.67401),(56 90.28968),(57 90.052155),(58 89.59993),(59 91.56113),(60 89.512405),(61 89.48738),(62 89.41968),(63 88.80209),(64 88.82426),(65 87.51407),(66 88.22562),(67 89.385124),(68 88.452385),(69 88.128365),(70 88.48477),(71 88.39541),(72 87.65735),(73 88.58165),(74 87.10859),(75 86.23833),(76 87.64345),(77 86.78672),(78 87.18465),(79 88.56737),
(1 50.79072),(2 61.60414),(3 67.01056),(4 71.09756),(5 74.10711),(6 75.33702),(7 77.007286),(8 78.79338),(9 78.90354),(10 80.725136),(11 82.03555),(12 83.036964),(13 84.70638),(14 84.70015),(15 85.82818),(16 86.673996),(17 86.396095),(18 87.28664),(19 88.03525),(20 88.91269),(21 89.07596),(22 89.03153),(23 88.712006),(24 89.21418),(25 89.40654),(26 88.51789),(27 89.12429),(28 89.04956),(29 89.7245),(30 88.630775),(31 87.906715),(32 88.61551),(33 87.84636),(34 87.81092),(35 87.537926),(36 87.54853),(37 87.80751),(38 87.92948),(39 87.634445),(40 86.153),(41 86.861534),(42 86.5166),(43 86.68424),(44 87.48744),(45 87.30332),(46 87.099655),(47 89.26771),(48 88.87423),(49 89.334755),(50 90.4259),(51 89.75514),(52 89.91814),(53 90.34879),(54 90.554405),(55 89.83854),(56 91.291016),(57 90.522415),(58 90.93765),(59 92.43106),(60 91.13553),(61 90.58376),(62 90.67253),(63 90.55956),(64 90.99016),(65 88.7913),(66 88.99636),(67 89.93263),(68 89.24142),(69 89.17825),(70 89.83756),(71 89.34818),(72 88.74486),(73 89.28822),(74 88.31391),(75 87.934746),(76 89.28608),(77 88.34665),(78 88.10062),(79 88.50267),
(1 50.258015),(2 60.861027),(3 66.38949),(4 69.25874),(5 72.99363),(6 74.951096),(7 76.48406),(8 79.05725),(9 79.66006),(10 79.80872),(11 82.14379),(12 82.40855),(13 84.85105),(14 84.8667),(15 85.68367),(16 86.55061),(17 85.927734),(18 87.05916),(19 87.58331),(20 89.25872),(21 89.50736),(22 90.06997),(23 89.50365),(24 90.56679),(25 89.93717),(26 89.43876),(27 89.7769),(28 89.2333),(29 89.55913),(30 88.79281),(31 87.88213),(32 87.91787),(33 87.698616),(34 86.865326),(35 87.96882),(36 87.05759),(37 87.71459),(38 87.176445),(39 87.49037),(40 86.73314),(41 86.87264),(42 87.22025),(43 87.6083),(44 87.42098),(45 87.23196),(46 87.6568),(47 88.2012),(48 87.931366),(49 88.67202),(50 89.67868),(51 89.8632),(52 91.05114),(53 91.84947),(54 91.13654),(55 92.05039),(56 92.334076),(57 91.58786),(58 90.80043),(59 92.42225),(60 91.80352),(61 90.76537),(62 91.19059),(63 90.67963),(64 91.17485),(65 89.39584),(66 88.78232),(67 90.01222),(68 89.216675),(69 89.18213),(70 89.35517),(71 88.25398),(72 88.5798),(73 88.277794),(74 86.81248),(75 87.169174),(76 88.0143),(77 87.780075),(78 88.02407),(79 88.11104),
(1 50.58436),(2 61.47352),(3 66.96067),(4 70.053734),(5 73.404755),(6 74.71126),(7 77.28795),(8 80.057014),(9 80.61898),(10 80.84739),(11 83.592255),(12 82.76953),(13 85.0752),(14 84.00136),(15 84.5243),(16 85.78633),(17 85.678085),(18 86.34004),(19 87.460495),(20 88.76916),(21 89.11246),(22 88.569786),(23 88.89771),(24 89.74924),(25 89.33915),(26 88.75645),(27 88.72895),(28 88.41733),(29 88.839554),(30 88.14357),(31 87.74677),(32 88.87861),(33 88.001656),(34 87.25348),(35 88.954094),(36 87.45204),(37 88.76133),(38 87.94826),(39 87.66862),(40 87.621796),(41 87.808716),(42 88.102036),(43 87.61425),(44 88.727875),(45 89.725),(46 90.08885),(47 91.53691),(48 90.755135),(49 90.752975),(50 91.70942),(51 91.25811),(52 91.776955),(53 93.21214),(54 93.419464),(55 93.02554),(56 93.47864),(57 92.753296),(58 92.866264),(59 93.80967),(60 93.55169),(61 93.75678),(62 93.26332),(63 92.76022),(64 93.07983),(65 91.67726),(66 90.270035),(67 91.91502),(68 89.863304),(69 89.64436),(70 90.49696),(71 88.76463),(72 88.5802),(73 88.84789),(74 87.686615),(75 88.32425),(76 89.14395),(77 88.50385),(78 88.37462),(79 88.95334),
(1 49.90844),(2 61.402763),(3 66.71163),(4 69.70389),(5 72.78529),(6 74.62854),(7 77.88289),(8 80.04647),(9 80.61474),(10 81.34586),(11 82.67042),(12 83.04263),(13 85.49545),(14 85.15984),(15 86.20161),(16 86.89665),(17 86.48449),(18 87.48984),(19 88.64488),(20 89.03155),(21 88.75766),(22 89.23139),(23 89.014015),(24 89.86308),(25 88.5546),(26 88.538),(27 89.18292),(28 90.0502),(29 90.910194),(30 89.13535),(31 89.25437),(32 89.801),(33 88.98296),(34 87.86613),(35 88.87522),(36 86.911316),(37 88.03369),(38 86.90896),(39 86.52039),(40 86.35539),(41 86.40296),(42 87.14775),(43 86.77515),(44 88.090904),(45 89.10537),(46 89.01877),(47 91.833824),(48 91.5037),(49 91.52768),(50 92.393105),(51 92.00417),(52 92.36873),(53 92.388084),(54 92.441864),(55 92.00431),(56 93.612206),(57 92.752594),(58 92.67323),(59 93.18279),(60 92.58111),(61 92.26795),(62 92.78195),(63 91.473785),(64 91.739746),(65 90.56842),(66 89.82489),(67 90.550575),(68 88.643394),(69 88.21477),(70 89.69377),(71 88.40071),(72 87.95654),(73 89.48662),(74 88.40473),(75 87.67167),(76 88.72444),(77 88.48893),(78 88.59941),(79 89.867546),
(1 49.374474),(2 60.58005),(3 65.3315),(4 68.955055),(5 72.31218),(6 74.49641),(7 77.05596),(8 79.57668),(9 79.57021),(10 80.40217),(11 82.64317),(12 82.30158),(13 84.68464),(14 83.9982),(15 84.39172),(16 85.6846),(17 86.243385),(18 86.884315),(19 87.91303),(20 88.01059),(21 88.008965),(22 88.54091),(23 87.3424),(24 88.24065),(25 87.59332),(26 87.10808),(27 88.62234),(28 88.18706),(29 88.92341),(30 87.73546),(31 87.75966),(32 87.661415),(33 86.6547),(34 86.788574),(35 87.29141),(36 86.22396),(37 87.673195),(38 86.17948),(39 86.39074),(40 86.61097),(41 86.36158),(42 86.49617),(43 86.11743),(44 86.67715),(45 87.66823),(46 88.08299),(47 89.29096),(48 88.24192),(49 88.880394),(50 89.617004),(51 89.865944),(52 90.09581),(53 90.02502),(54 89.87804),(55 89.932846),(56 90.862946),(57 89.61627),(58 88.848915),(59 89.90015),(60 89.25199),(61 89.77444),(62 89.45114),(63 89.51063),(64 89.91493),(65 89.43243),(66 89.091156),(67 88.79026),(68 87.95732),(69 87.89562),(70 87.99757),(71 87.14136),(72 86.19909),(73 88.56633),(74 88.10367),(75 87.769485),(76 89.14205),(77 88.01708),(78 88.41154),(79 88.70328),
(1 50.332188),(2 61.514294),(3 67.12085),(4 71.11403),(5 74.77229),(6 76.29808),(7 78.03729),(8 80.5698),(9 80.65171),(10 81.0442),(11 82.604546),(12 82.02825),(13 82.778),(14 83.31352),(15 84.58789),(16 85.53503),(17 86.47231),(18 86.134964),(19 87.391685),(20 88.305786),(21 88.790306),(22 89.7715),(23 89.15177),(24 89.649445),(25 89.43859),(26 88.816895),(27 90.41996),(28 89.326485),(29 90.1461),(30 89.17629),(31 88.1574),(32 88.18738),(33 88.10428),(34 87.706604),(35 89.05996),(36 87.87851),(37 88.316124),(38 87.59988),(39 88.213196),(40 88.71997),(41 88.375084),(42 88.54775),(43 88.53796),(44 88.172775),(45 89.175644),(46 89.87949),(47 90.54341),(48 89.92255),(49 90.319435),(50 91.247955),(51 91.01297),(52 91.297935),(53 91.7938),(54 91.28759),(55 91.44227),(56 92.152985),(57 91.02475),(58 90.89461),(59 91.660645),(60 90.78397),(61 90.35926),(62 91.113434),(63 90.21605),(64 90.82148),(65 90.059616),(66 90.91067),(67 90.51978),(68 89.54603),(69 89.39535),(70 90.32798),(71 89.337395),(72 88.29705),(73 89.37133),(74 88.85043),(75 89.50871),(76 89.465256),(77 88.65431),(78 89.58017),(79 90.39902),
(1 49.461796),(2 60.199047),(3 65.106995),(4 68.71565),(5 72.36088),(6 72.6309),(7 74.02776),(8 75.855316),(9 76.42475),(10 77.27375),(11 79.137764),(12 79.12664),(13 80.03589),(14 80.816536),(15 81.53381),(16 83.40529),(17 83.637276),(18 84.585495),(19 84.27713),(20 85.53245),(21 85.885765),(22 86.593445),(23 85.612724),(24 86.07768),(25 86.400215),(26 85.74425),(27 87.16995),(28 86.31495),(29 86.82875),(30 86.07439),(31 85.83339),(32 86.06232),(33 84.98758),(34 84.98978),(35 86.15317),(36 85.80095),(37 85.97002),(38 85.49634),(39 85.59581),(40 87.117),(41 87.14503),(42 87.12497),(43 85.982704),(44 86.605835),(45 87.43879),(46 87.723404),(47 88.28135),(48 88.258224),(49 88.498276),(50 89.64267),(51 88.49275),(52 89.521935),(53 90.45903),(54 89.79834),(55 89.58167),(56 90.25822),(57 89.90167),(58 89.10451),(59 89.32209),(60 89.36543),(61 89.194695),(62 89.19309),(63 88.427376),(64 89.57653),(65 88.12399),(66 88.09878),(67 88.121826),(68 87.8354),(69 86.76174),(70 88.05893),(71 86.462654),(72 86.68747),(73 87.71261),(74 87.630714),(75 86.98587),(76 87.591515),(77 86.900764),(78 87.15782),(79 87.3418),
(1 50.149563),(2 60.96682),(3 66.25042),(4 69.9356),(5 73.734085),(6 74.29922),(7 75.79247),(8 78.07156),(9 78.300705),(10 79.312416),(11 80.80362),(12 81.15824),(13 81.951416),(14 82.69802),(15 82.85371),(16 84.28583),(17 83.673706),(18 84.59843),(19 85.666534),(20 85.90118),(21 86.42245),(22 86.60346),(23 85.71066),(24 86.21326),(25 86.586494),(26 86.3781),(27 88.026436),(28 86.635124),(29 87.105774),(30 86.01757),(31 86.09623),(32 85.71954),(33 85.2317),(34 85.28389),(35 86.18807),(36 85.791145),(37 86.3129),(38 85.63308),(39 85.01133),(40 86.19138),(41 85.97471),(42 86.188934),(43 85.71415),(44 86.59998),(45 86.951324),(46 87.53607),(47 87.711464),(48 87.050766),(49 88.07923),(50 88.888435),(51 88.05453),(52 88.52188),(53 90.00032),(54 90.22386),(55 88.99439),(56 89.74529),(57 89.40593),(58 89.14522),(59 89.698524),(60 88.89345),(61 89.21698),(62 89.556465),(63 88.159065),(64 88.63636),(65 88.141396),(66 87.53045),(67 88.1596),(68 87.82597),(69 87.23099),(70 87.656845),(71 85.8567),(72 86.6903),(73 87.46121),(74 87.181625),(75 87.1587),(76 87.53613),(77 88.66508),(78 87.91905),(79 88.95938),
(1 49.227097),(2 59.952267),(3 65.718796),(4 69.90046),(5 73.186455),(6 72.82712),(7 74.58608),(8 78.05262),(9 77.68985),(10 78.33422),(11 80.85561),(12 80.96354),(13 82.016266),(14 83.16706),(15 83.555916),(16 84.45287),(17 84.65511),(18 85.025215),(19 86.233765),(20 85.89204),(21 86.408615),(22 86.1958),(23 85.622795),(24 86.613434),(25 86.5043),(26 86.095055),(27 87.20487),(28 86.38922),(29 86.41182),(30 85.883804),(31 85.21152),(32 85.564926),(33 84.85295),(34 84.472984),(35 84.9291),(36 84.91069),(37 85.727615),(38 85.0468),(39 85.22896),(40 86.02948),(41 85.139694),(42 84.24901),(43 83.93945),(44 84.23284),(45 84.46692),(46 85.17031),(47 86.635925),(48 85.87076),(49 85.51446),(50 86.422554),(51 86.40673),(52 86.706535),(53 87.918945),(54 87.45974),(55 88.04122),(56 88.41171),(57 87.39878),(58 87.93219),(59 87.58365),(60 86.91922),(61 86.656044),(62 87.33982),(63 86.18108),(64 86.261154),(65 86.47174),(66 86.117004),(67 86.7074),(68 86.4394),(69 85.35277),(70 86.545364),(71 85.576935),(72 86.20211),(73 86.55039),(74 85.7049),(75 85.36384),(76 86.086136),(77 86.022026),(78 86.12286),(79 86.53425),
(1 48.88167),(2 59.5295),(3 66.12634),(4 68.369415),(5 72.398506),(6 72.82259),(7 74.53448),(8 76.07274),(9 76.766716),(10 77.78157),(11 79.529854),(12 80.46877),(13 82.67635),(14 82.912834),(15 83.62853),(16 83.59963),(17 83.41313),(18 84.29372),(19 85.282555),(20 85.95498),(21 86.069084),(22 85.88828),(23 85.47523),(24 86.816895),(25 85.624214),(26 86.14649),(27 86.89662),(28 86.65456),(29 87.24972),(30 86.59726),(31 85.6163),(32 85.59151),(33 84.40087),(34 83.64312),(35 84.574),(36 84.522995),(37 85.32884),(38 84.660065),(39 84.66274),(40 84.6886),(41 85.11516),(42 84.36706),(43 84.125496),(44 84.25415),(45 84.559586),(46 84.37119),(47 85.267685),(48 84.32497),(49 84.5483),(50 84.948715),(51 85.808304),(52 85.50704),(53 87.90055),(54 88.05711),(55 87.425896),(56 88.39634),(57 87.39287),(58 87.38846),(59 88.55353),(60 87.28975),(61 87.191055),(62 88.11282),(63 87.16116),(64 87.57521),(65 86.40068),(66 85.13465),(67 85.94135),(68 84.95178),(69 85.060715),(70 85.91434),(71 85.062035),(72 85.20987),(73 85.13643),(74 83.559875),(75 84.205864),(76 84.59913),(77 84.201416),(78 83.883545),(79 84.53202),
(1 49.490803),(2 60.28872),(3 65.632515),(4 68.81656),(5 72.1272),(6 72.885376),(7 75.116615),(8 77.04082),(9 78.28039),(10 79.14282),(11 81.272896),(12 81.138405),(13 83.15148),(14 82.973206),(15 83.73543),(16 84.82452),(17 85.19521),(18 86.54447),(19 86.58487),(20 87.20509),(21 86.31769),(22 86.45502),(23 85.91044),(24 86.35432),(25 85.8992),(26 86.37929),(27 87.541275),(28 86.05386),(29 86.41151),(30 86.06492),(31 85.096405),(32 85.860344),(33 84.241165),(34 83.11567),(35 84.20646),(36 83.89914),(37 84.41869),(38 83.70482),(39 84.398315),(40 85.205124),(41 85.114975),(42 84.96427),(43 84.589066),(44 83.84264),(45 84.790405),(46 84.81315),(47 86.29356),(48 85.89507),(49 86.71641),(50 86.97231),(51 86.719215),(52 87.44143),(53 88.37651),(54 88.31409),(55 87.91337),(56 89.32583),(57 88.59008),(58 89.00906),(59 90.24224),(60 89.87758),(61 90.11585),(62 91.23752),(63 89.44905),(64 89.49556),(65 88.64358),(66 88.57585),(67 88.44279),(68 87.36278),(69 88.03192),(70 87.7774),(71 87.07032),(72 86.69822),(73 87.04374),(74 85.96675),(75 86.18318),(76 87.02057),(77 86.968025),(78 86.532455),(79 86.56168),
(1 48.01639),(2 58.817223),(3 63.49366),(4 66.880875),(5 69.86257),(6 69.79952),(7 72.24674),(8 73.91061),(9 74.96053),(10 75.93233),(11 77.270164),(12 77.68949),(13 78.68508),(14 78.52654),(15 79.12711),(16 80.91332),(17 81.046745),(18 81.459076),(19 82.83768),(20 84.43147),(21 84.29634),(22 84.38058),(23 83.56859),(24 84.284645),(25 84.26203),(26 85.02051),(27 85.39859),(28 85.49923),(29 85.12876),(30 85.076004),(31 84.892296),(32 85.39611),(33 83.81914),(34 83.618835),(35 85.06645),(36 84.06889),(37 83.54931),(38 83.32965),(39 83.82161),(40 84.09953),(41 83.39403),(42 83.542336),(43 82.71897),(44 83.581505),(45 83.65183),(46 83.66176),(47 85.83777),(48 85.463326),(49 85.17798),(50 85.871506),(51 84.94399),(52 85.52601),(53 85.827675),(54 85.15497),(55 84.39055),(56 85.56854),(57 85.007545),(58 84.871605),(59 85.65641),(60 85.15982),(61 84.60118),(62 86.51737),(63 86.49996),(64 86.192406),(65 85.16352),(66 84.52781),(67 86.0109),(68 84.76704),(69 84.78709),(70 84.63216),(71 84.02997),(72 84.812164),(73 84.40059),(74 83.76001),(75 84.50823),(76 85.82176),(77 85.06604),(78 85.77869),(79 86.54243),
