1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67437.26),(2 209642.8),(3 424239.66),(4 702046.5),(5 1018878.75),(6 1345658.9),(7 1655068.5),(8 1936773),(9 2252697.8),(10 2579778.8),(11 2899857.8),(12 3244435.3),(13 3654992),(14 4031615.3),(15 4369553.5),(16 4691650),(17 4956998),(18 5137656),(19 5286408),(20 5385737.5),(21 5441016.5),(22 5552704),(23 5665009.5),(24 5785449.5),(25 5932352.5),(26 6070136),(27 6225373.5),(28 6344564.5),(29 6456438.5),(30 6596846.5),(31 6715220.5),(32 6795341.5),(33 6895221.5),(34 6954262.5),(35 6918770.5),(36 6866672),(37 6816141.5),(38 6746829.5),(39 6725237.5),(40 6716457.5),(41 6688101.5),(42 6719789.5),(43 6769732),(44 6801220.5),(45 6993732),(46 7136812),(47 7313086),(48 7540572.5),(49 7756948),(50 7978847.5),(51 8205066.5),(52 8393614),(53 8622157),(54 8831288),(55 9045401),(56 9267077),(57 9416182),(58 9603682),(59 9720984),(60 9834207),(61 9924183),(62 9961799),(63 9982047),(64 10037744),(65 10033980),(66 10010247),(67 9980744),(68 9948543),(69 9903100),(70 10012008),(71 10055556),(72 10158575),(73 10288086),(74 10332837),(75 10449142),(76 10588087),(77 10733473),(78 11210264),(79 11464859),
(1 1417.9647),(2 1996.0232),(3 2414.0608),(4 2730.2402),(5 2889.5935),(6 3037.7168),(7 3171.4102),(8 3226.1816),(9 3269.0835),(10 3346.6135),(11 3345.9368),(12 3400.1719),(13 3469.77),(14 3437.5083),(15 3512.1401),(16 3582.0918),(17 3596.0857),(18 3655.7168),(19 3786.8823),(20 3742.435),(21 3795.0298),(22 3734.9153),(23 3730.2751),(24 3790.7856),(25 3742.2507),(26 3770.3674),(27 3824.0798),(28 3797.9827),(29 3822.275),(30 3873.5422),(31 3854.5657),(32 3922.7527),(33 3917.8594),(34 3989.3882),(35 3993.2473),(36 4024.081),(37 4131.153),(38 4086.6775),(39 4148.9697),(40 4173.0537),(41 4157.3325),(42 4158.5454),(43 4179.767),(44 4111.78),(45 4158.373),(46 4158.325),(47 4138.196),(48 4167.4233),(49 4194.545),(50 4273.05),(51 4257.7695),(52 4338.6973),(53 4264.6655),(54 4283.2153),(55 4326.8735),(56 4310.244),(57 4367.839),(58 4473.1816),(59 4387.8164),(60 4388.6343),(61 4403.719),(62 4328.088),(63 4316.4546),(64 4282.4204),(65 4205.9067),(66 4209.2583),(67 4270.5703),(68 4202.3433),(69 4155.1807),(70 4201.5557),(71 4115.4756),(72 4100.972),(73 4103.967),(74 4088.8835),(75 4161.9585),(76 4076.9417),(77 4154.9854),(78 4295.0327),(79 4233.966),
(1 1349.8177),(2 1873.7598),(3 2269.298),(4 2512.2996),(5 2621.2769),(6 2755.8726),(7 2868.9448),(8 2919.072),(9 2934.2463),(10 3035.9324),(11 3043.1719),(12 3078.4678),(13 3149.9226),(14 3147.753),(15 3193.6992),(16 3305.7654),(17 3297.3306),(18 3358.6418),(19 3454.2742),(20 3413.7383),(21 3446.838),(22 3456.7803),(23 3479.3113),(24 3524.4788),(25 3459.1978),(26 3490.922),(27 3563.7534),(28 3561.5405),(29 3595.3699),(30 3660.4905),(31 3649.4006),(32 3689.8252),(33 3691.3706),(34 3772.6128),(35 3741.8494),(36 3755.58),(37 3836.7368),(38 3814.5688),(39 3837.679),(40 3870.0725),(41 3913.5125),(42 3920.3123),(43 3962.6345),(44 3883.0515),(45 3893.382),(46 3868.658),(47 3828.5056),(48 3828.188),(49 3821.0562),(50 3875.4148),(51 3812.7395),(52 3839.8389),(53 3810.1445),(54 3811.8716),(55 3819.4927),(56 3812.9373),(57 3826.618),(58 3932.209),(59 3931.3547),(60 3934.935),(61 4021.256),(62 3933.0762),(63 3921.2703),(64 3965.8538),(65 3896.8953),(66 3880.9697),(67 3918.8103),(68 3876.164),(69 3869.5203),(70 3927.3496),(71 3882.0566),(72 3864.0667),(73 3892.1165),(74 3856.126),(75 3900.9866),(76 3864.5596),(77 3936.968),(78 4068.3254),(79 3947.5542),
(1 1312.7097),(2 1870.6542),(3 2235.1204),(4 2497.0156),(5 2627.9807),(6 2733.423),(7 2886.958),(8 2931.6328),(9 2968.7607),(10 3055.4563),(11 3092.0115),(12 3150.3196),(13 3204.5173),(14 3218.332),(15 3256.0894),(16 3338.855),(17 3364.9546),(18 3410.603),(19 3501.6326),(20 3487.639),(21 3509.1804),(22 3471.6367),(23 3474.7842),(24 3498.9448),(25 3445.1377),(26 3446.2131),(27 3479.5881),(28 3454.7468),(29 3469.637),(30 3487.3564),(31 3426.27),(32 3478.9387),(33 3467.6511),(34 3522.9426),(35 3542.615),(36 3589.416),(37 3678.4185),(38 3633.9556),(39 3715.6016),(40 3740.481),(41 3753.4573),(42 3781.2627),(43 3847.0173),(44 3799.3616),(45 3808.7324),(46 3758.1504),(47 3754.5981),(48 3783.666),(49 3761.387),(50 3808.3733),(51 3773.4775),(52 3795.9998),(53 3761.173),(54 3762.6504),(55 3761.226),(56 3736.3333),(57 3748.4583),(58 3828.2793),(59 3818.2231),(60 3815.57),(61 3873.0388),(62 3835.1318),(63 3848.5264),(64 3902.083),(65 3830.4722),(66 3818.2231),(67 3873.7134),(68 3823.4102),(69 3817.908),(70 3889.3325),(71 3822.8364),(72 3837.6016),(73 3874.7808),(74 3844.338),(75 3892.8015),(76 3818.8447),(77 3868.6025),(78 3970.2158),(79 3905.679),
(1 1358.7477),(2 1906.5907),(3 2308.4531),(4 2567.3132),(5 2689.833),(6 2841.2388),(7 2948.568),(8 3015.7498),(9 3026.6023),(10 3111.851),(11 3149.0825),(12 3187.652),(13 3261.4521),(14 3251.3503),(15 3299.3215),(16 3382.2485),(17 3363.101),(18 3385.5737),(19 3482.9224),(20 3506.9478),(21 3538.2524),(22 3473.553),(23 3516.1047),(24 3561.1926),(25 3492.1287),(26 3500.0845),(27 3543.3596),(28 3509.175),(29 3535.4797),(30 3596.832),(31 3564.8633),(32 3637.658),(33 3618.805),(34 3670.6392),(35 3658.6707),(36 3742.0762),(37 3798.2266),(38 3769.8413),(39 3857.6477),(40 3895.2458),(41 3884.032),(42 3868.328),(43 3926.9324),(44 3868.4568),(45 3876.4072),(46 3831.8237),(47 3804.956),(48 3788.0034),(49 3784.4897),(50 3843.579),(51 3815.9875),(52 3863.7979),(53 3813.3486),(54 3842.097),(55 3825.037),(56 3828.976),(57 3874.6934),(58 3904.9119),(59 3901.7139),(60 3934.3162),(61 3970.135),(62 3936.0288),(63 3948.4546),(64 3992.2131),(65 3970.5398),(66 3982.582),(67 4016.4172),(68 3936.6104),(69 3903.1045),(70 3976.5083),(71 3883.7114),(72 3881.2434),(73 3894.4736),(74 3879.6724),(75 3935.4985),(76 3878.642),(77 3938.8271),(78 4013.0972),(79 3901.9214),
(1 1311.4028),(2 1856.6526),(3 2218.143),(4 2445.95),(5 2562.7317),(6 2685.2483),(7 2762.419),(8 2778.1182),(9 2834.4177),(10 2946.2131),(11 2966.1926),(12 2972.4312),(13 3039.574),(14 3014.254),(15 3036.718),(16 3115.808),(17 3096.8992),(18 3119.0679),(19 3226.135),(20 3190.0574),(21 3208.7764),(22 3190.3652),(23 3225.985),(24 3279.1711),(25 3243.64),(26 3245.08),(27 3306.8628),(28 3269.1653),(29 3323.1296),(30 3366.9258),(31 3353.7083),(32 3423.5493),(33 3363.618),(34 3393.528),(35 3371.4534),(36 3438.3237),(37 3507.3997),(38 3478.3428),(39 3529.777),(40 3531.8628),(41 3525.5784),(42 3539.6973),(43 3578.1033),(44 3526.9817),(45 3581.0107),(46 3503.4312),(47 3485.8518),(48 3488.9023),(49 3467.8386),(50 3511.4272),(51 3463.4526),(52 3504.9377),(53 3461.248),(54 3487.7441),(55 3495.298),(56 3505.2852),(57 3541.07),(58 3604.288),(59 3623.3923),(60 3604.5442),(61 3687.088),(62 3625.8237),(63 3630.8804),(64 3629.5579),(65 3590.927),(66 3583.7813),(67 3650.8628),(68 3572.668),(69 3550.2063),(70 3590.506),(71 3512.2163),(72 3526.022),(73 3564.3352),(74 3538.9353),(75 3574.246),(76 3564.9568),(77 3621.4739),(78 3719.3801),(79 3648.145),
(1 1296.0461),(2 1827.1915),(3 2177.841),(4 2402.591),(5 2517.931),(6 2644.7612),(7 2753.2842),(8 2786.4792),(9 2853.9773),(10 2973.2878),(11 2988.6826),(12 3026.4956),(13 3098.5137),(14 3066.4326),(15 3066.8342),(16 3146.125),(17 3157.77),(18 3175.9504),(19 3253.7998),(20 3210.6326),(21 3250.1008),(22 3217.3328),(23 3202.3523),(24 3273.1992),(25 3198.6958),(26 3209.7139),(27 3271.6943),(28 3238.8093),(29 3243.2402),(30 3282.1328),(31 3261.8674),(32 3280.6934),(33 3286.2825),(34 3362.5479),(35 3325.5662),(36 3347.1406),(37 3398.9075),(38 3407.334),(39 3449.7944),(40 3464.1519),(41 3477.9922),(42 3498.2727),(43 3576.9824),(44 3525.9976),(45 3531.679),(46 3522.5989),(47 3509.4421),(48 3523.9941),(49 3508.3848),(50 3547.905),(51 3528.707),(52 3584.2375),(53 3549.6616),(54 3572.9893),(55 3600.8013),(56 3594.4756),(57 3618.6545),(58 3672.444),(59 3653.9119),(60 3664.8445),(61 3741.999),(62 3711.3933),(63 3716.7253),(64 3710.624),(65 3660.6104),(66 3651.05),(67 3699.945),(68 3651.1138),(69 3613.9058),(70 3655.6772),(71 3558.9905),(72 3536.7246),(73 3582.21),(74 3528.9143),(75 3623.3513),(76 3587.2393),(77 3606.4045),(78 3725.647),(79 3695.647),
(1 1251.04),(2 1735.8628),(3 2051.8667),(4 2268.8318),(5 2385.528),(6 2523.9883),(7 2643.0742),(8 2672.909),(9 2683.1553),(10 2755.6719),(11 2783.243),(12 2807.7869),(13 2874.1753),(14 2879.3645),(15 2920.4893),(16 3004.7412),(17 3037.1372),(18 3085.4592),(19 3144.2644),(20 3163.6475),(21 3225.3606),(22 3173.4473),(23 3206.243),(24 3275.7092),(25 3224.1096),(26 3248.5315),(27 3273.7205),(28 3234.826),(29 3237.9802),(30 3274.378),(31 3233.1824),(32 3315.1758),(33 3325.3474),(34 3385.6807),(35 3371.7634),(36 3441.3574),(37 3493.2334),(38 3484.0347),(39 3503.3665),(40 3526.398),(41 3538.12),(42 3533.7896),(43 3585.0874),(44 3524.7207),(45 3508.6755),(46 3481.4492),(47 3477.6584),(48 3486.882),(49 3495.3445),(50 3538.7983),(51 3516.651),(52 3577.8508),(53 3530.0522),(54 3539.7134),(55 3577.9116),(56 3540.224),(57 3547.5586),(58 3570.6826),(59 3498.9739),(60 3538.4294),(61 3572.817),(62 3526.1362),(63 3554.7246),(64 3602.3657),(65 3562.2183),(66 3565.6953),(67 3593.1685),(68 3542.9097),(69 3519.1362),(70 3548.4792),(71 3508.152),(72 3498.5168),(73 3479.7712),(74 3430.5166),(75 3505.8938),(76 3483.29),(77 3503.566),(78 3610.5461),(79 3589.579),
(1 1273.573),(2 1769.3579),(3 2077.6692),(4 2317.554),(5 2433.696),(6 2588.9492),(7 2687.7922),(8 2717.3804),(9 2778.22),(10 2870.348),(11 2891.3032),(12 2899.2368),(13 2945.8538),(14 2910.1563),(15 2966.898),(16 3037.3813),(17 3075.6501),(18 3100.317),(19 3216.1711),(20 3245.5955),(21 3301.037),(22 3288.7285),(23 3299.846),(24 3341.7288),(25 3332.507),(26 3333.832),(27 3381.497),(28 3330.5374),(29 3350.6934),(30 3414.3782),(31 3344.6948),(32 3398.4902),(33 3383.8872),(34 3445.5522),(35 3424.765),(36 3447.7185),(37 3479.627),(38 3445.9565),(39 3482.4102),(40 3538.373),(41 3555.8066),(42 3553.984),(43 3592.3882),(44 3575.63),(45 3575.3022),(46 3564.519),(47 3519.0703),(48 3571.9922),(49 3543.874),(50 3574.9026),(51 3523.2693),(52 3598.876),(53 3558.9866),(54 3553.887),(55 3595.4548),(56 3584.3872),(57 3596.981),(58 3618.3975),(59 3588.2932),(60 3592.0886),(61 3632.583),(62 3561.7583),(63 3586.598),(64 3623.7532),(65 3578.0222),(66 3543.7793),(67 3575.575),(68 3517.5547),(69 3485.7366),(70 3508.5557),(71 3492.2903),(72 3505.3015),(73 3548.4487),(74 3536.2168),(75 3591.6147),(76 3580.664),(77 3619.9124),(78 3706.9478),(79 3650.3005),
(1 1255.1078),(2 1760.1445),(3 2118.1816),(4 2370.703),(5 2481.5662),(6 2608.061),(7 2728.0693),(8 2746.7234),(9 2782.1707),(10 2859.7634),(11 2896.0088),(12 2878.5994),(13 2911.086),(14 2917.8572),(15 2999.96),(16 3101.0676),(17 3102.1108),(18 3149.58),(19 3214.4705),(20 3238.8853),(21 3289.141),(22 3263.8464),(23 3278.6572),(24 3296.938),(25 3252.5876),(26 3270.6968),(27 3301.8628),(28 3248.7563),(29 3248.1545),(30 3276.0242),(31 3227.748),(32 3280.7341),(33 3225.4563),(34 3285.5862),(35 3263.8208),(36 3260.9233),(37 3290.4897),(38 3286.0938),(39 3310.1978),(40 3363.5554),(41 3362.8018),(42 3357.1765),(43 3387.2207),(44 3383.0037),(45 3402.7444),(46 3387.5212),(47 3372.2437),(48 3365.3867),(49 3347.315),(50 3382.4617),(51 3370.4446),(52 3416.2446),(53 3383.5164),(54 3408.268),(55 3490.0217),(56 3498.0642),(57 3521.3572),(58 3580.4504),(59 3550.7756),(60 3579.8604),(61 3626.8323),(62 3575.832),(63 3636.914),(64 3619.0276),(65 3596.8896),(66 3582.6782),(67 3620.7993),(68 3583.2192),(69 3574.5522),(70 3637.4453),(71 3586.1968),(72 3601.9187),(73 3632.6196),(74 3594.331),(75 3630.1582),(76 3607.2659),(77 3635.586),(78 3750.1523),(79 3700.4),
(1 1231.3691),(2 1710.9252),(3 2057.1858),(4 2268.0308),(5 2374.9348),(6 2482.707),(7 2566.9119),(8 2564.9656),(9 2605.0146),(10 2679.3508),(11 2691.9502),(12 2744.56),(13 2791.661),(14 2791.0823),(15 2861.5247),(16 2943.6548),(17 2947.1184),(18 3000.8174),(19 3066.1353),(20 3069.9907),(21 3105.6301),(22 3080.495),(23 3099.065),(24 3142.6995),(25 3090.9124),(26 3108.1062),(27 3160.1758),(28 3115.973),(29 3131.1538),(30 3167.1572),(31 3123.2969),(32 3199.6323),(33 3164.4026),(34 3198.5688),(35 3203.0962),(36 3231.6394),(37 3256.0837),(38 3212.5225),(39 3231.0034),(40 3267.972),(41 3258.9834),(42 3265.3076),(43 3304.128),(44 3279.9465),(45 3317.6777),(46 3295.5918),(47 3300.4294),(48 3358.7986),(49 3344.0317),(50 3350.4214),(51 3298.2383),(52 3315.8762),(53 3257.1067),(54 3274.13),(55 3360.212),(56 3390.656),(57 3398.648),(58 3475.1643),(59 3489.7207),(60 3528.5535),(61 3589.4382),(62 3485.1375),(63 3537.8225),(64 3591.9934),(65 3545.989),(66 3499.0647),(67 3522.758),(68 3493.97),(69 3445.995),(70 3497.0227),(71 3439.7004),(72 3457.8206),(73 3469.0752),(74 3449.943),(75 3515.3884),(76 3441.2627),(77 3438.3274),(78 3543.6116),(79 3461.4038),
(1 1242.4778),(2 1725.1603),(3 2056.066),(4 2298.8628),(5 2420.6873),(6 2541.013),(7 2640.6655),(8 2677.1133),(9 2687.9485),(10 2745.3743),(11 2768.7817),(12 2832.4414),(13 2872.985),(14 2848.054),(15 2899.6074),(16 2973.4456),(17 2943.1636),(18 2977.7234),(19 3051.883),(20 3027.082),(21 3106.2095),(22 3082.1997),(23 3129.6848),(24 3170.196),(25 3132.894),(26 3147.6729),(27 3205.5103),(28 3171.4714),(29 3166.572),(30 3201.856),(31 3168.51),(32 3197.379),(33 3177.7498),(34 3201.431),(35 3207.4734),(36 3250.1572),(37 3277.589),(38 3298.1672),(39 3320.9182),(40 3391.849),(41 3357.4338),(42 3351.4272),(43 3412.1716),(44 3322.2393),(45 3321.9753),(46 3315.8345),(47 3304.893),(48 3331.393),(49 3328.9524),(50 3350.2488),(51 3329.1628),(52 3362.215),(53 3311.4102),(54 3305.5066),(55 3338.599),(56 3356.998),(57 3354.1118),(58 3440.956),(59 3419.8503),(60 3460.2148),(61 3510.616),(62 3468.7373),(63 3476.005),(64 3476.505),(65 3439.1238),(66 3464.3823),(67 3497.6975),(68 3416.5154),(69 3384.504),(70 3462.5176),(71 3400.065),(72 3383.5432),(73 3377.143),(74 3340.171),(75 3355.282),(76 3292.0635),(77 3307.4602),(78 3441.7039),(79 3393.8135),
(1 1188.412),(2 1648.7224),(3 1948.8744),(4 2182.4788),(5 2285.9272),(6 2374.2085),(7 2471.224),(8 2517.7856),(9 2575.0076),(10 2637.6729),(11 2657.3147),(12 2698.7573),(13 2764.0454),(14 2757.8176),(15 2823.349),(16 2841.5928),(17 2844.5454),(18 2870.4087),(19 2937.5107),(20 2930.9211),(21 2984.3103),(22 2963.482),(23 2953.0242),(24 2999.318),(25 2961.9575),(26 2982.5127),(27 2992.6797),(28 2957.8716),(29 2967.711),(30 3023.3608),(31 3003.6753),(32 3042.7188),(33 3023.7302),(34 3068.208),(35 3057.6797),(36 3100.8928),(37 3135.1367),(38 3098.5525),(39 3074.8823),(40 3126.8691),(41 3092.34),(42 3097.9011),(43 3164.845),(44 3124.6646),(45 3139.1545),(46 3105.3516),(47 3112.0615),(48 3153.1545),(49 3113.4465),(50 3181.7598),(51 3161.774),(52 3221.5044),(53 3185.3645),(54 3201.843),(55 3204.9592),(56 3199.276),(57 3217.6116),(58 3283.0605),(59 3260.569),(60 3261.3235),(61 3304.184),(62 3236.382),(63 3240.0703),(64 3228.7986),(65 3202.0718),(66 3208.9314),(67 3260.0557),(68 3227.3735),(69 3234.0415),(70 3263.9202),(71 3223.8987),(72 3201.6487),(73 3202.3203),(74 3166.5193),(75 3228.8645),(76 3155.5442),(77 3162.2336),(78 3245.3044),(79 3169.0476),
(1 1181.5997),(2 1631.8756),(3 1947.9205),(4 2167.4138),(5 2274.5063),(6 2389.3171),(7 2501.7363),(8 2545.5474),(9 2564.0215),(10 2637.5989),(11 2660.8088),(12 2692.7593),(13 2741.2258),(14 2721.2727),(15 2759.6),(16 2815.582),(17 2821.311),(18 2862.164),(19 2937.391),(20 2912.3218),(21 2962.7139),(22 2962.731),(23 2961.1563),(24 3029.6448),(25 3026.307),(26 3053.4622),(27 3104.8699),(28 3056.9722),(29 3061.6309),(30 3106.626),(31 3063.8923),(32 3120.572),(33 3089.7869),(34 3114.4744),(35 3090.546),(36 3104.3728),(37 3106.146),(38 3070.9802),(39 3074.94),(40 3100.761),(41 3083.681),(42 3077.7507),(43 3151.113),(44 3129.6592),(45 3160.0422),(46 3122.7083),(47 3133.281),(48 3191.1357),(49 3171.2058),(50 3213.4207),(51 3199.3853),(52 3253.2612),(53 3232.94),(54 3248.2244),(55 3314.2773),(56 3273.481),(57 3266.615),(58 3282.1023),(59 3269.241),(60 3304.3037),(61 3329.6807),(62 3332.683),(63 3344.6902),(64 3338.4937),(65 3284.9497),(66 3326.5776),(67 3352.783),(68 3316.4392),(69 3278.1482),(70 3311.9297),(71 3267.737),(72 3245.2546),(73 3298.0923),(74 3248.0469),(75 3318.8892),(76 3267.9377),(77 3320.434),(78 3405.0188),(79 3374.1611),
(1 1167.9409),(2 1628.7184),(3 1943.3003),(4 2178.9124),(5 2289.1223),(6 2373.249),(7 2472.4053),(8 2493.087),(9 2506.7866),(10 2585.279),(11 2606.8367),(12 2681.5164),(13 2744.9739),(14 2728.6401),(15 2763.2585),(16 2813.8235),(17 2828.2334),(18 2864.104),(19 2918.2),(20 2857.8171),(21 2889.5679),(22 2876.3306),(23 2866.8564),(24 2926.2468),(25 2924.3845),(26 2948.3352),(27 3042.0203),(28 2996.4778),(29 3013.6328),(30 3064.4338),(31 2979.9614),(32 3045.1387),(33 3025.1243),(34 3077.897),(35 3060.8486),(36 3083.5076),(37 3126.1113),(38 3105.8257),(39 3087.2808),(40 3077.183),(41 3085.7056),(42 3103.072),(43 3164.0776),(44 3132.0002),(45 3165.543),(46 3144.0264),(47 3146.1626),(48 3177.3035),(49 3143.3325),(50 3185.8767),(51 3158.037),(52 3207.275),(53 3172.7837),(54 3192.1125),(55 3234.1763),(56 3175.4397),(57 3173.5767),(58 3234.4243),(59 3224.3557),(60 3225.8054),(61 3275.3635),(62 3238.0503),(63 3283.652),(64 3285.177),(65 3253.7366),(66 3259.449),(67 3295.9573),(68 3268.0222),(69 3221.3267),(70 3278.33),(71 3259.3955),(72 3255.147),(73 3290.8052),(74 3250.5884),(75 3314.183),(76 3278.138),(77 3335.1208),(78 3465.795),(79 3443.768),
(1 1144.6584),(2 1570.9982),(3 1861.6112),(4 2076.411),(5 2188.7793),(6 2315.2852),(7 2407.2766),(8 2431.9885),(9 2448.1736),(10 2505.7866),(11 2524.5632),(12 2581.1243),(13 2621.3428),(14 2631.8198),(15 2652.4573),(16 2724.1328),(17 2710.514),(18 2745.372),(19 2827.174),(20 2795.6501),(21 2834.035),(22 2795.492),(23 2785.0205),(24 2833.9536),(25 2816.0728),(26 2818.4434),(27 2902.2756),(28 2858.7705),(29 2859.2266),(30 2905.845),(31 2848.6978),(32 2864.3381),(33 2859.342),(34 2894.3682),(35 2894.7986),(36 2927.0452),(37 2969.481),(38 2965.8545),(39 3003.3801),(40 3017.183),(41 3041.2695),(42 3061.1404),(43 3153.362),(44 3123.5244),(45 3152.104),(46 3113.2847),(47 3098.2065),(48 3114.8584),(49 3056.1165),(50 3110.8105),(51 3063.4478),(52 3125.6357),(53 3061.885),(54 3068.2092),(55 3107.292),(56 3052.9624),(57 3082.0068),(58 3130.4307),(59 3085.446),(60 3068.7402),(61 3099.6633),(62 3066.3533),(63 3075.2437),(64 3092.783),(65 3097.3171),(66 3068.2236),(67 3105.027),(68 3038.8315),(69 3015.6096),(70 3073.3982),(71 3025.5527),(72 3052.0168),(73 3076.1094),(74 3059.1106),(75 3106.7876),(76 3073.0735),(77 3081.7058),(78 3255.9802),(79 3198.9487),
(1 1160.7351),(2 1591.0603),(3 1896.2118),(4 2100.3218),(5 2193.769),(6 2303.382),(7 2413.1597),(8 2445.2957),(9 2456.291),(10 2510.0293),(11 2527.1125),(12 2561.647),(13 2597.3452),(14 2552.401),(15 2591.4063),(16 2661.8442),(17 2663.7815),(18 2666.4531),(19 2729.2847),(20 2702.6538),(21 2736.819),(22 2708.7751),(23 2733.4045),(24 2776.9907),(25 2743.0466),(26 2757.042),(27 2815.8218),(28 2778.3027),(29 2810.6643),(30 2850.8723),(31 2832.8137),(32 2925.379),(33 2875.4329),(34 2895.2166),(35 2874.4377),(36 2865.5527),(37 2901.9634),(38 2897.6707),(39 2923.9927),(40 2949.8894),(41 2949.203),(42 2980.6345),(43 3057.9336),(44 3043.5256),(45 3034.2673),(46 3031.4756),(47 3026.583),(48 3013.518),(49 2967.0007),(50 3012.4348),(51 2958.7273),(52 3019.4011),(53 2970.4666),(54 2991.5813),(55 3028.1047),(56 2978.234),(57 3011.5486),(58 3052.5247),(59 3036.832),(60 3092.9114),(61 3103.515),(62 3082.6223),(63 3074.3955),(64 3110.612),(65 3101.569),(66 3097.4155),(67 3145.068),(68 3106.8865),(69 3084.882),(70 3157.75),(71 3105.25),(72 3118.367),(73 3159.127),(74 3114.605),(75 3125.2813),(76 3083.8164),(77 3132.0032),(78 3236.803),(79 3181.6067),
