1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1099.0104),(2 2009.6259),(3 2751.4744),(4 3298.546),(5 3769.2598),(6 4182.247),(7 4552.4277),(8 4860.4126),(9 5110.012),(10 5331.4443),(11 5503.413),(12 5684.143),(13 5935.6904),(14 6125.7983),(15 6277.989),(16 6398.6255),(17 6490.9517),(18 6636.4956),(19 6736.2393),(20 6829.585),(21 6887.008),(22 6949.2754),(23 6991.5957),(24 7066.4385),(25 7129.208),(26 7171.7793),(27 7217.477),(28 7291.005),(29 7296.9272),(30 7339.2144),(31 7389.1323),(32 7406.206),(33 7375.747),(34 7441.888),(35 7498.201),(36 7508.555),(37 7528.8457),(38 7585.89),(39 7648.003),(40 7642.147),(41 7642.1763),(42 7716.0063),(43 7763.3247),(44 7870.11),(45 7932.3613),(46 7973.477),(47 8022.3545),(48 8102.968),(49 8099.719),(50 8093.324),(51 8165.287),(52 8193.593),(53 8226.664),(54 8242.846),(55 8260.685),(56 8305.122),(57 8342.241),(58 8415.729),(59 8525.723),(60 8563.029),(61 8621.796),(62 8676.707),(63 8716.318),(64 8749.178),(65 8758.806),(66 8775.36),(67 8857.349),(68 8882.369),(69 8898.888),(70 8944.919),(71 8997.175),(72 8955.299),(73 8946.947),(74 8946.83),(75 8881.456),(76 8816.155),(77 8789.578),(78 8828.565),(79 8820.097),
(1 1085.2003),(2 1999.021),(3 2770.3997),(4 3331.0667),(5 3815.368),(6 4253.1255),(7 4626.1953),(8 4875.1514),(9 5108.4644),(10 5305.094),(11 5463.7744),(12 5653.461),(13 5919.306),(14 6087.869),(15 6255.3022),(16 6371.239),(17 6484.6675),(18 6577.8516),(19 6648.817),(20 6685.783),(21 6730.8564),(22 6761.0977),(23 6762.468),(24 6772.1274),(25 6767.148),(26 6801.5654),(27 6838.1772),(28 6916.8853),(29 6899.36),(30 6928.479),(31 6959.39),(32 6987.091),(33 7015.8154),(34 7025.9478),(35 7096.396),(36 7152.219),(37 7193.422),(38 7225.5923),(39 7280.8853),(40 7370.5903),(41 7415.761),(42 7468.9443),(43 7583.3965),(44 7687.713),(45 7761.709),(46 7819.2256),(47 7833.5825),(48 7885.3853),(49 7903.0537),(50 7935.855),(51 7968.594),(52 7971.895),(53 7948.5225),(54 7950.696),(55 7991.5728),(56 8016.33),(57 8032.75),(58 8031.9873),(59 8035.2593),(60 8049.0493),(61 8093.5234),(62 8132.7593),(63 8209.441),(64 8253.037),(65 8298.851),(66 8350.569),(67 8394.346),(68 8397.229),(69 8433.571),(70 8469.609),(71 8536.818),(72 8567.569),(73 8619.799),(74 8697.408),(75 8694.042),(76 8701.333),(77 8738.971),(78 8776.812),(79 8800.28),
(1 1078.7633),(2 1975.5758),(3 2729.6177),(4 3285.721),(5 3748.484),(6 4168.397),(7 4506.2876),(8 4770.935),(9 4977.345),(10 5196.396),(11 5340.6953),(12 5541.112),(13 5806.4775),(14 5956.479),(15 6133.315),(16 6244.471),(17 6380.558),(18 6488.8257),(19 6523.321),(20 6593.3374),(21 6589.5547),(22 6643.9224),(23 6670.5054),(24 6710.039),(25 6711.5034),(26 6774.9175),(27 6858.887),(28 6941.1094),(29 6957.556),(30 7021.561),(31 7034.089),(32 7077.3955),(33 7065.8267),(34 7110.9385),(35 7161.2314),(36 7192.618),(37 7207.9575),(38 7201.2573),(39 7260.8765),(40 7328.4434),(41 7357.2856),(42 7404.6147),(43 7474.7363),(44 7535.003),(45 7559.082),(46 7587.7617),(47 7604.4927),(48 7621.021),(49 7645.794),(50 7698.189),(51 7763.778),(52 7786.849),(53 7799.969),(54 7783.0347),(55 7810.4585),(56 7844.1694),(57 7868.4897),(58 7863.8174),(59 7872.0293),(60 7870.348),(61 7927.5054),(62 7946.27),(63 8023.3438),(64 8029.075),(65 8058.705),(66 8111.051),(67 8167.2983),(68 8185.8643),(69 8215.115),(70 8224.053),(71 8313.478),(72 8316.376),(73 8320.328),(74 8390.321),(75 8413.939),(76 8499.882),(77 8564.26),(78 8629.496),(79 8698.299),
(1 1083.6207),(2 1974.3843),(3 2658.3896),(4 3179.975),(5 3617.6147),(6 4038.6238),(7 4382.1304),(8 4681.7114),(9 4933.598),(10 5190.819),(11 5390.5176),(12 5562.6084),(13 5813.122),(14 5986.598),(15 6147.9346),(16 6218.993),(17 6280.1597),(18 6384.133),(19 6444.313),(20 6519.447),(21 6560.017),(22 6602.5996),(23 6619.4575),(24 6646.7515),(25 6642.5894),(26 6712.2183),(27 6762.574),(28 6823.2505),(29 6804.913),(30 6845.911),(31 6907.1294),(32 6970.0405),(33 6968.9297),(34 7033.147),(35 7074),(36 7136.0796),(37 7192.5605),(38 7290.832),(39 7400.9443),(40 7507.61),(41 7544.2236),(42 7592.7646),(43 7632.85),(44 7661.1426),(45 7712.482),(46 7724.0703),(47 7735.0664),(48 7697.4097),(49 7696.1406),(50 7702.939),(51 7715.821),(52 7724.0776),(53 7720.734),(54 7746.518),(55 7737.946),(56 7748.795),(57 7782.565),(58 7807.026),(59 7790.074),(60 7736.6333),(61 7738.639),(62 7795.6997),(63 7830.6533),(64 7844.93),(65 7844.387),(66 7884.2036),(67 7923.5283),(68 7949.1313),(69 8020.2407),(70 8030.722),(71 8113.4204),(72 8088.439),(73 8123.1265),(74 8177.067),(75 8235.528),(76 8293.291),(77 8286.181),(78 8304.989),(79 8298.796),
(1 1076.7742),(2 1937.1763),(3 2610.6265),(4 3122.032),(5 3521.6575),(6 3899.624),(7 4216.841),(8 4516.425),(9 4742.307),(10 4950.6816),(11 5127.3984),(12 5295.49),(13 5554.1895),(14 5731.286),(15 5901.729),(16 6026.7607),(17 6134.011),(18 6214.8213),(19 6214.544),(20 6266.502),(21 6319.2324),(22 6382.9087),(23 6443.699),(24 6474.6494),(25 6494.002),(26 6529.418),(27 6600.138),(28 6622.593),(29 6596.242),(30 6573.3867),(31 6603.731),(32 6669.991),(33 6748.0205),(34 6825.7065),(35 6927.3135),(36 7035.911),(37 7095.0967),(38 7153.7856),(39 7244.045),(40 7292.4297),(41 7348.0874),(42 7371.0186),(43 7439.322),(44 7457.9795),(45 7473.422),(46 7502.8584),(47 7559.265),(48 7540.2676),(49 7531.047),(50 7580.4253),(51 7616.7207),(52 7574.324),(53 7524.8013),(54 7463.497),(55 7465.447),(56 7457.3364),(57 7456.61),(58 7475.9907),(59 7470.44),(60 7416.282),(61 7442.9165),(62 7459.3525),(63 7473.255),(64 7467.53),(65 7510.0527),(66 7471.0137),(67 7456.7153),(68 7509.3164),(69 7604.9473),(70 7621.166),(71 7619.2046),(72 7626.839),(73 7671.5337),(74 7644.121),(75 7664.719),(76 7659.568),(77 7672.9136),(78 7720.0527),(79 7754.671),
(1 1046.0247),(2 1894.3008),(3 2544.5845),(4 3027.3508),(5 3437.9512),(6 3819.0176),(7 4118.01),(8 4374.915),(9 4581.7676),(10 4783.7505),(11 4958.313),(12 5108.9453),(13 5390.5693),(14 5585.7925),(15 5800.5005),(16 5933.9683),(17 6093.2437),(18 6167.877),(19 6254.51),(20 6375.9146),(21 6393.9233),(22 6469.2915),(23 6517.8975),(24 6570.698),(25 6571.5386),(26 6604.396),(27 6697.435),(28 6761.518),(29 6733.5615),(30 6748.1177),(31 6770.55),(32 6814.0986),(33 6859.1523),(34 6874.508),(35 6943.5435),(36 6997.8003),(37 7058.654),(38 7105.518),(39 7168.005),(40 7210.8335),(41 7280.797),(42 7309.4263),(43 7379.9985),(44 7395.5825),(45 7433.282),(46 7438.2866),(47 7466.4565),(48 7450.0874),(49 7457.4497),(50 7483.029),(51 7493.304),(52 7474.106),(53 7494.616),(54 7525.9194),(55 7615.4985),(56 7653.6396),(57 7699.137),(58 7691.5464),(59 7730.059),(60 7695.609),(61 7744.0186),(62 7787.6177),(63 7880.3696),(64 7865.8135),(65 7902.8677),(66 7861.0205),(67 7854.517),(68 7908.218),(69 7960.7783),(70 7970.379),(71 7913.324),(72 7916.7964),(73 7932.7505),(74 7872.3887),(75 7845.92),(76 7831.7134),(77 7794.622),(78 7787.079),(79 7792.332),
(1 1050.2769),(2 1903.2649),(3 2599.802),(4 3077.401),(5 3487.7446),(6 3875.0488),(7 4179.986),(8 4461.6514),(9 4668.2324),(10 4857.099),(11 5019.496),(12 5162.0396),(13 5407.09),(14 5543.3027),(15 5693.275),(16 5785.281),(17 5884.388),(18 5985.959),(19 6082.871),(20 6220.509),(21 6240.916),(22 6330.2827),(23 6381.435),(24 6444.5444),(25 6471.0156),(26 6502.081),(27 6599.473),(28 6674.9834),(29 6750.7163),(30 6785.0576),(31 6798.6016),(32 6846.757),(33 6945.25),(34 6965.1475),(35 7006.2075),(36 7055.99),(37 7156.5186),(38 7227.5244),(39 7255.813),(40 7269.579),(41 7300.264),(42 7316.175),(43 7313.2554),(44 7294.7505),(45 7274.6094),(46 7245.192),(47 7241.3823),(48 7221.0806),(49 7183.92),(50 7135.123),(51 7163.4775),(52 7151.19),(53 7194.6885),(54 7223.854),(55 7265.0313),(56 7297.8115),(57 7337.2505),(58 7338.6006),(59 7346.806),(60 7362.972),(61 7397.254),(62 7378.329),(63 7414.7197),(64 7399.514),(65 7410.137),(66 7415.7397),(67 7466.9927),(68 7460.806),(69 7529.99),(70 7548.4165),(71 7555.894),(72 7552.4063),(73 7633.9893),(74 7644.3335),(75 7668.856),(76 7690.061),(77 7737.171),(78 7737.0293),(79 7768.74),
(1 1041.3358),(2 1853.6741),(3 2490.383),(4 2958.274),(5 3366.9194),(6 3737.0725),(7 4009.4956),(8 4276.019),(9 4500.597),(10 4734.7007),(11 4912.8545),(12 5095.5127),(13 5301.2305),(14 5470.529),(15 5601.4063),(16 5676.2363),(17 5821.2603),(18 5901.051),(19 5972.5713),(20 6032.145),(21 6064.3896),(22 6146.883),(23 6199.105),(24 6263.2505),(25 6298.533),(26 6351.291),(27 6457.221),(28 6544.184),(29 6588.413),(30 6657.5054),(31 6692.972),(32 6735.747),(33 6774.558),(34 6817.062),(35 6855.3613),(36 6922.468),(37 7024.1025),(38 7109.324),(39 7159.326),(40 7204.167),(41 7215.0923),(42 7285.553),(43 7346.927),(44 7424.458),(45 7453.7363),(46 7485.1753),(47 7507.057),(48 7540.9453),(49 7508.202),(50 7483.857),(51 7510.5405),(52 7515.81),(53 7502.81),(54 7490.069),(55 7538.959),(56 7568.432),(57 7571.705),(58 7642.4717),(59 7675.4995),(60 7701.5586),(61 7731.4946),(62 7778.192),(63 7825.2993),(64 7849.064),(65 7859.791),(66 7810.8403),(67 7825.2583),(68 7823.244),(69 7869.9063),(70 7815.9185),(71 7821.899),(72 7808.438),(73 7818.6123),(74 7803.9023),(75 7838.81),(76 7847.564),(77 7819.034),(78 7841.1704),(79 7796.3833),
(1 1028.7373),(2 1805.8138),(3 2407.2664),(4 2854.8882),(5 3246.625),(6 3599.1414),(7 3851.7554),(8 4124.483),(9 4335.7944),(10 4557.3623),(11 4719.565),(12 4881.502),(13 5081.374),(14 5238.8794),(15 5406.5347),(16 5500.1333),(17 5627.58),(18 5696.4053),(19 5778.7695),(20 5826.099),(21 5900.139),(22 5949.324),(23 6006.9624),(24 6079.038),(25 6157.1865),(26 6223.3574),(27 6295.2324),(28 6360.3438),(29 6404.0796),(30 6454.8555),(31 6488.4614),(32 6514.2285),(33 6567.2114),(34 6585.441),(35 6634.1553),(36 6653.5205),(37 6718.567),(38 6762.4434),(39 6811.683),(40 6806.729),(41 6839.9316),(42 6874.0366),(43 6940.2456),(44 6973.8975),(45 6978.4253),(46 7016.002),(47 7039),(48 7070.557),(49 7098.1357),(50 7106.2056),(51 7185.2524),(52 7223.84),(53 7256.824),(54 7285.4736),(55 7335.1514),(56 7347.2026),(57 7390.2847),(58 7381.727),(59 7356.7495),(60 7332.2695),(61 7338.252),(62 7332.4565),(63 7341.126),(64 7323.019),(65 7313.7744),(66 7300.5767),(67 7333.6323),(68 7358.374),(69 7429.6606),(70 7403.2324),(71 7450.611),(72 7509.2573),(73 7523.7925),(74 7528.521),(75 7546.2837),(76 7552.3447),(77 7563.025),(78 7621.9785),(79 7633.4316),
(1 1006.92285),(2 1807.7971),(3 2443.4568),(4 2908.7424),(5 3329.482),(6 3698.5798),(7 4013.5518),(8 4336.0254),(9 4573.4614),(10 4798.728),(11 4974.7783),(12 5157.1846),(13 5367.6597),(14 5529.44),(15 5669.9604),(16 5708.864),(17 5808.3286),(18 5895.366),(19 5929.0654),(20 5994.0635),(21 6033.0303),(22 6126.6104),(23 6197.9937),(24 6294.8633),(25 6300.9863),(26 6356.897),(27 6457.998),(28 6485.616),(29 6510.878),(30 6539.317),(31 6591.128),(32 6637.8164),(33 6688.217),(34 6693.26),(35 6706.8955),(36 6711.3516),(37 6756.943),(38 6794.2),(39 6861.39),(40 6891.0483),(41 6895.608),(42 6928.87),(43 6917.3555),(44 6948.507),(45 6960.2417),(46 6992.995),(47 7057.4053),(48 7057.797),(49 7091.7886),(50 7126.0645),(51 7197.025),(52 7237.512),(53 7281.8813),(54 7294.367),(55 7360.3384),(56 7401.655),(57 7397.0283),(58 7353.116),(59 7344.862),(60 7316.4355),(61 7376.732),(62 7423.538),(63 7431.985),(64 7467.19),(65 7485.1836),(66 7492.828),(67 7509.3105),(68 7508.2163),(69 7565.645),(70 7511.3364),(71 7496.4565),(72 7504.2266),(73 7548.6816),(74 7558.1333),(75 7555.846),(76 7568.424),(77 7532.988),(78 7545.27),(79 7518.3203),
(1 1021.3652),(2 1791.9291),(3 2424.5063),(4 2859.7385),(5 3284.609),(6 3639.2476),(7 3907.9097),(8 4188.081),(9 4405.395),(10 4596.12),(11 4791.7915),(12 4949.0376),(13 5187.041),(14 5347.697),(15 5518.351),(16 5638.9946),(17 5688.118),(18 5725.205),(19 5797.9756),(20 5855.471),(21 5879.9697),(22 5938.516),(23 5996.083),(24 6072.202),(25 6090.0405),(26 6178.2256),(27 6224.932),(28 6299.933),(29 6363.0303),(30 6441.0767),(31 6499.7217),(32 6558.601),(33 6628.37),(34 6655.769),(35 6682.721),(36 6711.9414),(37 6750.2637),(38 6819.9536),(39 6891.9526),(40 6926.67),(41 6943.761),(42 6970.9224),(43 6973.764),(44 6989.844),(45 6998.2344),(46 7031.396),(47 7045.83),(48 7023.4575),(49 7024.1353),(50 7027.6626),(51 7046.23),(52 7023.3403),(53 7044.217),(54 7030.705),(55 7055.6826),(56 7089.4907),(57 7126.8037),(58 7096.5747),(59 7096.6094),(60 7099.1577),(61 7178.8955),(62 7182.1167),(63 7217.6123),(64 7213.126),(65 7202.5845),(66 7164.131),(67 7153.9946),(68 7126.975),(69 7152.982),(70 7122.521),(71 7132.6704),(72 7144.9146),(73 7223.7285),(74 7248.266),(75 7301.122),(76 7364.8955),(77 7408.0464),(78 7452.471),(79 7459.2036),
(1 1004.37494),(2 1761.3291),(3 2349.761),(4 2765.923),(5 3165.072),(6 3502.569),(7 3755.1514),(8 4004.905),(9 4217.5625),(10 4399.229),(11 4583.326),(12 4746.7354),(13 4986.1943),(14 5135.4355),(15 5300.3667),(16 5370.781),(17 5444.163),(18 5506.1763),(19 5582.38),(20 5643.4634),(21 5710.357),(22 5762.017),(23 5805.1357),(24 5868.574),(25 5889.649),(26 5945.832),(27 5942.012),(28 5981.0625),(29 6010.4844),(30 6042.3804),(31 6061.0083),(32 6104.3506),(33 6166.6685),(34 6185.5537),(35 6193.304),(36 6254.328),(37 6272.987),(38 6253.3394),(39 6309.0347),(40 6324.3955),(41 6368.5464),(42 6358.665),(43 6326.7417),(44 6352.225),(45 6353.2573),(46 6387.0464),(47 6376.455),(48 6413.2363),(49 6435.4224),(50 6446.8335),(51 6477.5073),(52 6498.008),(53 6519.167),(54 6491.027),(55 6525.579),(56 6526.7227),(57 6566.852),(58 6602.5093),(59 6634.2554),(60 6664.3525),(61 6692.1313),(62 6712.6963),(63 6779.0986),(64 6806.8223),(65 6838.0483),(66 6834.13),(67 6832.006),(68 6844.236),(69 6806.254),(70 6818.186),(71 6866.9946),(72 6850.048),(73 6925.6924),(74 6955.7476),(75 7027.6777),(76 7050.6357),(77 7061.9536),(78 7109.8237),(79 7130.862),
(1 990.5661),(2 1741.152),(3 2320.0122),(4 2774.3943),(5 3170.8843),(6 3517.5403),(7 3770.1443),(8 4001.0618),(9 4206.2065),(10 4383.0474),(11 4559.7646),(12 4718.637),(13 4940.845),(14 5094.555),(15 5241.3174),(16 5321.8887),(17 5419.212),(18 5508.548),(19 5579.4814),(20 5640.018),(21 5709.8647),(22 5759.143),(23 5835.8076),(24 5935.9863),(25 5990.3804),(26 6045.555),(27 6107.0015),(28 6144.263),(29 6180.9546),(30 6191.311),(31 6238.9253),(32 6307.871),(33 6380.738),(34 6404.4575),(35 6394.996),(36 6381.165),(37 6363.2397),(38 6362.2437),(39 6412.0283),(40 6408.0425),(41 6438.96),(42 6439.6895),(43 6413.2046),(44 6439.208),(45 6423.9424),(46 6457.6504),(47 6455.968),(48 6475.7725),(49 6503.467),(50 6453.9927),(51 6481.206),(52 6487.5947),(53 6521.864),(54 6531.7886),(55 6529.2646),(56 6545.237),(57 6594.1997),(58 6603.647),(59 6652.519),(60 6661.5005),(61 6687.076),(62 6698.4663),(63 6742.946),(64 6764.4575),(65 6783.228),(66 6778.657),(67 6782.8076),(68 6782.012),(69 6753.563),(70 6750.101),(71 6793.3667),(72 6807.224),(73 6831.4204),(74 6844.669),(75 6869.7295),(76 6842.453),(77 6827.594),(78 6840.0654),(79 6836.041),
(1 961.6835),(2 1711.2313),(3 2282.5054),(4 2696.1401),(5 3045.8137),(6 3398.257),(7 3669.4443),(8 3953.1558),(9 4145.2217),(10 4314.9507),(11 4470.8784),(12 4583.8525),(13 4795.3403),(14 4958.533),(15 5116.2847),(16 5212.1284),(17 5305.025),(18 5406.8823),(19 5485.9272),(20 5582.9395),(21 5621.4497),(22 5666.0566),(23 5747.268),(24 5832.574),(25 5855.948),(26 5905.86),(27 5933.2817),(28 5990.0244),(29 6033.2915),(30 6051.2183),(31 6097.0933),(32 6161.612),(33 6239.7397),(34 6301.7114),(35 6362.0645),(36 6351.414),(37 6354.0967),(38 6327.1924),(39 6350.838),(40 6357.448),(41 6426.3193),(42 6441.2554),(43 6454.6196),(44 6451.0225),(45 6422.9307),(46 6427.2207),(47 6425.056),(48 6412.5557),(49 6430.7793),(50 6468.79),(51 6505.652),(52 6516.8936),(53 6576.002),(54 6633.398),(55 6680.1597),(56 6754.8228),(57 6784.314),(58 6792.4487),(59 6800.8955),(60 6834.9263),(61 6845.862),(62 6821.6694),(63 6861.6475),(64 6849.7783),(65 6857.6973),(66 6856.4976),(67 6889.532),(68 6930.1875),(69 6950.2417),(70 6933.9917),(71 6925.9365),(72 6929.466),(73 6886.71),(74 6873.3984),(75 6870.5693),(76 6876.8164),(77 6848.4746),(78 6882.9834),(79 6927.476),
(1 950.25653),(2 1689.2487),(3 2305.7043),(4 2713.576),(5 3079.7515),(6 3426.1785),(7 3721.2615),(8 3996.1252),(9 4203.421),(10 4389.144),(11 4557.359),(12 4685.1714),(13 4924.015),(14 5054.335),(15 5205.1113),(16 5314.692),(17 5409.045),(18 5525.464),(19 5581.621),(20 5661.5684),(21 5706.9297),(22 5733.177),(23 5757.3564),(24 5784.292),(25 5786.432),(26 5816.4443),(27 5841.8423),(28 5846.4634),(29 5879.657),(30 5915.138),(31 5947.724),(32 5974.6807),(33 5998.706),(34 6037.227),(35 6055.196),(36 6083.2603),(37 6078.5854),(38 6077.9023),(39 6080.7886),(40 6062.3945),(41 6095.0054),(42 6112.5034),(43 6111.5313),(44 6147.5313),(45 6113.503),(46 6110.9917),(47 6127.2813),(48 6089.3325),(49 6082.8745),(50 6096.142),(51 6114.8545),(52 6126.1587),(53 6145.411),(54 6149.0493),(55 6168.1787),(56 6181.725),(57 6185.75),(58 6190.1377),(59 6218.609),(60 6272.865),(61 6281.269),(62 6280.5967),(63 6313.5767),(64 6339.6665),(65 6351.262),(66 6396.351),(67 6425.596),(68 6425.0815),(69 6465.0425),(70 6428.458),(71 6435.1533),(72 6425.6025),(73 6468.844),(74 6497.5845),(75 6508.247),(76 6504.142),(77 6539.464),(78 6580.5156),(79 6609.9453),
(1 950.7245),(2 1668.186),(3 2226.4734),(4 2640.5557),(5 2993.7952),(6 3292.401),(7 3559.0364),(8 3794.717),(9 3989.3625),(10 4186.4),(11 4353.984),(12 4489.332),(13 4649.3496),(14 4759.65),(15 4914.637),(16 4988.2344),(17 5100.597),(18 5184.1367),(19 5263.381),(20 5308.302),(21 5324.5674),(22 5389.4585),(23 5395.237),(24 5431.5435),(25 5438.819),(26 5466.7466),(27 5507.649),(28 5555.654),(29 5597.487),(30 5606.993),(31 5619.6304),(32 5600.9976),(33 5636.1484),(34 5649.556),(35 5642.777),(36 5642.0566),(37 5623.6904),(38 5595.0425),(39 5621.811),(40 5601.3647),(41 5618.1006),(42 5640.42),(43 5620.2056),(44 5670.24),(45 5702.685),(46 5741.617),(47 5796.42),(48 5790.865),(49 5798.872),(50 5827.2915),(51 5872.285),(52 5919.6343),(53 5974.473),(54 6013.243),(55 6033.2075),(56 6097.516),(57 6135.424),(58 6156.0386),(59 6205.6724),(60 6228.687),(61 6292.6406),(62 6320.9688),(63 6375.152),(64 6402.058),(65 6445.0337),(66 6462.607),(67 6464.2485),(68 6461.5757),(69 6448.088),(70 6407.063),(71 6358.153),(72 6314.9155),(73 6352.5063),(74 6338.929),(75 6405.7925),(76 6434.8965),(77 6421.164),(78 6453.7114),(79 6429.384),
(1 952.2275),(2 1670.4946),(3 2239.2522),(4 2634.075),(5 2980.282),(6 3307.164),(7 3589.0583),(8 3841.53),(9 4054.0461),(10 4243.994),(11 4445.2856),(12 4587.7656),(13 4751.49),(14 4833.1787),(15 4983.1597),(16 5033.4263),(17 5145.232),(18 5191.871),(19 5280.424),(20 5350.296),(21 5419.68),(22 5496.1313),(23 5519.205),(24 5549.3003),(25 5572.016),(26 5606.2456),(27 5630.443),(28 5647.549),(29 5686.929),(30 5741.8687),(31 5751.3716),(32 5793.3647),(33 5828.669),(34 5869.641),(35 5944.474),(36 5974.345),(37 6010.591),(38 6023.8574),(39 6067.047),(40 6091.375),(41 6135.3413),(42 6170.2505),(43 6173.5645),(44 6211.738),(45 6214.9766),(46 6202.52),(47 6210.2437),(48 6172.877),(49 6200.6055),(50 6206.3447),(51 6223.723),(52 6231.044),(53 6244.149),(54 6264.01),(55 6299.5825),(56 6328.1),(57 6341.2197),(58 6355.282),(59 6369.92),(60 6400.4775),(61 6450.3833),(62 6481.1606),(63 6523.826),(64 6568.42),(65 6592.8965),(66 6591.317),(67 6589.442),(68 6577.074),(69 6574.866),(70 6548.4937),(71 6552.204),(72 6558.587),(73 6567.5156),(74 6565.719),(75 6562.7715),(76 6586.055),(77 6602.089),(78 6642.7305),(79 6629.9883),
