1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 28992.244),(2 99550.23),(3 202556.11),(4 315444.5),(5 417992.84),(6 497675.5),(7 559421.5),(8 601872.2),(9 622622.3),(10 618840.94),(11 610797.44),(12 616394),(13 653801.7),(14 744408.7),(15 868172.3),(16 1003415.94),(17 1147013.8),(18 1263995.9),(19 1363948.1),(20 1443458.4),(21 1494618.6),(22 1535605.9),(23 1573642.4),(24 1612056),(25 1670819),(26 1753821.4),(27 1844442),(28 1928975.4),(29 1978983.6),(30 2035083.9),(31 2083774.1),(32 2128334.8),(33 2166946.8),(34 2214987.5),(35 2249413),(36 2301752.8),(37 2354993.8),(38 2412942.3),(39 2487248.3),(40 2565558.5),(41 2653820.8),(42 2756855.8),(43 2868878.8),(44 2980652.3),(45 3096197.3),(46 3202014.8),(47 3313913),(48 3404006.3),(49 3493942.3),(50 3587363.3),(51 3687546.3),(52 3810916),(53 3945667.3),(54 4073625.3),(55 4220116.5),(56 4368391.5),(57 4519060),(58 4648440),(59 4739646.5),(60 4802733),(61 4857974),(62 4891879.5),(63 4935823),(64 4994372),(65 5084330.5),(66 5187082),(67 5297220.5),(68 5398966.5),(69 5536088.5),(70 5702169.5),(71 5873599.5),(72 6025160),(73 6203137.5),(74 6361962.5),(75 6592976),(76 6857152),(77 7123122),(78 7332974.5),(79 7554365.5),
(1 544.3666),(2 827.75604),(3 989.84625),(4 1081.9943),(5 1151.6342),(6 1201.6074),(7 1236.3578),(8 1270.0482),(9 1279.3075),(10 1297.6598),(11 1307.5023),(12 1313.2814),(13 1317.4083),(14 1326.1041),(15 1329.0396),(16 1325.4667),(17 1338.5565),(18 1349.4839),(19 1362.625),(20 1358.2437),(21 1360.6935),(22 1368.919),(23 1386.5345),(24 1402.6306),(25 1414.8094),(26 1413.538),(27 1404.7625),(28 1396.3575),(29 1386.4174),(30 1408.5118),(31 1409.4586),(32 1405.4678),(33 1401.9564),(34 1395.0612),(35 1401.3182),(36 1410.1555),(37 1411.2225),(38 1408.9154),(39 1409.3452),(40 1393.3242),(41 1397.5006),(42 1402.0566),(43 1391.0784),(44 1379.2905),(45 1382.6404),(46 1387.3794),(47 1376.7544),(48 1379.4236),(49 1378.9103),(50 1388.0475),(51 1409.107),(52 1394.368),(53 1392.5911),(54 1398.21),(55 1380.569),(56 1378.6442),(57 1358.8989),(58 1378.5308),(59 1393.5648),(60 1399.099),(61 1403.8983),(62 1410.5891),(63 1425.9008),(64 1429.5825),(65 1443.0889),(66 1457.2487),(67 1457.6661),(68 1443.3911),(69 1458.843),(70 1449.705),(71 1448.0166),(72 1444.8403),(73 1452.6727),(74 1459.0651),(75 1465.1799),(76 1456.9877),(77 1442.8041),(78 1448.7131),(79 1457.3265),
(1 531.41675),(2 794.7271),(3 943.48816),(4 1039.321),(5 1104.0801),(6 1147.8501),(7 1173.5013),(8 1199.7247),(9 1214.9214),(10 1225.5668),(11 1241.6106),(12 1243.6389),(13 1244.0532),(14 1247.0895),(15 1245.6403),(16 1253.8079),(17 1263.4454),(18 1283.2064),(19 1281.8254),(20 1292.8423),(21 1299.1913),(22 1309.7079),(23 1309.2787),(24 1332.9988),(25 1342.1456),(26 1331.3319),(27 1341.8195),(28 1337.492),(29 1333.6257),(30 1342.0105),(31 1356.2662),(32 1340.1786),(33 1332.896),(34 1328.523),(35 1331.4061),(36 1341.5055),(37 1344.2238),(38 1350.6716),(39 1331.3496),(40 1342.9066),(41 1353.5544),(42 1352.6749),(43 1350.8425),(44 1350.3452),(45 1349.5343),(46 1343.9257),(47 1339.6552),(48 1348.61),(49 1348.9106),(50 1352.6827),(51 1361.9723),(52 1360.6841),(53 1344.821),(54 1361.8353),(55 1356.7336),(56 1355.3325),(57 1355.0049),(58 1354.7653),(59 1368.9004),(60 1366.6847),(61 1367.8314),(62 1362.0516),(63 1380.5149),(64 1395.7283),(65 1399.2095),(66 1408.109),(67 1391.7115),(68 1376.1129),(69 1385.9514),(70 1389.4521),(71 1386.7911),(72 1381.2546),(73 1373.215),(74 1367.1276),(75 1364.0781),(76 1354.4058),(77 1346.662),(78 1357.6729),(79 1358.3003),
(1 519.5462),(2 784.5247),(3 946.2303),(4 1044.6914),(5 1094.6368),(6 1141.7297),(7 1162.7914),(8 1177.4336),(9 1194.9597),(10 1200.3102),(11 1206.2461),(12 1217.6757),(13 1228.3324),(14 1241.8458),(15 1240.2169),(16 1233.08),(17 1235.4221),(18 1245.9196),(19 1242.445),(20 1251.7329),(21 1249.8188),(22 1266.0793),(23 1263.5841),(24 1264.8912),(25 1264.8983),(26 1280.6713),(27 1287.3519),(28 1292.5907),(29 1299.8857),(30 1302.7266),(31 1307.1206),(32 1307.2965),(33 1323.3677),(34 1328.5508),(35 1323.0747),(36 1323.563),(37 1325.1969),(38 1325.4978),(39 1329.4331),(40 1322.5353),(41 1320.5969),(42 1332.635),(43 1325.2012),(44 1317.7983),(45 1326.3439),(46 1311.5051),(47 1304.1388),(48 1305.8396),(49 1299.8748),(50 1301.3772),(51 1310.2075),(52 1310.8356),(53 1302.6622),(54 1307.9453),(55 1312.6924),(56 1324.1458),(57 1322.2667),(58 1333.2009),(59 1342.3896),(60 1349.3546),(61 1351.2213),(62 1346.3589),(63 1349.9983),(64 1350.0171),(65 1341.6034),(66 1354.2736),(67 1343.1095),(68 1323.2826),(69 1332.581),(70 1329.6891),(71 1338.3387),(72 1340.2494),(73 1338.3638),(74 1333.9584),(75 1336.1228),(76 1348.5013),(77 1342.2196),(78 1354.1067),(79 1353.1132),
(1 525.5795),(2 782.62115),(3 941.61487),(4 1035.718),(5 1080.6802),(6 1118.594),(7 1147.2446),(8 1173.1047),(9 1197.5769),(10 1203.8995),(11 1218.0458),(12 1222.5659),(13 1231.5492),(14 1236.2253),(15 1230.712),(16 1225.0707),(17 1235.5457),(18 1250.1561),(19 1258.6128),(20 1267.0503),(21 1267.6714),(22 1274.2516),(23 1274.6359),(24 1281.4675),(25 1286.5836),(26 1298.9972),(27 1309.7518),(28 1313.6765),(29 1313.7059),(30 1307.1459),(31 1307.3939),(32 1296.9507),(33 1303.7317),(34 1305.8345),(35 1311.5953),(36 1313.2343),(37 1326.5266),(38 1322.6152),(39 1310.4655),(40 1314.6205),(41 1315.3165),(42 1312.3262),(43 1327.2976),(44 1335.6241),(45 1344.6289),(46 1346.2855),(47 1340.1372),(48 1335.2634),(49 1330.5355),(50 1331.3932),(51 1337.1401),(52 1333.4307),(53 1331.3982),(54 1326.5763),(55 1329.6298),(56 1342.9601),(57 1332.6782),(58 1340.155),(59 1360.3997),(60 1360.1201),(61 1358.5747),(62 1357.1686),(63 1352.8164),(64 1335.5107),(65 1327.3223),(66 1322.5708),(67 1324.0359),(68 1330.1115),(69 1321.2278),(70 1313.3824),(71 1323.473),(72 1334.403),(73 1342.0725),(74 1344.35),(75 1335.8824),(76 1340.0967),(77 1345.5504),(78 1351.9857),(79 1349.939),
(1 506.3482),(2 743.6832),(3 890.3077),(4 984.6822),(5 1035.1666),(6 1068.5508),(7 1079.7242),(8 1090.9047),(9 1107.9622),(10 1126.1573),(11 1135.7775),(12 1146.711),(13 1138.8132),(14 1147.6239),(15 1151.5302),(16 1150.2703),(17 1162.7114),(18 1182.9219),(19 1197.4238),(20 1199.4259),(21 1216.3146),(22 1223.7522),(23 1234.6187),(24 1238.4595),(25 1254.2351),(26 1259.1979),(27 1262.8567),(28 1270.0779),(29 1261.5519),(30 1263.3696),(31 1239.833),(32 1237.1678),(33 1243.3988),(34 1255.4932),(35 1261.2635),(36 1272.5093),(37 1289.3885),(38 1294.4619),(39 1294.6833),(40 1290.8687),(41 1289.1329),(42 1296.0867),(43 1295.8447),(44 1293.3513),(45 1287.3252),(46 1286.509),(47 1285.5328),(48 1299.7961),(49 1303.2311),(50 1304.5469),(51 1311.1907),(52 1305.0533),(53 1309.7375),(54 1311.0267),(55 1318.7311),(56 1331.8599),(57 1324.3186),(58 1320.4541),(59 1325.3116),(60 1328.864),(61 1329.554),(62 1328.0145),(63 1314.6768),(64 1321.4421),(65 1322.0834),(66 1320.4108),(67 1323.9763),(68 1328.3134),(69 1328.5973),(70 1310.7169),(71 1315.0939),(72 1300.8478),(73 1303.0646),(74 1308.9169),(75 1322.7804),(76 1308.9307),(77 1297.5421),(78 1307.5176),(79 1315.4636),
(1 497.50018),(2 722.5232),(3 869.1863),(4 961.1721),(5 1019.14764),(6 1060.5461),(7 1080.4889),(8 1091.3344),(9 1095.6893),(10 1107.6791),(11 1130.5963),(12 1149.359),(13 1155.3174),(14 1148.8726),(15 1156.1206),(16 1155.5533),(17 1169.8517),(18 1193.643),(19 1198.4342),(20 1200.5221),(21 1209.6023),(22 1219.0786),(23 1219.3882),(24 1232.1305),(25 1237.0168),(26 1236.7324),(27 1237.8516),(28 1218.9746),(29 1227.359),(30 1238.8231),(31 1234.0468),(32 1240.8522),(33 1264.6975),(34 1266.1594),(35 1269.2477),(36 1274.276),(37 1272.5522),(38 1265.7832),(39 1266.7517),(40 1270.1262),(41 1264.3794),(42 1279.2251),(43 1268.035),(44 1266.2395),(45 1262.2103),(46 1257.2911),(47 1246.9886),(48 1260.5094),(49 1260.0537),(50 1260.2651),(51 1260.5015),(52 1252.4789),(53 1252.8287),(54 1273.9716),(55 1265.0801),(56 1265.857),(57 1271.8625),(58 1271.4579),(59 1275.9653),(60 1282.7699),(61 1286.2242),(62 1283.3667),(63 1277.6526),(64 1274.9653),(65 1273.8124),(66 1284.4335),(67 1285.5787),(68 1292.757),(69 1274.0892),(70 1271.6044),(71 1270.8628),(72 1264.0542),(73 1267.2671),(74 1255.6001),(75 1268.2687),(76 1264.0354),(77 1260.26),(78 1276.7051),(79 1281.2429),
(1 492.9424),(2 708.78503),(3 855.05615),(4 934.7875),(5 982.07697),(6 1037.3837),(7 1047.1913),(8 1061.13),(9 1070.8412),(10 1078.4279),(11 1082.6555),(12 1084.2875),(13 1087.5133),(14 1113.8673),(15 1114.8834),(16 1125.5819),(17 1141.098),(18 1136.9803),(19 1140.8756),(20 1141.6964),(21 1144.1797),(22 1154.9237),(23 1160.5266),(24 1170.7703),(25 1177.0486),(26 1177.7876),(27 1184.245),(28 1179.5925),(29 1173.839),(30 1191.8148),(31 1189.7412),(32 1195.8538),(33 1206.0065),(34 1208.5471),(35 1210.9994),(36 1208.93),(37 1207.3894),(38 1203.38),(39 1204.1226),(40 1205.4542),(41 1201.126),(42 1212.079),(43 1212.1415),(44 1199.5171),(45 1202.0967),(46 1195.7332),(47 1188.2429),(48 1190.915),(49 1187.8882),(50 1193.8029),(51 1195.4624),(52 1191.7717),(53 1189.6053),(54 1198.4237),(55 1203.4528),(56 1215.2974),(57 1221.7269),(58 1220.0294),(59 1233.063),(60 1234.3098),(61 1233.5742),(62 1250.3665),(63 1233.4019),(64 1240.9495),(65 1245.5516),(66 1241.1276),(67 1238.0381),(68 1244.0348),(69 1249.4369),(70 1248.405),(71 1256.1366),(72 1247.5807),(73 1255.1229),(74 1257.1029),(75 1253.2397),(76 1262.4207),(77 1253.1099),(78 1253.58),(79 1242.1261),
(1 477.10608),(2 700.2998),(3 839.302),(4 918.5206),(5 963.9526),(6 996.3329),(7 999.44165),(8 1007.8881),(9 1013.9137),(10 1021.9903),(11 1024.8729),(12 1027.5233),(13 1034.7103),(14 1039.9384),(15 1043.9204),(16 1058.8403),(17 1064.9042),(18 1078.149),(19 1078.6644),(20 1081.8522),(21 1092.4043),(22 1098.2146),(23 1102.8888),(24 1106.7281),(25 1100.7758),(26 1115.916),(27 1123.9788),(28 1133.1263),(29 1126.1569),(30 1130.9185),(31 1129.0703),(32 1139.9292),(33 1151.6934),(34 1157.8589),(35 1163.6421),(36 1163.8558),(37 1165.2734),(38 1165.5607),(39 1172.5647),(40 1164.7922),(41 1156.8215),(42 1157.9966),(43 1161.7758),(44 1151.4281),(45 1161.864),(46 1164.9456),(47 1159.9752),(48 1157.0498),(49 1149.1108),(50 1153.9287),(51 1156.8429),(52 1157.1367),(53 1152.6805),(54 1159.0248),(55 1153.5449),(56 1162.6666),(57 1173.187),(58 1182.844),(59 1182.5002),(60 1186.9746),(61 1181.9279),(62 1184.4692),(63 1178.8237),(64 1177.9167),(65 1185.263),(66 1195.8264),(67 1194.3333),(68 1193.4722),(69 1184.3063),(70 1190.1674),(71 1183.4303),(72 1169.479),(73 1172.6932),(74 1182.8077),(75 1176.1129),(76 1180.0361),(77 1181.1411),(78 1192.15),(79 1181.1647),
(1 476.1727),(2 698.5775),(3 839.43176),(4 906.5127),(5 965.08405),(6 991.338),(7 1000.1858),(8 1020.6518),(9 1025.9797),(10 1027.4993),(11 1039.4153),(12 1056.3672),(13 1065.4532),(14 1071.1223),(15 1075.7996),(16 1073.7799),(17 1082.962),(18 1101.5067),(19 1112.509),(20 1112.8917),(21 1113.4958),(22 1114.1388),(23 1124.1809),(24 1130.5839),(25 1139.8115),(26 1143.7382),(27 1148.6525),(28 1147.5452),(29 1150.9349),(30 1160.3427),(31 1158.1782),(32 1158.2772),(33 1166.7421),(34 1166.3002),(35 1164.1179),(36 1159.469),(37 1161.3228),(38 1154.0396),(39 1147.9591),(40 1146.3007),(41 1157.6816),(42 1163.5038),(43 1162.9989),(44 1154.6135),(45 1157.3069),(46 1150.1726),(47 1154.3314),(48 1167.7305),(49 1166.6812),(50 1171.027),(51 1168.6954),(52 1159.5803),(53 1163.8634),(54 1162.0488),(55 1153.3827),(56 1155.3691),(57 1155.6584),(58 1159.5616),(59 1165.987),(60 1182.0558),(61 1179.5282),(62 1174.5035),(63 1177.0558),(64 1170.3146),(65 1183.8676),(66 1180.072),(67 1186.6245),(68 1179.0894),(69 1179.3745),(70 1193.0079),(71 1196.0771),(72 1194.5626),(73 1191.4269),(74 1197.7421),(75 1195.8334),(76 1187.5801),(77 1185.6323),(78 1195.0806),(79 1183.4918),
(1 463.81207),(2 668.9496),(3 801.3115),(4 864.8601),(5 916.3871),(6 941.1815),(7 950.2711),(8 961.0817),(9 972.90137),(10 985.44476),(11 993.2833),(12 1004.2436),(13 1012.5661),(14 1020.3171),(15 1027.5891),(16 1023.09143),(17 1045.5),(18 1054.4568),(19 1076.0706),(20 1086.4303),(21 1090.792),(22 1091.5924),(23 1084.5316),(24 1085.4409),(25 1095.3561),(26 1098.0764),(27 1112.2936),(28 1119.4838),(29 1133.2793),(30 1137.7458),(31 1144.4685),(32 1142.6465),(33 1145.1742),(34 1141.5995),(35 1150.1079),(36 1158.095),(37 1155.4266),(38 1150.8496),(39 1151.6132),(40 1148.748),(41 1144.1355),(42 1156.9023),(43 1156.4601),(44 1149.2767),(45 1143.6056),(46 1136.9271),(47 1133.8771),(48 1148.9056),(49 1138.6818),(50 1131.7701),(51 1134.6047),(52 1123.9493),(53 1128.1769),(54 1116.1187),(55 1122.2506),(56 1116.8417),(57 1112.5835),(58 1108.3596),(59 1117.2213),(60 1115.8491),(61 1129.3546),(62 1138.6816),(63 1140.7852),(64 1135.225),(65 1128.3967),(66 1131.8534),(67 1129.7941),(68 1135.0856),(69 1138.6892),(70 1140.0565),(71 1133.04),(72 1117.5103),(73 1109.2336),(74 1123.2502),(75 1130.9762),(76 1137.01),(77 1143.1788),(78 1159.7449),(79 1159.2769),
(1 464.69757),(2 674.3868),(3 809.1942),(4 881.08624),(5 915.4151),(6 952.4909),(7 968.1982),(8 991.2713),(9 1012.60754),(10 1028.7953),(11 1030.7927),(12 1023.5388),(13 1018.80066),(14 1026.3607),(15 1031.2782),(16 1035.3333),(17 1042.918),(18 1053.0195),(19 1055.6375),(20 1062.0725),(21 1062.7244),(22 1075.2408),(23 1083.6255),(24 1092.8135),(25 1094.4332),(26 1097.4344),(27 1117.6272),(28 1130.5778),(29 1129.7977),(30 1135.489),(31 1123.18),(32 1122.7869),(33 1126.7705),(34 1130.204),(35 1134.2861),(36 1132.7972),(37 1122.312),(38 1135.1377),(39 1148.4268),(40 1138.5449),(41 1138.3855),(42 1138.2229),(43 1136.3292),(44 1144.6605),(45 1135.7621),(46 1116.0504),(47 1117.172),(48 1116.0974),(49 1113.6102),(50 1116.6727),(51 1118.052),(52 1122.9319),(53 1136.8754),(54 1142.5455),(55 1124.4679),(56 1128.9833),(57 1132.3983),(58 1130.3258),(59 1136.9092),(60 1134.0156),(61 1142.5928),(62 1146.7943),(63 1137.2615),(64 1135.4622),(65 1141.1293),(66 1145.1206),(67 1143.2235),(68 1150.3484),(69 1152.5292),(70 1141.0317),(71 1144.1796),(72 1152.7952),(73 1148.6322),(74 1163.6843),(75 1156.6537),(76 1149.8765),(77 1130.3657),(78 1140.0928),(79 1144.0685),
(1 457.44836),(2 649.75),(3 783.6475),(4 855.4104),(5 896.6227),(6 922.9701),(7 937.62506),(8 949.3315),(9 957.1232),(10 964.2271),(11 971.64124),(12 981.42914),(13 986.36163),(14 994.9465),(15 1003.09937),(16 1007.9501),(17 1017.4852),(18 1026.5779),(19 1039.2517),(20 1043.187),(21 1040.5973),(22 1055.2579),(23 1063.9208),(24 1069.0197),(25 1060.2294),(26 1069.524),(27 1078.6483),(28 1079.9541),(29 1084.594),(30 1091.9697),(31 1092.5808),(32 1086.9984),(33 1094.5631),(34 1097.5029),(35 1094.981),(36 1091.1633),(37 1097.5941),(38 1101.5667),(39 1091.8175),(40 1091.833),(41 1095.5854),(42 1104.8457),(43 1100.5209),(44 1093.7598),(45 1095.4952),(46 1087.48),(47 1079.062),(48 1077.1521),(49 1063.5402),(50 1065.4554),(51 1062.155),(52 1064.54),(53 1078.4601),(54 1086.8348),(55 1076.8252),(56 1067.6183),(57 1071.4915),(58 1066.8201),(59 1066.7198),(60 1064.4794),(61 1065.9539),(62 1068.715),(63 1065.7563),(64 1064.4255),(65 1069.7189),(66 1075.7615),(67 1089.1931),(68 1093.3159),(69 1101.5052),(70 1088.7853),(71 1094.719),(72 1095.5482),(73 1096.081),(74 1104.6781),(75 1103.6006),(76 1108.812),(77 1105.4153),(78 1109.2327),(79 1106.0399),
(1 448.46536),(2 635.66223),(3 756.6314),(4 823.2677),(5 871.5575),(6 900.5815),(7 921.4059),(8 932.0554),(9 940.5417),(10 931.3406),(11 943.2508),(12 957.0598),(13 959.2791),(14 968.6865),(15 968.14526),(16 979.40753),(17 990.01526),(18 1008.6872),(19 1011.00195),(20 1014.3369),(21 1019.00415),(22 1027.577),(23 1044.2999),(24 1056.4321),(25 1050.3009),(26 1064.4126),(27 1063.1262),(28 1064.7596),(29 1060.5702),(30 1058.8456),(31 1054.682),(32 1058.874),(33 1061.8711),(34 1060.1569),(35 1071.1448),(36 1078.2083),(37 1064.0151),(38 1060.3834),(39 1063.262),(40 1061.4283),(41 1070.1348),(42 1064.529),(43 1068.4531),(44 1063.2974),(45 1061.469),(46 1055.6017),(47 1059.5953),(48 1057.3966),(49 1053.1666),(50 1047.999),(51 1043.7848),(52 1031.6207),(53 1037.9443),(54 1036.0009),(55 1032.6227),(56 1044.1517),(57 1043.9164),(58 1033.7001),(59 1043.2623),(60 1032.8708),(61 1040.9529),(62 1041.9803),(63 1046.3611),(64 1049.376),(65 1050.9126),(66 1061.2004),(67 1059.2461),(68 1062.6932),(69 1053.7466),(70 1053.1434),(71 1058.7743),(72 1067.0333),(73 1067.452),(74 1073.2059),(75 1066.3975),(76 1067.6224),(77 1062.1144),(78 1068.935),(79 1070.9879),
(1 441.33633),(2 625.52155),(3 736.702),(4 803.24493),(5 844.36554),(6 884.0332),(7 896.0466),(8 897.37445),(9 912.87976),(10 923.07086),(11 937.60016),(12 945.5712),(13 949.7802),(14 955.23706),(15 948.808),(16 955.56415),(17 962.47797),(18 987.46246),(19 992.4797),(20 989.1492),(21 995.5713),(22 997.8249),(23 1005.6081),(24 1015.5287),(25 1011.79376),(26 1017.6784),(27 1024.7285),(28 1028.7433),(29 1024.8435),(30 1033.6581),(31 1032.3776),(32 1020.98755),(33 1018.1994),(34 1017.7471),(35 1028.0547),(36 1021.73083),(37 1020.8895),(38 1021.87933),(39 1025.6895),(40 1027.5446),(41 1032.5115),(42 1021.26086),(43 1016.37915),(44 1022.0792),(45 1020.8432),(46 1019.70996),(47 1023.6495),(48 1038.144),(49 1026.8733),(50 1021.47266),(51 1015.5833),(52 1016.65027),(53 1023.46765),(54 1025.7778),(55 1022.56323),(56 1020.1892),(57 1022.6174),(58 1026.0955),(59 1027.2963),(60 1020.7432),(61 1026.8701),(62 1027.1796),(63 1026.565),(64 1023.88696),(65 1022.2059),(66 1028.2211),(67 1033.0848),(68 1034.3514),(69 1031.1128),(70 1031.3182),(71 1035.3488),(72 1031.913),(73 1037.4226),(74 1035.1595),(75 1044.39),(76 1040.3505),(77 1029.2649),(78 1038.2384),(79 1041.761),
(1 432.23346),(2 619.7089),(3 731.1877),(4 795.24115),(5 839.7033),(6 882.40186),(7 889.86694),(8 908.3275),(9 924.6568),(10 927.5856),(11 941.76135),(12 942.38513),(13 948.29736),(14 960.88965),(15 957.8377),(16 953.4041),(17 960.67426),(18 979.1786),(19 987.444),(20 994.1432),(21 998.6141),(22 1011.4145),(23 1015.2702),(24 1010.0807),(25 1004.8736),(26 1009.3586),(27 1007.9994),(28 1008.3889),(29 1007.42914),(30 1011.4088),(31 1003.35736),(32 997.67926),(33 1005.4545),(34 1010.2853),(35 1014.4642),(36 1012.8445),(37 1006.4414),(38 1013.315),(39 1014.3786),(40 1013.5465),(41 1013.7961),(42 1011.5018),(43 1012.1671),(44 1020.7386),(45 1017.50525),(46 1011.1127),(47 1009.554),(48 1016.47656),(49 1011.0805),(50 1014.90356),(51 1015.58923),(52 1011.99866),(53 1017.66034),(54 1026.5632),(55 1020.6259),(56 1030.2117),(57 1023.68445),(58 1029.2423),(59 1025.5786),(60 1019.50354),(61 1020.70483),(62 1012.3979),(63 1010.8248),(64 1015.1862),(65 1014.48706),(66 1021.5207),(67 1026.5432),(68 1031.0581),(69 1027.0629),(70 1024.9553),(71 1029.7845),(72 1038.1222),(73 1033.0219),(74 1037.7164),(75 1031.8778),(76 1032.7412),(77 1029.0162),(78 1033.7056),(79 1028.7987),
(1 423.4718),(2 603.7978),(3 716.5239),(4 775.11694),(5 817.8651),(6 856.3924),(7 863.6789),(8 877.5079),(9 887.01825),(10 891.64575),(11 903.3405),(12 906.47534),(13 915.86163),(14 932.1105),(15 938.41656),(16 932.0419),(17 940.7139),(18 943.2105),(19 944.6624),(20 942.48865),(21 949.71747),(22 960.0622),(23 965.96606),(24 963.12787),(25 957.2057),(26 961.2132),(27 965.7389),(28 953.5425),(29 965.1631),(30 970.20197),(31 962.42993),(32 959.6127),(33 968.0974),(34 968.7679),(35 975.4553),(36 975.00903),(37 972.7446),(38 966.09906),(39 964.8332),(40 979.5211),(41 983.3279),(42 990.7369),(43 989.0874),(44 983.3887),(45 978.43805),(46 971.5246),(47 969.78125),(48 974.4982),(49 971.45374),(50 976.85516),(51 979.8025),(52 976.00055),(53 978.3953),(54 977.93787),(55 971.8179),(56 977.89764),(57 979.88904),(58 973.7284),(59 973.1503),(60 971.2304),(61 969.9863),(62 971.8995),(63 987.9122),(64 989.79266),(65 1001.9681),(66 1006.0385),(67 1003.00134),(68 999.75867),(69 991.72437),(70 992.78424),(71 991.45776),(72 992.707),(73 994.9951),(74 1001.25977),(75 1000.8883),(76 996.89636),(77 994.8386),(78 989.9708),(79 988.8521),
