1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 272171.8),(2 851994.7),(3 1557656.6),(4 2310562.8),(5 3142947.3),(6 4133245),(7 5272732),(8 6655798.5),(9 8190741.5),(10 9782965),(11 11278277),(12 12800632),(13 14424717),(14 16117165),(15 17801178),(16 19631762),(17 21568712),(18 24320394),(19 26561064),(20 28983006),(21 31435438),(22 34082300),(23 36754900),(24 40375508),(25 43316628),(26 46425084),(27 49546830),(28 52832364),(29 57241310),(30 60970820),(31 64535250),(32 68239290),(33 73276320),(34 77103510),(35 81068220),(36 86176200),(37 90574150),(38 95273704),(39 100202824),(40 105487770),(41 111621030),(42 119632090),(43 126290090),(44 132729064),(45 138350960),(46 144084530),(47 149616560),(48 155753230),(49 161901810),(50 168783490),(51 176843900),(52 185165380),(53 191039660),(54 196270060),(55 201069390),(56 205293890),(57 208645820),(58 211752830),(59 213984210),(60 216682690),(61 218104140),(62 218561280),(63 217904140),(64 215659730),(65 212466800),(66 208504880),(67 203946610),(68 199087170),(69 193330350),(70 187435400),(71 180742260),(72 173784300),(73 166369600),(74 159371140),(75 153049280),(76 147437870),(77 142499920),(78 137392060),(79 132574210),
(1 853.20593),(2 1071.1666),(3 1081.1427),(4 1171.2916),(5 1275.0042),(6 1285.8988),(7 1233.4802),(8 1312.9336),(9 1285.9017),(10 1256.52),(11 1301.7482),(12 1334.9481),(13 1328.3567),(14 1342.5776),(15 1336.8232),(16 1335.1924),(17 1353.2699),(18 1359.198),(19 1345.6481),(20 1348.2701),(21 1333.8602),(22 1331.9415),(23 1299.8501),(24 1325.1981),(25 1324.3597),(26 1336.1649),(27 1370.375),(28 1352.6287),(29 1379.4913),(30 1382.1659),(31 1365.4749),(32 1350.8472),(33 1360.7979),(34 1340.524),(35 1368.3849),(36 1394.6526),(37 1349.3472),(38 1364.6088),(39 1367.2784),(40 1388.9103),(41 1442.3427),(42 1437.4218),(43 1419.814),(44 1413.4543),(45 1446.601),(46 1410.0117),(47 1428.3439),(48 1421.4736),(49 1436.991),(50 1415.5372),(51 1472.3907),(52 1456.1921),(53 1472.8394),(54 1450.9127),(55 1463.1711),(56 1471.654),(57 1501.2915),(58 1474.4072),(59 1486.3912),(60 1513.6072),(61 1519.2799),(62 1525.0597),(63 1548.761),(64 1499.8116),(65 1540.5948),(66 1557.9952),(67 1547.1934),(68 1538.4797),(69 1531.1917),(70 1540.7114),(71 1570.8704),(72 1550.7585),(73 1579.1263),(74 1562.9253),(75 1593.0118),(76 1606.246),(77 1594.328),(78 1622.5239),(79 1595.0062),
(1 835.1202),(2 1045.306),(3 1069.9706),(4 1151.2284),(5 1241.3186),(6 1255.87),(7 1209.9918),(8 1293.4808),(9 1278.1348),(10 1238.1187),(11 1295.1655),(12 1317.6394),(13 1321.161),(14 1333.637),(15 1326.0635),(16 1308.6206),(17 1332.0972),(18 1352.7786),(19 1335.8623),(20 1344.8804),(21 1320.4452),(22 1314.6793),(23 1289.242),(24 1308.6666),(25 1305.2186),(26 1296.2201),(27 1338.3765),(28 1310.4033),(29 1336.3286),(30 1335.4138),(31 1314.6056),(32 1307.476),(33 1320.2764),(34 1312.7695),(35 1344.5154),(36 1358.2317),(37 1327.6672),(38 1329.6425),(39 1345.4772),(40 1361.2076),(41 1393.5415),(42 1390.0865),(43 1395.6202),(44 1377.5028),(45 1403.1082),(46 1382.593),(47 1394.7026),(48 1389.5739),(49 1401.6819),(50 1381.9928),(51 1438.8147),(52 1425.0452),(53 1435.2683),(54 1438.6626),(55 1433.8347),(56 1449.0284),(57 1430.4352),(58 1432.2252),(59 1423.3534),(60 1453.0852),(61 1472.5018),(62 1483.6641),(63 1516.3363),(64 1473.1923),(65 1507.2202),(66 1515.2671),(67 1505.3666),(68 1484.07),(69 1495.9554),(70 1504.9464),(71 1518.3318),(72 1500.7977),(73 1529.11),(74 1549.1696),(75 1534.4883),(76 1575.7085),(77 1563.938),(78 1586.1947),(79 1560.1606),
(1 805.1153),(2 1021.58685),(3 1052.6252),(4 1127.484),(5 1214.4429),(6 1214.9158),(7 1177.588),(8 1241.6748),(9 1225.8961),(10 1207.1958),(11 1264.2382),(12 1292.0624),(13 1303.2134),(14 1322.8528),(15 1305.7631),(16 1267.245),(17 1285.7659),(18 1303.5911),(19 1283.6877),(20 1301.1123),(21 1278.029),(22 1284.6978),(23 1268.5922),(24 1263.6595),(25 1278.412),(26 1262.6729),(27 1308.8796),(28 1288.5515),(29 1294.2401),(30 1305.4073),(31 1286.1576),(32 1280.3596),(33 1284.8596),(34 1288.2783),(35 1293.0283),(36 1291.7506),(37 1286.4941),(38 1283.465),(39 1322.8237),(40 1324.1116),(41 1341.3608),(42 1362.0634),(43 1359.2333),(44 1342.6685),(45 1360.7992),(46 1348.3695),(47 1350.3893),(48 1357.1549),(49 1369.4303),(50 1345.1874),(51 1378.3053),(52 1387.4052),(53 1393.8156),(54 1382.376),(55 1391.6528),(56 1395.4967),(57 1393.9579),(58 1409.3804),(59 1410.8191),(60 1426.9982),(61 1434.0037),(62 1436.8734),(63 1448.6227),(64 1435.4904),(65 1473.807),(66 1458.2958),(67 1466.6833),(68 1436.6833),(69 1425.1888),(70 1433.1924),(71 1468.0828),(72 1461.5963),(73 1478.8322),(74 1487.8322),(75 1474.0736),(76 1535.0732),(77 1515.9304),(78 1506.2583),(79 1508.2235),
(1 779.5703),(2 974.21594),(3 1002.36475),(4 1072.7574),(5 1147.1172),(6 1147.0094),(7 1113.7057),(8 1183.7625),(9 1150.145),(10 1167.5972),(11 1220.2443),(12 1228.0414),(13 1229.9695),(14 1253.8298),(15 1239.0542),(16 1207.674),(17 1222.8593),(18 1247.8208),(19 1226.2054),(20 1237.4376),(21 1221.0443),(22 1227.0696),(23 1223.4974),(24 1223.2416),(25 1230.3367),(26 1230.156),(27 1258.184),(28 1255.0874),(29 1243.7382),(30 1255.7693),(31 1251.6606),(32 1238.5947),(33 1244.608),(34 1240.3744),(35 1239.0682),(36 1235.2422),(37 1239.2843),(38 1242.1),(39 1275.3702),(40 1270.4934),(41 1284.4171),(42 1290.8823),(43 1270.0198),(44 1273.8192),(45 1286.1659),(46 1286.2156),(47 1284.5801),(48 1306.0092),(49 1299.0703),(50 1291.9177),(51 1306.6558),(52 1340.4246),(53 1316.7101),(54 1329.6799),(55 1338.0261),(56 1346.7968),(57 1345.7661),(58 1358.6853),(59 1359.1886),(60 1391.6553),(61 1396.522),(62 1391.5057),(63 1387.2266),(64 1372.3866),(65 1403.7913),(66 1376.9086),(67 1407.4058),(68 1390.0089),(69 1375.6111),(70 1384.6644),(71 1394.4816),(72 1409.0167),(73 1425.3861),(74 1436.7794),(75 1392.2855),(76 1469.858),(77 1446.3667),(78 1435.6693),(79 1429.4678),
(1 765.7178),(2 945.79193),(3 966.77814),(4 1047.6248),(5 1120.6727),(6 1126.9061),(7 1096.6488),(8 1166.9045),(9 1133.5206),(10 1139.2404),(11 1191.9508),(12 1196.5653),(13 1182.9144),(14 1206.7008),(15 1209.3865),(16 1178.6545),(17 1195.3777),(18 1219.4882),(19 1199.3171),(20 1208.3264),(21 1207.44),(22 1206.0253),(23 1202.3086),(24 1203.0834),(25 1202.8762),(26 1217.1083),(27 1231.2888),(28 1250.2446),(29 1247.7894),(30 1249.9177),(31 1241.2628),(32 1227.4158),(33 1234.7931),(34 1239.3313),(35 1244.7056),(36 1239.9763),(37 1239.4366),(38 1238.7858),(39 1264.8871),(40 1264.6277),(41 1281.4601),(42 1275.9342),(43 1277.4276),(44 1283.8593),(45 1269.3943),(46 1260.2932),(47 1271.1932),(48 1280.344),(49 1269.1499),(50 1273.0619),(51 1286.0504),(52 1301.7539),(53 1287.0063),(54 1294.609),(55 1306.827),(56 1313.6613),(57 1317.8368),(58 1327.1199),(59 1312.3105),(60 1341.006),(61 1340.2653),(62 1340.9203),(63 1345.1183),(64 1336.4117),(65 1371.773),(66 1328.8212),(67 1362.538),(68 1355.5713),(69 1365.7867),(70 1375.5063),(71 1382.719),(72 1401.2401),(73 1443.0648),(74 1442.54),(75 1402.4276),(76 1472.4331),(77 1450.3776),(78 1439.3595),(79 1434.1926),
(1 770.85223),(2 940.3258),(3 962.33466),(4 1050.0664),(5 1104.2487),(6 1114.8247),(7 1087.6542),(8 1156.9584),(9 1135.6058),(10 1137.557),(11 1179.996),(12 1177.9628),(13 1184.9536),(14 1208.9077),(15 1204.7848),(16 1161.0562),(17 1187.2437),(18 1207.289),(19 1192.3134),(20 1198.1531),(21 1203.4949),(22 1197.2758),(23 1185.8073),(24 1180.2893),(25 1185.4049),(26 1207.9144),(27 1221.8231),(28 1235.5525),(29 1226.499),(30 1230.3627),(31 1216.2524),(32 1209.0668),(33 1219.2681),(34 1219.4342),(35 1234.6976),(36 1233.7506),(37 1226.4436),(38 1229.3005),(39 1234.8625),(40 1244.6426),(41 1250.8336),(42 1269.9681),(43 1263.0304),(44 1264.1761),(45 1247.5085),(46 1247.2861),(47 1254.9885),(48 1263.5624),(49 1241.1538),(50 1263.7673),(51 1274.2078),(52 1274.1647),(53 1274.3433),(54 1287.2305),(55 1294.0863),(56 1295.9263),(57 1270.5933),(58 1286.6074),(59 1290.7921),(60 1305.0186),(61 1323.1064),(62 1322.2622),(63 1318.712),(64 1336.2799),(65 1347.1495),(66 1315.0427),(67 1347.1411),(68 1339.4667),(69 1338.6534),(70 1349.0648),(71 1366.9769),(72 1377.2533),(73 1417.3447),(74 1407.9071),(75 1362.1503),(76 1429.9559),(77 1396.3945),(78 1403.3123),(79 1390.2928),
(1 754.48315),(2 907.1209),(3 965.29443),(4 1041.0985),(5 1097.6683),(6 1103.1746),(7 1103.4768),(8 1146.1456),(9 1132.5557),(10 1120.5502),(11 1163.0328),(12 1163.6685),(13 1189.747),(14 1211.7725),(15 1198.388),(16 1159.9304),(17 1175.7963),(18 1208.4524),(19 1184.1722),(20 1184.0216),(21 1179.423),(22 1176.7998),(23 1190.4297),(24 1177.2714),(25 1175.1097),(26 1190.4773),(27 1201.0005),(28 1209.638),(29 1195.276),(30 1185.6448),(31 1197.248),(32 1189.6351),(33 1198.2454),(34 1185.245),(35 1190.4911),(36 1186.3256),(37 1163.7933),(38 1185.0801),(39 1194.3441),(40 1210.2251),(41 1210.6873),(42 1241.4691),(43 1234.7711),(44 1228.728),(45 1223.1278),(46 1224.2959),(47 1223.0509),(48 1236.9796),(49 1218.312),(50 1250.8417),(51 1250.0236),(52 1260.7714),(53 1261.2045),(54 1293.9237),(55 1266.0764),(56 1283.3711),(57 1266.8824),(58 1264.1295),(59 1285.2169),(60 1293.2109),(61 1303.9365),(62 1296.9257),(63 1315.7723),(64 1330.3052),(65 1324.3818),(66 1294.2094),(67 1334.0802),(68 1332.7571),(69 1324.9769),(70 1328.1459),(71 1329.2052),(72 1347.0808),(73 1377.5085),(74 1376.3859),(75 1329.3457),(76 1398.7333),(77 1366.3843),(78 1378.258),(79 1365.8868),
(1 715.59564),(2 857.10266),(3 923.1834),(4 982.90497),(5 1047.395),(6 1044.2427),(7 1056.9802),(8 1091.4921),(9 1083.1764),(10 1069.4546),(11 1115.5881),(12 1109.6566),(13 1136.4086),(14 1159.1276),(15 1140.3219),(16 1106.4884),(17 1100.2906),(18 1155.8938),(19 1141.7755),(20 1134.6869),(21 1130.722),(22 1115.7697),(23 1140.0975),(24 1128.3849),(25 1116.8688),(26 1131.6156),(27 1148.4092),(28 1159.1943),(29 1146.6783),(30 1162.6205),(31 1188.5426),(32 1180.0663),(33 1168.9174),(34 1144.3427),(35 1149.3398),(36 1135.2394),(37 1127.9525),(38 1153.4481),(39 1159.5352),(40 1169.5767),(41 1173.1869),(42 1179.5515),(43 1165.2773),(44 1165.0881),(45 1160.9033),(46 1164.2103),(47 1157.1626),(48 1156.7638),(49 1164.1085),(50 1190.9564),(51 1186.8606),(52 1208.6855),(53 1185.5579),(54 1205.9568),(55 1195.9482),(56 1213.7878),(57 1199.5857),(58 1199.261),(59 1244.8273),(60 1218.7291),(61 1239.786),(62 1225.3624),(63 1252.799),(64 1282.3058),(65 1275.835),(66 1248.9885),(67 1277.6222),(68 1301.9348),(69 1278.1088),(70 1287.4946),(71 1272.6288),(72 1290.9753),(73 1328.7955),(74 1317.1963),(75 1306.3433),(76 1341.3733),(77 1315.0687),(78 1310.6538),(79 1300.906),
(1 699.2052),(2 843.883),(3 911.8465),(4 969.6996),(5 1043.4647),(6 1029.7537),(7 1035.6165),(8 1079.0594),(9 1062.9962),(10 1063.282),(11 1114.8339),(12 1110.2097),(13 1126.748),(14 1153.0842),(15 1138.3274),(16 1107.3197),(17 1095.7638),(18 1125.1714),(19 1125.3308),(20 1124.2863),(21 1127.8423),(22 1101.5786),(23 1117.1265),(24 1123.9067),(25 1100.5533),(26 1113.1721),(27 1137.3104),(28 1153.32),(29 1134.6422),(30 1146.4545),(31 1164.5492),(32 1155.3861),(33 1133.877),(34 1120.7505),(35 1115.2656),(36 1101.703),(37 1109.1665),(38 1128.4843),(39 1135.0532),(40 1142.8558),(41 1161.1573),(42 1154.4008),(43 1147.3615),(44 1151.7651),(45 1145.2408),(46 1133.9353),(47 1138.871),(48 1137.0135),(49 1151.6456),(50 1175.4652),(51 1166.713),(52 1201.0171),(53 1172.3138),(54 1188.9281),(55 1211.3042),(56 1211.245),(57 1200.0162),(58 1197.8647),(59 1234.7676),(60 1202.7118),(61 1209.6027),(62 1212.1049),(63 1227.7786),(64 1241.457),(65 1249.4353),(66 1239.5632),(67 1253.677),(68 1269.1819),(69 1252.8173),(70 1267.3136),(71 1249.049),(72 1261.4376),(73 1297.4851),(74 1289.12),(75 1286.5103),(76 1316.956),(77 1288.9175),(78 1284.5708),(79 1270.3236),
(1 675.13696),(2 807.1829),(3 858.5414),(4 914.5625),(5 987.2349),(6 972.1517),(7 970.4988),(8 1014.0916),(9 991.0387),(10 1007.99615),(11 1058.6573),(12 1048.9606),(13 1072.649),(14 1093.0884),(15 1085.1493),(16 1062.7914),(17 1059.1772),(18 1081.9713),(19 1081.4009),(20 1087.8943),(21 1107.1312),(22 1084.0319),(23 1094.0028),(24 1111.7432),(25 1088.8677),(26 1102.7493),(27 1133.0226),(28 1141.8923),(29 1132.4597),(30 1137.4283),(31 1148.843),(32 1135.4233),(33 1126.4196),(34 1119.9937),(35 1101.0249),(36 1090.1747),(37 1100.5548),(38 1109.7983),(39 1117.987),(40 1124.7018),(41 1135.1128),(42 1125.5432),(43 1128.7574),(44 1123.3129),(45 1100.2283),(46 1105.3145),(47 1108.7072),(48 1122.231),(49 1121.1257),(50 1119.2239),(51 1116.9594),(52 1138.1208),(53 1125.9253),(54 1143.593),(55 1162.4226),(56 1155.0958),(57 1162.7653),(58 1145.7833),(59 1186.774),(60 1168.0121),(61 1170.3612),(62 1175.6102),(63 1204.5018),(64 1199.916),(65 1214.2057),(66 1207.7067),(67 1202.3462),(68 1219.6672),(69 1203.8132),(70 1221.712),(71 1239.5331),(72 1242.1101),(73 1251.9031),(74 1255.047),(75 1235.9015),(76 1273.7767),(77 1259.2094),(78 1263.5114),(79 1251.8818),
(1 664.6405),(2 776.7715),(3 833.5657),(4 883.7069),(5 958.25555),(6 940.85297),(7 958.05206),(8 1007.38885),(9 987.9863),(10 1000.4976),(11 1053.5344),(12 1016.70105),(13 1056.0587),(14 1085.5526),(15 1077.927),(16 1055.5569),(17 1033.4183),(18 1062.7483),(19 1063.8193),(20 1071.3021),(21 1098.9485),(22 1070.6597),(23 1070.2917),(24 1082.5206),(25 1065.1415),(26 1081.8866),(27 1122.4362),(28 1125.9364),(29 1127.619),(30 1125.4281),(31 1132.1769),(32 1105.7195),(33 1108.0394),(34 1100.896),(35 1068.8455),(36 1054.3135),(37 1072.5286),(38 1091.2113),(39 1100.7345),(40 1101.1624),(41 1107.2236),(42 1104.9894),(43 1096.485),(44 1090.0463),(45 1075.8395),(46 1081.4596),(47 1095.6759),(48 1108.5879),(49 1113.057),(50 1114.4939),(51 1099.9707),(52 1117.6609),(53 1099.4563),(54 1140.3618),(55 1139.2787),(56 1137.6821),(57 1141.8816),(58 1148.8878),(59 1173.2959),(60 1148.3706),(61 1164.5796),(62 1173.8624),(63 1206.8817),(64 1193.5459),(65 1199.8007),(66 1176.1959),(67 1182.0994),(68 1192.612),(69 1176.8727),(70 1189.1678),(71 1207.6711),(72 1198.2565),(73 1225.5195),(74 1225.2646),(75 1192.9939),(76 1232.2045),(77 1206.4832),(78 1212.8196),(79 1197.819),
(1 645.8467),(2 743.9782),(3 814.06726),(4 853.6038),(5 905.1945),(6 902.1654),(7 927.71063),(8 978.2721),(9 971.86804),(10 983.87006),(11 1034.3914),(12 1003.62415),(13 1030.4788),(14 1055.5942),(15 1052.0364),(16 1037.8318),(17 1003.55255),(18 1024.3248),(19 1031.4247),(20 1045.2517),(21 1065.6166),(22 1032.3668),(23 1041.1484),(24 1038.5039),(25 1027.5724),(26 1049.5731),(27 1077.7963),(28 1080.7418),(29 1089.1564),(30 1085.5697),(31 1105.1095),(32 1075.469),(33 1070.4755),(34 1061.4375),(35 1052.7275),(36 1047.8992),(37 1058.0804),(38 1063.7511),(39 1075.9226),(40 1086.3203),(41 1080.6062),(42 1067.3551),(43 1059.8425),(44 1060.0526),(45 1047.0441),(46 1048.3075),(47 1061.2909),(48 1077.4937),(49 1078.5171),(50 1090.0254),(51 1090.3197),(52 1083.2389),(53 1077.7196),(54 1093.3528),(55 1112.5548),(56 1094.8326),(57 1107.2823),(58 1114.129),(59 1137.5378),(60 1113.8914),(61 1122.3312),(62 1137.8248),(63 1155.0194),(64 1139.9601),(65 1157.5682),(66 1140.655),(67 1149.7582),(68 1163.3273),(69 1155.267),(70 1174.0596),(71 1167.0712),(72 1170.8127),(73 1190.145),(74 1192.1324),(75 1180.7076),(76 1206.2677),(77 1182.8901),(78 1204.215),(79 1182.1426),
(1 622.8768),(2 721.34656),(3 807.5433),(4 844.41205),(5 887.598),(6 891.57544),(7 914.2324),(8 950.3547),(9 951.2508),(10 967.3499),(11 1010.4018),(12 981.56775),(13 1008.5648),(14 1027.1509),(15 1021.5579),(16 1012.99817),(17 983.2735),(18 996.9733),(19 1004.82776),(20 1019.0058),(21 1025.7871),(22 989.3944),(23 1005.5657),(24 1003.3408),(25 987.6634),(26 1013.9801),(27 1036.421),(28 1036.8667),(29 1037.3202),(30 1033.2395),(31 1048.9719),(32 1024.4083),(33 1012.0788),(34 1009.2807),(35 1004.0655),(36 1004.4299),(37 1009.5503),(38 1015.61194),(39 1037.7393),(40 1051.6759),(41 1045.4066),(42 1041.5857),(43 1037.5809),(44 1040.044),(45 1019.9915),(46 1027.9097),(47 1026.5294),(48 1038.4929),(49 1048.3334),(50 1059.5056),(51 1067.2787),(52 1050.967),(53 1058.7203),(54 1058.3104),(55 1061.8253),(56 1070.099),(57 1082.4088),(58 1081.948),(59 1102.7262),(60 1063.1683),(61 1063.6284),(62 1090.1268),(63 1092.2035),(64 1077.6282),(65 1090.0632),(66 1077.7743),(67 1104.4816),(68 1112.6927),(69 1108.888),(70 1121.2444),(71 1127.1005),(72 1122.6722),(73 1148.4691),(74 1152.5157),(75 1136.5645),(76 1145.3678),(77 1140.9528),(78 1166.3971),(79 1152.4893),
(1 621.3012),(2 712.9076),(3 795.0297),(4 835.90204),(5 872.3394),(6 884.12305),(7 897.4876),(8 931.43585),(9 923.7959),(10 953.1517),(11 992.44086),(12 963.32306),(13 997.0105),(14 1008.49304),(15 1005.07184),(16 1000.9218),(17 972.07623),(18 978.8064),(19 997.0938),(20 1005.8235),(21 1006.24945),(22 980.77576),(23 989.6717),(24 996.674),(25 974.5517),(26 1002.4254),(27 1031.003),(28 1027.7933),(29 1037.7944),(30 1030.4799),(31 1032.2142),(32 1008.3497),(33 995.3283),(34 990.5958),(35 983.69525),(36 982.7351),(37 982.03986),(38 994.61237),(39 1011.4682),(40 1016.3964),(41 1020.9591),(42 1027.9655),(43 1022.7092),(44 1011.88794),(45 1003.7708),(46 997.9473),(47 1008.1141),(48 1006.0355),(49 1021.3416),(50 1030.7665),(51 1027.1101),(52 1016.16113),(53 1019.5668),(54 1027.9949),(55 1024.4908),(56 1039.5482),(57 1043.5219),(58 1040.1973),(59 1066.3699),(60 1044.9304),(61 1032.6005),(62 1051.5804),(63 1056.3342),(64 1051.2979),(65 1062.2169),(66 1056.7659),(67 1082.9406),(68 1082.3182),(69 1083.8263),(70 1092.532),(71 1104.5055),(72 1097.589),(73 1119.8458),(74 1129.784),(75 1113.3645),(76 1135.4856),(77 1137.9448),(78 1169.1234),(79 1148.8461),
(1 600.5097),(2 692.9084),(3 762.53467),(4 795.19214),(5 829.0526),(6 846.4938),(7 857.4514),(8 888.2853),(9 880.5528),(10 908.87146),(11 955.7645),(12 929.7827),(13 958.5677),(14 978.5868),(15 972.87775),(16 981.1506),(17 953.11865),(18 947.29047),(19 970.44635),(20 980.45807),(21 978.0715),(22 961.2883),(23 962.0435),(24 968.1776),(25 953.58484),(26 974.41565),(27 995.90076),(28 1001.5622),(29 1018.53357),(30 993.08704),(31 997.7698),(32 978.2071),(33 971.05316),(34 960.6033),(35 952.9968),(36 958.395),(37 954.3685),(38 958.82465),(39 966.64685),(40 973.91595),(41 986.51544),(42 986.0109),(43 1000.8717),(44 989.8152),(45 986.7492),(46 977.13354),(47 991.6639),(48 992.8698),(49 1004.3782),(50 1015.5053),(51 1006.2408),(52 1015.21045),(53 1023.78784),(54 1022.773),(55 1029.6868),(56 1030.2765),(57 1040.0953),(58 1045.1982),(59 1060.5455),(60 1058.1779),(61 1057.1031),(62 1071.741),(63 1064.5483),(64 1069.273),(65 1064.9357),(66 1075.0951),(67 1070.8693),(68 1086.7296),(69 1083.7495),(70 1081.9357),(71 1106.9491),(72 1097.7947),(73 1100.2946),(74 1107.3942),(75 1081.7413),(76 1115.992),(77 1112.7524),(78 1128.9424),(79 1088.6462),
(1 588.58746),(2 673.688),(3 740.0761),(4 774.21216),(5 806.9251),(6 827.37006),(7 837.017),(8 872.2758),(9 862.42194),(10 895.4104),(11 930.78174),(12 907.71747),(13 932.69977),(14 951.9618),(15 950.7446),(16 967.8438),(17 943.2231),(18 931.5482),(19 940.7189),(20 958.4967),(21 962.65985),(22 953.954),(23 955.51227),(24 964.2166),(25 956.09705),(26 977.8308),(27 997.0356),(28 999.32214),(29 1012.04407),(30 994.55646),(31 994.0176),(32 982.82117),(33 981.59656),(34 969.1489),(35 978.86255),(36 975.45044),(37 957.10724),(38 955.08606),(39 962.8307),(40 968.3958),(41 982.76666),(42 974.57806),(43 981.88477),(44 968.73694),(45 966.3661),(46 965.36255),(47 970.7127),(48 965.10046),(49 973.0432),(50 990.1428),(51 982.95605),(52 977.92834),(53 997.12146),(54 982.8986),(55 982.847),(56 986.20624),(57 982.8818),(58 982.739),(59 998.27216),(60 999.7874),(61 1012.88226),(62 1021.2168),(63 1019.78876),(64 1023.4117),(65 1016.9872),(66 1016.7715),(67 1019.09784),(68 1044.5565),(69 1042.173),(70 1035.5695),(71 1045.5256),(72 1045.289),(73 1067.177),(74 1073.8148),(75 1051.7302),(76 1086.5558),(77 1090.8563),(78 1106.0305),(79 1064.4019),
