1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54196.965),(2 157343.8),(3 303951.1),(4 492627.6),(5 697852.94),(6 906946.8),(7 1141037.9),(8 1349556),(9 1551763),(10 1750384.4),(11 1909052.5),(12 2068275.1),(13 2246448.3),(14 2387252.3),(15 2533609.3),(16 2696354.3),(17 2818623),(18 2999584.3),(19 3204618.8),(20 3392768.8),(21 3515801),(22 3606772),(23 3681909.8),(24 3719721.8),(25 3699996),(26 3713090.8),(27 3691073.3),(28 3652727.8),(29 3644524.8),(30 3630405.3),(31 3618267.3),(32 3621522),(33 3627405.3),(34 3626695.3),(35 3618822),(36 3609028.8),(37 3586093.8),(38 3567894),(39 3545140),(40 3502683.3),(41 3444696.8),(42 3398844.3),(43 3318706.3),(44 3253592.8),(45 3183947),(46 3139679.3),(47 3084348),(48 3043382.8),(49 2999911.8),(50 2922485.3),(51 2898896.3),(52 2867408.8),(53 2847498),(54 2883663.3),(55 2928961.8),(56 3000356.8),(57 3102067.3),(58 3210114),(59 3345710),(60 3507604),(61 3662434.8),(62 3804084.8),(63 3963698.8),(64 4103974),(65 4202071),(66 4246330),(67 4235193),(68 4220296.5),(69 4172332.8),(70 4128712.8),(71 4081712.8),(72 4026084.3),(73 3989617),(74 3988456.3),(75 3988975.3),(76 3989088),(77 3977605),(78 4003217),(79 4031923.3),
(1 693.9217),(2 907.61554),(3 1045.0349),(4 1140.1416),(5 1194.3219),(6 1243.4817),(7 1274.6549),(8 1300.3732),(9 1336.962),(10 1379.3228),(11 1386.2872),(12 1390.9652),(13 1428.4696),(14 1424.0671),(15 1437.7227),(16 1465.7555),(17 1447.551),(18 1469.2588),(19 1496.4572),(20 1472.7129),(21 1489.7552),(22 1478.305),(23 1480.1827),(24 1503.7518),(25 1502.9753),(26 1505.6923),(27 1532.2566),(28 1514.2134),(29 1519.2399),(30 1566.6881),(31 1541.0691),(32 1540.1663),(33 1541.7466),(34 1543.9138),(35 1551.1674),(36 1567.631),(37 1552.5594),(38 1582.9763),(39 1629.9823),(40 1601.5573),(41 1612.6868),(42 1652.6216),(43 1643.5028),(44 1636.6531),(45 1635.6682),(46 1616.9176),(47 1606.9695),(48 1620.4924),(49 1625.928),(50 1611.9166),(51 1628.4015),(52 1613.3163),(53 1629.2194),(54 1642.6178),(55 1621.5675),(56 1606.7843),(57 1605.9434),(58 1588.7522),(59 1592.1431),(60 1606.1798),(61 1586.2025),(62 1606.6912),(63 1636.0308),(64 1639.8535),(65 1653.6682),(66 1697.5211),(67 1701.0635),(68 1734.9377),(69 1758.6228),(70 1723.4912),(71 1732.0216),(72 1696.8029),(73 1687.2466),(74 1717.1326),(75 1697.1626),(76 1697.4507),(77 1731.1155),(78 1701.6736),(79 1717.0078),
(1 692.1679),(2 919.7878),(3 1056.2245),(4 1166.0719),(5 1216.57),(6 1255.123),(7 1309.8376),(8 1336.6251),(9 1356.795),(10 1389.0164),(11 1376.6542),(12 1397.871),(13 1411.08),(14 1409.0377),(15 1426.3052),(16 1467.4226),(17 1472.4004),(18 1478.9928),(19 1501.2206),(20 1482.1166),(21 1494.8368),(22 1485.5233),(23 1497.8204),(24 1531.7252),(25 1521.059),(26 1503.7687),(27 1535.2456),(28 1516.2097),(29 1525.0762),(30 1551.8293),(31 1525.637),(32 1520.5559),(33 1534.5801),(34 1524.7028),(35 1542.3928),(36 1573.5038),(37 1563.3108),(38 1579.8109),(39 1641.7397),(40 1591.3962),(41 1606.2899),(42 1625.4265),(43 1617.8381),(44 1606.1283),(45 1633.5984),(46 1630.3291),(47 1624.223),(48 1627.6592),(49 1620.9474),(50 1621.5857),(51 1635.0737),(52 1618.0803),(53 1626.5321),(54 1636.32),(55 1604.7947),(56 1601.3518),(57 1611.7782),(58 1589.0651),(59 1569.4657),(60 1591.5483),(61 1559.5609),(62 1584.1519),(63 1616.0679),(64 1599.9305),(65 1622.5504),(66 1678.0999),(67 1686.693),(68 1704.6436),(69 1723.8395),(70 1686.3876),(71 1699.7787),(72 1670.8501),(73 1657.025),(74 1671.8972),(75 1651.9823),(76 1642.2845),(77 1678.7172),(78 1645.7245),(79 1655.9321),
(1 676.6093),(2 883.20636),(3 1028.2932),(4 1111.0798),(5 1154.7969),(6 1197.3207),(7 1245.5237),(8 1273.2633),(9 1310.4879),(10 1350.4498),(11 1345.508),(12 1364.1018),(13 1397.9697),(14 1401.382),(15 1404.9435),(16 1441.5603),(17 1449.525),(18 1454.1764),(19 1475.3661),(20 1471.6056),(21 1481.2375),(22 1462.3157),(23 1477.1924),(24 1493.1506),(25 1486.5739),(26 1470.2673),(27 1496.9163),(28 1481.1082),(29 1504.6504),(30 1521.9109),(31 1492.3098),(32 1506.8439),(33 1527.9404),(34 1516.2623),(35 1523.8959),(36 1530.9012),(37 1525.3124),(38 1546.0684),(39 1591.5343),(40 1564.5543),(41 1564.0735),(42 1596.1627),(43 1577.8394),(44 1566.866),(45 1591.2555),(46 1560.7615),(47 1562.134),(48 1572.355),(49 1548.4913),(50 1547.5095),(51 1575.2056),(52 1558.5764),(53 1574.1912),(54 1594.21),(55 1579.1498),(56 1579.5111),(57 1590.3944),(58 1553.2866),(59 1544.8024),(60 1565.7657),(61 1540.2953),(62 1552.7073),(63 1589.0919),(64 1567.984),(65 1580.6257),(66 1609.802),(67 1627.5981),(68 1670.441),(69 1695.903),(70 1651.3391),(71 1656.7837),(72 1642.6718),(73 1652.0327),(74 1649.0577),(75 1627.343),(76 1598.8071),(77 1613.5725),(78 1590.2632),(79 1603.2632),
(1 681.7283),(2 892.1166),(3 1026.9913),(4 1102.3572),(5 1133.2542),(6 1194.566),(7 1241.2852),(8 1254.1069),(9 1278.3503),(10 1304.0754),(11 1311.8823),(12 1322.053),(13 1364.9069),(14 1358.3843),(15 1370.0118),(16 1394.1216),(17 1411.7448),(18 1421.5125),(19 1454.7445),(20 1447.0276),(21 1464.3573),(22 1462.403),(23 1462.8317),(24 1481.214),(25 1456.8873),(26 1447.9806),(27 1494.7173),(28 1465.8146),(29 1480.6207),(30 1489.7212),(31 1448.068),(32 1469.0356),(33 1481.2721),(34 1460.8301),(35 1464.9917),(36 1463.2764),(37 1469.6968),(38 1479.2888),(39 1538.487),(40 1508.54),(41 1509.3876),(42 1549.0402),(43 1520.4982),(44 1508.607),(45 1542.219),(46 1512.2894),(47 1521.9763),(48 1520.2322),(49 1508.6869),(50 1520.6544),(51 1551.731),(52 1538.5826),(53 1541.4132),(54 1565.7949),(55 1553.3324),(56 1542.6589),(57 1551.4152),(58 1527.3813),(59 1515.7242),(60 1538.1707),(61 1521.8365),(62 1517.6389),(63 1551.747),(64 1536.6697),(65 1561.3511),(66 1601.6593),(67 1629.2374),(68 1663.4128),(69 1690.5854),(70 1652.2073),(71 1658.778),(72 1625.1837),(73 1625.0063),(74 1628.0858),(75 1591.822),(76 1589.6929),(77 1605.5328),(78 1580.6124),(79 1589.8927),
(1 692.407),(2 909.61707),(3 1042.6691),(4 1117.2892),(5 1170.2122),(6 1212.0315),(7 1262.6906),(8 1294.3557),(9 1316.5173),(10 1346.2736),(11 1344.4993),(12 1362.3691),(13 1399.8785),(14 1391.6313),(15 1403.6921),(16 1423.2958),(17 1425.1545),(18 1455.2213),(19 1475.9686),(20 1450.634),(21 1454.0306),(22 1448.7987),(23 1456.9457),(24 1470.4186),(25 1456.7228),(26 1453.7052),(27 1495.4088),(28 1473.5387),(29 1486.8115),(30 1503.4171),(31 1486.5626),(32 1478.375),(33 1489.9966),(34 1479.1882),(35 1490.5736),(36 1523.0901),(37 1516.3944),(38 1526.3418),(39 1573.5521),(40 1532.5574),(41 1539.0355),(42 1581.9258),(43 1558.8995),(44 1555.6552),(45 1570.0249),(46 1554.1007),(47 1545.5123),(48 1558.0688),(49 1538.6565),(50 1539.4467),(51 1565.899),(52 1553.8256),(53 1565.1877),(54 1571.1923),(55 1564.5817),(56 1549.3851),(57 1561.2764),(58 1550.184),(59 1543.638),(60 1559.5797),(61 1532.3091),(62 1524.5764),(63 1568.2699),(64 1564.3953),(65 1582.9258),(66 1609.2642),(67 1612.7714),(68 1637.8413),(69 1658.7882),(70 1635.8881),(71 1645.7816),(72 1612.7289),(73 1622.5026),(74 1647.6157),(75 1619.3701),(76 1618.411),(77 1639.9891),(78 1619.9026),(79 1613.1489),
(1 673.5753),(2 880.5104),(3 1014.5638),(4 1106.3037),(5 1150.4319),(6 1183.9288),(7 1239.7196),(8 1257.3169),(9 1283.1686),(10 1310.1328),(11 1310.1637),(12 1317.8817),(13 1345.9696),(14 1342.8557),(15 1345.2445),(16 1359.3882),(17 1361.7184),(18 1370.5974),(19 1387.5994),(20 1378.7457),(21 1393.7567),(22 1368.4097),(23 1362.5089),(24 1391.5542),(25 1360.3188),(26 1378.391),(27 1408.9988),(28 1390.5404),(29 1410.5853),(30 1413.8776),(31 1396.3247),(32 1395.6271),(33 1425.518),(34 1401.4623),(35 1418.467),(36 1443.6183),(37 1432.2118),(38 1439.3137),(39 1486.0154),(40 1475.7638),(41 1492.0149),(42 1525.7161),(43 1512.6835),(44 1521.6656),(45 1520.4535),(46 1504.7345),(47 1507.2393),(48 1512.1449),(49 1497.4132),(50 1482.3368),(51 1509.663),(52 1488.3796),(53 1499.9968),(54 1502.7452),(55 1488.1854),(56 1480.204),(57 1498.4215),(58 1489.5092),(59 1492.7316),(60 1502.3402),(61 1491.9006),(62 1501.31),(63 1552.9279),(64 1542.7677),(65 1554.5193),(66 1582.1682),(67 1593.0669),(68 1623.6104),(69 1651.8077),(70 1596.9824),(71 1610.6472),(72 1583.4265),(73 1582.6693),(74 1606.7855),(75 1576.3868),(76 1557.7844),(77 1581.615),(78 1542.3756),(79 1530.9049),
(1 661.897),(2 868.8239),(3 1001.2567),(4 1089.8715),(5 1134.6956),(6 1178.5372),(7 1237.3408),(8 1244.2751),(9 1263.6749),(10 1286.9183),(11 1282.4182),(12 1303.5432),(13 1329.8689),(14 1327.4504),(15 1340.9901),(16 1361.9362),(17 1342.9127),(18 1352.8749),(19 1356.6682),(20 1381.7855),(21 1393.6598),(22 1379.2255),(23 1373.315),(24 1397.2743),(25 1396.4673),(26 1395.1837),(27 1425.4362),(28 1395.8446),(29 1415.178),(30 1423.2341),(31 1402.6395),(32 1416.7657),(33 1446.972),(34 1401.2532),(35 1415.645),(36 1430.1428),(37 1415.9066),(38 1435.7196),(39 1476.4808),(40 1452.4564),(41 1483.2543),(42 1518.13),(43 1491.3525),(44 1498.6962),(45 1493.0374),(46 1478.7649),(47 1487.1115),(48 1481.8594),(49 1473.844),(50 1471.3823),(51 1487.9375),(52 1464.1285),(53 1470.7113),(54 1477.3344),(55 1479.4178),(56 1475.7863),(57 1474.337),(58 1450.4939),(59 1441.4177),(60 1463.8356),(61 1441.5209),(62 1440.5221),(63 1474.6268),(64 1468.9879),(65 1481.9408),(66 1521.7444),(67 1538.7079),(68 1569.5828),(69 1604.4668),(70 1577.9008),(71 1590.3021),(72 1569.4282),(73 1571.7354),(74 1599.2098),(75 1586.4851),(76 1576.3351),(77 1607.2573),(78 1564.413),(79 1553.8105),
(1 660.8829),(2 850.85785),(3 977.535),(4 1075.222),(5 1126.05),(6 1163.8019),(7 1236.4122),(8 1231.9883),(9 1260.7457),(10 1287.7325),(11 1273.9672),(12 1282.7446),(13 1315.4414),(14 1301.2543),(15 1326.4125),(16 1321.3914),(17 1314.199),(18 1322.9005),(19 1341.4742),(20 1351.3912),(21 1357.3976),(22 1344.862),(23 1351.5449),(24 1367.7783),(25 1366.1095),(26 1364.3837),(27 1400.724),(28 1377.1211),(29 1383.5874),(30 1408.252),(31 1398.3888),(32 1423.3955),(33 1442.3452),(34 1408.9263),(35 1420.0977),(36 1440.862),(37 1434.7103),(38 1448.6864),(39 1475.8593),(40 1449.3221),(41 1465.3818),(42 1496.7144),(43 1499.3237),(44 1496.1239),(45 1499.0121),(46 1476.1095),(47 1488.6165),(48 1499.4186),(49 1471.8047),(50 1475.5492),(51 1495.2589),(52 1482.1414),(53 1474.425),(54 1473.758),(55 1461.3805),(56 1452.6238),(57 1465.7465),(58 1449.3481),(59 1441.7476),(60 1450.5514),(61 1428.7319),(62 1430.3276),(63 1468.617),(64 1451.8359),(65 1479.7991),(66 1507.1718),(67 1522.4846),(68 1545.6024),(69 1570.0566),(70 1539.13),(71 1553.2192),(72 1530.282),(73 1525.1345),(74 1558.7126),(75 1537.2885),(76 1539.7424),(77 1559.038),(78 1534.1066),(79 1529.5718),
(1 650.3081),(2 834.9827),(3 949.9825),(4 1039.2834),(5 1075.9932),(6 1113.7063),(7 1165.5463),(8 1187.0004),(9 1212.1553),(10 1243.8724),(11 1246.1523),(12 1265.7472),(13 1304.041),(14 1311.8099),(15 1331.9679),(16 1346.0629),(17 1337.7017),(18 1352.7417),(19 1379.2719),(20 1366.6416),(21 1376.3673),(22 1363.5975),(23 1367.5636),(24 1377.4246),(25 1367.9252),(26 1372.7585),(27 1396.9985),(28 1362.0508),(29 1361.0183),(30 1384.1685),(31 1394.2297),(32 1407.3685),(33 1413.1506),(34 1402.0677),(35 1405.6074),(36 1408.6992),(37 1402.3276),(38 1395.3732),(39 1429.6904),(40 1404.9819),(41 1407.2235),(42 1447.0358),(43 1444.8026),(44 1468.9614),(45 1473.6802),(46 1447.5184),(47 1439.592),(48 1438.3495),(49 1416.0837),(50 1430.3837),(51 1435.6823),(52 1409.0796),(53 1407.2574),(54 1403.2015),(55 1395.0775),(56 1411.4487),(57 1435.3491),(58 1420.1388),(59 1413.6033),(60 1424.3141),(61 1399.5128),(62 1416.7646),(63 1441.474),(64 1451.7229),(65 1458.2842),(66 1486.0043),(67 1493.7375),(68 1506.6389),(69 1544.502),(70 1524.7417),(71 1544.3905),(72 1512.6686),(73 1524.2705),(74 1560.7408),(75 1528.2324),(76 1521.8619),(77 1545.3866),(78 1520.8263),(79 1510.7736),
(1 653.72064),(2 847.3053),(3 968.8104),(4 1062.118),(5 1082.1252),(6 1134.7881),(7 1177.5756),(8 1212.3309),(9 1231.3184),(10 1261.0768),(11 1267.339),(12 1285.5234),(13 1324.0454),(14 1317.5208),(15 1343.0303),(16 1361.677),(17 1346.0872),(18 1358.0106),(19 1363.8741),(20 1373.6588),(21 1398.2948),(22 1385.1719),(23 1376.4272),(24 1392.8866),(25 1379.1893),(26 1380.0514),(27 1413.2455),(28 1393.4202),(29 1407.6808),(30 1421.0686),(31 1399.0494),(32 1406.1383),(33 1404.2185),(34 1398.4417),(35 1403.2826),(36 1413.6823),(37 1410.0096),(38 1403.3475),(39 1439.5166),(40 1422.1727),(41 1422.804),(42 1457.2124),(43 1428.6812),(44 1447.6776),(45 1454.9302),(46 1456.5396),(47 1439.4083),(48 1445.7356),(49 1422.1943),(50 1412.0164),(51 1421.2611),(52 1388.8883),(53 1382.7452),(54 1405.5215),(55 1388.3196),(56 1388.121),(57 1409.6339),(58 1406.5496),(59 1398.9368),(60 1426.7104),(61 1401.3547),(62 1404.5631),(63 1432.3542),(64 1436.1278),(65 1462.5936),(66 1509.6016),(67 1504.6647),(68 1520.4489),(69 1575.7665),(70 1525.3489),(71 1544.6981),(72 1513.3811),(73 1504.0896),(74 1530.6533),(75 1506.4938),(76 1505.4429),(77 1523.735),(78 1497.2849),(79 1487.0376),
(1 621.985),(2 808.1859),(3 930.73047),(4 1031.4895),(5 1064.5017),(6 1095.2284),(7 1133.6161),(8 1153.1497),(9 1176.9392),(10 1200.7539),(11 1217.8068),(12 1227.8951),(13 1245.681),(14 1239.5238),(15 1251.587),(16 1271.2197),(17 1251.3529),(18 1266.593),(19 1289.8386),(20 1292.801),(21 1316.5933),(22 1295.9097),(23 1297.705),(24 1318.7568),(25 1300.8894),(26 1318.2654),(27 1351.8441),(28 1338.4757),(29 1350.8547),(30 1366.114),(31 1339.7706),(32 1341.7997),(33 1343.0743),(34 1333.5016),(35 1324.3792),(36 1342.4901),(37 1331.9935),(38 1342.1611),(39 1374.2013),(40 1345.397),(41 1352.7917),(42 1390.7538),(43 1371.4744),(44 1371.9),(45 1378.8091),(46 1382.543),(47 1374.4863),(48 1393.0696),(49 1379.9163),(50 1368.1565),(51 1373.496),(52 1349.9551),(53 1349.6564),(54 1359.8213),(55 1348.9395),(56 1353.0441),(57 1359.5839),(58 1350.3734),(59 1343.8323),(60 1364.2246),(61 1337.3242),(62 1356.4338),(63 1388.7627),(64 1387.2904),(65 1406.2421),(66 1446.114),(67 1448.791),(68 1451.4197),(69 1496.0731),(70 1452.214),(71 1460.6456),(72 1439.6873),(73 1440.593),(74 1465.3877),(75 1420.6095),(76 1428.974),(77 1446.0298),(78 1421.7972),(79 1396.3984),
(1 627.80695),(2 814.5391),(3 941.16125),(4 1030.4086),(5 1070.4071),(6 1103.9242),(7 1139.9039),(8 1156.4407),(9 1171.4963),(10 1183.5713),(11 1204.909),(12 1227.4529),(13 1252.8091),(14 1251.4961),(15 1263.087),(16 1276.1926),(17 1271.7045),(18 1282.7402),(19 1293.2896),(20 1287.091),(21 1302.3823),(22 1290.4231),(23 1294.6726),(24 1321.2291),(25 1299.4274),(26 1306.6761),(27 1318.7562),(28 1313.786),(29 1328.4318),(30 1338.3136),(31 1331.0865),(32 1321.3281),(33 1334.0747),(34 1316.1212),(35 1310.8116),(36 1346.8293),(37 1340.2432),(38 1354.8204),(39 1402.1996),(40 1377.7646),(41 1382.306),(42 1435.3748),(43 1400.7129),(44 1388.4528),(45 1405.5347),(46 1396.5504),(47 1390.0983),(48 1419.7659),(49 1399.2683),(50 1380.1782),(51 1396.4503),(52 1367.8687),(53 1373.4347),(54 1389.4551),(55 1376.0469),(56 1380.4917),(57 1387.8254),(58 1382.99),(59 1380.4208),(60 1399.1454),(61 1375.3207),(62 1388.3003),(63 1404.4258),(64 1403.2642),(65 1417.5564),(66 1472.25),(67 1465.8547),(68 1478.4434),(69 1480.6764),(70 1444.1714),(71 1461.3701),(72 1436.072),(73 1439.0167),(74 1453.6724),(75 1423.9374),(76 1415.3896),(77 1428.7156),(78 1405.351),(79 1396.7435),
(1 619.6806),(2 802.34644),(3 926.35065),(4 1006.80145),(5 1043.7268),(6 1080.1112),(7 1113.6354),(8 1125.8917),(9 1151.0164),(10 1182.098),(11 1184.0779),(12 1195.5677),(13 1213.3835),(14 1218.2981),(15 1230.089),(16 1239.2925),(17 1241.8702),(18 1248.8951),(19 1274.5343),(20 1266.5941),(21 1285.2958),(22 1265.8606),(23 1269.7441),(24 1286.591),(25 1266.7725),(26 1276.2903),(27 1286.6327),(28 1264.1703),(29 1272.83),(30 1280.279),(31 1254.5758),(32 1247.086),(33 1260.7848),(34 1238.2834),(35 1242.3578),(36 1279.4058),(37 1276.8192),(38 1285.3455),(39 1322.6552),(40 1302.9792),(41 1323.1721),(42 1361.7721),(43 1350.7133),(44 1350.1051),(45 1380.0941),(46 1363.629),(47 1358.3406),(48 1391.917),(49 1366.9911),(50 1362.452),(51 1391.3367),(52 1362.6342),(53 1354.0322),(54 1368.4612),(55 1358.7104),(56 1353.7998),(57 1355.5001),(58 1354.8417),(59 1353.7593),(60 1369.8401),(61 1354.0226),(62 1353.8342),(63 1371.9928),(64 1368.8926),(65 1387.1969),(66 1423.642),(67 1414.6525),(68 1431.6313),(69 1449.1432),(70 1404.2145),(71 1414.3323),(72 1387.5844),(73 1399.1599),(74 1418.5637),(75 1384.0918),(76 1384.285),(77 1393.4393),(78 1371.9185),(79 1356.3066),
(1 616.4086),(2 810.8389),(3 930.004),(4 1012.2356),(5 1036.2102),(6 1071.5555),(7 1102.2122),(8 1126.3346),(9 1156.3778),(10 1188.0007),(11 1191.3309),(12 1209.1394),(13 1224.3185),(14 1210.8965),(15 1244.2084),(16 1257.8075),(17 1263.1813),(18 1278.0762),(19 1314.4929),(20 1293.1927),(21 1307.1),(22 1275.0156),(23 1287.3181),(24 1289.6837),(25 1279.4385),(26 1284.2363),(27 1318.1091),(28 1325.8143),(29 1332.4038),(30 1342.3864),(31 1316.453),(32 1317.5444),(33 1329.7544),(34 1326.0665),(35 1328.6476),(36 1338.7809),(37 1325.9677),(38 1328.5956),(39 1364.1223),(40 1347.6237),(41 1357.0592),(42 1363.1819),(43 1355.4587),(44 1360.6176),(45 1376.6199),(46 1354.6046),(47 1346.1659),(48 1358.6887),(49 1331.5072),(50 1323.8662),(51 1330.2999),(52 1319.2025),(53 1315.9916),(54 1335.4528),(55 1333.099),(56 1327.8175),(57 1349.0472),(58 1343.1514),(59 1357.2286),(60 1370.1879),(61 1343.6656),(62 1337.1),(63 1372.3572),(64 1365.0295),(65 1368.1798),(66 1418.5757),(67 1429.703),(68 1449.3644),(69 1467.9539),(70 1431.3213),(71 1440.065),(72 1413.0068),(73 1411.9109),(74 1427.6691),(75 1394.0636),(76 1387.4462),(77 1410.5322),(78 1382.2303),(79 1368.5851),
(1 616.0398),(2 791.8577),(3 907.84045),(4 975.13806),(5 999.3024),(6 1037.937),(7 1066.3014),(8 1077.3076),(9 1098.5986),(10 1123.4882),(11 1131.492),(12 1157.2568),(13 1169.0146),(14 1160.6862),(15 1174.3466),(16 1191.0714),(17 1200.1415),(18 1211.9514),(19 1230.8407),(20 1232.4408),(21 1251.9092),(22 1235.6886),(23 1239.5984),(24 1256.3136),(25 1246.7703),(26 1242.6356),(27 1271.6057),(28 1257.99),(29 1258.2661),(30 1284.068),(31 1276.6523),(32 1265.6117),(33 1291.2759),(34 1287.1713),(35 1291.1744),(36 1324.2578),(37 1312.5173),(38 1323.7424),(39 1369.0333),(40 1342.0833),(41 1353.3273),(42 1377.3593),(43 1355.0557),(44 1376.8615),(45 1384.763),(46 1364.5918),(47 1356.0266),(48 1355.248),(49 1349.9321),(50 1353.1715),(51 1366.3079),(52 1350.5819),(53 1345.0753),(54 1352.9596),(55 1330.7058),(56 1318.0292),(57 1325.4652),(58 1313.7314),(59 1316.8025),(60 1318.8326),(61 1299.5035),(62 1301.867),(63 1346.3188),(64 1328.8645),(65 1335.8303),(66 1354.4877),(67 1362.1937),(68 1396.2263),(69 1416.2594),(70 1384.5045),(71 1405.0952),(72 1374.7207),(73 1378.6987),(74 1388.6025),(75 1363.1),(76 1359.7333),(77 1378.9518),(78 1364.2102),(79 1354.5109),
(1 601.0665),(2 760.71515),(3 869.08606),(4 932.7755),(5 971.6359),(6 1006.0554),(7 1052.2932),(8 1056.9927),(9 1088.2732),(10 1119.154),(11 1123.1766),(12 1141.8221),(13 1149.3575),(14 1154.0687),(15 1168.1934),(16 1187.8541),(17 1192.4929),(18 1210.0057),(19 1230.096),(20 1230.8846),(21 1236.961),(22 1219.9381),(23 1233.3604),(24 1255.5709),(25 1236.0227),(26 1227.9283),(27 1252.6216),(28 1234.8126),(29 1226.9058),(30 1240.3973),(31 1228.0121),(32 1226.6123),(33 1251.1162),(34 1225.2484),(35 1228.341),(36 1244.5947),(37 1233.2393),(38 1252.0109),(39 1303.7102),(40 1271.6918),(41 1289.0377),(42 1323.9891),(43 1315.3131),(44 1326.2745),(45 1341.4066),(46 1334.8844),(47 1333.4235),(48 1325.8698),(49 1310.7777),(50 1307.7104),(51 1323.2279),(52 1307.9667),(53 1303.791),(54 1319.6147),(55 1299.0371),(56 1300.721),(57 1304.5198),(58 1287.2621),(59 1279.8887),(60 1295.6869),(61 1272.5145),(62 1285.6765),(63 1333.6019),(64 1319.2985),(65 1336.7009),(66 1361.1389),(67 1365.4585),(68 1380.4535),(69 1402.9105),(70 1367.6876),(71 1386.5608),(72 1364.3187),(73 1353.0559),(74 1370.3541),(75 1343.2031),(76 1333.2676),(77 1359.8756),(78 1346.4885),(79 1354.915),
