1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 547.01746),(2 716.1268),(3 787.4853),(4 837.04443),(5 848.4386),(6 868.1057),(7 864.6987),(8 891.47406),(9 881.90686),(10 898.3628),(11 874.3241),(12 910.52094),(13 892.15186),(14 917.39),(15 901.06604),(16 922.7362),(17 921.7616),(18 941.7601),(19 920.0107),(20 942.8801),(21 919.42365),(22 923.1336),(23 922.27747),(24 949.1444),(25 949.5155),(26 965.9463),(27 957.1308),(28 966.04456),(29 953.0605),(30 973.9362),(31 957.1112),(32 982.17944),(33 952.03937),(34 964.24084),(35 952.5924),(36 964.174),(37 940.5275),(38 952.619),(39 952.4376),(40 957.3784),(41 947.4092),(42 985.5174),(43 959.3287),(44 982.33514),(45 964.2253),(46 981.32666),(47 977.31445),(48 999.14294),(49 985.9692),(50 1011.61536),(51 984.3645),(52 1007.90393),(53 981.31885),(54 988.6881),(55 960.6988),(56 969.4092),(57 959.7885),(58 985.1672),(59 970.15674),(60 991.68506),(61 977.5485),(62 999.82904),(63 985.87823),(64 1006.7146),(65 1009.3154),(66 1020.45355),(67 1012.1523),(68 1042.4677),(69 1016.19867),(70 1054.6434),(71 1036.2794),(72 1050.3009),(73 1035.8064),(74 1063.7164),(75 1049.0255),(76 1061.2063),(77 1048.2739),(78 1056.8107),(79 1038.4102),
(1 545.6863),(2 715.7849),(3 785.2358),(4 830.3712),(5 835.8329),(6 869.6493),(7 868.12305),(8 898.8087),(9 884.61066),(10 914.7058),(11 892.2662),(12 925.6708),(13 902.99756),(14 932.4119),(15 908.8517),(16 929.1729),(17 919.60614),(18 942.4508),(19 927.40906),(20 950.2569),(21 937.22974),(22 956.0548),(23 949.69763),(24 980.0501),(25 972.5306),(26 977.60156),(27 967.8),(28 975.0944),(29 952.6862),(30 971.4022),(31 966.01825),(32 983.4691),(33 965.95667),(34 980.23193),(35 961.975),(36 987.37585),(37 953.0494),(38 968.18665),(39 960.5233),(40 981.25574),(41 970.5495),(42 987.25195),(43 975.0815),(44 988.38934),(45 978.8192),(46 998.72516),(47 975.25195),(48 990.4178),(49 983.12177),(50 1009.4303),(51 979.70917),(52 984.1141),(53 970.6032),(54 976.6601),(55 958.5829),(56 969.10724),(57 961.97095),(58 994.7263),(59 986.93274),(60 1025.6864),(61 1005.8618),(62 1018.6529),(63 1001.35),(64 1006.04016),(65 1009.46967),(66 1040.2914),(67 1026.1678),(68 1051.8364),(69 1030.0664),(70 1051.9991),(71 1043.5055),(72 1062.1849),(73 1047.6758),(74 1070.424),(75 1063.7155),(76 1084.595),(77 1059.5289),(78 1076.2565),(79 1047.8901),
(1 536.3029),(2 706.9326),(3 764.1408),(4 809.81714),(5 818.9466),(6 845.52826),(7 842.72864),(8 876.71985),(9 867.50775),(10 903.1521),(11 878.5138),(12 887.5078),(13 869.12384),(14 893.54755),(15 877.1437),(16 903.14166),(17 886.334),(18 916.735),(19 913.0897),(20 933.59186),(21 920.94885),(22 927.4398),(23 934.21844),(24 953.63495),(25 934.79913),(26 937.80475),(27 923.5209),(28 935.295),(29 923.99023),(30 963.3748),(31 937.99384),(32 962.11035),(33 939.9105),(34 953.18976),(35 937.8161),(36 962.50635),(37 937.0229),(38 941.21155),(39 934.1017),(40 946.704),(41 936.84174),(42 962.8727),(43 946.79236),(44 956.50977),(45 937.23224),(46 951.6315),(47 943.96564),(48 972.4069),(49 953.4725),(50 968.8091),(51 950.1586),(52 969.5156),(53 950.4452),(54 961.53064),(55 942.02765),(56 955.67773),(57 935.292),(58 957.43115),(59 952.6492),(60 974.8719),(61 963.138),(62 981.80115),(63 964.7795),(64 978.4087),(65 956.91516),(66 1003.7012),(67 981.949),(68 1018.779),(69 986.1314),(70 1003.6906),(71 994.59875),(72 1009.32666),(73 996.3137),(74 1018.8102),(75 1007.9995),(76 1029.3158),(77 1020.5375),(78 1037.642),(79 1018.0417),
(1 531.9714),(2 696.28815),(3 753.51733),(4 790.7391),(5 799.9406),(6 830.9803),(7 836.0232),(8 872.8686),(9 861.30695),(10 890.48865),(11 863.94434),(12 869.147),(13 855.26117),(14 877.7473),(15 869.0949),(16 886.11365),(17 875.0915),(18 898.88416),(19 887.99866),(20 913.3599),(21 907.3664),(22 929.8111),(23 921.1086),(24 938.1947),(25 919.9046),(26 936.611),(27 920.90564),(28 933.49945),(29 914.65326),(30 936.83167),(31 919.8669),(32 950.3167),(33 931.4172),(34 958.7578),(35 937.45624),(36 945.75854),(37 920.857),(38 931.5321),(39 916.8884),(40 933.5704),(41 920.0885),(42 954.18805),(43 933.38214),(44 942.83246),(45 930.51654),(46 952.19464),(47 936.7156),(48 962.23004),(49 938.0489),(50 953.6461),(51 933.50867),(52 952.196),(53 928.43567),(54 938.1929),(55 923.9195),(56 939.29285),(57 922.4937),(58 941.67865),(59 925.8071),(60 947.6673),(61 935.2422),(62 959.6227),(63 953.68384),(64 972.7132),(65 953.7788),(66 987.9146),(67 979.1138),(68 1014.80237),(69 990.0569),(70 1004.4812),(71 986.7592),(72 1012.5172),(73 986.58856),(74 1010.5866),(75 995.9395),(76 1025.0187),(77 1007.9201),(78 1026.1226),(79 1000.9221),
(1 527.9461),(2 687.8546),(3 747.151),(4 788.15436),(5 804.3869),(6 823.82635),(7 820.1247),(8 858.93665),(9 847.07056),(10 864.70416),(11 850.3131),(12 858.59894),(13 849.8579),(14 872.5087),(15 853.7375),(16 884.0192),(17 880.7635),(18 895.52606),(19 890.7453),(20 914.19055),(21 910.5299),(22 938.30194),(23 930.88806),(24 948.2484),(25 935.3341),(26 945.47394),(27 929.10315),(28 935.30035),(29 909.80475),(30 923.19904),(31 927.2576),(32 947.2562),(33 927.3409),(34 950.93335),(35 942.004),(36 963.39075),(37 947.9374),(38 975.5875),(39 951.9457),(40 954.8302),(41 946.5366),(42 982.8199),(43 959.89386),(44 975.4779),(45 957.8537),(46 962.38196),(47 953.13824),(48 980.7576),(49 959.09625),(50 986.6701),(51 975.82367),(52 985.74023),(53 949.8501),(54 945.5451),(55 923.9428),(56 936.337),(57 924.5226),(58 944.8472),(59 929.7929),(60 950.3651),(61 936.25305),(62 957.2124),(63 939.9991),(64 962.12646),(65 946.8469),(66 986.1119),(67 967.26526),(68 993.91223),(69 974.4234),(70 987.68066),(71 969.45734),(72 982.9114),(73 975.9786),(74 1000.49744),(75 989.09735),(76 1024.2822),(77 1011.45026),(78 1020.2878),(79 989.671),
(1 526.59064),(2 695.22015),(3 764.8803),(4 804.5246),(5 817.3934),(6 830.86566),(7 821.8368),(8 854.1577),(9 846.0187),(10 874.98456),(11 858.0874),(12 877.4485),(13 872.81213),(14 886.9416),(15 869.4046),(16 882.77246),(17 887.6927),(18 898.93536),(19 881.615),(20 900.2159),(21 890.251),(22 901.7512),(23 896.65717),(24 915.0207),(25 899.9116),(26 920.25244),(27 905.6227),(28 919.26416),(29 893.5191),(30 906.76575),(31 897.49756),(32 914.5787),(33 899.4963),(34 929.60754),(35 921.04004),(36 937.1273),(37 926.8559),(38 925.4961),(39 910.8975),(40 931.0732),(41 903.29395),(42 914.2381),(43 904.9325),(44 928.00757),(45 916.0548),(46 936.39264),(47 915.0191),(48 939.3088),(49 917.0732),(50 950.1282),(51 921.75085),(52 933.45465),(53 914.5936),(54 914.3997),(55 900.66986),(56 914.0741),(57 899.52374),(58 917.1074),(59 892.3878),(60 915.58264),(61 889.5411),(62 912.1607),(63 898.404),(64 923.10724),(65 915.9204),(66 951.1739),(67 924.76074),(68 951.52075),(69 936.63684),(70 954.95416),(71 938.1418),(72 959.07196),(73 936.91876),(74 952.9063),(75 938.8676),(76 961.4347),(77 952.3212),(78 973.96436),(79 935.94507),
(1 520.91425),(2 695.16907),(3 760.71466),(4 809.51056),(5 810.26135),(6 827.26984),(7 833.1501),(8 858.5027),(9 848.88983),(10 880.48334),(11 872.2138),(12 892.95654),(13 878.2875),(14 897.57574),(15 903.98193),(16 912.25995),(17 905.1545),(18 925.98676),(19 896.5008),(20 916.42676),(21 908.1019),(22 926.73914),(23 909.66345),(24 926.85724),(25 911.226),(26 915.545),(27 906.23694),(28 925.0393),(29 916.9802),(30 936.99304),(31 924.1168),(32 935.192),(33 923.42084),(34 952.86786),(35 933.43365),(36 951.91925),(37 926.09735),(38 937.0027),(39 916.914),(40 940.748),(41 921.9909),(42 962.6609),(43 928.3473),(44 943.7291),(45 921.7542),(46 941.2952),(47 924.4369),(48 957.77795),(49 931.17523),(50 954.02985),(51 939.9643),(52 950.1663),(53 933.13696),(54 942.4154),(55 915.3901),(56 928.1918),(57 913.26324),(58 935.4242),(59 914.85406),(60 937.7595),(61 935.8734),(62 962.9045),(63 934.3867),(64 947.03326),(65 937.99677),(66 967.47925),(67 956.6416),(68 968.4682),(69 942.4372),(70 960.1565),(71 956.95447),(72 964.26587),(73 952.23346),(74 979.92554),(75 971.5997),(76 983.4091),(77 977.2042),(78 985.21356),(79 971.5499),
(1 510.4912),(2 675.79553),(3 732.9993),(4 779.1856),(5 785.20074),(6 809.8542),(7 807.1573),(8 822.7133),(9 814.9662),(10 845.7265),(11 840.3991),(12 860.27686),(13 841.3095),(14 869.8845),(15 861.67474),(16 869.23395),(17 862.94763),(18 882.4884),(19 872.0636),(20 889.46344),(21 870.44116),(22 890.886),(23 865.16473),(24 881.7113),(25 879.08563),(26 894.4085),(27 872.1429),(28 883.6005),(29 876.62274),(30 881.1485),(31 875.2909),(32 900.2683),(33 880.68787),(34 906.88074),(35 889.735),(36 908.2344),(37 885.20105),(38 888.28864),(39 877.63776),(40 904.25024),(41 899.4085),(42 921.31464),(43 910.6375),(44 922.4403),(45 901.75543),(46 913.6831),(47 903.7076),(48 926.9504),(49 911.58813),(50 939.9479),(51 925.8922),(52 944.58813),(53 919.0381),(54 928.5159),(55 905.5665),(56 917.76),(57 912.40546),(58 939.59595),(59 915.6733),(60 937.25104),(61 916.5397),(62 929.5984),(63 917.3248),(64 934.34973),(65 918.2578),(66 944.7493),(67 939.0101),(68 957.3155),(69 947.09515),(70 945.2078),(71 939.12695),(72 961.3251),(73 954.5134),(74 977.18274),(75 961.52496),(76 979.5339),(77 953.5948),(78 967.98114),(79 946.06494),
(1 492.8403),(2 649.3164),(3 708.4224),(4 755.7999),(5 763.511),(6 790.7876),(7 796.49927),(8 823.00757),(9 812.91693),(10 833.4379),(11 828.96643),(12 840.0669),(13 829.2576),(14 857.8511),(15 853.8525),(16 867.5327),(17 862.1832),(18 874.838),(19 861.0766),(20 881.738),(21 866.53864),(22 888.0555),(23 873.1533),(24 884.6747),(25 875.03876),(26 889.1224),(27 872.8941),(28 876.6677),(29 866.30817),(30 884.6599),(31 866.6317),(32 893.3586),(33 880.41077),(34 893.826),(35 880.4046),(36 914.5199),(37 891.3379),(38 903.624),(39 893.0316),(40 900.00867),(41 890.8247),(42 911.83405),(43 901.7467),(44 925.60156),(45 908.9116),(46 926.2229),(47 906.57697),(48 924.75323),(49 910.07477),(50 939.1846),(51 928.6861),(52 946.7592),(53 927.5005),(54 934.88086),(55 928.09766),(56 945.07605),(57 934.0728),(58 955.7739),(59 925.0098),(60 943.4338),(61 934.67255),(62 961.1966),(63 943.69226),(64 965.3501),(65 955.24677),(66 985.3384),(67 954.004),(68 975.3556),(69 949.94885),(70 959.95355),(71 940.224),(72 968.2186),(73 947.5832),(74 973.8696),(75 970.33307),(76 983.9257),(77 964.41644),(78 974.11194),(79 951.3013),
(1 493.0598),(2 639.6992),(3 704.7045),(4 745.63513),(5 763.4101),(6 787.3017),(7 798.7621),(8 826.51733),(9 819.6955),(10 846.9828),(11 833.46484),(12 840.3395),(13 835.9257),(14 858.5906),(15 837.73627),(16 853.02856),(17 850.1403),(18 854.02155),(19 855.6729),(20 878.5309),(21 860.3913),(22 880.08563),(23 873.52905),(24 887.4681),(25 878.4654),(26 897.1049),(27 886.2384),(28 884.4394),(29 869.66376),(30 885.02167),(31 880.1944),(32 912.733),(33 898.41754),(34 924.58014),(35 909.1481),(36 918.97266),(37 905.7619),(38 915.1101),(39 904.58344),(40 917.2299),(41 900.9959),(42 926.54675),(43 913.84717),(44 915.4827),(45 905.34644),(46 926.27014),(47 905.2744),(48 925.9517),(49 909.0547),(50 932.2853),(51 911.7322),(52 926.8526),(53 906.81464),(54 907.9275),(55 891.8537),(56 899.9176),(57 886.3965),(58 899.6761),(59 885.8429),(60 899.8127),(61 886.474),(62 914.82),(63 908.70374),(64 938.1369),(65 933.93616),(66 955.09094),(67 935.20544),(68 954.266),(69 929.2341),(70 947.95374),(71 917.42126),(72 938.7672),(73 931.9281),(74 951.79346),(75 952.72656),(76 970.1096),(77 947.79297),(78 957.25653),(79 930.0198),
(1 483.7534),(2 622.10675),(3 682.9435),(4 732.0085),(5 743.32526),(6 766.999),(7 774.2297),(8 796.82324),(9 784.5974),(10 801.1781),(11 796.2048),(12 828.7609),(13 815.9358),(14 836.9267),(15 824.91223),(16 840.421),(17 822.4942),(18 833.5445),(19 816.6101),(20 836.9772),(21 826.62384),(22 850.4654),(23 839.99615),(24 856.4752),(25 836.1124),(26 843.7961),(27 843.6709),(28 864.92706),(29 848.8063),(30 872.6129),(31 854.80975),(32 872.04047),(33 860.9402),(34 868.56024),(35 856.24554),(36 871.3622),(37 861.63654),(38 879.96576),(39 868.4449),(40 869.52325),(41 866.3077),(42 884.4269),(43 879.31964),(44 901.00775),(45 887.45905),(46 903.65955),(47 885.8065),(48 904.0809),(49 882.3084),(50 901.6074),(51 876.4791),(52 896.34674),(53 887.30475),(54 894.70105),(55 876.03827),(56 890.42944),(57 887.9276),(58 904.40314),(59 890.5076),(60 901.42804),(61 887.12036),(62 916.60205),(63 913.2171),(64 934.86414),(65 917.9073),(66 941.337),(67 927.192),(68 951.6621),(69 922.9869),(70 946.0902),(71 932.06146),(72 956.76074),(73 942.1109),(74 957.1233),(75 942.4828),(76 962.8993),(77 946.8378),(78 954.1716),(79 934.5421),
(1 484.4721),(2 638.14526),(3 698.47424),(4 739.1618),(5 750.978),(6 768.8635),(7 774.5514),(8 798.00073),(9 791.3633),(10 822.6178),(11 812.99817),(12 829.7416),(13 822.6801),(14 845.5428),(15 834.0172),(16 848.0191),(17 837.2351),(18 850.8059),(19 837.1335),(20 854.88885),(21 843.41187),(22 851.632),(23 856.04785),(24 872.36005),(25 856.4699),(26 864.34424),(27 855.76794),(28 865.8671),(29 845.8219),(30 855.50745),(31 841.3714),(32 852.7044),(33 850.14594),(34 875.7482),(35 857.99744),(36 870.7824),(37 847.9894),(38 861.4599),(39 854.9196),(40 857.0849),(41 844.73645),(42 857.95496),(43 856.81067),(44 879.8797),(45 868.3998),(46 897.21594),(47 886.2681),(48 905.5923),(49 882.471),(50 905.3266),(51 885.8582),(52 901.05865),(53 878.05927),(54 888.22656),(55 867.72876),(56 878.0894),(57 868.13336),(58 884.32635),(59 874.68146),(60 896.55115),(61 884.3506),(62 902.4079),(63 888.0553),(64 900.8919),(65 892.02386),(66 941.55316),(67 917.05804),(68 947.21466),(69 933.67),(70 953.10315),(71 923.71014),(72 947.561),(73 925.771),(74 961.12494),(75 945.7161),(76 956.1346),(77 929.92834),(78 933.50366),(79 923.95996),
(1 475.78867),(2 610.3824),(3 663.088),(4 700.0123),(5 711.70703),(6 739.3422),(7 748.67633),(8 778.8828),(9 775.67114),(10 801.46185),(11 785.5101),(12 811.34845),(13 797.1521),(14 812.8905),(15 803.6431),(16 813.6268),(17 808.5091),(18 821.5665),(19 805.2637),(20 819.03406),(21 812.337),(22 815.3786),(23 807.5986),(24 827.404),(25 814.48956),(26 821.2457),(27 818.00757),(28 832.6549),(29 812.1931),(30 827.12695),(31 814.2585),(32 828.13495),(33 821.7882),(34 844.93506),(35 831.5711),(36 847.2825),(37 833.3468),(38 853.99646),(39 838.88574),(40 855.44495),(41 836.1209),(42 856.18756),(43 837.6293),(44 853.49316),(45 844.9932),(46 866.6842),(47 852.51044),(48 859.00323),(49 841.5324),(50 866.4959),(51 845.2387),(52 864.20953),(53 853.8694),(54 859.35266),(55 836.21576),(56 858.2149),(57 850.31067),(58 868.83966),(59 853.8813),(60 881.3807),(61 864.5198),(62 881.47156),(63 857.73016),(64 876.6978),(65 878.6771),(66 911.04193),(67 892.67206),(68 926.91626),(69 904.37585),(70 921.03107),(71 908.43536),(72 916.8676),(73 898.73315),(74 925.5119),(75 910.55774),(76 930.4506),(77 910.8018),(78 920.6916),(79 899.71576),
(1 473.91632),(2 608.4656),(3 664.4195),(4 703.09265),(5 717.4202),(6 738.40894),(7 748.73083),(8 779.95953),(9 768.6997),(10 798.696),(11 786.59344),(12 809.4317),(13 803.6647),(14 827.1777),(15 809.33264),(16 818.77783),(17 813.513),(18 820.818),(19 803.74426),(20 828.86584),(21 818.96545),(22 832.72296),(23 821.11456),(24 835.1182),(25 821.2329),(26 843.6493),(27 828.2853),(28 838.11993),(29 817.0254),(30 838.0607),(31 823.5938),(32 828.6028),(33 815.1578),(34 835.78406),(35 819.0781),(36 825.41943),(37 808.73865),(38 816.8586),(39 805.1258),(40 827.21967),(41 811.8253),(42 835.2043),(43 824.243),(44 845.23035),(45 835.65063),(46 858.77325),(47 851.5343),(48 874.64215),(49 865.49713),(50 884.58246),(51 870.7502),(52 880.71277),(53 862.6381),(54 873.80634),(55 846.2996),(56 849.31714),(57 844.24506),(58 851.19214),(59 843.9181),(60 862.2752),(61 854.70856),(62 869.3438),(63 856.1762),(64 860.00256),(65 851.9024),(66 879.2367),(67 880.4),(68 902.37854),(69 894.5106),(70 896.3397),(71 884.4522),(72 903.6665),(73 890.34674),(74 910.8656),(75 894.98724),(76 908.2506),(77 887.01807),(78 886.83527),(79 881.1826),
(1 463.09778),(2 610.4994),(3 669.4667),(4 714.24347),(5 727.99603),(6 751.8238),(7 751.1321),(8 778.14557),(9 769.8321),(10 794.1492),(11 779.46265),(12 803.98474),(13 782.21967),(14 806.1298),(15 802.1916),(16 813.6543),(17 800.34973),(18 814.8834),(19 799.85547),(20 817.3552),(21 804.98676),(22 816.19037),(23 794.8963),(24 802.365),(25 798.8078),(26 800.3087),(27 790.3751),(28 807.6776),(29 800.1369),(30 814.4511),(31 796.329),(32 806.18866),(33 792.748),(34 807.81177),(35 801.1054),(36 822.9563),(37 803.6723),(38 817.63446),(39 817.8103),(40 837.61707),(41 818.2119),(42 834.7212),(43 826.94745),(44 841.13055),(45 832.69763),(46 858.42755),(47 848.091),(48 861.004),(49 832.21533),(50 853.6466),(51 846.90576),(52 859.39716),(53 843.4337),(54 845.8775),(55 829.1764),(56 838.8724),(57 827.3236),(58 841.78986),(59 822.3896),(60 842.5706),(61 832.5692),(62 841.8815),(63 820.3592),(64 838.5944),(65 851.75446),(66 869.5525),(67 853.8508),(68 874.561),(69 869.9868),(70 896.40173),(71 888.0095),(72 902.7371),(73 881.50214),(74 904.9651),(75 882.8573),(76 909.8815),(77 886.696),(78 889.2464),(79 880.5991),
(1 451.44144),(2 589.829),(3 641.0346),(4 687.3109),(5 700.6655),(6 726.5988),(7 731.99713),(8 759.01227),(9 755.4524),(10 775.64813),(11 767.7109),(12 786.9096),(13 774.5813),(14 792.3474),(15 779.3012),(16 786.48883),(17 783.364),(18 806.1748),(19 787.43945),(20 798.2281),(21 797.5689),(22 807.38434),(23 803.31903),(24 818.16437),(25 796.6757),(26 804.09204),(27 791.7501),(28 805.0419),(29 789.9034),(30 793.67737),(31 784.1524),(32 793.034),(33 782.2638),(34 800.14484),(35 789.6002),(36 798.61646),(37 795.6624),(38 797.6765),(39 798.1398),(40 816.8145),(41 799.70026),(42 825.0367),(43 813.23126),(44 835.01715),(45 817.81006),(46 843.5304),(47 824.9319),(48 834.4047),(49 814.94775),(50 836.44336),(51 814.6342),(52 829.1192),(53 808.5739),(54 816.4362),(55 803.6743),(56 824.0183),(57 815.3529),(58 825.63184),(59 809.6612),(60 837.89636),(61 817.6812),(62 834.3961),(63 822.9693),(64 830.2928),(65 834.0555),(66 856.0638),(67 842.984),(68 867.8673),(69 858.0704),(70 891.5635),(71 873.47845),(72 889.7266),(73 870.501),(74 897.853),(75 878.9939),(76 890.0064),(77 870.8272),(78 881.6682),(79 869.8213),
(1 451.51477),(2 590.26697),(3 643.8551),(4 699.34406),(5 716.0494),(6 746.25397),(7 745.45795),(8 761.77106),(9 756.6029),(10 784.2612),(11 772.1017),(12 786.6867),(13 777.47327),(14 805.52954),(15 782.1359),(16 800.77155),(17 789.35175),(18 810.64575),(19 780.54596),(20 791.72046),(21 785.7089),(22 797.5469),(23 782.63654),(24 803.4912),(25 791.37317),(26 802.1725),(27 781.64795),(28 802.239),(29 790.5521),(30 808.60504),(31 789.61206),(32 806.0967),(33 791.35406),(34 823.23737),(35 808.9974),(36 828.3165),(37 806.13934),(38 815.679),(39 805.85736),(40 811.9865),(41 798.92017),(42 816.5891),(43 815.02094),(44 831.56024),(45 817.6443),(46 844.0368),(47 834.8708),(48 854.51385),(49 829.0382),(50 849.02466),(51 830.57666),(52 841.3355),(53 821.6263),(54 836.9839),(55 810.58954),(56 826.75195),(57 812.5693),(58 823.7312),(59 813.1798),(60 827.7911),(61 813.6445),(62 829.84576),(63 827.8199),(64 848.6622),(65 842.10144),(66 872.935),(67 862.8942),(68 883.1618),(69 861.7007),(70 892.4714),(71 875.547),(72 890.6776),(73 872.3935),(74 902.5817),(75 893.1049),(76 907.9965),(77 889.2869),(78 896.58984),(79 883.8924),
(1 450.706),(2 584.1049),(3 637.4043),(4 676.9408),(5 690.7227),(6 716.7929),(7 722.1256),(8 743.74384),(9 743.24316),(10 769.2327),(11 764.15967),(12 780.2795),(13 769.88873),(14 791.23706),(15 764.8534),(16 781.04865),(17 775.52985),(18 788.3543),(19 764.8478),(20 777.8547),(21 764.87103),(22 773.1293),(23 773.90356),(24 780.5223),(25 768.8307),(26 781.06604),(27 778.2754),(28 784.70715),(29 772.69934),(30 798.4932),(31 785.22644),(32 805.85986),(33 804.34424),(34 819.0582),(35 805.7563),(36 823.98267),(37 799.873),(38 809.75104),(39 792.6623),(40 807.0083),(41 785.42535),(42 810.6909),(43 808.6656),(44 825.05035),(45 803.23315),(46 821.497),(47 812.67285),(48 830.3749),(49 810.6085),(50 829.4773),(51 813.69727),(52 830.8299),(53 812.5221),(54 814.1637),(55 793.5663),(56 812.7694),(57 801.667),(58 806.37274),(59 805.7329),(60 807.22784),(61 800.61676),(62 818.374),(63 806.68054),(64 824.18414),(65 812.6725),(66 829.7575),(67 829.886),(68 849.869),(69 831.9787),(70 853.29956),(71 832.46796),(72 857.45544),(73 844.78015),(74 865.34906),(75 848.5443),(76 857.72565),(77 850.26263),(78 852.918),(79 834.7103),
(1 440.32913),(2 573.40735),(3 617.80524),(4 667.08026),(5 678.132),(6 705.87866),(7 712.3529),(8 725.59863),(9 724.5733),(10 746.4869),(11 742.3565),(12 767.7472),(13 757.1655),(14 783.8929),(15 756.2334),(16 779.96497),(17 764.43445),(18 779.2258),(19 760.93396),(20 778.8714),(21 756.47424),(22 769.3477),(23 759.08374),(24 772.97784),(25 760.52057),(26 765.9896),(27 750.923),(28 755.3861),(29 739.5429),(30 761.71906),(31 752.60767),(32 777.8306),(33 762.6371),(34 779.1837),(35 773.5013),(36 804.46783),(37 800.06744),(38 819.9825),(39 808.9397),(40 816.82214),(41 802.80927),(42 821.7981),(43 815.91394),(44 829.4643),(45 812.522),(46 824.18854),(47 816.2741),(48 839.6451),(49 816.52893),(50 823.54755),(51 815.24066),(52 818.4597),(53 804.36505),(54 810.2416),(55 790.09235),(56 803.6152),(57 783.08716),(58 791.51843),(59 782.6751),(60 793.06195),(61 782.09393),(62 808.05994),(63 797.54956),(64 812.8831),(65 809.78595),(66 833.54395),(67 823.16376),(68 832.40735),(69 819.406),(70 843.1088),(71 830.4106),(72 847.8562),(73 840.3343),(74 850.1613),(75 836.03766),(76 844.80634),(77 842.7158),(78 854.2367),(79 836.89844),
