1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 498.23215),(2 660.8378),(3 747.6153),(4 755.27454),(5 772.2518),(6 798.41754),(7 813.14575),(8 838.7324),(9 836.509),(10 834.6444),(11 834.28235),(12 836.07654),(13 843.2131),(14 851.79065),(15 837.48285),(16 835.65485),(17 849.1883),(18 834.523),(19 842.1668),(20 842.0718),(21 833.9271),(22 844.38666),(23 839.1401),(24 848.78107),(25 870.1788),(26 866.1303),(27 870.5978),(28 898.1196),(29 904.276),(30 878.869),(31 886.5473),(32 886.32733),(33 897.9851),(34 882.3532),(35 869.12384),(36 880.5972),(37 869.4094),(38 865.8091),(39 881.9816),(40 873.8385),(41 859.658),(42 883.6087),(43 864.426),(44 859.87976),(45 874.9998),(46 867.8989),(47 849.49634),(48 851.4006),(49 843.839),(50 864.47784),(51 860.27655),(52 878.2614),(53 876.8859),(54 875.3797),(55 889.0723),(56 896.00464),(57 899.1857),(58 926.6839),(59 913.0001),(60 915.7079),(61 926.6635),(62 910.4918),(63 912.4748),(64 922.8224),(65 910.2593),(66 904.1643),(67 913.358),(68 894.6938),(69 882.92535),(70 906.0137),(71 892.2097),(72 877.36786),(73 892.34265),(74 875.78296),(75 863.42926),(76 871.01636),(77 872.6561),(78 874.5223),(79 869.3625),
(1 477.91617),(2 626.8451),(3 718.1589),(4 732.91003),(5 750.39343),(6 785.4116),(7 792.8319),(8 806.481),(9 817.7786),(10 818.8262),(11 830.9626),(12 828.7651),(13 824.08484),(14 820.24084),(15 804.77325),(16 816.2057),(17 818.5851),(18 803.99786),(19 804.86725),(20 798.19324),(21 798.097),(22 819.83734),(23 814.0173),(24 820.8872),(25 818.9554),(26 820.97015),(27 825.5939),(28 853.87036),(29 854.38715),(30 851.47534),(31 848.8878),(32 847.52954),(33 849.574),(34 836.8661),(35 831.79584),(36 840.72723),(37 829.92566),(38 825.5755),(39 832.3822),(40 827.4989),(41 817.9368),(42 827.6029),(43 824.80884),(44 824.6226),(45 835.23364),(46 830.5468),(47 815.4693),(48 813.10846),(49 798.6995),(50 834.79016),(51 828.5839),(52 836.7395),(53 840.8219),(54 842.07935),(55 869.599),(56 863.9153),(57 871.9394),(58 890.738),(59 889.49835),(60 888.0473),(61 901.04156),(62 890.6605),(63 883.33203),(64 889.1858),(65 884.5021),(66 881.01654),(67 879.21857),(68 875.5327),(69 860.38464),(70 869.8123),(71 868.0791),(72 863.97546),(73 868.20654),(74 843.6468),(75 834.7572),(76 840.50494),(77 826.4317),(78 829.14795),(79 850.48773),
(1 478.31158),(2 625.46796),(3 713.47003),(4 731.2163),(5 749.77466),(6 780.0237),(7 783.1757),(8 794.178),(9 797.03455),(10 798.8657),(11 815.6993),(12 816.47424),(13 814.5735),(14 826.77167),(15 802.3966),(16 804.9982),(17 807.39325),(18 796.9763),(19 792.8114),(20 799.80493),(21 806.98126),(22 823.41345),(23 806.604),(24 814.84644),(25 818.91724),(26 821.21277),(27 822.6282),(28 840.84155),(29 842.1104),(30 839.64136),(31 834.6747),(32 838.4975),(33 836.1178),(34 826.95886),(35 820.97217),(36 832.26025),(37 822.26276),(38 827.0028),(39 832.4164),(40 816.33734),(41 821.4087),(42 839.58264),(43 831.49457),(44 821.8851),(45 835.8894),(46 818.6926),(47 809.1903),(48 814.302),(49 805.964),(50 838.17816),(51 834.11615),(52 834.21576),(53 835.95807),(54 833.74146),(55 855.8564),(56 857.89264),(57 865.1878),(58 874.8339),(59 877.3296),(60 881.9158),(61 888.34644),(62 875.4675),(63 861.1485),(64 874.4857),(65 870.5969),(66 874.82855),(67 882.9255),(68 871.32623),(69 866.4196),(70 874.04816),(71 849.7599),(72 842.0212),(73 856.10486),(74 836.20294),(75 827.48975),(76 840.1386),(77 823.6138),(78 827.5503),(79 846.0352),
(1 467.79865),(2 616.0464),(3 711.1579),(4 731.9201),(5 741.4216),(6 771.0377),(7 791.2754),(8 797.1359),(9 796.906),(10 803.66034),(11 826.3553),(12 824.9502),(13 819.38586),(14 812.14813),(15 801.3553),(16 811.34607),(17 807.14636),(18 794.59875),(19 804.9596),(20 815.63055),(21 806.50714),(22 816.63),(23 809.1226),(24 818.30945),(25 820.90515),(26 826.0449),(27 826.60065),(28 846.2671),(29 854.574),(30 850.75555),(31 841.9445),(32 845.1601),(33 849.0675),(34 834.9144),(35 831.4856),(36 841.04517),(37 830.2251),(38 828.74475),(39 845.8489),(40 826.5554),(41 823.7521),(42 847.81964),(43 826.88385),(44 814.1055),(45 831.8954),(46 821.81793),(47 810.35876),(48 823.49835),(49 811.0407),(50 835.66583),(51 834.46857),(52 835.1459),(53 838.46747),(54 840.6697),(55 849.8647),(56 859.26166),(57 864.4498),(58 872.2894),(59 862.3321),(60 863.7763),(61 875.7867),(62 865.2402),(63 861.43463),(64 882.7163),(65 870.89),(66 863.48914),(67 856.6766),(68 854.0777),(69 844.1168),(70 857.1276),(71 845.23413),(72 827.7447),(73 840.0505),(74 823.2508),(75 816.3659),(76 845.20514),(77 823.0592),(78 824.62354),(79 842.8168),
(1 463.5425),(2 609.6478),(3 697.43726),(4 719.9266),(5 736.1497),(6 765.6493),(7 769.9734),(8 779.7645),(9 777.15894),(10 782.82635),(11 801.2357),(12 804.81256),(13 802.3048),(14 805.331),(15 792.6181),(16 785.8361),(17 798.257),(18 789.16974),(19 800.79),(20 808.43994),(21 797.915),(22 801.0416),(23 805.43585),(24 808.82825),(25 828.10455),(26 817.34314),(27 815.1291),(28 838.4659),(29 840.88074),(30 817.19586),(31 809.21796),(32 815.03467),(33 827.0965),(34 815.39655),(35 812.1263),(36 826.67737),(37 813.2163),(38 816.9855),(39 827.69806),(40 820.2193),(41 812.142),(42 830.6469),(43 806.9376),(44 797.2247),(45 806.8917),(46 791.7504),(47 785.4619),(48 799.3831),(49 789.3195),(50 826.5603),(51 824.0896),(52 827.5727),(53 823.99054),(54 825.4298),(55 842.1649),(56 846.36096),(57 852.7789),(58 845.49945),(59 844.7248),(60 845.2719),(61 867.0817),(62 855.05096),(63 859.64105),(64 868.6032),(65 868.0893),(66 865.6379),(67 863.7684),(68 848.3618),(69 830.7944),(70 841.3214),(71 828.7813),(72 815.43024),(73 832.33496),(74 819.5191),(75 817.5668),(76 829.6326),(77 823.183),(78 821.8199),(79 832.0693),
(1 471.68463),(2 610.86163),(3 700.1546),(4 721.01166),(5 732.9044),(6 769.40985),(7 779.95056),(8 792.6031),(9 793.0268),(10 798.9579),(11 809.41077),(12 813.3009),(13 814.9173),(14 814.57544),(15 806.48785),(16 801.818),(17 817.69196),(18 810.30585),(19 807.2784),(20 814.3003),(21 808.41345),(22 817.1972),(23 816.568),(24 816.0741),(25 832.5936),(26 823.6159),(27 832.34973),(28 853.6102),(29 853.7239),(30 836.12195),(31 823.7192),(32 825.2651),(33 827.9847),(34 819.8089),(35 816.71765),(36 833.2682),(37 831.87726),(38 831.4104),(39 835.37354),(40 825.72235),(41 818.4912),(42 826.49286),(43 818.3273),(44 819.6519),(45 824.8999),(46 804.99054),(47 799.8136),(48 806.12274),(49 796.9317),(50 833.8594),(51 833.12524),(52 843.7379),(53 840.6524),(54 834.04346),(55 843.76044),(56 844.3297),(57 853.16595),(58 865.8475),(59 861.63446),(60 869.1106),(61 892.37823),(62 883.82837),(63 879.94104),(64 888.73267),(65 872.7677),(66 874.64087),(67 891.2102),(68 877.36865),(69 859.118),(70 858.77356),(71 856.19336),(72 851.27704),(73 857.9576),(74 842.5893),(75 823.8822),(76 826.8316),(77 828.7866),(78 840.0421),(79 845.0516),
(1 444.4724),(2 591.76587),(3 670.3021),(4 694.61414),(5 708.926),(6 736.3508),(7 737.1382),(8 756.1013),(9 757.77277),(10 755.6328),(11 770.1414),(12 769.2562),(13 772.87177),(14 770.6393),(15 759.624),(16 765.5093),(17 774.4053),(18 766.1344),(19 769.1868),(20 777.465),(21 765.1318),(22 771.93353),(23 764.8613),(24 768.06256),(25 794.53033),(26 778.78986),(27 787.0892),(28 802.4334),(29 811.03735),(30 795.9778),(31 792.25604),(32 789.22504),(33 797.2104),(34 786.40625),(35 788.3909),(36 794.73267),(37 793.3729),(38 787.30774),(39 793.776),(40 774.3036),(41 773.5066),(42 793.3682),(43 790.883),(44 779.54315),(45 797.739),(46 779.79535),(47 768.2699),(48 767.0914),(49 752.95917),(50 773.72156),(51 782.37427),(52 795.68066),(53 785.1548),(54 789.3737),(55 798.093),(56 806.2646),(57 811.6129),(58 822.0084),(59 824.0886),(60 830.08124),(61 834.3133),(62 832.79724),(63 832.5432),(64 845.51056),(65 822.68933),(66 823.92694),(67 832.9536),(68 825.7021),(69 813.1324),(70 820.59326),(71 808.5716),(72 799.212),(73 802.0685),(74 788.20795),(75 771.2919),(76 785.6972),(77 766.1623),(78 777.7502),(79 793.90125),
(1 450.47858),(2 586.5493),(3 672.3252),(4 686.1081),(5 699.11865),(6 721.26373),(7 724.60925),(8 749.4786),(9 755.0392),(10 762.4346),(11 771.4632),(12 774.3022),(13 767.86383),(14 764.55164),(15 760.8061),(16 768.35724),(17 778.4361),(18 770.1915),(19 763.2966),(20 773.01654),(21 758.5576),(22 777.5432),(23 772.6763),(24 762.48737),(25 782.1618),(26 776.6964),(27 773.7841),(28 804.3223),(29 813.0165),(30 792.90186),(31 788.9322),(32 781.5526),(33 784.90356),(34 777.4919),(35 775.7773),(36 785.3416),(37 777.3661),(38 770.53296),(39 789.0382),(40 772.48706),(41 765.3237),(42 794.3477),(43 785.42725),(44 774.3253),(45 776.11993),(46 766.2618),(47 756.771),(48 758.2914),(49 741.3425),(50 762.1314),(51 762.5058),(52 766.7218),(53 781.68256),(54 788.44006),(55 804.8228),(56 809.6195),(57 804.3634),(58 813.2022),(59 797.73737),(60 800.6264),(61 810.5654),(62 806.589),(63 814.13416),(64 817.09314),(65 797.252),(66 803.55145),(67 811.96893),(68 804.9897),(69 788.32666),(70 788.18243),(71 777.5109),(72 769.10767),(73 774.7106),(74 756.6263),(75 747.37616),(76 775.0317),(77 760.7748),(78 766.0755),(79 783.6705),
(1 437.9734),(2 570.24335),(3 645.84204),(4 663.9553),(5 674.81854),(6 705.0939),(7 718.6751),(8 740.30145),(9 739.7468),(10 748.58795),(11 759.99146),(12 750.1112),(13 758.8979),(14 761.1285),(15 736.4977),(16 745.3058),(17 755.06226),(18 736.59357),(19 731.9887),(20 744.2832),(21 737.7286),(22 750.3604),(23 752.24713),(24 746.18896),(25 757.2224),(26 754.8559),(27 754.6826),(28 776.8465),(29 780.9018),(30 772.33923),(31 762.37573),(32 754.849),(33 768.69586),(34 767.3735),(35 758.4959),(36 766.362),(37 757.9784),(38 756.85657),(39 769.2708),(40 752.8645),(41 749.76764),(42 763.2981),(43 755.1617),(44 743.1807),(45 758.06305),(46 748.69415),(47 738.93933),(48 756.308),(49 741.98535),(50 764.0479),(51 767.7129),(52 772.53955),(53 778.9088),(54 786.5606),(55 800.6686),(56 804.96814),(57 808.00055),(58 817.60956),(59 801.87213),(60 801.25256),(61 807.74524),(62 801.90955),(63 808.33203),(64 824.37854),(65 816.5449),(66 810.91693),(67 819.5958),(68 805.95557),(69 804.87),(70 800.0825),(71 789.03143),(72 775.58215),(73 784.92615),(74 764.90045),(75 763.348),(76 787.0828),(77 759.4209),(78 760.7722),(79 782.8489),
(1 441.78796),(2 570.4964),(3 647.6385),(4 661.30066),(5 674.3103),(6 694.5308),(7 706.5662),(8 723.3043),(9 723.7146),(10 730.2725),(11 747.43713),(12 748.1616),(13 749.85114),(14 747.6507),(15 739.22565),(16 747.8269),(17 747.07745),(18 735.4209),(19 730.74695),(20 744.6854),(21 726.88617),(22 747.0446),(23 748.39874),(24 749.1356),(25 752.16473),(26 754.72644),(27 744.8429),(28 778.20447),(29 793.78766),(30 774.98267),(31 759.6442),(32 752.1874),(33 773.11005),(34 767.74146),(35 772.543),(36 773.3696),(37 755.18726),(38 752.9364),(39 764.94464),(40 755.028),(41 751.1931),(42 754.4002),(43 740.44055),(44 727.0014),(45 734.4911),(46 739.7199),(47 729.0544),(48 742.57684),(49 726.88336),(50 756.9548),(51 756.37164),(52 761.6997),(53 764.4952),(54 770.73285),(55 781.3615),(56 786.27985),(57 788.80927),(58 805.1811),(59 791.91693),(60 791.72125),(61 805.8151),(62 794.7008),(63 790.4215),(64 801.3022),(65 804.155),(66 798.7945),(67 807.73425),(68 794.73553),(69 781.2894),(70 787.7704),(71 773.4177),(72 768.01917),(73 780.09955),(74 763.57684),(75 757.3486),(76 768.0873),(77 752.3071),(78 760.9933),(79 776.12103),
(1 443.6017),(2 578.4052),(3 654.5389),(4 671.6765),(5 685.21643),(6 718.51855),(7 718.69763),(8 741.8125),(9 744.7008),(10 746.62),(11 765.42535),(12 760.86304),(13 760.0057),(14 766.32635),(15 737.8947),(16 736.35974),(17 755.72107),(18 742.98175),(19 735.92975),(20 739.9081),(21 731.55164),(22 754.7268),(23 749.87805),(24 745.17285),(25 749.6367),(26 743.48627),(27 755.16846),(28 778.0246),(29 782.5324),(30 768.31366),(31 758.4439),(32 761.19037),(33 765.1103),(34 753.05505),(35 761.2521),(36 772.254),(37 763.0745),(38 750.7092),(39 770.2232),(40 760.4393),(41 757.34955),(42 766.2534),(43 759.9118),(44 757.3494),(45 755.1099),(46 748.11084),(47 739.0859),(48 751.4497),(49 740.808),(50 768.21783),(51 770.02905),(52 765.3588),(53 761.3505),(54 783.8865),(55 796.99207),(56 800.99744),(57 794.1956),(58 806.0307),(59 791.77954),(60 790.5462),(61 810.65967),(62 808.0866),(63 811.6483),(64 826.6233),(65 805.5851),(66 804.6278),(67 810.68634),(68 797.0963),(69 790.1438),(70 799.64935),(71 793.87054),(72 774.1828),(73 792.68976),(74 774.5637),(75 765.9348),(76 774.93713),(77 764.8134),(78 770.86),(79 775.5869),
(1 419.33374),(2 541.15533),(3 617.8377),(4 633.7972),(5 646.85516),(6 662.99567),(7 673.6289),(8 695.14197),(9 693.7994),(10 698.2717),(11 718.6573),(12 719.92255),(13 724.00964),(14 737.54694),(15 717.147),(16 703.9809),(17 712.24146),(18 690.5769),(19 688.03326),(20 706.63226),(21 699.7067),(22 712.636),(23 705.2324),(24 708.7686),(25 718.24396),(26 706.0172),(27 709.8702),(28 730.8171),(29 731.93665),(30 731.0228),(31 709.9074),(32 714.77203),(33 714.52783),(34 710.43854),(35 715.09576),(36 726.9099),(37 717.8815),(38 709.1628),(39 723.4942),(40 714.6005),(41 718.70404),(42 735.0045),(43 728.1432),(44 721.3704),(45 730.3334),(46 718.54376),(47 714.6536),(48 719.0497),(49 709.1224),(50 737.38837),(51 739.4307),(52 750.8195),(53 731.0343),(54 741.0801),(55 749.9015),(56 758.8516),(57 761.0582),(58 769.2929),(59 758.49225),(60 764.76465),(61 779.31793),(62 774.7818),(63 765.67847),(64 776.9661),(65 764.4951),(66 764.84546),(67 772.5346),(68 760.32227),(69 750.36206),(70 753.7089),(71 742.5356),(72 738.5887),(73 752.83374),(74 729.6601),(75 727.1439),(76 745.0045),(77 735.29254),(78 737.5555),(79 749.3881),
(1 426.84476),(2 550.26587),(3 625.29236),(4 651.0293),(5 665.69714),(6 694.5765),(7 700.84674),(8 713.1879),(9 710.29407),(10 712.62463),(11 731.4348),(12 734.18243),(13 740.35895),(14 742.6253),(15 727.9235),(16 723.27454),(17 724.38617),(18 710.3642),(19 710.7692),(20 730.00775),(21 715.1011),(22 725.1945),(23 714.0793),(24 725.8415),(25 746.03265),(26 734.3956),(27 739.9814),(28 760.26807),(29 757.008),(30 751.71313),(31 746.0129),(32 744.66254),(33 764.11633),(34 746.9892),(35 749.30597),(36 755.0098),(37 747.82025),(38 741.6467),(39 748.14435),(40 734.9124),(41 730.7254),(42 746.283),(43 757.43427),(44 749.5378),(45 754.5334),(46 735.91864),(47 723.31177),(48 736.74133),(49 732.20807),(50 750.75385),(51 749.411),(52 757.92883),(53 749.37744),(54 765.9356),(55 761.0834),(56 776.27625),(57 778.6624),(58 787.6545),(59 775.81366),(60 776.4541),(61 791.5994),(62 774.20703),(63 773.98004),(64 786.0876),(65 777.31415),(66 789.0622),(67 794.0485),(68 783.7188),(69 780.92316),(70 791.3937),(71 780.66675),(72 773.207),(73 770.7584),(74 751.0803),(75 744.01544),(76 765.47284),(77 748.4418),(78 745.9764),(79 764.35266),
(1 429.48074),(2 564.49884),(3 635.9654),(4 653.73),(5 676.93567),(6 697.11084),(7 699.7658),(8 721.0713),(9 712.65656),(10 708.34796),(11 729.5069),(12 738.2712),(13 745.3899),(14 755.2098),(15 731.3389),(16 738.25757),(17 741.94006),(18 730.4098),(19 723.6481),(20 734.2401),(21 725.7378),(22 735.05115),(23 723.9744),(24 733.0462),(25 740.6153),(26 741.76105),(27 748.7753),(28 775.14014),(29 764.75116),(30 758.3897),(31 748.65497),(32 738.7773),(33 749.8049),(34 732.7207),(35 732.797),(36 740.7181),(37 730.5581),(38 736.6154),(39 750.0433),(40 735.9525),(41 727.4593),(42 743.3778),(43 729.5428),(44 729.74585),(45 737.0827),(46 719.1195),(47 719.59265),(48 732.16644),(49 718.7638),(50 747.8644),(51 745.14594),(52 753.4008),(53 743.92786),(54 759.8163),(55 758.53156),(56 763.9755),(57 777.54443),(58 784.19965),(59 777.97577),(60 774.20984),(61 787.9047),(62 775.7806),(63 783.4801),(64 794.2091),(65 779.7069),(66 779.22565),(67 798.0031),(68 783.5763),(69 786.923),(70 792.88666),(71 786.5185),(72 767.12134),(73 764.0227),(74 748.57446),(75 735.7118),(76 746.5281),(77 738.6144),(78 733.9105),(79 746.0367),
(1 420.15588),(2 554.34784),(3 630.8545),(4 655.7108),(5 664.08923),(6 689.4434),(7 691.886),(8 704.1071),(9 693.89594),(10 699.02466),(11 722.9103),(12 724.09827),(13 730.8398),(14 737.30084),(15 715.208),(16 707.70197),(17 717.21454),(18 704.15076),(19 692.8547),(20 700.48267),(21 701.9005),(22 716.69183),(23 716.7293),(24 719.9189),(25 729.9638),(26 736.3874),(27 724.09235),(28 756.43274),(29 750.149),(30 739.14624),(31 732.78),(32 729.9908),(33 734.7131),(34 719.1626),(35 716.0037),(36 728.03656),(37 722.3907),(38 731.97546),(39 746.0076),(40 736.6303),(41 724.01117),(42 735.72296),(43 729.1224),(44 734.35474),(45 747.8211),(46 722.7896),(47 710.5728),(48 716.64056),(49 714.34454),(50 729.27136),(51 725.9346),(52 727.04175),(53 736.5686),(54 747.0317),(55 754.9685),(56 763.70105),(57 765.5605),(58 783.09766),(59 770.76013),(60 771.48175),(61 781.2974),(62 776.92145),(63 779.91144),(64 789.67975),(65 781.7729),(66 782.8862),(67 784.5871),(68 767.9493),(69 765.2268),(70 778.4015),(71 783.59045),(72 768.5404),(73 772.84424),(74 757.18945),(75 738.1021),(76 755.7402),(77 739.5507),(78 743.0796),(79 758.2534),
(1 428.47937),(2 572.7681),(3 642.1983),(4 662.31),(5 671.13086),(6 694.34436),(7 704.62384),(8 711.4609),(9 706.8494),(10 707.0793),(11 727.9394),(12 736.38995),(13 742.01733),(14 746.938),(15 728.73126),(16 719.1267),(17 734.06415),(18 712.4033),(19 706.37335),(20 712.6576),(21 714.2203),(22 716.6624),(23 716.27203),(24 714.15234),(25 730.7975),(26 732.4114),(27 732.8126),(28 751.81213),(29 752.42316),(30 743.58215),(31 731.75574),(32 731.25793),(33 733.2197),(34 728.3475),(35 718.72125),(36 730.9474),(37 720.06934),(38 721.52423),(39 733.9681),(40 728.2863),(41 716.7555),(42 722.85406),(43 712.3672),(44 714.4488),(45 725.8452),(46 716.9275),(47 702.57416),(48 705.1815),(49 702.8441),(50 717.59485),(51 728.69196),(52 735.0417),(53 734.96826),(54 743.8463),(55 752.26605),(56 751.20685),(57 757.1528),(58 767.477),(59 750.84204),(60 751.7337),(61 766.287),(62 772.23505),(63 768.95624),(64 780.1491),(65 761.77844),(66 764.88666),(67 773.1074),(68 763.99963),(69 760.73047),(70 757.7841),(71 749.45233),(72 737.6907),(73 747.6818),(74 734.09705),(75 722.1478),(76 735.6304),(77 726.1542),(78 721.9264),(79 734.3271),
(1 408.43973),(2 545.549),(3 608.17365),(4 626.5163),(5 645.30084),(6 658.1017),(7 668.4995),(8 681.86633),(9 678.38824),(10 675.58276),(11 694.3268),(12 695.6102),(13 701.43506),(14 705.00824),(15 685.9028),(16 680.7049),(17 692.401),(18 672.6101),(19 665.86115),(20 675.0964),(21 671.0937),(22 680.12573),(23 682.83466),(24 685.34937),(25 698.7917),(26 696.3158),(27 706.26086),(28 728.7153),(29 725.1679),(30 713.6058),(31 707.63654),(32 701.8253),(33 720.87646),(34 704.50146),(35 700.4504),(36 707.65045),(37 696.04266),(38 702.0724),(39 711.4716),(40 707.7121),(41 698.72906),(42 700.95154),(43 696.4309),(44 691.1032),(45 698.46204),(46 680.3821),(47 665.55664),(48 670.1144),(49 671.0606),(50 702.5255),(51 696.6289),(52 698.4777),(53 703.13257),(54 711.0451),(55 729.0972),(56 739.1464),(57 737.84595),(58 748.4596),(59 738.4881),(60 742.32416),(61 753.2561),(62 748.08093),(63 748.29346),(64 751.6769),(65 740.08154),(66 743.5594),(67 752.6108),(68 742.7536),(69 745.41876),(70 754.113),(71 736.87756),(72 725.339),(73 732.2284),(74 711.81616),(75 699.41785),(76 710.16223),(77 686.37335),(78 691.59314),(79 704.0648),
(1 410.86334),(2 537.73065),(3 611.52185),(4 625.5554),(5 636.53546),(6 659.6404),(7 669.04083),(8 678.10645),(9 675.6305),(10 667.2025),(11 684.8977),(12 686.36456),(13 691.1249),(14 700.3666),(15 690.3975),(16 684.7503),(17 679.4885),(18 664.7653),(19 664.5855),(20 672.78357),(21 670.5747),(22 677.9174),(23 672.8971),(24 668.2589),(25 684.34436),(26 679.0717),(27 683.75366),(28 707.4062),(29 698.6731),(30 692.8214),(31 680.63446),(32 679.24084),(33 690.0756),(34 681.79474),(35 680.4401),(36 684.3404),(37 675.85376),(38 683.6293),(39 695.7446),(40 687.5651),(41 688.365),(42 699.714),(43 689.5584),(44 690.03),(45 698.3645),(46 676.7005),(47 659.6822),(48 669.34845),(49 661.32635),(50 686.6955),(51 684.91656),(52 695.37463),(53 699.4233),(54 706.71216),(55 720.46844),(56 727.6238),(57 718.7598),(58 733.5826),(59 722.528),(60 733.4923),(61 753.1873),(62 748.70105),(63 748.6278),(64 758.3524),(65 744.54913),(66 749.564),(67 757.23694),(68 736.2499),(69 732.26025),(70 743.94324),(71 734.6973),(72 724.6021),(73 732.9443),(74 714.5364),(75 699.94336),(76 717.34503),(77 714.6355),(78 704.7128),(79 720.79034),
(1 410.28326),(2 548.7101),(3 616.3415),(4 625.0925),(5 636.73535),(6 655.29034),(7 666.3626),(8 672.56165),(9 661.7841),(10 664.59674),(11 685.0117),(12 681.5337),(13 682.72906),(14 690.0085),(15 677.0871),(16 674.9319),(17 665.5339),(18 667.85846),(19 666.4165),(20 668.5827),(21 655.2737),(22 665.791),(23 663.7125),(24 672.6556),(25 686.5383),(26 682.1896),(27 684.3867),(28 703.13007),(29 709.1042),(30 695.4058),(31 691.23596),(32 682.9107),(33 694.6169),(34 689.1709),(35 684.0173),(36 694.9793),(37 680.293),(38 682.00977),(39 694.36957),(40 684.62415),(41 692.31116),(42 715.8141),(43 691.0282),(44 687.45447),(45 694.8239),(46 681.15137),(47 667.96484),(48 671.2113),(49 669.38495),(50 691.02423),(51 695.00684),(52 692.9937),(53 687.60846),(54 705.612),(55 720.9781),(56 723.4379),(57 720.71643),(58 731.4801),(59 723.7974),(60 727.9739),(61 737.5857),(62 739.7857),(63 737.1998),(64 762.3422),(65 753.2885),(66 760.7095),(67 765.94525),(68 742.7618),(69 732.699),(70 739.5124),(71 726.82697),(72 708.12683),(73 729.5298),(74 713.64557),(75 693.28424),(76 714.4884),(77 698.9103),(78 697.4524),(79 701.0327),
