1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 69360.586),(2 183050.13),(3 336733.1),(4 568450.1),(5 776164.56),(6 973994.75),(7 1218872),(8 1433168.1),(9 1656191),(10 1944122.1),(11 2246288),(12 2522368),(13 2880055),(14 3240451),(15 3591594.8),(16 4011318.8),(17 4463330),(18 4918512),(19 5461522.5),(20 6052061.5),(21 6587930),(22 7166138.5),(23 7777201.5),(24 8342812.5),(25 8941915),(26 9578561),(27 10152395),(28 10998541),(29 11889043),(30 12665373),(31 13547091),(32 14424483),(33 15212440),(34 16050939),(35 16938930),(36 17839150),(37 18800458),(38 19872738),(39 20917418),(40 22074658),(41 23370066),(42 24595534),(43 25954824),(44 27271248),(45 28529976),(46 29987974),(47 31701688),(48 33368594),(49 35082124),(50 36885596),(51 38636196),(52 40444668),(53 42468292),(54 44388220),(55 46441820),(56 48790452),(57 51012336),(58 53306656),(59 55515884),(60 57597696),(61 59575810),(62 61499932),(63 63055628),(64 64721828),(65 66414332),(66 67814500),(67 69262550),(68 70720260),(69 71845840),(70 72942330),(71 74090296),(72 74931910),(73 75912930),(74 76810296),(75 77452370),(76 78176610),(77 78968260),(78 79519230),(79 80195610),
(1 4924.962),(2 7391.0425),(3 8370.094),(4 8612.007),(5 8756.676),(6 9178.762),(7 9286.487),(8 9478.681),(9 9861.902),(10 10076.892),(11 10303.529),(12 10326.3),(13 10650.804),(14 10782.349),(15 10974.888),(16 11241.078),(17 11561.792),(18 11848.484),(19 11911.349),(20 12245.711),(21 12296.575),(22 12432.991),(23 12714.563),(24 12843.517),(25 12868.776),(26 12889.936),(27 12770.989),(28 12781.785),(29 12897.201),(30 12879.398),(31 12791.805),(32 12844.877),(33 12997.6),(34 13157.361),(35 13182.693),(36 13065.442),(37 13047.764),(38 12987.344),(39 12970.708),(40 13026.747),(41 12809.206),(42 12626.097),(43 12517.606),(44 12577.591),(45 12645.741),(46 12769.365),(47 12858.229),(48 12904.101),(49 12872.202),(50 12745.907),(51 12830.888),(52 12932.66),(53 12737.779),(54 12696.816),(55 12554.9375),(56 12746.645),(57 12973.68),(58 12904.102),(59 12699.317),(60 12825.88),(61 12687.889),(62 12628.275),(63 12656.174),(64 12810.737),(65 13062.66),(66 13060.02),(67 12980.441),(68 13123.157),(69 13219.574),(70 13319.049),(71 13415.764),(72 13496.716),(73 13619.569),(74 13620.056),(75 13801.235),(76 13989.883),(77 13813.155),(78 13784.052),(79 13830.8125),
(1 4653.7837),(2 6990.181),(3 8031.7275),(4 8611.674),(5 8850.797),(6 9234.574),(7 9286.622),(8 9408.579),(9 9832.736),(10 10094.188),(11 10356.285),(12 10364.769),(13 10660.546),(14 10671.191),(15 10920.845),(16 10898.258),(17 11402.444),(18 11739.87),(19 11859.591),(20 11983.279),(21 12001.676),(22 12116.541),(23 12102.83),(24 12296.736),(25 12594.029),(26 12755.123),(27 12870.402),(28 13027.419),(29 12984.823),(30 12929.473),(31 12937.536),(32 12959.419),(33 12933.909),(34 12785.25),(35 12837.727),(36 12836.849),(37 12827.232),(38 12653.062),(39 12804.895),(40 12955.364),(41 12853.07),(42 12844.323),(43 12680.089),(44 12655.783),(45 12715.405),(46 12708.861),(47 12628.047),(48 12558.545),(49 12722.737),(50 12648.502),(51 12566.144),(52 12765.957),(53 12722.737),(54 12660.76),(55 12578.703),(56 12535.236),(57 12662.39),(58 12494.906),(59 12549.114),(60 12672.819),(61 12765.646),(62 12762.314),(63 12793.933),(64 12882.73),(65 13048.583),(66 13087.984),(67 13044.664),(68 12911.975),(69 12895.054),(70 13101.666),(71 13211.579),(72 13331.248),(73 13434.093),(74 13622.649),(75 13649.177),(76 13794.236),(77 13917.042),(78 14134.431),(79 14326.029),
(1 4719.7197),(2 6942.274),(3 7726.73),(4 8060.637),(5 8163.1006),(6 8403.279),(7 8636.6),(8 8889.209),(9 9213.612),(10 9443.815),(11 9506.008),(12 9851.953),(13 10381.175),(14 10562.302),(15 10634.625),(16 10700.915),(17 10887.026),(18 11282.06),(19 11342.391),(20 11479.909),(21 11411.269),(22 11618.753),(23 11686.036),(24 12060.385),(25 12321.785),(26 12461.11),(27 12650.172),(28 12561.472),(29 12504.566),(30 12688.901),(31 12595.659),(32 12769.115),(33 12714.537),(34 12653.559),(35 12541.974),(36 12518.303),(37 12454.913),(38 12357.09),(39 12282.561),(40 12404.766),(41 12623.855),(42 12767.535),(43 12606.405),(44 12503.556),(45 12339.875),(46 12273.86),(47 12237.884),(48 12109.021),(49 12230.855),(50 12401.642),(51 12220.078),(52 12353.394),(53 12357.322),(54 12471.617),(55 12389.427),(56 12346.771),(57 12275.075),(58 12258.845),(59 12308.587),(60 12205.498),(61 12177.193),(62 12220.182),(63 12037.642),(64 12016.414),(65 12112.082),(66 12119.958),(67 12121.287),(68 12223.015),(69 12192.876),(70 12466.993),(71 12789.096),(72 12795.048),(73 12775.008),(74 12866.087),(75 12980.607),(76 13079.333),(77 13408.853),(78 13524.056),(79 13319.072),
(1 4586.097),(2 7041.3745),(3 7949.6113),(4 8213.081),(5 8251.03),(6 8494.823),(7 8736.177),(8 9111.851),(9 9483.836),(10 9521.808),(11 9419.182),(12 9635.908),(13 9908.924),(14 10120.746),(15 10253.554),(16 10344.273),(17 10547.061),(18 10841.152),(19 11025.849),(20 11194.943),(21 11229.813),(22 11445.523),(23 11561.228),(24 11633.924),(25 11737.055),(26 11890.22),(27 11841.194),(28 11896.25),(29 11976.949),(30 12003.993),(31 11988.937),(32 11978.144),(33 12080.894),(34 11967.265),(35 11866.747),(36 11805.649),(37 11871.607),(38 12046.319),(39 12219.358),(40 12142.87),(41 12126.786),(42 12226.431),(43 12267.987),(44 12244.957),(45 12298.509),(46 12189.103),(47 11987.209),(48 11949.897),(49 11933.86),(50 12009.462),(51 11966.8955),(52 12082.491),(53 12013.438),(54 12154.574),(55 12374.5625),(56 12330.736),(57 12329.718),(58 12486.393),(59 12561.583),(60 12374.995),(61 12471.935),(62 12474.6),(63 12367.78),(64 12435.36),(65 12576.364),(66 12701.83),(67 12560.802),(68 12513.212),(69 12705.557),(70 12787.668),(71 12915.7705),(72 12979.915),(73 12942.902),(74 12898.845),(75 12935.921),(76 12906.893),(77 13063.86),(78 13313.088),(79 13242.401),
(1 4623.087),(2 7107.335),(3 8204.06),(4 8491.564),(5 8421.939),(6 8711.264),(7 9084.715),(8 9462.17),(9 9799.393),(10 9964.375),(11 9754.29),(12 9908.748),(13 10099.63),(14 10304.967),(15 10349.9795),(16 10428.419),(17 10773.144),(18 11085.028),(19 11119.184),(20 11216.398),(21 11403.174),(22 11477.271),(23 11534.029),(24 11658.422),(25 11812.279),(26 12004.735),(27 11942.359),(28 11979.7705),(29 12158.459),(30 12067.192),(31 12087.333),(32 12260.572),(33 12137.337),(34 12000.293),(35 11962.816),(36 11863.221),(37 11790.5205),(38 11824.135),(39 12032.65),(40 12065.438),(41 11979.887),(42 12100.102),(43 12063.393),(44 12061.517),(45 12057.918),(46 12120.457),(47 12209.574),(48 12041.681),(49 12032.616),(50 12074.37),(51 12110.064),(52 11987.118),(53 11846.436),(54 12046.6875),(55 12266.173),(56 12207.665),(57 12040.113),(58 12016.306),(59 12149.863),(60 12150.95),(61 12251.413),(62 12228.41),(63 12079.462),(64 12003.473),(65 12123.888),(66 12355.629),(67 12385.632),(68 12386.662),(69 12426.509),(70 12494.485),(71 12627.731),(72 12658.039),(73 12666.911),(74 12809.301),(75 12777.967),(76 12753.308),(77 12845.42),(78 13011.568),(79 13334.398),
(1 4451.094),(2 6707.5044),(3 7711.3774),(4 8085.2603),(5 7974.7925),(6 8119.1763),(7 8521.863),(8 8822.799),(9 9005.484),(10 9008.402),(11 8789.157),(12 9020.896),(13 9317.093),(14 9637.212),(15 9751.553),(16 9897.125),(17 10150.913),(18 10370.516),(19 10462.653),(20 10571.408),(21 10730.435),(22 11028.293),(23 11342.908),(24 11329.365),(25 11298.241),(26 11509.52),(27 11575.174),(28 11675.168),(29 11564.484),(30 11560.802),(31 11500.29),(32 11583.703),(33 11644.5205),(34 11648.115),(35 11510.779),(36 11461.437),(37 11572.1455),(38 11503.857),(39 11654.465),(40 11649.005),(41 11648.696),(42 11577.386),(43 11505.858),(44 11654.032),(45 11875.059),(46 11998.729),(47 11968.839),(48 11754.626),(49 11714.583),(50 11615.154),(51 11797.217),(52 11731.253),(53 11733.925),(54 11719.11),(55 11616.445),(56 11651.728),(57 11818.876),(58 11808.364),(59 11832.728),(60 11663.755),(61 11645.099),(62 11773.746),(63 11736.065),(64 11843.613),(65 11915.85),(66 12130.367),(67 12160.462),(68 12223.487),(69 12093.962),(70 11952.115),(71 12113.275),(72 12395.807),(73 12411.621),(74 12396.585),(75 12533.23),(76 12644.826),(77 12653.159),(78 12566.457),(79 12515.062),
(1 4326.5444),(2 6605.4814),(3 7389.221),(4 7716.5586),(5 7680.279),(6 8088.3604),(7 8380.789),(8 8697.193),(9 8919.537),(10 8860.544),(11 8940.51),(12 9166.944),(13 9582.437),(14 9807.921),(15 9906.033),(16 10007.096),(17 10347.191),(18 10581.27),(19 10731.359),(20 10744.453),(21 10917.927),(22 11061.73),(23 11138.96),(24 11361.471),(25 11539.216),(26 11602.321),(27 11891.83),(28 11792.72),(29 11717.59),(30 11858.568),(31 11896.696),(32 11800.837),(33 11723.215),(34 11673.233),(35 11493.13),(36 11460.496),(37 11477.183),(38 11513.323),(39 11462.658),(40 11283.489),(41 11355.707),(42 11339.09),(43 11377.323),(44 11516.908),(45 11465.683),(46 11538.362),(47 11566.464),(48 11508.152),(49 11684.835),(50 11742.423),(51 11729.266),(52 11597.266),(53 11757.916),(54 11704.081),(55 11800.26),(56 11881.418),(57 12015.075),(58 11969.941),(59 12032.681),(60 12140.926),(61 12123.897),(62 12165.904),(63 12412.456),(64 12360.056),(65 12484.011),(66 12590.667),(67 12675.981),(68 12783.911),(69 12814.695),(70 12776.428),(71 12678),(72 12820.029),(73 12907.356),(74 12992.821),(75 12831.318),(76 12872.201),(77 12985.133),(78 13045.002),(79 12952.264),
(1 4255.229),(2 6478.1074),(3 7396.8164),(4 7662.645),(5 7720.8345),(6 8043.9976),(7 8341.625),(8 8553.512),(9 8809.717),(10 8894.878),(11 9012.913),(12 9440.777),(13 9659.439),(14 9813.447),(15 9899.524),(16 10028.927),(17 10263.344),(18 10296.806),(19 10424.28),(20 10498.203),(21 10537.861),(22 10752.094),(23 11062.259),(24 11240.142),(25 11287.626),(26 11272.125),(27 11452.336),(28 11215.384),(29 11199.865),(30 11210.573),(31 11609.75),(32 11483.72),(33 11407.041),(34 11350.151),(35 11328.322),(36 11333.693),(37 11306.903),(38 11307.74),(39 11327.513),(40 11065.974),(41 11115.845),(42 11210.964),(43 11328.743),(44 11418.687),(45 11232.727),(46 11251.574),(47 11190.935),(48 11150.195),(49 11136.767),(50 11140.569),(51 11336.722),(52 11304.39),(53 11461.786),(54 11303.51),(55 11273.712),(56 11361.831),(57 11282.558),(58 11072.159),(59 11051.701),(60 11063.018),(61 11158.494),(62 11072.587),(63 11136.764),(64 11302.177),(65 11377.171),(66 11335.37),(67 11215.247),(68 11231.3955),(69 11323.302),(70 11429.525),(71 11542.815),(72 11640.981),(73 11591.441),(74 11556.628),(75 11567.993),(76 11787.95),(77 11833.765),(78 11849.853),(79 11813.78),
(1 4164.4424),(2 6278.868),(3 7008.6567),(4 7292.1924),(5 7386.258),(6 7566.1133),(7 7859.7056),(8 8122.226),(9 8408.331),(10 8488.548),(11 8592.445),(12 8734.923),(13 8857.228),(14 9097.253),(15 9206.442),(16 9414.78),(17 9678.208),(18 9749.974),(19 10159.808),(20 10084.58),(21 10154.575),(22 10228.101),(23 10368.5),(24 10680.618),(25 10767.149),(26 11047.261),(27 11199.572),(28 11217.61),(29 11131.348),(30 11080.201),(31 11012.919),(32 11023.32),(33 10900.957),(34 10803.774),(35 10850.267),(36 10881.596),(37 10997.029),(38 10982.453),(39 10853.24),(40 10617.254),(41 10679.961),(42 10808.604),(43 10956.42),(44 10785.202),(45 10735.118),(46 10737.365),(47 10712.974),(48 10747.673),(49 10786.97),(50 10805.024),(51 10820.441),(52 10864.315),(53 10925.226),(54 10855.247),(55 10647.183),(56 10660.876),(57 10551.851),(58 10766.939),(59 10818.7),(60 10856.026),(61 10958.586),(62 10877.89),(63 10870.094),(64 10884.191),(65 11035.247),(66 11153.7295),(67 11041.92),(68 10895.622),(69 10973.048),(70 11030.331),(71 11141.259),(72 11262.702),(73 11300.461),(74 11235.993),(75 11321.887),(76 11402.89),(77 11262.092),(78 11276.172),(79 11126.739),
(1 4330.559),(2 6648.611),(3 7459.6646),(4 7598.336),(5 7698.189),(6 8078.367),(7 8250.32),(8 8532.273),(9 8677.497),(10 8793.245),(11 8810.637),(12 9068.112),(13 9230.042),(14 9238.746),(15 9272.094),(16 9433.425),(17 9665.703),(18 9792.579),(19 10301.726),(20 10445.323),(21 10443.125),(22 10466.64),(23 10662.998),(24 11017.687),(25 11052.591),(26 11080.112),(27 11214.346),(28 11273.627),(29 11483.627),(30 11416.778),(31 11494.015),(32 11335.766),(33 11154.872),(34 11072.7295),(35 11047.259),(36 11030.134),(37 11079.601),(38 11172.53),(39 11159.997),(40 10988.43),(41 10980.242),(42 10962.244),(43 11144.012),(44 10981.803),(45 10970.353),(46 10956.492),(47 10871.525),(48 10799.282),(49 10760.762),(50 10852.875),(51 10924.511),(52 11081.344),(53 11163.266),(54 11165.505),(55 11169.934),(56 11163.741),(57 11092.303),(58 11043.419),(59 10933.056),(60 11151.969),(61 11372.87),(62 11383.482),(63 11312.017),(64 11384.3955),(65 11299.092),(66 11283.345),(67 11439.98),(68 11420.651),(69 11436.5205),(70 11384.034),(71 11486.341),(72 11521.82),(73 11574.033),(74 11432.297),(75 11373.794),(76 11292.137),(77 11386.282),(78 11249.411),(79 11451.679),
(1 4064.8713),(2 6171.106),(3 7137.4033),(4 7407.156),(5 7519.1655),(6 7833.8774),(7 8165.129),(8 8330.355),(9 8494.364),(10 8683.296),(11 8769.204),(12 8969.454),(13 9079.708),(14 9108.768),(15 9217.585),(16 9378.926),(17 9552.678),(18 9678.961),(19 9860.55),(20 9992.636),(21 10123.741),(22 10307.854),(23 10565.644),(24 10705.9375),(25 10579.761),(26 10586.525),(27 10799.57),(28 10971.021),(29 10990.664),(30 11093.721),(31 11169.293),(32 11133.62),(33 10898.875),(34 10926.366),(35 10944.744),(36 10864.552),(37 10847.146),(38 10789.587),(39 10641.273),(40 10613.847),(41 10726.479),(42 10724.328),(43 10588.626),(44 10650.301),(45 10692.604),(46 10690.12),(47 10586.898),(48 10606.608),(49 10528.06),(50 10455.731),(51 10504.044),(52 10589.788),(53 10639.982),(54 10772.723),(55 10784.486),(56 10738.846),(57 10532.478),(58 10544.527),(59 10433.111),(60 10443.846),(61 10426.865),(62 10376.817),(63 10370.027),(64 10541.157),(65 10695.879),(66 10748.436),(67 10807.728),(68 10869.095),(69 10980.148),(70 10970.028),(71 11142.372),(72 11164.76),(73 11263.493),(74 11374.539),(75 11404.469),(76 11300.059),(77 11301.815),(78 11343.835),(79 11288.679),
(1 3982.0264),(2 5780.878),(3 6617.7705),(4 6818.9263),(5 6953.183),(6 7268.621),(7 7650.603),(8 8032.187),(9 8087.98),(10 8167.664),(11 8562.444),(12 8704.905),(13 8810.331),(14 8881.283),(15 9055.868),(16 9246.56),(17 9413.536),(18 9549.374),(19 9678.681),(20 9731.235),(21 9971.435),(22 10158.435),(23 10419.924),(24 10391.144),(25 10371.479),(26 10297.857),(27 10432.589),(28 10412.693),(29 10551.841),(30 10482.976),(31 10464.708),(32 10487.996),(33 10361.401),(34 10478.46),(35 10293.803),(36 10266.027),(37 10483.952),(38 10441.535),(39 10321.182),(40 10074.364),(41 10089.377),(42 10030.155),(43 9966.303),(44 9973.191),(45 10198.021),(46 10136.879),(47 9988.5625),(48 10138.297),(49 10174.956),(50 10138.122),(51 10064.309),(52 10113.607),(53 9930.817),(54 10067.815),(55 9943.287),(56 9880.206),(57 9862.624),(58 10123.691),(59 10230.088),(60 10301.145),(61 10328.798),(62 10318.094),(63 10280.742),(64 10309.681),(65 10361.37),(66 10538.506),(67 10657.551),(68 10772.841),(69 10749.552),(70 10705.4375),(71 10501.9),(72 10664.588),(73 10717.078),(74 10765.764),(75 10692.361),(76 10820.64),(77 10887.187),(78 11106.16),(79 11135.728),
(1 3967.7607),(2 5732.8877),(3 6466.636),(4 6754.1616),(5 6811.9766),(6 7017.7827),(7 7432.509),(8 7751.2715),(9 7661.411),(10 7526.7163),(11 7585.141),(12 7868.5483),(13 8170.1377),(14 8465.369),(15 8547.764),(16 8757.471),(17 8976.811),(18 8993.745),(19 9191.956),(20 9233.15),(21 9264.782),(22 9405.929),(23 9519.725),(24 9672.864),(25 9886.307),(26 9971.322),(27 9993.084),(28 10064.768),(29 10192.851),(30 10204.712),(31 10255.574),(32 10183.169),(33 10134.377),(34 10148.853),(35 10150.737),(36 10140.613),(37 10182.289),(38 10041.216),(39 9942.476),(40 10089.82),(41 10157.254),(42 10170.218),(43 9931.654),(44 9950.19),(45 10118.31),(46 10058.452),(47 10021.119),(48 9936.583),(49 10028.939),(50 10010.426),(51 9943.525),(52 9755.231),(53 9830.273),(54 10053.266),(55 9911.159),(56 9730.217),(57 9585.641),(58 9597.057),(59 9714.193),(60 9799.929),(61 9643.421),(62 9711.222),(63 9861.981),(64 9902.542),(65 9805.048),(66 9940.644),(67 9896.222),(68 9986.58),(69 10064.792),(70 10104.799),(71 10092.224),(72 10116.498),(73 10010.441),(74 10029.467),(75 10307.936),(76 10314.76),(77 10378.249),(78 10526.915),(79 10539.988),
(1 4015.5432),(2 5725.4336),(3 6489.93),(4 6719.528),(5 6840.946),(6 7129.0522),(7 7386.8213),(8 7667.309),(9 7739.6553),(10 7727.468),(11 7793.609),(12 8151.1255),(13 8432.561),(14 8827.512),(15 8941.063),(16 9042.4),(17 9135.174),(18 9201.351),(19 9495.009),(20 9599.802),(21 9664.578),(22 9785.406),(23 9968.352),(24 9981.459),(25 10169.787),(26 10269.037),(27 10298.79),(28 10316.914),(29 10319.544),(30 10269.548),(31 10350.774),(32 10175.6),(33 10120.972),(34 10205.747),(35 10258.036),(36 10377.068),(37 10379.439),(38 10224.383),(39 10266.762),(40 10273.355),(41 10358.119),(42 10428.424),(43 10230.971),(44 10304.701),(45 10393.392),(46 10307.982),(47 10078.008),(48 10048.183),(49 10226.433),(50 10207.739),(51 10108.798),(52 9937.645),(53 10032.631),(54 10167.049),(55 10253.291),(56 10170.676),(57 9991.19),(58 9992.842),(59 9988.439),(60 9992.707),(61 9915.049),(62 10000.3545),(63 10006.2295),(64 10022.18),(65 10126.867),(66 10221.791),(67 10273.442),(68 10158.176),(69 10159.901),(70 10206.307),(71 10326.123),(72 10419.103),(73 10441.752),(74 10546.242),(75 10659.435),(76 10691.411),(77 10727.758),(78 10850.295),(79 10911.199),
(1 3970.7258),(2 5811.754),(3 6597.136),(4 6898.1997),(5 6965.946),(6 7369.402),(7 7566.433),(8 7759.967),(9 7869.2197),(10 8063.6895),(11 8205.346),(12 8460.595),(13 8696.903),(14 8885.828),(15 9112.612),(16 9122.475),(17 9309.113),(18 9313.398),(19 9341.912),(20 9478.177),(21 9693.893),(22 9769.52),(23 9889.521),(24 9949.161),(25 9893.582),(26 10005.098),(27 10207.627),(28 10171.846),(29 10216.248),(30 10298.114),(31 10276.965),(32 10153.549),(33 10041.067),(34 10179.101),(35 10231.937),(36 10239.586),(37 10189.254),(38 10257.8955),(39 10366.227),(40 10328.254),(41 10126.734),(42 9987.69),(43 9891.629),(44 9972),(45 10106.903),(46 9965.015),(47 9870.2295),(48 9882.286),(49 9812.656),(50 9822.546),(51 9990.552),(52 9772.135),(53 9788.748),(54 9849.741),(55 9854.773),(56 9609.456),(57 9675.366),(58 9598.76),(59 9627.773),(60 9591.173),(61 9560.737),(62 9614.822),(63 9593.423),(64 9565.321),(65 9573.328),(66 9563.707),(67 9543.805),(68 9464.078),(69 9539.346),(70 9525.253),(71 9490.351),(72 9599.877),(73 9826.454),(74 9821.121),(75 9935.486),(76 10013.182),(77 10068.712),(78 10290.168),(79 10277.554),
(1 3809.4238),(2 5589.776),(3 6446.601),(4 6728.01),(5 6925.2236),(6 7168.541),(7 7263.262),(8 7428.502),(9 7453.5996),(10 7604.1567),(11 7770.9023),(12 8021.8013),(13 8257.85),(14 8316.609),(15 8483.493),(16 8557.599),(17 8854.128),(18 9150.578),(19 9207.992),(20 9229.526),(21 9145.061),(22 9301.913),(23 9441.061),(24 9586.819),(25 9753.784),(26 9782.169),(27 9923.725),(28 9912.863),(29 9927.677),(30 10065.74),(31 10095.579),(32 9935.178),(33 9913.722),(34 9849.802),(35 9875.988),(36 9884.258),(37 10028.148),(38 10030.817),(39 9908.731),(40 9945.271),(41 9974.992),(42 9930.819),(43 9800.248),(44 9889.627),(45 9971.987),(46 10043.092),(47 10058.2),(48 9883.936),(49 9764.285),(50 9587.564),(51 9569.624),(52 9504.298),(53 9560.257),(54 9713.664),(55 9870.019),(56 9731.755),(57 9662.401),(58 9825.971),(59 9932.595),(60 9830.88),(61 9795.263),(62 9843.868),(63 9807.294),(64 9712.727),(65 9655.249),(66 9627.493),(67 9568.23),(68 9675.147),(69 9634.45),(70 9549.281),(71 9594.868),(72 9631.588),(73 9702.655),(74 9797.798),(75 9829.753),(76 9614.208),(77 9689.155),(78 9804.281),(79 9870.018),
(1 3694.9067),(2 5273.128),(3 5935.528),(4 6280.5317),(5 6455.2925),(6 6721.011),(7 6773.017),(8 6934.537),(9 7119.8027),(10 7150.6094),(11 7248.9565),(12 7491.007),(13 7753.591),(14 7777.726),(15 7999.446),(16 8151.7065),(17 8472.434),(18 8726.218),(19 9022.093),(20 9050.708),(21 9045.593),(22 9053.733),(23 9282.666),(24 9320.727),(25 9399.943),(26 9596.022),(27 9717.556),(28 9639.0625),(29 9524.876),(30 9578.599),(31 9621.321),(32 9459.923),(33 9390.998),(34 9306.058),(35 9464.337),(36 9646.448),(37 9730.154),(38 9622.355),(39 9626.715),(40 9617.995),(41 9619.958),(42 9477.318),(43 9479.583),(44 9568.392),(45 9617.483),(46 9646.349),(47 9739.122),(48 9600.196),(49 9525.521),(50 9521.454),(51 9492.64),(52 9434.298),(53 9318.84),(54 9271.6045),(55 9300.432),(56 9284.091),(57 9275.573),(58 9213.965),(59 9201.472),(60 9259.92),(61 9203.135),(62 9133.696),(63 9092.787),(64 9057.234),(65 9097.054),(66 9204.178),(67 9111.068),(68 9163.778),(69 9156.832),(70 9240.823),(71 9207.658),(72 9067.918),(73 9030.581),(74 9239.066),(75 9356.998),(76 9463.534),(77 9421.317),(78 9443.293),(79 9453.971),
