1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59.476383),(2 70.59996),(3 80.721634),(4 86.029144),(5 91.07715),(6 94.77958),(7 98.51508),(8 102.47156),(9 106.33633),(10 110.054184),(11 112.23691),(12 112.97961),(13 115.3474),(14 118.163574),(15 120.34581),(16 122.99698),(17 124.44944),(18 125.51699),(19 126.68155),(20 126.33612),(21 127.94553),(22 128.70055),(23 129.36621),(24 127.82001),(25 129.47342),(26 129.78204),(27 127.77632),(28 126.97205),(29 126.90742),(30 125.80703),(31 124.883835),(32 123.19499),(33 123.27002),(34 124.067764),(35 123.25974),(36 122.97696),(37 124.23027),(38 124.837944),(39 122.36655),(40 122.60532),(41 123.69389),(42 123.72989),(43 125.11886),(44 126.717575),(45 126.33275),(46 126.12907),(47 125.93127),(48 126.06034),(49 125.7558),(50 127.81341),(51 126.657326),(52 126.54896),(53 126.87686),(54 126.74537),(55 127.34342),(56 126.07327),(57 126.773026),(58 126.10531),(59 124.15559),(60 124.40639),(61 122.84325),(62 124.72324),(63 125.03007),(64 124.41234),(65 124.46498),(66 125.62796),(67 126.93475),(68 125.91606),(69 125.72558),(70 125.60724),(71 125.95026),(72 126.3974),(73 128.30173),(74 128.33852),(75 128.22221),(76 128.901),(77 128.59459),(78 130.14407),(79 128.83098),
(1 58.06333),(2 69.15586),(3 78.21144),(4 83.83368),(5 89.09258),(6 92.61845),(7 96.585365),(8 99.11144),(9 102.22048),(10 104.556816),(11 107.6632),(12 108.36945),(13 111.11491),(14 113.92091),(15 115.70677),(16 118.064926),(17 119.32143),(18 120.45189),(19 120.38544),(20 121.163704),(21 121.13068),(22 121.983536),(23 122.484085),(24 121.29674),(25 122.80036),(26 123.68707),(27 122.119965),(28 121.19395),(29 119.93677),(30 119.78518),(31 118.962395),(32 118.294525),(33 117.52416),(34 117.73141),(35 115.64409),(36 116.094154),(37 116.27182),(38 117.799286),(39 116.00458),(40 116.548645),(41 117.34194),(42 117.23339),(43 117.61414),(44 116.54083),(45 117.64617),(46 117.59762),(47 117.943474),(48 117.81374),(49 117.682625),(50 120.18672),(51 118.58558),(52 118.54231),(53 118.26897),(54 118.144905),(55 118.91413),(56 117.86511),(57 117.92854),(58 117.58438),(59 117.198135),(60 117.01127),(61 117.84502),(62 119.49865),(63 119.64896),(64 118.57808),(65 119.04589),(66 119.30804),(67 119.18384),(68 119.5773),(69 119.27217),(70 119.101555),(71 119.34341),(72 120.16459),(73 120.96276),(74 121.37168),(75 121.21159),(76 121.77283),(77 122.40246),(78 123.166214),(79 121.98562),
(1 56.799625),(2 68.46715),(3 79.406555),(4 85.70132),(5 89.39739),(6 94.54484),(7 97.91392),(8 101.009224),(9 105.10919),(10 106.40157),(11 108.89282),(12 109.42432),(13 112.26901),(14 115.68378),(15 117.78114),(16 119.89749),(17 120.13409),(18 120.83193),(19 121.333786),(20 121.81735),(21 122.79341),(22 123.68943),(23 124.65166),(24 123.43582),(25 122.52089),(26 122.60734),(27 120.86206),(28 121.098495),(29 120.1059),(30 120.38253),(31 119.92716),(32 120.76903),(33 119.64186),(34 121.03027),(35 119.470924),(36 119.695854),(37 119.50106),(38 119.49631),(39 119.22278),(40 119.335335),(41 119.50996),(42 120.15404),(43 120.556015),(44 121.45321),(45 120.68266),(46 120.41819),(47 119.47287),(48 119.94984),(49 120.820335),(50 121.91069),(51 121.80506),(52 122.00862),(53 122.057236),(54 121.27579),(55 121.40823),(56 120.29467),(57 121.286674),(58 118.99166),(59 118.72554),(60 118.11482),(61 119.11174),(62 120.4984),(63 120.069626),(64 119.29139),(65 119.53651),(66 120.829025),(67 121.80872),(68 123.01784),(69 122.94963),(70 123.79357),(71 121.748535),(72 121.3263),(73 122.38193),(74 123.2442),(75 123.74408),(76 124.1966),(77 124.466286),(78 125.394),(79 124.86258),
(1 55.748795),(2 66.36718),(3 76.658646),(4 81.65863),(5 85.87958),(6 89.4282),(7 93.60125),(8 95.86456),(9 99.682175),(10 101.46206),(11 103.810814),(12 105.534164),(13 107.65172),(14 112.409386),(15 114.34847),(16 115.93719),(17 117.13046),(18 118.316345),(19 119.07461),(20 119.07556),(21 120.42502),(22 121.22695),(23 121.0415),(24 120.419785),(25 119.92536),(26 119.5555),(27 118.86084),(28 118.71141),(29 117.83052),(30 117.01674),(31 115.62714),(32 116.41588),(33 115.16488),(34 115.36402),(35 113.41577),(36 112.576614),(37 111.71933),(38 114.159),(39 114.50864),(40 115.2325),(41 115.24207),(42 116.622536),(43 117.66768),(44 118.85497),(45 117.55706),(46 118.04435),(47 116.954994),(48 117.90225),(49 117.76621),(50 119.18459),(51 118.9125),(52 120.0914),(53 120.003334),(54 119.266396),(55 119.62427),(56 119.37138),(57 118.96078),(58 117.60491),(59 117.25241),(60 116.45095),(61 117.34008),(62 117.70221),(63 117.85338),(64 116.286385),(65 116.91158),(66 118.48548),(67 117.95349),(68 117.9144),(69 117.36825),(70 117.38357),(71 115.80708),(72 117.21896),(73 116.73408),(74 118.96447),(75 117.84095),(76 119.66948),(77 120.12855),(78 119.90355),(79 121.15392),
(1 56.21086),(2 67.23759),(3 76.02869),(4 80.6972),(5 86.75153),(6 91.163956),(7 94.677986),(8 96.90613),(9 100.643326),(10 102.90496),(11 104.230576),(12 106.737236),(13 109.051765),(14 112.67617),(15 113.696724),(16 115.446846),(17 117.63187),(18 118.07166),(19 119.31967),(20 120.026),(21 121.2258),(22 122.52383),(23 122.68434),(24 123.12333),(25 122.16082),(26 121.60566),(27 120.10291),(28 121.21292),(29 118.071014),(30 117.163),(31 116.305214),(32 115.73772),(33 116.545235),(34 117.302864),(35 114.56873),(36 115.22156),(37 114.37215),(38 114.90103),(39 114.8112),(40 115.27699),(41 116.30087),(42 116.51809),(43 117.30008),(44 117.93518),(45 117.32114),(46 117.39733),(47 117.10329),(48 116.88468),(49 116.36761),(50 118.33533),(51 119.30765),(52 118.14352),(53 119.22711),(54 118.88963),(55 118.00322),(56 118.65022),(57 118.59111),(58 117.9099),(59 116.37261),(60 118.21324),(61 118.29885),(62 119.2924),(63 118.36507),(64 118.72412),(65 119.16507),(66 120.17411),(67 119.76264),(68 121.74778),(69 120.443756),(70 120.49488),(71 120.544975),(72 120.166954),(73 120.67976),(74 122.56433),(75 121.35254),(76 121.95344),(77 121.61676),(78 122.44728),(79 122.07398),
(1 54.91112),(2 67.2884),(3 74.625755),(4 79.759544),(5 84.619354),(6 88.78766),(7 91.035164),(8 95.07705),(9 99.676346),(10 101.20662),(11 104.02802),(12 105.3995),(13 106.04024),(14 109.87032),(15 111.800545),(16 114.41798),(17 116.74246),(18 117.260506),(19 118.37483),(20 119.42849),(21 120.41247),(22 120.21619),(23 120.46372),(24 119.77765),(25 119.3235),(26 118.88294),(27 118.60042),(28 119.10128),(29 118.274345),(30 118.68925),(31 118.69589),(32 118.25667),(33 118.25915),(34 118.617485),(35 118.071075),(36 118.48885),(37 118.10979),(38 118.699196),(39 116.81489),(40 116.80162),(41 118.63065),(42 117.993225),(43 118.833374),(44 118.68273),(45 118.89487),(46 118.41459),(47 118.25243),(48 118.08904),(49 118.64965),(50 120.09385),(51 121.076996),(52 119.01733),(53 119.308235),(54 118.825264),(55 117.53676),(56 117.238365),(57 115.8825),(58 115.73807),(59 115.30302),(60 116.723015),(61 115.91781),(62 116.817505),(63 117.07471),(64 117.52283),(65 118.93575),(66 118.399635),(67 119.7503),(68 120.22374),(69 119.30972),(70 118.783966),(71 120.984406),(72 118.86165),(73 119.68925),(74 120.706215),(75 120.112564),(76 121.26193),(77 119.41004),(78 120.434715),(79 119.81488),
(1 53.84092),(2 65.30337),(3 74.48499),(4 80.51743),(5 84.58376),(6 88.37557),(7 91.19345),(8 94.93879),(9 98.905655),(10 99.93341),(11 102.10362),(12 104.164),(13 106.517815),(14 109.88461),(15 111.54196),(16 113.75618),(17 115.15694),(18 115.196754),(19 116.764656),(20 117.88298),(21 118.65183),(22 119.386086),(23 119.92466),(24 118.58466),(25 118.578026),(26 117.412025),(27 116.016304),(28 116.96312),(29 116.534515),(30 116.65756),(31 115.42416),(32 115.51402),(33 114.318),(34 114.23162),(35 113.787994),(36 113.91456),(37 112.909325),(38 112.74115),(39 111.104744),(40 110.42311),(41 111.51993),(42 113.00751),(43 113.27703),(44 113.37428),(45 114.05962),(46 112.854065),(47 111.6494),(48 110.9808),(49 113.308136),(50 113.08681),(51 113.37856),(52 112.78827),(53 114.33616),(54 113.7154),(55 113.658066),(56 112.763435),(57 112.583855),(58 112.54177),(59 112.16285),(60 111.923294),(61 111.621704),(62 113.72564),(63 113.01264),(64 113.44449),(65 114.13056),(66 115.91165),(67 115.723206),(68 115.70594),(69 116.884995),(70 115.929924),(71 116.95699),(72 116.36302),(73 118.10852),(74 117.658455),(75 117.36025),(76 118.87908),(77 117.96486),(78 118.916245),(79 118.07796),
(1 53.645905),(2 64.37897),(3 73.03836),(4 77.365166),(5 81.26459),(6 84.688),(7 87.5549),(8 91.154045),(9 96.0252),(10 98.17638),(11 100.24588),(12 102.22221),(13 103.566574),(14 107.37091),(15 109.42434),(16 110.28318),(17 112.18416),(18 112.48233),(19 115.9989),(20 115.39112),(21 116.80039),(22 117.02729),(23 116.63544),(24 115.045456),(25 114.54155),(26 113.360115),(27 112.27639),(28 112.49263),(29 111.56979),(30 111.144646),(31 109.50934),(32 109.86586),(33 108.86322),(34 109.32993),(35 108.76307),(36 108.7002),(37 109.35828),(38 109.634476),(39 108.3933),(40 109.0987),(41 109.389915),(42 109.01234),(43 109.5191),(44 110.60115),(45 111.417816),(46 111.73494),(47 111.23014),(48 110.415985),(49 112.50691),(50 112.550934),(51 112.57209),(52 112.415344),(53 112.73991),(54 111.986435),(55 111.38474),(56 111.082436),(57 109.82228),(58 110.13325),(59 109.86123),(60 110.102325),(61 109.84429),(62 110.29884),(63 109.210594),(64 110.587265),(65 109.52555),(66 110.3726),(67 108.819084),(68 109.84542),(69 110.85181),(70 111.784195),(71 112.00426),(72 112.08432),(73 113.295975),(74 113.9344),(75 114.723114),(76 116.39349),(77 114.729996),(78 115.50241),(79 115.189995),
(1 53.16741),(2 63.23314),(3 70.097374),(4 75.36181),(5 79.8712),(6 83.56463),(7 85.65703),(8 90.00599),(9 93.48547),(10 94.91303),(11 97.06899),(12 99.81424),(13 101.48051),(14 105.30317),(15 107.05532),(16 107.98631),(17 111.2938),(18 111.53305),(19 113.60995),(20 113.374695),(21 115.22078),(22 115.79113),(23 116.61837),(24 115.51642),(25 116.40648),(26 117.04815),(27 113.75817),(28 113.382034),(29 112.657616),(30 112.82303),(31 111.18467),(32 112.013176),(33 110.77117),(34 111.65615),(35 112.56264),(36 111.46166),(37 111.638336),(38 111.421936),(39 110.43831),(40 111.46982),(41 110.24984),(42 110.52165),(43 110.02681),(44 111.24528),(45 110.877846),(46 111.86972),(47 112.09381),(48 111.421486),(49 111.35526),(50 112.72575),(51 112.03868),(52 112.47633),(53 112.10416),(54 112.37757),(55 113.54006),(56 112.41407),(57 111.94707),(58 113.131096),(59 112.67487),(60 112.420364),(61 112.50905),(62 112.63173),(63 113.42187),(64 114.3506),(65 114.69115),(66 116.1394),(67 113.68153),(68 114.46749),(69 115.25864),(70 114.05724),(71 115.30619),(72 114.67511),(73 115.113014),(74 114.89856),(75 115.39233),(76 116.25049),(77 115.2758),(78 115.87406),(79 115.55223),
(1 53.43643),(2 64.24941),(3 71.35254),(4 76.0254),(5 80.25819),(6 84.091576),(7 86.80752),(8 90.26986),(9 93.18903),(10 95.54415),(11 97.33239),(12 99.32716),(13 101.13623),(14 105.812065),(15 106.99152),(16 108.740845),(17 109.89138),(18 109.08402),(19 111.55653),(20 112.22314),(21 112.072586),(22 111.33177),(23 111.87131),(24 111.03934),(25 111.403625),(26 111.53998),(27 108.81346),(28 110.02152),(29 108.869125),(30 108.78112),(31 107.83723),(32 107.74819),(33 107.02755),(34 107.9676),(35 107.48733),(36 107.57162),(37 107.56146),(38 106.73713),(39 107.1081),(40 108.11264),(41 108.45406),(42 109.42995),(43 109.75432),(44 110.930336),(45 111.82031),(46 111.50435),(47 111.84594),(48 110.74239),(49 110.52981),(50 111.85757),(51 111.60626),(52 111.35258),(53 112.14695),(54 111.36651),(55 110.825165),(56 111.12888),(57 110.22966),(58 110.01402),(59 110.2198),(60 109.82793),(61 109.45172),(62 110.397896),(63 108.940056),(64 108.97351),(65 109.54747),(66 109.34502),(67 108.31415),(68 108.84158),(69 108.83223),(70 108.972824),(71 109.61991),(72 108.94085),(73 108.779045),(74 109.86552),(75 109.79406),(76 110.77949),(77 109.70535),(78 110.39744),(79 109.57643),
(1 52.821743),(2 63.013256),(3 72.51003),(4 76.73775),(5 81.71661),(6 84.89159),(7 88.50817),(8 90.33547),(9 94.052826),(10 95.32803),(11 97.887764),(12 100.58727),(13 102.54571),(14 106.42136),(15 107.72343),(16 109.43954),(17 110.00775),(18 111.122055),(19 111.858215),(20 112.20214),(21 112.59345),(22 113.28574),(23 114.05987),(24 111.92303),(25 112.91982),(26 112.90163),(27 110.34597),(28 109.92403),(29 109.21389),(30 109.194145),(31 107.87536),(32 107.10892),(33 105.90554),(34 106.74227),(35 106.80463),(36 106.89558),(37 106.40821),(38 106.24818),(39 105.49097),(40 105.88157),(41 106.545654),(42 107.098526),(43 107.23624),(44 108.86375),(45 109.096725),(46 109.01004),(47 107.43558),(48 107.248604),(49 107.42333),(50 108.39139),(51 107.9989),(52 108.43014),(53 109.619705),(54 108.2667),(55 107.88387),(56 107.1735),(57 107.61602),(58 106.5372),(59 106.691765),(60 105.73704),(61 106.93982),(62 106.93995),(63 107.15882),(64 106.94994),(65 107.407425),(66 107.701004),(67 108.15316),(68 108.67575),(69 108.65463),(70 108.21399),(71 109.18423),(72 108.91527),(73 108.76446),(74 109.81209),(75 108.95596),(76 109.45273),(77 109.11899),(78 109.81201),(79 109.05607),
(1 51.672546),(2 61.58671),(3 70.496254),(4 75.73789),(5 80.13277),(6 83.465645),(7 87.0204),(8 90.88914),(9 93.514595),(10 95.6431),(11 97.958145),(12 100.79852),(13 102.2064),(14 106.18064),(15 106.58527),(16 109.21394),(17 109.30254),(18 110.581116),(19 111.33186),(20 111.689926),(21 112.5594),(22 113.63282),(23 113.79168),(24 112.55956),(25 113.099335),(26 113.06298),(27 111.96152),(28 112.67234),(29 111.14425),(30 111.58529),(31 108.80382),(32 108.75582),(33 107.20763),(34 107.47209),(35 106.73079),(36 107.4241),(37 106.076065),(38 107.77645),(39 105.934685),(40 106.711395),(41 107.40492),(42 107.57479),(43 107.369),(44 106.338554),(45 106.83284),(46 107.3757),(47 105.88116),(48 107.61543),(49 107.54576),(50 108.445274),(51 109.180504),(52 109.1154),(53 109.703186),(54 109.256096),(55 108.78896),(56 108.88515),(57 109.05319),(58 107.55515),(59 107.718185),(60 107.62528),(61 107.22841),(62 107.54355),(63 107.565155),(64 107.71227),(65 108.113686),(66 108.33036),(67 107.85365),(68 109.32278),(69 109.53615),(70 109.66051),(71 108.98628),(72 110.29428),(73 110.889854),(74 112.07076),(75 110.96472),(76 112.40313),(77 112.4169),(78 112.92433),(79 112.67852),
(1 51.686836),(2 61.919746),(3 70.07904),(4 74.40833),(5 79.48872),(6 81.57005),(7 84.55586),(8 87.795204),(9 89.47717),(10 92.15512),(11 94.72676),(12 97.4373),(13 98.685425),(14 103.62712),(15 104.65313),(16 107.26899),(17 107.75203),(18 109.05469),(19 109.36954),(20 110.13554),(21 111.057465),(22 109.75819),(23 109.93038),(24 110.07885),(25 110.06711),(26 109.81007),(27 108.25844),(28 107.99491),(29 108.33393),(30 108.660904),(31 107.42266),(32 106.53001),(33 105.10783),(34 106.39196),(35 105.960014),(36 106.42207),(37 106.16322),(38 108.00436),(39 106.93598),(40 107.04498),(41 106.72525),(42 107.55316),(43 107.37),(44 106.51443),(45 106.26138),(46 106.098526),(47 106.143524),(48 106.905785),(49 106.373764),(50 108.05498),(51 107.98923),(52 108.13094),(53 107.94666),(54 107.79732),(55 107.50048),(56 106.41143),(57 106.4995),(58 104.96777),(59 105.35013),(60 104.93875),(61 105.55891),(62 105.49441),(63 104.70829),(64 104.27635),(65 105.39157),(66 104.99947),(67 105.483315),(68 104.66898),(69 105.75685),(70 105.761856),(71 104.739624),(72 105.69198),(73 105.81166),(74 106.61783),(75 106.32457),(76 108.32813),(77 108.23481),(78 108.513),(79 107.97264),
(1 49.620842),(2 59.328403),(3 66.51155),(4 71.35204),(5 74.980095),(6 78.18991),(7 81.556946),(8 84.44249),(9 86.3854),(10 89.026924),(11 91.553314),(12 93.72731),(13 95.66687),(14 98.55321),(15 99.32525),(16 101.22253),(17 102.491905),(18 102.597404),(19 104.08206),(20 104.731415),(21 105.97637),(22 105.936516),(23 105.666115),(24 105.55721),(25 106.13985),(26 106.18342),(27 103.89986),(28 104.07087),(29 103.192406),(30 103.172356),(31 101.912544),(32 101.30947),(33 100.81403),(34 101.061806),(35 101.01711),(36 101.6611),(37 101.98828),(38 102.4276),(39 101.24752),(40 102.305916),(41 102.82383),(42 103.10429),(43 103.33525),(44 104.19521),(45 104.68529),(46 104.66606),(47 105.64032),(48 105.557526),(49 104.797455),(50 106.372986),(51 106.84053),(52 106.455055),(53 106.16077),(54 106.405464),(55 106.015884),(56 105.82018),(57 106.047356),(58 104.193535),(59 104.876396),(60 104.613174),(61 105.35674),(62 105.49971),(63 103.83409),(64 104.05305),(65 103.26163),(66 104.8894),(67 105.40601),(68 104.97517),(69 105.69358),(70 105.69812),(71 104.65344),(72 105.395676),(73 105.61837),(74 106.758865),(75 105.96732),(76 107.06958),(77 107.19075),(78 107.063934),(79 108.03133),
(1 50.34133),(2 61.209267),(3 67.76676),(4 73.44727),(5 76.63715),(6 80.49874),(7 83.815796),(8 86.21655),(9 87.954414),(10 90.76519),(11 93.06375),(12 95.58857),(13 97.67158),(14 100.89663),(15 102.95978),(16 104.190056),(17 105.303635),(18 105.38011),(19 107.57131),(20 109.41164),(21 109.89533),(22 110.06077),(23 109.6953),(24 108.969376),(25 109.630066),(26 109.93347),(27 108.32332),(28 107.632935),(29 106.320625),(30 105.31763),(31 104.04378),(32 104.37271),(33 103.529686),(34 103.33185),(35 104.49401),(36 104.05938),(37 104.897),(38 105.4905),(39 104.41722),(40 103.895454),(41 104.74346),(42 104.601425),(43 104.82071),(44 105.7295),(45 104.81057),(46 104.80609),(47 105.24926),(48 105.543564),(49 105.68259),(50 107.099754),(51 107.02032),(52 108.48205),(53 107.75323),(54 108.23228),(55 107.53772),(56 107.31472),(57 106.19442),(58 105.57588),(59 105.72934),(60 105.567505),(61 106.238625),(62 107.223305),(63 106.41493),(64 106.18242),(65 106.04715),(66 108.4929),(67 108.86047),(68 109.4473),(69 109.30318),(70 110.182816),(71 110.23124),(72 110.088905),(73 110.42995),(74 110.207825),(75 109.77915),(76 110.863396),(77 111.36419),(78 111.51697),(79 112.2704),
(1 49.12957),(2 59.918133),(3 66.97231),(4 72.01955),(5 75.52882),(6 79.093544),(7 82.59708),(8 85.80252),(9 87.384605),(10 89.441345),(11 92.637856),(12 94.73464),(13 95.16528),(14 98.175),(15 99.51054),(16 101.07072),(17 101.74096),(18 101.98878),(19 103.16749),(20 102.44783),(21 103.016365),(22 103.567444),(23 102.63592),(24 102.28761),(25 101.72886),(26 102.16298),(27 101.36014),(28 100.675156),(29 99.17949),(30 99.19511),(31 99.597206),(32 99.4015),(33 98.428154),(34 98.76919),(35 98.955124),(36 100.05909),(37 99.778755),(38 100.68808),(39 98.79867),(40 98.78013),(41 100.292244),(42 100.31276),(43 100.27165),(44 101.296524),(45 101.351105),(46 101.49918),(47 101.31314),(48 101.7528),(49 101.79587),(50 102.079796),(51 101.13584),(52 102.27153),(53 102.23992),(54 101.61147),(55 101.393715),(56 101.193214),(57 99.9035),(58 100.43547),(59 99.84916),(60 99.934494),(61 99.808426),(62 99.321205),(63 100.04552),(64 99.58154),(65 100.40641),(66 100.93454),(67 101.2364),(68 102.110275),(69 101.937675),(70 102.71738),(71 101.80747),(72 102.92485),(73 102.785446),(74 102.99379),(75 102.39109),(76 104.05496),(77 104.986336),(78 105.262085),(79 103.53321),
(1 48.195255),(2 58.34427),(3 66.25763),(4 70.64003),(5 73.95566),(6 77.68955),(7 80.50562),(8 82.44376),(9 85.12962),(10 87.43809),(11 88.80806),(12 91.778656),(13 92.40373),(14 96.14835),(15 97.2259),(16 99.51291),(17 100.88826),(18 102.37838),(19 103.5027),(20 102.72937),(21 103.49824),(22 104.058235),(23 103.60566),(24 102.98862),(25 102.82106),(26 102.80895),(27 101.35481),(28 102.04143),(29 101.43546),(30 100.82034),(31 101.085846),(32 100.59364),(33 99.615105),(34 99.832886),(35 99.219894),(36 99.80505),(37 100.12212),(38 100.68373),(39 98.75888),(40 98.92192),(41 99.70013),(42 99.66714),(43 99.35521),(44 100.8791),(45 100.63256),(46 101.32022),(47 101.23903),(48 101.97072),(49 101.29505),(50 102.14226),(51 100.30703),(52 100.270035),(53 100.74062),(54 100.626434),(55 101.26691),(56 101.130196),(57 100.64868),(58 99.86102),(59 100.30144),(60 99.490715),(61 99.844475),(62 99.90058),(63 100.705635),(64 100.08731),(65 99.77929),(66 99.927246),(67 100.79857),(68 100.67149),(69 100.57715),(70 100.68347),(71 100.998116),(72 101.17048),(73 101.51521),(74 101.80706),(75 102.44772),(76 102.94617),(77 103.33032),(78 103.005615),(79 102.27995),
(1 48.81954),(2 59.025196),(3 65.82709),(4 71.12744),(5 74.588135),(6 79.149956),(7 81.94073),(8 84.874275),(9 86.693054),(10 89.04687),(11 91.60885),(12 94.23667),(13 95.71018),(14 99.83626),(15 100.53139),(16 100.844315),(17 102.62806),(18 103.27567),(19 103.09063),(20 102.136734),(21 103.53807),(22 103.643105),(23 102.7726),(24 102.084175),(25 101.47001),(26 100.78259),(27 99.86547),(28 100.832275),(29 100.20698),(30 100.06235),(31 99.98004),(32 99.25751),(33 99.4593),(34 99.89992),(35 98.70546),(36 100.00548),(37 100.4682),(38 100.94858),(39 99.7331),(40 100.018684),(41 100.57049),(42 99.903984),(43 101.5775),(44 100.64556),(45 101.430176),(46 101.498024),(47 100.36127),(48 101.661606),(49 101.51728),(50 101.19071),(51 101.2142),(52 100.525856),(53 100.0608),(54 100.42985),(55 100.88726),(56 99.892944),(57 99.4068),(58 98.93195),(59 99.03215),(60 99.55478),(61 99.147995),(62 101.02994),(63 100.29086),(64 101.34724),(65 101.097015),(66 102.1805),(67 102.44213),(68 103.22712),(69 103.0602),(70 103.920395),(71 104.50014),(72 104.37196),(73 103.838684),(74 104.881966),(75 105.44796),(76 105.151566),(77 105.60483),(78 105.55995),(79 105.296425),
