1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1420020.6),(2 3820077.3),(3 8848880),(4 12631069),(5 14162619),(6 14996735),(7 13565416),(8 11994328),(9 11815427),(10 12810357),(11 13942371),(12 14484775),(13 15349973),(14 15335512),(15 15475581),(16 15792013),(17 15298751),(18 14669379),(19 14125469),(20 14380375),(21 14671635),(22 15590681),(23 16783734),(24 18154450),(25 20256010),(26 22912416),(27 26242070),(28 28250562),(29 29449434),(30 29885066),(31 30084480),(32 29028022),(33 27393706),(34 27470234),(35 25937642),(36 26285206),(37 28599430),(38 30601174),(39 33388954),(40 34392104),(41 34460812),(42 34152604),(43 33629812),(44 33396278),(45 33048912),(46 31825282),(47 30291632),(48 29662554),(49 28613898),(50 25536682),(51 21838118),(52 19381358),(53 18454598),(54 19308854),(55 20052024),(56 20590808),(57 21018406),(58 21783808),(59 22246706),(60 22457414),(61 23063208),(62 23595774),(63 24691312),(64 25596314),(65 24875186),(66 24763210),(67 25488354),(68 25329130),(69 25226762),(70 24923434),(71 24626336),(72 25350378),(73 26217914),(74 26963742),(75 28252194),(76 29116342),(77 29386962),(78 30300962),(79 30765442),
(1 143367.92),(2 288910.13),(3 434080.75),(4 522945.22),(5 576024.75),(6 642049.7),(7 692245.3),(8 743643.56),(9 770439.94),(10 808094),(11 842546.9),(12 888984.06),(13 908688.5),(14 921061.75),(15 943528.56),(16 957750.75),(17 981420.2),(18 997616.94),(19 1002439.94),(20 1001394.75),(21 999647.94),(22 1004902.1),(23 1017378.9),(24 1027706.6),(25 1041832.44),(26 1065243.5),(27 1082684.9),(28 1087383.9),(29 1087908.5),(30 1082315.6),(31 1085855.8),(32 1105393.8),(33 1105175.4),(34 1094062.5),(35 1105946.8),(36 1107531),(37 1120696.1),(38 1124513.4),(39 1136510),(40 1142267),(41 1143620.5),(42 1148154.8),(43 1167730.5),(44 1182125),(45 1184345.9),(46 1180516.8),(47 1190575.4),(48 1190618.8),(49 1187777.3),(50 1179158.4),(51 1171089),(52 1162633.1),(53 1163217),(54 1169132.6),(55 1180188),(56 1190188.3),(57 1196081.6),(58 1192347.5),(59 1190600.1),(60 1206699.1),(61 1208866.8),(62 1214407.9),(63 1216603.3),(64 1228244.3),(65 1238313.6),(66 1252184.9),(67 1252218.5),(68 1252223),(69 1242982.6),(70 1240764.6),(71 1232084.8),(72 1229365),(73 1225830.3),(74 1202675.3),(75 1205654.6),(76 1218081),(77 1216693.8),(78 1214483.8),(79 1210702),
(1 135952.19),(2 276132),(3 417683.56),(4 510007.75),(5 565586.3),(6 621860.8),(7 673179.56),(8 709530.56),(9 740811.56),(10 786795.4),(11 823499.56),(12 858790),(13 876288.7),(14 892855.6),(15 911376.7),(16 927196.2),(17 936638.3),(18 953445.25),(19 966463.7),(20 977076.94),(21 987172.1),(22 995877.1),(23 1027537),(24 1050453.3),(25 1067037.4),(26 1091982.9),(27 1116404),(28 1145300.3),(29 1157039.9),(30 1163467.6),(31 1164975),(32 1181294.9),(33 1189596.6),(34 1192921.9),(35 1218560.4),(36 1230687.3),(37 1241469),(38 1244270.4),(39 1243399.9),(40 1241605.3),(41 1231630.9),(42 1219737.4),(43 1199708.4),(44 1181925.9),(45 1165789.5),(46 1155089.9),(47 1140286),(48 1126314.8),(49 1111438.6),(50 1089130),(51 1077767.5),(52 1075070.8),(53 1079680),(54 1085788.4),(55 1088894.9),(56 1103178.3),(57 1103174.1),(58 1105115.8),(59 1103834.4),(60 1112340.3),(61 1120675.8),(62 1125867.5),(63 1147857.5),(64 1169662.6),(65 1176359.6),(66 1182709),(67 1186406.6),(68 1187497.4),(69 1183138.6),(70 1189561.3),(71 1191836.1),(72 1193641.4),(73 1194577.1),(74 1184607),(75 1182827.9),(76 1193015.6),(77 1199802),(78 1208257.5),(79 1214238.1),
(1 136380.17),(2 279124.03),(3 417760.78),(4 506217.88),(5 565463),(6 631210.44),(7 689526.2),(8 722383.75),(9 745330.4),(10 772876.44),(11 810425),(12 843830.06),(13 854266.94),(14 852723.25),(15 877310.06),(16 891974.94),(17 904802.44),(18 906267.94),(19 914853.25),(20 925934.94),(21 941553.8),(22 957560.6),(23 958826.94),(24 968362.44),(25 973609.94),(26 974445.06),(27 1000640),(28 1000864.5),(29 999436),(30 1001186.3),(31 1013742.5),(32 1038615.5),(33 1055818.5),(34 1058142.8),(35 1043408.9),(36 1060946.1),(37 1062002.8),(38 1074447.4),(39 1079037.9),(40 1077467.1),(41 1072652.4),(42 1070115.1),(43 1072814.9),(44 1071362.3),(45 1074464.5),(46 1068755),(47 1059830.8),(48 1069084.3),(49 1066821.3),(50 1047733.7),(51 1033798.44),(52 1027133.06),(53 1025852.44),(54 1026602.6),(55 1022086.2),(56 1031479.56),(57 1034573.06),(58 1039158.75),(59 1053161.3),(60 1060941),(61 1065398.3),(62 1073723.8),(63 1073052.6),(64 1068699.4),(65 1067549.6),(66 1067637.4),(67 1070723),(68 1077528.5),(69 1078250.4),(70 1071235.9),(71 1093530.6),(72 1090351),(73 1093527.6),(74 1094618),(75 1101060.9),(76 1102176.4),(77 1099649.5),(78 1112966),(79 1116948.5),
(1 132666.88),(2 269334.6),(3 414811.47),(4 495786.9),(5 547332.3),(6 601049.75),(7 660572.94),(8 708247.2),(9 737753.06),(10 775036.94),(11 808367.7),(12 839491.06),(13 863895.75),(14 875392.2),(15 903634.94),(16 910330.7),(17 914492.9),(18 915562.44),(19 916050.25),(20 923276.1),(21 936479.4),(22 946317.3),(23 973585.1),(24 1009517.9),(25 1022318.9),(26 1035824),(27 1054032),(28 1070966.8),(29 1077684.4),(30 1084194.5),(31 1082178.6),(32 1086653.1),(33 1088038.3),(34 1073390.8),(35 1076482.1),(36 1078467.3),(37 1082005.8),(38 1088041.1),(39 1087233.5),(40 1104216),(41 1105126.3),(42 1089463.4),(43 1071775.3),(44 1073696.9),(45 1074651.8),(46 1075885.4),(47 1113725.9),(48 1139768.3),(49 1146553),(50 1155736.9),(51 1151681.8),(52 1153575.9),(53 1154490.6),(54 1141446),(55 1135348.1),(56 1148355.9),(57 1159773.1),(58 1150616),(59 1143216.4),(60 1123987.9),(61 1112622.8),(62 1113076.9),(63 1096612.9),(64 1088486.8),(65 1080608),(66 1069895.6),(67 1073945.3),(68 1092063.9),(69 1089772.9),(70 1072796.4),(71 1063532.9),(72 1054687.5),(73 1049228.9),(74 1038828.1),(75 1025366.8),(76 1021576.25),(77 1020462.4),(78 1024234.3),(79 1029525.3),
(1 127444.734),(2 257904.77),(3 386558.8),(4 468503.28),(5 520906.56),(6 570044.7),(7 618971.1),(8 648194.56),(9 669523.4),(10 693459.25),(11 725669.1),(12 756601),(13 775118.9),(14 789658.7),(15 814783.3),(16 819697),(17 824746.9),(18 824098.94),(19 829198.2),(20 827699.9),(21 831876.2),(22 845110.5),(23 855802.4),(24 871625.44),(25 884919.7),(26 899312.5),(27 920615.1),(28 940490.44),(29 950362.75),(30 966087),(31 972933.44),(32 981699.75),(33 993696.4),(34 997001.1),(35 994858.9),(36 997587.9),(37 995320.9),(38 986856.6),(39 984933.94),(40 992775.75),(41 996615.75),(42 998595.6),(43 977852.25),(44 971397.4),(45 968087.4),(46 960071.94),(47 973657.5),(48 987484.75),(49 999780.75),(50 994963.2),(51 1002358.56),(52 1009972.6),(53 1007832.06),(54 1007213.56),(55 1011061.56),(56 1031983.3),(57 1038247.2),(58 1039639),(59 1039435.75),(60 1029924.06),(61 1033176.56),(62 1023815.4),(63 1020264.9),(64 1016954.6),(65 1014464.7),(66 1008974.1),(67 995020.7),(68 990073.9),(69 984695.5),(70 986054.75),(71 980378.56),(72 978283.9),(73 975995.6),(74 961757.3),(75 950355.8),(76 945913.4),(77 939859.94),(78 941197.94),(79 942289.2),
(1 122464.55),(2 249060.88),(3 375007.88),(4 456012.22),(5 510736.16),(6 561097.8),(7 628761.4),(8 684433.8),(9 726343.56),(10 759230.3),(11 794295.25),(12 829783.7),(13 847725.44),(14 853067.25),(15 871434.7),(16 879879.56),(17 881558.44),(18 876633.06),(19 885535.6),(20 890051.94),(21 890416.06),(22 890680.44),(23 911684.4),(24 929118.25),(25 931560.8),(26 944714.7),(27 954303.1),(28 970145.9),(29 977828.25),(30 981303.1),(31 995341.5),(32 1021431.94),(33 1031182.5),(34 1021289.3),(35 1019985.7),(36 1018355.75),(37 1014329.4),(38 1011532.8),(39 1011752.44),(40 1000122.94),(41 986052.25),(42 967168.9),(43 960127.7),(44 959311.7),(45 960893),(46 952386.25),(47 940799.94),(48 947954.3),(49 954194.5),(50 952441.56),(51 952231.7),(52 946809.8),(53 935045.75),(54 932773.75),(55 929215.7),(56 939302.1),(57 938404.06),(58 928802.25),(59 931054.06),(60 934612.1),(61 931579.7),(62 938153.9),(63 941130.3),(64 951573.5),(65 961463),(66 963788.4),(67 964696.3),(68 966145.1),(69 962104.1),(70 964801.3),(71 966624.44),(72 971608.4),(73 974812.6),(74 978027.1),(75 976122.1),(76 980458.1),(77 986527),(78 995965.75),(79 1002379.75),
(1 120972.164),(2 249750.67),(3 375717.53),(4 456346.38),(5 502929.88),(6 546142.25),(7 584817),(8 621671.44),(9 643405.4),(10 671214.3),(11 700881.1),(12 741065),(13 760942),(14 776644.94),(15 791992),(16 811239.3),(17 828241.75),(18 846491.25),(19 858051.9),(20 872856.94),(21 882612.94),(22 889753.4),(23 907895.9),(24 922748.4),(25 927332.7),(26 920472.44),(27 932063.2),(28 953120.1),(29 959787.9),(30 965683.3),(31 954251.9),(32 968000.75),(33 972211.4),(34 967510.56),(35 963595.9),(36 961952.5),(37 952698.06),(38 942855.6),(39 946454.06),(40 947051.3),(41 940705.6),(42 931779),(43 924184),(44 924109.4),(45 926458.4),(46 919076.2),(47 933675.06),(48 942108.7),(49 947925.1),(50 940988.75),(51 928143.1),(52 931333),(53 928505.56),(54 927972.06),(55 924343.94),(56 933215.94),(57 938973.94),(58 937936),(59 942939.6),(60 946187.06),(61 943385.1),(62 942673.8),(63 927571.44),(64 933392),(65 940459.7),(66 935989.56),(67 935971.3),(68 940412.2),(69 942117.9),(70 943058.06),(71 961123.94),(72 972300.2),(73 975658),(74 978843),(75 978831.9),(76 980262.9),(77 981260.75),(78 986069.4),(79 988937.25),
(1 119744.01),(2 243636.94),(3 361356.5),(4 438680.78),(5 489933.06),(6 540981.25),(7 584349.94),(8 617377.5),(9 634067.2),(10 648918.44),(11 668243.94),(12 689530.94),(13 704767.2),(14 718341.9),(15 737330.44),(16 750606.56),(17 757234.44),(18 756266.9),(19 771442.94),(20 779555.8),(21 787722.2),(22 783925.94),(23 783977.7),(24 781283),(25 777063.7),(26 775378.06),(27 774879.4),(28 786682.56),(29 794819.56),(30 799450.7),(31 814879.3),(32 834519.5),(33 850889.8),(34 874988.44),(35 890495.6),(36 894249.5),(37 900204.06),(38 907491.94),(39 918973.94),(40 931059.25),(41 931923.3),(42 927094.6),(43 934510.1),(44 936622.9),(45 930589.44),(46 926104),(47 927534.56),(48 928023.3),(49 936352.3),(50 933776),(51 939520.06),(52 944174.56),(53 950462.9),(54 950754.3),(55 959014.1),(56 968997.25),(57 975759.4),(58 985449.7),(59 993567.6),(60 988287.6),(61 980425.25),(62 972146.44),(63 976444.5),(64 974209.5),(65 972157.44),(66 968687.06),(67 966476.44),(68 973359.7),(69 975691.2),(70 967033.5),(71 974936.4),(72 976542.3),(73 978075.9),(74 970853.6),(75 964342.75),(76 956498.06),(77 953797.56),(78 965217.1),(79 969342.25),
(1 113401.086),(2 234518.44),(3 354034.78),(4 436710.9),(5 483780.5),(6 523773.88),(7 568539.1),(8 615570.44),(9 648923.9),(10 674199.75),(11 705156.1),(12 729848.25),(13 741970.25),(14 740179.1),(15 756133.94),(16 775594.6),(17 788610.5),(18 794656.7),(19 799969.3),(20 816610.4),(21 819632),(22 823515.06),(23 827873.1),(24 838471.56),(25 847807.06),(26 855201.56),(27 866099.06),(28 878412.75),(29 882894.3),(30 894141.1),(31 897193.2),(32 911951.25),(33 913631.56),(34 912186.06),(35 913750.25),(36 925887.44),(37 929908.06),(38 931553.75),(39 935686.8),(40 941548.06),(41 941440),(42 939684.75),(43 937424.94),(44 942316.3),(45 937740.1),(46 933608.4),(47 933960.3),(48 940833.2),(49 940789.06),(50 946945.75),(51 947832.5),(52 955310),(53 962926.3),(54 958043.7),(55 950519.75),(56 956268.75),(57 950827.3),(58 945534.44),(59 927165.44),(60 916074.2),(61 912185.6),(62 907234.5),(63 905930.94),(64 909271.7),(65 911177.44),(66 910387.25),(67 906279.25),(68 913021.1),(69 908478.8),(70 901448.9),(71 896497.6),(72 899230.25),(73 899756.9),(74 899865),(75 898744.25),(76 891640.8),(77 889631.44),(78 887658),(79 885923.06),
(1 109005.74),(2 220878.42),(3 336638.94),(4 409083.22),(5 458057.1),(6 508634.38),(7 553616.44),(8 595543.6),(9 620557.06),(10 636254.3),(11 654038.1),(12 679131.4),(13 693947.44),(14 709566.7),(15 736471.2),(16 751889.1),(17 759168.2),(18 750605.6),(19 759595.8),(20 768445.9),(21 772892),(22 775662.75),(23 778748.44),(24 793650.8),(25 800601.6),(26 799372.06),(27 810117.6),(28 819994.8),(29 822965.6),(30 828429.2),(31 846106.2),(32 861999.2),(33 877579.2),(34 883030.1),(35 885499.3),(36 896921.1),(37 899771.25),(38 894229.75),(39 886029.8),(40 890296.25),(41 882876),(42 876638.44),(43 871244.5),(44 865803.75),(45 861372.44),(46 857194.94),(47 852095),(48 864775.4),(49 869957.25),(50 871788.06),(51 885082.94),(52 886106.1),(53 890837.06),(54 888885.9),(55 893510.75),(56 896249.06),(57 896285.6),(58 885935.2),(59 885129.1),(60 877928.44),(61 870814.44),(62 855194.75),(63 853346.25),(64 848250.94),(65 846201.8),(66 836915.2),(67 833068.06),(68 835101.3),(69 833154.1),(70 827747.5),(71 830002.06),(72 828915.75),(73 828080.1),(74 826152.7),(75 831647.9),(76 829485.75),(77 826540.25),(78 822332),(79 821426.8),
(1 106186.99),(2 213933.75),(3 326358.7),(4 395482.9),(5 435334.44),(6 473205.56),(7 508573.5),(8 536566.56),(9 557450),(10 587911.7),(11 613431.4),(12 639815.4),(13 651058),(14 659891.06),(15 688521.75),(16 709966.06),(17 724267.1),(18 737396.2),(19 741157.94),(20 749505.2),(21 754283.2),(22 748476.2),(23 758968.6),(24 766818.7),(25 765199.94),(26 767475.7),(27 783280),(28 795059.06),(29 797921.6),(30 805824.7),(31 815176.7),(32 837018.4),(33 843272.4),(34 837659.8),(35 839152),(36 842423.2),(37 843592.9),(38 848657.2),(39 855448.5),(40 867174.25),(41 869862.56),(42 867584.1),(43 861408.8),(44 857253.7),(45 851581.56),(46 832118.9),(47 819124.06),(48 820363.2),(49 819371),(50 818191.3),(51 817777.06),(52 820244.94),(53 826223.7),(54 826948.1),(55 820741.8),(56 813413.2),(57 808254.2),(58 799968.1),(59 804791.9),(60 810757.4),(61 817878.44),(62 823096.7),(63 832782.5),(64 837247.75),(65 843182.4),(66 839149.75),(67 836036.44),(68 837458),(69 840105.2),(70 832710.75),(71 829256.4),(72 818443.4),(73 807708.44),(74 807164.5),(75 810571),(76 805058.3),(77 800885.7),(78 794600.25),(79 792098),
(1 108869.65),(2 223966.02),(3 342697.4),(4 417490.22),(5 462713.63),(6 501888.72),(7 531941.2),(8 554763.2),(9 566088.56),(10 576463),(11 594053.2),(12 623526.6),(13 643479.4),(14 655424.4),(15 673205.9),(16 685968.7),(17 702421.3),(18 709440.2),(19 714227.9),(20 730201.94),(21 733412.6),(22 733682),(23 725537.5),(24 721134.8),(25 720353.7),(26 727356.25),(27 736206.75),(28 747762),(29 755337.94),(30 760712.7),(31 770115.75),(32 780210.8),(33 782558.25),(34 777660.06),(35 764275.2),(36 766181.75),(37 762503.7),(38 769144.06),(39 777308.44),(40 788445.44),(41 789848),(42 791140.1),(43 794288.5),(44 792987.25),(45 792712.2),(46 786004.7),(47 779427.7),(48 783286.3),(49 791343.6),(50 797190.8),(51 809583.5),(52 814979.5),(53 814851.9),(54 806090.7),(55 803247.44),(56 801301.5),(57 793425.5),(58 785892.2),(59 777719.6),(60 778967.25),(61 781506.1),(62 787021.2),(63 793763.8),(64 808572.44),(65 820478.5),(66 824496.1),(67 836824.06),(68 837219.7),(69 841181),(70 840216.4),(71 850035.3),(72 854237.44),(73 853052.2),(74 857833.56),(75 860268.1),(76 869843.25),(77 864102.25),(78 863849.06),(79 863635.4),
(1 104243.6),(2 208930),(3 310458.13),(4 376873.22),(5 413532.88),(6 448829.44),(7 483871.13),(8 516744.03),(9 537545.9),(10 556876.56),(11 585983.56),(12 614731.5),(13 629356.8),(14 632864.1),(15 647729.56),(16 659290.7),(17 665976.75),(18 666990.75),(19 677364.9),(20 687707.1),(21 696209.7),(22 705026.44),(23 712981.9),(24 723951.9),(25 732196.8),(26 735813.2),(27 756614.5),(28 766265.6),(29 774178.44),(30 780402.8),(31 789214.25),(32 807289.06),(33 816476.06),(34 819150.44),(35 818789.94),(36 816765.44),(37 807545.7),(38 800911.25),(39 799698.25),(40 796030.5),(41 787925.5),(42 780228.06),(43 773577.7),(44 763960.5),(45 755059.3),(46 742641.06),(47 735047.2),(48 729487.7),(49 730520.1),(50 723191.25),(51 715357.25),(52 723483.44),(53 725063.3),(54 725496.9),(55 730414.9),(56 735919.3),(57 736196.3),(58 737259.3),(59 738858.1),(60 743083.75),(61 748214.4),(62 749016),(63 758324.7),(64 762530.56),(65 771157.6),(66 774341.25),(67 774599.3),(68 788946.3),(69 794271.5),(70 797503.56),(71 804670.5),(72 801960.25),(73 799220.5),(74 791185.1),(75 791729.9),(76 784164.25),(77 780704.56),(78 780443.7),(79 779750.8),
(1 101764.055),(2 205745.58),(3 308847.4),(4 373163.56),(5 407067.1),(6 440077.03),(7 473132),(8 501774.75),(9 513350.4),(10 527722.75),(11 544971.44),(12 560876.8),(13 567041.94),(14 575997.7),(15 582089.6),(16 586156.5),(17 593978),(18 595504),(19 604895.44),(20 623085.94),(21 630862.06),(22 637903.25),(23 639010.56),(24 651536.5),(25 660002.6),(26 658782.25),(27 666776.06),(28 678937.8),(29 682432.2),(30 683545.44),(31 681434.9),(32 685321.1),(33 688473.44),(34 684031.8),(35 684769.6),(36 688070.25),(37 683362.9),(38 685854.1),(39 688385),(40 693654.75),(41 692331.8),(42 689062.94),(43 686838.06),(44 682001.7),(45 674621.94),(46 665323.06),(47 666445.5),(48 668829.5),(49 675172.5),(50 679843.56),(51 679265.56),(52 678459.3),(53 677590.25),(54 675941.2),(55 684144.94),(56 689611.9),(57 691096.75),(58 685513.25),(59 686108.4),(60 688275.06),(61 691298.6),(62 698530.25),(63 705400.25),(64 714037.9),(65 718470.2),(66 719720.44),(67 726522.56),(68 740141.56),(69 746534.06),(70 747718.1),(71 746428.4),(72 750814.44),(73 749950.9),(74 751977.75),(75 753612.25),(76 748860.4),(77 743759.4),(78 732544.9),(79 728946.6),
(1 100084.96),(2 203946.06),(3 304436.13),(4 372825.63),(5 415518.16),(6 450936.16),(7 482437.6),(8 507282.06),(9 517458.78),(10 528884.94),(11 540362.06),(12 556796.94),(13 571842.06),(14 587171.3),(15 601783.06),(16 612528.1),(17 609072.4),(18 603860.8),(19 599397.1),(20 603180.6),(21 600691.4),(22 596714.8),(23 592922.1),(24 600214.25),(25 608364.3),(26 614813.56),(27 625584.56),(28 627484.7),(29 626933.9),(30 630196.8),(31 635796.44),(32 647429.06),(33 658809.6),(34 663461.5),(35 671712.25),(36 689783.1),(37 698656.06),(38 710548.8),(39 717323.06),(40 720819.2),(41 714511.06),(42 708806.06),(43 700638.56),(44 698667.3),(45 692570.06),(46 683307.8),(47 683467.4),(48 686892.94),(49 689442.3),(50 694120.1),(51 697060.94),(52 692687.4),(53 694152.75),(54 695981.94),(55 700498.8),(56 708884.2),(57 712394.44),(58 717055.94),(59 729851.3),(60 744318.56),(61 755536.75),(62 761681.8),(63 763392.6),(64 767779.7),(65 769874.94),(66 771508.06),(67 775257.06),(68 779886.8),(69 780625.2),(70 779147.25),(71 783676.8),(72 780812.4),(73 774983.8),(74 763063.25),(75 759281.6),(76 764210.44),(77 759397.9),(78 750448.5),(79 744583),
(1 93835.73),(2 190832.9),(3 283741.6),(4 341368.44),(5 377013.8),(6 413824.8),(7 450969.97),(8 481469.88),(9 507244.16),(10 525531.6),(11 548250.5),(12 570971.2),(13 582600.3),(14 591455.9),(15 607444.56),(16 617798.9),(17 621389.4),(18 626945.75),(19 634091.7),(20 641056.7),(21 648694.94),(22 654888.5),(23 665194.56),(24 668103.2),(25 667847),(26 662060.2),(27 662596.06),(28 666653.94),(29 670207.75),(30 662445.94),(31 659368.8),(32 665123.6),(33 669010.1),(34 673027.3),(35 679435.44),(36 687263.2),(37 689881.44),(38 691493.9),(39 706894.1),(40 715590.56),(41 713622.2),(42 705358.8),(43 693060.1),(44 692485.2),(45 693271.06),(46 690469.44),(47 695104.4),(48 701753.9),(49 703771.44),(50 700691.06),(51 698955.9),(52 704644.1),(53 703062.6),(54 693229.94),(55 682721.9),(56 682921),(57 679950.44),(58 680767.2),(59 674479.9),(60 666760.4),(61 658972.3),(62 647626.56),(63 646713.8),(64 649943.7),(65 651959.8),(66 656004.5),(67 664232.94),(68 673266.4),(69 678138),(70 681941.4),(71 686190.2),(72 688540.2),(73 695841.94),(74 697218.3),(75 704417.6),(76 708819.5),(77 706952.06),(78 711195.44),(79 713397.6),
(1 93801.945),(2 186911),(3 280670.1),(4 338794.47),(5 375507.06),(6 410132.2),(7 444080.06),(8 467526.6),(9 478145.13),(10 487543.38),(11 504280.2),(12 519820.47),(13 524654.94),(14 525116.44),(15 535976.9),(16 544977.75),(17 548314.9),(18 546228.94),(19 547200.94),(20 553819.94),(21 557988.44),(22 560894),(23 566853.25),(24 572027.44),(25 574065.94),(26 575910.94),(27 579728.1),(28 589233),(29 592472.3),(30 589847.9),(31 591216.06),(32 603087.7),(33 607949.1),(34 616314),(35 624041.6),(36 636209.7),(37 645260.7),(38 654244.4),(39 663441.75),(40 667608.7),(41 660645.1),(42 651155.1),(43 646010.44),(44 649831.06),(45 650967.9),(46 649817.6),(47 659385.2),(48 672333.56),(49 681048.7),(50 689525.25),(51 689784.2),(52 699591.75),(53 706185.06),(54 705506.8),(55 697447.06),(56 701671.2),(57 707684.9),(58 710520.06),(59 704880.2),(60 700541.9),(61 692515.1),(62 687121.94),(63 688380),(64 695366.4),(65 694958.2),(66 690529.3),(67 687826.1),(68 688207.94),(69 689056.8),(70 690498.4),(71 692335.44),(72 699531.25),(73 704089.06),(74 704318.06),(75 705492.1),(76 701774.56),(77 695298.7),(78 695404.2),(79 695041.56),
