1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 760.65106),(2 965.1989),(3 1001.2817),(4 982.1997),(5 1044.0947),(6 1083.8682),(7 1097.3848),(8 1114.591),(9 1107.2411),(10 1147.6929),(11 1200.4437),(12 1213.1611),(13 1189.4694),(14 1157.2028),(15 1213.3411),(16 1241.0996),(17 1256.6443),(18 1235.8239),(19 1249.2269),(20 1277.5402),(21 1267.3431),(22 1251.9213),(23 1248.9458),(24 1265.0804),(25 1279.021),(26 1259.6957),(27 1278.045),(28 1285.9742),(29 1266.4432),(30 1261.8816),(31 1258.121),(32 1272.7852),(33 1269.2281),(34 1294.9246),(35 1285.9836),(36 1308.0691),(37 1315.3936),(38 1286.1588),(39 1293.0425),(40 1311.656),(41 1324.8354),(42 1298.5166),(43 1301.4502),(44 1286.9337),(45 1297.835),(46 1291.9789),(47 1312.213),(48 1317.3506),(49 1336.7512),(50 1327.1433),(51 1353.5059),(52 1341.2181),(53 1342.2719),(54 1324.5337),(55 1329.9061),(56 1328.2185),(57 1338.6014),(58 1338.0597),(59 1317.7545),(60 1302.9438),(61 1311.4995),(62 1305.4575),(63 1316.9796),(64 1309.3701),(65 1330.7666),(66 1313.1895),(67 1291.9175),(68 1304.9226),(69 1303.5281),(70 1339.7216),(71 1326.4725),(72 1312.3743),(73 1306.4592),(74 1343.0215),(75 1326.5421),(76 1339.6416),(77 1307.6093),(78 1351.9437),(79 1375.7373),
(1 755.8871),(2 960.23645),(3 1002.4845),(4 972.6333),(5 1021.5783),(6 1080.9958),(7 1082.1246),(8 1094.8501),(9 1097.4235),(10 1137.5718),(11 1207.3145),(12 1185.5134),(13 1185.7567),(14 1177.7196),(15 1204.1483),(16 1205.6089),(17 1208.8032),(18 1235.3761),(19 1244.9882),(20 1249.699),(21 1227.9615),(22 1215.6658),(23 1228.2441),(24 1251.3319),(25 1236.6489),(26 1224.969),(27 1270.0802),(28 1275.9525),(29 1248.1982),(30 1236.5922),(31 1266.6996),(32 1280.1754),(33 1269.0886),(34 1294.2505),(35 1268.76),(36 1266.2665),(37 1297.447),(38 1272.235),(39 1287.2733),(40 1306.0303),(41 1287.6355),(42 1290.5929),(43 1296.0162),(44 1290.4),(45 1301.8527),(46 1299.5575),(47 1306.911),(48 1340.1592),(49 1319.1161),(50 1318.6741),(51 1311.7312),(52 1318.7338),(53 1324.9038),(54 1288.0154),(55 1306.2588),(56 1319.7498),(57 1333.0808),(58 1297.4523),(59 1262.3909),(60 1280.9774),(61 1297.202),(62 1282.2317),(63 1281.5796),(64 1310.7423),(65 1321.6136),(66 1307.5232),(67 1276.9227),(68 1283.7461),(69 1303.526),(70 1347.3599),(71 1328.7317),(72 1305.9237),(73 1309.4244),(74 1306.2941),(75 1310.8344),(76 1343.0608),(77 1310.498),(78 1339.212),(79 1360.4135),
(1 725.62726),(2 924.30994),(3 967.16254),(4 971.33765),(5 995.5887),(6 1069.9961),(7 1062.6436),(8 1075.0836),(9 1098.8795),(10 1126.6523),(11 1190.7721),(12 1188.6174),(13 1189.3906),(14 1175.2993),(15 1184.8768),(16 1178.2802),(17 1202.7557),(18 1246.1876),(19 1249.7495),(20 1244.2134),(21 1243.8306),(22 1218.3665),(23 1246.309),(24 1272.7941),(25 1238.993),(26 1217.6692),(27 1295.7444),(28 1279.2405),(29 1256.61),(30 1248.8676),(31 1275.2992),(32 1256.9642),(33 1267.7869),(34 1294.8207),(35 1266.7137),(36 1267.8413),(37 1309.7458),(38 1284.5778),(39 1305.3876),(40 1291.6846),(41 1260.5718),(42 1284.6143),(43 1272.8909),(44 1276.308),(45 1277.3712),(46 1280.6658),(47 1274.8535),(48 1319.057),(49 1284.6409),(50 1284.3887),(51 1272.4624),(52 1286.8181),(53 1319.8737),(54 1259.4956),(55 1275.7468),(56 1283.0316),(57 1291.6809),(58 1243.3949),(59 1239.7758),(60 1254.1747),(61 1266.3755),(62 1247.2572),(63 1246.7535),(64 1269.8282),(65 1276.649),(66 1265.2605),(67 1241.7826),(68 1244.1525),(69 1253.6523),(70 1293.1536),(71 1291.7668),(72 1263.106),(73 1269.2036),(74 1234.9688),(75 1269.4985),(76 1278.5598),(77 1257.4893),(78 1300.3005),(79 1302.3435),
(1 694.514),(2 874.871),(3 905.3128),(4 918.22687),(5 943.76874),(6 1014.5124),(7 1014.31915),(8 1020.8203),(9 1050.8977),(10 1066.9683),(11 1113.1514),(12 1142.2147),(13 1128.4567),(14 1102.0222),(15 1114.7079),(16 1140.122),(17 1149.6183),(18 1167.901),(19 1159.9868),(20 1162.1742),(21 1160.4805),(22 1173.9629),(23 1167.9036),(24 1157.9745),(25 1169.7544),(26 1168.9045),(27 1198.1685),(28 1184.3958),(29 1190.6349),(30 1186.0555),(31 1200.542),(32 1203.4412),(33 1193.2102),(34 1204.9152),(35 1196.9734),(36 1206.5319),(37 1229.7385),(38 1220.7911),(39 1214.4054),(40 1205.1957),(41 1208.2743),(42 1245.944),(43 1223.5208),(44 1212.3268),(45 1209.344),(46 1217.336),(47 1219.1158),(48 1233.2477),(49 1237.1306),(50 1230.7449),(51 1230.7139),(52 1237.6788),(53 1243.7914),(54 1217.0392),(55 1223.3693),(56 1226.3582),(57 1227.818),(58 1205.0973),(59 1233.6251),(60 1224.535),(61 1228.8527),(62 1223.8257),(63 1244.3552),(64 1259.1073),(65 1250.0566),(66 1263.2355),(67 1242.5702),(68 1250.697),(69 1260.9729),(70 1270.2289),(71 1287.7251),(72 1244.0746),(73 1259.8),(74 1237.931),(75 1268.9902),(76 1265.213),(77 1237.772),(78 1307.0813),(79 1285.2308),
(1 689.7406),(2 867.3869),(3 913.1174),(4 901.1006),(5 940.0512),(6 988.9972),(7 1011.30194),(8 1026.536),(9 1027.4236),(10 1058.5176),(11 1097.0275),(12 1118.5674),(13 1094.8969),(14 1082.7725),(15 1116.3253),(16 1148.4556),(17 1156.5259),(18 1143.8505),(19 1158.0258),(20 1176.6304),(21 1158.2046),(22 1175.502),(23 1166.3068),(24 1143.7422),(25 1180.9396),(26 1184.4814),(27 1191.1263),(28 1198.5009),(29 1212.9447),(30 1195.1245),(31 1194.1819),(32 1203.6096),(33 1202.9686),(34 1230.0204),(35 1215.9479),(36 1216.4396),(37 1219.3132),(38 1218.5121),(39 1206.2119),(40 1216.4645),(41 1206.1676),(42 1228.7946),(43 1212.7933),(44 1186.557),(45 1208.3793),(46 1192.7959),(47 1191.2346),(48 1188.7969),(49 1210.2775),(50 1189.3749),(51 1185.6729),(52 1206.9548),(53 1182.2502),(54 1170.7222),(55 1188.8823),(56 1190.7433),(57 1199.4332),(58 1200.0216),(59 1219.1082),(60 1211.1145),(61 1204.2693),(62 1226.188),(63 1233.9811),(64 1243.3494),(65 1238.2424),(66 1250.5156),(67 1246.9028),(68 1208.127),(69 1235.4105),(70 1245.4767),(71 1257.6807),(72 1221.9657),(73 1236.9906),(74 1240.573),(75 1239.2548),(76 1244.3203),(77 1231.6483),(78 1264.2161),(79 1270.9755),
(1 678.24725),(2 875.134),(3 923.9014),(4 900.7943),(5 953.29865),(6 993.12836),(7 1012.65216),(8 1034.187),(9 1005.0886),(10 1066.0505),(11 1121.8751),(12 1122.7573),(13 1088.631),(14 1095.9111),(15 1118.9386),(16 1140.0712),(17 1149.3396),(18 1145.8046),(19 1155.2944),(20 1166.0247),(21 1143.09),(22 1144.3066),(23 1114.6829),(24 1128.6475),(25 1137.6503),(26 1131.7662),(27 1147.6765),(28 1161.6578),(29 1160.9894),(30 1142.9645),(31 1145.9633),(32 1172.9667),(33 1163.6862),(34 1166.7832),(35 1167.0514),(36 1175.2811),(37 1169.6149),(38 1180.2686),(39 1177.2766),(40 1211.86),(41 1189.6395),(42 1198.322),(43 1229.7908),(44 1205.4048),(45 1202.4116),(46 1186.8059),(47 1192.4772),(48 1184.9402),(49 1217.2383),(50 1194.4828),(51 1195.9686),(52 1207.8684),(53 1200.2178),(54 1184.1292),(55 1215.3755),(56 1198.8285),(57 1220.1963),(58 1201.6901),(59 1211.466),(60 1196.2986),(61 1213.2898),(62 1242.0475),(63 1221.9104),(64 1227.4952),(65 1223.7344),(66 1232.969),(67 1219.5845),(68 1186.8699),(69 1189.753),(70 1209.3938),(71 1216.5912),(72 1189.3004),(73 1200.2257),(74 1209.7428),(75 1208.7427),(76 1208.6676),(77 1204.3547),(78 1203.367),(79 1223.1624),
(1 660.5626),(2 840.9284),(3 887.97156),(4 855.2347),(5 912.17285),(6 975.1607),(7 979.4418),(8 993.2049),(9 968.04224),(10 1025.6216),(11 1072.8247),(12 1076.0692),(13 1058.9128),(14 1051.7858),(15 1085.4261),(16 1106.6643),(17 1101.9425),(18 1112.3894),(19 1139.2294),(20 1145.7207),(21 1118.2174),(22 1127.4636),(23 1108.0062),(24 1137.5482),(25 1138.6392),(26 1126.986),(27 1141.1385),(28 1165.4319),(29 1145.2925),(30 1130.9226),(31 1146.1945),(32 1138.563),(33 1132.1622),(34 1142.0729),(35 1158.2079),(36 1152.9086),(37 1151.366),(38 1159.1843),(39 1162.9921),(40 1182.2985),(41 1165.6252),(42 1168.6183),(43 1198.4564),(44 1189.9388),(45 1178.1132),(46 1159.4899),(47 1174.6995),(48 1150.6335),(49 1177.9612),(50 1171.3846),(51 1159.9109),(52 1159.477),(53 1167.0936),(54 1159.8805),(55 1163.0177),(56 1162.4943),(57 1187.1102),(58 1171.7583),(59 1174.9268),(60 1186.4696),(61 1199.4188),(62 1208.219),(63 1203.659),(64 1201.5454),(65 1195.6865),(66 1218.5043),(67 1187.3252),(68 1163.7512),(69 1170.012),(70 1180.4133),(71 1189.1267),(72 1174.4949),(73 1180.0414),(74 1153.7208),(75 1159.794),(76 1165.0941),(77 1145.6315),(78 1163.5111),(79 1183.7144),
(1 678.0242),(2 837.0329),(3 885.31683),(4 857.2038),(5 897.4046),(6 973.9735),(7 976.4561),(8 989.2246),(9 973.69086),(10 1011.0565),(11 1055.1407),(12 1045.3375),(13 1041.8451),(14 1024.0181),(15 1061.9878),(16 1078.1116),(17 1065.0149),(18 1078.294),(19 1097.5084),(20 1113.4727),(21 1090.4047),(22 1085.5524),(23 1086.9573),(24 1092.6746),(25 1091.8943),(26 1096.3789),(27 1103.8328),(28 1113.4347),(29 1107.2955),(30 1113.5874),(31 1121.0994),(32 1114.3322),(33 1105.8323),(34 1113.8813),(35 1139.4706),(36 1125.6329),(37 1123.4746),(38 1136.4261),(39 1129.4645),(40 1147.0458),(41 1140.3671),(42 1142.4768),(43 1162.3562),(44 1150.0089),(45 1149.2448),(46 1119.0443),(47 1148.8237),(48 1130.3992),(49 1136.0582),(50 1152.3116),(51 1118.5049),(52 1139.2827),(53 1147.0376),(54 1127.6506),(55 1125.4612),(56 1132.5466),(57 1149.5006),(58 1124.4537),(59 1149.9973),(60 1160.993),(61 1149.9625),(62 1145.7675),(63 1165.3324),(64 1158.5641),(65 1153.166),(66 1180.3365),(67 1147.0049),(68 1157.206),(69 1167.9244),(70 1169.3647),(71 1173.9684),(72 1169.1136),(73 1177.977),(74 1157.9546),(75 1160.4193),(76 1180.6633),(77 1150.007),(78 1195.695),(79 1199.7709),
(1 688.8727),(2 835.383),(3 882.31445),(4 868.6331),(5 906.0401),(6 982.38715),(7 977.90466),(8 999.8731),(9 992.00195),(10 1024.4127),(11 1070.391),(12 1055.8184),(13 1051.8153),(14 1031.1122),(15 1061.4626),(16 1080.9012),(17 1082.0902),(18 1079.8203),(19 1087.2887),(20 1098.5939),(21 1082.5865),(22 1078.8752),(23 1082.2002),(24 1085.1082),(25 1077.9106),(26 1073.6656),(27 1087.5961),(28 1110.4316),(29 1078.5999),(30 1095.2728),(31 1113.4149),(32 1102.6049),(33 1105.0775),(34 1111.7948),(35 1116.9666),(36 1099.3749),(37 1105.0408),(38 1120.3021),(39 1108.3267),(40 1127.8167),(41 1130.2949),(42 1138.2457),(43 1146.0485),(44 1129.2744),(45 1138.6387),(46 1107.0544),(47 1135.4718),(48 1137.0919),(49 1125.0251),(50 1131.8258),(51 1135.4716),(52 1133.1084),(53 1147.9238),(54 1128.9382),(55 1143.6709),(56 1121.5018),(57 1159.3462),(58 1124.3138),(59 1158.3252),(60 1153.2914),(61 1151.3596),(62 1141.5261),(63 1153.2456),(64 1158.336),(65 1135.1476),(66 1169.9917),(67 1145.1676),(68 1154.0256),(69 1156.3593),(70 1147.6249),(71 1171.9237),(72 1152.1436),(73 1151.2736),(74 1165.8235),(75 1149.1149),(76 1163.2533),(77 1154.615),(78 1189.9481),(79 1179.3229),
(1 648.9826),(2 796.00397),(3 831.50305),(4 826.9746),(5 863.22375),(6 933.909),(7 920.2854),(8 927.0732),(9 941.4279),(10 979.9931),(11 1034.5656),(12 1032.5703),(13 1020.1916),(14 1004.16907),(15 1028.9829),(16 1050.439),(17 1056.0543),(18 1049.3737),(19 1073.5623),(20 1079.0887),(21 1063.4963),(22 1065.7754),(23 1081.2141),(24 1083.6526),(25 1064.8735),(26 1065.2719),(27 1081.4496),(28 1085.7509),(29 1073.9388),(30 1067.4503),(31 1083.3645),(32 1066.324),(33 1080.6581),(34 1094.4409),(35 1100.6349),(36 1090.2565),(37 1087.4233),(38 1107.2003),(39 1101.2504),(40 1103.34),(41 1101.0125),(42 1122.7382),(43 1084.465),(44 1094.4197),(45 1088.756),(46 1094.0206),(47 1100.1909),(48 1091.462),(49 1086.8644),(50 1075.3633),(51 1099.1703),(52 1096.8732),(53 1095.0345),(54 1099.6343),(55 1115.778),(56 1095.7058),(57 1116.383),(58 1111.0834),(59 1125.8882),(60 1129.3871),(61 1130.7532),(62 1130.8236),(63 1130.7565),(64 1145.2035),(65 1117.3971),(66 1156.3127),(67 1135.2081),(68 1146.1388),(69 1124.5367),(70 1128.1085),(71 1149.5554),(72 1125.5438),(73 1116.4084),(74 1152.3934),(75 1137.6965),(76 1123.8843),(77 1133.2129),(78 1146.9274),(79 1140.967),
(1 609.44806),(2 782.48236),(3 799.1892),(4 800.33813),(5 859.44434),(6 908.14905),(7 896.5439),(8 902.4912),(9 915.86194),(10 952.19836),(11 1012.2794),(12 1011.6077),(13 1008.4204),(14 1002.6685),(15 1015.9911),(16 1034.4701),(17 1035.964),(18 1024.6453),(19 1047.6797),(20 1070.2822),(21 1024.9147),(22 1024.2977),(23 1043.8984),(24 1035.367),(25 1009.39484),(26 1053.1984),(27 1061.3009),(28 1035.5037),(29 1064.2501),(30 1077.0311),(31 1082.5181),(32 1064.8254),(33 1085.6578),(34 1087.6493),(35 1086.7966),(36 1090.7683),(37 1073.6073),(38 1071.3737),(39 1086.0383),(40 1088.8254),(41 1070.1912),(42 1095.0833),(43 1069.09),(44 1060.0571),(45 1064.0065),(46 1097.8536),(47 1076.6469),(48 1062.1162),(49 1081.4841),(50 1076.4019),(51 1078.292),(52 1096.3032),(53 1083.2985),(54 1098.2834),(55 1086.5205),(56 1093.2943),(57 1094.8955),(58 1094.2759),(59 1085.9202),(60 1101.7491),(61 1089.5055),(62 1105.5613),(63 1110.223),(64 1109.8088),(65 1086.0767),(66 1131.8828),(67 1097.2931),(68 1112.8948),(69 1102.1721),(70 1109.0212),(71 1110.4633),(72 1114.4523),(73 1105.6671),(74 1112.3273),(75 1112.3204),(76 1117.6095),(77 1103.9008),(78 1121.1289),(79 1120.9147),
(1 595.36346),(2 765.04944),(3 776.2167),(4 770.3469),(5 830.76685),(6 892.0467),(7 883.03754),(8 899.75275),(9 908.4362),(10 946.7729),(11 1001.6565),(12 1013.8639),(13 1007.41583),(14 996.5406),(15 1010.31396),(16 1015.9333),(17 1019.2962),(18 1019.56085),(19 1031.5826),(20 1039.3069),(21 1018.848),(22 1016.2795),(23 1024.1989),(24 1028.0099),(25 1003.20197),(26 1025.0708),(27 1024.6462),(28 1006.88306),(29 1021.342),(30 1048.285),(31 1050.8729),(32 1054.9977),(33 1064.3784),(34 1065.6764),(35 1059.43),(36 1070.6256),(37 1061.338),(38 1050.3184),(39 1064.6831),(40 1061.1215),(41 1060.5907),(42 1067.1693),(43 1058.8448),(44 1050.3772),(45 1050.8368),(46 1071.3025),(47 1056.8303),(48 1052.9777),(49 1045.7042),(50 1058.0275),(51 1049.7483),(52 1054.7216),(53 1062.8757),(54 1057.8494),(55 1051.6094),(56 1051.457),(57 1057.074),(58 1069.246),(59 1056.9495),(60 1069.4819),(61 1056.2346),(62 1100.4073),(63 1084.8422),(64 1090.0106),(65 1065.3888),(66 1113.1797),(67 1074.3622),(68 1083.8728),(69 1088.0698),(70 1080.8907),(71 1072.3921),(72 1076.9717),(73 1084.5785),(74 1075.6936),(75 1076.1157),(76 1091.5621),(77 1083.5037),(78 1087.2257),(79 1067.4406),
(1 627.28345),(2 775.52875),(3 785.263),(4 774.1404),(5 828.1363),(6 889.85547),(7 879.8495),(8 903.6661),(9 899.5246),(10 930.85333),(11 978.96387),(12 997.0945),(13 983.89746),(14 976.61865),(15 1003.0232),(16 990.9175),(17 991.00055),(18 1002.09216),(19 1015.66956),(20 1021.6301),(21 999.237),(22 1008.49274),(23 1013.7799),(24 1022.0349),(25 1024.7196),(26 1027.9751),(27 1037.5648),(28 1033.7637),(29 1024.3656),(30 1032.6312),(31 1049.8457),(32 1045.7722),(33 1042.4747),(34 1052.1473),(35 1061.128),(36 1075.0333),(37 1053.667),(38 1044.055),(39 1045.4755),(40 1053.3439),(41 1052.601),(42 1064.769),(43 1042.3171),(44 1038.0011),(45 1034.0165),(46 1022.96515),(47 1046.1708),(48 1030.8658),(49 1032.2495),(50 1047.5917),(51 1040.7108),(52 1050.7258),(53 1062.7806),(54 1051.5641),(55 1036.1304),(56 1041.0459),(57 1037.5631),(58 1047.9869),(59 1048.1969),(60 1046.1455),(61 1059.4318),(62 1084.0292),(63 1068.4292),(64 1072.2727),(65 1060.024),(66 1089.3364),(67 1060.1669),(68 1061.5564),(69 1073.2527),(70 1060.9989),(71 1064.949),(72 1074.1625),(73 1078.0684),(74 1065.0269),(75 1063.3602),(76 1074.5748),(77 1062.6929),(78 1096.225),(79 1072.9005),
(1 634.20294),(2 770.2205),(3 783.26697),(4 768.42194),(5 819.12354),(6 868.33673),(7 866.5293),(8 892.20245),(9 875.8343),(10 909.7913),(11 960.6302),(12 972.5829),(13 950.74365),(14 941.06104),(15 974.00946),(16 979.56396),(17 969.95886),(18 960.5524),(19 966.7853),(20 978.2858),(21 958.24994),(22 944.6069),(23 955.15656),(24 972.7799),(25 966.8901),(26 971.6893),(27 1002.8493),(28 987.76434),(29 984.15),(30 1009.1015),(31 1019.53394),(32 1014.88403),(33 994.48676),(34 1012.9098),(35 1030.6572),(36 1031.2037),(37 1011.94305),(38 1009.24365),(39 1000.4368),(40 1026.5427),(41 1019.4828),(42 1028.7567),(43 1005.0098),(44 1010.9638),(45 1028.5597),(46 992.1862),(47 1016.6247),(48 1010.9394),(49 1004.2065),(50 1013.82745),(51 1023.4741),(52 1025.1403),(53 1027.0685),(54 1017.47107),(55 1016.57886),(56 1007.6715),(57 1017.3066),(58 1016.44586),(59 1019.7734),(60 1012.3547),(61 1037.5706),(62 1034.3406),(63 1036.9149),(64 1050.8566),(65 1048.7567),(66 1047.0466),(67 1044.5353),(68 1044.0005),(69 1044.6013),(70 1024.0162),(71 1054.7434),(72 1055.3071),(73 1051.3315),(74 1019.5844),(75 1032.7657),(76 1037.661),(77 1018.94165),(78 1070.201),(79 1050.6726),
(1 604.84534),(2 755.3997),(3 772.12933),(4 749.58777),(5 803.2878),(6 859.6067),(7 864.60254),(8 876.9571),(9 879.86884),(10 933.8915),(11 976.0846),(12 992.4555),(13 973.2279),(14 956.7943),(15 974.55206),(16 994.7355),(17 974.7608),(18 965.2817),(19 970.60944),(20 998.1288),(21 970.3068),(22 950.7363),(23 974.2333),(24 981.5052),(25 973.18243),(26 974.60693),(27 1012.8467),(28 1002.9828),(29 993.0293),(30 1015.11285),(31 1021.8384),(32 993.8953),(33 996.87427),(34 1009.9987),(35 1028.134),(36 992.9488),(37 1005.8665),(38 997.7976),(39 994.05273),(40 1005.2988),(41 1005.02386),(42 1018.63086),(43 985.2577),(44 1008.39484),(45 1011.94867),(46 994.01746),(47 1008.3114),(48 992.96954),(49 1001.8349),(50 1000.83276),(51 1037.4495),(52 1026.0782),(53 1018.72876),(54 1018.5658),(55 1028.6222),(56 1007.6298),(57 1026.8878),(58 1024.4152),(59 1024.8514),(60 1036.0366),(61 1042.6824),(62 1039.9279),(63 1041.0859),(64 1045.9125),(65 1059.8663),(66 1028.1177),(67 1043.199),(68 1046.1996),(69 1054.3915),(70 1051.3036),(71 1079.9268),(72 1065.8071),(73 1064.0292),(74 1033.8181),(75 1059.2245),(76 1054.8037),(77 1031.882),(78 1062.4565),(79 1066.9762),
(1 566.97174),(2 712.7413),(3 729.4055),(4 699.7154),(5 765.5652),(6 823.18097),(7 819.1183),(8 832.97455),(9 851.07275),(10 901.3799),(11 929.1332),(12 938.1863),(13 925.1885),(14 910.73096),(15 922.2844),(16 940.8705),(17 922.5251),(18 918.7359),(19 931.82294),(20 948.6407),(21 928.12415),(22 913.8951),(23 942.8374),(24 949.3035),(25 933.01544),(26 948.4996),(27 969.6059),(28 966.42267),(29 969.34674),(30 989.17285),(31 981.5798),(32 959.9473),(33 967.6357),(34 971.4896),(35 971.3425),(36 961.0811),(37 984.81177),(38 979.23505),(39 980.342),(40 973.34607),(41 967.35834),(42 984.0277),(43 964.1767),(44 970.4038),(45 972.44434),(46 977.23267),(47 965.2118),(48 960.8751),(49 986.26154),(50 961.85223),(51 983.3853),(52 971.6565),(53 990.2608),(54 1001.28784),(55 999.04553),(56 1007.4045),(57 1000.8908),(58 1020.7221),(59 992.5205),(60 1022.22327),(61 1004.993),(62 1004.03687),(63 1005.96204),(64 1012.7119),(65 1015.68384),(66 1012.62024),(67 1012.6812),(68 1012.16284),(69 1022.149),(70 1008.74896),(71 1032.9421),(72 1021.3434),(73 1009.86444),(74 1003.06995),(75 1013.13116),(76 1010.8082),(77 997.7253),(78 1003.01276),(79 1025.2595),
(1 552.72217),(2 688.9668),(3 697.8491),(4 687.4313),(5 756.7437),(6 812.46857),(7 794.409),(8 819.61725),(9 835.4328),(10 866.48376),(11 881.0062),(12 883.25604),(13 895.65686),(14 879.5685),(15 891.01526),(16 896.1451),(17 897.94867),(18 895.4055),(19 912.202),(20 905.5574),(21 892.2673),(22 889.0828),(23 907.9989),(24 903.04956),(25 895.9598),(26 913.56445),(27 935.76385),(28 924.0584),(29 932.1254),(30 959.87317),(31 944.33826),(32 944.5826),(33 955.65704),(34 950.30194),(35 948.6657),(36 965.163),(37 968.95294),(38 943.8728),(39 954.2705),(40 952.251),(41 937.27576),(42 960.6548),(43 944.1726),(44 934.1863),(45 953.79034),(46 952.65955),(47 941.3215),(48 931.1064),(49 963.5251),(50 953.31146),(51 952.2135),(52 948.6355),(53 971.4453),(54 960.21747),(55 968.01074),(56 973.54474),(57 955.42584),(58 968.9972),(59 971.80804),(60 971.94116),(61 956.42737),(62 962.16364),(63 971.0076),(64 992.6762),(65 979.3824),(66 1000.25464),(67 987.1264),(68 977.38995),(69 991.5637),(70 994.9775),(71 997.9612),(72 994.94556),(73 986.6093),(74 974.1242),(75 973.4482),(76 997.0726),(77 966.7757),(78 982.726),(79 1006.4349),
