1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 254936.38),(2 550396.06),(3 815331.5),(4 1280892.6),(5 1691340),(6 2086037.9),(7 2592260),(8 3079869.3),(9 3596206.8),(10 4163355),(11 4622374),(12 5071284.5),(13 5843417.5),(14 6491488),(15 7106705.5),(16 7980332),(17 8638934),(18 9232326),(19 10138385),(20 10843842),(21 11458765),(22 12096271),(23 12539795),(24 13024437),(25 13557877),(26 14149283),(27 14659564),(28 14959829),(29 15268008),(30 15649663),(31 16108261),(32 16721744),(33 17209806),(34 17732684),(35 18318342),(36 18848568),(37 19311378),(38 19860826),(39 20322674),(40 20692502),(41 21773526),(42 22280630),(43 22655810),(44 23279504),(45 23687622),(46 24070000),(47 24290054),(48 24465042),(49 24662226),(50 24921318),(51 25368166),(52 25738486),(53 26327846),(54 27062422),(55 27630728),(56 28471480),(57 29481958),(58 30265014),(59 31355234),(60 32592874),(61 33505758),(62 34524684),(63 36535950),(64 37890452),(65 39079092),(66 40202852),(67 41253588),(68 42266028),(69 42950140),(70 43790820),(71 44642052),(72 44801876),(73 45368068),(74 45859796),(75 46230028),(76 46576276),(77 46869732),(78 46702944),(79 46561936),
(1 127.33837),(2 198.15482),(3 263.9325),(4 278.846),(5 289.0389),(6 299.62805),(7 307.125),(8 315.22458),(9 321.11),(10 323.99637),(11 325.52283),(12 326.704),(13 328.68433),(14 332.62607),(15 339.2267),(16 339.8726),(17 342.88678),(18 344.77844),(19 346.33487),(20 349.9959),(21 349.81473),(22 346.42007),(23 345.2374),(24 344.83206),(25 347.57132),(26 349.00247),(27 354.72824),(28 356.77167),(29 360.63068),(30 364.40308),(31 367.70236),(32 366.96796),(33 366.43445),(34 362.56674),(35 359.98132),(36 360.03516),(37 360.9513),(38 369.4115),(39 373.03995),(40 378.31406),(41 380.87738),(42 385.5658),(43 389.2906),(44 388.32535),(45 391.88538),(46 394.05817),(47 394.06885),(48 395.84344),(49 397.06183),(50 396.83572),(51 402.49472),(52 406.62286),(53 408.11795),(54 412.18805),(55 413.63828),(56 412.80615),(57 405.29135),(58 404.87347),(59 402.2832),(60 408.26703),(61 413.21985),(62 415.44476),(63 419.38034),(64 419.27106),(65 418.9741),(66 419.39972),(67 416.59558),(68 418.39734),(69 414.1154),(70 414.88983),(71 416.10678),(72 413.84137),(73 415.17676),(74 416.03754),(75 411.29715),(76 404.39264),(77 400.54202),(78 397.43423),(79 403.32187),
(1 130.20363),(2 202.01297),(3 270.55078),(4 286.34253),(5 297.17758),(6 305.5625),(7 310.12454),(8 316.67154),(9 321.62558),(10 330.8609),(11 329.75027),(12 331.12955),(13 326.51987),(14 326.82205),(15 330.39066),(16 334.0883),(17 337.34717),(18 338.9414),(19 337.55472),(20 338.50635),(21 336.45676),(22 335.4086),(23 333.3032),(24 332.94357),(25 334.66418),(26 336.5334),(27 341.46896),(28 342.33023),(29 342.69125),(30 344.8236),(31 350.97784),(32 353.45273),(33 352.26184),(34 352.49606),(35 356.1619),(36 357.6924),(37 357.8135),(38 363.49405),(39 366.87402),(40 367.676),(41 368.38974),(42 374.47543),(43 378.97717),(44 378.16824),(45 381.31052),(46 383.37616),(47 385.2272),(48 385.93033),(49 388.33057),(50 389.82733),(51 392.14532),(52 392.78915),(53 394.54352),(54 397.90533),(55 401.6455),(56 404.3007),(57 401.2011),(58 401.676),(59 399.37415),(60 401.29462),(61 401.76993),(62 404.83124),(63 407.17645),(64 406.60574),(65 404.577),(66 402.1239),(67 402.18704),(68 406.33994),(69 408.0147),(70 409.29364),(71 406.92667),(72 408.32703),(73 409.2724),(74 409.4919),(75 410.10324),(76 405.15323),(77 403.40546),(78 398.186),(79 398.92694),
(1 128.26855),(2 197.66454),(3 264.67966),(4 278.24725),(5 288.26535),(6 299.54572),(7 304.75836),(8 310.3128),(9 312.4111),(10 318.0171),(11 320.50348),(12 321.13745),(13 320.95145),(14 321.7882),(15 325.02264),(16 328.10983),(17 332.24734),(18 333.6279),(19 334.49536),(20 333.61948),(21 331.13553),(22 330.72968),(23 329.46317),(24 327.289),(25 329.28308),(26 332.0893),(27 338.76254),(28 339.46942),(29 340.84448),(30 342.91714),(31 345.6716),(32 345.6535),(33 345.72397),(34 347.2704),(35 349.5002),(36 350.1976),(37 350.32367),(38 354.68906),(39 358.90448),(40 362.2871),(41 361.62085),(42 364.406),(43 367.12012),(44 366.0772),(45 366.65588),(46 370.2201),(47 368.92627),(48 370.69907),(49 372.57767),(50 376.54248),(51 374.7823),(52 377.79056),(53 380.8886),(54 386.9807),(55 391.7791),(56 393.93027),(57 390.41714),(58 389.90793),(59 387.85233),(60 389.41602),(61 389.09015),(62 388.9321),(63 390.5432),(64 389.1387),(65 391.07776),(66 390.10522),(67 388.86804),(68 392.5525),(69 390.61417),(70 393.0044),(71 396.12997),(72 398.2896),(73 398.77805),(74 399.15836),(75 393.53336),(76 390.6485),(77 388.85327),(78 386.45642),(79 384.9913),
(1 125.83968),(2 194.08118),(3 260.3855),(4 270.39252),(5 278.96832),(6 287.74637),(7 294.3991),(8 301.66928),(9 306.06287),(10 312.72937),(11 316.5788),(12 318.5219),(13 319.4781),(14 322.83417),(15 325.67432),(16 324.43848),(17 327.56976),(18 326.59268),(19 331.35193),(20 333.04105),(21 337.38458),(22 337.07544),(23 334.0573),(24 332.03595),(25 332.17786),(26 332.79297),(27 335.81345),(28 332.7874),(29 333.47266),(30 334.22272),(31 332.7926),(32 332.95853),(33 334.13223),(34 334.74402),(35 336.09293),(36 334.82208),(37 335.21658),(38 340.64407),(39 343.05954),(40 345.4047),(41 348.45218),(42 351.39032),(43 354.4634),(44 354.48856),(45 356.22238),(46 360.28787),(47 362.94653),(48 365.43362),(49 366.41022),(50 367.50784),(51 372.33212),(52 372.0165),(53 373.83655),(54 375.9495),(55 378.3182),(56 381.2225),(57 377.46024),(58 377.67017),(59 373.96796),(60 377.75687),(61 381.00403),(62 385.6019),(63 389.91125),(64 388.30243),(65 390.08325),(66 387.3847),(67 385.14282),(68 385.378),(69 384.49445),(70 390.02414),(71 394.74384),(72 393.11755),(73 391.76096),(74 390.42365),(75 385.56113),(76 381.07977),(77 376.40384),(78 371.16266),(79 369.37357),
(1 120.4081),(2 185.1679),(3 248.78491),(4 260.79715),(5 273.20294),(6 285.53943),(7 293.21024),(8 298.2035),(9 302.1908),(10 303.24835),(11 307.25577),(12 307.9917),(13 308.63943),(14 311.77365),(15 319.86597),(16 318.4448),(17 322.3342),(18 322.2463),(19 324.40115),(20 324.37662),(21 326.53995),(22 325.8262),(23 322.35974),(24 321.38086),(25 321.25323),(26 323.89444),(27 326.32025),(28 326.19775),(29 327.61047),(30 329.7947),(31 332.8915),(32 332.9406),(33 331.13492),(34 329.36588),(35 329.25507),(36 327.60092),(37 326.11624),(38 329.70078),(39 331.65485),(40 334.41785),(41 333.53992),(42 336.7964),(43 340.22415),(44 339.6413),(45 337.83954),(46 336.94485),(47 339.776),(48 341.94464),(49 342.10983),(50 344.0751),(51 345.09015),(52 345.4592),(53 348.33054),(54 353.44983),(55 356.77283),(56 357.56525),(57 356.1665),(58 357.78046),(59 356.71155),(60 361.94647),(61 363.43692),(62 365.0572),(63 370.72208),(64 369.28607),(65 369.41962),(66 366.79776),(67 367.37247),(68 369.07086),(69 366.95578),(70 369.90622),(71 369.62836),(72 366.5384),(73 365.857),(74 367.9288),(75 365.37186),(76 361.72736),(77 358.112),(78 355.6947),(79 360.4808),
(1 120.79573),(2 186.10106),(3 244.45186),(4 253.62791),(5 263.20276),(6 270.3634),(7 275.4366),(8 280.6391),(9 284.7603),(10 286.30524),(11 288.7352),(12 291.69998),(13 294.04272),(14 296.28278),(15 301.8056),(16 301.71237),(17 305.11334),(18 309.12564),(19 309.43088),(20 310.67102),(21 310.8559),(22 308.99802),(23 309.49847),(24 309.16724),(25 311.53323),(26 311.3166),(27 314.6791),(28 316.4109),(29 317.00195),(30 317.82294),(31 322.74225),(32 319.61115),(33 320.93045),(34 318.99765),(35 323.88516),(36 325.83243),(37 327.4299),(38 329.00433),(39 327.6864),(40 329.41306),(41 333.77667),(42 336.79865),(43 339.10532),(44 336.64014),(45 337.96533),(46 338.4066),(47 340.59967),(48 341.10733),(49 339.38428),(50 341.3011),(51 345.0927),(52 345.00998),(53 347.82465),(54 353.2443),(55 354.7037),(56 353.60577),(57 352.4156),(58 353.13586),(59 353.54727),(60 355.33456),(61 355.27115),(62 354.064),(63 355.90387),(64 354.5449),(65 354.10013),(66 355.29355),(67 356.89297),(68 358.31668),(69 357.63898),(70 358.89297),(71 358.5452),(72 358.18884),(73 356.55472),(74 356.17264),(75 354.2361),(76 349.686),(77 347.92245),(78 345.04022),(79 346.8801),
(1 118.91279),(2 182.8502),(3 245.63326),(4 255.09044),(5 261.97687),(6 269.26498),(7 273.602),(8 282.08716),(9 287.10562),(10 291.05286),(11 291.82642),(12 293.82092),(13 293.6764),(14 295.9343),(15 302.60327),(16 301.91934),(17 305.80328),(18 310.41434),(19 314.49194),(20 315.57626),(21 315.18875),(22 313.48495),(23 313.26883),(24 312.53983),(25 314.33813),(26 314.2107),(27 318.31073),(28 319.0716),(29 318.46976),(30 319.329),(31 320.66797),(32 320.00494),(33 319.2394),(34 319.35416),(35 319.44315),(36 319.27362),(37 319.48495),(38 322.0735),(39 326.4152),(40 328.47678),(41 330.08987),(42 333.5552),(43 333.7985),(44 335.89642),(45 336.36127),(46 338.58945),(47 337.63577),(48 338.32974),(49 338.72452),(50 340.03485),(51 341.1713),(52 342.6595),(53 345.68723),(54 347.06613),(55 348.03052),(56 346.20786),(57 344.90784),(58 346.8815),(59 345.50797),(60 346.9927),(61 345.7846),(62 346.00787),(63 345.14615),(64 347.96497),(65 347.47897),(66 344.04095),(67 344.00522),(68 347.438),(69 346.74078),(70 350.16708),(71 350.294),(72 351.52298),(73 352.80884),(74 353.9879),(75 350.77472),(76 348.3151),(77 348.32858),(78 345.27466),(79 351.83414),
(1 117.94783),(2 180.78435),(3 241.80418),(4 252.13107),(5 260.77557),(6 270.24918),(7 271.7223),(8 277.64706),(9 282.0896),(10 281.45612),(11 282.36746),(12 282.80786),(13 287.07724),(14 290.2548),(15 295.67416),(16 297.4964),(17 303.71158),(18 307.01575),(19 306.6139),(20 307.44193),(21 306.79556),(22 306.5297),(23 304.58795),(24 303.83035),(25 304.5383),(26 304.90784),(27 308.048),(28 307.83643),(29 313.2429),(30 318.27213),(31 324.97787),(32 321.36456),(33 320.4374),(34 318.63855),(35 318.90253),(36 316.25534),(37 318.63635),(38 328.4212),(39 330.99454),(40 333.72467),(41 336.4866),(42 340.30664),(43 344.25668),(44 344.74387),(45 343.9867),(46 344.802),(47 344.8356),(48 343.01306),(49 343.06424),(50 343.6237),(51 348.65356),(52 352.30222),(53 356.24612),(54 361.40445),(55 363.6263),(56 365.22162),(57 363.87534),(58 364.45358),(59 361.47614),(60 366.75522),(61 367.2152),(62 368.1358),(63 369.2278),(64 369.41592),(65 369.033),(66 369.787),(67 371.31165),(68 373.51624),(69 374.44513),(70 376.09106),(71 375.17245),(72 374.09088),(73 369.46994),(74 366.63397),(75 363.3877),(76 356.01938),(77 351.63437),(78 352.22467),(79 355.58282),
(1 118.10999),(2 179.35239),(3 238.82195),(4 247.10292),(5 254.44417),(6 260.21448),(7 264.27344),(8 269.41562),(9 275.9992),(10 278.00406),(11 279.36493),(12 281.3865),(13 281.16962),(14 282.48972),(15 286.0221),(16 288.398),(17 291.05634),(18 293.1179),(19 293.6455),(20 292.49),(21 292.14847),(22 290.69382),(23 291.0892),(24 290.59393),(25 292.47028),(26 294.1757),(27 296.98996),(28 299.14175),(29 301.3318),(30 304.38715),(31 309.07617),(32 309.20465),(33 311.38293),(34 308.65918),(35 309.16812),(36 308.73468),(37 309.94342),(38 318.29395),(39 320.75302),(40 325.89172),(41 326.3608),(42 328.16772),(43 329.72028),(44 332.4376),(45 333.37518),(46 336.79807),(47 341.01617),(48 340.95557),(49 343.119),(50 340.47165),(51 340.08017),(52 341.51224),(53 343.1734),(54 348.67438),(55 350.68283),(56 352.02444),(57 351.50574),(58 353.37317),(59 355.4613),(60 360.17914),(61 362.4457),(62 362.9837),(63 364.09497),(64 364.0019),(65 361.949),(66 363.70685),(67 365.82224),(68 368.92307),(69 363.25455),(70 363.6558),(71 363.2448),(72 361.9733),(73 362.65387),(74 363.2881),(75 360.47406),(76 357.10757),(77 356.76303),(78 351.10028),(79 356.30838),
(1 116.550804),(2 177.94748),(3 238.3323),(4 249.48825),(5 259.57703),(6 270.60175),(7 275.2714),(8 277.75095),(9 280.80652),(10 279.14584),(11 280.8021),(12 281.41418),(13 284.29602),(14 288.2371),(15 292.607),(16 294.62186),(17 296.65268),(18 297.3328),(19 299.27048),(20 299.33905),(21 298.659),(22 300.75885),(23 300.7909),(24 299.28336),(25 298.14227),(26 299.3332),(27 299.81305),(28 301.72122),(29 301.91565),(30 305.64954),(31 308.09625),(32 308.2896),(33 309.30212),(34 306.99683),(35 305.59137),(36 307.16235),(37 308.83392),(38 317.68195),(39 317.87097),(40 320.53732),(41 323.2364),(42 324.897),(43 328.6988),(44 331.95132),(45 334.31982),(46 338.58102),(47 343.56805),(48 345.1594),(49 348.25238),(50 351.05386),(51 355.361),(52 360.43723),(53 362.259),(54 365.5083),(55 364.44077),(56 365.38315),(57 368.8486),(58 372.8089),(59 371.9963),(60 372.8751),(61 375.34122),(62 376.0316),(63 378.532),(64 379.52844),(65 378.6029),(66 380.41696),(67 383.0714),(68 385.54108),(69 380.6075),(70 379.9844),(71 377.1911),(72 372.62244),(73 369.5992),(74 366.5532),(75 357.31354),(76 356.75797),(77 354.44656),(78 352.0395),(79 360.4752),
(1 115.555954),(2 177.8056),(3 235.70403),(4 244.61992),(5 252.50894),(6 259.35345),(7 264.1331),(8 266.1384),(9 269.53052),(10 272.2837),(11 275.04388),(12 278.64572),(13 277.56323),(14 278.2183),(15 280.12247),(16 279.87164),(17 284.73456),(18 289.8152),(19 293.1547),(20 291.90076),(21 290.7544),(22 289.30698),(23 288.88416),(24 285.98227),(25 283.6154),(26 284.79987),(27 290.2516),(28 289.73926),(29 294.86603),(30 296.25012),(31 301.20322),(32 301.5693),(33 303.2001),(34 302.3942),(35 300.33453),(36 301.25076),(37 300.65457),(38 307.71167),(39 309.0067),(40 311.79294),(41 313.3585),(42 315.51913),(43 318.3576),(44 322.88736),(45 324.02087),(46 326.1891),(47 333.18042),(48 331.34277),(49 331.2266),(50 329.99408),(51 333.4716),(52 338.6344),(53 342.68835),(54 342.5144),(55 344.03558),(56 344.27997),(57 343.08194),(58 345.86597),(59 344.47864),(60 344.9911),(61 344.6133),(62 345.3967),(63 349.22073),(64 350.59146),(65 351.24066),(66 349.5732),(67 352.17337),(68 354.5624),(69 356.63052),(70 355.88354),(71 354.5459),(72 353.9613),(73 353.81207),(74 354.80112),(75 347.17877),(76 345.83984),(77 341.80338),(78 336.4985),(79 343.19336),
(1 112.30246),(2 172.65814),(3 231.66919),(4 240.7452),(5 249.7253),(6 257.72537),(7 266.6576),(8 273.1129),(9 279.3261),(10 282.89487),(11 283.71674),(12 285.69012),(13 283.86603),(14 286.7486),(15 291.2723),(16 293.80704),(17 298.38974),(18 301.9746),(19 302.88602),(20 302.36157),(21 300.79092),(22 298.0352),(23 294.48682),(24 288.26114),(25 289.13376),(26 293.54077),(27 296.25455),(28 298.16632),(29 298.92157),(30 302.44717),(31 306.27185),(32 308.25113),(33 308.5484),(34 307.00272),(35 305.3549),(36 307.70065),(37 308.6677),(38 317.158),(39 315.9203),(40 316.6259),(41 318.42505),(42 322.99707),(43 327.15933),(44 331.54953),(45 332.8249),(46 332.64255),(47 335.39172),(48 334.93686),(49 335.25174),(50 338.27463),(51 341.93484),(52 343.10294),(53 343.71863),(54 348.38483),(55 350.6552),(56 352.5483),(57 350.5753),(58 350.1006),(59 349.2908),(60 346.46188),(61 347.3609),(62 347.19934),(63 349.61182),(64 351.80923),(65 353.73535),(66 356.80078),(67 358.8137),(68 362.40158),(69 362.04285),(70 363.6106),(71 364.53476),(72 357.35522),(73 351.75415),(74 350.0264),(75 345.3984),(76 342.7993),(77 340.77682),(78 333.81677),(79 340.91315),
(1 114.74099),(2 174.78468),(3 229.35857),(4 236.2084),(5 245.22461),(6 253.17711),(7 257.51294),(8 263.56946),(9 268.03488),(10 269.60324),(11 272.53946),(12 275.85355),(13 275.20425),(14 278.37518),(15 280.3533),(16 282.4486),(17 281.5246),(18 282.27698),(19 284.31564),(20 282.63174),(21 283.46588),(22 282.8384),(23 281.31964),(24 280.5843),(25 282.45483),(26 285.79327),(27 286.83575),(28 282.686),(29 281.72565),(30 285.02106),(31 290.22324),(32 290.38922),(33 291.09372),(34 290.21097),(35 286.32913),(36 286.72122),(37 286.30453),(38 295.57837),(39 297.2879),(40 301.4256),(41 306.28204),(42 309.64633),(43 315.92548),(44 316.8682),(45 318.75497),(46 320.3873),(47 322.8149),(48 326.34518),(49 327.7587),(50 330.0944),(51 330.85318),(52 332.1347),(53 335.55273),(54 338.1438),(55 339.51996),(56 340.32672),(57 338.42572),(58 337.19528),(59 335.40952),(60 336.3263),(61 335.65918),(62 335.66827),(63 340.68243),(64 341.43277),(65 341.9082),(66 340.41583),(67 343.78458),(68 347.91437),(69 346.15146),(70 346.58487),(71 348.3761),(72 344.78458),(73 344.17093),(74 341.4983),(75 337.45953),(76 334.39713),(77 331.67795),(78 324.63113),(79 333.0814),
(1 109.05077),(2 166.98305),(3 223.57741),(4 232.52472),(5 239.31363),(6 246.41722),(7 251.43248),(8 257.68594),(9 260.4722),(10 262.01782),(11 264.551),(12 266.06152),(13 267.4864),(14 270.62457),(15 273.9488),(16 275.80157),(17 276.47623),(18 277.34067),(19 280.25858),(20 280.25168),(21 279.55804),(22 279.87936),(23 275.85248),(24 274.26947),(25 274.91812),(26 275.9662),(27 280.7854),(28 278.52744),(29 280.16898),(30 282.40353),(31 289.6309),(32 291.14612),(33 291.5736),(34 289.7514),(35 290.2647),(36 290.28568),(37 292.29794),(38 298.94092),(39 302.48764),(40 306.68842),(41 311.09134),(42 313.53952),(43 316.71152),(44 316.61444),(45 318.64917),(46 320.0747),(47 321.2404),(48 322.42584),(49 324.1522),(50 324.05902),(51 328.81357),(52 331.7091),(53 337.15298),(54 338.76147),(55 340.81183),(56 341.61475),(57 341.53278),(58 339.6608),(59 333.9226),(60 333.74524),(61 331.99814),(62 329.69998),(63 332.7232),(64 332.56754),(65 332.88962),(66 332.4148),(67 335.4105),(68 337.60544),(69 334.3083),(70 335.074),(71 335.25952),(72 331.81915),(73 329.73126),(74 327.17755),(75 319.68295),(76 318.02576),(77 317.6435),(78 315.52396),(79 322.49554),
(1 106.95197),(2 163.96056),(3 216.71101),(4 229.67505),(5 239.4974),(6 248.04681),(7 251.08582),(8 255.23051),(9 256.58597),(10 259.72366),(11 261.87802),(12 264.48828),(13 262.1027),(14 266.67865),(15 268.97208),(16 268.89105),(17 270.60092),(18 269.98386),(19 270.5263),(20 270.75153),(21 270.92578),(22 272.93765),(23 271.1122),(24 268.367),(25 269.15787),(26 269.08353),(27 272.10754),(28 271.52048),(29 270.15643),(30 272.5246),(31 279.61145),(32 280.98364),(33 283.6827),(34 284.2833),(35 285.31097),(36 286.61945),(37 288.3848),(38 292.73047),(39 295.5434),(40 297.19165),(41 302.7082),(42 303.89563),(43 306.39172),(44 304.80383),(45 305.55734),(46 306.53024),(47 309.772),(48 311.96298),(49 314.09433),(50 316.60724),(51 317.08688),(52 320.24802),(53 325.42606),(54 325.96216),(55 326.9106),(56 327.9533),(57 325.98676),(58 324.11337),(59 321.2598),(60 324.78122),(61 326.16006),(62 325.61975),(63 328.13953),(64 329.70615),(65 330.54034),(66 335.36896),(67 338.24567),(68 340.11728),(69 338.15674),(70 338.997),(71 339.18677),(72 334.47534),(73 333.42706),(74 333.71753),(75 328.70593),(76 324.08365),(77 320.10837),(78 315.55783),(79 321.34033),
(1 103.35721),(2 156.67491),(3 207.61266),(4 218.42863),(5 225.28174),(6 231.9877),(7 237.69254),(8 243.78183),(9 245.75519),(10 248.10551),(11 249.03514),(12 250.49725),(13 250.79622),(14 254.57608),(15 255.70598),(16 259.3904),(17 261.61102),(18 261.86594),(19 263.2724),(20 263.7202),(21 263.8829),(22 263.61145),(23 261.9996),(24 261.4827),(25 261.72946),(26 260.19968),(27 262.4854),(28 259.022),(29 260.58957),(30 263.0947),(31 267.24387),(32 267.56976),(33 266.22574),(34 265.35406),(35 266.85272),(36 267.79553),(37 269.8903),(38 275.1631),(39 279.0141),(40 282.48093),(41 282.74905),(42 287.9308),(43 289.44086),(44 287.3714),(45 290.6387),(46 292.20212),(47 295.28748),(48 295.77124),(49 296.82318),(50 299.70743),(51 299.88864),(52 300.69348),(53 305.5852),(54 307.78122),(55 309.68918),(56 311.10187),(57 310.46906),(58 310.23645),(59 308.70374),(60 309.86026),(61 311.15527),(62 312.66977),(63 311.861),(64 312.3591),(65 315.585),(66 319.34912),(67 321.24182),(68 325.43912),(69 321.97916),(70 324.0318),(71 325.2435),(72 319.17184),(73 318.88315),(74 319.61395),(75 319.04382),(76 315.922),(77 313.7374),(78 313.6872),(79 317.95657),
(1 103.34043),(2 156.36339),(3 201.1058),(4 210.67863),(5 217.47845),(6 224.79987),(7 230.18265),(8 234.65556),(9 236.48671),(10 240.18225),(11 242.10835),(12 242.23029),(13 242.86507),(14 244.33568),(15 245.7464),(16 248.6413),(17 252.44252),(18 255.49992),(19 257.5441),(20 260.0321),(21 262.1986),(22 263.09842),(23 262.8765),(24 262.84418),(25 262.76367),(26 264.5606),(27 263.97748),(28 264.11563),(29 266.51065),(30 271.66748),(31 276.40964),(32 274.89035),(33 274.50522),(34 270.83398),(35 274.00452),(36 274.51035),(37 275.07806),(38 276.1943),(39 277.27454),(40 280.78625),(41 282.72644),(42 284.18677),(43 286.6987),(44 287.70966),(45 288.9437),(46 290.77582),(47 291.1803),(48 292.393),(49 294.07156),(50 297.9392),(51 298.0642),(52 300.3098),(53 305.61096),(54 309.38095),(55 312.55118),(56 310.00113),(57 309.924),(58 307.60303),(59 304.43015),(60 305.4561),(61 306.65952),(62 306.71906),(63 304.37912),(64 303.12256),(65 303.27533),(66 304.63126),(67 304.2493),(68 307.03104),(69 305.92337),(70 307.54642),(71 309.58957),(72 306.5622),(73 307.74603),(74 308.23254),(75 303.87946),(76 300.77203),(77 298.94046),(78 299.11945),(79 301.76718),
(1 100.995766),(2 153.1899),(3 199.24858),(4 208.94788),(5 218.41762),(6 224.09135),(7 229.33267),(8 235.70209),(9 240.33029),(10 239.4644),(11 236.89812),(12 237.45683),(13 239.28789),(14 242.19882),(15 243.02185),(16 243.8049),(17 245.09767),(18 245.90558),(19 246.4799),(20 247.76949),(21 249.83005),(22 247.61864),(23 247.04417),(24 246.79099),(25 248.33716),(26 251.19623),(27 254.30774),(28 255.65535),(29 260.11038),(30 263.01178),(31 266.47662),(32 263.372),(33 263.67328),(34 261.60043),(35 260.91666),(36 260.95746),(37 260.6368),(38 263.0821),(39 265.665),(40 266.65033),(41 267.2227),(42 268.4314),(43 271.50748),(44 273.83655),(45 275.23315),(46 275.94562),(47 276.85565),(48 279.26187),(49 280.82913),(50 282.53424),(51 282.2995),(52 281.57172),(53 283.61594),(54 289.07416),(55 293.11984),(56 295.27747),(57 292.9846),(58 293.06952),(59 290.67816),(60 291.84094),(61 293.65735),(62 294.47742),(63 295.02765),(64 294.15213),(65 294.2813),(66 293.22604),(67 294.24075),(68 296.8479),(69 299.00894),(70 299.1831),(71 299.7973),(72 299.38638),(73 300.46246),(74 300.40912),(75 298.20465),(76 292.24686),(77 289.04007),(78 290.1038),(79 291.94962),
