1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1440189.9),(2 5475683.5),(3 12056255),(4 20967470),(5 31827264),(6 44128820),(7 56458068),(8 68143130),(9 78092536),(10 86305896),(11 93487384),(12 99565336),(13 104747200),(14 109805310),(15 114518330),(16 119525624),(17 124474104),(18 129629570),(19 135330720),(20 141398660),(21 147878800),(22 153962640),(23 160160850),(24 166321550),(25 171810110),(26 176765710),(27 181275380),(28 185500030),(29 189674880),(30 194384820),(31 199990910),(32 205406190),(33 210519680),(34 215736140),(35 220188750),(36 223960660),(37 227614060),(38 231163260),(39 234719920),(40 237871680),(41 239805780),(42 241845630),(43 244059760),(44 246049020),(45 248130940),(46 250832850),(47 253951940),(48 257245810),(49 260448200),(50 263313920),(51 265955710),(52 268129710),(53 269993060),(54 270045540),(55 268973980),(56 267122480),(57 265941230),(58 264394930),(59 263114820),(60 262375040),(61 262882100),(62 264177970),(63 265968110),(64 267827860),(65 270650340),(66 275533920),(67 282677820),(68 292735230),(69 304945470),(70 319393760),(71 333620480),(72 348003040),(73 361579420),(74 375702300),(75 391889570),(76 407993950),(77 424116770),(78 440504220),(79 460639740),
(1 1125910.3),(2 4243298.5),(3 9120542),(4 15345293),(5 22673460),(6 30824874),(7 39186890),(8 47502532),(9 55084404),(10 61857300),(11 68331970),(12 74201070),(13 80196250),(14 86616050),(15 93020290),(16 99413790),(17 105531384),(18 111709670),(19 118751360),(20 126732370),(21 134838480),(22 142361500),(23 150201630),(24 157878380),(25 165384420),(26 173402560),(27 181607860),(28 189764100),(29 198248130),(30 207547730),(31 217917540),(32 228426500),(33 239234770),(34 250203490),(35 260232200),(36 269003500),(37 276911460),(38 284631600),(39 291545900),(40 297187420),(41 301416000),(42 304944320),(43 308111520),(44 310574800),(45 312804030),(46 316406880),(47 320885820),(48 325879100),(49 331599100),(50 336989570),(51 341920200),(52 346512450),(53 350130240),(54 352163870),(55 352909760),(56 352217400),(57 350570800),(58 347831800),(59 344151460),(60 340251650),(61 336177860),(62 331904860),(63 327589980),(64 322729150),(65 318512480),(66 315206000),(67 311986880),(68 309134430),(69 306291100),(70 303068030),(71 298915600),(72 294007100),(73 288653120),(74 283172380),(75 279218980),(76 276253500),(77 273445900),(78 271054140),(79 269818530),
(1 1033483.3),(2 4015003),(3 8724515),(4 14791387),(5 21876450),(6 29649718),(7 37741372),(8 45906270),(9 53801804),(10 61355572),(11 68919224),(12 76622210),(13 84595600),(14 92735940),(15 101068890),(16 109409370),(17 117531816),(18 125500456),(19 133922750),(20 142542580),(21 150439710),(22 157606270),(23 164151000),(24 169720160),(25 174009680),(26 177807950),(27 180887440),(28 182962050),(29 184853780),(30 186717120),(31 188540100),(32 190211280),(33 192237820),(34 194663860),(35 196879060),(36 199441150),(37 202560770),(38 206386580),(39 210870910),(40 216131600),(41 221677570),(42 226949970),(43 232383470),(44 237540340),(45 242232530),(46 246483970),(47 249676720),(48 252539380),(49 255116660),(50 257627570),(51 259828020),(52 261321870),(53 262512580),(54 263806930),(55 264825040),(56 265682750),(57 266166610),(58 265884690),(59 265191300),(60 264216020),(61 262522160),(62 260253760),(63 257985300),(64 255379250),(65 252275280),(66 249189380),(67 245543120),(68 242276420),(69 239389820),(70 236198100),(71 232477650),(72 228172820),(73 223349710),(74 218228350),(75 212797360),(76 206919680),(77 200527600),(78 194425550),(79 189212560),
(1 1144981.4),(2 4328376.5),(3 9208133),(4 15389420),(5 22524380),(6 30337586),(7 38638850),(8 47278390),(9 56041756),(10 64248876),(11 72129864),(12 79409380),(13 85867544),(14 91584860),(15 96707340),(16 101446490),(17 106023840),(18 110261090),(19 114051410),(20 117366080),(21 120023520),(22 122154170),(23 123930710),(24 125388260),(25 126245280),(26 126918984),(27 127598740),(28 128064570),(29 128392930),(30 128721010),(31 129324660),(32 130086290),(33 131351896),(34 133332480),(35 135954370),(36 139066930),(37 142602930),(38 146930580),(39 151958750),(40 157512110),(41 163438990),(42 168781120),(43 173839420),(44 178262240),(45 181935400),(46 184953920),(47 187570290),(48 189676180),(49 191183300),(50 192099500),(51 191962830),(52 190986880),(53 189281650),(54 187021920),(55 184458820),(56 182116000),(57 180069630),(58 178165940),(59 176910540),(60 176452100),(61 176113260),(62 175393010),(63 174348800),(64 173271230),(65 171896860),(66 170959020),(67 170818690),(68 171345580),(69 172704080),(70 174489740),(71 177158510),(72 180382780),(73 184090690),(74 187687090),(75 191051780),(76 194509730),(77 197762130),(78 200634430),(79 202974530),
(1 1310347),(2 5027257.5),(3 10847441),(4 18396244),(5 27343874),(6 37387828),(7 48309496),(8 59815052),(9 71594140),(10 83175610),(11 94868104),(12 106240100),(13 117284820),(14 127899656),(15 137874620),(16 147294110),(17 156120820),(18 164100980),(19 171431040),(20 177743200),(21 183223180),(22 188029000),(23 192377070),(24 196220100),(25 199030080),(26 200646290),(27 201423360),(28 201127940),(29 199576720),(30 196968590),(31 193536340),(32 189532820),(33 185152960),(34 180835900),(35 176529570),(36 171968300),(37 167594820),(38 163452530),(39 159736050),(40 156425920),(41 153370930),(42 150314220),(43 146991570),(44 143330200),(45 139387340),(46 135203310),(47 131366090),(48 127832504),(49 124761110),(50 122140264),(51 120031850),(52 118583110),(53 117715864),(54 117269830),(55 117280980),(56 117709944),(57 118636700),(58 119894650),(59 121560020),(60 123934490),(61 126334620),(62 128416130),(63 130215760),(64 131899820),(65 133873176),(66 136543170),(67 139664620),(68 142938200),(69 146556770),(70 150317970),(71 153754160),(72 156596930),(73 159065000),(74 160846580),(75 161824930),(76 161916700),(77 161381900),(78 160402060),(79 158986140),
(1 1353279),(2 5292347),(3 11544618),(4 19659606),(5 29315164),(6 40035690),(7 51219690),(8 62318156),(9 73205130),(10 83698120),(11 93517400),(12 102848310),(13 111562030),(14 119817390),(15 127937140),(16 135624320),(17 143284780),(18 151088220),(19 159172340),(20 166670130),(21 173513820),(22 179244110),(23 183835730),(24 187906990),(25 191245540),(26 193859120),(27 195479330),(28 195851570),(29 194708260),(30 192415600),(31 189212400),(32 185337380),(33 180754990),(34 175640110),(35 170215650),(36 164557150),(37 158879180),(38 152920270),(39 146704820),(40 140400720),(41 134220030),(42 128409470),(43 122861570),(44 117802990),(45 113621390),(46 110204650),(47 107665690),(48 105845176),(49 104426200),(50 103389656),(51 102788560),(52 102737810),(53 103203816),(54 103975830),(55 104945840),(56 106027760),(57 107446190),(58 109400536),(59 111759340),(60 114482640),(61 117520810),(62 121001960),(63 124664370),(64 128722380),(65 133108840),(66 137850460),(67 142463410),(68 146684200),(69 150648700),(70 154382300),(71 157845650),(72 160754910),(73 163485940),(74 165761620),(75 167340900),(76 168354300),(77 168639330),(78 168528720),(79 167984960),
(1 1019192.9),(2 3876913.3),(3 8203500.5),(4 13480478),(5 19405786),(6 25558722),(7 31687488),(8 37706464),(9 43493110),(10 49178412),(11 54765590),(12 60064950),(13 64598136),(14 68426184),(15 71638310),(16 74282936),(17 76489736),(18 78198264),(19 79429210),(20 80269200),(21 80847780),(22 81269840),(23 81572820),(24 81890470),(25 82138530),(26 82122490),(27 82111420),(28 82132184),(29 82351020),(30 82721970),(31 82961310),(32 83109130),(33 83079250),(34 83015240),(35 82989200),(36 82810880),(37 82449576),(38 82064264),(39 81656696),(40 81015530),(41 80375380),(42 79811544),(43 79021840),(44 78040504),(45 76978040),(46 75853210),(47 74916580),(48 74122850),(49 73303010),(50 72358856),(51 71414520),(52 70756010),(53 70398200),(54 70213170),(55 70070540),(56 69970980),(57 70041160),(58 70405180),(59 70989200),(60 71901650),(61 73057740),(62 74210520),(63 75172690),(64 76314150),(65 77906200),(66 79465390),(67 81220420),(68 82990100),(69 84400460),(70 85419890),(71 86286640),(72 86807416),(73 86932024),(74 86579416),(75 85675170),(76 84505030),(77 83140430),(78 81819704),(79 80589580),
(1 1092018.9),(2 4168641.5),(3 8849566),(4 14709294),(5 21402454),(6 28466328),(7 35628200),(8 42664984),(9 49297412),(10 55438572),(11 61074020),(12 66148316),(13 70659090),(14 74619900),(15 77842570),(16 80306010),(17 81860300),(18 82675096),(19 82886510),(20 82872690),(21 82605200),(22 82416910),(23 82176300),(24 81595510),(25 80440350),(26 78876770),(27 77229384),(28 75755890),(29 74439020),(30 73165256),(31 71959810),(32 70804570),(33 69753010),(34 68779290),(35 67664270),(36 66503604),(37 65172744),(38 63901516),(39 62571596),(40 61404790),(41 60496164),(42 59944772),(43 59701160),(44 59984060),(45 60576070),(46 61699628),(47 63244950),(48 65001016),(49 66624496),(50 68023820),(51 69110710),(52 69715976),(53 70171600),(54 70498690),(55 70344360),(56 70002100),(57 69462140),(58 68907940),(59 68553816),(60 68501330),(61 68608390),(62 68946930),(63 69595050),(64 70565330),(65 71858220),(66 73392856),(67 74910090),(68 76466190),(69 77844210),(70 79253600),(71 80785320),(72 82315260),(73 83762530),(74 84658940),(75 85279470),(76 85765850),(77 86038620),(78 86114184),(79 86072424),
(1 860689.44),(2 3232371.8),(3 6687080.5),(4 10857646),(5 15338831),(6 19837026),(7 24301824),(8 28481784),(9 32113302),(10 35209570),(11 37752690),(12 39679868),(13 40797280),(14 41310092),(15 41495516),(16 41562464),(17 41451724),(18 41074224),(19 40436196),(20 39696572),(21 38878560),(22 38181370),(23 37782896),(24 37644130),(25 37483988),(26 37286810),(27 37049780),(28 36810132),(29 36601124),(30 36237100),(31 35956904),(32 35785276),(33 35854696),(34 36180624),(35 36544544),(36 37098684),(37 37775540),(38 38736204),(39 40134692),(40 41825588),(41 43531428),(42 45113970),(43 46747170),(44 48379100),(45 49873356),(46 51073628),(47 51885108),(48 52386224),(49 52430940),(50 52145748),(51 51733700),(52 51357370),(53 51200132),(54 51216684),(55 51413330),(56 51838708),(57 52437210),(58 53237724),(59 53952056),(60 54316500),(61 54249164),(62 53863500),(63 53204708),(64 52498400),(65 51714736),(66 50982570),(67 50135860),(68 49231800),(69 48402300),(70 47715924),(71 47097416),(72 46511932),(73 45994824),(74 45694148),(75 45540588),(76 45637496),(77 45914164),(78 46342050),(79 46695230),
(1 734684),(2 2724380.3),(3 5595299.5),(4 8979644),(5 12614758),(6 16254288),(7 19922520),(8 23588562),(9 27157494),(10 30459100),(11 33298162),(12 35759596),(13 37864372),(14 39574612),(15 40843064),(16 41673736),(17 42212160),(18 42244564),(19 42018476),(20 41729268),(21 41353800),(22 40763290),(23 40192256),(24 39851950),(25 39671696),(26 39575810),(27 39453300),(28 39406896),(29 39397104),(30 39471624),(31 39633364),(32 39687676),(33 39401776),(34 38889904),(35 38300480),(36 37851616),(37 37595216),(38 37510016),(39 37488456),(40 37437904),(41 37343176),(42 37123224),(43 36808150),(44 36351104),(45 35691828),(46 34824860),(47 33838228),(48 32715798),(49 31585128),(50 30465312),(51 29441578),(52 28824410),(53 28595128),(54 28763974),(55 29249616),(56 30062400),(57 31312924),(58 32866200),(59 34566790),(60 36253604),(61 37736220),(62 39123856),(63 40578904),(64 42166620),(65 43612396),(66 44970596),(67 46149144),(68 47159996),(69 48111400),(70 48899360),(71 49420690),(72 49820070),(73 49960824),(74 49887110),(75 49552916),(76 48907172),(77 47986836),(78 46732810),(79 45271664),
(1 718484.3),(2 2664178.3),(3 5396022.5),(4 8473514),(5 11619857),(6 14665154),(7 17631590),(8 20506978),(9 23214724),(10 25728780),(11 27864196),(12 29662224),(13 30944816),(14 31736018),(15 32082086),(16 32192150),(17 32035856),(18 31636842),(19 31047358),(20 30461626),(21 29925804),(22 29294382),(23 28544700),(24 27537356),(25 26405228),(26 25228296),(27 24001266),(28 22907652),(29 22066680),(30 21528916),(31 21347378),(32 21470932),(33 21837396),(34 22638400),(35 23878288),(36 25169872),(37 26405932),(38 27300718),(39 27819084),(40 28077924),(41 28151146),(42 28035438),(43 27830766),(44 27627490),(45 27310244),(46 26928278),(47 26403094),(48 25838114),(49 25343546),(50 24849664),(51 24270850),(52 23714002),(53 23184976),(54 22690356),(55 22409342),(56 22467754),(57 22823554),(58 23586432),(59 24701338),(60 26009638),(61 27433868),(62 28846488),(63 30136068),(64 31234192),(65 32258130),(66 33093214),(67 33645530),(68 33821950),(69 33888976),(70 34139010),(71 34216300),(72 34067588),(73 33624656),(74 33348936),(75 32981286),(76 32435448),(77 31734664),(78 30955810),(79 30099932),
