1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 937675.8),(2 2782657.8),(3 5281310.5),(4 8314009.5),(5 11209989),(6 13452648),(7 15529197),(8 17336552),(9 18786194),(10 19604090),(11 20062642),(12 20240030),(13 19904744),(14 19270646),(15 18455626),(16 17578426),(17 16651984),(18 15647480),(19 14804035),(20 14093137),(21 13873875),(22 13670284),(23 13961765),(24 14354680),(25 14380597),(26 14530096),(27 14719739),(28 15214777),(29 15606221),(30 15954779),(31 15941252),(32 15646732),(33 15199203),(34 14241017),(35 13102152),(36 12066355),(37 11371581),(38 10718094),(39 10282987),(40 9787121),(41 9275332),(42 8819897),(43 8602854),(44 8687049),(45 8926673),(46 9256353),(47 9771103),(48 10314099),(49 10818155),(50 11138837),(51 11224732),(52 11084370),(53 10758219),(54 10188361),(55 9565688),(56 9010492),(57 8599124),(58 8181196),(59 7814014),(60 7516042.5),(61 7297064),(62 7156885.5),(63 7203082.5),(64 7376068),(65 7649284),(66 7816595.5),(67 7898716),(68 7821515.5),(69 7735976),(70 7686212),(71 7713862.5),(72 7790782.5),(73 7881603.5),(74 7997510),(75 8119367.5),(76 8230346.5),(77 8238157.5),(78 8328942.5),(79 8423533),
(1 171.24059),(2 236.83975),(3 284.35437),(4 319.35358),(5 344.5836),(6 361.32568),(7 376.9963),(8 389.5358),(9 402.68054),(10 409.41562),(11 416.12906),(12 422.73227),(13 432.79092),(14 437.58127),(15 448.4253),(16 451.8428),(17 457.2973),(18 466.28552),(19 472.04062),(20 476.1833),(21 476.80713),(22 476.84964),(23 482.30997),(24 484.63855),(25 488.31427),(26 492.0113),(27 498.32474),(28 501.1145),(29 507.46637),(30 510.42993),(31 512.71716),(32 510.04135),(33 509.9492),(34 513.9478),(35 519.2018),(36 517.982),(37 521.184),(38 522.58673),(39 526.59705),(40 525.9772),(41 531.27423),(42 528.898),(43 536.74866),(44 535.5093),(45 538.85596),(46 546.1809),(47 551.33923),(48 554.4308),(49 561.0894),(50 560.63806),(51 564.59247),(52 559.9062),(53 562.4289),(54 558.1778),(55 559.1261),(56 553.3968),(57 550.0681),(58 544.8846),(59 544.30255),(60 539.9666),(61 538.33765),(62 534.33514),(63 537.30347),(64 536.2349),(65 539.71173),(66 543.19446),(67 548.81244),(68 548.71906),(69 550.414),(70 550.06287),(71 554.21674),(72 555.327),(73 557.5611),(74 559.189),(75 566.1515),(76 569.6291),(77 573.39996),(78 577.70386),(79 593.1624),
(1 170.48466),(2 233.63144),(3 277.68802),(4 313.08606),(5 337.81052),(6 356.52982),(7 368.66443),(8 383.13174),(9 393.5384),(10 401.53903),(11 410.68848),(12 415.7607),(13 424.75543),(14 423.04996),(15 433.69443),(16 437.15253),(17 447.66617),(18 455.95438),(19 465.8924),(20 464.59155),(21 466.1766),(22 465.2268),(23 465.7376),(24 466.3506),(25 472.17355),(26 472.59232),(27 476.96362),(28 480.7005),(29 488.34766),(30 488.8144),(31 490.29825),(32 485.3529),(33 487.4685),(34 487.8651),(35 496.2039),(36 492.98227),(37 492.3578),(38 494.70615),(39 499.27823),(40 499.30872),(41 500.01538),(42 499.17502),(43 508.46838),(44 508.56644),(45 512.6943),(46 516.0165),(47 521.7578),(48 523.0489),(49 531.0656),(50 532.62177),(51 538.9491),(52 532.4427),(53 533.4169),(54 531.0999),(55 532.0205),(56 527.7493),(57 527.16516),(58 519.26483),(59 518.81134),(60 512.99194),(61 515.7471),(62 512.93243),(63 516.0311),(64 512.6768),(65 514.05084),(66 514.47644),(67 514.67),(68 513.35077),(69 514.9178),(70 512.8245),(71 514.7504),(72 516.22955),(73 519.44135),(74 522.48865),(75 527.0014),(76 530.57605),(77 532.1004),(78 532.52936),(79 541.48315),
(1 168.78918),(2 238.58777),(3 282.75974),(4 318.38977),(5 347.7287),(6 367.113),(7 382.8803),(8 393.62418),(9 404.5241),(10 412.53714),(11 421.69467),(12 429.51825),(13 435.69885),(14 435.67374),(15 448.23367),(16 449.5003),(17 454.9133),(18 463.17267),(19 465.22812),(20 467.20657),(21 467.67297),(22 467.68732),(23 471.06332),(24 472.07245),(25 475.26718),(26 478.42087),(27 483.85114),(28 485.96793),(29 492.62192),(30 493.0982),(31 496.5404),(32 493.56247),(33 495.1937),(34 493.9948),(35 503.20096),(36 500.56274),(37 498.53937),(38 494.50186),(39 494.45505),(40 494.35815),(41 497.15833),(42 499.66983),(43 510.09808),(44 514.7539),(45 519.0918),(46 526.20374),(47 534.32086),(48 533.46765),(49 542.0941),(50 541.693),(51 547.6595),(52 542.3094),(53 543.2202),(54 542.8921),(55 543.1945),(56 538.7211),(57 535.6925),(58 533.6456),(59 532.95435),(60 527.11237),(61 527.75116),(62 523.5527),(63 528.1682),(64 528.7435),(65 532.3058),(66 533.07404),(67 535.9247),(68 538.1637),(69 541.94763),(70 540.39874),(71 543.91547),(72 544.5006),(73 547.866),(74 549.4879),(75 555.3168),(76 559.3084),(77 561.5337),(78 564.6953),(79 574.6317),
(1 167.49005),(2 233.32558),(3 284.47678),(4 320.22614),(5 350.64697),(6 374.17725),(7 389.72894),(8 398.5435),(9 413.11472),(10 419.45203),(11 431.58994),(12 437.29175),(13 445.43024),(14 449.74677),(15 464.0133),(16 464.2057),(17 469.58612),(18 476.42706),(19 479.50708),(20 482.31097),(21 485.63712),(22 484.82138),(23 485.37677),(24 488.02295),(25 492.25766),(26 494.93085),(27 501.05865),(28 507.1832),(29 513.20886),(30 513.96857),(31 518.3758),(32 515.08606),(33 515.055),(34 517.2925),(35 524.6619),(36 524.3662),(37 524.36584),(38 527.98865),(39 531.198),(40 531.2549),(41 535.0854),(42 541.9632),(43 552.3498),(44 557.34344),(45 567.36707),(46 574.8551),(47 585.32837),(48 584.45374),(49 590.6626),(50 589.8475),(51 594.68146),(52 588.5254),(53 585.78406),(54 585.2069),(55 584.65576),(56 579.24023),(57 569.914),(58 564.29266),(59 563.1276),(60 557.0445),(61 556.8772),(62 557.28644),(63 561.0627),(64 560.0684),(65 565.7125),(66 564.7165),(67 567.93066),(68 566.4857),(69 570.69617),(70 569.39667),(71 575.40405),(72 577.9574),(73 582.5216),(74 585.616),(75 590.75494),(76 594.6708),(77 596.46375),(78 599.0179),(79 610.5996),
(1 162.2438),(2 226.1637),(3 275.30423),(4 308.99002),(5 337.26593),(6 358.42377),(7 373.05835),(8 383.97253),(9 396.85953),(10 405.80627),(11 416.27435),(12 420.47604),(13 427.45264),(14 431.84778),(15 442.98712),(16 445.4036),(17 453.82053),(18 463.57794),(19 470.401),(20 473.07245),(21 477.89572),(22 477.65662),(23 477.65634),(24 476.68015),(25 479.7388),(26 484.5362),(27 491.5855),(28 494.26514),(29 498.7039),(30 501.8026),(31 509.14392),(32 508.45337),(33 511.0829),(34 515.5276),(35 522.04034),(36 522.6007),(37 522.79944),(38 526.5289),(39 532.3689),(40 530.7046),(41 533.2106),(42 537.2483),(43 544.86975),(44 550.51227),(45 556.1108),(46 567.3253),(47 577.0201),(48 577.97186),(49 583.39655),(50 582.2209),(51 580.5306),(52 573.01624),(53 573.67566),(54 566.8477),(55 565.03625),(56 557.99713),(57 548.68744),(58 538.40466),(59 533.43463),(60 526.2014),(61 527.80225),(62 525.6799),(63 532.9691),(64 535.5017),(65 538.50446),(66 540.3689),(67 541.68365),(68 541.70154),(69 545.2888),(70 544.7806),(71 550.6123),(72 552.4417),(73 553.1568),(74 556.64923),(75 564.0712),(76 570.21906),(77 572.80756),(78 579.47314),(79 588.5265),
(1 162.409),(2 228.67986),(3 272.85275),(4 305.8562),(5 334.77972),(6 355.94653),(7 368.0971),(8 378.32245),(9 389.64108),(10 399.22797),(11 407.39523),(12 410.42975),(13 415.57275),(14 420.7146),(15 431.4438),(16 430.65195),(17 436.61194),(18 447.38184),(19 456.3524),(20 460.14273),(21 465.79492),(22 468.7124),(23 475.98203),(24 480.1679),(25 487.271),(26 490.86993),(27 497.42346),(28 496.49805),(29 503.59854),(30 504.24448),(31 507.63226),(32 507.9467),(33 510.92184),(34 515.8267),(35 522.9749),(36 523.6999),(37 526.06775),(38 526.45264),(39 530.8844),(40 529.8409),(41 529.20184),(42 530.0254),(43 535.8341),(44 538.16656),(45 542.0885),(46 545.816),(47 552.4243),(48 552.4248),(49 557.4332),(50 556.8527),(51 561.4799),(52 559.18695),(53 556.06104),(54 551.15094),(55 548.17633),(56 541.0436),(57 536.53705),(58 527.39996),(59 523.9516),(60 521.1384),(61 523.85095),(62 519.31085),(63 524.1876),(64 522.6683),(65 525.0265),(66 527.0938),(67 529.9161),(68 528.4168),(69 530.0928),(70 529.9416),(71 535.19446),(72 537.6526),(73 540.0517),(74 542.9518),(75 550.05383),(76 556.1066),(77 563.114),(78 568.3261),(79 580.67267),
(1 159.27522),(2 224.05997),(3 267.81836),(4 302.46585),(5 332.3689),(6 354.94714),(7 370.28677),(8 379.59424),(9 393.91742),(10 403.47815),(11 412.95596),(12 416.67633),(13 424.88116),(14 430.85095),(15 443.44678),(16 445.76508),(17 453.30243),(18 459.5065),(19 467.59335),(20 471.15375),(21 477.355),(22 479.41345),(23 488.14737),(24 490.2989),(25 493.21713),(26 496.83215),(27 503.1935),(28 501.82645),(29 509.05243),(30 508.1243),(31 510.05414),(32 513.12524),(33 517.67096),(34 518.4869),(35 528.85284),(36 530.3628),(37 534.79193),(38 537.3088),(39 542.595),(40 541.23224),(41 541.35266),(42 542.1879),(43 551.8324),(44 552.98303),(45 560.3406),(46 568.3119),(47 572.5581),(48 576.0921),(49 580.88666),(50 580.9319),(51 584.0197),(52 583.0902),(53 581.48175),(54 575.5233),(55 572.46313),(56 563.7714),(57 556.91895),(58 547.93567),(59 543.334),(60 538.48895),(61 540.4019),(62 537.2688),(63 539.7427),(64 538.06537),(65 541.7017),(66 543.01324),(67 545.43976),(68 546.28015),(69 549.0732),(70 552.6115),(71 558.86084),(72 564.98267),(73 568.4366),(74 574.6036),(75 581.9654),(76 588.41016),(77 595.98694),(78 600.3776),(79 614.7546),
(1 160.76706),(2 223.8781),(3 271.17844),(4 303.67728),(5 331.1468),(6 351.9638),(7 366.55576),(8 380.6182),(9 392.7779),(10 402.45712),(11 413.7719),(12 419.00842),(13 426.81705),(14 431.48914),(15 444.74774),(16 445.27548),(17 455.08356),(18 460.46704),(19 472.70407),(20 474.23544),(21 480.46738),(22 481.42676),(23 488.97614),(24 487.7056),(25 488.1334),(26 487.88885),(27 491.85086),(28 493.20392),(29 497.2692),(30 496.51462),(31 502.97495),(32 503.81335),(33 511.19864),(34 510.9044),(35 522.3298),(36 520.7673),(37 524.29816),(38 529.41595),(39 533.6939),(40 533.0726),(41 538.44226),(42 537.9494),(43 549.65393),(44 549.82996),(45 556.27795),(46 561.7505),(47 568.0192),(48 571.2023),(49 576.1374),(50 575.7699),(51 574.9422),(52 573.72217),(53 575.09204),(54 569.5536),(55 567.02936),(56 557.3138),(57 551.7071),(58 545.79004),(59 541.2146),(60 536.51),(61 536.6034),(62 535.64545),(63 535.4279),(64 533.6309),(65 534.03894),(66 534.35675),(67 535.3875),(68 538.5143),(69 542.7294),(70 544.7245),(71 553.069),(72 559.4527),(73 562.6563),(74 569.2889),(75 576.03564),(76 582.5049),(77 588.9731),(78 592.5462),(79 603.4252),
(1 160.24208),(2 223.17175),(3 272.6537),(4 300.5972),(5 332.43332),(6 355.7404),(7 368.01074),(8 380.61288),(9 389.78897),(10 395.64923),(11 406.39438),(12 409.5664),(13 417.16898),(14 419.57523),(15 430.15073),(16 431.90466),(17 436.16635),(18 442.36407),(19 452.58667),(20 454.10538),(21 458.52264),(22 462.21494),(23 467.60657),(24 464.83643),(25 466.59003),(26 468.23077),(27 470.44147),(28 469.4887),(29 474.86578),(30 474.42038),(31 477.0158),(32 472.9923),(33 475.58322),(34 476.424),(35 487.7087),(36 485.98093),(37 490.95575),(38 490.6168),(39 490.43353),(40 485.57346),(41 485.92432),(42 487.38107),(43 497.4753),(44 499.7838),(45 506.39145),(46 513.73505),(47 521.6645),(48 524.1621),(49 529.0424),(50 526.49335),(51 531.10876),(52 529.6662),(53 528.7347),(54 525.8549),(55 523.3207),(56 516.6469),(57 510.8184),(58 503.7122),(59 501.28925),(60 497.70673),(61 495.84457),(62 492.06296),(63 492.98123),(64 490.1569),(65 490.98),(66 488.8115),(67 488.99188),(68 489.35748),(69 494.83038),(70 494.85626),(71 502.98676),(72 507.92102),(73 514.0502),(74 519.89655),(75 525.47565),(76 531.33484),(77 537.5852),(78 539.87756),(79 553.42114),
(1 152.5494),(2 211.50293),(3 253.2641),(4 279.91544),(5 311.18558),(6 333.11877),(7 348.84424),(8 361.01984),(9 368.99908),(10 373.2404),(11 382.0479),(12 383.54227),(13 389.67007),(14 389.80984),(15 398.38403),(16 398.43286),(17 401.9306),(18 408.6808),(19 418.11536),(20 423.65997),(21 426.02283),(22 423.86905),(23 423.77914),(24 424.65262),(25 428.26425),(26 429.89868),(27 433.5836),(28 435.77103),(29 440.37723),(30 440.11215),(31 441.11835),(32 437.7501),(33 441.04517),(34 442.18948),(35 445.55273),(36 444.77936),(37 446.41055),(38 448.23553),(39 453.03375),(40 447.89148),(41 449.31378),(42 446.3513),(43 450.95056),(44 451.75552),(45 457.7703),(46 460.6268),(47 470.50223),(48 477.87677),(49 482.1098),(50 484.5096),(51 492.50424),(52 492.83817),(53 492.05618),(54 489.41214),(55 488.90726),(56 485.4051),(57 483.14954),(58 478.3583),(59 473.57797),(60 469.60532),(61 469.80377),(62 465.9011),(63 464.38635),(64 460.6993),(65 460.02548),(66 457.38916),(67 458.5336),(68 459.30792),(69 462.41547),(70 462.37762),(71 469.23584),(72 472.3044),(73 473.80225),(74 474.91068),(75 478.97974),(76 483.77652),(77 486.0149),(78 488.36157),(79 493.75677),
(1 152.88672),(2 215.39517),(3 256.63522),(4 283.1053),(5 314.60367),(6 332.51974),(7 345.9386),(8 359.80496),(9 370.9566),(10 377.54745),(11 385.04062),(12 386.0727),(13 393.49994),(14 388.41196),(15 394.749),(16 396.2015),(17 401.28116),(18 409.84012),(19 415.76154),(20 423.8039),(21 427.5737),(22 427.36395),(23 435.61725),(24 436.4285),(25 437.9023),(26 439.24188),(27 445.58817),(28 448.19766),(29 451.9153),(30 450.82315),(31 453.5526),(32 450.4831),(33 452.55984),(34 453.29333),(35 458.75696),(36 453.4574),(37 455.84198),(38 455.51605),(39 460.19897),(40 453.6956),(41 455.1244),(42 453.1317),(43 461.2113),(44 459.91083),(45 463.24167),(46 468.6221),(47 479.89896),(48 486.58145),(49 490.85614),(50 496.82446),(51 505.57635),(52 504.9059),(53 507.91537),(54 500.95166),(55 498.37247),(56 492.4307),(57 489.3763),(58 485.8169),(59 482.5004),(60 474.8025),(61 473.48468),(62 469.35178),(63 472.13333),(64 466.5524),(65 467.01215),(66 466.9541),(67 470.79727),(68 472.72296),(69 475.09555),(70 479.2322),(71 482.70798),(72 486.50223),(73 486.1609),(74 487.82806),(75 491.91254),(76 494.43732),(77 497.7841),(78 501.9431),(79 514.63586),
(1 149.818),(2 210.06293),(3 253.24535),(4 287.0328),(5 315.53088),(6 336.40616),(7 351.36588),(8 358.25003),(9 363.01913),(10 369.20456),(11 376.46918),(12 377.6838),(13 384.24136),(14 383.92047),(15 391.3283),(16 391.58313),(17 398.1188),(18 404.5192),(19 408.2544),(20 411.30392),(21 416.59906),(22 418.01227),(23 424.9076),(24 426.2803),(25 432.0326),(26 434.29843),(27 440.3507),(28 444.4502),(29 447.9807),(30 447.29636),(31 449.19833),(32 448.05078),(33 449.35962),(34 446.90485),(35 452.22928),(36 443.91766),(37 449.18256),(38 447.45547),(39 450.354),(40 448.38754),(41 450.08917),(42 451.2785),(43 457.99643),(44 456.82587),(45 466.80725),(46 471.9405),(47 482.7131),(48 487.21817),(49 493.48352),(50 497.08142),(51 501.78296),(52 498.12073),(53 497.2593),(54 491.56824),(55 493.56915),(56 489.50504),(57 484.482),(58 483.0549),(59 484.68207),(60 481.4494),(61 482.98203),(62 482.2519),(63 483.32123),(64 480.7822),(65 483.84),(66 484.24265),(67 484.98016),(68 483.01642),(69 486.09045),(70 485.64203),(71 488.84286),(72 489.68506),(73 490.6876),(74 493.4857),(75 499.3271),(76 500.47665),(77 501.24677),(78 501.57883),(79 513.9052),
(1 148.2288),(2 206.89409),(3 254.25407),(4 287.62833),(5 316.00934),(6 338.28735),(7 352.1715),(8 361.00775),(9 367.1305),(10 370.83698),(11 377.17758),(12 381.64093),(13 387.83554),(14 387.84836),(15 396.77505),(16 398.05936),(17 401.848),(18 406.42856),(19 412.95557),(20 414.4652),(21 414.46426),(22 413.9347),(23 418.92856),(24 421.04486),(25 424.92264),(26 429.12622),(27 435.7407),(28 436.9789),(29 439.273),(30 437.6925),(31 440.39053),(32 438.00757),(33 435.10086),(34 435.98184),(35 439.22836),(36 434.2468),(37 438.20734),(38 438.97238),(39 444.92645),(40 445.10898),(41 445.28836),(42 448.38925),(43 454.5579),(44 457.51862),(45 464.63535),(46 469.30795),(47 477.2013),(48 484.51367),(49 489.57928),(50 494.07465),(51 497.68295),(52 494.2926),(53 493.33432),(54 489.97064),(55 492.93417),(56 488.97235),(57 487.97873),(58 484.47946),(59 483.7997),(60 478.4717),(61 476.94656),(62 476.5835),(63 479.49127),(64 474.31735),(65 475.4579),(66 475.1452),(67 476.11533),(68 477.48624),(69 478.39145),(70 480.18793),(71 484.8069),(72 485.30585),(73 488.81525),(74 492.2548),(75 498.1154),(76 501.76645),(77 508.00555),(78 511.14673),(79 521.0815),
(1 147.43451),(2 205.99326),(3 247.27785),(4 277.24554),(5 300.66116),(6 318.5866),(7 331.83752),(8 340.6552),(9 349.44833),(10 353.0765),(11 355.95416),(12 361.9607),(13 370.438),(14 371.61917),(15 378.8544),(16 381.0063),(17 387.59006),(18 388.81845),(19 394.7919),(20 393.38638),(21 395.69736),(22 395.4623),(23 398.61978),(24 400.4848),(25 404.68143),(26 408.12018),(27 409.1571),(28 414.69235),(29 419.94754),(30 420.077),(31 423.58173),(32 419.4544),(33 418.04434),(34 417.73724),(35 422.43872),(36 417.95016),(37 423.711),(38 427.91605),(39 433.7234),(40 433.52066),(41 433.5235),(42 436.01318),(43 440.58582),(44 444.16095),(45 449.64313),(46 452.6402),(47 456.99127),(48 461.81625),(49 462.90656),(50 464.8256),(51 466.27213),(52 463.1783),(53 457.7904),(54 455.66736),(55 458.786),(56 454.54123),(57 454.0458),(58 451.59695),(59 451.58493),(60 447.8967),(61 448.0188),(62 443.92944),(63 445.07877),(64 439.9171),(65 440.1612),(66 437.15466),(67 439.20706),(68 436.57288),(69 436.5694),(70 436.58472),(71 440.0419),(72 441.38318),(73 442.3303),(74 444.79132),(75 448.9862),(76 450.41278),(77 454.97647),(78 456.89316),(79 463.8464),
(1 146.91928),(2 199.86214),(3 242.45854),(4 273.1284),(5 296.33902),(6 310.8615),(7 319.9326),(8 326.49243),(9 333.6859),(10 337.42224),(11 345.44742),(12 352.45123),(13 357.657),(14 360.73636),(15 369.97787),(16 372.11432),(17 377.00293),(18 376.87613),(19 382.91904),(20 379.9531),(21 379.94437),(22 380.45474),(23 381.33508),(24 380.8889),(25 381.7874),(26 386.4705),(27 392.0835),(28 395.82166),(29 401.29205),(30 401.70938),(31 405.08112),(32 402.6107),(33 400.95694),(34 397.52725),(35 402.49487),(36 400.4478),(37 401.85587),(38 406.71313),(39 415.46164),(40 415.94925),(41 418.6214),(42 419.01642),(43 424.8966),(44 427.93475),(45 432.0826),(46 435.56622),(47 444.04346),(48 445.03793),(49 447.51935),(50 452.40167),(51 452.00827),(52 444.75928),(53 440.0924),(54 434.66522),(55 434.62018),(56 427.4716),(57 427.18875),(58 427.88733),(59 431.24908),(60 426.65457),(61 426.66885),(62 421.5209),(63 419.79013),(64 414.90988),(65 413.09256),(66 411.69473),(67 414.93524),(68 414.40063),(69 414.9453),(70 415.24997),(71 416.64825),(72 417.30484),(73 419.57895),(74 420.0145),(75 422.94885),(76 427.05118),(77 435.58347),(78 437.16693),(79 448.11737),
(1 147.0287),(2 202.1622),(3 245.4301),(4 278.38123),(5 301.52353),(6 316.46356),(7 327.18094),(8 336.8759),(9 347.13644),(10 353.18546),(11 363.349),(12 368.48776),(13 372.30258),(14 380.1002),(15 389.7121),(16 393.25577),(17 397.09457),(18 399.27814),(19 407.58435),(20 410.0859),(21 414.2788),(22 414.5267),(23 416.64853),(24 415.97833),(25 417.1444),(26 420.76498),(27 426.46652),(28 429.1551),(29 432.07748),(30 431.14847),(31 431.67764),(32 426.6984),(33 422.97607),(34 418.87512),(35 424.3839),(36 419.62314),(37 422.24167),(38 425.32922),(39 435.5186),(40 439.75595),(41 441.9492),(42 442.99228),(43 445.9527),(44 448.52698),(45 454.7241),(46 457.9048),(47 462.56128),(48 465.46878),(49 469.62497),(50 474.64584),(51 478.3558),(52 475.6951),(53 471.23157),(54 465.80112),(55 465.04126),(56 461.1778),(57 460.9587),(58 461.32413),(59 462.2124),(60 458.91293),(61 457.1443),(62 452.0031),(63 450.36102),(64 447.17612),(65 446.96976),(66 446.28525),(67 449.16876),(68 449.25165),(69 449.3881),(70 447.42572),(71 449.99225),(72 452.78973),(73 454.38812),(74 455.9425),(75 460.95178),(76 465.0398),(77 469.629),(78 470.08688),(79 477.02203),
(1 145.22824),(2 199.77827),(3 242.51086),(4 275.59518),(5 297.68863),(6 314.77756),(7 325.26126),(8 335.7556),(9 348.71902),(10 353.18802),(11 362.49637),(12 365.40714),(13 372.9775),(14 375.8307),(15 385.00153),(16 388.56403),(17 391.207),(18 395.41098),(19 404.77197),(20 408.38193),(21 415.00482),(22 416.7869),(23 419.57825),(24 421.82678),(25 420.91504),(26 423.6714),(27 430.11148),(28 436.45798),(29 445.37973),(30 446.17203),(31 447.34125),(32 446.3533),(33 440.78268),(34 435.02567),(35 435.99103),(36 431.61224),(37 435.84692),(38 440.48853),(39 449.43326),(40 454.48236),(41 455.9224),(42 452.0516),(43 452.38507),(44 452.4663),(45 459.85687),(46 463.3253),(47 468.4179),(48 473.96326),(49 478.82043),(50 482.57343),(51 484.4451),(52 482.58017),(53 482.1476),(54 477.34982),(55 478.5262),(56 475.89615),(57 475.30096),(58 474.9199),(59 474.5119),(60 469.61832),(61 466.87515),(62 462.26385),(63 462.91595),(64 459.72232),(65 462.37836),(66 462.85693),(67 464.97534),(68 466.1762),(69 469.2021),(70 467.4126),(71 469.18234),(72 471.2819),(73 471.40433),(74 473.4509),(75 481.21234),(76 484.5767),(77 488.51373),(78 489.98047),(79 495.73984),
(1 144.92305),(2 199.98619),(3 241.33864),(4 269.8945),(5 292.8432),(6 309.0785),(7 318.75128),(8 332.4844),(9 345.0137),(10 353.36887),(11 366.8376),(12 372.71805),(13 381.4889),(14 383.02756),(15 392.48087),(16 395.24936),(17 397.8801),(18 405.71353),(19 418.81638),(20 426.5968),(21 433.64603),(22 440.39993),(23 447.34244),(24 451.69598),(25 453.21188),(26 454.49597),(27 457.63394),(28 462.6439),(29 469.20932),(30 470.35165),(31 472.85135),(32 467.55524),(33 461.78094),(34 452.68802),(35 453.59055),(36 449.5723),(37 451.52682),(38 456.13843),(39 462.3878),(40 462.6691),(41 464.70044),(42 462.5737),(43 466.8137),(44 466.5013),(45 468.1764),(46 475.06216),(47 479.96683),(48 482.3789),(49 487.35812),(50 490.65573),(51 494.46027),(52 489.5249),(53 488.94232),(54 484.58704),(55 484.25012),(56 481.5367),(57 479.93637),(58 477.09457),(59 478.26144),(60 474.93866),(61 475.5047),(62 474.82135),(63 475.77087),(64 474.44196),(65 473.04895),(66 474.81366),(67 477.26373),(68 479.83878),(69 483.70596),(70 483.827),(71 486.34335),(72 490.1118),(73 496.0863),(74 497.45825),(75 506.09283),(76 509.12274),(77 514.36633),(78 519.0144),(79 530.32056),
