1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11494837),(2 33986044),(3 54810370),(4 78208280),(5 99525064),(6 119214400),(7 140502160),(8 161586290),(9 186221380),(10 209868530),(11 230566860),(12 247385550),(13 260727760),(14 273019800),(15 286554980),(16 300020100),(17 300324960),(18 292370600),(19 280119970),(20 268452580),(21 259088060),(22 258015280),(23 264153470),(24 266875060),(25 268831800),(26 266400820),(27 262713220),(28 263868910),(29 265357260),(30 265668290),(31 262107760),(32 262244350),(33 263653810),(34 266457140),(35 266939700),(36 270610000),(37 276711170),(38 276510240),(39 272069600),(40 272630720),(41 272149540),(42 278557860),(43 289565340),(44 298432260),(45 311892860),(46 318843420),(47 323572740),(48 336330020),(49 355897060),(50 368155550),(51 378892450),(52 389131550),(53 404427300),(54 411931360),(55 419518050),(56 422903580),(57 427906050),(58 428665730),(59 427498750),(60 422404100),(61 419170200),(62 424592400),(63 430573340),(64 437795230),(65 442727000),(66 441890980),(67 435953400),(68 431062880),(69 424491680),(70 421952030),(71 415831700),(72 415529820),(73 419302180),(74 417669220),(75 410141730),(76 385798660),(77 381298460),(78 372277340),(79 359586400),
(1 10915754),(2 31744576),(3 53499920),(4 77736920),(5 103882190),(6 121527890),(7 140561700),(8 157817520),(9 175666420),(10 189648340),(11 197277570),(12 200784510),(13 201773600),(14 201593150),(15 202331680),(16 202349550),(17 199456420),(18 195901490),(19 192086560),(20 188499680),(21 184181600),(22 181755760),(23 180927440),(24 179594020),(25 175656200),(26 172347440),(27 172381520),(28 174750980),(29 180066780),(30 184593540),(31 188580850),(32 193018270),(33 199635340),(34 208518340),(35 218735330),(36 228470100),(37 238289740),(38 245077200),(39 251193500),(40 257051260),(41 263416450),(42 271218660),(43 282371680),(44 291711040),(45 299306900),(46 303292480),(47 304128060),(48 304353440),(49 306668450),(50 305052320),(51 301208400),(52 295236220),(53 288092350),(54 278940800),(55 269736260),(56 258956930),(57 250548180),(58 242671360),(59 239089440),(60 234380500),(61 230058190),(62 227836420),(63 226102820),(64 227118050),(65 227291040),(66 227066830),(67 225952690),(68 226642940),(69 226662750),(70 230152750),(71 234150450),(72 238874370),(73 244649390),(74 249516340),(75 254537390),(76 259846060),(77 267666940),(78 274566080),(79 278694080),
(1 14323821),(2 40475876),(3 71322870),(4 106644100),(5 146778930),(6 175134580),(7 200090740),(8 217993520),(9 233549820),(10 243830080),(11 250748660),(12 252657970),(13 252794420),(14 247323140),(15 240253010),(16 233608020),(17 230759500),(18 232618540),(19 236422190),(20 233782060),(21 225798290),(22 217649840),(23 212201940),(24 207754420),(25 200186830),(26 191140140),(27 183019340),(28 173652500),(29 168569950),(30 162810880),(31 157696430),(32 149927440),(33 142802880),(34 136602290),(35 134371070),(36 135739790),(37 139797500),(38 145642320),(39 153955630),(40 163120200),(41 172457440),(42 181535500),(43 194255570),(44 207861060),(45 220507950),(46 229807940),(47 235429890),(48 238183760),(49 238751020),(50 237241680),(51 233621420),(52 230026830),(53 224458350),(54 217686130),(55 212228850),(56 208133040),(57 205396350),(58 205581100),(59 210899630),(60 213759020),(61 215707820),(62 218911620),(63 219054830),(64 222834670),(65 221723700),(66 215460350),(67 204775740),(68 197480050),(69 187061550),(70 184209360),(71 181635440),(72 178964620),(73 179483180),(74 177782430),(75 177145260),(76 172693170),(77 173042690),(78 176363800),(79 179633870),
(1 17963912),(2 54001900),(3 93682344),(4 135701440),(5 174524660),(6 198515900),(7 212664720),(8 214517220),(9 208594140),(10 197647790),(11 185945220),(12 174365810),(13 166066430),(14 159476080),(15 155907500),(16 156826990),(17 163988540),(18 173694400),(19 184040100),(20 191483790),(21 195535220),(22 197167420),(23 195761860),(24 192109860),(25 188670660),(26 186225660),(27 179005550),(28 172088530),(29 165584430),(30 160455520),(31 156736030),(32 152720210),(33 151237180),(34 152145780),(35 155724290),(36 161924530),(37 167748690),(38 172997950),(39 177730110),(40 182789310),(41 185913570),(42 187313400),(43 188898990),(44 191065310),(45 195865600),(46 198777540),(47 199453220),(48 202419200),(49 201048020),(50 200789680),(51 200417420),(52 200483950),(53 198161120),(54 192952100),(55 191673780),(56 188885950),(57 189922510),(58 192402140),(59 196976960),(60 201729980),(61 206651060),(62 210391980),(63 212921230),(64 215306640),(65 212836260),(66 210172600),(67 200931900),(68 190956860),(69 178979970),(70 169394750),(71 159498400),(72 149773800),(73 141865620),(74 135262670),(75 131151890),(76 127833120),(77 124453670),(78 124444870),(79 125818740),
(1 14503331),(2 41546104),(3 68406250),(4 92130184),(5 107519260),(6 112127430),(7 110710920),(8 106618370),(9 102760470),(10 101726070),(11 104084380),(12 103178936),(13 100991460),(14 98331420),(15 91961976),(16 86833180),(17 83581410),(18 82304560),(19 83753440),(20 88012290),(21 92998550),(22 98668240),(23 104924930),(24 111263880),(25 116885340),(26 120288900),(27 120023970),(28 119427040),(29 118085150),(30 116361850),(31 113386744),(32 109950710),(33 107200120),(34 105118056),(35 102277540),(36 101968180),(37 103116296),(38 105668490),(39 107284456),(40 109513850),(41 112598610),(42 117035310),(43 121079670),(44 124200450),(45 127649670),(46 128764490),(47 129034230),(48 127973940),(49 125724830),(50 126042460),(51 126251130),(52 127283210),(53 127202130),(54 126375610),(55 124812600),(56 120507210),(57 115375870),(58 110192740),(59 106589090),(60 105146600),(61 106426780),(62 110242280),(63 114394670),(64 119545650),(65 122773170),(66 127254830),(67 128772600),(68 129719200),(69 127754470),(70 126039960),(71 120969170),(72 117718330),(73 114944350),(74 113821110),(75 113396970),(76 112495350),(77 110181540),(78 110546000),(79 111794940),
(1 14343293),(2 39019944),(3 63471884),(4 82628664),(5 92093100),(6 90277210),(7 83500950),(8 75783340),(9 72229736),(10 74052296),(11 79762110),(12 84910780),(13 87794810),(14 87050480),(15 84591704),(16 81051944),(17 77807304),(18 76504660),(19 75989270),(20 77898580),(21 78439360),(22 78271450),(23 77712370),(24 77839920),(25 76918104),(26 77077650),(27 78087510),(28 79419896),(29 81914090),(30 83996330),(31 84408320),(32 82710190),(33 80484840),(34 77665920),(35 75429020),(36 74627120),(37 74594970),(38 74347570),(39 74305040),(40 75082610),(41 77000830),(42 79282450),(43 81321070),(44 82205784),(45 82448296),(46 81993410),(47 81241416),(48 81364010),(49 81969650),(50 84276400),(51 86930320),(52 90840340),(53 94898430),(54 98400600),(55 99403570),(56 98302260),(57 96620740),(58 94133300),(59 91721730),(60 89672936),(61 87293120),(62 84153700),(63 82077090),(64 80562904),(65 81512320),(66 83648664),(67 86237416),(68 88881300),(69 90074730),(70 88969980),(71 89395890),(72 91691440),(73 91604910),(74 90689780),(75 90754940),(76 88291880),(77 89206400),(78 93563930),(79 98890300),
(1 11009300),(2 26708644),(3 39629668),(4 47660976),(5 49908436),(6 46721230),(7 43987756),(8 42457664),(9 43327708),(10 45704390),(11 50817172),(12 54193116),(13 54197630),(14 50832144),(15 49561710),(16 50556484),(17 52556590),(18 54913284),(19 57745860),(20 59554860),(21 59965690),(22 58155736),(23 57205660),(24 54580336),(25 53446908),(26 52955420),(27 53342704),(28 55472960),(29 57440740),(30 57650256),(31 56354908),(32 54761600),(33 54063844),(34 54791190),(35 57748844),(36 60045200),(37 60719900),(38 59679120),(39 57746624),(40 56142790),(41 55207080),(42 54280336),(43 54275136),(44 54309256),(45 54902190),(46 55986130),(47 56959190),(48 57679164),(49 58329016),(50 58446456),(51 57745864),(52 56653576),(53 54974788),(54 54748136),(55 55713984),(56 58399104),(57 61677612),(58 64616970),(59 66211930),(60 66653916),(61 65435690),(62 63487170),(63 61586412),(64 59343108),(65 58405330),(66 56959730),(67 57024668),(68 57172216),(69 57160164),(70 56038550),(71 53601904),(72 50515580),(73 49189240),(74 49469830),(75 51128964),(76 53431716),(77 58280228),(78 59897028),(79 59766444),
(1 8871198),(2 22054442),(3 30954198),(4 34506010),(5 35491252),(6 34822788),(7 36146596),(8 38185060),(9 41700532),(10 43075772),(11 42438548),(12 42329284),(13 41835972),(14 41112124),(15 43412052),(16 46095004),(17 45562776),(18 44585350),(19 43697852),(20 44062964),(21 44084916),(22 45342184),(23 45992260),(24 45232884),(25 45496028),(26 44263880),(27 44158744),(28 45194292),(29 45923304),(30 47372828),(31 48631490),(32 49305040),(33 49081330),(34 48762956),(35 48088356),(36 45623956),(37 43101050),(38 41449840),(39 39891212),(40 38947056),(41 38394870),(42 37921452),(43 37541360),(44 37959950),(45 37994420),(46 38496972),(47 39385868),(48 40704444),(49 42169600),(50 44016436),(51 45629940),(52 47873170),(53 49062308),(54 48383804),(55 47486036),(56 45371900),(57 43061040),(58 42227900),(59 42003596),(60 42405104),(61 42701040),(62 43554790),(63 43967440),(64 44439190),(65 44925800),(66 44961770),(67 44512420),(68 44650284),(69 45244932),(70 44586556),(71 43182736),(72 41401790),(73 39987330),(74 38535572),(75 37983296),(76 39039204),(77 43310812),(78 46236708),(79 48608904),
(1 10160845),(2 24134482),(3 31984256),(4 33222566),(5 30256564),(6 28942882),(7 32200308),(8 35844264),(9 36804308),(10 36285668),(11 35248572),(12 35473536),(13 35969000),(14 36454064),(15 37306510),(16 37899760),(17 37628450),(18 37174724),(19 38294548),(20 38886130),(21 38158816),(22 38082200),(23 37202816),(24 35927548),(25 34674684),(26 34492916),(27 33811736),(28 33558200),(29 33991440),(30 35655132),(31 36678000),(32 36631200),(33 35579056),(34 33973790),(35 32923956),(36 33484596),(37 34033296),(38 34991510),(39 34551564),(40 33948304),(41 34051532),(42 34596516),(43 35376628),(44 36618650),(45 37513028),(46 36797920),(47 35476016),(48 33757004),(49 31791330),(50 31986982),(51 32850010),(52 34737220),(53 36236588),(54 35842840),(55 34175824),(56 32134122),(57 30472032),(58 30199796),(59 31309328),(60 32891456),(61 33958290),(62 33783416),(63 33335952),(64 32505224),(65 31855442),(66 31301342),(67 32170518),(68 33473830),(69 33733264),(70 33815468),(71 33124050),(72 34345172),(73 35498116),(74 36159376),(75 35292976),(76 33877796),(77 31336044),(78 30658138),(79 31603310),
(1 10216501),(2 23042412),(3 28795776),(4 28929714),(5 24304032),(6 23818744),(7 25504362),(8 26997062),(9 27327590),(10 26221038),(11 25262024),(12 26180236),(13 28196716),(14 29598642),(15 29754392),(16 28507006),(17 27017864),(18 26354152),(19 28183596),(20 28998974),(21 29590252),(22 28907972),(23 28270456),(24 29487470),(25 31555464),(26 33123946),(27 32028744),(28 29461342),(29 27186862),(30 28309224),(31 30714890),(32 31908764),(33 30915876),(34 28668830),(35 26884182),(36 27145518),(37 28589898),(38 30040028),(39 30135448),(40 29974720),(41 29844704),(42 28801518),(43 28309586),(44 27868016),(45 27244340),(46 26805856),(47 27158410),(48 27210464),(49 26249102),(50 25879752),(51 25743722),(52 25632408),(53 25392626),(54 25993056),(55 26529288),(56 27525852),(57 27220326),(58 25580310),(59 23927406),(60 23479986),(61 23577052),(62 24133510),(63 25216348),(64 26080210),(65 25969032),(66 24491080),(67 23096672),(68 23105664),(69 24126262),(70 25259208),(71 25634376),(72 26119176),(73 26610742),(74 27897432),(75 28769408),(76 29766468),(77 28500952),(78 26765422),(79 25903264),
(1 9479789),(2 20056506),(3 24881048),(4 24267750),(5 21230532),(6 20642420),(7 21181196),(8 22223804),(9 22230512),(10 21805744),(11 21971878),(12 22670508),(13 24331652),(14 24948334),(15 24033894),(16 23130244),(17 23153680),(18 23542942),(19 23981372),(20 24084868),(21 24834290),(22 25286490),(23 25912980),(24 25345258),(25 24509500),(26 21963946),(27 21516122),(28 21650150),(29 22033494),(30 22380202),(31 22223826),(32 22265434),(33 22865338),(34 22887552),(35 21680994),(36 20778466),(37 20489242),(38 21417088),(39 22485268),(40 23034996),(41 22837990),(42 21560358),(43 21200470),(44 20950486),(45 22097168),(46 22679598),(47 23214582),(48 22594166),(49 22931542),(50 23818338),(51 24156644),(52 23528368),(53 21916566),(54 21206146),(55 21132020),(56 21928678),(57 22183564),(58 21626250),(59 20996560),(60 20856944),(61 21314872),(62 21981112),(63 21775014),(64 21053576),(65 20008380),(66 19516184),(67 20092266),(68 21139708),(69 22112090),(70 22328546),(71 21912724),(72 22041106),(73 22316996),(74 22526762),(75 22288912),(76 21687310),(77 21596606),(78 22873588),(79 24356302),
