1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 350.13797),(2 462.6282),(3 530.6226),(4 568.884),(5 606.77386),(6 633.995),(7 659.6222),(8 686.04016),(9 712.05756),(10 722.2019),(11 740.41797),(12 749.3525),(13 764.9002),(14 773.0285),(15 787.61237),(16 801.6609),(17 822.2824),(18 841.3395),(19 849.5525),(20 852.0661),(21 863.6551),(22 874.80817),(23 876.3867),(24 881.1541),(25 885.7056),(26 894.5272),(27 903.719),(28 907.9356),(29 905.56354),(30 915.3341),(31 923.15076),(32 928.32825),(33 931.53076),(34 930.88116),(35 936.46783),(36 944.2216),(37 945.5338),(38 950.02386),(39 947.16376),(40 943.7859),(41 949.4991),(42 954.54987),(43 957.7638),(44 958.70483),(45 956.0374),(46 967.2388),(47 967.5559),(48 969.74774),(49 971.61566),(50 974.6165),(51 980.7323),(52 977.0967),(53 971.46155),(54 963.7999),(55 962.50085),(56 961.38135),(57 956.5395),(58 951.76776),(59 952.3228),(60 946.4275),(61 942.3925),(62 945.81866),(63 953.36804),(64 950.39404),(65 952.5301),(66 944.72504),(67 941.3407),(68 932.96674),(69 934.52954),(70 929.0405),(71 922.2163),(72 924.6201),(73 924.6435),(74 918.52954),(75 921.28705),(76 933.5092),(77 931.9336),(78 933.0535),(79 938.91327),
(1 347.07883),(2 453.74118),(3 518.3345),(4 557.8491),(5 596.22894),(6 619.1368),(7 643.42316),(8 667.0843),(9 691.47815),(10 713.35754),(11 720.1471),(12 735.9776),(13 743.72723),(14 746.0509),(15 758.88806),(16 768.26984),(17 786.76587),(18 797.1661),(19 810.195),(20 820.31573),(21 830.78467),(22 837.1581),(23 841.5205),(24 845.35),(25 853.4514),(26 861.7666),(27 870.0419),(28 873.0806),(29 880.89355),(30 879.9127),(31 892.6626),(32 900.84033),(33 910.2084),(34 915.0252),(35 927.07556),(36 940.10406),(37 946.90765),(38 949.3958),(39 956.5009),(40 957.4591),(41 954.23566),(42 958.46643),(43 967.2252),(44 974.28705),(45 970.41675),(46 969.6986),(47 976.2621),(48 967.53284),(49 967.0921),(50 967.15985),(51 978.319),(52 982.00397),(53 976.58185),(54 967.90765),(55 963.9178),(56 954.37415),(57 946.0308),(58 948.80365),(59 945.3975),(60 948.00494),(61 945.61755),(62 945.8505),(63 936.8908),(64 927.70197),(65 934.67285),(66 927.77783),(67 924.8457),(68 928.52795),(69 924.65314),(70 920.7297),(71 916.5729),(72 915.2501),(73 913.2075),(74 915.77),(75 916.96893),(76 919.2821),(77 910.05817),(78 912.7411),(79 918.7144),
(1 340.52872),(2 451.3866),(3 510.30637),(4 544.8311),(5 587.35864),(6 613.16425),(7 637.49835),(8 652.8134),(9 677.419),(10 701.7119),(11 722.02423),(12 735.3545),(13 748.9532),(14 757.2566),(15 768.0385),(16 781.45795),(17 800.12415),(18 817.31104),(19 829.4783),(20 838.2086),(21 854.0652),(22 863.8334),(23 870.6924),(24 871.46606),(25 879.5325),(26 891.2638),(27 888.9698),(28 894.0543),(29 899.67035),(30 901.2376),(31 903.808),(32 899.5754),(33 899.8482),(34 904.99713),(35 909.6101),(36 908.0956),(37 917.6692),(38 923.1674),(39 922.42395),(40 926.6446),(41 928.6671),(42 923.9867),(43 922.22406),(44 928.8886),(45 931.47156),(46 940.26166),(47 943.3236),(48 942.0203),(49 935.40625),(50 934.38904),(51 934.8347),(52 934.8491),(53 931.56714),(54 929.0377),(55 919.9653),(56 919.2696),(57 919.14734),(58 922.9262),(59 922.5475),(60 913.18634),(61 918.7558),(62 921.8705),(63 917.432),(64 925.7022),(65 925.6761),(66 924.7109),(67 924.3375),(68 925.40576),(69 920.82153),(70 920.7476),(71 919.516),(72 917.239),(73 915.59894),(74 914.1296),(75 918.4861),(76 912.94745),(77 912.47577),(78 906.9499),(79 908.7339),
(1 336.9892),(2 445.17578),(3 503.4312),(4 540.64594),(5 576.57654),(6 595.6046),(7 616.0745),(8 642.2706),(9 664.408),(10 685.4493),(11 701.0383),(12 722.9562),(13 737.5453),(14 736.3995),(15 736.7935),(16 749.34344),(17 763.4964),(18 772.8063),(19 791.264),(20 792.46387),(21 805.5564),(22 808.37585),(23 819.5133),(24 820.57043),(25 828.3089),(26 835.2607),(27 840.19696),(28 850.29333),(29 854.82465),(30 861.1357),(31 867.8259),(32 866.3821),(33 865.744),(34 873.4293),(35 882.0897),(36 882.1265),(37 890.5998),(38 894.9077),(39 892.7806),(40 901.7057),(41 903.7916),(42 901.81915),(43 902.9885),(44 912.1024),(45 911.0926),(46 918.15936),(47 917.91705),(48 922.8355),(49 929.25916),(50 925.5429),(51 924.38434),(52 926.1765),(53 921.8572),(54 921.5503),(55 920.73846),(56 929.6277),(57 924.04675),(58 925.61743),(59 927.5334),(60 917.06195),(61 909.6844),(62 918.37476),(63 912.4709),(64 914.00885),(65 914.81323),(66 921.9837),(67 919.7992),(68 920.0481),(69 912.15234),(70 913.9159),(71 902.914),(72 903.86365),(73 902.1893),(74 905.26666),(75 910.076),(76 907.87146),(77 911.6248),(78 906.9099),(79 905.1587),
(1 331.04678),(2 429.67188),(3 485.35626),(4 522.6496),(5 563.9878),(6 591.80096),(7 610.0233),(8 631.6856),(9 650.5176),(10 669.4034),(11 681.9574),(12 697.29926),(13 716.04865),(14 714.42786),(15 719.6278),(16 735.20404),(17 758.19855),(18 764.785),(19 772.02026),(20 783.3807),(21 796.1102),(22 802.03204),(23 808.9831),(24 810.23157),(25 810.00586),(26 816.5059),(27 820.5957),(28 826.2628),(29 831.6886),(30 831.0662),(31 841.38104),(32 830.8988),(33 845.68475),(34 851.89667),(35 851.7834),(36 855.4379),(37 865.14325),(38 871.07965),(39 873.8535),(40 880.0067),(41 880.79694),(42 883.58655),(43 887.36676),(44 886.3109),(45 887.44885),(46 887.6849),(47 902.18835),(48 896.66864),(49 903.972),(50 906.9484),(51 907.2909),(52 908.78174),(53 906.259),(54 900.1841),(55 897.98413),(56 894.361),(57 895.5175),(58 889.004),(59 889.15063),(60 892.03625),(61 891.63464),(62 895.7488),(63 899.89545),(64 891.2415),(65 893.9594),(66 894.5225),(67 889.6121),(68 891.9899),(69 892.05444),(70 888.66394),(71 889.245),(72 899.06335),(73 889.4989),(74 899.5005),(75 898.65765),(76 896.6113),(77 896.5802),(78 892.55554),(79 888.70575),
(1 327.59348),(2 426.44305),(3 481.13486),(4 514.523),(5 550.53485),(6 571.48785),(7 592.73065),(8 612.7677),(9 637.91235),(10 652.45087),(11 668.7136),(12 688.71545),(13 700.99347),(14 703.261),(15 715.6863),(16 720.763),(17 730.4346),(18 738.87006),(19 751.69543),(20 759.2028),(21 764.9488),(22 768.9274),(23 782.24866),(24 780.6969),(25 789.3682),(26 797.6424),(27 802.89526),(28 811.99664),(29 823.215),(30 835.34534),(31 836.8235),(32 841.7803),(33 845.54846),(34 858.62256),(35 858.19965),(36 868.7709),(37 880.9764),(38 879.01416),(39 876.86096),(40 881.1371),(41 887.0118),(42 885.95435),(43 892.3868),(44 894.3915),(45 893.1774),(46 896.8442),(47 893.8953),(48 898.0384),(49 900.4899),(50 903.3106),(51 900.99084),(52 900.9681),(53 899.0019),(54 898.43054),(55 896.1372),(56 896.737),(57 898.65845),(58 897.45593),(59 900.182),(60 896.3567),(61 896.0351),(62 896.4207),(63 897.52936),(64 897.1055),(65 892.2741),(66 896.0254),(67 890.6961),(68 890.8205),(69 891.15326),(70 881.8774),(71 880.90466),(72 886.1674),(73 882.004),(74 887.8653),(75 891.4571),(76 892.4091),(77 889.0171),(78 893.9032),(79 894.778),
(1 319.74527),(2 423.32916),(3 487.80753),(4 523.1352),(5 560.0084),(6 584.18585),(7 610.2378),(8 635.64465),(9 652.1715),(10 666.2319),(11 680.80304),(12 692.24506),(13 693.9151),(14 700.5729),(15 712.69464),(16 722.8141),(17 737.79254),(18 740.08386),(19 748.1986),(20 757.182),(21 765.6756),(22 774.28467),(23 783.8626),(24 793.99945),(25 800.9394),(26 807.83185),(27 808.4541),(28 812.2083),(29 816.0378),(30 823.2598),(31 824.1148),(32 825.82666),(33 831.1873),(34 837.68207),(35 844.7274),(36 856.4334),(37 864.33325),(38 865.1966),(39 864.64355),(40 869.37524),(41 870.1557),(42 868.02875),(43 879.3921),(44 880.9451),(45 882.8527),(46 880.0979),(47 882.9223),(48 887.9376),(49 895.1469),(50 896.69666),(51 896.55853),(52 899.6598),(53 895.42084),(54 891.43054),(55 901.1289),(56 894.5959),(57 897.6175),(58 890.05743),(59 880.8893),(60 877.0673),(61 870.8326),(62 868.60834),(63 871.24084),(64 862.8842),(65 857.7452),(66 851.7828),(67 850.24255),(68 845.899),(69 841.5567),(70 847.0019),(71 841.2905),(72 846.7839),(73 845.6392),(74 845.17126),(75 852.931),(76 848.6857),(77 845.10565),(78 850.5245),(79 847.1793),
(1 317.13107),(2 412.95828),(3 470.42282),(4 509.71063),(5 539.30115),(6 566.6561),(7 592.2663),(8 619.74036),(9 630.60297),(10 642.0191),(11 661.84973),(12 675.47217),(13 684.33887),(14 697.25214),(15 712.91296),(16 720.5316),(17 732.0713),(18 734.9423),(19 742.60455),(20 752.0092),(21 754.0636),(22 757.5538),(23 766.0841),(24 765.42426),(25 779.11835),(26 776.0954),(27 775.2815),(28 773.7306),(29 774.8592),(30 784.76654),(31 794.5475),(32 798.8247),(33 796.0242),(34 799.11334),(35 808.39087),(36 814.2706),(37 814.39264),(38 822.98663),(39 820.9836),(40 825.49866),(41 828.0158),(42 828.38824),(43 834.4321),(44 831.06036),(45 832.18896),(46 829.0533),(47 838.3511),(48 841.0126),(49 840.9587),(50 844.3272),(51 845.74316),(52 838.4673),(53 836.7556),(54 836.08636),(55 835.10266),(56 834.87103),(57 836.43225),(58 833.53265),(59 837.4526),(60 841.2891),(61 832.9517),(62 827.7348),(63 825.5194),(64 818.6588),(65 822.5163),(66 814.84564),(67 819.4792),(68 813.47125),(69 816.2675),(70 817.12366),(71 814.6767),(72 809.64594),(73 812.9916),(74 811.11194),(75 818.5802),(76 814.49164),(77 818.9699),(78 810.14233),(79 806.6418),
(1 311.03354),(2 406.27725),(3 456.9524),(4 494.8518),(5 531.91266),(6 551.22345),(7 569.0993),(8 592.9399),(9 610.30316),(10 626.76184),(11 640.76465),(12 653.0613),(13 665.6386),(14 679.4886),(15 697.12787),(16 708.52673),(17 719.6016),(18 724.0109),(19 728.0633),(20 734.7391),(21 743.5454),(22 753.8948),(23 764.7886),(24 760.94385),(25 765.65546),(26 767.0742),(27 767.8549),(28 771.1207),(29 768.7813),(30 771.8568),(31 785.74115),(32 788.7635),(33 789.85834),(34 790.0848),(35 795.23486),(36 806.44696),(37 807.4236),(38 812.6119),(39 814.74036),(40 817.355),(41 816.004),(42 822.0074),(43 818.97076),(44 824.8279),(45 835.5635),(46 835.2585),(47 841.9158),(48 837.9259),(49 835.0601),(50 844.4478),(51 844.6546),(52 841.50604),(53 841.86145),(54 837.32135),(55 845.8961),(56 836.529),(57 831.8346),(58 829.92584),(59 834.90985),(60 831.35004),(61 829.25507),(62 831.1523),(63 828.1152),(64 823.93207),(65 821.5462),(66 818.47),(67 804.0315),(68 804.3547),(69 805.5323),(70 807.4657),(71 799.4623),(72 798.48413),(73 798.3697),(74 798.04425),(75 814.0162),(76 811.8445),(77 813.9868),(78 815.5934),(79 816.3018),
(1 309.3126),(2 402.7557),(3 451.712),(4 487.67374),(5 519.4953),(6 544.9166),(7 564.3722),(8 584.7452),(9 610.2837),(10 620.72406),(11 627.97754),(12 644.02545),(13 654.0285),(14 667.1052),(15 680.8847),(16 692.2427),(17 702.89294),(18 708.48376),(19 709.037),(20 718.6745),(21 720.2666),(22 716.22107),(23 723.7844),(24 722.7588),(25 732.58075),(26 740.35095),(27 743.25323),(28 745.05615),(29 742.4484),(30 751.8099),(31 755.24677),(32 763.43524),(33 760.82495),(34 765.12),(35 769.7218),(36 780.32367),(37 776.4251),(38 784.7575),(39 783.69653),(40 783.6655),(41 786.82806),(42 799.69525),(43 805.944),(44 807.41675),(45 811.06067),(46 814.5373),(47 826.22046),(48 825.13605),(49 829.5721),(50 831.62317),(51 834.46155),(52 834.64984),(53 831.13306),(54 837.43915),(55 842.9764),(56 840.69525),(57 839.3767),(58 839.6337),(59 839.12445),(60 839.2011),(61 840.25),(62 837.8922),(63 839.2766),(64 835.11084),(65 831.57666),(66 826.75586),(67 827.8573),(68 828.4605),(69 826.07874),(70 837.1127),(71 825.5392),(72 825.80664),(73 821.01624),(74 824.59296),(75 829.8049),(76 826.0626),(77 831.1246),(78 830.143),(79 825.0049),
(1 301.13135),(2 389.85413),(3 442.32654),(4 474.55447),(5 513.1239),(6 533.1177),(7 544.60425),(8 568.3201),(9 587.23047),(10 601.8138),(11 609.7651),(12 628.6957),(13 641.4848),(14 655.3616),(15 666.7793),(16 682.5057),(17 689.38916),(18 697.3547),(19 711.8852),(20 715.3067),(21 716.26825),(22 718.27075),(23 727.13306),(24 725.9703),(25 728.83),(26 727.343),(27 732.19214),(28 733.28467),(29 737.58356),(30 739.8741),(31 743.93774),(32 747.1559),(33 758.91376),(34 756.3411),(35 760.6508),(36 773.4217),(37 783.62665),(38 793.1032),(39 793.0787),(40 786.2487),(41 798.2373),(42 801.129),(43 810.46497),(44 813.6012),(45 816.4858),(46 817.04236),(47 825.0783),(48 830.9276),(49 831.522),(50 828.92),(51 825.73334),(52 824.9441),(53 838.94995),(54 832.01495),(55 830.426),(56 831.3668),(57 830.7471),(58 827.50165),(59 831.2499),(60 834.1461),(61 831.91504),(62 833.6101),(63 831.92737),(64 824.3937),(65 829.84436),(66 829.08984),(67 826.94574),(68 828.9141),(69 829.7361),(70 823.8945),(71 825.152),(72 822.33356),(73 819.29913),(74 817.8451),(75 814.49945),(76 820.61786),(77 818.4771),(78 817.2796),(79 819.06335),
(1 295.09808),(2 381.4406),(3 431.838),(4 462.43784),(5 495.15744),(6 518.8828),(7 532.9302),(8 557.3904),(9 582.9478),(10 596.2737),(11 609.178),(12 624.76056),(13 629.934),(14 640.56616),(15 652.3056),(16 658.07904),(17 669.5184),(18 673.3244),(19 683.0717),(20 688.7626),(21 695.9024),(22 696.46173),(23 705.75653),(24 707.6715),(25 717.5673),(26 722.1098),(27 725.7304),(28 733.05304),(29 737.99054),(30 737.83276),(31 744.5351),(32 745.38055),(33 743.2561),(34 751.4395),(35 751.30347),(36 758.4999),(37 757.43396),(38 757.29156),(39 762.74866),(40 763.007),(41 764.5475),(42 778.04553),(43 782.5327),(44 787.82526),(45 784.7669),(46 786.80414),(47 783.1268),(48 781.3132),(49 785.0352),(50 781.176),(51 782.00287),(52 785.1236),(53 786.7312),(54 785.7265),(55 784.872),(56 784.1679),(57 777.78284),(58 780.9771),(59 782.09344),(60 782.8822),(61 782.062),(62 780.3553),(63 780.2978),(64 777.9382),(65 781.6851),(66 782.35034),(67 778.46545),(68 780.8554),(69 781.1022),(70 777.1104),(71 781.42267),(72 779.44836),(73 775.1715),(74 775.81665),(75 781.7578),(76 775.7451),(77 776.6956),(78 780.2638),(79 777.56134),
(1 290.5044),(2 378.15414),(3 425.99536),(4 457.92816),(5 490.84338),(6 509.65088),(7 530.29425),(8 550.12946),(9 571.145),(10 587.54266),(11 607.4435),(12 615.1739),(13 623.1849),(14 630.4032),(15 641.75903),(16 649.0001),(17 659.0052),(18 660.6907),(19 662.9674),(20 669.92883),(21 680.4783),(22 681.35156),(23 696.10187),(24 698.31396),(25 708.48126),(26 706.5903),(27 718.6394),(28 717.89294),(29 724.286),(30 727.3082),(31 732.55676),(32 731.82947),(33 736.6849),(34 742.9508),(35 744.93024),(36 755.3842),(37 758.15857),(38 764.3979),(39 772.7318),(40 768.0543),(41 771.4305),(42 772.11957),(43 770.75366),(44 769.52515),(45 767.94586),(46 774.7864),(47 784.32886),(48 777.57184),(49 776.3342),(50 776.1088),(51 767.69257),(52 769.3908),(53 772.1249),(54 771.5727),(55 770.12573),(56 769.8328),(57 760.48267),(58 761.7506),(59 760.13184),(60 763.92175),(61 757.2221),(62 755.21136),(63 755.3229),(64 751.27155),(65 750.6362),(66 754.1319),(67 754.5799),(68 753.261),(69 747.62756),(70 750.00336),(71 754.971),(72 757.41376),(73 762.9082),(74 768.6576),(75 768.81885),(76 773.8554),(77 773.3127),(78 782.3158),(79 787.60205),
(1 285.39838),(2 367.3969),(3 415.8066),(4 448.23895),(5 476.14438),(6 501.26938),(7 517.17633),(8 543.7902),(9 564.5829),(10 573.6827),(11 586.16547),(12 595.92676),(13 606.01385),(14 620.96564),(15 630.22095),(16 637.51135),(17 649.95514),(18 654.0161),(19 658.66547),(20 665.67896),(21 672.99274),(22 671.1899),(23 673.27747),(24 681.2999),(25 687.7648),(26 692.7587),(27 698.60645),(28 706.54553),(29 714.82446),(30 720.2448),(31 719.21246),(32 721.98535),(33 723.8671),(34 732.4184),(35 730.7061),(36 731.43115),(37 730.5046),(38 733.32117),(39 730.2023),(40 731.12976),(41 734.9716),(42 737.8995),(43 740.84174),(44 748.2636),(45 748.9671),(46 749.2577),(47 756.6975),(48 750.9245),(49 752.7633),(50 753.9254),(51 749.61017),(52 750.1018),(53 754.9914),(54 754.3024),(55 752.6265),(56 754.0633),(57 749.25146),(58 747.54474),(59 748.94934),(60 747.4039),(61 745.8524),(62 746.07806),(63 744.3761),(64 737.9419),(65 739.2765),(66 735.06433),(67 726.30237),(68 727.7566),(69 716.2012),(70 719.3833),(71 712.2749),(72 715.6705),(73 713.4673),(74 711.0246),(75 710.2606),(76 709.23895),(77 707.5976),(78 712.4905),(79 711.9491),
(1 280.50827),(2 367.4882),(3 423.39493),(4 455.19766),(5 485.45798),(6 507.5098),(7 531.171),(8 549.3822),(9 570.6112),(10 581.4448),(11 590.6439),(12 605.0712),(13 608.3644),(14 618.3943),(15 629.99976),(16 637.0212),(17 648.58246),(18 655.82404),(19 660.5766),(20 671.561),(21 679.38043),(22 681.34784),(23 690.301),(24 693.8292),(25 697.7066),(26 698.86255),(27 708.26794),(28 709.8979),(29 711.3358),(30 714.75183),(31 718.9971),(32 722.6343),(33 721.343),(34 723.83057),(35 727.3767),(36 727.22076),(37 732.8695),(38 734.9375),(39 731.4245),(40 727.3343),(41 727.3487),(42 738.28265),(43 735.9179),(44 736.71674),(45 738.93945),(46 744.5455),(47 745.6758),(48 747.1687),(49 749.2912),(50 744.90607),(51 751.2326),(52 749.71826),(53 746.7741),(54 742.8269),(55 749.4589),(56 749.94086),(57 745.7413),(58 749.92346),(59 750.0657),(60 742.94714),(61 742.2235),(62 740.88763),(63 743.7235),(64 743.8995),(65 746.7711),(66 743.33264),(67 737.00745),(68 739.73175),(69 730.78357),(70 735.66187),(71 733.3624),(72 731.8969),(73 728.64044),(74 732.5207),(75 728.4642),(76 726.8463),(77 734.8347),(78 739.30035),(79 735.5472),
(1 277.9735),(2 360.17557),(3 409.14597),(4 438.09326),(5 469.70673),(6 491.8527),(7 514.1621),(8 537.86566),(9 561.672),(10 573.06226),(11 579.4206),(12 597.26984),(13 604.1542),(14 611.9509),(15 617.1598),(16 622.6412),(17 634.5158),(18 641.0451),(19 647.88336),(20 658.2061),(21 665.1888),(22 668.5031),(23 678.3528),(24 681.1667),(25 695.937),(26 700.46295),(27 695.2648),(28 698.63403),(29 705.68396),(30 710.6765),(31 710.75793),(32 718.5118),(33 713.8512),(34 727.26483),(35 730.2147),(36 725.38776),(37 723.002),(38 723.6061),(39 716.8826),(40 715.9719),(41 717.6618),(42 726.41785),(43 727.7774),(44 727.92255),(45 730.521),(46 732.5484),(47 733.59625),(48 741.0286),(49 740.5764),(50 740.8518),(51 743.365),(52 737.2389),(53 737.0228),(54 729.39453),(55 729.8265),(56 719.9922),(57 718.56573),(58 719.73663),(59 720.71747),(60 718.08),(61 712.94507),(62 715.4002),(63 719.311),(64 724.92834),(65 723.5413),(66 718.739),(67 710.9856),(68 706.49915),(69 703.7771),(70 702.6373),(71 698.41693),(72 697.1755),(73 693.5142),(74 694.61194),(75 697.80237),(76 696.12384),(77 700.58795),(78 708.899),(79 711.43054),
(1 275.1509),(2 356.80942),(3 405.3395),(4 438.0469),(5 465.95926),(6 486.57822),(7 507.00217),(8 527.27454),(9 541.31635),(10 551.5716),(11 565.4569),(12 578.1595),(13 581.4305),(14 585.2109),(15 595.7563),(16 607.38684),(17 611.1217),(18 625.9473),(19 632.95374),(20 637.01434),(21 638.50385),(22 643.9994),(23 651.7188),(24 652.63275),(25 656.5223),(26 654.3943),(27 653.5193),(28 664.0437),(29 664.905),(30 672.7017),(31 677.61383),(32 682.5702),(33 693.05115),(34 700.69763),(35 700.9116),(36 703.16266),(37 703.8289),(38 707.0418),(39 706.44366),(40 704.4907),(41 702.5352),(42 701.06866),(43 705.3176),(44 708.28876),(45 711.73663),(46 711.6866),(47 721.68164),(48 725.6113),(49 722.9319),(50 726.352),(51 731.09546),(52 731.73157),(53 731.035),(54 730.8758),(55 737.15344),(56 731.58124),(57 731.7502),(58 721.8409),(59 727.3137),(60 731.5154),(61 726.17426),(62 725.7457),(63 725.4001),(64 720.9479),(65 723.1101),(66 718.2261),(67 719.521),(68 722.03503),(69 717.4114),(70 714.3274),(71 709.68024),(72 706.2138),(73 699.46686),(74 704.8774),(75 698.0067),(76 698.5065),(77 697.0813),(78 699.2533),(79 697.6845),
(1 274.725),(2 357.3241),(3 405.30142),(4 430.13794),(5 461.88696),(6 480.79758),(7 501.65286),(8 521.37933),(9 535.1672),(10 545.91473),(11 558.66254),(12 571.4198),(13 579.5159),(14 588.2083),(15 603.8619),(16 604.33984),(17 607.6536),(18 610.2976),(19 613.45734),(20 618.87823),(21 625.0303),(22 628.23956),(23 642.4757),(24 651.3956),(25 657.8471),(26 657.383),(27 656.0843),(28 663.67053),(29 669.2414),(30 673.321),(31 675.62744),(32 676.38885),(33 674.11),(34 686.66376),(35 692.087),(36 698.5709),(37 695.0656),(38 698.50586),(39 696.9367),(40 690.288),(41 693.91565),(42 693.5902),(43 690.94073),(44 694.3844),(45 691.57184),(46 694.02563),(47 698.0282),(48 702.8138),(49 705.3575),(50 705.24396),(51 707.5907),(52 710.33276),(53 711.4128),(54 710.7177),(55 703.40247),(56 701.15674),(57 703.83746),(58 697.0404),(59 701.78516),(60 698.34595),(61 691.40283),(62 695.0219),(63 694.1231),(64 686.375),(65 687.3504),(66 681.2035),(67 680.75977),(68 680.6844),(69 677.501),(70 673.4309),(71 670.6228),(72 670.7084),(73 667.3739),(74 669.99414),(75 670.17566),(76 674.0671),(77 668.8294),(78 672.6847),(79 672.0011),
(1 266.30685),(2 343.53983),(3 385.23395),(4 412.9752),(5 445.65366),(6 467.41815),(7 484.76547),(8 504.88004),(9 521.3701),(10 531.4956),(11 543.8311),(12 561.5569),(13 570.8034),(14 576.6507),(15 589.1287),(16 598.10706),(17 602.31854),(18 607.4902),(19 613.4256),(20 621.87524),(21 629.6608),(22 633.35583),(23 638.5313),(24 644.079),(25 645.539),(26 646.8174),(27 652.9846),(28 654.9114),(29 655.427),(30 655.8085),(31 658.3074),(32 660.45355),(33 660.99255),(34 659.99554),(35 669.4836),(36 670.7346),(37 670.743),(38 675.7019),(39 673.80457),(40 673.0721),(41 675.2441),(42 677.06036),(43 682.4678),(44 682.0865),(45 686.2977),(46 687.4134),(47 688.37006),(48 691.0609),(49 693.08453),(50 689.8248),(51 693.1651),(52 697.73267),(53 699.486),(54 702.27936),(55 697.641),(56 693.9363),(57 694.09454),(58 691.11505),(59 693.4691),(60 686.3136),(61 685.03394),(62 683.42834),(63 682.8338),(64 682.12225),(65 686.06433),(66 676.36456),(67 668.7242),(68 665.3052),(69 662.68304),(70 665.79724),(71 658.51886),(72 651.1892),(73 648.27606),(74 648.135),(75 646.7576),(76 652.1491),(77 652.4246),(78 647.9398),(79 655.9848),
