1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 540.3622),(2 796.4023),(3 878.5115),(4 942.48926),(5 1018.768),(6 1039.0156),(7 1061.1958),(8 1086.8721),(9 1131.3779),(10 1151.6632),(11 1157.252),(12 1180.1051),(13 1195.9043),(14 1202.9836),(15 1225.6703),(16 1245.5858),(17 1260.5411),(18 1251.4093),(19 1286.5836),(20 1278.9539),(21 1277.644),(22 1295.551),(23 1285.2488),(24 1266.8799),(25 1275.6772),(26 1272.8074),(27 1250.9073),(28 1252.413),(29 1249.375),(30 1229.7433),(31 1229.8442),(32 1226.1864),(33 1249.8734),(34 1272.2009),(35 1277.7301),(36 1261.0844),(37 1275.6993),(38 1283.2576),(39 1291.7543),(40 1279.4447),(41 1276.4226),(42 1298.8612),(43 1318.735),(44 1310.5454),(45 1332.3826),(46 1334.7823),(47 1339.1792),(48 1340.6969),(49 1332.0012),(50 1326.609),(51 1344.6732),(52 1327.3756),(53 1332.1622),(54 1331.5936),(55 1342.8933),(56 1324.0206),(57 1332.9741),(58 1334.0891),(59 1332.4133),(60 1316.5964),(61 1328.7117),(62 1352.231),(63 1353.1353),(64 1348.3903),(65 1349.3507),(66 1360.7969),(67 1360.7012),(68 1331.7533),(69 1339.0704),(70 1334.9226),(71 1346.1875),(72 1365.2948),(73 1351.7374),(74 1359.4468),(75 1375.5598),(76 1365.9844),(77 1379.2314),(78 1363.4404),(79 1351.293),
(1 527.06824),(2 772.81934),(3 832.0596),(4 903.29315),(5 978.1035),(6 991.0531),(7 1011.92773),(8 1041.7196),(9 1077.8723),(10 1083.6318),(11 1096.3741),(12 1112.9889),(13 1129.2118),(14 1142.757),(15 1146.885),(16 1174.8801),(17 1179.0961),(18 1175.231),(19 1196.3601),(20 1207.4174),(21 1208.8009),(22 1230.8768),(23 1214.9854),(24 1205.8207),(25 1203.949),(26 1230.8949),(27 1242.3955),(28 1239.7035),(29 1240.1002),(30 1250.5254),(31 1258.2441),(32 1249.8546),(33 1260.2867),(34 1272.3301),(35 1269.1417),(36 1253.1278),(37 1265.7576),(38 1247.9991),(39 1254.3813),(40 1258.6034),(41 1260.1473),(42 1257.9507),(43 1277.6405),(44 1281.9883),(45 1301.1056),(46 1314.7745),(47 1321.8667),(48 1327.8815),(49 1314.2552),(50 1314.5916),(51 1321.6914),(52 1310.4524),(53 1307.0297),(54 1302.5795),(55 1315.0652),(56 1313.5337),(57 1309.6215),(58 1320.5481),(59 1310.6823),(60 1304.6531),(61 1305.795),(62 1311.7882),(63 1308.059),(64 1308.2041),(65 1301.9187),(66 1297.685),(67 1306.0996),(68 1286.917),(69 1295.2684),(70 1276.9084),(71 1287.7091),(72 1298.4497),(73 1304.9253),(74 1305.3727),(75 1298.2542),(76 1282.2299),(77 1288.4476),(78 1297.1161),(79 1280.641),
(1 521.52545),(2 749.94434),(3 824.4219),(4 893.88043),(5 975.6516),(6 978.14606),(7 1007.6587),(8 1050.1404),(9 1081.2107),(10 1096.3092),(11 1108.6364),(12 1136.0869),(13 1153.1935),(14 1151.2675),(15 1160.4628),(16 1171.6323),(17 1175.8954),(18 1161.9016),(19 1188.8253),(20 1171.8684),(21 1186.33),(22 1214.6412),(23 1203.5789),(24 1181.979),(25 1192.6963),(26 1198.2781),(27 1200.8131),(28 1225.8737),(29 1227.0449),(30 1217.2079),(31 1231.7035),(32 1218.3712),(33 1222.5413),(34 1229.4923),(35 1226.4142),(36 1216.6198),(37 1231.077),(38 1230.7539),(39 1229.9728),(40 1236.6215),(41 1236.7152),(42 1231.2008),(43 1245.2063),(44 1247.2388),(45 1272.1494),(46 1281.8489),(47 1274.8307),(48 1279.1417),(49 1283.0228),(50 1278.6755),(51 1296.9104),(52 1292.0267),(53 1308.0283),(54 1306.3871),(55 1292.9344),(56 1293.9482),(57 1305.854),(58 1285.1552),(59 1281.422),(60 1274.4023),(61 1276.7555),(62 1284.158),(63 1296.8965),(64 1288.9164),(65 1295.7308),(66 1296.106),(67 1297.8464),(68 1288.6444),(69 1283.8812),(70 1293.5216),(71 1315.9492),(72 1302.4784),(73 1318.575),(74 1323.082),(75 1321.158),(76 1307.642),(77 1310.6975),(78 1290.0062),(79 1301.8805),
(1 504.12518),(2 731.00305),(3 800.45416),(4 872.6487),(5 938.8379),(6 944.9574),(7 972.37195),(8 1002.5099),(9 1041.5582),(10 1048.5693),(11 1060.743),(12 1068.6321),(13 1071.2504),(14 1089.3257),(15 1095.4382),(16 1097.7063),(17 1103.9552),(18 1085.4927),(19 1114.4806),(20 1119.185),(21 1138.3044),(22 1172.9922),(23 1180.1061),(24 1173.3557),(25 1182.2448),(26 1170.2819),(27 1161.6096),(28 1175.6279),(29 1159.8707),(30 1153.2217),(31 1168.9706),(32 1158.5033),(33 1164.5753),(34 1177.1604),(35 1178.6052),(36 1176.0538),(37 1181.3129),(38 1185.0201),(39 1196.4241),(40 1218.5575),(41 1216.1959),(42 1212.5784),(43 1229.8346),(44 1218.7461),(45 1234.0615),(46 1237.6937),(47 1231.6215),(48 1221.2239),(49 1224.0194),(50 1232.7151),(51 1235.495),(52 1233.7588),(53 1222.5221),(54 1213.0756),(55 1225.1366),(56 1215.0962),(57 1211.3125),(58 1204.3428),(59 1210.9047),(60 1206.2056),(61 1208.7404),(62 1222.8502),(63 1223.1992),(64 1206.1229),(65 1204.966),(66 1204.8639),(67 1208.434),(68 1186.4542),(69 1196.678),(70 1180.9496),(71 1187.2008),(72 1176.1239),(73 1193.4943),(74 1222.4207),(75 1219.0262),(76 1217.7333),(77 1217.6827),(78 1213.5166),(79 1240.3231),
(1 504.601),(2 712.75214),(3 778.88043),(4 852.556),(5 927.1379),(6 927.5293),(7 962.1477),(8 975.7187),(9 999.22614),(10 1002.4093),(11 1025.4287),(12 1046.8267),(13 1042.2526),(14 1059.8684),(15 1078.8254),(16 1089.776),(17 1096.785),(18 1106.2825),(19 1132.5565),(20 1117.2383),(21 1114.4777),(22 1139.763),(23 1137.3268),(24 1122.3058),(25 1151.5868),(26 1152.4095),(27 1145.9283),(28 1148.4967),(29 1144.1722),(30 1138.4761),(31 1158.709),(32 1155.7949),(33 1178.2279),(34 1187.5518),(35 1177.3271),(36 1166.7883),(37 1156.2372),(38 1147.7656),(39 1152.79),(40 1155.0205),(41 1153.0823),(42 1157.8914),(43 1168.8766),(44 1166.9622),(45 1192.112),(46 1179.8944),(47 1170.4647),(48 1168.9427),(49 1167.7289),(50 1165.7021),(51 1178.6633),(52 1191.6157),(53 1190.7552),(54 1183.1377),(55 1199.5819),(56 1207.1398),(57 1207.3998),(58 1210.567),(59 1218.1069),(60 1225.2648),(61 1226.8353),(62 1233.0573),(63 1248.8683),(64 1242.1465),(65 1246.2595),(66 1233.3948),(67 1234.011),(68 1240.7568),(69 1232.1538),(70 1240.2489),(71 1242.7008),(72 1217.5018),(73 1239.779),(74 1254.1334),(75 1251.6704),(76 1243.7845),(77 1252.907),(78 1251.5431),(79 1257.2828),
(1 491.97894),(2 692.3542),(3 751.6053),(4 826.07874),(5 889.0735),(6 897.29803),(7 938.0719),(8 965.7074),(9 982.53864),(10 996.9007),(11 1030.2197),(12 1054.4019),(13 1046.6106),(14 1042.4058),(15 1044.7263),(16 1046.9131),(17 1056.7062),(18 1051.0671),(19 1081.9181),(20 1073.6138),(21 1072.8992),(22 1095.218),(23 1095.4063),(24 1088.8813),(25 1126.8408),(26 1128.4475),(27 1134.4268),(28 1138.4852),(29 1147.0238),(30 1139.014),(31 1142.939),(32 1128.222),(33 1142.9154),(34 1135.7131),(35 1128.2816),(36 1131.5104),(37 1122.3103),(38 1121.9557),(39 1137.1686),(40 1141.1761),(41 1153.8986),(42 1151.4207),(43 1150.6089),(44 1140.1674),(45 1147.3073),(46 1152.097),(47 1157.8823),(48 1150.3297),(49 1155.9446),(50 1162.1392),(51 1185.4146),(52 1175.7449),(53 1182.8291),(54 1194.5886),(55 1198.5569),(56 1192.9122),(57 1211.9569),(58 1220.7422),(59 1224.585),(60 1216.2224),(61 1222.3745),(62 1220.1592),(63 1217.438),(64 1209.1584),(65 1224.2743),(66 1209.0281),(67 1229.898),(68 1216.8341),(69 1215.6508),(70 1219.0775),(71 1207.99),(72 1196.4304),(73 1194.1455),(74 1209.3345),(75 1217.2207),(76 1207.929),(77 1189.9083),(78 1189.9558),(79 1196.3221),
(1 483.59903),(2 685.366),(3 751.3992),(4 816.0285),(5 881.4601),(6 900.5453),(7 935.7627),(8 956.2165),(9 973.5098),(10 989.7456),(11 1030.1282),(12 1061.7306),(13 1059.0325),(14 1070.6575),(15 1078.0272),(16 1090.6958),(17 1109.9375),(18 1105.9373),(19 1115.0809),(20 1097.1608),(21 1105.0597),(22 1120.5437),(23 1138.554),(24 1133.946),(25 1130.5222),(26 1115.0785),(27 1107.3541),(28 1113.4595),(29 1107.5714),(30 1098.6837),(31 1105.5989),(32 1096.0455),(33 1109.4602),(34 1124.8005),(35 1130.7788),(36 1129.7104),(37 1130.923),(38 1121.5908),(39 1127.5582),(40 1123.2977),(41 1131.0737),(42 1129.6995),(43 1138.7236),(44 1125.4993),(45 1127.1975),(46 1126.3333),(47 1132.1221),(48 1131.2219),(49 1130.0817),(50 1135.9458),(51 1138.9817),(52 1136.8147),(53 1150.4067),(54 1150.8812),(55 1152.8866),(56 1137.7328),(57 1158.6211),(58 1153.9723),(59 1157.7794),(60 1175.0883),(61 1172.1093),(62 1172.2908),(63 1177.2217),(64 1179.649),(65 1187.4878),(66 1177.2106),(67 1178.0283),(68 1168.1996),(69 1168.6245),(70 1171.3319),(71 1165.548),(72 1157.8342),(73 1177.5413),(74 1188.0048),(75 1195.7786),(76 1189.0437),(77 1189.4054),(78 1164.4237),(79 1181.731),
(1 464.03735),(2 661.7623),(3 727.7237),(4 784.7455),(5 840.99084),(6 854.94507),(7 889.8779),(8 911.3153),(9 924.9013),(10 925.34296),(11 952.89087),(12 980.8872),(13 975.10046),(14 988.89923),(15 1006.8272),(16 1007.289),(17 1025.117),(18 1014.01776),(19 1048.6564),(20 1038.0654),(21 1033.6362),(22 1057.6575),(23 1071.1207),(24 1050.6555),(25 1057.1727),(26 1064.993),(27 1081.8604),(28 1101.7802),(29 1111.0311),(30 1105.7413),(31 1114.3451),(32 1106.8455),(33 1127.0472),(34 1124.8322),(35 1130.3401),(36 1124.1564),(37 1118.1036),(38 1108.3417),(39 1107.5421),(40 1080.7183),(41 1079.0039),(42 1080.5156),(43 1069.7859),(44 1072.9772),(45 1073.4156),(46 1073.8864),(47 1074.4716),(48 1076.6211),(49 1069.3231),(50 1068.6283),(51 1084.5479),(52 1080.1082),(53 1099.676),(54 1095.099),(55 1101.8564),(56 1098.5668),(57 1126.4077),(58 1124.4149),(59 1129.9906),(60 1143.1195),(61 1144.1259),(62 1136.9719),(63 1135.789),(64 1138.2302),(65 1130.5217),(66 1114.6582),(67 1124.7002),(68 1128.6741),(69 1124.4529),(70 1139.4313),(71 1146.0978),(72 1137.9924),(73 1137.9131),(74 1143.9095),(75 1143.6268),(76 1146.7056),(77 1144.8488),(78 1132.0939),(79 1139.2738),
(1 467.90652),(2 663.5934),(3 735.5107),(4 799.91284),(5 850.209),(6 872.75726),(7 901.89374),(8 910.93787),(9 946.7602),(10 959.2996),(11 978.14594),(12 985.3733),(13 997.99084),(14 1000.7623),(15 1018.89624),(16 1018.80334),(17 1019.20856),(18 1029.9733),(19 1048.1643),(20 1039.9341),(21 1038.7667),(22 1066.0701),(23 1075.8885),(24 1054.7651),(25 1070.0426),(26 1084.1034),(27 1079.0483),(28 1078.8228),(29 1084.8062),(30 1072.0696),(31 1056.955),(32 1063.2284),(33 1093.5076),(34 1093.4226),(35 1100.0991),(36 1083.5034),(37 1063.1031),(38 1062.9298),(39 1079.2797),(40 1062.6721),(41 1065.4213),(42 1072.2716),(43 1067.1973),(44 1052.3668),(45 1058.1606),(46 1054.036),(47 1051.8055),(48 1055.1432),(49 1065.3473),(50 1079.27),(51 1087.091),(52 1091.3105),(53 1111.0829),(54 1126.4895),(55 1137.3765),(56 1141.538),(57 1142.3932),(58 1136.9053),(59 1138.6964),(60 1144.0507),(61 1143.234),(62 1144.913),(63 1152.3077),(64 1156.3308),(65 1167.9712),(66 1162.7664),(67 1159.329),(68 1158.4126),(69 1157.0836),(70 1162.3654),(71 1166.4506),(72 1148.1171),(73 1149.1033),(74 1163.5137),(75 1170.5181),(76 1159.148),(77 1164.3882),(78 1146.4696),(79 1143.4149),
(1 458.80182),(2 648.2181),(3 708.0195),(4 764.0806),(5 814.2598),(6 833.2895),(7 861.92377),(8 867.28894),(9 907.1756),(10 905.97626),(11 924.00385),(12 940.9683),(13 933.43463),(14 931.28827),(15 953.95044),(16 956.87177),(17 953.4297),(18 965.5946),(19 974.52527),(20 980.53937),(21 985.41895),(22 1000.87317),(23 1002.82635),(24 991.50806),(25 988.048),(26 995.7801),(27 982.7593),(28 976.72394),(29 987.5072),(30 993.7081),(31 1000.45337),(32 1002.59033),(33 1016.6405),(34 1019.7248),(35 1036.8976),(36 1040.7599),(37 1037.6556),(38 1037.6198),(39 1047.2987),(40 1045.994),(41 1048.7927),(42 1037.696),(43 1044.4104),(44 1035.9943),(45 1033.3005),(46 1042.5543),(47 1043.5271),(48 1024.4535),(49 1034.3123),(50 1046.4015),(51 1059.217),(52 1045.9155),(53 1062.3497),(54 1064.3113),(55 1056.7666),(56 1065.6251),(57 1076.9225),(58 1071.0911),(59 1078.0719),(60 1078.5359),(61 1079.6366),(62 1081.9211),(63 1089.5386),(64 1097.7709),(65 1095.4589),(66 1088.8816),(67 1084.7097),(68 1096.0657),(69 1111.7856),(70 1102.0032),(71 1108.7415),(72 1114.8375),(73 1114.2993),(74 1119.8167),(75 1116.5422),(76 1122.5226),(77 1122.6027),(78 1122.1082),(79 1127.1945),
(1 453.71353),(2 645.62695),(3 700.0054),(4 750.52106),(5 795.36456),(6 809.242),(7 844.6641),(8 844.5759),(9 862.17145),(10 880.61053),(11 904.9181),(12 923.4511),(13 922.53906),(14 932.3219),(15 953.9828),(16 963.54285),(17 967.74347),(18 974.4525),(19 992.0086),(20 1002.4558),(21 1012.2055),(22 1019.1892),(23 1028.9849),(24 1033.3156),(25 1021.88025),(26 1025.4142),(27 1023.77075),(28 1039.7616),(29 1062.2396),(30 1047.5225),(31 1049.4043),(32 1053.9485),(33 1067.5244),(34 1056.5776),(35 1059.5504),(36 1061.8834),(37 1048.238),(38 1032.6624),(39 1039.636),(40 1028.3654),(41 1027.2484),(42 1039.9933),(43 1038.3773),(44 1020.62946),(45 1029.5886),(46 1026.7722),(47 1022.3628),(48 1019.7298),(49 1024.641),(50 1048.7761),(51 1059.6055),(52 1059.2639),(53 1078.2952),(54 1078.871),(55 1085.754),(56 1082.7428),(57 1089.54),(58 1089.0004),(59 1088.1311),(60 1085.0726),(61 1089.587),(62 1089.6855),(63 1079.4904),(64 1077.286),(65 1073.6101),(66 1083.3168),(67 1086.2281),(68 1088.3456),(69 1101.4686),(70 1106.294),(71 1112.2861),(72 1118.4342),(73 1117.292),(74 1101.8308),(75 1103.1536),(76 1101.0181),(77 1106.6018),(78 1103.4454),(79 1102.6694),
(1 430.7569),(2 612.11884),(3 673.40094),(4 715.6152),(5 755.04926),(6 772.66943),(7 786.97296),(8 817.9205),(9 843.2471),(10 836.1298),(11 843.04285),(12 868.3276),(13 862.84454),(14 867.83514),(15 895.96924),(16 903.0302),(17 896.60443),(18 902.2485),(19 926.7756),(20 924.6512),(21 939.4846),(22 945.6817),(23 956.5649),(24 945.84064),(25 940.91785),(26 946.32367),(27 947.3756),(28 947.4358),(29 953.28455),(30 950.06354),(31 950.7178),(32 958.5797),(33 976.89233),(34 983.85175),(35 989.88574),(36 989.32336),(37 986.03894),(38 988.29315),(39 995.96936),(40 992.10443),(41 981.5023),(42 974.60144),(43 972.70264),(44 948.7708),(45 961.1575),(46 960.0154),(47 948.2797),(48 947.9767),(49 954.8719),(50 968.23914),(51 984.4417),(52 986.24554),(53 989.52014),(54 976.6558),(55 991.63635),(56 984.83124),(57 989.19696),(58 982.34064),(59 999.18097),(60 995.443),(61 991.92255),(62 995.44086),(63 1006.9069),(64 998.1537),(65 998.22003),(66 1008.38257),(67 1016.26),(68 1008.19946),(69 1010.69696),(70 1011.17365),(71 1014.9824),(72 1021.10925),(73 1021.0706),(74 1026.4425),(75 1018.9262),(76 1010.15735),(77 1007.0059),(78 1005.0697),(79 1008.8178),
(1 426.50443),(2 604.1662),(3 662.62555),(4 707.3212),(5 758.79395),(6 779.73987),(7 789.05426),(8 812.71295),(9 842.92896),(10 839.6613),(11 854.184),(12 870.4004),(13 877.42694),(14 886.2598),(15 888.00415),(16 886.4815),(17 878.9848),(18 883.9578),(19 893.2587),(20 899.7516),(21 906.91656),(22 915.373),(23 935.43243),(24 934.16876),(25 925.6481),(26 922.67755),(27 923.1897),(28 941.5189),(29 947.07983),(30 943.31036),(31 962.16956),(32 949.7935),(33 952.40485),(34 957.0056),(35 955.6109),(36 946.96564),(37 942.37915),(38 937.7221),(39 943.63763),(40 946.1067),(41 949.34375),(42 955.5),(43 967.95526),(44 952.633),(45 962.1684),(46 962.924),(47 971.6918),(48 977.9104),(49 979.367),(50 974.8494),(51 975.0942),(52 964.0318),(53 959.48364),(54 964.3422),(55 977.211),(56 979.2127),(57 976.55365),(58 974.2944),(59 980.16),(60 992.4433),(61 982.7778),(62 975.26715),(63 978.79144),(64 967.818),(65 980.9638),(66 986.15356),(67 992.35864),(68 981.66754),(69 989.4441),(70 987.35583),(71 989.1506),(72 982.3125),(73 990.4963),(74 982.2443),(75 987.6264),(76 988.4434),(77 984.36755),(78 973.49927),(79 977.3697),
(1 416.75128),(2 596.4464),(3 649.7756),(4 690.7273),(5 734.0862),(6 743.6427),(7 773.44415),(8 786.9788),(9 805.131),(10 813.84906),(11 824.746),(12 839.4706),(13 835.2693),(14 852.02136),(15 860.0157),(16 864.4607),(17 869.7946),(18 881.15283),(19 901.0625),(20 903.355),(21 920.5513),(22 924.8484),(23 935.00806),(24 932.5625),(25 935.93695),(26 939.8186),(27 954.9954),(28 957.46344),(29 958.72345),(30 968.17114),(31 964.39233),(32 954.2282),(33 964.3907),(34 976.56915),(35 981.5982),(36 969.2414),(37 963.654),(38 970.69476),(39 981.6812),(40 993.2326),(41 985.9458),(42 979.2629),(43 985.12555),(44 965.1407),(45 980.4333),(46 992.494),(47 981.9761),(48 988.84863),(49 978.6784),(50 975.9951),(51 996.49963),(52 993.6071),(53 997.13306),(54 992.6544),(55 993.60034),(56 980.5658),(57 983.8063),(58 981.68756),(59 989.64813),(60 990.84454),(61 991.07245),(62 970.481),(63 976.8974),(64 978.24963),(65 980.70605),(66 988.45),(67 997.7179),(68 981.87305),(69 977.7087),(70 975.78467),(71 987.53534),(72 980.2858),(73 980.6469),(74 991.6313),(75 985.21014),(76 981.02094),(77 977.95844),(78 977.43427),(79 977.148),
(1 403.693),(2 561.6437),(3 616.67737),(4 658.1968),(5 695.08575),(6 715.57745),(7 736.713),(8 742.68134),(9 762.53485),(10 775.1296),(11 793.5959),(12 803.20825),(13 812.6007),(14 820.82916),(15 840.8278),(16 834.6588),(17 846.3065),(18 850.14014),(19 853.3061),(20 861.5125),(21 878.011),(22 876.94867),(23 885.4917),(24 879.20905),(25 872.1139),(26 877.0955),(27 874.6328),(28 882.4039),(29 885.80914),(30 876.5697),(31 882.8903),(32 888.3399),(33 887.34985),(34 896.9664),(35 904.4206),(36 901.8822),(37 895.76575),(38 891.2608),(39 896.58716),(40 896.6819),(41 898.216),(42 886.2779),(43 884.0499),(44 872.9132),(45 875.5846),(46 881.14606),(47 891.0973),(48 892.5808),(49 894.6706),(50 895.6554),(51 902.3517),(52 903.03784),(53 899.1801),(54 894.4335),(55 896.9182),(56 890.7029),(57 907.26117),(58 913.627),(59 924.45905),(60 922.0328),(61 914.3453),(62 917.9893),(63 933.4251),(64 934.70557),(65 934.5507),(66 945.2946),(67 946.2695),(68 948.2419),(69 949.0217),(70 958.0225),(71 958.2279),(72 956.2683),(73 955.30237),(74 967.1109),(75 965.2264),(76 960.0728),(77 958.1716),(78 951.2038),(79 953.0832),
(1 398.21814),(2 556.8708),(3 605.02673),(4 646.6788),(5 688.861),(6 711.257),(7 734.6791),(8 738.88715),(9 746.3065),(10 761.2641),(11 775.3833),(12 794.068),(13 799.8958),(14 807.7562),(15 822.5574),(16 821.8772),(17 826.27997),(18 834.0229),(19 843.0554),(20 845.48303),(21 855.66144),(22 864.38275),(23 877.05786),(24 874.97815),(25 865.3505),(26 869.12537),(27 866.5353),(28 871.4784),(29 879.4893),(30 874.0238),(31 878.1931),(32 870.4703),(33 866.8262),(34 872.27716),(35 880.03375),(36 874.3057),(37 870.14197),(38 873.5235),(39 879.3891),(40 892.31506),(41 898.02014),(42 898.36926),(43 895.6813),(44 878.24207),(45 889.52466),(46 890.41003),(47 906.5599),(48 905.63403),(49 899.85986),(50 903.22626),(51 900.3176),(52 896.59674),(53 892.585),(54 885.37463),(55 898.79535),(56 889.155),(57 895.1635),(58 899.1),(59 899.01715),(60 899.0508),(61 894.9806),(62 904.55585),(63 904.0366),(64 906.47363),(65 914.39984),(66 913.9772),(67 919.5642),(68 921.0099),(69 918.0735),(70 916.9801),(71 916.6962),(72 911.905),(73 914.7657),(74 921.61707),(75 918.7751),(76 924.1518),(77 937.14636),(78 932.67426),(79 925.40155),
(1 388.41913),(2 543.1315),(3 591.9737),(4 640.4542),(5 673.17896),(6 689.634),(7 711.58264),(8 731.3146),(9 756.2419),(10 764.19214),(11 782.22424),(12 792.4206),(13 800.23773),(14 806.9268),(15 821.8074),(16 815.9361),(17 823.6509),(18 839.09766),(19 843.8896),(20 839.5654),(21 851.95874),(22 847.19604),(23 868.5417),(24 868.5981),(25 866.1115),(26 867.73535),(27 857.67084),(28 859.0702),(29 875.67175),(30 863.24023),(31 859.99585),(32 861.1055),(33 859.2435),(34 866.4994),(35 876.0127),(36 868.2312),(37 865.8493),(38 869.0519),(39 875.44495),(40 887.8023),(41 878.41626),(42 878.8411),(43 876.8833),(44 866.81134),(45 877.70624),(46 879.5402),(47 884.81134),(48 891.5967),(49 878.8067),(50 877.9666),(51 881.05597),(52 877.35535),(53 877.66315),(54 866.1621),(55 872.6379),(56 860.23773),(57 881.9811),(58 880.9507),(59 887.0979),(60 880.2861),(61 881.38196),(62 893.9148),(63 894.4368),(64 894.3514),(65 906.297),(66 904.088),(67 908.7341),(68 910.4077),(69 910.2562),(70 911.0949),(71 919.8655),(72 915.75494),(73 916.78235),(74 915.0635),(75 919.44995),(76 922.9894),(77 918.4859),(78 917.4234),(79 920.6646),
