1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7470.64),(2 22029.344),(3 35242.063),(4 43023.766),(5 45579.336),(6 44841.836),(7 42774.57),(8 40956.85),(9 40724.258),(10 42393.273),(11 45555.047),(12 47708.863),(13 47910.87),(14 47140.816),(15 46478.332),(16 46568.574),(17 46231.87),(18 45213.715),(19 44307.945),(20 43816.336),(21 44317.47),(22 44862.848),(23 44879.824),(24 44675.742),(25 44534.39),(26 44986.363),(27 45242.016),(28 45534.63),(29 45922.734),(30 46776.68),(31 47697.22),(32 47905.266),(33 47206.87),(34 46746.508),(35 47215.504),(36 47889.93),(37 48881.707),(38 49675.418),(39 50367.605),(40 50922.254),(41 50823.484),(42 49475.965),(43 48141.85),(44 47322.98),(45 47289.613),(46 47472.543),(47 47902.727),(48 48342.426),(49 48771.957),(50 49234.133),(51 49424.86),(52 49173.91),(53 48639.38),(54 48522.31),(55 48933.457),(56 49205.28),(57 49341.55),(58 49100.836),(59 49165.367),(60 49048.547),(61 49155.97),(62 49318.16),(63 49907.26),(64 49961.1),(65 50006.727),(66 49564.563),(67 48736.973),(68 48215.656),(69 47776.973),(70 48419.56),(71 49516.797),(72 49574.74),(73 48865.12),(74 48767.504),(75 48483.992),(76 48375.055),(77 48054.098),(78 47422.813),(79 47048.258),
(1 7376.3877),(2 21781.832),(3 34612.133),(4 42385.38),(5 45718.563),(6 46086.016),(7 44897.656),(8 43502.617),(9 43226.566),(10 43980.133),(11 45432.88),(12 46067.254),(13 46411.55),(14 46748.145),(15 47419.074),(16 47665.297),(17 47309.12),(18 46459.973),(19 45570.652),(20 45335.74),(21 45773.777),(22 45951.5),(23 45618.64),(24 45144.527),(25 45031.883),(26 44847.22),(27 44394.74),(28 44045.5),(29 43455.395),(30 42698.727),(31 42306.395),(32 42661.867),(33 43212.066),(34 43765.387),(35 45020.313),(36 46664.76),(37 48291.344),(38 49581.1),(39 50181.938),(40 49894.973),(41 49637.984),(42 49089.016),(43 48004.207),(44 46659.57),(45 46387.35),(46 46667.613),(47 46907.78),(48 46819.906),(49 47441.063),(50 48298.633),(51 48821.85),(52 48838.88),(53 47984.063),(54 46708.586),(55 45708.395),(56 45069.973),(57 45621.395),(58 46898.71),(59 48350.33),(60 49483.918),(61 49928.016),(62 49364.45),(63 49043.926),(64 48469.348),(65 47991.832),(66 46993.03),(67 45793.89),(68 44977.707),(69 44727.582),(70 44607.848),(71 44733.39),(72 44933.027),(73 44764.168),(74 44664.336),(75 44735.29),(76 45616.76),(77 46700.348),(78 46923.86),(79 46738.64),
(1 6842.5923),(2 20584.031),(3 33144.098),(4 40861.254),(5 44081.76),(6 43901.945),(7 41847.9),(8 40151.453),(9 39922.086),(10 40896.28),(11 42337.52),(12 42994.652),(13 43149.777),(14 43526.504),(15 43801.57),(16 43735.027),(17 43344.313),(18 43302.027),(19 42785.85),(20 41949.15),(21 41783.016),(22 41719.12),(23 41581.363),(24 41617.88),(25 41856.383),(26 42122.508),(27 42540.715),(28 43008.72),(29 43174.875),(30 43462.008),(31 43258.242),(32 43100.72),(33 43217.914),(34 44300.33),(35 45665.85),(36 46888.926),(37 47399.242),(38 47033.664),(39 46205.35),(40 45316.586),(41 44203.098),(42 43527.027),(43 43550.73),(44 43558.598),(45 44262.27),(46 45258.7),(47 45978.793),(48 46662.617),(49 46734.38),(50 45918.277),(51 45277.875),(52 45270.02),(53 45197.523),(54 44671.29),(55 44032.508),(56 43905.78),(57 43818.164),(58 43168.508),(59 43271.094),(60 44345.207),(61 45983.08),(62 46885.04),(63 46812.26),(64 46528.074),(65 46911.746),(66 46810.42),(67 46540.67),(68 46285.473),(69 45990.41),(70 45229.15),(71 44753.074),(72 44672.914),(73 44977.57),(74 45660.16),(75 46358.22),(76 46805.02),(77 46686.234),(78 46721.816),(79 46996.2),
(1 6535.866),(2 19287.443),(3 30590.531),(4 37318.367),(5 39804.34),(6 39799.273),(7 38373.133),(8 36917.797),(9 36203.113),(10 36301.94),(11 37343.28),(12 38581.063),(13 39531.53),(14 40400.496),(15 40966.176),(16 40985.97),(17 40313.406),(18 40000.86),(19 40212.81),(20 40923.38),(21 42131.547),(22 42981.426),(23 43063.555),(24 42480.363),(25 41881.473),(26 41465.91),(27 41334.48),(28 41603.297),(29 42203.895),(30 42614.043),(31 42560.914),(32 42075.168),(33 41888.86),(34 41842.777),(35 41689.535),(36 41994.754),(37 42402.535),(38 42581.74),(39 42387.574),(40 41272.58),(41 39980.29),(42 39147.57),(43 39159.875),(44 39399.945),(45 40139.992),(46 40933.56),(47 41401.34),(48 41157.67),(49 41288.08),(50 41753.797),(51 41631.613),(52 41681.84),(53 42261.92),(54 42511.793),(55 42507.547),(56 42410.83),(57 42550.52),(58 41949.992),(59 41199.734),(60 40868.742),(61 40911.46),(62 41706.547),(63 43013.56),(64 44005.496),(65 43578.594),(66 42549.63),(67 42218.99),(68 42374.71),(69 42226.266),(70 40754.754),(71 39263.18),(72 38615.934),(73 38842.195),(74 38973.195),(75 38977.023),(76 39207.094),(77 39378.47),(78 39157.4),(79 38881.02),
(1 6566.94),(2 19425.611),(3 31054.887),(4 37885.844),(5 40007.875),(6 39551.574),(7 37984.066),(8 37020.88),(9 37366.93),(10 38327.59),(11 39456.418),(12 39959.59),(13 40497.793),(14 40969.266),(15 41745.89),(16 42820.035),(17 43076.754),(18 42759.91),(19 41869.844),(20 40350.375),(21 38476.68),(22 37296.684),(23 37021.637),(24 37668.527),(25 38167.64),(26 38463.383),(27 38992.176),(28 39509.77),(29 40057.367),(30 40002.39),(31 39624.555),(32 38664.246),(33 37966.57),(34 37648.957),(35 38007.008),(36 39458.43),(37 40925.11),(38 41736.418),(39 41266.094),(40 39531.996),(41 38131.715),(42 37573.445),(43 38334.66),(44 39886.168),(45 41280.156),(46 41847.996),(47 42200.17),(48 42014.547),(49 41725.305),(50 41575.355),(51 42096.496),(52 42783.86),(53 43066.832),(54 43005.715),(55 42639.715),(56 42708.52),(57 42637.965),(58 42474.203),(59 42460.883),(60 42101.17),(61 41609.64),(62 41200.62),(63 41792.77),(64 43002.59),(65 43690.152),(66 43429.58),(67 43048.98),(68 42436.805),(69 41888.867),(70 41415.906),(71 41005.98),(72 40838.1),(73 41293.855),(74 41731.168),(75 42028.258),(76 42566.484),(77 42731.293),(78 41699.83),(79 41513.117),
(1 6198.6353),(2 18027.744),(3 28160.646),(4 33419.813),(5 34785.008),(6 34418.477),(7 33138.586),(8 32700.21),(9 33777.074),(10 35337.42),(11 36637.883),(12 36946.977),(13 36220.977),(14 35326.293),(15 34757.313),(16 34361.633),(17 34183.77),(18 34437.414),(19 34688.742),(20 34425.01),(21 33719.344),(22 33292.586),(23 33102.555),(24 33295.016),(25 33705.625),(26 34235.336),(27 34827.168),(28 35222.82),(29 35153.746),(30 34190.387),(31 33500.344),(32 33500.43),(33 34063.625),(34 34939.74),(35 36197.895),(36 37447.7),(37 38187.51),(38 38529.273),(39 38267.227),(40 37556.234),(41 36791.184),(42 36508.42),(43 36714.23),(44 37030.29),(45 37517.97),(46 37447.715),(47 37307.367),(48 36806.047),(49 36523.813),(50 36954.83),(51 37567),(52 37553.023),(53 37517.035),(54 37602.332),(55 37661.875),(56 37153.2),(57 37084.26),(58 37756.69),(59 38357.176),(60 38359.754),(61 38051.227),(62 37934.375),(63 38252.19),(64 38846.074),(65 39473.195),(66 39610.492),(67 39804.805),(68 39854.727),(69 39859.387),(70 38668.766),(71 36967.504),(72 35827.086),(73 35573.664),(74 35651.445),(75 36011.58),(76 36282.836),(77 36411.29),(78 36079.78),(79 35825.594),
(1 6431.1177),(2 18815.793),(3 29266.06),(4 35465.46),(5 37802.65),(6 36902.465),(7 35158.523),(8 34348.6),(9 34673.016),(10 35255.035),(11 35767.29),(12 35671.816),(13 35215.793),(14 34965.52),(15 35166.836),(16 35922.336),(17 36455.547),(18 36785.87),(19 36701.684),(20 35947.543),(21 35056.676),(22 34235.895),(23 34041.26),(24 34284.01),(25 34705.348),(26 34947.38),(27 34994.656),(28 35307.742),(29 35400.89),(30 34737.26),(31 34376.656),(32 34657.85),(33 35133.188),(34 35412.137),(35 35878.83),(36 36586.652),(37 37168.055),(38 37293.56),(39 37187.914),(40 36667.813),(41 36375.49),(42 36452.945),(43 36565.203),(44 36241.453),(45 35530.016),(46 35037.914),(47 35249.12),(48 35592.895),(49 36246.992),(50 36830.254),(51 37015.88),(52 37034.016),(53 37099.633),(54 37077.652),(55 36936.87),(56 36506.203),(57 36242.44),(58 36776.316),(59 37301.992),(60 37391.9),(61 37200.348),(62 36648.188),(63 36364.35),(64 36840.836),(65 37532.414),(66 37943.887),(67 38351.15),(68 38714.043),(69 38781.74),(70 37724.875),(71 36478.82),(72 35874.203),(73 36027.62),(74 36850.637),(75 37814.566),(76 38369.883),(77 38484.832),(78 37629.77),(79 36592.92),
(1 5967.67),(2 16932.223),(3 26590.2),(4 32354.36),(5 34163.484),(6 33295.168),(7 32399.422),(8 31983.541),(9 32292.813),(10 32670.318),(11 32737.428),(12 32460.31),(13 32685.838),(14 33163.918),(15 33985.234),(16 34941.02),(17 34805.79),(18 34095.027),(19 33512.746),(20 33111.77),(21 32928.707),(22 33000.004),(23 33492.117),(24 33073.695),(25 32085.865),(26 31558.852),(27 31555.045),(28 31782.963),(29 31875.967),(30 31621.434),(31 31477.512),(32 32102.025),(33 33095.07),(34 34342.152),(35 35390.43),(36 36300.305),(37 36983.58),(38 37565.79),(39 37624.445),(40 37131.4),(41 36578.742),(42 35927.53),(43 35524.805),(44 35394),(45 35640.574),(46 35657.066),(47 35484.633),(48 35044.38),(49 34821.24),(50 35240.766),(51 35822),(52 36099.87),(53 35966.082),(54 35139.28),(55 34166.13),(56 33517.26),(57 33143.137),(58 33319.574),(59 33827.316),(60 34319.754),(61 34753.08),(62 35028.37),(63 35291.004),(64 35703.742),(65 36386.52),(66 37065.742),(67 37357.27),(68 37307.79),(69 37565.613),(70 37001.313),(71 35846.023),(72 34662.633),(73 33729.867),(74 33620.78),(75 33950.074),(76 34573.277),(77 35199.496),(78 35124.586),(79 34837.637),
(1 6109.28),(2 17527.053),(3 27200.936),(4 32713.338),(5 34403.85),(6 33492.613),(7 32452.965),(8 31908.275),(9 31960.912),(10 32511.434),(11 33230.496),(12 33374.34),(13 33277.945),(14 33030.918),(15 33110.914),(16 33521.15),(17 33821.5),(18 33612.957),(19 33144.88),(20 32837.73),(21 32666.313),(22 32876.7),(23 33862.574),(24 34256.66),(25 34031.316),(26 33831.723),(27 33910.34),(28 34393.633),(29 34600.977),(30 34247.47),(31 33712.547),(32 33514.973),(33 34038.6),(34 34397.188),(35 34436.195),(36 34469.992),(37 34751.57),(38 35249.098),(39 35995.14),(40 35953.31),(41 35309.86),(42 34686.88),(43 34171.1),(44 33626.867),(45 33376.582),(46 33015.95),(47 33314.223),(48 33419.08),(49 33114.527),(50 33353.42),(51 33442.45),(52 33331.52),(53 33319.58),(54 33477.508),(55 33910.12),(56 34124.176),(57 35079.94),(58 36238.55),(59 35954.25),(60 34532.703),(61 33768.234),(62 33872.51),(63 34080.914),(64 34702.41),(65 35758.895),(66 36367.12),(67 36680.36),(68 36476.516),(69 36139.645),(70 35558.95),(71 34697.31),(72 34071.953),(73 33936.973),(74 34332.016),(75 35009.98),(76 35450.066),(77 35437.055),(78 34822.727),(79 33774.934),
(1 5593.343),(2 15883.837),(3 24249.955),(4 28696.88),(5 29647.5),(6 28550.941),(7 27244.9),(8 27123.736),(9 28019.979),(10 29167.348),(11 30564.133),(12 31093.871),(13 30973.666),(14 30997.941),(15 31416.068),(16 32123.844),(17 32405.793),(18 31602.266),(19 30921.871),(20 29910.785),(21 28917.656),(22 27720.096),(23 27105.014),(24 27070.596),(25 27732.43),(26 28516.367),(27 29323.408),(28 29978.21),(29 29995.959),(30 29459.12),(31 29153.922),(32 29041.096),(33 29505.123),(34 30305.1),(35 30789.377),(36 30635.35),(37 29985.215),(38 29620.33),(39 29821.271),(40 29854.38),(41 30904.89),(42 32071.338),(43 32739.049),(44 32893.582),(45 32444.371),(46 31516.166),(47 30791.797),(48 30679.332),(49 30897.824),(50 31796.422),(51 32707.361),(52 32756.348),(53 32146.865),(54 31315.414),(55 31168.559),(56 31674.664),(57 32379.459),(58 32934.047),(59 33213.324),(60 32469.607),(61 31835.955),(62 31690.5),(63 31958.002),(64 32463.813),(65 33224.516),(66 33691.652),(67 34071.41),(68 34099.023),(69 33983.9),(70 33303.137),(71 32807.805),(72 32344.727),(73 31994.822),(74 31762.127),(75 31871.51),(76 32384.652),(77 32603.18),(78 32745.297),(79 33117.77),
(1 5714.7334),(2 16253.573),(3 24683.213),(4 29140.514),(5 30321.338),(6 29216.438),(7 28133.324),(8 27896.232),(9 28654.086),(10 30692.799),(11 32785.55),(12 33500.816),(13 33235.86),(14 32561.701),(15 31890.72),(16 31403.588),(17 30739.996),(18 29754.383),(19 29540.379),(20 29724.488),(21 30062.252),(22 30120.123),(23 30249.232),(24 30631.44),(25 30791.838),(26 30995.475),(27 31513.594),(28 31861.494),(29 31773.81),(30 31234.959),(31 30849.557),(32 30653.488),(33 30915.334),(34 31399.066),(35 31518.936),(36 31535.285),(37 31079.441),(38 30811.729),(39 30639.313),(40 30857.158),(41 31769.953),(42 32945.2),(43 33460.86),(44 33379.992),(45 32865.92),(46 32266.602),(47 31935.063),(48 31689.678),(49 31833.201),(50 32309.998),(51 32271.15),(52 32487.877),(53 32652.252),(54 32624.516),(55 32339.176),(56 31879.38),(57 32147.271),(58 32749.43),(59 32954.324),(60 32608.44),(61 32459.844),(62 32124.605),(63 31619.205),(64 31987.47),(65 33133.758),(66 33789.74),(67 34398.793),(68 34588.68),(69 34222.273),(70 32933.254),(71 32021.504),(72 31534.121),(73 31413.865),(74 31931.943),(75 32671.373),(76 33157.023),(77 33856.426),(78 34215.465),(79 33733.14),
(1 5536.01),(2 15554.094),(3 23531.03),(4 27507.252),(5 28436.617),(6 27423.355),(7 25814.871),(8 25258.941),(9 26053.076),(10 27717.525),(11 28948.598),(12 28972.967),(13 28755.45),(14 28423.492),(15 28571.66),(16 29080.563),(17 29283.523),(18 29318.05),(19 29461.242),(20 29156.742),(21 28799.6),(22 28392.541),(23 28603.46),(24 29043.941),(25 29181.377),(26 29164.387),(27 29294.42),(28 29597.125),(29 29634.357),(30 29192.355),(31 29100.121),(32 29560.035),(33 29972.566),(34 30065.742),(35 30406.252),(36 30523.086),(37 30072.713),(38 29616.826),(39 29375.717),(40 29211.73),(41 29317.037),(42 29547.523),(43 30079.459),(44 30003.238),(45 29326.854),(46 28690.648),(47 28813.438),(48 28882.977),(49 29134.055),(50 29727.643),(51 30051.795),(52 29776.38),(53 29205.777),(54 28506.967),(55 28061.521),(56 28222.434),(57 28569.105),(58 29052.795),(59 29945.379),(60 30578.74),(61 30716.883),(62 30060.338),(63 29546.525),(64 29178.53),(65 29349.225),(66 30495.494),(67 31857.182),(68 32255.932),(69 31769.496),(70 30735.563),(71 29943.371),(72 29504.4),(73 29076.111),(74 29537.059),(75 30576.816),(76 31587.174),(77 32352.916),(78 32418.54),(79 31946.791),
(1 5681.008),(2 16069.495),(3 24018.693),(4 27874.408),(5 28499.133),(6 26967.047),(7 25425.184),(8 25138.035),(9 25966.59),(10 27281.088),(11 28455.81),(12 28524.969),(13 27924.707),(14 27722.414),(15 27750.48),(16 27867.143),(17 27942.002),(18 28255.34),(19 28629.629),(20 28839.633),(21 28566.85),(22 27924.594),(23 28058.166),(24 28856.639),(25 29631.127),(26 30308.04),(27 31361.299),(28 31609.945),(29 31536.799),(30 31005.883),(31 30168.938),(32 29584.65),(33 29771.787),(34 30233.756),(35 30920.383),(36 31628.236),(37 31858.787),(38 31410.152),(39 30935.992),(40 30150.984),(41 29973.123),(42 30254.742),(43 31267.201),(44 31912.781),(45 31800.912),(46 31631.027),(47 31552.709),(48 31042.012),(49 30759.717),(50 30894.72),(51 30556.813),(52 29801.465),(53 29118.97),(54 29133.537),(55 30225.38),(56 31028.541),(57 30997.512),(58 30308.127),(59 29741.768),(60 29315.363),(61 29443.15),(62 29828.336),(63 29844.69),(64 29740.484),(65 29583.682),(66 29691.768),(67 30151.07),(68 30320.54),(69 30092.982),(70 29572.082),(71 29062.598),(72 28660.314),(73 29017.746),(74 29944.63),(75 30659.078),(76 31696.836),(77 32627.73),(78 32441.102),(79 31794.521),
