1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31953.453),(2 102855.34),(3 208263.19),(4 328566.13),(5 469344.22),(6 621635.44),(7 790957),(8 965834.3),(9 1150776.1),(10 1337827.8),(11 1511710.5),(12 1680640.6),(13 1865098.4),(14 2049223.1),(15 2260381.3),(16 2492136),(17 2730095.8),(18 2945745),(19 3153133),(20 3350129),(21 3544934.8),(22 3705802),(23 3828374),(24 3945928.3),(25 4091364),(26 4253865.5),(27 4420960),(28 4596637.5),(29 4750578.5),(30 4906320),(31 5034238.5),(32 5164523.5),(33 5308460),(34 5444452.5),(35 5579169.5),(36 5728724),(37 5836862.5),(38 5936958),(39 6026192),(40 6143760.5),(41 6273521.5),(42 6415392.5),(43 6546214),(44 6692840.5),(45 6789134),(46 6873361.5),(47 6916250),(48 6931606),(49 6869204),(50 6812175.5),(51 6734166.5),(52 6708788),(53 6691794),(54 6719032.5),(55 6753809.5),(56 6829940),(57 6887100),(58 6892906.5),(59 6842451.5),(60 6803296.5),(61 6743338.5),(62 6695242),(63 6627546.5),(64 6563672.5),(65 6496250.5),(66 6476334.5),(67 6462021.5),(68 6476278),(69 6493182.5),(70 6531430.5),(71 6526490.5),(72 6534678.5),(73 6522173.5),(74 6513948),(75 6468324.5),(76 6405111.5),(77 6338746),(78 6326030.5),(79 6338556),
(1 229.14188),(2 275.88275),(3 329.13626),(4 337.21088),(5 361.8399),(6 363.22388),(7 383.16788),(8 378.70575),(9 392.78876),(10 391.29617),(11 408.64978),(12 407.98187),(13 422.41156),(14 415.89966),(15 434.05856),(16 422.36264),(17 438.30292),(18 435.8921),(19 454.04953),(20 443.87784),(21 455.8263),(22 450.53534),(23 460.2402),(24 449.19748),(25 460.13138),(26 448.6552),(27 468.18945),(28 456.80646),(29 470.19144),(30 456.8136),(31 472.4706),(32 451.70825),(33 462.6371),(34 452.20688),(35 464.10806),(36 454.855),(37 464.50653),(38 459.67596),(39 476.04187),(40 455.02567),(41 464.33096),(42 457.339),(43 459.1887),(44 443.76923),(45 453.52875),(46 444.6347),(47 455.85214),(48 443.1513),(49 454.31558),(50 442.07315),(51 451.75052),(52 433.2582),(53 445.525),(54 439.59714),(55 451.46744),(56 441.3485),(57 454.58545),(58 440.33768),(59 449.14618),(60 431.69016),(61 443.74146),(62 440.52762),(63 457.17197),(64 439.9706),(65 454.69742),(66 445.25058),(67 454.4492),(68 437.62802),(69 442.19836),(70 440.76285),(71 457.75604),(72 451.01288),(73 459.95966),(74 450.515),(75 462.97662),(76 442.3122),(77 449.97638),(78 440.41898),(79 448.29037),
(1 233.47412),(2 279.0914),(3 332.5259),(4 336.23434),(5 361.2959),(6 366.75595),(7 385.91425),(8 376.21762),(9 390.00342),(10 391.25702),(11 409.8056),(12 405.38773),(13 420.63135),(14 418.07462),(15 442.24606),(16 422.47925),(17 433.32294),(18 429.0487),(19 452.75125),(20 435.72357),(21 449.4647),(22 445.0517),(23 454.07013),(24 440.85703),(25 450.1979),(26 444.42865),(27 461.37057),(28 447.21277),(29 461.23987),(30 453.18597),(31 463.68542),(32 442.79712),(33 454.74045),(34 443.58148),(35 456.86905),(36 443.35016),(37 457.65005),(38 448.25232),(39 463.79425),(40 448.73547),(41 459.68634),(42 448.1343),(43 454.6354),(44 446.37057),(45 451.55328),(46 446.2537),(47 455.20096),(48 437.7857),(49 446.29086),(50 437.17896),(51 450.81354),(52 433.10962),(53 445.20053),(54 438.52182),(55 448.77292),(56 433.18686),(57 448.47983),(58 437.9445),(59 448.7359),(60 432.56882),(61 441.87808),(62 441.31342),(63 455.81906),(64 439.97647),(65 455.6649),(66 447.85233),(67 453.11127),(68 439.91568),(69 443.11252),(70 431.51688),(71 448.9704),(72 440.12872),(73 452.95676),(74 445.53674),(75 460.08517),(76 436.50342),(77 449.07037),(78 442.177),(79 452.22156),
(1 230.44753),(2 275.79886),(3 325.12848),(4 328.87445),(5 357.75095),(6 356.21176),(7 377.19684),(8 367.3708),(9 384.21487),(10 385.41516),(11 401.24124),(12 392.43198),(13 408.7361),(14 405.1838),(15 428.7511),(16 414.7097),(17 424.4919),(18 418.6941),(19 440.1833),(20 426.9321),(21 441.6863),(22 437.68292),(23 444.0873),(24 428.0543),(25 440.94095),(26 434.33746),(27 452.74405),(28 440.60077),(29 454.11047),(30 442.98175),(31 453.68704),(32 437.92883),(33 453.54166),(34 441.38013),(35 455.63098),(36 437.78418),(37 457.18564),(38 450.3194),(39 468.49353),(40 447.89282),(41 455.32184),(42 441.55347),(43 447.30054),(44 438.82742),(45 452.93274),(46 446.21362),(47 456.49783),(48 442.6109),(49 452.13635),(50 443.69055),(51 450.5019),(52 433.3143),(53 443.18646),(54 438.43845),(55 444.5109),(56 436.66925),(57 447.86295),(58 435.7329),(59 447.51492),(60 433.11978),(61 440.17807),(62 438.36334),(63 456.21057),(64 441.67322),(65 459.22168),(66 448.35696),(67 462.87198),(68 441.0375),(69 451.04736),(70 442.8506),(71 450.7905),(72 442.54825),(73 457.9416),(74 451.587),(75 465.44687),(76 443.89694),(77 450.91742),(78 443.6515),(79 453.50836),
(1 229.89157),(2 276.62827),(3 323.28397),(4 327.4379),(5 353.3688),(6 356.48517),(7 374.68784),(8 365.9127),(9 385.49863),(10 385.0604),(11 403.38138),(12 394.01123),(13 407.32413),(14 401.24127),(15 418.7848),(16 407.1),(17 422.95483),(18 416.89722),(19 437.28043),(20 422.8005),(21 437.31848),(22 427.36462),(23 438.97064),(24 425.04242),(25 440.12915),(26 434.58643),(27 450.6932),(28 436.8589),(29 449.34497),(30 443.219),(31 451.21008),(32 431.27173),(33 444.959),(34 438.45395),(35 445.427),(36 434.35626),(37 449.93655),(38 449.2016),(39 459.8264),(40 443.04974),(41 450.20737),(42 444.92905),(43 449.69247),(44 436.93533),(45 446.6719),(46 438.27277),(47 449.58353),(48 438.05182),(49 446.48108),(50 437.23724),(51 442.83167),(52 424.12775),(53 439.93274),(54 433.43256),(55 437.32712),(56 425.85883),(57 437.02057),(58 427.7104),(59 432.87567),(60 418.82593),(61 426.65268),(62 422.3566),(63 436.38474),(64 418.16663),(65 437.31067),(66 427.40558),(67 438.60025),(68 418.06195),(69 431.13443),(70 427.0763),(71 436.9873),(72 426.7267),(73 441.1272),(74 434.07053),(75 450.38336),(76 422.74487),(77 429.65045),(78 423.17545),(79 431.91797),
(1 228.84665),(2 269.98468),(3 320.53384),(4 322.0441),(5 352.69293),(6 354.0484),(7 375.29294),(8 362.11963),(9 380.77283),(10 379.91156),(11 398.45847),(12 391.66064),(13 405.55615),(14 400.1994),(15 414.17178),(16 402.00153),(17 413.342),(18 407.49466),(19 437.67975),(20 424.2018),(21 435.01517),(22 425.60226),(23 437.72046),(24 421.64346),(25 428.1115),(26 422.09515),(27 442.09372),(28 427.31268),(29 443.88135),(30 434.18884),(31 447.30463),(32 428.0794),(33 441.41345),(34 427.27194),(35 441.34454),(36 428.58954),(37 442.27176),(38 438.55075),(39 458.09943),(40 437.3493),(41 449.30286),(42 437.13156),(43 444.655),(44 428.40985),(45 436.29428),(46 425.52448),(47 440.80026),(48 421.74985),(49 435.72177),(50 429.0704),(51 440.0132),(52 421.8863),(53 436.73627),(54 424.2917),(55 436.3485),(56 422.5784),(57 439.4608),(58 426.49255),(59 434.93472),(60 422.33487),(61 432.5467),(62 422.08383),(63 435.5245),(64 418.2849),(65 436.93042),(66 435.15677),(67 441.81506),(68 422.34354),(69 435.27612),(70 425.64307),(71 436.17307),(72 425.52905),(73 443.13718),(74 437.3758),(75 449.00067),(76 423.59317),(77 438.28833),(78 428.23065),(79 434.35358),
(1 220.57205),(2 264.33618),(3 308.03806),(4 315.97043),(5 335.52734),(6 336.31897),(7 356.0189),(8 350.4768),(9 365.21976),(10 363.74484),(11 380.67624),(12 374.26382),(13 391.72577),(14 387.902),(15 402.45233),(16 390.8174),(17 400.00168),(18 395.41412),(19 416.60513),(20 408.56537),(21 416.91428),(22 414.5914),(23 422.14044),(24 408.57355),(25 413.68005),(26 412.283),(27 433.3078),(28 423.2085),(29 433.16815),(30 427.243),(31 436.38806),(32 422.37787),(33 432.27774),(34 419.84198),(35 431.18323),(36 417.4867),(37 426.84314),(38 421.78516),(39 436.79855),(40 419.6989),(41 420.3721),(42 414.9548),(43 422.25974),(44 411.40683),(45 421.33325),(46 415.91907),(47 425.58148),(48 410.7344),(49 415.48856),(50 406.88074),(51 416.2894),(52 402.09613),(53 413.6678),(54 404.97195),(55 419.69736),(56 403.94666),(57 412.27988),(58 409.17456),(59 414.76566),(60 404.5214),(61 416.57178),(62 410.94083),(63 422.17126),(64 407.99527),(65 419.2517),(66 414.31873),(67 417.38934),(68 403.33847),(69 413.83313),(70 408.61093),(71 423.8722),(72 412.57104),(73 426.32843),(74 420.2366),(75 432.65524),(76 409.38947),(77 422.3369),(78 412.09314),(79 420.70343),
(1 221.66147),(2 263.98938),(3 305.27084),(4 311.42596),(5 338.73627),(6 341.36694),(7 358.6181),(8 349.90982),(9 372.0172),(10 371.8396),(11 388.8184),(12 380.55206),(13 397.27005),(14 394.39276),(15 406.15073),(16 390.26978),(17 406.75143),(18 401.32092),(19 425.59393),(20 415.2347),(21 428.29416),(22 422.52417),(23 430.86288),(24 411.61398),(25 421.3155),(26 415.2314),(27 436.91183),(28 422.1737),(29 440.67007),(30 431.05557),(31 443.96918),(32 426.6316),(33 436.93253),(34 425.62646),(35 438.5731),(36 424.10312),(37 440.29504),(38 434.7792),(39 448.81366),(40 432.84384),(41 439.7163),(42 430.0873),(43 438.59152),(44 426.68723),(45 439.11047),(46 438.50146),(47 450.2877),(48 431.76834),(49 440.3048),(50 432.16052),(51 440.39926),(52 422.81348),(53 434.98007),(54 429.3982),(55 440.6338),(56 423.37714),(57 435.56586),(58 427.201),(59 432.60886),(60 420.7463),(61 430.2182),(62 423.1311),(63 438.05606),(64 418.98947),(65 435.23297),(66 425.68872),(67 431.90558),(68 415.75964),(69 425.43246),(70 420.04718),(71 433.70255),(72 426.07895),(73 441.9741),(74 436.50082),(75 449.81473),(76 424.93445),(77 438.14584),(78 423.9711),(79 436.54605),
(1 219.60965),(2 260.9811),(3 303.9643),(4 308.003),(5 335.909),(6 333.20493),(7 350.0286),(8 340.69678),(9 361.13705),(10 362.4121),(11 383.0623),(12 376.69388),(13 387.42648),(14 383.647),(15 400.89172),(16 387.5611),(17 400.87656),(18 398.5842),(19 423.3327),(20 411.67197),(21 425.55505),(22 420.0516),(23 431.07312),(24 409.30948),(25 417.75073),(26 412.75952),(27 434.66132),(28 423.19025),(29 436.5654),(30 429.79053),(31 440.5365),(32 419.19113),(33 423.76273),(34 415.9472),(35 423.614),(36 410.71628),(37 424.9406),(38 419.7699),(39 436.72418),(40 418.71838),(41 427.8149),(42 417.3937),(43 426.1299),(44 409.51694),(45 420.9491),(46 416.4141),(47 427.0213),(48 415.22266),(49 421.3131),(50 411.94302),(51 418.15884),(52 398.8389),(53 412.35834),(54 404.1707),(55 413.91327),(56 402.93445),(57 416.1294),(58 411.92206),(59 414.774),(60 400.67584),(61 408.16354),(62 407.53918),(63 422.12997),(64 402.61658),(65 415.42667),(66 405.54144),(67 415.64316),(68 402.75403),(69 412.30878),(70 404.57672),(71 415.33167),(72 408.56747),(73 425.24207),(74 419.35434),(75 429.26874),(76 409.98572),(77 421.50037),(78 411.2642),(79 419.48294),
(1 213.63075),(2 253.32434),(3 302.68704),(4 305.7784),(5 331.4455),(6 328.35095),(7 348.75375),(8 336.96005),(9 353.21027),(10 353.6566),(11 369.57257),(12 359.05472),(13 374.81177),(14 368.30258),(15 387.77066),(16 373.6289),(17 387.26508),(18 385.75943),(19 406.62177),(20 397.4138),(21 408.31375),(22 402.89288),(23 417.2665),(24 394.88705),(25 404.172),(26 396.7802),(27 421.64865),(28 409.8818),(29 420.4827),(30 413.5368),(31 421.36374),(32 407.98306),(33 418.17465),(34 405.72678),(35 412.96457),(36 400.64075),(37 415.66733),(38 412.54947),(39 427.15375),(40 410.61948),(41 414.7106),(42 406.8102),(43 416.42194),(44 399.2157),(45 410.05127),(46 407.79315),(47 420.44302),(48 402.69986),(49 410.80527),(50 399.96234),(51 408.0512),(52 390.84302),(53 399.81122),(54 391.9605),(55 402.59976),(56 390.0779),(57 401.99838),(58 395.29565),(59 402.64246),(60 385.0848),(61 396.55414),(62 393.24246),(63 407.6607),(64 393.47266),(65 406.32016),(66 397.68054),(67 406.1164),(68 391.2571),(69 394.07883),(70 390.9234),(71 400.57037),(72 394.62576),(73 409.10297),(74 404.36862),(75 412.24905),(76 392.6195),(77 399.9141),(78 397.04968),(79 401.12827),
(1 210.39319),(2 249.90825),(3 297.8612),(4 300.4824),(5 323.8306),(6 324.736),(7 341.4553),(8 332.79172),(9 353.35712),(10 352.0231),(11 370.2887),(12 361.89737),(13 377.98114),(14 372.8324),(15 388.3671),(16 376.75208),(17 388.83093),(18 385.51437),(19 406.18134),(20 394.31516),(21 405.45935),(22 401.49936),(23 414.40048),(24 400.02148),(25 408.94147),(26 406.03122),(27 425.8743),(28 413.42657),(29 426.07056),(30 423.40927),(31 434.70032),(32 417.27393),(33 425.57968),(34 413.1544),(35 425.13623),(36 409.44513),(37 426.75348),(38 421.9655),(39 434.16348),(40 420.7784),(41 424.72836),(42 411.3027),(43 417.50803),(44 402.7695),(45 414.50595),(46 411.54764),(47 422.22726),(48 406.3321),(49 414.57516),(50 404.9972),(51 414.3665),(52 396.53247),(53 407.64587),(54 398.87274),(55 412.33398),(56 393.7901),(57 408.16385),(58 402.2082),(59 407.83414),(60 391.153),(61 403.88043),(62 396.9713),(63 412.53888),(64 394.36176),(65 408.01566),(66 400.70148),(67 408.29404),(68 394.3367),(69 399.74722),(70 399.10385),(71 406.2061),(72 397.3608),(73 414.79037),(74 408.42603),(75 425.19916),(76 402.26648),(77 410.88284),(78 404.2026),(79 410.8439),
(1 208.17723),(2 249.78618),(3 293.74048),(4 298.77463),(5 323.8148),(6 325.28528),(7 340.80798),(8 334.5783),(9 348.9797),(10 344.96185),(11 361.27206),(12 353.7833),(13 366.77243),(14 364.47412),(15 378.26538),(16 368.02618),(17 378.46942),(18 372.67523),(19 393.5834),(20 377.14008),(21 393.0035),(22 389.44885),(23 398.92648),(24 383.03214),(25 394.50833),(26 387.95944),(27 410.23737),(28 395.70718),(29 411.13177),(30 404.83286),(31 413.74756),(32 403.38403),(33 411.11435),(34 400.5304),(35 411.19632),(36 396.68927),(37 413.74103),(38 406.26025),(39 416.0057),(40 401.74377),(41 407.11426),(42 400.78342),(43 407.12936),(44 391.53177),(45 404.43094),(46 400.46155),(47 410.03894),(48 399.09628),(49 406.47873),(50 401.92404),(51 406.40744),(52 395.72653),(53 406.10913),(54 395.28394),(55 404.2691),(56 393.86496),(57 408.7457),(58 402.73975),(59 408.90417),(60 394.32407),(61 405.81152),(62 396.54947),(63 408.72552),(64 395.01102),(65 407.41565),(66 398.72824),(67 408.137),(68 394.0103),(69 401.40442),(70 395.5103),(71 408.10977),(72 396.60422),(73 404.76318),(74 395.72568),(75 408.2883),(76 389.65042),(77 397.82892),(78 390.70605),(79 398.90424),
(1 202.60805),(2 243.55563),(3 287.61557),(4 292.09186),(5 317.33096),(6 317.124),(7 330.0071),(8 325.35886),(9 339.07382),(10 336.4035),(11 353.2487),(12 348.14786),(13 364.37125),(14 360.76257),(15 374.67374),(16 363.92526),(17 375.85464),(18 372.25488),(19 393.46997),(20 387.77795),(21 396.8495),(22 390.22003),(23 400.23718),(24 382.6606),(25 392.34433),(26 386.49243),(27 407.45874),(28 395.20065),(29 406.48294),(30 398.7711),(31 402.92157),(32 388.28763),(33 391.92032),(34 385.51285),(35 392.88977),(36 381.12466),(37 390.22562),(38 387.9863),(39 400.23264),(40 383.10443),(41 389.24222),(42 383.81952),(43 389.41043),(44 380.2978),(45 392.2675),(46 383.5717),(47 398.53183),(48 387.5782),(49 397.43982),(50 385.79614),(51 396.93167),(52 376.5015),(53 388.0036),(54 380.89716),(55 388.0669),(56 376.06516),(57 386.658),(58 381.99213),(59 385.79404),(60 369.64938),(61 383.11588),(62 380.86426),(63 392.69748),(64 377.04373),(65 388.1767),(66 383.10596),(67 385.1113),(68 372.55032),(69 380.6884),(70 380.29828),(71 391.69095),(72 384.24637),(73 394.99994),(74 390.79565),(75 399.93893),(76 383.8899),(77 392.44104),(78 385.43396),(79 392.84467),
(1 198.642),(2 236.7353),(3 280.38477),(4 287.3715),(5 306.2574),(6 311.8601),(7 324.6836),(8 318.59998),(9 330.4555),(10 334.9756),(11 346.21353),(12 341.05167),(13 353.93167),(14 352.21597),(15 365.40347),(16 356.96664),(17 370.17514),(18 369.3381),(19 385.6515),(20 373.67145),(21 385.62906),(22 383.2362),(23 391.99884),(24 374.47153),(25 382.48895),(26 375.983),(27 394.20325),(28 384.90814),(29 392.95963),(30 387.82837),(31 394.29327),(32 381.4012),(33 387.05914),(34 381.1762),(35 390.41254),(36 378.36456),(37 389.59412),(38 389.55112),(39 401.59686),(40 382.1355),(41 388.74045),(42 380.64075),(43 387.1771),(44 377.83585),(45 386.91736),(46 382.52426),(47 392.03076),(48 380.07935),(49 391.30173),(50 382.5341),(51 387.12866),(52 372.94135),(53 382.49207),(54 378.2143),(55 388.98615),(56 380.19003),(57 389.99783),(58 381.9131),(59 388.02475),(60 371.91495),(61 381.74835),(62 382.55255),(63 395.5148),(64 382.5005),(65 388.20667),(66 382.58167),(67 389.1167),(68 374.23962),(69 379.1278),(70 376.25372),(71 387.1431),(72 378.9589),(73 387.0684),(74 382.71204),(75 390.527),(76 374.3317),(77 378.21387),(78 375.93558),(79 386.1222),
(1 198.722),(2 234.68842),(3 278.09482),(4 281.4346),(5 300.24466),(6 302.26663),(7 320.72067),(8 315.81033),(9 329.68738),(10 329.0922),(11 344.92593),(12 338.75388),(13 352.07123),(14 349.34567),(15 363.91385),(16 352.61008),(17 363.43655),(18 361.36316),(19 375.71286),(20 367.73764),(21 377.1098),(22 375.29584),(23 381.70697),(24 368.87964),(25 375.86102),(26 371.67215),(27 389.18103),(28 377.58072),(29 388.30252),(30 384.3714),(31 392.4867),(32 380.73373),(33 393.49158),(34 386.737),(35 391.69766),(36 380.93872),(37 391.7731),(38 391.40546),(39 399.6767),(40 385.97272),(41 389.83774),(42 386.55774),(43 389.69516),(44 379.85706),(45 390.5478),(46 383.7817),(47 395.42453),(48 383.67346),(49 391.2613),(50 383.7083),(51 390.22098),(52 375.41806),(53 385.5531),(54 378.8168),(55 386.18915),(56 379.635),(57 388.5022),(58 382.1272),(59 389.2518),(60 377.21484),(61 381.27515),(62 378.68402),(63 389.82898),(64 378.7624),(65 387.46497),(66 379.40784),(67 388.24698),(68 374.5556),(69 380.0807),(70 376.37375),(71 383.4577),(72 378.30664),(73 386.09302),(74 381.86078),(75 395.54883),(76 382.86887),(77 384.13388),(78 378.77603),(79 386.4185),
(1 192.65579),(2 229.56253),(3 269.3298),(4 273.90112),(5 297.75522),(6 302.73956),(7 313.56836),(8 312.18604),(9 325.01443),(10 324.062),(11 337.91064),(12 334.88617),(13 348.73755),(14 346.50464),(15 357.48734),(16 350.48987),(17 359.3889),(18 355.7204),(19 372.53262),(20 364.94235),(21 376.4691),(22 373.30942),(23 384.8228),(24 367.36072),(25 375.55527),(26 372.91507),(27 386.2581),(28 379.44907),(29 387.24615),(30 384.64636),(31 392.67545),(32 378.09677),(33 383.61768),(34 378.60742),(35 383.70386),(36 376.97348),(37 389.65598),(38 384.7479),(39 392.87656),(40 379.25894),(41 386.42032),(42 375.7979),(43 381.0476),(44 372.96286),(45 378.6476),(46 376.27698),(47 385.24762),(48 374.84576),(49 381.7914),(50 376.0246),(51 379.951),(52 368.0326),(53 373.7315),(54 369.45068),(55 378.32068),(56 370.29758),(57 379.5921),(58 374.41034),(59 376.38586),(60 368.73624),(61 376.85272),(62 371.1809),(63 384.68323),(64 372.53653),(65 378.26035),(66 372.28027),(67 380.87167),(68 366.29144),(69 370.1293),(70 368.86523),(71 376.3062),(72 368.33865),(73 378.18604),(74 376.25775),(75 385.21008),(76 367.50122),(77 370.75357),(78 366.561),(79 373.18655),
(1 192.31763),(2 230.08327),(3 267.55994),(4 275.21548),(5 295.99966),(6 297.86026),(7 314.81668),(8 308.39862),(9 320.0399),(10 319.41464),(11 332.30145),(12 325.4244),(13 342.22888),(14 340.15692),(15 352.5053),(16 339.78824),(17 350.5206),(18 347.87442),(19 366.4643),(20 355.25607),(21 367.1541),(22 359.65985),(23 365.6024),(24 356.81),(25 362.1921),(26 360.01605),(27 375.42245),(28 367.20505),(29 376.90695),(30 371.0891),(31 378.51425),(32 364.82376),(33 371.95816),(34 366.38046),(35 371.14014),(36 362.31512),(37 375.88358),(38 373.64056),(39 381.862),(40 371.33157),(41 376.5482),(42 369.31024),(43 372.74487),(44 364.93256),(45 372.00714),(46 368.10992),(47 374.8095),(48 363.56793),(49 370.50522),(50 361.05743),(51 365.17975),(52 354.54974),(53 366.55093),(54 363.57913),(55 369.4577),(56 362.57977),(57 372.6468),(58 366.06525),(59 375.2232),(60 363.55453),(61 372.41098),(62 368.04523),(63 375.25247),(64 364.35178),(65 371.87637),(66 366.95465),(67 373.85962),(68 362.31357),(69 369.066),(70 365.70877),(71 373.49643),(72 366.50275),(73 374.11337),(74 369.76614),(75 380.26144),(76 366.4933),(77 373.23776),(78 363.9763),(79 372.61517),
(1 188.35452),(2 229.08502),(3 270.22754),(4 273.13483),(5 293.7271),(6 294.31592),(7 312.72855),(8 307.82367),(9 322.946),(10 319.29782),(11 334.63184),(12 329.75574),(13 337.87778),(14 336.489),(15 353.22226),(16 346.38745),(17 356.16724),(18 351.47867),(19 367.29358),(20 360.36975),(21 372.0336),(22 371.85324),(23 374.6431),(24 361.4511),(25 368.5096),(26 362.75757),(27 382.00058),(28 372.33557),(29 382.56042),(30 379.8803),(31 385.54974),(32 371.64166),(33 381.94717),(34 374.5441),(35 380.03235),(36 372.90906),(37 384.49268),(38 378.74417),(39 388.26617),(40 376.9801),(41 380.47266),(42 369.1356),(43 374.62122),(44 362.5883),(45 369.62723),(46 365.27188),(47 372.3548),(48 363.16562),(49 371.83487),(50 364.35394),(51 369.12216),(52 355.85025),(53 364.653),(54 361.66702),(55 371.35474),(56 358.3279),(57 366.67117),(58 363.0915),(59 372.25916),(60 360.54254),(61 369.36108),(62 365.2781),(63 376.147),(64 364.57605),(65 373.5512),(66 365.45065),(67 372.26007),(68 363.47202),(69 371.28006),(70 367.8986),(71 375.6095),(72 368.21283),(73 380.85364),(74 378.10507),(75 390.13992),(76 375.2542),(77 381.25415),(78 374.61728),(79 383.0465),
(1 185.9044),(2 223.96208),(3 262.73373),(4 266.80548),(5 290.0351),(6 289.42114),(7 304.15875),(8 297.31607),(9 310.44107),(10 312.65192),(11 325.80453),(12 320.86047),(13 335.79187),(14 331.01627),(15 350.29187),(16 337.20166),(17 346.0022),(18 344.0787),(19 361.40903),(20 351.81262),(21 366.2065),(22 362.98126),(23 372.52737),(24 359.515),(25 364.54868),(26 360.83218),(27 374.1038),(28 366.89703),(29 375.82666),(30 371.80234),(31 379.47165),(32 363.7735),(33 369.68768),(34 365.32596),(35 373.28915),(36 362.66943),(37 373.66727),(38 369.5135),(39 376.11023),(40 363.86435),(41 371.05295),(42 364.72775),(43 369.00925),(44 359.58075),(45 368.1271),(46 362.43692),(47 369.0421),(48 357.7768),(49 363.83655),(50 359.54883),(51 365.10797),(52 352.8762),(53 360.53455),(54 355.67993),(55 363.4402),(56 351.5843),(57 364.2343),(58 357.06186),(59 363.69006),(60 351.05225),(61 360.98294),(62 362.9017),(63 373.26743),(64 359.6602),(65 366.468),(66 360.2995),(67 366.51453),(68 353.28088),(69 359.73343),(70 357.50055),(71 366.67252),(72 360.14453),(73 374.63242),(74 367.73367),(75 377.13672),(76 360.55075),(77 366.87225),(78 356.96027),(79 362.87738),
