1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 450.96426),(2 555.4735),(3 601.1029),(4 633.89136),(5 643.5802),(6 680.6178),(7 683.05194),(8 710.6278),(9 726.103),(10 763.4686),(11 752.72235),(12 778.8573),(13 784.1389),(14 789.5197),(15 770.6482),(16 786.9315),(17 761.09784),(18 781.61993),(19 762.91077),(20 776.5677),(21 771.0425),(22 792.2413),(23 781.3119),(24 793.7351),(25 781.97076),(26 807.0089),(27 795.33984),(28 821.8159),(29 811.01917),(30 831.54517),(31 811.2244),(32 819.4749),(33 804.44086),(34 821.7783),(35 795.9422),(36 823.57983),(37 818.2764),(38 833.27795),(39 819.60956),(40 828.2562),(41 812.9754),(42 814.14294),(43 820.9857),(44 836.0455),(45 828.9583),(46 853.7313),(47 832.94556),(48 825.88416),(49 829.4718),(50 806.2428),(51 812.9625),(52 793.0034),(53 801.24475),(54 786.2528),(55 779.9034),(56 778.13434),(57 781.84717),(58 780.7871),(59 800.96124),(60 798.6642),(61 817.10626),(62 801.96387),(63 819.96497),(64 829.9315),(65 856.869),(66 854.47504),(67 875.2713),(68 848.51935),(69 864.0471),(70 839.11053),(71 836.9711),(72 816.10864),(73 825.23474),(74 819.21265),(75 830.888),(76 804.37994),(77 827.69604),(78 806.6202),(79 826.6875),
(1 441.6378),(2 542.47284),(3 592.86835),(4 625.60645),(5 635.7122),(6 677.63074),(7 674.7786),(8 720.2627),(9 736.6595),(10 762.8988),(11 761.5908),(12 785.32776),(13 787.419),(14 807.48615),(15 796.63574),(16 808.6433),(17 782.4972),(18 802.4041),(19 787.3175),(20 805.411),(21 797.12134),(22 813.2847),(23 805.5072),(24 815.93854),(25 793.54315),(26 813.51996),(27 795.34296),(28 804.1951),(29 784.44354),(30 806.7296),(31 784.54285),(32 792.81714),(33 780.8649),(34 799.0932),(35 774.6532),(36 804.61475),(37 793.9457),(38 817.1962),(39 804.3992),(40 819.32336),(41 808.9913),(42 817.8794),(43 823.3554),(44 837.66437),(45 832.0681),(46 857.86786),(47 836.6541),(48 830.308),(49 839.36224),(50 809.3957),(51 808.96313),(52 791.48975),(53 791.246),(54 779.9315),(55 772.032),(56 771.79724),(57 780.0375),(58 778.1466),(59 799.18976),(60 790.9562),(61 815.5425),(62 802.0701),(63 834.11426),(64 827.6015),(65 860.6713),(66 849.5022),(67 876.37616),(68 824.19916),(69 843.9198),(70 824.2316),(71 824.0729),(72 813.747),(73 816.2495),(74 812.16034),(75 813.0433),(76 795.9711),(77 811.701),(78 790.3712),(79 812.055),
(1 445.08112),(2 542.4131),(3 594.30133),(4 635.7631),(5 652.522),(6 685.2318),(7 691.4434),(8 726.07513),(9 743.1331),(10 774.8175),(11 791.9268),(12 808.4996),(13 798.27875),(14 822.14746),(15 809.0875),(16 824.7405),(17 806.386),(18 824.25934),(19 804.64185),(20 813.83075),(21 807.65314),(22 827.4245),(23 820.6122),(24 830.45966),(25 819.5228),(26 839.4432),(27 817.0011),(28 840.3406),(29 831.27094),(30 842.41785),(31 821.08154),(32 835.4671),(33 826.64496),(34 829.4746),(35 804.8011),(36 821.2906),(37 809.78186),(38 822.1099),(39 805.0003),(40 822.91296),(41 801.4184),(42 814.6543),(43 810.4698),(44 832.15515),(45 832.4973),(46 856.2333),(47 832.3714),(48 823.1778),(49 827.38904),(50 804.7195),(51 809.25934),(52 785.83813),(53 800.97437),(54 785.88885),(55 795.63727),(56 793.57245),(57 800.4393),(58 789.0228),(59 800.22473),(60 794.6833),(61 810.1797),(62 803.5049),(63 828.91345),(64 833.449),(65 858.56085),(66 845.28076),(67 877.5513),(68 848.5317),(69 858.09955),(70 831.69293),(71 843.174),(72 818.2045),(73 831.0981),(74 817.34375),(75 830.04156),(76 813.8553),(77 820.84094),(78 808.15356),(79 820.116),
(1 444.27628),(2 540.5002),(3 593.5379),(4 628.3011),(5 638.19934),(6 669.2198),(7 666.78906),(8 706.77954),(9 715.18835),(10 751.5073),(11 745.63446),(12 772.9215),(13 771.5895),(14 793.12427),(15 779.5279),(16 804.424),(17 782.0382),(18 792.96533),(19 767.74316),(20 780.46594),(21 766.10315),(22 788.3159),(23 774.0682),(24 787.72064),(25 766.17816),(26 793.1634),(27 768.41815),(28 781.56213),(29 780.4341),(30 795.59534),(31 772.43243),(32 800.0638),(33 780.92725),(34 805.2389),(35 786.8828),(36 817.9565),(37 803.77106),(38 809.1127),(39 790.994),(40 805.6746),(41 801.32886),(42 810.368),(43 807.57025),(44 825.5104),(45 819.70544),(46 833.57623),(47 824.4916),(48 805.19885),(49 813.27606),(50 793.9131),(51 794.7761),(52 781.62445),(53 779.2529),(54 770.3355),(55 772.13983),(56 765.4357),(57 778.05743),(58 765.57605),(59 781.4872),(60 768.3497),(61 777.9785),(62 769.29443),(63 796.56),(64 795.09564),(65 819.5817),(66 811.0666),(67 842.3216),(68 810.2741),(69 814.9487),(70 793.3452),(71 797.9689),(72 789.85046),(73 791.0104),(74 792.62573),(75 800.8323),(76 784.8978),(77 805.12665),(78 794.73914),(79 810.4197),
(1 436.7507),(2 530.6597),(3 579.7152),(4 628.6821),(5 639.2855),(6 667.0607),(7 677.99),(8 698.5935),(9 707.2327),(10 746.62775),(11 747.2107),(12 767.07855),(13 761.63776),(14 778.8451),(15 761.49854),(16 777.96136),(17 759.57117),(18 773.26044),(19 755.46826),(20 777.01074),(21 766.5644),(22 790.59863),(23 785.87415),(24 788.93787),(25 777.4288),(26 799.0277),(27 776.8693),(28 790.09564),(29 775.2384),(30 795.1531),(31 765.09204),(32 789.0753),(33 776.6596),(34 790.3145),(35 773.2948),(36 789.7367),(37 773.41296),(38 778.82495),(39 775.471),(40 786.12317),(41 774.2057),(42 780.8296),(43 781.4261),(44 788.29065),(45 788.97974),(46 810.4588),(47 784.7592),(48 781.8101),(49 795.07074),(50 782.1287),(51 787.3244),(52 776.3157),(53 778.2184),(54 765.2233),(55 760.7016),(56 758.53186),(57 769.3455),(58 758.5396),(59 766.27356),(60 749.6875),(61 764.14813),(62 772.7758),(63 784.76526),(64 779.68713),(65 811.08014),(66 801.82135),(67 823.33606),(68 799.0357),(69 809.14825),(70 778.85846),(71 783.74817),(72 773.023),(73 783.66565),(74 764.6325),(75 781.77576),(76 768.0502),(77 773.4792),(78 763.6519),(79 771.8529),
(1 432.59818),(2 523.5336),(3 562.399),(4 606.46497),(5 636.39246),(6 661.13794),(7 661.0536),(8 688.5124),(9 711.4968),(10 743.82214),(11 746.22174),(12 752.8626),(13 759.02704),(14 780.9768),(15 760.3731),(16 780.6051),(17 756.7803),(18 770.62146),(19 749.70966),(20 769.3098),(21 752.6055),(22 769.41345),(23 764.51263),(24 762.57336),(25 742.2758),(26 765.7072),(27 741.48254),(28 761.01215),(29 744.1429),(30 761.96295),(31 739.3924),(32 768.9892),(33 747.0742),(34 758.7322),(35 739.1962),(36 757.2571),(37 734.89026),(38 753.533),(39 738.5632),(40 752.7345),(41 747.76385),(42 758.5966),(43 753.8437),(44 772.1543),(45 759.09265),(46 792.73334),(47 773.24646),(48 763.2347),(49 781.96814),(50 762.1679),(51 758.7221),(52 738.2477),(53 747.06683),(54 736.0948),(55 733.79736),(56 735.92914),(57 745.97723),(58 741.1565),(59 745.4849),(60 740.2232),(61 749.40753),(62 755.76184),(63 788.56525),(64 777.5365),(65 806.593),(66 797.95435),(67 821.89),(68 785.8163),(69 795.9498),(70 785.1131),(71 794.25275),(72 776.58026),(73 788.2521),(74 778.8696),(75 786.1384),(76 771.7149),(77 791.3028),(78 772.1416),(79 792.6221),
(1 433.068),(2 534.3038),(3 577.66797),(4 633.2928),(5 652.95355),(6 671.68054),(7 684.06024),(8 714.8915),(9 733.14734),(10 769.4637),(11 771.6687),(12 778.6592),(13 781.5244),(14 796.99524),(15 777.4789),(16 794.70245),(17 774.11255),(18 784.98083),(19 763.25116),(20 776.9622),(21 754.77026),(22 778.47064),(23 770.96094),(24 779.0451),(25 762.70056),(26 784.0957),(27 763.23224),(28 788.02527),(29 763.22833),(30 777.1548),(31 759.0115),(32 790.4762),(33 765.1375),(34 784.53125),(35 770.31256),(36 790.7206),(37 765.29596),(38 777.73865),(39 768.2016),(40 779.9712),(41 777.6162),(42 794.73096),(43 791.25464),(44 807.46375),(45 789.0501),(46 810.459),(47 792.14374),(48 792.3388),(49 806.3901),(50 781.962),(51 782.28564),(52 772.44934),(53 773.1193),(54 766.4405),(55 762.0793),(56 747.9183),(57 762.7698),(58 769.3816),(59 778.3008),(60 765.70355),(61 797.02826),(62 797.9798),(63 810.68024),(64 807.89264),(65 827.5562),(66 828.01855),(67 863.9095),(68 837.42194),(69 843.0453),(70 821.2574),(71 823.42303),(72 806.01514),(73 815.932),(74 793.822),(75 800.32306),(76 780.8105),(77 797.3721),(78 783.68695),(79 807.3462),
(1 425.0823),(2 513.10913),(3 551.2691),(4 597.37726),(5 617.58765),(6 650.9414),(7 661.2955),(8 693.06964),(9 695.652),(10 724.5035),(11 731.0369),(12 752.00256),(13 748.1127),(14 759.90594),(15 750.92413),(16 776.14825),(17 749.79193),(18 756.58246),(19 745.33966),(20 767.03156),(21 745.6999),(22 762.6127),(23 754.3407),(24 772.9914),(25 751.2829),(26 764.0523),(27 740.99054),(28 761.2449),(29 752.16113),(30 772.4686),(31 749.02423),(32 753.907),(33 730.20844),(34 745.28845),(35 729.9454),(36 758.4148),(37 744.0344),(38 759.77405),(39 742.64),(40 746.188),(41 740.95074),(42 760.65454),(43 753.56995),(44 761.0024),(45 747.0832),(46 769.4273),(47 751.1271),(48 753.5903),(49 755.89386),(50 745.3209),(51 745.20874),(52 735.38104),(53 738.4416),(54 725.47235),(55 722.4198),(56 714.9901),(57 725.07294),(58 719.83734),(59 732.8398),(60 732.13135),(61 750.01764),(62 748.95233),(63 779.758),(64 771.48553),(65 793.6608),(66 784.6526),(67 816.737),(68 780.1879),(69 783.3296),(70 763.97986),(71 781.1107),(72 770.8561),(73 771.08936),(74 762.0685),(75 763.15393),(76 750.2135),(77 773.63544),(78 764.29803),(79 790.2069),
(1 423.06223),(2 521.4555),(3 560.187),(4 600.60425),(5 620.02844),(6 635.5554),(7 641.706),(8 671.1144),(9 678.20404),(10 719.3187),(11 724.747),(12 739.1647),(13 732.9273),(14 756.683),(15 737.6019),(16 752.3078),(17 721.321),(18 747.1898),(19 731.18195),(20 748.75616),(21 734.5737),(22 749.11334),(23 738.63293),(24 745.0903),(25 736.0969),(26 757.7695),(27 741.3068),(28 753.94824),(29 731.05524),(30 756.8001),(31 748.2296),(32 760.6088),(33 739.8025),(34 756.96906),(35 737.0203),(36 760.2559),(37 734.0534),(38 744.5425),(39 740.2986),(40 753.5655),(41 739.6144),(42 746.74133),(43 752.4529),(44 761.7934),(45 742.45404),(46 761.7575),(47 746.5225),(48 747.6887),(49 751.02765),(50 738.60535),(51 742.33246),(52 728.8115),(53 728.74066),(54 714.7371),(55 706.8011),(56 701.76733),(57 711.9089),(58 704.54785),(59 730.7139),(60 728.3878),(61 759.8453),(62 754.54504),(63 787.2798),(64 783.7331),(65 802.6518),(66 797.533),(67 810.54126),(68 781.8038),(69 788.67615),(70 775.1029),(71 787.0114),(72 775.64496),(73 778.21533),(74 765.17487),(75 770.0502),(76 754.033),(77 776.1806),(78 757.0537),(79 781.2877),
(1 422.6259),(2 513.0658),(3 543.88086),(4 582.5726),(5 602.99304),(6 619.102),(7 619.43225),(8 647.0954),(9 651.34045),(10 685.3865),(11 685.5406),(12 701.0015),(13 703.115),(14 713.6868),(15 703.3941),(16 712.46783),(17 695.30963),(18 705.8845),(19 696.95557),(20 705.9335),(21 701.9398),(22 727.80035),(23 710.4514),(24 713.8551),(25 700.45074),(26 720.2452),(27 712.63727),(28 719.6663),(29 714.42017),(30 721.081),(31 698.6014),(32 722.77637),(33 708.9934),(34 729.44604),(35 706.7111),(36 725.7395),(37 705.8242),(38 723.4219),(39 718.6879),(40 742.2612),(41 713.7492),(42 725.70825),(43 731.0214),(44 742.83435),(45 727.0468),(46 734.8291),(47 734.8855),(48 729.0547),(49 736.3957),(50 711.37897),(51 716.1986),(52 705.26874),(53 715.7977),(54 697.3424),(55 689.4888),(56 688.75555),(57 693.8246),(58 688.1219),(59 703.594),(60 705.28357),(61 721.0018),(62 720.6653),(63 735.8779),(64 735.05084),(65 765.625),(66 754.66504),(67 776.18286),(68 749.0201),(69 754.23535),(70 745.3449),(71 763.2553),(72 742.8639),(73 745.23486),(74 734.20905),(75 736.98865),(76 736.2934),(77 753.1774),(78 731.46735),(79 742.69965),
(1 409.72156),(2 502.74185),(3 532.0465),(4 573.7422),(5 584.5465),(6 612.6224),(7 619.89374),(8 637.46387),(9 652.0376),(10 680.052),(11 688.82196),(12 699.4444),(13 694.5813),(14 703.2305),(15 701.7114),(16 714.3688),(17 696.21173),(18 703.5104),(19 693.26984),(20 706.80334),(21 695.11084),(22 711.042),(23 692.3206),(24 708.5555),(25 695.62305),(26 705.81024),(27 690.0642),(28 699.126),(29 685.853),(30 711.23724),(31 696.7114),(32 718.9101),(33 705.34375),(34 723.14374),(35 710.2987),(36 723.01),(37 711.31824),(38 728.6574),(39 716.6464),(40 731.3166),(41 714.91473),(42 719.3674),(43 730.9459),(44 745.144),(45 728.7981),(46 752.8156),(47 739.2383),(48 741.96564),(49 745.5106),(50 726.4163),(51 727.9468),(52 714.1693),(53 716.944),(54 706.08673),(55 709.77905),(56 698.96967),(57 701.49274),(58 696.9203),(59 719.687),(60 713.63477),(61 734.5429),(62 739.47284),(63 748.1763),(64 749.98676),(65 761.04144),(66 756.9441),(67 780.3998),(68 755.9401),(69 762.533),(70 741.0773),(71 744.9572),(72 728.4523),(73 742.63885),(74 732.988),(75 732.253),(76 723.4489),(77 743.5483),(78 725.75854),(79 737.7874),
(1 418.95728),(2 523.1747),(3 552.5743),(4 583.4157),(5 597.0182),(6 623.14954),(7 630.06616),(8 656.5955),(9 676.5686),(10 714.8153),(11 713.4205),(12 722.26874),(13 721.4465),(14 744.7798),(15 743.0802),(16 755.4336),(17 720.4412),(18 741.4159),(19 727.90497),(20 744.7589),(21 730.09204),(22 745.7689),(23 738.933),(24 745.7357),(25 740.41003),(26 745.7251),(27 737.43805),(28 749.35046),(29 731.3352),(30 747.0671),(31 738.1828),(32 754.8052),(33 738.3785),(34 749.0908),(35 731.39307),(36 753.47644),(37 740.69464),(38 757.3221),(39 739.2144),(40 751.8251),(41 745.0854),(42 764.6072),(43 756.4527),(44 763.58075),(45 756.4626),(46 768.0747),(47 749.9239),(48 738.7378),(49 747.2049),(50 736.11945),(51 732.7836),(52 718.28534),(53 725.2737),(54 716.3753),(55 713.21576),(56 704.2581),(57 715.8146),(58 713.77954),(59 722.81525),(60 721.2484),(61 735.06604),(62 731.19464),(63 760.9675),(64 759.9365),(65 778.072),(66 778.6037),(67 797.88226),(68 773.7967),(69 789.73285),(70 762.6582),(71 760.3024),(72 750.4334),(73 769.96454),(74 756.20233),(75 762.98627),(76 750.5537),(77 768.87744),(78 743.99854),(79 759.5455),
(1 406.7766),(2 496.7263),(3 522.95245),(4 565.2635),(5 579.68195),(6 608.09076),(7 613.8),(8 644.0538),(9 652.2144),(10 681.2512),(11 688.3661),(12 697.3096),(13 692.7699),(14 708.70074),(15 706.01086),(16 721.8988),(17 691.66077),(18 708.9012),(19 691.97437),(20 705.04065),(21 685.78326),(22 703.98285),(23 694.63086),(24 701.6487),(25 687.5261),(26 702.2089),(27 693.3274),(28 711.0287),(29 693.7576),(30 706.99207),(31 694.275),(32 714.51227),(33 705.9222),(34 716.3298),(35 697.16345),(36 724.516),(37 708.298),(38 721.3186),(39 715.7358),(40 728.4931),(41 721.8332),(42 741.15656),(43 721.3367),(44 733.5538),(45 719.8132),(46 743.95746),(47 723.0294),(48 721.72955),(49 728.65265),(50 715.30054),(51 721.2958),(52 704.2335),(53 703.96606),(54 690.58026),(55 695.8456),(56 689.73096),(57 702.0046),(58 686.8319),(59 708.33527),(60 713.75836),(61 722.0105),(62 712.73724),(63 737.28217),(64 723.6297),(65 754.57947),(66 753.12427),(67 765.8627),(68 739.43024),(69 740.54535),(70 723.50104),(71 733.7166),(72 728.4371),(73 740.20856),(74 725.82745),(75 729.4846),(76 721.1332),(77 741.0685),(78 718.5507),(79 737.69934),
(1 409.4696),(2 509.03256),(3 542.9551),(4 574.2519),(5 571.90454),(6 601.31854),(7 606.96814),(8 639.3794),(9 649.0339),(10 674.4423),(11 680.05774),(12 690.78503),(13 681.5307),(14 692.8),(15 674.8446),(16 691.4743),(17 672.10046),(18 692.84033),(19 684.6735),(20 694.4234),(21 688.1864),(22 707.94763),(23 698.5098),(24 710.06854),(25 696.3898),(26 706.2929),(27 693.1403),(28 714.1876),(29 700.59235),(30 716.7142),(31 695.5863),(32 708.0554),(33 689.84235),(34 701.4259),(35 691.76324),(36 714.18494),(37 698.85034),(38 719.45294),(39 700.73883),(40 714.2639),(41 688.9066),(42 706.48083),(43 708.45544),(44 713.0101),(45 708.15155),(46 724.2087),(47 701.9352),(48 708.4745),(49 704.5469),(50 695.8694),(51 711.4733),(52 693.4644),(53 696.39844),(54 677.9209),(55 682.4895),(56 675.8039),(57 690.0797),(58 682.6561),(59 700.9223),(60 701.28723),(61 717.13385),(62 705.12476),(63 724.1845),(64 727.60724),(65 742.9405),(66 738.6464),(67 756.9529),(68 730.29956),(69 737.7954),(70 716.7544),(71 723.6841),(72 711.9015),(73 717.2445),(74 710.10516),(75 720.4753),(76 714.9257),(77 726.19073),(78 712.85315),(79 731.0281),
(1 396.75226),(2 492.26242),(3 521.70215),(4 550.19086),(5 551.87573),(6 581.56836),(7 597.3075),(8 618.6979),(9 629.2993),(10 657.75226),(11 672.017),(12 687.5858),(13 685.4432),(14 702.8467),(15 683.9271),(16 696.74725),(17 679.4739),(18 684.8789),(19 672.992),(20 682.4567),(21 670.55005),(22 694.2362),(23 682.9785),(24 686.5694),(25 671.1312),(26 683.53876),(27 670.6443),(28 696.4151),(29 685.60974),(30 704.0079),(31 693.72595),(32 712.5775),(33 705.18396),(34 714.7467),(35 705.4159),(36 725.86914),(37 708.1506),(38 715.6696),(39 701.0521),(40 712.1966),(41 697.80664),(42 710.1669),(43 708.88214),(44 726.59357),(45 717.11676),(46 729.88043),(47 719.00226),(48 707.77625),(49 710.379),(50 692.58),(51 692.0191),(52 675.7331),(53 678.6459),(54 674.78625),(55 674.44434),(56 674.4551),(57 675.9422),(58 669.3057),(59 691.1679),(60 680.51526),(61 703.90607),(62 696.59174),(63 713.53827),(64 712.2774),(65 738.749),(66 733.1768),(67 754.8051),(68 721.33307),(69 717.99115),(70 708.0902),(71 711.6049),(72 697.7108),(73 704.7977),(74 694.7288),(75 707.75604),(76 700.9773),(77 721.4712),(78 708.74457),(79 729.91425),
(1 388.62256),(2 480.6215),(3 517.9997),(4 560.22437),(5 566.77515),(6 593.8933),(7 602.1891),(8 639.38257),(9 648.9791),(10 681.26447),(11 689.601),(12 697.42834),(13 692.9222),(14 699.677),(15 674.194),(16 687.33923),(17 667.17444),(18 681.6729),(19 672.7407),(20 687.773),(21 680.4202),(22 706.0272),(23 701.8322),(24 708.429),(25 695.38654),(26 714.8011),(27 698.1441),(28 710.96844),(29 693.3635),(30 714.188),(31 707.06384),(32 739.6269),(33 718.78424),(34 743.6761),(35 723.7656),(36 736.6378),(37 723.5028),(38 741.7072),(39 729.8967),(40 733.64636),(41 725.4024),(42 736.74414),(43 736.6405),(44 740.62244),(45 733.83734),(46 739.1486),(47 740.06726),(48 740.387),(49 745.6483),(50 718.57495),(51 712.2011),(52 689.7535),(53 689.3905),(54 674.38654),(55 677.9424),(56 668.22046),(57 676.06384),(58 671.87463),(59 688.2602),(60 678.4715),(61 707.6302),(62 695.74805),(63 710.0533),(64 712.18),(65 734.5188),(66 727.0463),(67 747.57336),(68 714.46246),(69 721.27496),(70 705.6874),(71 718.3713),(72 698.9938),(73 703.10376),(74 696.88007),(75 709.27277),(76 697.7251),(77 712.58),(78 698.32196),(79 718.49994),
(1 399.55063),(2 484.66318),(3 517.93286),(4 553.61475),(5 565.4074),(6 598.4783),(7 599.1148),(8 625.0694),(9 632.7156),(10 662.01074),(11 671.0532),(12 687.74817),(13 687.3149),(14 711.0296),(15 684.37555),(16 708.9152),(17 678.438),(18 688.6927),(19 681.2048),(20 692.7339),(21 682.5062),(22 705.6408),(23 687.9598),(24 702.6157),(25 689.74725),(26 714.06396),(27 694.1133),(28 700.86554),(29 690.12866),(30 702.7796),(31 691.8953),(32 709.8021),(33 693.9693),(34 718.2262),(35 699.95605),(36 721.3609),(37 701.01764),(38 723.6709),(39 717.54407),(40 726.11066),(41 711.5278),(42 716.96155),(43 718.1458),(44 735.1817),(45 718.32043),(46 734.422),(47 711.1049),(48 708.8403),(49 710.68384),(50 689.2385),(51 691.01465),(52 677.136),(53 679.1538),(54 667.1549),(55 663.86865),(56 658.6855),(57 670.3467),(58 654.9585),(59 676.30035),(60 668.5003),(61 682.0292),(62 677.1372),(63 699.3395),(64 695.25964),(65 714.6601),(66 713.7926),(67 739.27344),(68 708.0845),(69 704.7904),(70 699.95917),(71 707.4284),(72 697.56573),(73 707.55255),(74 702.87427),(75 715.7253),(76 698.64075),(77 709.66095),(78 695.32434),(79 720.02594),
(1 378.64975),(2 467.38303),(3 504.26852),(4 540.3261),(5 547.03204),(6 580.9959),(7 582.0692),(8 605.30786),(9 616.8159),(10 644.0254),(11 654.2855),(12 671.05536),(13 669.1712),(14 682.5033),(15 658.2349),(16 668.5499),(17 650.35767),(18 667.8235),(19 657.1738),(20 667.0559),(21 659.65137),(22 674.69116),(23 666.8051),(24 683.6414),(25 657.8859),(26 683.94934),(27 664.17535),(28 682.4763),(29 678.82275),(30 692.0302),(31 681.59467),(32 699.13916),(33 685.5673),(34 700.27295),(35 686.39825),(36 700.2196),(37 685.1628),(38 695.5001),(39 684.13257),(40 700.084),(41 681.62067),(42 703.25916),(43 701.392),(44 717.21735),(45 703.58905),(46 724.6158),(47 705.20026),(48 698.7403),(49 694.13763),(50 677.8069),(51 683.8391),(52 668.3679),(53 676.2732),(54 664.3448),(55 660.7172),(56 654.91724),(57 659.6856),(58 660.1343),(59 678.37506),(60 672.30896),(61 693.06),(62 683.1671),(63 699.759),(64 699.5355),(65 710.2827),(66 707.35834),(67 726.9506),(68 701.70465),(69 712.3177),(70 700.53406),(71 696.2616),(72 684.06903),(73 695.097),(74 681.25543),(75 688.9261),(76 679.69354),(77 696.1396),(78 679.06256),(79 693.2501),
(1 383.56726),(2 461.24594),(3 503.08136),(4 537.01154),(5 545.29944),(6 566.0659),(7 581.1785),(8 616.66846),(9 622.352),(10 656.8399),(11 668.17316),(12 688.9591),(13 683.0956),(14 701.26605),(15 685.0674),(16 702.3788),(17 681.5662),(18 700.1152),(19 679.9301),(20 695.1933),(21 685.32916),(22 693.4105),(23 684.1932),(24 703.144),(25 686.7362),(26 702.88336),(27 686.28064),(28 696.3337),(29 688.3469),(30 712.8909),(31 689.9777),(32 705.72516),(33 689.68),(34 704.3107),(35 683.39087),(36 687.3747),(37 671.7405),(38 689.4325),(39 677.0169),(40 688.26117),(41 667.70764),(42 682.9185),(43 683.8542),(44 699.8379),(45 694.03156),(46 721.585),(47 699.9585),(48 696.99023),(49 693.9088),(50 673.871),(51 679.1294),(52 660.43634),(53 662.60175),(54 653.66736),(55 654.85114),(56 652.4472),(57 666.28894),(58 656.10706),(59 674.3322),(60 671.0119),(61 694.7391),(62 685.40686),(63 700.6835),(64 702.93604),(65 727.47125),(66 730.1929),(67 746.28204),(68 722.8157),(69 726.9443),(70 709.8604),(71 725.6438),(72 706.48584),(73 714.2832),(74 703.70447),(75 704.5509),(76 686.74023),(77 701.7992),(78 691.2065),(79 701.32587),
