1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 190.57866),(2 96.76228),(3 214.55807),(4 114.050285),(5 228.90112),(6 122.356705),(7 236.05765),(8 127.753654),(9 238.59605),(10 132.41803),(11 243.2795),(12 135.66945),(13 244.88676),(14 138.35056),(15 247.71756),(16 141.41011),(17 251.89111),(18 145.01962),(19 255.66661),(20 147.57306),(21 259.0879),(22 151.07164),(23 261.52246),(24 153.06728),(25 262.97308),(26 155.6043),(27 266.7087),(28 159.70534),(29 271.27512),(30 164.32448),(31 274.0305),(32 166.35847),(33 277.36334),(34 170.67188),(35 280.36545),(36 172.43224),(37 284.15857),(38 176.7444),(39 287.36917),(40 177.87888),(41 288.86667),(42 181.5851),(43 292.43503),(44 183.16565),(45 292.1965),(46 185.15216),(47 293.22733),(48 184.7221),(49 293.16483),(50 183.97078),(51 292.09607),(52 183.91939),(53 292.50815),(54 185.1426),(55 291.31836),(56 183.15268),(57 293.74246),(58 184.03918),(59 293.00565),(60 181.2311),(61 291.07635),(62 180.77686),(63 289.65414),(64 179.8487),(65 289.86444),(66 179.92879),(67 286.4689),(68 177.7934),(69 286.3294),(70 176.97926),(71 286.3377),(72 179.85806),(73 287.33115),(74 178.67784),(75 286.45493),(76 181.08958),(77 287.27737),(78 181.0875),(79 285.78345),
(1 188.34482),(2 97.0454),(3 213.47739),(4 113.86808),(5 226.8638),(6 120.70269),(7 231.5905),(8 126.496086),(9 236.47708),(10 130.89638),(11 238.38019),(12 131.32674),(13 239.67104),(14 134.92615),(15 242.25374),(16 138.7074),(17 247.50351),(18 141.50117),(19 250.85487),(20 146.33461),(21 253.92442),(22 148.77896),(23 256.1785),(24 152.50314),(25 261.15878),(26 156.15404),(27 265.53204),(28 162.09789),(29 270.9142),(30 166.03793),(31 273.48352),(32 170.4145),(33 278.7076),(34 175.94266),(35 281.6734),(36 177.98372),(37 286.4096),(38 182.23593),(39 287.95822),(40 182.67955),(41 290.96747),(42 185.55965),(43 292.7951),(44 188.4119),(45 293.3107),(46 187.80469),(47 293.50412),(48 185.72546),(49 290.27936),(50 184.1925),(51 286.92026),(52 180.61594),(53 287.38242),(54 179.7841),(55 283.09662),(56 178.77742),(57 285.86795),(58 180.3701),(59 285.33704),(60 176.6996),(61 282.75873),(62 176.67616),(63 281.39056),(64 174.73788),(65 281.9718),(66 175.18047),(67 279.42313),(68 176.11192),(69 282.40372),(70 176.0831),(71 281.08612),(72 176.22932),(73 281.68668),(74 177.17326),(75 280.97418),(76 176.80989),(77 281.38214),(78 177.19148),(79 280.0409),
(1 182.29979),(2 94.59389),(3 207.47171),(4 110.50701),(5 218.66942),(6 116.60641),(7 224.09555),(8 123.30484),(9 230.46747),(10 127.14291),(11 232.65685),(12 129.47325),(13 236.19809),(14 133.12663),(15 238.56238),(16 134.51636),(17 241.12883),(18 138.94719),(19 246.74074),(20 142.06218),(21 249.98706),(22 146.80867),(23 252.42328),(24 149.11946),(25 256.2296),(26 152.00044),(27 258.91232),(28 155.93837),(29 263.0167),(30 159.61562),(31 264.68643),(32 161.72456),(33 268.40994),(34 166.62068),(35 270.45273),(36 169.0646),(37 275.94302),(38 172.36739),(39 279.08633),(40 175.4728),(41 283.99258),(42 180.59494),(43 283.69446),(44 178.94556),(45 282.19638),(46 177.95665),(47 281.93228),(48 176.01482),(49 280.134),(50 174.10457),(51 278.5443),(52 174.64116),(53 277.99426),(54 173.46078),(55 276.35596),(56 173.4752),(57 276.56793),(58 173.40376),(59 274.43423),(60 172.44827),(61 276.7155),(62 171.22939),(63 272.66074),(64 169.98976),(65 274.37796),(66 171.83559),(67 271.64404),(68 169.75885),(69 273.6074),(70 170.87888),(71 270.08224),(72 171.05511),(73 271.1743),(74 170.97174),(75 272.38507),(76 171.5096),(77 272.6895),(78 171.23683),(79 273.1724),
(1 185.05093),(2 94.09213),(3 208.54822),(4 110.16032),(5 220.2503),(6 117.64497),(7 225.77956),(8 123.21797),(9 231.69878),(10 126.9912),(11 233.86687),(12 129.99266),(13 239.03246),(14 132.99751),(15 241.40973),(16 136.01044),(17 245.93262),(18 140.36017),(19 250.05687),(20 144.02782),(21 252.25964),(22 146.82713),(23 254.303),(24 149.93098),(25 257.66455),(26 153.49628),(27 261.2739),(28 156.53761),(29 263.86002),(30 158.13316),(31 264.74225),(32 160.99693),(33 268.82217),(34 164.20712),(35 270.98636),(36 167.05243),(37 274.40768),(38 170.28084),(39 277.097),(40 170.62743),(41 279.26108),(42 174.58224),(43 278.5645),(44 173.10254),(45 278.41168),(46 174.58818),(47 278.53867),(48 172.95012),(49 279.7605),(50 173.2756),(51 278.4429),(52 172.92957),(53 279.69873),(54 174.01102),(55 278.21075),(56 173.34795),(57 278.27975),(58 173.05615),(59 277.97186),(60 173.00847),(61 278.60522),(62 173.58981),(63 276.1467),(64 170.56332),(65 275.08176),(66 170.1268),(67 273.42712),(68 169.13538),(69 273.17807),(70 168.65224),(71 272.65005),(72 169.04794),(73 273.0442),(74 169.087),(75 272.22025),(76 170.04652),(77 273.97626),(78 171.9887),(79 274.32092),
(1 179.99722),(2 91.63265),(3 202.54321),(4 106.83196),(5 214.61063),(6 113.95776),(7 220.50798),(8 118.67203),(9 224.89258),(10 124.92628),(11 228.40536),(12 125.58482),(13 231.83023),(14 128.42824),(15 236.50803),(16 133.36554),(17 237.74368),(18 135.49574),(19 242.29216),(20 140.98657),(21 245.93887),(22 143.82529),(23 248.10722),(24 147.52757),(25 252.75085),(26 151.78363),(27 255.14157),(28 154.07152),(29 257.06436),(30 154.85829),(31 258.51456),(32 156.82309),(33 260.53568),(34 158.2992),(35 260.88745),(36 157.95982),(37 261.8454),(38 161.55383),(39 264.59775),(40 164.32996),(41 266.9831),(42 166.23618),(43 266.52795),(44 164.9635),(45 266.71432),(46 165.64024),(47 267.524),(48 163.76538),(49 264.97055),(50 163.98491),(51 265.03928),(52 164.50435),(53 265.48895),(54 164.08311),(55 264.71744),(56 163.55135),(57 267.09546),(58 165.85403),(59 266.8365),(60 163.89784),(61 268.01508),(62 164.92502),(63 267.32092),(64 163.66457),(65 267.62576),(66 164.66933),(67 265.99048),(68 164.22047),(69 268.4445),(70 166.51762),(71 268.2876),(72 168.72235),(73 270.85852),(74 168.0069),(75 268.66443),(76 169.09488),(77 269.44437),(78 168.36996),(79 268.85242),
(1 183.91537),(2 93.03972),(3 207.3477),(4 106.9895),(5 219.51047),(6 114.76439),(7 224.7221),(8 122.40978),(9 230.671),(10 126.91459),(11 235.00162),(12 127.9991),(13 236.43181),(14 130.784),(15 239.987),(16 134.93933),(17 243.23254),(18 137.61034),(19 246.39354),(20 142.13727),(21 250.34065),(22 145.56),(23 254.33656),(24 147.81117),(25 255.8363),(26 149.59222),(27 256.8794),(28 154.14264),(29 261.38638),(30 157.1548),(31 264.51428),(32 160.12662),(33 267.2276),(34 161.89774),(35 269.423),(36 167.03587),(37 274.45853),(38 169.29214),(39 277.07535),(40 172.1636),(41 280.0301),(42 174.11255),(43 280.045),(44 175.30736),(45 279.859),(46 173.76581),(47 279.35562),(48 174.02713),(49 278.69952),(50 173.32817),(51 277.99957),(52 172.87387),(53 279.15756),(54 173.57617),(55 278.06824),(56 171.28387),(57 275.24057),(58 170.25793),(59 272.94455),(60 169.2425),(61 275.01312),(62 169.50487),(63 272.68076),(64 168.78131),(65 274.22858),(66 170.18796),(67 273.3277),(68 169.0995),(69 274.6382),(70 170.33391),(71 274.9075),(72 172.91635),(73 275.83054),(74 172.11261),(75 275.0683),(76 173.41507),(77 275.2462),(78 172.86867),(79 274.90167),
(1 177.52237),(2 90.93983),(3 198.4986),(4 104.68191),(5 211.85287),(6 113.2075),(7 216.98088),(8 119.59467),(9 223.41882),(10 122.9412),(11 227.0314),(12 125.99005),(13 228.60487),(14 128.89355),(15 231.1269),(16 131.98212),(17 234.57726),(18 133.11224),(19 237.31207),(20 138.5978),(21 241.1167),(22 142.97498),(23 244.67226),(24 147.75137),(25 250.28795),(26 149.73962),(27 252.63155),(28 153.84206),(29 255.72838),(30 156.15155),(31 259.26523),(32 159.17917),(33 261.18744),(34 163.56978),(35 266.1666),(36 165.84157),(37 269.5324),(38 171.1044),(39 272.51743),(40 174.63853),(41 277.80426),(42 176.81384),(43 278.24603),(44 178.09598),(45 277.00534),(46 175.87341),(47 276.8427),(48 176.08224),(49 275.9211),(50 174.89655),(51 275.09683),(52 172.74959),(53 274.49615),(54 173.68315),(55 272.93594),(56 171.34001),(57 271.7939),(58 169.6806),(59 269.29846),(60 169.65533),(61 270.49814),(62 169.90376),(63 269.2442),(64 169.33205),(65 269.97403),(66 169.71486),(67 270.14526),(68 168.94905),(69 269.35336),(70 169.18604),(71 270.9395),(72 171.89029),(73 271.04547),(74 171.62486),(75 271.09055),(76 172.67877),(77 271.99237),(78 172.8577),(79 271.47726),
(1 173.56906),(2 89.75872),(3 196.12242),(4 103.95937),(5 208.24274),(6 111.00924),(7 213.17921),(8 116.85888),(9 218.99132),(10 121.458954),(11 220.78268),(12 120.50466),(13 221.7094),(14 124.42767),(15 225.99843),(16 127.623215),(17 228.29958),(18 130.82701),(19 232.6466),(20 136.1002),(21 236.39058),(22 137.91284),(23 238.7308),(24 142.89471),(25 243.66002),(26 146.56862),(27 248.32166),(28 150.70164),(29 251.41415),(30 154.1753),(31 254.08688),(32 158.17091),(33 256.99316),(34 160.72916),(35 260.0144),(36 163.87105),(37 264.1882),(38 167.6394),(39 264.60364),(40 168.2794),(41 266.21893),(42 170.33348),(43 266.30212),(44 170.67566),(45 266.79248),(46 170.31998),(47 267.16122),(48 168.57771),(49 264.87076),(50 167.98772),(51 264.53226),(52 168.30191),(53 265.99258),(54 167.92358),(55 263.87625),(56 166.08878),(57 263.82278),(58 166.491),(59 263.91125),(60 166.00143),(61 264.238),(62 166.0558),(63 263.21094),(64 166.06287),(65 264.43256),(66 165.98166),(67 262.96725),(68 166.42038),(69 263.00095),(70 165.51775),(71 261.7141),(72 165.77548),(73 260.2547),(74 164.16356),(75 262.15063),(76 165.4738),(77 260.95004),(78 165.2579),(79 259.90964),
(1 178.5289),(2 88.15377),(3 199.55559),(4 102.55802),(5 212.1073),(6 110.19484),(7 217.12662),(8 115.0367),(9 222.2859),(10 120.18436),(11 224.57014),(12 123.21124),(13 227.61566),(14 124.97412),(15 232.19464),(16 128.55994),(17 235.60265),(18 132.64229),(19 239.39966),(20 137.2989),(21 243.2909),(22 140.58098),(23 244.37527),(24 142.844),(25 248.2732),(26 146.05074),(27 251.48434),(28 148.94878),(29 253.54877),(30 152.61447),(31 256.36847),(32 154.27095),(33 258.17578),(34 157.65073),(35 262.77322),(36 160.80736),(37 266.01672),(38 163.96065),(39 266.70227),(40 165.69385),(41 270.25598),(42 168.37512),(43 269.82547),(44 168.24483),(45 270.83713),(46 169.69585),(47 271.03876),(48 169.12292),(49 269.4169),(50 168.55583),(51 269.25784),(52 168.58797),(53 269.78305),(54 169.00688),(55 269.36096),(56 167.16008),(57 267.59238),(58 166.98611),(59 268.30038),(60 165.8486),(61 267.04172),(62 164.89413),(63 264.3116),(64 164.54022),(65 265.2195),(66 166.11891),(67 265.063),(68 166.16866),(69 264.77975),(70 166.15598),(71 264.85345),(72 167.9928),(73 265.95285),(74 166.96478),(75 263.29565),(76 166.10866),(77 262.6161),(78 165.949),(79 262.16345),
(1 174.15544),(2 89.21299),(3 195.43839),(4 102.16895),(5 206.83293),(6 109.73909),(7 212.74643),(8 114.65792),(9 216.59497),(10 116.82579),(11 217.68825),(12 118.63104),(13 221.12852),(14 122.17148),(15 223.25076),(16 125.664955),(17 228.56805),(18 129.2385),(19 229.89615),(20 131.19064),(21 232.85272),(22 134.72893),(23 236.01532),(24 137.96802),(25 238.96071),(26 140.36816),(27 242.38971),(28 144.43271),(29 245.9625),(30 148.0436),(31 248.08618),(32 151.73618),(33 252.85405),(34 154.54341),(35 254.29877),(36 155.55876),(37 257.83725),(38 159.6259),(39 261.03088),(40 162.46875),(41 264.33438),(42 165.26949),(43 265.0851),(44 167.35374),(45 266.597),(46 168.13765),(47 265.70044),(48 165.58795),(49 266.54733),(50 167.11757),(51 266.78177),(52 166.09492),(53 265.58737),(54 165.17444),(55 265.52042),(56 165.8177),(57 265.31842),(58 164.03612),(59 261.63837),(60 162.85995),(61 262.17938),(62 162.47208),(63 261.1649),(64 163.52785),(65 262.3446),(66 163.69633),(67 261.65353),(68 162.21863),(69 260.2354),(70 163.78069),(71 261.13156),(72 163.18085),(73 261.54016),(74 164.0108),(75 262.0326),(76 163.95876),(77 262.3081),(78 164.10925),(79 262.49252),
(1 175.55975),(2 87.80725),(3 197.33716),(4 101.47362),(5 206.5575),(6 107.66098),(7 212.23378),(8 113.869095),(9 216.72937),(10 117.848785),(11 218.15659),(12 118.59441),(13 223.10382),(14 123.73852),(15 227.22685),(16 124.86053),(17 228.40958),(18 126.80593),(19 232.231),(20 132.24954),(21 235.2042),(22 135.9145),(23 237.80656),(24 138.02316),(25 242.46284),(26 142.90968),(27 245.88824),(28 147.65991),(29 250.71542),(30 149.88783),(31 252.86896),(32 153.0074),(33 255.75916),(34 156.51178),(35 258.1314),(36 158.13759),(37 262.5499),(38 162.72348),(39 265.76172),(40 164.55156),(41 268.58383),(42 167.63681),(43 268.7403),(44 169.0833),(45 271.3824),(46 171.02045),(47 271.4353),(48 170.804),(49 271.25287),(50 168.97656),(51 268.45288),(52 167.53821),(53 267.11966),(54 165.67307),(55 265.47394),(56 162.07855),(57 262.38553),(58 161.1658),(59 260.58835),(60 161.09457),(61 262.28568),(62 162.66933),(63 261.26743),(64 162.93898),(65 263.05853),(66 162.15128),(67 262.57022),(68 161.89241),(69 261.70776),(70 162.60326),(71 263.33536),(72 165.04073),(73 263.84113),(74 165.18051),(75 265.76254),(76 167.05563),(77 264.5395),(78 166.44022),(79 264.31735),
(1 166.29074),(2 86.255714),(3 187.99776),(4 99.116936),(5 196.85359),(6 104.23543),(7 202.34479),(8 109.95785),(9 208.72563),(10 114.11703),(11 211.23987),(12 118.598305),(13 215.21408),(14 122.31209),(15 219.32558),(16 124.17633),(17 221.92456),(18 126.889496),(19 223.42183),(20 129.70773),(21 226.27481),(22 131.73387),(23 229.20358),(24 135.69176),(25 232.41904),(26 138.3994),(27 236.85182),(28 141.85765),(29 239.02007),(30 145.74484),(31 240.40579),(32 148.13628),(33 243.92578),(34 149.95865),(35 244.79361),(36 152.1212),(37 247.82127),(38 154.94487),(39 250.41032),(40 157.86241),(41 254.70998),(42 161.57306),(43 254.6164),(44 162.59782),(45 257.52972),(46 163.43323),(47 257.31482),(48 163.07072),(49 257.67535),(50 164.0633),(51 257.08365),(52 163.2103),(53 255.10664),(54 162.67375),(55 256.16882),(56 161.15414),(57 256.18823),(58 160.87767),(59 254.11536),(60 160.01518),(61 253.3623),(62 160.81242),(63 253.40826),(64 160.94586),(65 253.4154),(66 159.37828),(67 251.55998),(68 158.28459),(69 250.75916),(70 158.76563),(71 250.44666),(72 157.34319),(73 250.27144),(74 159.95366),(75 251.04436),(76 160.23311),(77 251.01283),(78 159.4377),(79 250.97975),
(1 166.85526),(2 83.88108),(3 188.40054),(4 97.97413),(5 199.11258),(6 104.9189),(7 203.92502),(8 109.970795),(9 209.70448),(10 112.739685),(11 210.04552),(12 113.4059),(13 212.84335),(14 116.51064),(15 215.53462),(16 120.08072),(17 219.01717),(18 123.857666),(19 222.55995),(20 126.99479),(21 225.26888),(22 128.64262),(23 226.87602),(24 131.53532),(25 231.4053),(26 135.25517),(27 234.26479),(28 137.53609),(29 236.88678),(30 142.2065),(31 239.38718),(32 144.12944),(33 241.86319),(34 147.47627),(35 245.31439),(36 149.85564),(37 250.42834),(38 155.687),(39 250.78284),(40 157.06508),(41 255.047),(42 160.13942),(43 256.0021),(44 160.83804),(45 257.33417),(46 161.84808),(47 257.52554),(48 161.05664),(49 257.80807),(50 160.61206),(51 255.59717),(52 158.79417),(53 254.99326),(54 159.69145),(55 254.26086),(56 158.22859),(57 253.77763),(58 157.7381),(59 251.8905),(60 156.14018),(61 252.09113),(62 154.39749),(63 250.99492),(64 154.96838),(65 251.66257),(66 157.14232),(67 250.02837),(68 154.73457),(69 250.1753),(70 155.84665),(71 250.96803),(72 156.46582),(73 252.72586),(74 158.36497),(75 249.98573),(76 156.01012),(77 249.90858),(78 155.6088),(79 249.73532),
(1 167.23795),(2 83.23169),(3 188.63275),(4 96.95382),(5 198.6319),(6 104.5002),(7 203.77835),(8 109.018326),(9 209.43466),(10 114.03145),(11 211.68869),(12 114.833755),(13 213.74493),(14 118.7865),(15 219.35689),(16 122.11233),(17 224.0702),(18 126.98922),(19 225.56293),(20 128.41519),(21 227.69164),(22 129.55838),(23 226.59732),(24 132.46202),(25 230.63058),(26 136.04346),(27 235.40132),(28 139.37312),(29 239.53825),(30 143.85286),(31 243.17432),(32 146.31926),(33 244.95529),(34 149.95161),(35 248.59146),(36 155.10527),(37 254.18617),(38 159.09933),(39 257.15155),(40 161.02628),(41 259.35037),(42 163.26488),(43 259.65292),(44 164.56715),(45 261.5123),(46 165.77715),(47 262.84573),(48 165.06232),(49 261.7691),(50 165.01091),(51 260.23752),(52 163.20168),(53 258.3497),(54 162.14366),(55 258.21622),(56 161.62381),(57 259.02734),(58 161.25758),(59 257.0036),(60 158.92905),(61 255.0153),(62 158.70961),(63 254.37292),(64 156.71182),(65 253.77814),(66 158.8948),(67 253.36249),(68 158.80807),(69 254.71556),(70 159.47836),(71 254.07785),(72 159.25078),(73 254.94331),(74 159.06383),(75 254.28488),(76 160.72813),(77 254.35158),(78 158.5507),(79 252.27715),
(1 162.645),(2 82.57134),(3 184.1472),(4 95.31083),(5 193.17172),(6 101.979164),(7 197.32701),(8 105.93897),(9 202.18762),(10 109.10607),(11 203.35158),(12 112.20023),(13 207.95892),(14 116.55782),(15 212.15094),(16 119.72658),(17 215.94522),(18 121.81446),(19 217.08041),(20 124.066986),(21 219.70515),(22 126.076515),(23 222.0406),(24 130.4358),(25 226.52484),(26 133.46436),(27 230.4836),(28 136.18074),(29 233.74503),(30 138.27582),(31 234.88042),(32 141.4509),(33 236.89438),(34 143.41634),(35 238.87093),(36 147.91125),(37 244.69844),(38 152.7618),(39 247.50827),(40 153.75334),(41 250.67535),(42 158.03563),(43 250.16689),(44 157.15994),(45 251.06621),(46 158.6185),(47 252.7958),(48 161.03697),(49 252.01239),(50 159.61931),(51 252.00085),(52 160.00476),(53 253.70412),(54 162.01079),(55 254.29434),(56 160.59933),(57 253.54929),(58 160.69464),(59 252.00812),(60 159.0793),(61 250.10959),(62 157.58356),(63 248.10971),(64 156.73235),(65 249.40677),(66 157.04318),(67 247.3896),(68 155.84465),(69 247.48907),(70 155.6604),(71 244.68326),(72 154.77983),(73 246.23793),(74 155.42145),(75 248.12488),(76 157.17969),(77 247.6243),(78 156.35333),(79 246.95096),
(1 164.00684),(2 82.670525),(3 186.571),(4 94.03424),(5 195.14554),(6 100.38477),(7 199.89021),(8 106.78327),(9 206.71622),(10 112.9208),(11 209.4499),(12 114.91848),(13 213.84227),(14 118.86087),(15 215.52571),(16 121.456406),(17 218.7752),(18 123.684616),(19 219.16641),(20 126.07214),(21 223.52309),(22 128.35532),(23 224.97963),(24 131.08485),(25 230.1708),(26 135.31255),(27 232.36105),(28 138.49664),(29 235.5861),(30 142.07321),(31 237.41771),(32 142.25606),(33 238.63406),(34 145.73819),(35 241.65059),(36 149.49057),(37 247.25539),(38 152.88403),(39 248.7255),(40 156.60352),(41 252.58),(42 159.0782),(43 253.74226),(44 161.17921),(45 255.45241),(46 161.71599),(47 256.32422),(48 164.25018),(49 259.52835),(50 165.30911),(51 258.82516),(52 164.53363),(53 259.54825),(54 164.43599),(55 257.65094),(56 163.12224),(57 257.59393),(58 162.2771),(59 255.28313),(60 160.36696),(61 253.29413),(62 158.62993),(63 251.25415),(64 157.51836),(65 251.32782),(66 156.45421),(67 248.983),(68 156.8248),(69 249.64372),(70 156.69089),(71 247.93472),(72 154.22762),(73 245.639),(74 151.7506),(75 245.60085),(76 153.77821),(77 246.93488),(78 154.1981),(79 244.43338),
(1 160.3224),(2 81.02022),(3 180.95149),(4 92.69593),(5 191.60835),(6 98.48103),(7 195.01485),(8 104.379745),(9 200.4811),(10 108.351074),(11 202.17084),(12 109.53032),(13 204.5704),(14 112.48904),(15 207.97757),(16 115.62242),(17 210.59486),(18 118.69255),(19 213.22485),(20 120.67857),(21 216.6027),(22 125.58202),(23 219.73628),(24 128.273),(25 224.69171),(26 134.94281),(27 227.98663),(28 139.29723),(29 232.14937),(30 142.57913),(31 235.08476),(32 145.60158),(33 240.26959),(34 149.19337),(35 242.37204),(36 152.53069),(37 246.7351),(38 156.62811),(39 249.62875),(40 158.74008),(41 253.39813),(42 162.179),(43 254.47939),(44 163.80812),(45 256.49298),(46 164.95326),(47 255.91997),(48 164.72717),(49 256.17618),(50 163.30858),(51 255.20169),(52 162.22076),(53 253.36882),(54 161.6229),(55 252.87575),(56 159.9288),(57 250.03262),(58 159.45781),(59 249.0322),(60 156.87355),(61 247.67372),(62 155.38411),(63 247.4462),(64 153.3648),(65 245.58052),(66 153.49545),(67 244.3637),(68 151.81795),(69 243.4742),(70 152.25673),(71 243.31212),(72 151.80766),(73 241.26068),(74 152.19858),(75 242.593),(76 153.38132),(77 244.24287),(78 154.51518),(79 244.24579),
(1 159.38338),(2 79.394485),(3 180.1732),(4 91.44439),(5 188.70721),(6 95.884834),(7 194.07178),(8 101.67106),(9 199.0739),(10 106.86408),(11 201.76944),(12 108.40214),(13 204.46687),(14 111.95905),(15 209.23914),(16 116.89435),(17 212.56766),(18 119.30549),(19 214.95003),(20 122.588066),(21 217.39778),(22 125.26032),(23 219.0024),(24 128.3616),(25 224.28134),(26 132.50365),(27 228.08807),(28 135.69386),(29 230.60965),(30 138.07008),(31 232.65108),(32 138.36644),(33 234.80673),(34 142.1664),(35 235.62733),(36 144.10541),(37 240.42564),(38 147.0027),(39 241.87961),(40 148.24158),(41 243.65588),(42 151.89915),(43 244.53806),(44 152.71748),(45 246.71573),(46 154.34988),(47 247.15593),(48 154.16217),(49 247.6951),(50 154.92639),(51 249.10643),(52 155.57867),(53 248.9798),(54 155.99397),(55 248.23071),(56 155.06511),(57 247.4744),(58 153.51021),(59 245.26797),(60 152.98927),(61 245.75476),(62 153.11415),(63 243.64885),(64 150.22902),(65 243.45018),(66 150.98909),(67 241.90045),(68 149.94812),(69 242.24364),(70 150.64224),(71 243.1139),(72 151.77878),(73 241.86012),(74 151.77449),(75 243.84833),(76 154.27531),(77 244.50584),(78 153.80804),(79 244.28925),
(1 158.88196),(2 78.46986),(3 177.92857),(4 89.92988),(5 186.00423),(6 96.63498),(7 191.57912),(8 102.05231),(9 197.5194),(10 106.48819),(11 200.27536),(12 108.945694),(13 203.86734),(14 112.423325),(15 207.42336),(16 114.82281),(17 211.20212),(18 118.761826),(19 212.8587),(20 121.58877),(21 216.12083),(22 123.96479),(23 218.37682),(24 127.02506),(25 222.25546),(26 130.40796),(27 224.24144),(28 132.74313),(29 226.36644),(30 133.98923),(31 226.13698),(32 135.05902),(33 229.00595),(34 136.91283),(35 231.02017),(36 139.13979),(37 234.267),(38 141.80324),(39 237.23036),(40 146.39943),(41 240.41574),(42 149.2102),(43 242.42293),(44 150.7055),(45 243.85753),(46 151.89734),(47 245.37721),(48 152.941),(49 245.69992),(50 151.99478),(51 244.34778),(52 152.06041),(53 244.02563),(54 151.35712),(55 242.56),(56 149.70145),(57 240.86633),(58 147.46617),(59 239.978),(60 147.01595),(61 239.60185),(62 145.23895),(63 236.42574),(64 143.58578),(65 235.9461),(66 143.57394),(67 234.86188),(68 143.32542),(69 235.41702),(70 142.533),(71 232.45987),(72 142.80345),(73 234.66287),(74 145.04436),(75 235.36917),(76 145.01448),(77 235.81506),(78 146.02843),(79 236.85352),
