1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49284.375),(2 96458.09),(3 132861.31),(4 227479.48),(5 309642.72),(6 377947.75),(7 518514.66),(8 634658.44),(9 740504.3),(10 916718.75),(11 1077618.6),(12 1240973.4),(13 1476701.6),(14 1686267),(15 1898103.4),(16 2183160.8),(17 2438757),(18 2681936.3),(19 3010952),(20 3309466.8),(21 3612522),(22 4013639.3),(23 4394207.5),(24 4772670.5),(25 5224009),(26 5650327.5),(27 6083523.5),(28 6580456),(29 7037840),(30 7476033.5),(31 7971717.5),(32 8436084),(33 8886724),(34 9418528),(35 9931347),(36 10414029),(37 10998777),(38 11540769),(39 12068421),(40 12650871),(41 13201667),(42 13691785),(43 14218903),(44 14689253),(45 15110588),(46 15751609),(47 16438333),(48 16916222),(49 17529914),(50 18037394),(51 18437626),(52 18942094),(53 19417150),(54 19759846),(55 20191452),(56 20575248),(57 20833854),(58 21150550),(59 21478314),(60 21682490),(61 22000558),(62 22289290),(63 22411046),(64 22662104),(65 22884266),(66 22993544),(67 23191722),(68 23357574),(69 23438896),(70 23538610),(71 23694266),(72 23763792),(73 23940630),(74 24166198),(75 24318738),(76 24584320),(77 24890186),(78 25021002),(79 25287542),
(1 485.09637),(2 635.64087),(3 702.70105),(4 737.01056),(5 745.9902),(6 772.0388),(7 805.9784),(8 825.87054),(9 844.12805),(10 857.5382),(11 889.6683),(12 901.0591),(13 916.4234),(14 947.72784),(15 964.1635),(16 979.61957),(17 995.7154),(18 1009.88495),(19 1033.6346),(20 1061.8107),(21 1068.755),(22 1065.7225),(23 1085.6545),(24 1087.9827),(25 1090.0106),(26 1110.8163),(27 1126.9347),(28 1134.7512),(29 1143.1055),(30 1137.2272),(31 1139.5718),(32 1132.2687),(33 1145.54),(34 1156.979),(35 1147.8246),(36 1149.6783),(37 1133.4723),(38 1135.6084),(39 1129.6322),(40 1140.3165),(41 1140.7542),(42 1131.9579),(43 1135.656),(44 1137.9272),(45 1140.6943),(46 1144.1471),(47 1139.7671),(48 1131.0367),(49 1143.1948),(50 1146.7249),(51 1154.4666),(52 1141.5874),(53 1134.4641),(54 1149.8374),(55 1134.9188),(56 1151.1613),(57 1141.2174),(58 1133.8392),(59 1131.7639),(60 1138.5784),(61 1133.4148),(62 1149.8241),(63 1159.0692),(64 1143.3357),(65 1148.0482),(66 1158.2014),(67 1147.9235),(68 1164.3375),(69 1171.7307),(70 1147.218),(71 1132.9901),(72 1121.2977),(73 1120.601),(74 1103.6705),(75 1113.8998),(76 1098.9567),(77 1102.9221),(78 1102.2717),(79 1093.2957),
(1 466.36224),(2 612.5793),(3 694.541),(4 718.9211),(5 726.80133),(6 752.7769),(7 778.0348),(8 789.8891),(9 796.5473),(10 821.5804),(11 844.886),(12 847.4555),(13 871.60876),(14 883.7131),(15 898.7143),(16 911.1351),(17 914.0937),(18 924.32196),(19 942.7132),(20 961.7454),(21 965.1403),(22 975.559),(23 991.7361),(24 987.7589),(25 997.1609),(26 1012.8147),(27 1016.73676),(28 1026.316),(29 1031.1259),(30 1024.2273),(31 1027.0322),(32 1023.61523),(33 1028.5149),(34 1023.414),(35 1030.2303),(36 1021.8427),(37 1024.1218),(38 1017.6389),(39 1007.63776),(40 1030.2915),(41 1031.291),(42 1036.0571),(43 1026.6954),(44 1026.2406),(45 1033.203),(46 1040.484),(47 1031.8843),(48 1024.2234),(49 1029.4325),(50 1034.8904),(51 1051.8324),(52 1038.3838),(53 1040.2611),(54 1048.9713),(55 1047.4155),(56 1050.9847),(57 1054.2711),(58 1052.8502),(59 1056.809),(60 1050.7971),(61 1052.6968),(62 1062.8671),(63 1063.3204),(64 1057.5626),(65 1059.8315),(66 1060.5211),(67 1064.2574),(68 1064.749),(69 1078.1868),(70 1064.7412),(71 1068.6218),(72 1067.7001),(73 1059.3623),(74 1051.1139),(75 1049.6027),(76 1046.9401),(77 1044.8306),(78 1048.336),(79 1051.233),
(1 467.47845),(2 615.13947),(3 688.45276),(4 708.6681),(5 717.4751),(6 740.5157),(7 775.03534),(8 782.00476),(9 795.8523),(10 822.6038),(11 845.19617),(12 859.36414),(13 874.6955),(14 892.1579),(15 916.68787),(16 919.9275),(17 933.92285),(18 943.30566),(19 971.17163),(20 985.86115),(21 999.56866),(22 1005.68884),(23 1019.7003),(24 1019.4115),(25 1027.2888),(26 1041.2181),(27 1047.721),(28 1057.0844),(29 1055.1577),(30 1050.8801),(31 1059.2638),(32 1046.4352),(33 1051.7045),(34 1059.5316),(35 1058.2899),(36 1059.4436),(37 1049.3264),(38 1050.8163),(39 1040.0756),(40 1046.8416),(41 1049.0132),(42 1038.471),(43 1043.2568),(44 1026.7213),(45 1046.6436),(46 1035.4657),(47 1038.98),(48 1043.6218),(49 1037.1719),(50 1044.3965),(51 1048.9224),(52 1045.1611),(53 1049.7799),(54 1037.3196),(55 1041.4784),(56 1049.2618),(57 1049.4384),(58 1045.8489),(59 1049.5099),(60 1048.0079),(61 1048.2246),(62 1054.543),(63 1066.2021),(64 1059.9954),(65 1057.9032),(66 1064.5482),(67 1055.9492),(68 1063.2372),(69 1066.7101),(70 1067.383),(71 1065.8798),(72 1051.3225),(73 1048.5344),(74 1055.1757),(75 1055.2705),(76 1052.0225),(77 1053.381),(78 1050.1168),(79 1045.1196),
(1 461.3745),(2 603.29584),(3 684.75977),(4 703.015),(5 714.8846),(6 745.728),(7 771.59467),(8 772.22266),(9 788.719),(10 810.59784),(11 825.9483),(12 834.5145),(13 860.7654),(14 884.7271),(15 901.94025),(16 902.353),(17 909.3311),(18 912.8781),(19 936.20184),(20 953.0561),(21 965.2934),(22 981.9297),(23 983.0244),(24 992.4792),(25 998.98016),(26 1005.52625),(27 1016.5264),(28 1013.942),(29 1022.9898),(30 1019.4232),(31 1025.4904),(32 1015.556),(33 1007.57587),(34 1015.7186),(35 1013.86597),(36 1003.2878),(37 1004.2138),(38 1004.54376),(39 1012.93945),(40 1002.75323),(41 1008.22797),(42 1011.84686),(43 1006.2294),(44 997.19775),(45 1004.1698),(46 994.8801),(47 997.88904),(48 1001.72736),(49 1000.9088),(50 1006.09424),(51 1011.7974),(52 1019.7812),(53 1010.7333),(54 1012.92236),(55 1010.5939),(56 1014.5082),(57 1011.94684),(58 1015.2881),(59 1009.37744),(60 1019.76953),(61 1012.18134),(62 1013.37177),(63 1021.933),(64 1024.2839),(65 1030.6083),(66 1047.7762),(67 1040.7322),(68 1046.3947),(69 1042.8892),(70 1050.4409),(71 1052.4211),(72 1043.105),(73 1043.552),(74 1050.5265),(75 1050.0505),(76 1033.6315),(77 1037.3793),(78 1030.1277),(79 1026.5272),
(1 452.2527),(2 598.11145),(3 671.76324),(4 695.8873),(5 707.29156),(6 735.45465),(7 754.1354),(8 766.7154),(9 786.45233),(10 810.7051),(11 822.0487),(12 830.0896),(13 855.06134),(14 873.30475),(15 878.8937),(16 886.7821),(17 896.0396),(18 899.20386),(19 921.16095),(20 929.5384),(21 945.06213),(22 948.15857),(23 964.0903),(24 967.76953),(25 970.05597),(26 974.5553),(27 976.5727),(28 981.9016),(29 986.67413),(30 990.3915),(31 996.1324),(32 981.16907),(33 981.6204),(34 981.818),(35 984.2889),(36 990.31525),(37 987.65845),(38 982.0892),(39 1004.3266),(40 996.853),(41 981.74835),(42 988.55347),(43 994.88904),(44 984.2287),(45 982.614),(46 989.00525),(47 1003.32007),(48 993.5727),(49 1002.4273),(50 1006.2458),(51 1003.53455),(52 1007.57764),(53 1006.4896),(54 1015.56635),(55 1010.4907),(56 1012.9459),(57 1017.67377),(58 1022.6063),(59 1017.17804),(60 1025.1266),(61 1011.11993),(62 1019.4356),(63 1024.8961),(64 1038.3469),(65 1039.1091),(66 1042.7407),(67 1032.7594),(68 1038.4392),(69 1039.2513),(70 1029.6847),(71 1030.1134),(72 1018.0274),(73 1011.91296),(74 1018.7996),(75 1018.8112),(76 1017.6611),(77 1012.14636),(78 1013.3967),(79 1008.2863),
(1 437.39777),(2 579.5837),(3 656.48315),(4 678.53186),(5 691.03644),(6 713.6959),(7 755.3125),(8 764.8621),(9 765.84875),(10 786.0773),(11 807.3413),(12 826.8603),(13 838.3202),(14 846.0493),(15 847.41833),(16 873.8363),(17 882.14514),(18 897.8021),(19 921.2519),(20 932.8964),(21 959.0221),(22 962.7839),(23 962.33606),(24 969.5377),(25 979.9567),(26 989.501),(27 984.1657),(28 983.7399),(29 978.7555),(30 981.0321),(31 996.2401),(32 990.0575),(33 986.3406),(34 982.928),(35 985.3631),(36 983.03613),(37 976.48047),(38 971.7835),(39 975.95123),(40 981.3107),(41 971.4933),(42 979.9528),(43 972.72284),(44 975.6865),(45 982.41583),(46 971.9047),(47 980.1174),(48 982.72314),(49 986.00995),(50 989.16077),(51 994.8391),(52 987.58856),(53 994.76166),(54 1000.89386),(55 1006.17975),(56 1009.3298),(57 1006.2827),(58 1007.58496),(59 1010.6477),(60 1006.3353),(61 999.34894),(62 1001.1289),(63 995.76227),(64 1005.63086),(65 1012.86316),(66 1017.32404),(67 1016.33167),(68 1020.2014),(69 1018.8716),(70 1019.1315),(71 1005.7257),(72 993.20087),(73 992.9092),(74 1001.05194),(75 992.61664),(76 990.5826),(77 987.57404),(78 979.5556),(79 971.2827),
(1 437.841),(2 569.655),(3 639.69446),(4 680.5001),(5 680.2297),(6 702.3057),(7 716.2524),(8 728.31494),(9 751.00287),(10 780.2868),(11 805.5894),(12 808.5372),(13 815.0244),(14 829.7323),(15 834.16205),(16 840.51575),(17 857.6133),(18 878.31146),(19 906.19006),(20 915.1724),(21 926.5412),(22 941.00323),(23 946.00195),(24 941.8797),(25 947.19104),(26 947.2494),(27 952.8251),(28 966.9788),(29 963.0076),(30 961.18),(31 967.1296),(32 961.20874),(33 959.1553),(34 963.69476),(35 972.86597),(36 985.42804),(37 971.92737),(38 969.6654),(39 966.10443),(40 965.05804),(41 967.0538),(42 968.21423),(43 960.70013),(44 961.5481),(45 961.5127),(46 957.1118),(47 951.8772),(48 965.7291),(49 977.193),(50 975.2058),(51 980.4324),(52 976.9088),(53 978.83307),(54 979.8628),(55 974.7396),(56 977.81714),(57 961.2036),(58 978.6011),(59 978.8829),(60 980.8567),(61 979.78156),(62 984.60425),(63 981.5911),(64 983.0343),(65 987.60175),(66 988.6195),(67 997.5808),(68 997.68805),(69 1001.14685),(70 996.48),(71 986.46155),(72 975.97876),(73 979.1209),(74 977.63007),(75 961.9054),(76 963.0734),(77 957.33044),(78 959.56256),(79 953.6985),
(1 434.69687),(2 566.5688),(3 642.22266),(4 666.16864),(5 680.283),(6 705.3666),(7 728.0394),(8 741.56525),(9 756.72266),(10 787.0113),(11 800.8586),(12 814.17065),(13 834.19775),(14 851.9614),(15 856.12366),(16 870.62335),(17 875.2365),(18 880.9451),(19 904.15594),(20 920.2162),(21 933.3934),(22 943.6303),(23 940.7978),(24 940.7587),(25 954.58215),(26 954.7487),(27 976.63074),(28 989.05774),(29 978.1424),(30 977.25934),(31 979.681),(32 970.2074),(33 972.24384),(34 972.5012),(35 957.19366),(36 963.7408),(37 961.5484),(38 964.6736),(39 959.72266),(40 965.65497),(41 955.4654),(42 962.164),(43 955.1597),(44 944.734),(45 951.38116),(46 954.77795),(47 960.9836),(48 973.53375),(49 960.1966),(50 963.3146),(51 961.3747),(52 951.8711),(53 958.57245),(54 963.009),(55 965.40155),(56 969.30725),(57 975.33374),(58 975.38055),(59 965.06134),(60 971.79364),(61 980.2496),(62 982.7253),(63 979.4955),(64 989.06775),(65 983.86725),(66 980.6159),(67 994.25085),(68 993.6386),(69 997.92944),(70 999.2855),(71 997.8287),(72 990.69305),(73 989.0101),(74 989.7887),(75 985.77014),(76 983.41864),(77 982.3182),(78 975.35126),(79 968.9752),
(1 418.6571),(2 543.2062),(3 621.5708),(4 648.1608),(5 656.4077),(6 674.2629),(7 698.2847),(8 710.8588),(9 737.17444),(10 747.25854),(11 765.9582),(12 771.8767),(13 789.066),(14 815.9044),(15 813.8548),(16 825.7688),(17 843.8921),(18 856.16986),(19 870.37683),(20 876.4837),(21 898.05164),(22 915.58655),(23 911.5958),(24 916.7625),(25 930.35834),(26 931.17303),(27 942.97314),(28 941.49866),(29 946.23804),(30 945.12415),(31 947.87445),(32 941.3509),(33 941.3467),(34 929.1454),(35 929.42773),(36 929.29895),(37 937.6612),(38 939.6879),(39 936.27167),(40 935.6545),(41 926.30927),(42 928.92566),(43 927.7208),(44 920.1077),(45 929.85626),(46 911.8807),(47 914.09973),(48 927.3217),(49 920.1148),(50 917.9041),(51 916.4268),(52 919.87225),(53 925.7044),(54 933.8209),(55 941.59576),(56 944.86017),(57 942.9306),(58 941.73737),(59 941.5094),(60 950.55664),(61 948.0826),(62 943.2219),(63 948.08887),(64 949.4379),(65 958.97577),(66 960.1037),(67 963.1784),(68 962.88824),(69 962.38525),(70 964.5026),(71 968.78125),(72 959.5605),(73 951.8432),(74 944.8301),(75 943.177),(76 946.0338),(77 939.9977),(78 943.0554),(79 935.7713),
(1 417.06314),(2 544.25006),(3 624.1499),(4 652.3704),(5 659.0795),(6 678.2131),(7 690.30975),(8 705.66693),(9 734.0444),(10 736.8096),(11 759.7933),(12 762.98785),(13 771.8699),(14 794.528),(15 796.2407),(16 804.12616),(17 828.76904),(18 835.18414),(19 846.2135),(20 849.7156),(21 871.18115),(22 874.1576),(23 884.4995),(24 885.6811),(25 893.54724),(26 894.0479),(27 910.1416),(28 903.1692),(29 910.3762),(30 907.10187),(31 910.45746),(32 904.37933),(33 906.38245),(34 903.9781),(35 905.7994),(36 905.72675),(37 912.98065),(38 909.2216),(39 915.0168),(40 909.35803),(41 904.66223),(42 913.65704),(43 914.0989),(44 905.8013),(45 909.53094),(46 908.82477),(47 905.83026),(48 910.8921),(49 906.2738),(50 902.997),(51 919.96014),(52 910.9179),(53 912.2139),(54 926.06995),(55 921.7175),(56 926.6673),(57 920.5827),(58 916.36633),(59 925.5747),(60 937.8333),(61 928.16394),(62 923.6972),(63 909.79626),(64 914.8273),(65 929.06085),(66 939.4719),(67 935.9947),(68 929.1085),(69 937.42914),(70 939.6618),(71 941.6641),(72 930.73846),(73 927.2424),(74 920.92896),(75 923.7107),(76 931.3288),(77 921.3739),(78 913.21356),(79 905.3859),
(1 407.08417),(2 526.4232),(3 599.5385),(4 637.6555),(5 643.2846),(6 663.5356),(7 674.2951),(8 685.85345),(9 710.98096),(10 721.247),(11 737.5295),(12 750.4376),(13 760.0391),(14 778.6202),(15 789.09735),(16 797.34454),(17 814.20013),(18 830.7659),(19 842.9589),(20 850.2703),(21 876.35626),(22 878.95526),(23 884.1037),(24 884.41364),(25 891.50464),(26 890.06165),(27 895.77576),(28 894.84985),(29 908.61414),(30 903.1787),(31 907.41876),(32 899.1251),(33 898.6588),(34 896.3263),(35 890.8616),(36 883.9278),(37 896.2428),(38 891.4801),(39 888.98755),(40 893.08),(41 893.7799),(42 892.52295),(43 893.5184),(44 893.0255),(45 888.1948),(46 896.83215),(47 905.80554),(48 901.11633),(49 907.45795),(50 918.9744),(51 921.83636),(52 911.2642),(53 913.7787),(54 913.0938),(55 916.71454),(56 922.1284),(57 921.5499),(58 917.05804),(59 918.5583),(60 937.7007),(61 930.95654),(62 928.66595),(63 931.00824),(64 916.57104),(65 922.47046),(66 921.0366),(67 920.8491),(68 925.71906),(69 927.8682),(70 934.21173),(71 935.9033),(72 924.5662),(73 925.05066),(74 914.5082),(75 913.3586),(76 907.02924),(77 910.869),(78 910.1442),(79 902.5416),
(1 393.6969),(2 517.99634),(3 588.6142),(4 620.4847),(5 625.50854),(6 648.3918),(7 657.97577),(8 680.81885),(9 702.89984),(10 717.48773),(11 721.6037),(12 737.81),(13 752.42004),(14 770.4073),(15 780.77673),(16 781.6873),(17 793.7748),(18 796.39386),(19 807.891),(20 814.4671),(21 824.16864),(22 827.3523),(23 834.53284),(24 840.0237),(25 839.2441),(26 842.71594),(27 853.48987),(28 862.125),(29 864.0343),(30 853.7871),(31 864.36896),(32 863.2717),(33 865.8161),(34 866.75555),(35 864.9865),(36 865.7445),(37 864.5837),(38 857.5722),(39 856.50507),(40 856.2348),(41 859.85895),(42 861.1597),(43 860.1532),(44 852.47437),(45 863.21625),(46 868.3972),(47 857.0337),(48 859.4267),(49 865.4682),(50 861.53217),(51 869.03436),(52 876.18695),(53 881.2133),(54 881.5151),(55 881.2551),(56 886.77124),(57 887.2528),(58 874.8122),(59 885.23193),(60 882.19165),(61 881.88654),(62 882.4525),(63 891.0788),(64 886.5926),(65 885.7787),(66 888.2205),(67 887.7059),(68 884.53394),(69 884.61487),(70 882.75885),(71 871.5747),(72 871.0528),(73 872.1906),(74 866.07745),(75 886.23987),(76 877.83295),(77 868.91266),(78 855.16156),(79 849.82733),
(1 390.52933),(2 509.7328),(3 569.95135),(4 593.22766),(5 607.9592),(6 629.9304),(7 644.81476),(8 659.7855),(9 685.8735),(10 697.773),(11 710.6897),(12 727.2696),(13 729.38184),(14 745.52026),(15 753.1114),(16 759.0233),(17 778.19775),(18 782.6799),(19 794.8307),(20 801.3289),(21 809.68866),(22 807.7892),(23 816.6713),(24 831.3267),(25 830.6526),(26 835.6455),(27 846.82117),(28 854.1533),(29 858.59265),(30 851.4353),(31 860.1774),(32 858.82874),(33 858.9839),(34 864.29755),(35 862.59985),(36 860.93164),(37 861.58026),(38 857.88965),(39 864.6937),(40 867.6193),(41 867.6371),(42 870.53503),(43 871.9842),(44 862.75055),(45 857.4517),(46 864.9575),(47 862.12787),(48 856.89655),(49 857.45825),(50 870.68756),(51 870.65906),(52 866.1446),(53 865.89764),(54 864.2701),(55 858.94366),(56 860.4055),(57 854.33954),(58 858.03827),(59 870.36554),(60 863.2851),(61 863.51776),(62 862.07526),(63 869.7005),(64 859.7427),(65 873.4386),(66 876.781),(67 878.51056),(68 881.336),(69 875.4005),(70 873.09985),(71 854.91486),(72 854.9755),(73 857.9229),(74 859.56305),(75 872.82446),(76 866.77765),(77 855.1891),(78 862.26056),(79 853.9187),
(1 383.0993),(2 493.67142),(3 555.6787),(4 590.3366),(5 603.46295),(6 625.2764),(7 636.3655),(8 643.5667),(9 672.52),(10 676.71594),(11 677.8151),(12 705.82697),(13 711.0062),(14 733.437),(15 746.2775),(16 741.8028),(17 762.3621),(18 767.3364),(19 778.1403),(20 792.0399),(21 795.3298),(22 790.4836),(23 812.1796),(24 824.2314),(25 821.1261),(26 815.1643),(27 812.98773),(28 817.7569),(29 823.13983),(30 823.50507),(31 826.38354),(32 818.36176),(33 821.3642),(34 820.47656),(35 805.1559),(36 816.1553),(37 815.22894),(38 814.6076),(39 819.20294),(40 819.7967),(41 822.4446),(42 818.4878),(43 822.64514),(44 825.33386),(45 833.7205),(46 838.6762),(47 827.7462),(48 836.2795),(49 837.516),(50 832.5487),(51 838.4898),(52 847.66785),(53 845.22754),(54 846.2468),(55 853.6866),(56 859.476),(57 856.0657),(58 851.4541),(59 858.4388),(60 855.55237),(61 858.46643),(62 851.0527),(63 852.75183),(64 855.33795),(65 857.2127),(66 857.20483),(67 864.5589),(68 850.73035),(69 852.4654),(70 851.6038),(71 844.1086),(72 847.7472),(73 838.7544),(74 835.875),(75 841.56885),(76 842.5216),(77 834.238),(78 839.37177),(79 835.45905),
(1 385.02216),(2 497.38635),(3 564.6873),(4 597.66516),(5 616.2913),(6 633.6521),(7 637.8542),(8 645.37726),(9 685.0691),(10 696.5947),(11 695.3056),(12 714.8192),(13 729.44135),(14 747.2655),(15 774.1665),(16 770.1472),(17 782.7279),(18 796.2362),(19 799.6157),(20 810.024),(21 818.4127),(22 815.09753),(23 827.091),(24 841.6459),(25 843.69855),(26 835.8294),(27 836.575),(28 844.0137),(29 851.28265),(30 847.6121),(31 846.486),(32 838.12775),(33 835.58276),(34 837.77924),(35 837.831),(36 835.05707),(37 829.6988),(38 828.4641),(39 832.5022),(40 836.96545),(41 841.93744),(42 845.7693),(43 840.6015),(44 840.2935),(45 841.3305),(46 847.9117),(47 845.8525),(48 837.29645),(49 840.2984),(50 834.92566),(51 824.0079),(52 824.4275),(53 833.8473),(54 837.7656),(55 838.5191),(56 842.7756),(57 842.9184),(58 850.9636),(59 853.538),(60 854.3303),(61 843.0416),(62 834.3598),(63 837.2998),(64 839.7086),(65 833.3684),(66 830.44305),(67 832.2411),(68 827.3501),(69 832.02496),(70 828.5818),(71 823.2058),(72 821.6615),(73 819.9817),(74 813.1411),(75 825.4512),(76 826.7275),(77 823.2463),(78 837.5942),(79 843.4546),
(1 369.21167),(2 471.14224),(3 544.91046),(4 572.06757),(5 586.1367),(6 602.26624),(7 608.3234),(8 622.5826),(9 644.89703),(10 649.825),(11 657.3771),(12 670.839),(13 691.6144),(14 710.6383),(15 729.4516),(16 732.7913),(17 741.1824),(18 753.13293),(19 760.41705),(20 766.8154),(21 770.6398),(22 775.5245),(23 774.3544),(24 786.6161),(25 794.45496),(26 791.02997),(27 799.1125),(28 808.2249),(29 804.8564),(30 805.5727),(31 802.1498),(32 797.3989),(33 796.82947),(34 807.672),(35 813.39087),(36 812.9851),(37 816.67773),(38 816.3181),(39 819.9523),(40 810.26373),(41 817.4425),(42 813.8248),(43 812.69086),(44 820.0059),(45 822.7285),(46 820.9968),(47 824.9442),(48 826.3099),(49 830.47565),(50 823.46204),(51 820.3584),(52 818.91724),(53 825.6686),(54 833.0312),(55 827.6765),(56 834.80927),(57 825.8983),(58 828.96155),(59 833.5684),(60 836.69867),(61 832.3044),(62 829.82117),(63 831.0487),(64 841.7123),(65 831.4935),(66 832.87366),(67 833.91437),(68 826.7183),(69 827.8069),(70 823.0226),(71 824.7319),(72 812.4863),(73 813.96173),(74 817.25),(75 817.6938),(76 822.0238),(77 813.78766),(78 819.4899),(79 814.3852),
(1 362.35233),(2 468.65573),(3 532.12634),(4 560.70013),(5 573.33997),(6 586.5465),(7 599.68604),(8 619.1307),(9 645.0109),(10 656.3097),(11 674.4928),(12 693.5907),(13 706.8935),(14 731.629),(15 745.9767),(16 748.8485),(17 764.33203),(18 763.45386),(19 765.40045),(20 778.06506),(21 788.26196),(22 790.67944),(23 780.31616),(24 796.41693),(25 799.6547),(26 806.3007),(27 814.9679),(28 819.1057),(29 811.39825),(30 811.9834),(31 815.17847),(32 800.3844),(33 797.27637),(34 798.9433),(35 800.8622),(36 791.92725),(37 787.2414),(38 791.8658),(39 801.0016),(40 797.2481),(41 806.73535),(42 795.03827),(43 789.8374),(44 785.42444),(45 799.57263),(46 794.35956),(47 800.3532),(48 800.1229),(49 809.33966),(50 809.2722),(51 806.52435),(52 800.6371),(53 809.43274),(54 815.81445),(55 822.5328),(56 826.9454),(57 822.03485),(58 820.9172),(59 829.2934),(60 821.07),(61 822.42633),(62 818.1612),(63 820.60767),(64 827.143),(65 820.9483),(66 824.1008),(67 807.1714),(68 807.2991),(69 804.86835),(70 811.38696),(71 817.5614),(72 816.8863),(73 820.9352),(74 814.9546),(75 824.12134),(76 824.4752),(77 816.6135),(78 818.704),(79 812.9189),
