q, (a, b, c)
1.5, (-1711101735204.747, 1115180.0167804072, 1711086949995.0535)
2.5, (-99911680.44992743, 73.89238156105192, 93236885.57726431)
3.5, (-40458592.472588025, 21.664394225938892, 33445193.69624447)
4.5, (-23827491.182041913, 13.063414534116603, 19118609.0958866)
5.5, (-29070559.397753727, 7.770764777839896, 20293061.78103768)
6.5, (-21345964.205027487, 22.288164811660018, 21228584.137809344)
7.5, (-20286276.554264482, 15.817205189507845, 18440005.459581792)
8.5, (-22127899.653427947, 7.920279033277746, 17000879.178581886)
9.5, (-17000660.104287148, 5.2033183881583644, 11401625.70402637)
10.5, (-11665538.651758881, 3.6227341733827, 7529060.208850899)
11.5, (-15695172.417591555, 2.619470871013357, 9203901.474321853)
12.5, (-13715752.732012693, 2.1907935991229492, 7727910.402869203)
13.5, (-11492212.734958902, 2.2697235541020984, 6727143.8391642375)
14.5, (-9387943.452819366, 2.585832226846764, 5803705.574972881)
15.5, (-6483333.464958115, 4.0389677724136, 4809612.704534433)
16.5, (-6860294.634783451, 2.7343640496366506, 4348216.233992146)
17.5, (-3720422.5176192485, 6.347893344132533, 3805465.583527663)
18.5, (-2710786.069852262, 15.035258902052327, 3965445.9484072835)
19.5, (-3312779.554655766, 4.694342168738092, 3133251.781719377)
20.5, (-7025152.3565480625, 186.53859791711858, 8349950.893361285)
21.5, (-2071672.67950899, 32.692168984897066, 3051416.1366301575)
22.5, (-1894223.613060759, 21.534759267281494, 2604765.145454964)
23.5, (-1647220.3720045702, 9.999643230656616, 2138963.9570579273)
24.5, (-1735614.8572293282, 72.37800718136724, 2949226.723591132)
25.5, (-4100033517.0120754, 254977.9375532762, 4101182945.001589)
26.5, (-1678847.9853227746, 65.58798485635708, 2423404.3559745313)
27.5, (-1965227.8627124464, 75.19073416067593, 2622555.777833072)
28.5, (-1895003.8863859053, 120.82848730978662, 2631365.959396248)
29.5, (-2017974.5976624917, 152.54160961780408, 2633183.215126122)
30.5, (-14168939841.011662, 1304397.6379789957, 14169563115.172073)
31.5, (-2954559.551287454, 270.0170281458455, 3504529.695736052)
32.5, (-3156339145.956406, 331908.99391287053, 3156905065.037428)
33.5, (-3199066898.7393727, 335698.3815151703, 3199568909.7402925)
34.5, (-4731884153.927857, 552163.744885746, 4732333547.071706)
35.5, (-6700413469.089031, 643684.3760817072, 6700808776.65518)
36.5, (-8213138904.53075, 987101.6721449756, 8213541283.205884)
