1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 99.64232),(2 140.07431),(3 164.86716),(4 181.84357),(5 192.42624),(6 199.94574),(7 206.85585),(8 210.29213),(9 212.48218),(10 218.08751),(11 222.00461),(12 225.53949),(13 227.75415),(14 230.70587),(15 231.72269),(16 234.29782),(17 232.53),(18 234.1152),(19 235.56895),(20 236.6053),(21 238.74222),(22 244.24402),(23 245.5999),(24 246.55432),(25 246.34636),(26 246.62563),(27 244.71738),(28 247.25941),(29 247.55429),(30 249.14194),(31 249.56229),(32 249.70337),(33 248.56953),(34 247.86972),(35 246.24588),(36 247.06102),(37 245.98021),(38 250.11353),(39 250.73253),(40 250.50642),(41 253.4379),(42 255.72543),(43 253.06653),(44 252.18733),(45 251.79073),(46 255.93747),(47 255.1024),(48 256.83347),(49 257.42245),(50 256.01834),(51 257.9972),(52 257.96826),(53 257.81027),(54 257.48975),(55 256.35767),(56 256.4255),(57 255.47552),(58 257.61548),(59 258.89853),(60 258.11462),(61 258.7179),(62 259.382),(63 257.0043),(64 256.6),(65 256.68143),(66 256.19904),(67 253.07632),(68 252.32318),(69 254.04396),(70 255.0475),(71 256.97153),(72 256.2493),(73 257.18887),(74 256.79306),(75 254.4755),(76 253.19212),(77 255.5008),(78 254.75441),(79 252.07008),
(1 97.24622),(2 136.06569),(3 159.78477),(4 175.55336),(5 185.89752),(6 194.37875),(7 201.53589),(8 205.94398),(9 211.8203),(10 217.59543),(11 222.70088),(12 225.70279),(13 230.33485),(14 233.4718),(15 233.19849),(16 234.53165),(17 235.31201),(18 238.16649),(19 238.96481),(20 239.71243),(21 240.03801),(22 243.05693),(23 243.29459),(24 244.66312),(25 243.48933),(26 245.4039),(27 245.62593),(28 247.25296),(29 249.60144),(30 250.97939),(31 251.04759),(32 251.2343),(33 252.13065),(34 252.64883),(35 252.24376),(36 253.1246),(37 251.55528),(38 252.84888),(39 250.25862),(40 251.93779),(41 254.42384),(42 255.63083),(43 256.52667),(44 253.31136),(45 254.19351),(46 255.90596),(47 252.40578),(48 252.45032),(49 253.44348),(50 249.91614),(51 248.60738),(52 248.75896),(53 250.03816),(54 250.03912),(55 248.74536),(56 249.81529),(57 251.0403),(58 254.48866),(59 254.21762),(60 254.9075),(61 255.49455),(62 254.8113),(63 250.23216),(64 250.31721),(65 251.73792),(66 252.57336),(67 250.4695),(68 250.16206),(69 251.44469),(70 252.15808),(71 250.29283),(72 249.94925),(73 251.56154),(74 251.75528),(75 250.77774),(76 252.25316),(77 252.2642),(78 252.13873),(79 250.22482),
(1 94.90435),(2 132.8446),(3 156.31973),(4 172.84464),(5 185.65068),(6 195.11385),(7 201.4499),(8 205.5092),(9 207.80713),(10 214.88234),(11 215.89711),(12 219.83073),(13 224.49179),(14 224.65419),(15 224.60992),(16 228.0479),(17 229.56287),(18 232.5648),(19 232.98079),(20 233.35045),(21 234.77817),(22 238.50714),(23 239.7757),(24 241.7974),(25 239.31876),(26 239.5172),(27 240.04768),(28 242.8936),(29 243.85106),(30 243.9634),(31 241.66846),(32 242.56538),(33 243.91443),(34 247.32907),(35 249.68674),(36 251.14421),(37 253.61078),(38 256.2289),(39 255.9945),(40 255.84909),(41 255.19806),(42 256.00516),(43 255.05164),(44 254.0667),(45 254.43181),(46 255.82854),(47 255.25282),(48 254.45615),(49 255.71924),(50 255.22661),(51 253.78214),(52 254.19716),(53 253.95299),(54 254.37735),(55 254.27328),(56 254.48097),(57 254.04353),(58 255.96487),(59 256.32837),(60 257.07248),(61 257.6784),(62 259.65726),(63 259.21146),(64 259.64255),(65 257.7289),(66 256.17807),(67 255.78082),(68 254.91418),(69 257.10834),(70 257.85583),(71 254.83679),(72 256.21347),(73 256.52823),(74 257.73093),(75 256.5117),(76 254.71906),(77 257.37854),(78 255.69301),(79 254.78448),
(1 94.57153),(2 130.72887),(3 152.00243),(4 168.44574),(5 178.50456),(6 186.52344),(7 191.13016),(8 195.30116),(9 197.53912),(10 202.56639),(11 206.15825),(12 208.8995),(13 214.50484),(14 216.9002),(15 216.26126),(16 217.09952),(17 216.24811),(18 217.11351),(19 218.73474),(20 220.4045),(21 218.97137),(22 224.12589),(23 224.36838),(24 225.74014),(25 227.07051),(26 228.57573),(27 230.85168),(28 233.01146),(29 231.84122),(30 235.12793),(31 234.48541),(32 236.07419),(33 235.21196),(34 238.66403),(35 237.97826),(36 238.31743),(37 237.28148),(38 240.45578),(39 240.99266),(40 241.98679),(41 243.3021),(42 244.71112),(43 242.7508),(44 241.54295),(45 241.29994),(46 243.3275),(47 242.96158),(48 243.00352),(49 242.26158),(50 243.90356),(51 245.39082),(52 244.97876),(53 243.63489),(54 244.67624),(55 243.633),(56 243.90327),(57 240.74155),(58 243.90987),(59 246.46661),(60 245.31493),(61 247.66655),(62 247.7197),(63 246.70995),(64 246.3529),(65 246.55545),(66 245.99759),(67 244.8657),(68 243.78987),(69 243.25406),(70 243.14944),(71 243.62695),(72 242.37126),(73 243.5642),(74 242.8365),(75 241.48994),(76 241.27155),(77 241.1927),(78 241.39224),(79 240.747),
(1 93.74037),(2 130.92961),(3 153.5495),(4 169.52348),(5 180.09724),(6 188.97641),(7 192.34935),(8 197.11789),(9 200.07817),(10 204.13762),(11 206.88728),(12 211.46237),(13 213.50616),(14 216.23517),(15 216.81642),(16 218.35832),(17 220.33476),(18 224.95868),(19 225.83745),(20 225.50385),(21 226.3119),(22 229.27226),(23 231.58687),(24 232.39172),(25 232.29375),(26 233.34935),(27 233.08554),(28 234.01076),(29 233.27344),(30 235.0966),(31 233.13348),(32 229.91849),(33 229.26393),(34 232.1763),(35 234.2732),(36 237.02567),(37 237.15843),(38 237.75374),(39 235.79616),(40 236.08162),(41 237.25114),(42 239.12561),(43 239.59723),(44 243.20628),(45 241.17563),(46 243.9662),(47 243.38675),(48 242.62007),(49 241.09474),(50 244.57555),(51 243.21776),(52 242.40007),(53 243.20299),(54 241.6782),(55 242.79132),(56 241.90416),(57 242.67918),(58 246.07762),(59 246.92212),(60 247.88657),(61 248.33398),(62 246.17137),(63 243.45026),(64 241.08723),(65 240.97687),(66 240.70984),(67 240.88127),(68 241.88881),(69 241.9584),(70 243.53923),(71 242.27124),(72 243.76602),(73 242.20616),(74 241.60703),(75 239.50513),(76 241.13237),(77 242.17366),(78 242.34895),(79 241.8351),
(1 93.27434),(2 130.87181),(3 150.862),(4 168.02396),(5 178.21634),(6 186.37895),(7 189.8965),(8 193.87117),(9 198.66248),(10 204.3021),(11 208.36937),(12 210.12834),(13 211.61342),(14 212.30147),(15 213.4411),(16 218.03426),(17 220.13904),(18 222.22649),(19 220.30415),(20 222.07333),(21 221.96901),(22 228.84894),(23 228.31908),(24 229.4704),(25 231.39395),(26 230.62059),(27 233.18176),(28 231.89679),(29 233.43263),(30 233.13518),(31 234.92725),(32 233.72552),(33 232.36873),(34 231.73111),(35 231.9181),(36 233.3071),(37 235.38928),(38 237.92294),(39 237.52129),(40 236.24124),(41 237.00627),(42 237.75507),(43 237.93256),(44 234.65147),(45 235.26761),(46 237.714),(47 238.5589),(48 237.4566),(49 236.62119),(50 238.21228),(51 238.17831),(52 238.57648),(53 237.64238),(54 237.79376),(55 238.70349),(56 235.76996),(57 236.34944),(58 240.1575),(59 241.63998),(60 243.98674),(61 246.05373),(62 244.23044),(63 241.8423),(64 239.22704),(65 239.44342),(66 237.42946),(67 234.64525),(68 235.60413),(69 235.16042),(70 239.04143),(71 240.0932),(72 242.7692),(73 241.55542),(74 240.77036),(75 239.92224),(76 239.42676),(77 240.71915),(78 242.81505),(79 241.65228),
(1 91.58396),(2 127.71144),(3 150.53271),(4 165.5332),(5 177.11305),(6 185.39496),(7 190.08766),(8 193.8357),(9 197.74106),(10 202.16066),(11 205.53682),(12 210.59085),(13 214.36266),(14 216.28903),(15 214.1592),(16 217.68028),(17 218.63724),(18 220.16962),(19 219.72406),(20 222.20787),(21 224.02983),(22 227.46642),(23 228.15248),(24 229.61122),(25 231.05345),(26 230.9695),(27 230.04321),(28 231.71065),(29 232.5382),(30 231.96748),(31 233.06429),(32 233.09148),(33 233.16295),(34 233.03558),(35 233.51866),(36 233.25781),(37 234.64578),(38 233.10835),(39 232.92673),(40 233.05882),(41 231.09166),(42 233.76775),(43 233.0066),(44 231.52481),(45 228.80608),(46 229.94803),(47 230.38078),(48 231.78381),(49 231.34406),(50 229.59264),(51 229.03679),(52 229.66676),(53 230.5876),(54 229.1323),(55 229.94987),(56 227.64374),(57 225.67778),(58 230.0399),(59 231.37393),(60 233.45807),(61 232.00941),(62 233.95299),(63 232.28384),(64 231.1008),(65 230.9531),(66 230.79567),(67 231.30699),(68 230.15504),(69 229.16354),(70 230.77135),(71 230.74077),(72 229.9423),(73 232.07553),(74 232.99358),(75 233.78763),(76 234.20383),(77 234.85934),(78 234.75444),(79 233.95761),
(1 93.91372),(2 128.86813),(3 150.24522),(4 165.87483),(5 176.28937),(6 183.4688),(7 187.26396),(8 191.0446),(9 193.81476),(10 200.72142),(11 204.10036),(12 208.20453),(13 210.23062),(14 212.01466),(15 212.00995),(16 215.75244),(17 219.58287),(18 219.79124),(19 219.4429),(20 221.3473),(21 220.55177),(22 223.60019),(23 222.03018),(24 224.86708),(25 227.68095),(26 227.49971),(27 227.06123),(28 229.00916),(29 231.21057),(30 232.12271),(31 230.55511),(32 230.48143),(33 231.42426),(34 232.6183),(35 232.39955),(36 233.47833),(37 236.78018),(38 237.39679),(39 237.00858),(40 237.9249),(41 238.39638),(42 240.11617),(43 241.57312),(44 242.56955),(45 240.67813),(46 242.03018),(47 241.22775),(48 241.06192),(49 241.08055),(50 240.68478),(51 241.84601),(52 237.83499),(53 238.28275),(54 237.5805),(55 238.10683),(56 235.94351),(57 237.88658),(58 239.71133),(59 239.75018),(60 238.35231),(61 240.00452),(62 240.66399),(63 239.72073),(64 239.03284),(65 239.2588),(66 240.07724),(67 240.84602),(68 239.33255),(69 239.19667),(70 241.08748),(71 241.95627),(72 243.70258),(73 243.92755),(74 244.0165),(75 241.56107),(76 240.40529),(77 240.14731),(78 239.44244),(79 238.18115),
(1 89.67946),(2 124.14977),(3 146.46997),(4 160.65683),(5 171.73576),(6 180.53894),(7 184.11879),(8 187.30884),(9 189.62361),(10 197.86272),(11 200.70522),(12 201.752),(13 202.8916),(14 204.892),(15 203.90007),(16 206.7971),(17 210.22542),(18 210.55257),(19 208.83757),(20 211.13031),(21 209.07327),(22 213.23654),(23 214.03706),(24 216.2161),(25 214.34091),(26 214.28183),(27 211.90436),(28 213.44998),(29 214.7336),(30 216.52403),(31 217.72726),(32 217.86671),(33 218.49423),(34 220.09244),(35 219.93994),(36 220.95802),(37 221.73799),(38 224.78307),(39 223.57487),(40 224.89235),(41 223.89421),(42 224.50177),(43 224.00195),(44 223.44331),(45 222.65166),(46 223.69948),(47 222.61168),(48 220.4442),(49 220.88037),(50 222.25618),(51 222.64313),(52 222.15157),(53 222.61798),(54 221.6126),(55 222.32837),(56 223.04688),(57 222.59044),(58 227.7965),(59 227.04874),(60 227.03899),(61 228.9836),(62 230.03447),(63 229.60931),(64 228.84827),(65 230.84447),(66 230.55582),(67 231.92819),(68 231.86742),(69 230.82707),(70 232.53699),(71 229.15845),(72 229.43243),(73 228.78896),(74 229.01257),(75 229.99261),(76 228.69012),(77 231.66058),(78 232.831),(79 232.53374),
(1 89.95591),(2 125.49427),(3 145.15804),(4 160.9612),(5 171.10826),(6 179.38684),(7 185.61621),(8 190.4145),(9 193.35619),(10 198.9252),(11 201.77155),(12 203.71233),(13 204.995),(14 205.87778),(15 207.66446),(16 207.40994),(17 206.17957),(18 208.82199),(19 208.01297),(20 209.98361),(21 210.26062),(22 215.05405),(23 217.54681),(24 219.50922),(25 218.72208),(26 223.49344),(27 223.77681),(28 223.95522),(29 224.04367),(30 222.22478),(31 221.92815),(32 223.25682),(33 223.81084),(34 225.13982),(35 226.05562),(36 226.58015),(37 227.46872),(38 228.70476),(39 230.39352),(40 231.09705),(41 231.6648),(42 232.63446),(43 231.42874),(44 232.41753),(45 232.1189),(46 233.20381),(47 232.78198),(48 232.65169),(49 234.78986),(50 234.98254),(51 234.38008),(52 234.48161),(53 235.00266),(54 233.64291),(55 233.1044),(56 232.4959),(57 230.50006),(58 231.74806),(59 231.15509),(60 232.31693),(61 235.76372),(62 234.65607),(63 234.10889),(64 234.99307),(65 234.56897),(66 234.0628),(67 234.40552),(68 234.69893),(69 234.80177),(70 238.42831),(71 239.16096),(72 241.33444),(73 240.06017),(74 238.66132),(75 237.20653),(76 234.3511),(77 233.74925),(78 234.47731),(79 234.03134),
(1 88.910225),(2 121.47159),(3 142.20198),(4 156.69704),(5 167.36806),(6 175.08269),(7 179.25061),(8 182.95566),(9 184.44502),(10 192.96835),(11 195.16747),(12 199.28276),(13 202.48358),(14 203.22107),(15 204.30745),(16 205.4895),(17 206.11517),(18 209.36377),(19 207.57494),(20 209.61644),(21 209.88496),(22 215.33192),(23 215.31729),(24 215.82864),(25 215.78123),(26 215.76894),(27 215.60971),(28 217.6488),(29 219.13425),(30 218.87297),(31 219.16086),(32 219.87726),(33 221.86151),(34 223.84076),(35 223.14372),(36 224.63603),(37 224.3557),(38 226.41547),(39 227.34853),(40 227.66621),(41 228.16862),(42 227.25626),(43 224.78366),(44 226.39398),(45 226.60635),(46 227.72952),(47 225.39072),(48 226.36908),(49 227.6841),(50 226.9098),(51 226.90631),(52 227.67424),(53 225.95242),(54 225.19667),(55 223.97792),(56 223.61937),(57 224.20677),(58 226.73889),(59 226.74242),(60 227.65953),(61 227.7583),(62 228.30013),(63 227.08961),(64 228.00658),(65 228.21881),(66 230.16327),(67 228.1312),(68 226.96335),(69 226.06827),(70 229.36282),(71 232.45822),(72 234.8214),(73 234.46376),(74 233.5428),(75 231.91211),(76 232.90219),(77 232.68056),(78 235.02705),(79 233.62581),
(1 86.94725),(2 120.52875),(3 142.61731),(4 154.49103),(5 164.82573),(6 171.81067),(7 176.38268),(8 178.50633),(9 181.58333),(10 186.84169),(11 191.23369),(12 193.72755),(13 196.0768),(14 199.09053),(15 199.2473),(16 199.5968),(17 202.51775),(18 204.54868),(19 205.19887),(20 207.09912),(21 206.19228),(22 209.66092),(23 209.52019),(24 213.22682),(25 214.24503),(26 214.46365),(27 212.50116),(28 212.94612),(29 213.25037),(30 215.16249),(31 214.13339),(32 216.75381),(33 216.95401),(34 218.7821),(35 217.09886),(36 220.00652),(37 219.14139),(38 220.13205),(39 218.50606),(40 217.81757),(41 220.0169),(42 221.17299),(43 221.34445),(44 221.98235),(45 222.24219),(46 223.58427),(47 221.827),(48 222.23842),(49 225.82375),(50 226.78397),(51 225.99812),(52 226.40038),(53 225.75899),(54 224.35674),(55 224.83928),(56 224.96664),(57 227.0781),(58 227.71324),(59 227.4238),(60 227.59026),(61 226.23016),(62 227.2684),(63 225.42607),(64 226.3195),(65 226.16194),(66 225.65376),(67 223.97643),(68 222.89638),(69 223.54518),(70 223.80923),(71 224.31975),(72 226.80048),(73 226.08076),(74 227.51796),(75 225.32442),(76 223.46626),(77 225.7422),(78 224.00157),(79 221.78285),
(1 88.14097),(2 120.77537),(3 142.13446),(4 156.14436),(5 168.49075),(6 175.18118),(7 180.20573),(8 184.83977),(9 188.03824),(10 193.99106),(11 196.78981),(12 199.3033),(13 202.89645),(14 205.19365),(15 206.10942),(16 208.81796),(17 208.06468),(18 207.94151),(19 207.02055),(20 208.1662),(21 207.06929),(22 212.36777),(23 213.13135),(24 216.55115),(25 214.42905),(26 216.29498),(27 215.15628),(28 216.29732),(29 216.35397),(30 216.35364),(31 215.73804),(32 216.37007),(33 217.59099),(34 218.62071),(35 217.70784),(36 218.89107),(37 220.24059),(38 222.2645),(39 220.95784),(40 220.2418),(41 219.9515),(42 220.93509),(43 220.43663),(44 219.58669),(45 220.5172),(46 222.3901),(47 221.80743),(48 221.75041),(49 224.35214),(50 222.66705),(51 222.79243),(52 221.58598),(53 220.1437),(54 222.53366),(55 221.84277),(56 221.07033),(57 219.20517),(58 222.7308),(59 223.28987),(60 224.71628),(61 224.3793),(62 224.34708),(63 224.03893),(64 225.4827),(65 224.40828),(66 222.88768),(67 220.09245),(68 220.9732),(69 220.31142),(70 223.67786),(71 223.5882),(72 222.96257),(73 222.81139),(74 225.45692),(75 223.80704),(76 225.23651),(77 224.4063),(78 224.59607),(79 224.25026),
(1 85.24867),(2 116.95476),(3 137.44899),(4 152.45755),(5 161.86766),(6 168.33331),(7 172.71144),(8 175.05554),(9 178.59697),(10 185.54523),(11 188.18771),(12 192.10905),(13 195.72176),(14 199.80212),(15 199.68755),(16 200.34619),(17 202.14749),(18 201.37222),(19 199.28032),(20 198.887),(21 198.25797),(22 203.40329),(23 205.11218),(24 208.23889),(25 208.26837),(26 209.70065),(27 209.79404),(28 209.81725),(29 211.23192),(30 210.49745),(31 212.92825),(32 212.97084),(33 213.02771),(34 215.15619),(35 213.91249),(36 214.12708),(37 214.82007),(38 214.67844),(39 214.19225),(40 213.18948),(41 214.00098),(42 214.28987),(43 215.27985),(44 213.10193),(45 214.10573),(46 217.40443),(47 217.47278),(48 216.77205),(49 216.54257),(50 216.99915),(51 215.86453),(52 215.62512),(53 215.76768),(54 214.15274),(55 213.868),(56 213.03778),(57 213.42136),(58 216.99852),(59 216.09178),(60 214.71898),(61 215.7421),(62 215.32512),(63 214.51698),(64 213.87943),(65 213.91357),(66 215.5546),(67 215.45589),(68 215.37817),(69 214.75664),(70 216.32565),(71 216.09596),(72 218.10667),(73 217.51892),(74 218.72585),(75 218.85892),(76 220.21645),(77 221.12703),(78 219.99579),(79 218.9635),
(1 85.25139),(2 117.11672),(3 138.28203),(4 154.67465),(5 164.6515),(6 172.37196),(7 176.26756),(8 178.71356),(9 180.01588),(10 187.52066),(11 189.1563),(12 191.57913),(13 193.06668),(14 195.14096),(15 196.82596),(16 198.35645),(17 199.05856),(18 201.46538),(19 200.24765),(20 199.29323),(21 200.32793),(22 203.25952),(23 203.83165),(24 206.28093),(25 206.64662),(26 207.1821),(27 205.52095),(28 206.54655),(29 207.4994),(30 208.19446),(31 206.13814),(32 206.91766),(33 205.0562),(34 208.4724),(35 209.47478),(36 209.30675),(37 211.4966),(38 212.59563),(39 211.70303),(40 213.27379),(41 213.84822),(42 214.68608),(43 214.04082),(44 214.60052),(45 214.80087),(46 216.77318),(47 217.61322),(48 218.33972),(49 218.44286),(50 219.28438),(51 216.12251),(52 217.13057),(53 217.63069),(54 215.42679),(55 214.11111),(56 214.36858),(57 214.49107),(58 216.4756),(59 215.31865),(60 215.58742),(61 216.11018),(62 215.86717),(63 212.85205),(64 213.08046),(65 211.87004),(66 213.13846),(67 212.57066),(68 213.54295),(69 212.36636),(70 214.2756),(71 214.4309),(72 215.1584),(73 214.46542),(74 215.17662),(75 212.99696),(76 214.71622),(77 215.68877),(78 216.75021),(79 215.4381),
(1 82.63068),(2 114.43661),(3 133.89226),(4 148.41261),(5 160.17368),(6 168.47592),(7 173.23778),(8 175.11052),(9 176.93555),(10 182.8385),(11 185.12407),(12 188.87773),(13 190.92368),(14 192.32306),(15 191.24525),(16 192.68895),(17 194.00548),(18 195.31976),(19 194.72853),(20 194.94894),(21 196.59537),(22 198.94199),(23 199.4646),(24 200.13875),(25 202.47952),(26 202.81197),(27 202.23569),(28 203.42664),(29 204.51878),(30 204.28743),(31 203.30724),(32 204.53566),(33 204.66629),(34 208.42203),(35 208.24454),(36 210.20706),(37 210.24323),(38 209.43535),(39 210.29594),(40 210.8598),(41 209.64122),(42 210.07155),(43 209.86417),(44 209.62872),(45 208.73694),(46 211.60532),(47 210.85199),(48 212.04329),(49 213.06235),(50 213.5787),(51 212.59373),(52 213.42755),(53 213.11874),(54 215.35103),(55 214.40791),(56 214.68962),(57 213.63243),(58 217.66095),(59 219.77045),(60 219.19283),(61 218.97205),(62 219.82904),(63 218.7248),(64 219.06125),(65 219.54674),(66 221.35512),(67 221.01099),(68 218.94455),(69 218.82507),(70 218.93753),(71 218.5075),(72 219.27309),(73 219.53394),(74 221.01262),(75 216.34793),(76 215.79207),(77 215.47765),(78 214.19969),(79 213.74095),
(1 83.37067),(2 115.05229),(3 133.85957),(4 146.05905),(5 155.7306),(6 161.62856),(7 164.39133),(8 167.78995),(9 170.65488),(10 176.21991),(11 178.34686),(12 181.77011),(13 183.74458),(14 184.6334),(15 185.5667),(16 187.85477),(17 189.04312),(18 189.75554),(19 190.51135),(20 191.45245),(21 192.80382),(22 193.95778),(23 193.9295),(24 195.55801),(25 197.90826),(26 198.37083),(27 197.21008),(28 199.26076),(29 199.48155),(30 199.30661),(31 199.73596),(32 201.06947),(33 201.42676),(34 204.28548),(35 204.60669),(36 206.46205),(37 207.01007),(38 207.26059),(39 206.78636),(40 207.62102),(41 207.37161),(42 207.92613),(43 207.74637),(44 208.26549),(45 207.80711),(46 209.46513),(47 209.9325),(48 212.65134),(49 211.89882),(50 211.73209),(51 207.67276),(52 208.60841),(53 208.06862),(54 208.02),(55 208.02156),(56 207.58162),(57 207.21683),(58 208.07872),(59 208.0432),(60 209.10834),(61 208.80688),(62 208.49817),(63 208.36598),(64 208.45528),(65 208.77809),(66 208.31223),(67 208.14502),(68 206.813),(69 206.94041),(70 208.48962),(71 208.68896),(72 208.3348),(73 209.19608),(74 209.30688),(75 207.05507),(76 205.93787),(77 205.43736),(78 203.84698),(79 202.77812),
(1 81.756676),(2 112.267),(3 133.3018),(4 146.15591),(5 155.40256),(6 162.20348),(7 165.9519),(8 168.46098),(9 171.06053),(10 174.32904),(11 177.88788),(12 180.84328),(13 183.04358),(14 184.38463),(15 185.76028),(16 186.98602),(17 189.037),(18 189.50148),(19 189.33846),(20 189.70744),(21 190.55812),(22 192.57324),(23 193.74376),(24 195.719),(25 198.65208),(26 200.42438),(27 198.1624),(28 198.48145),(29 200.32999),(30 201.2007),(31 200.58864),(32 200.49733),(33 200.75357),(34 201.60847),(35 201.36385),(36 202.90303),(37 203.80595),(38 204.17812),(39 203.4901),(40 202.62613),(41 204.6686),(42 207.10632),(43 205.29378),(44 205.21838),(45 207.88484),(46 209.34828),(47 208.75064),(48 209.77121),(49 210.98949),(50 212.50807),(51 208.88394),(52 210.37946),(53 210.52994),(54 211.3958),(55 210.77548),(56 210.76204),(57 211.35625),(58 215.56212),(59 215.30936),(60 217.73631),(61 216.78392),(62 212.44482),(63 211.82188),(64 211.77888),(65 212.1769),(66 211.81914),(67 213.49057),(68 212.16959),(69 211.71841),(70 214.00694),(71 214.2307),(72 213.88942),(73 213.03354),(74 215.02933),(75 213.17839),(76 212.9),(77 211.5047),(78 212.70236),(79 212.66426),
