1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 370.14502),(2 471.0935),(3 524.5872),(4 554.9141),(5 578.0924),(6 588.4848),(7 592.82684),(8 600.4277),(9 594.2942),(10 601.7806),(11 596.4729),(12 597.4763),(13 602.1598),(14 605.4073),(15 605.60297),(16 598.1717),(17 607.8845),(18 619.76434),(19 614.2827),(20 618.10956),(21 619.5171),(22 619.7298),(23 613.8943),(24 608.2972),(25 613.20544),(26 622.2975),(27 619.47125),(28 619.7888),(29 620.3721),(30 622.09033),(31 625.8548),(32 625.67755),(33 632.37616),(34 623.6288),(35 624.04785),(36 638.69324),(37 648.0857),(38 647.4078),(39 656.75745),(40 647.8947),(41 657.40607),(42 660.6647),(43 655.3798),(44 647.86926),(45 644.1649),(46 637.29224),(47 640.63196),(48 636.31055),(49 641.2361),(50 636.0783),(51 643.1937),(52 641.0244),(53 635.9041),(54 629.194),(55 625.6463),(56 632.2349),(57 634.4552),(58 629.26904),(59 631.91516),(60 626.3482),(61 626.53735),(62 646.13904),(63 648.09784),(64 651.9323),(65 651.0893),(66 663.29846),(67 668.791),(68 657.3007),(69 648.95026),(70 655.79755),(71 655.1624),(72 660.8992),(73 660.5233),(74 661.16394),(75 663.27716),(76 672.75555),(77 666.65393),(78 678.75226),(79 678.54004),
(1 363.47736),(2 477.23157),(3 528.3918),(4 563.33606),(5 585.2148),(6 601.04266),(7 605.7428),(8 616.6993),(9 613.26605),(10 618.5484),(11 617.7305),(12 627.4496),(13 625.94946),(14 620.01764),(15 626.9159),(16 618.5317),(17 624.78033),(18 624.5807),(19 624.21423),(20 618.6467),(21 621.6805),(22 635.1455),(23 630.1965),(24 631.3381),(25 633.5429),(26 636.0607),(27 636.3272),(28 645.6386),(29 637.12537),(30 642.8816),(31 636.79803),(32 635.5231),(33 644.4374),(34 648.43024),(35 650.1209),(36 654.9358),(37 668.2358),(38 660.42487),(39 665.0038),(40 664.1363),(41 666.0034),(42 664.1837),(43 658.1858),(44 663.5559),(45 664.0127),(46 659.5124),(47 667.1555),(48 664.20953),(49 657.5733),(50 646.11487),(51 644.11633),(52 644.1292),(53 640.0563),(54 654.6953),(55 651.01624),(56 641.9176),(57 644.4774),(58 639.6987),(59 653.60736),(60 648.49994),(61 645.23865),(62 643.1952),(63 652.277),(64 663.20215),(65 659.61865),(66 665.0242),(67 669.89417),(68 662.13837),(69 665.9931),(70 660.45386),(71 662.169),(72 657.87305),(73 662.39075),(74 657.9818),(75 661.0312),(76 667.60565),(77 675.4823),(78 681.0832),(79 673.89856),
(1 350.25616),(2 456.63773),(3 503.57672),(4 534.159),(5 557.921),(6 566.77966),(7 569.18195),(8 580.8883),(9 584.6776),(10 572.9934),(11 579.58636),(12 581.8821),(13 580.5277),(14 587.42664),(15 580.46277),(16 577.4335),(17 588.41693),(18 593.11285),(19 592.27673),(20 591.9022),(21 592.1723),(22 598.32806),(23 591.24677),(24 587.7032),(25 592.8062),(26 596.5729),(27 593.7943),(28 606.2098),(29 603.77954),(30 600.7191),(31 600.74695),(32 611.61523),(33 606.3899),(34 618.90656),(35 617.08673),(36 624.30914),(37 630.56714),(38 622.14777),(39 633.05096),(40 624.16956),(41 622.6973),(42 640.6234),(43 627.0585),(44 635.8051),(45 636.0638),(46 624.83936),(47 631.2108),(48 623.50867),(49 612.4676),(50 607.88916),(51 622.60156),(52 618.0862),(53 615.28735),(54 619.62885),(55 620.7965),(56 606.3663),(57 613.03217),(58 607.47925),(59 606.0491),(60 605.7242),(61 613.85535),(62 614.81836),(63 620.29865),(64 624.60297),(65 623.327),(66 627.0541),(67 616.0362),(68 619.5152),(69 619.5606),(70 603.6098),(71 614.26447),(72 618.35565),(73 625.891),(74 617.1778),(75 616.7012),(76 612.2246),(77 621.18787),(78 633.16315),(79 624.76154),
(1 357.85547),(2 459.782),(3 500.0617),(4 524.6855),(5 549.3962),(6 566.29895),(7 572.1163),(8 573.1684),(9 581.4914),(10 580.34314),(11 582.3995),(12 591.12286),(13 583.0769),(14 576.2682),(15 581.0545),(16 583.391),(17 594.70734),(18 586.88214),(19 580.7594),(20 587.61615),(21 588.63354),(22 587.7544),(23 572.62604),(24 578.9169),(25 583.8079),(26 582.57324),(27 588.7151),(28 599.3494),(29 593.3619),(30 593.1021),(31 596.8771),(32 602.07025),(33 603.80945),(34 606.7066),(35 606.38),(36 603.13715),(37 618.0882),(38 610.45667),(39 619.5366),(40 612.60126),(41 616.262),(42 618.7207),(43 619.73645),(44 621.9673),(45 623.0382),(46 612.2891),(47 619.8708),(48 628.22833),(49 619.47156),(50 619.64813),(51 628.189),(52 623.4702),(53 620.0451),(54 629.74994),(55 625.80963),(56 621.46857),(57 622.4901),(58 616.677),(59 625.72943),(60 620.6227),(61 625.0803),(62 617.51764),(63 631.9824),(64 633.55286),(65 628.2178),(66 625.98425),(67 635.13605),(68 620.5826),(69 622.139),(70 620.55035),(71 621.99414),(72 627.49963),(73 624.1355),(74 620.8324),(75 627.641),(76 622.2062),(77 625.6112),(78 637.69275),(79 625.4733),
(1 346.73352),(2 443.656),(3 486.68854),(4 518.95557),(5 529.9434),(6 540.30554),(7 551.4165),(8 549.97943),(9 555.2095),(10 556.7866),(11 557.7965),(12 564.9193),(13 563.42395),(14 562.1429),(15 561.27203),(16 556.19794),(17 568.9375),(18 572.11),(19 565.0988),(20 567.50104),(21 569.0471),(22 573.1816),(23 570.54736),(24 564.9229),(25 564.6971),(26 561.46655),(27 570.5899),(28 577.10016),(29 577.05133),(30 583.0275),(31 581.0849),(32 585.2824),(33 595.6813),(34 596.7861),(35 601.1865),(36 605.75323),(37 606.51404),(38 608.00854),(39 606.12646),(40 606.3914),(41 601.98804),(42 599.74725),(43 594.7009),(44 599.7731),(45 602.2325),(46 591.5101),(47 593.85895),(48 601.6426),(49 594.09717),(50 585.8025),(51 589.0522),(52 585.6161),(53 589.74866),(54 586.8976),(55 592.6465),(56 587.91144),(57 587.3833),(58 584.88605),(59 586.0374),(60 587.7192),(61 595.3631),(62 593.22516),(63 591.0664),(64 591.24695),(65 589.25244),(66 596.58813),(67 603.36084),(68 591.8841),(69 585.0072),(70 587.52905),(71 595.1728),(72 597.6267),(73 605.8218),(74 596.1838),(75 599.0323),(76 598.0133),(77 596.23047),(78 601.12476),(79 599.6738),
(1 337.32602),(2 431.1941),(3 475.73743),(4 502.97687),(5 519.6437),(6 534.1621),(7 536.4775),(8 535.955),(9 538.05835),(10 543.2008),(11 543.363),(12 541.5348),(13 543.7291),(14 550.49615),(15 548.7382),(16 551.2061),(17 553.10834),(18 554.7037),(19 554.28375),(20 560.98346),(21 560.5063),(22 557.63214),(23 550.295),(24 553.543),(25 558.2826),(26 556.76404),(27 556.89606),(28 564.2319),(29 565.6041),(30 557.9799),(31 557.38904),(32 564.24756),(33 565.5769),(34 568.37634),(35 565.14386),(36 564.21655),(37 570.33594),(38 568.9909),(39 575.75714),(40 577.00134),(41 577.65137),(42 579.2397),(43 572.9811),(44 583.4825),(45 588.70355),(46 576.4372),(47 575.87024),(48 581.1091),(49 578.51166),(50 569.05725),(51 577.4828),(52 566.6359),(53 565.27875),(54 560.23883),(55 566.692),(56 566.5937),(57 569.48596),(58 564.41394),(59 565.3989),(60 568.6738),(61 567.23846),(62 563.01544),(63 571.60956),(64 570.1111),(65 570.34955),(66 580.5971),(67 587.4696),(68 578.9661),(69 582.6694),(70 580.75684),(71 588.0275),(72 585.2772),(73 591.3104),(74 590.67017),(75 591.75073),(76 590.24835),(77 592.6416),(78 601.4806),(79 596.9046),
(1 329.6483),(2 411.50864),(3 454.14685),(4 487.64236),(5 498.77237),(6 510.10486),(7 519.1164),(8 521.37085),(9 524.41174),(10 527.9161),(11 526.90454),(12 531.9038),(13 529.6669),(14 526.5651),(15 536.9609),(16 531.29),(17 535.26807),(18 552.214),(19 542.0149),(20 547.4929),(21 558.3559),(22 552.71735),(23 539.92804),(24 541.72986),(25 543.7793),(26 536.0112),(27 544.2583),(28 554.21643),(29 546.2203),(30 549.6515),(31 550.93884),(32 559.99225),(33 568.20886),(34 559.46716),(35 561.4716),(36 561.89246),(37 568.3675),(38 566.41077),(39 570.27466),(40 562.5522),(41 561.3252),(42 567.6168),(43 569.54926),(44 574.2154),(45 565.1074),(46 558.4047),(47 563.3591),(48 571.71063),(49 572.6766),(50 564.12024),(51 560.0317),(52 559.643),(53 558.3544),(54 558.75854),(55 559.64044),(56 562.2815),(57 561.4113),(58 557.6683),(59 562.7537),(60 565.4627),(61 566.5352),(62 569.0042),(63 577.0861),(64 571.8075),(65 575.75714),(66 580.136),(67 587.9764),(68 577.7615),(69 576.38135),(70 577.4678),(71 565.5138),(72 570.5568),(73 579.8915),(74 575.431),(75 584.08795),(76 578.223),(77 589.3528),(78 596.09814),(79 600.25104),
(1 323.91504),(2 420.77838),(3 467.0174),(4 485.25592),(5 496.08676),(6 506.5635),(7 513.1477),(8 519.08136),(9 522.2604),(10 525.4214),(11 516.619),(12 522.47894),(13 517.18176),(14 508.74612),(15 524.04913),(16 524.4968),(17 527.8088),(18 538.5006),(19 524.5262),(20 527.7053),(21 529.5103),(22 532.3413),(23 532.2236),(24 530.0101),(25 534.0965),(26 531.3066),(27 533.12396),(28 528.9576),(29 527.2545),(30 524.085),(31 528.5895),(32 529.4004),(33 535.01276),(34 535.50665),(35 544.0446),(36 541.86383),(37 541.22986),(38 544.1143),(39 545.5584),(40 544.9508),(41 544.22906),(42 548.8216),(43 548.7207),(44 558.45844),(45 548.0941),(46 548.5375),(47 548.71735),(48 555.3765),(49 549.193),(50 548.14966),(51 547.5908),(52 545.3283),(53 539.31177),(54 539.32947),(55 541.7281),(56 544.69824),(57 549.34595),(58 545.7079),(59 547.4542),(60 545.8901),(61 550.0169),(62 541.55676),(63 557.1749),(64 554.1453),(65 557.4692),(66 566.61383),(67 567.2664),(68 558.6816),(69 555.7678),(70 556.86633),(71 556.5528),(72 558.57434),(73 564.7196),(74 559.8538),(75 566.42645),(76 569.0615),(77 575.323),(78 574.569),(79 574.5821),
(1 317.91574),(2 402.27997),(3 445.83554),(4 466.75275),(5 484.33163),(6 494.5625),(7 512.9788),(8 519.3444),(9 510.09308),(10 510.416),(11 509.98312),(12 519.75104),(13 517.36194),(14 520.99976),(15 522.2046),(16 513.7831),(17 521.2377),(18 519.9599),(19 515.2799),(20 521.3797),(21 524.4612),(22 520.19495),(23 514.82153),(24 518.2394),(25 513.2103),(26 515.64703),(27 518.72595),(28 523.75665),(29 517.9009),(30 519.09094),(31 517.56995),(32 527.3846),(33 535.9466),(34 535.30194),(35 532.9614),(36 532.94604),(37 529.3708),(38 539.5098),(39 542.9434),(40 542.7843),(41 542.3773),(42 546.7555),(43 539.5753),(44 539.9823),(45 547.5696),(46 541.0778),(47 539.30145),(48 541.4334),(49 541.8435),(50 536.89716),(51 540.07446),(52 533.7541),(53 531.00525),(54 533.5583),(55 537.31616),(56 535.2405),(57 540.3581),(58 542.50104),(59 544.78546),(60 542.8142),(61 544.4947),(62 543.55396),(63 553.229),(64 547.21594),(65 552.3791),(66 555.17773),(67 561.6085),(68 549.90344),(69 553.5759),(70 548.549),(71 549.4875),(72 554.56006),(73 559.31604),(74 558.78986),(75 564.1706),(76 567.17267),(77 557.4544),(78 559.41046),(79 557.71906),
(1 311.71634),(2 396.14557),(3 429.29254),(4 447.56924),(5 466.3594),(6 477.7321),(7 480.60345),(8 480.0825),(9 484.0915),(10 488.01788),(11 489.3881),(12 495.97568),(13 495.49185),(14 497.3292),(15 499.70963),(16 505.87598),(17 507.8968),(18 511.15952),(19 508.9845),(20 508.53787),(21 513.86237),(22 513.467),(23 506.48587),(24 510.41653),(25 511.3065),(26 512.9198),(27 516.0358),(28 516.9795),(29 505.5669),(30 511.49152),(31 509.1037),(32 513.7623),(33 515.7853),(34 511.87762),(35 513.5129),(36 518.5607),(37 522.4287),(38 528.28625),(39 533.2311),(40 534.31226),(41 526.51733),(42 527.5767),(43 523.4065),(44 528.99786),(45 526.0571),(46 527.7465),(47 526.1466),(48 534.3918),(49 534.128),(50 526.76447),(51 528.6273),(52 528.0191),(53 526.5015),(54 524.42535),(55 520.81604),(56 522.3234),(57 525.31964),(58 522.048),(59 523.2684),(60 521.4388),(61 520.7763),(62 519.3435),(63 523.7427),(64 522.3692),(65 521.79535),(66 524.9184),(67 531.9516),(68 527.83453),(69 528.43225),(70 524.9535),(71 532.62164),(72 533.2749),(73 535.59296),(74 530.02325),(75 535.7455),(76 530.54047),(77 528.5733),(78 540.70325),(79 531.76904),
(1 306.60034),(2 385.18066),(3 429.72275),(4 446.33063),(5 456.13373),(6 468.99942),(7 471.5188),(8 476.19907),(9 478.84976),(10 477.4368),(11 475.2382),(12 482.26782),(13 480.9329),(14 485.35727),(15 490.13162),(16 486.14502),(17 489.98785),(18 493.94824),(19 480.25818),(20 484.0777),(21 491.71185),(22 487.88745),(23 492.2973),(24 497.82855),(25 499.8355),(26 505.3139),(27 509.07208),(28 500.93506),(29 496.18723),(30 499.5707),(31 501.98203),(32 504.53085),(33 505.32977),(34 505.6948),(35 515.1565),(36 515.0069),(37 527.9567),(38 521.79517),(39 522.87805),(40 530.4628),(41 527.53424),(42 526.6869),(43 516.9874),(44 516.2895),(45 518.62573),(46 521.53394),(47 517.1233),(48 522.508),(49 513.3923),(50 511.8842),(51 512.416),(52 502.94714),(53 503.46075),(54 505.0987),(55 507.92206),(56 508.939),(57 510.91315),(58 502.166),(59 505.75464),(60 504.7408),(61 503.21945),(62 506.86404),(63 508.11172),(64 512.7635),(65 515.50476),(66 514.31116),(67 517.998),(68 510.21365),(69 516.50446),(70 516.1747),(71 515.10425),(72 518.23883),(73 516.6226),(74 520.28296),(75 522.6869),(76 528.91547),(77 531.96344),(78 531.943),(79 527.3405),
(1 307.29803),(2 375.78442),(3 422.00378),(4 440.15015),(5 451.85947),(6 453.70895),(7 472.27072),(8 474.30463),(9 476.3268),(10 472.0531),(11 469.15915),(12 481.09262),(13 483.10696),(14 484.6296),(15 478.9474),(16 476.6658),(17 481.3181),(18 486.9024),(19 486.209),(20 485.98093),(21 489.05957),(22 486.05093),(23 481.89508),(24 485.0263),(25 495.42883),(26 490.7743),(27 494.1785),(28 496.5316),(29 493.6974),(30 490.2135),(31 490.44907),(32 499.93588),(33 497.68143),(34 501.85773),(35 500.26437),(36 498.41232),(37 505.27698),(38 510.5116),(39 522.93616),(40 516.7702),(41 519.0041),(42 514.4428),(43 512.03485),(44 512.3923),(45 519.177),(46 511.03174),(47 519.6396),(48 527.7598),(49 515.1237),(50 515.50134),(51 517.40985),(52 515.77515),(53 511.56235),(54 516.7811),(55 508.63507),(56 501.236),(57 511.33243),(58 507.59097),(59 505.1554),(60 507.6433),(61 509.4402),(62 502.6887),(63 506.87427),(64 508.49503),(65 504.75092),(66 505.4032),(67 511.31476),(68 506.52405),(69 505.7618),(70 506.3434),(71 504.07205),(72 510.60928),(73 516.377),(74 518.26245),(75 517.01105),(76 515.8082),(77 512.1007),(78 520.8392),(79 512.1138),
(1 291.45908),(2 364.90192),(3 400.6991),(4 422.9323),(5 431.89017),(6 437.70493),(7 446.23285),(8 455.91452),(9 458.14954),(10 458.63245),(11 457.68146),(12 461.58463),(13 457.05362),(14 462.13467),(15 458.8673),(16 460.53705),(17 457.1884),(18 462.9374),(19 457.88025),(20 464.19043),(21 464.79514),(22 465.05154),(23 460.37332),(24 454.44357),(25 459.59534),(26 466.76868),(27 463.39578),(28 467.1627),(29 461.57898),(30 458.76666),(31 464.40015),(32 470.37836),(33 474.94635),(34 475.49802),(35 475.81177),(36 480.67593),(37 485.48636),(38 488.0362),(39 492.3906),(40 483.59628),(41 484.8477),(42 486.494),(43 485.8687),(44 492.0455),(45 501.87372),(46 493.91177),(47 494.49265),(48 496.7883),(49 489.31195),(50 484.3796),(51 483.73123),(52 482.11566),(53 478.59296),(54 484.90845),(55 480.88644),(56 476.71),(57 476.00558),(58 473.53577),(59 480.49603),(60 477.16498),(61 479.52002),(62 481.47968),(63 481.29083),(64 480.98737),(65 478.39328),(66 483.86243),(67 488.7479),(68 483.00073),(69 487.2645),(70 486.83844),(71 486.271),(72 492.8339),(73 491.09384),(74 498.58154),(75 497.87302),(76 502.4982),(77 495.07248),(78 502.21878),(79 501.1463),
(1 294.1893),(2 377.50983),(3 410.26968),(4 430.08176),(5 435.84955),(6 455.51733),(7 459.1893),(8 462.1142),(9 463.58966),(10 462.27533),(11 460.51202),(12 458.24857),(13 457.5898),(14 466.11804),(15 475.3728),(16 479.31653),(17 474.23608),(18 476.09958),(19 466.7945),(20 472.0369),(21 468.97968),(22 471.55212),(23 463.59848),(24 464.4526),(25 469.1167),(26 467.08783),(27 468.99567),(28 472.40338),(29 465.86398),(30 467.09937),(31 468.5105),(32 472.8891),(33 473.06906),(34 476.84283),(35 477.04996),(36 472.70544),(37 482.05527),(38 488.56326),(39 488.26114),(40 485.5007),(41 491.10773),(42 489.8758),(43 488.12164),(44 495.43863),(45 499.5858),(46 493.4243),(47 497.02628),(48 498.46198),(49 483.6511),(50 488.94083),(51 487.9848),(52 482.03775),(53 481.5071),(54 483.13925),(55 489.32748),(56 478.8357),(57 477.80096),(58 478.79382),(59 478.47116),(60 482.60992),(61 486.4204),(62 482.45395),(63 484.44803),(64 489.5718),(65 495.84753),(66 493.09567),(67 495.46213),(68 491.51334),(69 485.74142),(70 488.83118),(71 483.19586),(72 486.99582),(73 491.46982),(74 496.8668),(75 501.81845),(76 500.1785),(77 498.33273),(78 506.89844),(79 502.74796),
(1 284.7412),(2 359.43988),(3 396.0931),(4 419.46652),(5 436.95038),(6 439.34128),(7 442.55075),(8 446.7435),(9 446.46457),(10 452.3808),(11 452.21732),(12 456.42502),(13 445.13803),(14 447.35828),(15 446.95285),(16 447.24057),(17 449.7392),(18 453.43033),(19 450.80515),(20 451.5353),(21 451.6561),(22 452.07028),(23 452.2371),(24 450.94995),(25 453.6988),(26 455.13232),(27 456.43774),(28 463.35468),(29 456.1153),(30 449.89542),(31 451.77347),(32 451.90472),(33 455.05945),(34 458.55533),(35 454.57028),(36 454.70175),(37 464.50226),(38 466.63498),(39 467.40414),(40 466.34055),(41 467.52527),(42 468.27463),(43 472.69998),(44 476.00854),(45 474.14328),(46 467.21823),(47 464.95456),(48 472.43326),(49 460.98978),(50 454.66168),(51 461.94125),(52 460.5133),(53 462.21704),(54 466.07397),(55 471.95032),(56 465.0458),(57 470.02145),(58 471.15155),(59 471.38907),(60 467.84555),(61 476.2583),(62 473.63907),(63 478.6466),(64 475.03543),(65 473.14548),(66 483.4451),(67 483.04462),(68 483.27325),(69 484.29825),(70 479.6605),(71 482.2074),(72 479.67874),(73 477.50925),(74 476.85458),(75 480.55667),(76 481.48648),(77 482.53696),(78 487.70212),(79 479.52307),
(1 274.50287),(2 343.79892),(3 383.77823),(4 396.89224),(5 410.0676),(6 417.30243),(7 421.58334),(8 431.40872),(9 427.3767),(10 429.30063),(11 434.6155),(12 437.59045),(13 433.37),(14 433.63263),(15 435.40524),(16 429.5819),(17 435.00848),(18 440.27332),(19 438.1279),(20 439.45325),(21 442.66498),(22 440.62454),(23 432.13956),(24 438.94394),(25 440.7541),(26 443.6152),(27 443.94315),(28 448.14484),(29 443.22586),(30 441.76257),(31 452.63385),(32 447.421),(33 451.18277),(34 455.91287),(35 459.07025),(36 457.58444),(37 461.74704),(38 468.87704),(39 469.18124),(40 463.2944),(41 463.68304),(42 463.00204),(43 454.9157),(44 451.9686),(45 459.26663),(46 460.7028),(47 466.0359),(48 461.428),(49 456.61346),(50 455.81296),(51 466.014),(52 457.22858),(53 460.741),(54 456.34122),(55 464.0684),(56 455.80243),(57 458.33807),(58 460.63135),(59 461.32965),(60 456.1934),(61 456.4007),(62 453.1023),(63 455.13715),(64 458.18314),(65 466.0273),(66 467.12833),(67 474.56995),(68 464.41174),(69 473.86673),(70 474.00977),(71 474.8184),(72 473.46048),(73 475.11884),(74 471.32828),(75 469.97882),(76 469.14536),(77 471.45172),(78 479.54825),(79 475.76373),
(1 273.2855),(2 343.5409),(3 377.9505),(4 394.2878),(5 407.7569),(6 411.45154),(7 416.3626),(8 421.14355),(9 422.64404),(10 423.4993),(11 423.90524),(12 420.25366),(13 420.29727),(14 424.41672),(15 423.8401),(16 424.1122),(17 433.93896),(18 432.08612),(19 429.7321),(20 428.9189),(21 426.51965),(22 422.38586),(23 422.99823),(24 427.1469),(25 428.9679),(26 434.73587),(27 430.1363),(28 435.8176),(29 438.4149),(30 435.31354),(31 436.50272),(32 442.30704),(33 433.33258),(34 428.73468),(35 431.98233),(36 432.50882),(37 431.55875),(38 436.77942),(39 441.08032),(40 441.25613),(41 442.0557),(42 443.428),(43 444.53583),(44 440.9132),(45 439.22318),(46 444.1062),(47 450.05078),(48 446.97244),(49 443.6522),(50 446.24066),(51 452.90814),(52 446.89505),(53 448.07773),(54 448.8003),(55 444.9207),(56 444.67303),(57 452.61633),(58 449.49976),(59 447.63635),(60 450.35556),(61 447.9397),(62 447.75873),(63 445.044),(64 447.87103),(65 447.8128),(66 451.04654),(67 453.5139),(68 457.83636),(69 460.2816),(70 459.31342),(71 453.91135),(72 453.90714),(73 452.8429),(74 451.50656),(75 450.37134),(76 448.73233),(77 450.50784),(78 459.0539),(79 456.36566),
(1 268.91104),(2 335.7845),(3 369.35956),(4 384.1481),(5 393.1857),(6 406.04703),(7 410.27032),(8 414.37625),(9 415.2004),(10 417.80997),(11 419.52747),(12 423.59543),(13 417.3936),(14 422.72894),(15 422.43863),(16 416.24115),(17 419.51346),(18 427.40213),(19 426.18213),(20 426.21207),(21 425.50793),(22 422.7541),(23 424.5011),(24 423.595),(25 426.11945),(26 427.2379),(27 431.46902),(28 428.13162),(29 426.4108),(30 428.5168),(31 427.15442),(32 429.53006),(33 431.73578),(34 429.509),(35 428.38083),(36 429.23755),(37 432.60736),(38 440.09717),(39 442.74664),(40 442.83966),(41 438.24417),(42 436.42865),(43 438.9974),(44 440.6761),(45 444.96545),(46 435.69394),(47 438.4811),(48 441.1148),(49 432.216),(50 435.1024),(51 440.56873),(52 431.274),(53 429.63144),(54 432.51434),(55 433.4663),(56 436.91394),(57 436.24356),(58 444.22647),(59 440.57883),(60 444.76898),(61 447.92444),(62 445.4108),(63 445.58554),(64 441.44916),(65 438.80597),(66 447.53122),(67 452.83087),(68 445.1513),(69 441.73425),(70 437.52994),(71 439.13565),(72 439.82587),(73 443.08447),(74 441.8342),(75 444.58072),(76 443.46906),(77 441.6723),(78 451.17697),(79 446.19186),
(1 264.30167),(2 331.5885),(3 365.58688),(4 375.29706),(5 397.0288),(6 407.71637),(7 416.70728),(8 415.7226),(9 411.8536),(10 410.78287),(11 412.38092),(12 412.21487),(13 410.46448),(14 412.85825),(15 419.26035),(16 413.77548),(17 418.84442),(18 426.26855),(19 414.86908),(20 417.25156),(21 418.9216),(22 413.29526),(23 412.03024),(24 414.14938),(25 417.3179),(26 419.58212),(27 417.0506),(28 421.81018),(29 424.34344),(30 428.00223),(31 428.53387),(32 421.47342),(33 422.49615),(34 423.69418),(35 424.68634),(36 425.362),(37 431.8125),(38 430.4714),(39 431.08792),(40 436.031),(41 439.92227),(42 446.1829),(43 434.08334),(44 437.6626),(45 439.3991),(46 437.56567),(47 436.61148),(48 435.8097),(49 430.65802),(50 429.5299),(51 433.59564),(52 431.50113),(53 431.64465),(54 431.9397),(55 432.05554),(56 429.68515),(57 430.81253),(58 427.98517),(59 426.40942),(60 434.745),(61 437.10132),(62 437.3002),(63 440.89114),(64 441.35522),(65 439.8032),(66 440.6549),(67 445.48007),(68 438.6369),(69 439.4927),(70 444.71463),(71 445.27515),(72 446.63623),(73 449.38388),(74 454.65833),(75 454.62454),(76 447.72653),(77 447.0924),(78 454.10324),(79 451.95352),
