1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 428094180),(2 816315970),(3 1032755700),(4 1185805800),(5 1344884600),(6 1400188800),(7 1355889000),(8 1347440500),(9 1351033500),(10 1374871400),(11 1373824400),(12 1349316500),(13 1339965300),(14 1295168900),(15 1235978100),(16 1205139600),(17 1244299400),(18 1284749000),(19 1258177900),(20 1258576000),(21 1268996100),(22 1224497800),(23 1185291400),(24 1113934000),(25 1000277200),(26 979013700),(27 1095537700),(28 1222203300),(29 1336197500),(30 1425524100),(31 1456341100),(32 1400557400),(33 1328982700),(34 1310048600),(35 1291474400),(36 1228323700),(37 1140406900),(38 1165513900),(39 1194080900),(40 1204730900),(41 1275953000),(42 1299801000),(43 1327514200),(44 1316314100),(45 1265329500),(46 1262919700),(47 1256101000),(48 1263890000),(49 1250272600),(50 1169914500),(51 1097362000),(52 1002093060),(53 990527700),(54 1050564350),(55 1156003700),(56 1254720100),(57 1276948900),(58 1271838800),(59 1187136600),(60 1208293000),(61 1270073000),(62 1292735900),(63 1323766300),(64 1398689700),(65 1393980900),(66 1298284700),(67 1232001200),(68 1211395500),(69 1119997800),(70 1088112000),(71 1076352600),(72 1094220400),(73 1126454500),(74 1225035400),(75 1258436700),(76 1289377500),(77 1254851100),(78 1217695400),(79 1232728700),
(1 407797440),(2 719613250),(3 806831600),(4 843788400),(5 826825400),(6 761586000),(7 706748540),(8 711352900),(9 715988400),(10 765814100),(11 810621600),(12 803750400),(13 781633540),(14 749323460),(15 717240200),(16 716369900),(17 755751300),(18 773405060),(19 742409700),(20 767169400),(21 806399300),(22 783977860),(23 767449860),(24 769688900),(25 717607400),(26 731294850),(27 821022600),(28 846457400),(29 836917250),(30 831354750),(31 820934700),(32 789795840),(33 810241600),(34 840002000),(35 816921900),(36 790211100),(37 721960400),(38 711799400),(39 747712900),(40 726986100),(41 781895500),(42 818864830),(43 843890050),(44 800089800),(45 721071500),(46 727758600),(47 771020400),(48 826125800),(49 843298940),(50 789802100),(51 746657900),(52 747490200),(53 753403800),(54 759210900),(55 793978900),(56 794590000),(57 811359360),(58 758950300),(59 694051460),(60 716244600),(61 765898400),(62 735484800),(63 766559550),(64 785137660),(65 756603260),(66 768973200),(67 811641400),(68 794159500),(69 785638600),(70 766463300),(71 738958850),(72 756429630),(73 748904200),(74 771550600),(75 798991700),(76 813649000),(77 795734400),(78 781273150),(79 785784450),
(1 271246820),(2 433013340),(3 473742980),(4 485991550),(5 455898500),(6 436805100),(7 439354270),(8 411301600),(9 423244000),(10 450276200),(11 480712450),(12 464346460),(13 432066780),(14 414948320),(15 400875260),(16 417066660),(17 439504130),(18 461101150),(19 439409760),(20 449382500),(21 470081540),(22 458408450),(23 431573400),(24 407333000),(25 420399400),(26 445792500),(27 459685380),(28 465867500),(29 471910530),(30 500745200),(31 482064770),(32 442756480),(33 440579170),(34 459643300),(35 456479100),(36 443455840),(37 453720450),(38 456144540),(39 445541220),(40 443790980),(41 438406100),(42 444703140),(43 472702370),(44 486492130),(45 490070530),(46 461190560),(47 433088000),(48 434803200),(49 445941760),(50 455832220),(51 441628320),(52 445830500),(53 457311070),(54 465708540),(55 465583700),(56 454749440),(57 452749570),(58 457900960),(59 471379360),(60 445956500),(61 447630720),(62 456940160),(63 446361600),(64 448751360),(65 454905250),(66 462794980),(67 460668500),(68 446274530),(69 441554980),(70 449617540),(71 458951940),(72 446985100),(73 460737060),(74 455438850),(75 443127200),(76 448673900),(77 477127420),(78 475242340),(79 459602340),
(1 208645180),(2 282637950),(3 292393060),(4 314563230),(5 294177280),(6 276484130),(7 275060700),(8 271765200),(9 276102820),(10 289305730),(11 300788160),(12 296243870),(13 286257100),(14 288609800),(15 285889150),(16 278567420),(17 288121570),(18 294325920),(19 280434300),(20 283364000),(21 298587330),(22 301636220),(23 290078560),(24 287732740),(25 276049540),(26 288626100),(27 294095140),(28 282790270),(29 276631500),(30 288955840),(31 283172640),(32 291047400),(33 301445470),(34 293854500),(35 301970660),(36 294449820),(37 302029000),(38 303817180),(39 303907840),(40 313228450),(41 306598270),(42 309297760),(43 305530300),(44 301991200),(45 307006430),(46 298833120),(47 302730700),(48 290914020),(49 280924830),(50 285889700),(51 272160100),(52 264097970),(53 276526530),(54 275752060),(55 282878240),(56 297230800),(57 283908800),(58 286243230),(59 290558240),(60 289799940),(61 290932100),(62 286102900),(63 291490600),(64 285934880),(65 277173920),(66 295354600),(67 291289400),(68 297946500),(69 299396200),(70 292630530),(71 284714400),(72 276399650),(73 275075650),(74 273455230),(75 288287520),(76 320908000),(77 321778200),(78 302580320),(79 281971900),
(1 161624700),(2 207287280),(3 193626820),(4 207485120),(5 202531680),(6 193057300),(7 200759340),(8 202706690),(9 203191340),(10 205319100),(11 195615420),(12 212149860),(13 207615790),(14 205902450),(15 210182290),(16 201183330),(17 196606460),(18 206261010),(19 196656270),(20 207184110),(21 208872500),(22 210716160),(23 207650190),(24 198064030),(25 189056980),(26 193032600),(27 197644100),(28 201245740),(29 204424960),(30 198016100),(31 201408620),(32 205229630),(33 206800620),(34 190901390),(35 205875710),(36 208426080),(37 207660780),(38 201375790),(39 219720430),(40 224159600),(41 207330860),(42 205942130),(43 221686060),(44 215869340),(45 208569200),(46 213360590),(47 211758750),(48 203567660),(49 209217490),(50 209731470),(51 200714770),(52 204522340),(53 201368690),(54 210508820),(55 214709010),(56 209850100),(57 207914770),(58 197147140),(59 211056400),(60 211109470),(61 205786740),(62 207115330),(63 213716130),(64 205486610),(65 203569060),(66 205568700),(67 206744260),(68 210233710),(69 218080350),(70 211373810),(71 196593620),(72 196168500),(73 203238130),(74 202600180),(75 198661630),(76 212180740),(77 211946610),(78 210469140),(79 208057760),
(1 109817690),(2 128462930),(3 129495640),(4 139689890),(5 140275150),(6 139023710),(7 139484770),(8 144430350),(9 140185950),(10 141634850),(11 143811790),(12 140903070),(13 138180020),(14 129503620),(15 131411730),(16 129479850),(17 134066200),(18 129145770),(19 126336744),(20 128064980),(21 131200820),(22 132947250),(23 133317990),(24 132453224),(25 128556776),(26 132789864),(27 135903100),(28 132805900),(29 134012880),(30 138867230),(31 144938850),(32 142283840),(33 136184930),(34 131856090),(35 140968180),(36 138776480),(37 139124860),(38 145363230),(39 144664800),(40 139077300),(41 143377820),(42 137957730),(43 142188980),(44 145634820),(45 138335410),(46 147281520),(47 140210900),(48 136409010),(49 144558370),(50 140182050),(51 141487920),(52 135760640),(53 139780300),(54 147775980),(55 150885280),(56 146336720),(57 149512320),(58 149684260),(59 148803360),(60 146378020),(61 145982860),(62 150097970),(63 143627940),(64 133395890),(65 140874910),(66 141054270),(67 146777180),(68 144604000),(69 142143710),(70 144355460),(71 146628110),(72 149862940),(73 145046720),(74 135531680),(75 145510600),(76 148374540),(77 148655980),(78 150648600),(79 154918110),
(1 96183680),(2 110867896),(3 107745580),(4 110337224),(5 112065416),(6 108461900),(7 111783720),(8 112569070),(9 109312610),(10 108928136),(11 114677110),(12 109132664),(13 107865720),(14 108590664),(15 104480800),(16 110115720),(17 106518960),(18 105572570),(19 109289670),(20 111392930),(21 108103880),(22 113422420),(23 111661624),(24 103991660),(25 104993630),(26 105748230),(27 109789224),(28 109821400),(29 109540790),(30 108100410),(31 110470700),(32 112506760),(33 106444050),(34 110088670),(35 110573944),(36 106241830),(37 114336040),(38 110538210),(39 109221940),(40 111840200),(41 114096950),(42 107118810),(43 113716000),(44 114837880),(45 108776840),(46 114823610),(47 110133550),(48 110950030),(49 111952900),(50 106949640),(51 106883680),(52 116013860),(53 113805224),(54 106942900),(55 110707256),(56 111900140),(57 104820270),(58 112145820),(59 113882040),(60 112917890),(61 111373180),(62 109927930),(63 107371820),(64 114492490),(65 113403960),(66 108270320),(67 109322230),(68 110673544),(69 110412720),(70 111358190),(71 110216250),(72 110659950),(73 110036320),(74 108727770),(75 107257480),(76 109959390),(77 118235770),(78 113579940),(79 112873160),
(1 73524270),(2 85475070),(3 84425290),(4 84282570),(5 82609170),(6 86190264),(7 87099790),(8 83703144),(9 82458780),(10 82878690),(11 85309544),(12 86519016),(13 80127670),(14 84939740),(15 81432100),(16 84640200),(17 83297176),(18 80859976),(19 80299470),(20 82226810),(21 84320664),(22 82182240),(23 78266620),(24 82750640),(25 82732590),(26 82209720),(27 80387544),(28 80738740),(29 81501720),(30 85130370),(31 82829990),(32 81761630),(33 80794760),(34 83635310),(35 81255336),(36 85722340),(37 85519350),(38 83676250),(39 89171910),(40 85180780),(41 83554024),(42 83927590),(43 84572330),(44 84476824),(45 84349300),(46 85974200),(47 80765290),(48 85849290),(49 83446970),(50 84522950),(51 82289840),(52 82128250),(53 84600100),(54 81345450),(55 85656710),(56 83420536),(57 81038010),(58 84262750),(59 88412280),(60 85730650),(61 82795320),(62 81742810),(63 82661150),(64 84188930),(65 80332660),(66 85919450),(67 83559864),(68 85581656),(69 86981940),(70 85090170),(71 80309416),(72 80673410),(73 84003640),(74 85858790),(75 80863000),(76 80148970),(77 81732640),(78 86186750),(79 88188320),
(1 60968708),(2 63539200),(3 64478916),(4 67231420),(5 65671710),(6 64751456),(7 64550820),(8 66916396),(9 65130172),(10 64188824),(11 65300668),(12 64799148),(13 64001650),(14 64117708),(15 64525310),(16 65978564),(17 66336790),(18 63682400),(19 62112676),(20 64741744),(21 64927230),(22 64480060),(23 63709220),(24 65918224),(25 63396404),(26 61402590),(27 62990116),(28 63837916),(29 65627436),(30 64229684),(31 63742360),(32 64945120),(33 65135188),(34 63547180),(35 65843350),(36 64566596),(37 66322492),(38 65540820),(39 65426336),(40 65461044),(41 65418948),(42 68403270),(43 65982610),(44 66997084),(45 65573956),(46 65660852),(47 64874940),(48 67267624),(49 66167930),(50 66511120),(51 65912756),(52 63907976),(53 63487444),(54 63385148),(55 64047650),(56 68514990),(57 65775216),(58 66810850),(59 67297220),(60 67241980),(61 66625100),(62 63890536),(63 62287330),(64 64626024),(65 66692020),(66 66116412),(67 64980028),(68 65671560),(69 66992520),(70 63589144),(71 63893656),(72 63408172),(73 64427732),(74 64839184),(75 63644670),(76 66958420),(77 63546308),(78 64114508),(79 67495870),
(1 51839800),(2 55914096),(3 58931410),(4 58213228),(5 60144220),(6 60473610),(7 61550600),(8 60761850),(9 58801292),(10 58210610),(11 60701070),(12 60102628),(13 56635748),(14 55730660),(15 57243044),(16 58588904),(17 58520892),(18 57349804),(19 58677136),(20 60054124),(21 59400696),(22 59650000),(23 58700210),(24 57448040),(25 57688724),(26 54463950),(27 55451160),(28 57352680),(29 57903336),(30 59732716),(31 58066160),(32 59909292),(33 60687304),(34 55967596),(35 59663350),(36 56757440),(37 56617748),(38 56847744),(39 58382020),(40 59976148),(41 59411364),(42 60979540),(43 61167120),(44 60374710),(45 58023572),(46 56640240),(47 55583500),(48 60426156),(49 58228944),(50 59119156),(51 58290710),(52 56935390),(53 57679184),(54 57853620),(55 58454572),(56 60353976),(57 58102384),(58 58934000),(59 58344876),(60 58499944),(61 57271524),(62 57264390),(63 56976796),(64 56133910),(65 57570156),(66 57613150),(67 57359244),(68 57842736),(69 59088410),(70 57154490),(71 56397220),(72 54307396),(73 54797616),(74 55345340),(75 56722544),(76 56606640),(77 55256332),(78 54818796),(79 57990580),
(1 44704810),(2 48483170),(3 50399364),(4 51157024),(5 49345810),(6 50544130),(7 49950332),(8 47165824),(9 48116384),(10 48055876),(11 52442064),(12 51133710),(13 48850740),(14 50512416),(15 49149012),(16 49066164),(17 49616664),(18 50315120),(19 50367468),(20 51644350),(21 49950764),(22 51007036),(23 48927276),(24 50129892),(25 48456184),(26 47731876),(27 48593500),(28 49072988),(29 49698210),(30 50546976),(31 52353810),(32 51157412),(33 50957304),(34 49257428),(35 48109530),(36 47645604),(37 47447200),(38 48289972),(39 48916124),(40 49366764),(41 51958000),(42 50465760),(43 52001588),(44 51109410),(45 51726590),(46 49195948),(47 49704372),(48 51999572),(49 51943770),(50 50711516),(51 49739496),(52 50383120),(53 50268384),(54 50194196),(55 52528028),(56 50487868),(57 52824944),(58 50847148),(59 51772816),(60 52467936),(61 50798588),(62 52619130),(63 52523988),(64 52194844),(65 51339748),(66 52431972),(67 52021984),(68 53091184),(69 51206530),(70 54028010),(71 50570116),(72 48568740),(73 48196444),(74 48997896),(75 51661920),(76 53929270),(77 53615140),(78 53383076),(79 53724936),
