1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 82649.24),(2 217438.45),(3 414566.97),(4 658597),(5 919216),(6 1235043.1),(7 1568107),(8 1942279.6),(9 2306588.3),(10 2729059.5),(11 3177543.3),(12 3598033.3),(13 4030856),(14 4481666.5),(15 4904938.5),(16 5439227.5),(17 5913138.5),(18 6262142.5),(19 6604022.5),(20 6933324),(21 7284068),(22 7588126.5),(23 7926356),(24 8261698.5),(25 8680589),(26 9094823),(27 9515477),(28 10008599),(29 10446179),(30 10750583),(31 11079071),(32 11338939),(33 11642493),(34 11828435),(35 12031045),(36 12197372),(37 12225755),(38 12203403),(39 12354047),(40 12621241),(41 13352583),(42 13660092),(43 14052967),(44 14511772),(45 14865297),(46 15055067),(47 15319240),(48 15686967),(49 16035197),(50 16223779),(51 16446475),(52 16709245),(53 16963154),(54 17138210),(55 17294354),(56 17378186),(57 17460790),(58 17489574),(59 17622202),(60 17792452),(61 17905192),(62 17834394),(63 17743826),(64 17847642),(65 17886946),(66 18558910),(67 18981766),(68 19486526),(69 20002590),(70 20468882),(71 21002988),(72 21573718),(73 22195330),(74 22817656),(75 23484298),(76 24245042),(77 25072906),(78 25979382),(79 26944720),
(1 1069.2578),(2 1362.7004),(3 1565.0712),(4 1658.1425),(5 1787.3828),(6 1849.2555),(7 1985.5101),(8 2023.0021),(9 2091.456),(10 2048.8271),(11 2091.8235),(12 2052.6802),(13 2097.3696),(14 2062.1138),(15 2103.1516),(16 2061.6511),(17 2078.0876),(18 2084.2861),(19 2141.635),(20 2131.7764),(21 2184.813),(22 2149.038),(23 2215.2742),(24 2192.2551),(25 2249.7993),(26 2228.9426),(27 2274.43),(28 2211.0469),(29 2232.0637),(30 2187.9458),(31 2184.2502),(32 2123.4822),(33 2125.2756),(34 2101.8193),(35 2159.2595),(36 2098.3728),(37 2150.5713),(38 2136.6694),(39 2229.271),(40 2194.65),(41 2268.264),(42 2226.0264),(43 2231.0793),(44 2251.2327),(45 2208.711),(46 2215.3467),(47 2244.4438),(48 2167.2107),(49 2189.7112),(50 2133.8494),(51 2155.4304),(52 2119.3948),(53 2157.463),(54 2137.53),(55 2172.9358),(56 2147.7332),(57 2203.0981),(58 2180.3413),(59 2231.8872),(60 2205.4675),(61 2263.2012),(62 2240.8574),(63 2259.1677),(64 2213.8105),(65 2239.246),(66 2209.2813),(67 2218.642),(68 2165.6501),(69 2187.843),(70 2149.4817),(71 2192.711),(72 2164.9019),(73 2192.343),(74 2162.6633),(75 2204.5098),(76 2196.4949),(77 2240.4316),(78 2192.2302),(79 2212.5867),
(1 1078.6831),(2 1372.3948),(3 1562.8524),(4 1647.309),(5 1747.2788),(6 1786.8632),(7 1888.5415),(8 1919.7656),(9 1979.6259),(10 1980.7211),(11 2034.2487),(12 1986.9764),(13 2035.1023),(14 2040.4708),(15 2068.96),(16 2050.2722),(17 2079.4346),(18 2077.3765),(19 2132.6147),(20 2126.4404),(21 2161.0806),(22 2137.8557),(23 2200.2056),(24 2170.7485),(25 2227.3328),(26 2170.1504),(27 2259.319),(28 2205.4739),(29 2214.055),(30 2176.3965),(31 2179.7512),(32 2114.2966),(33 2134.9316),(34 2102.6938),(35 2111.9102),(36 2063.2373),(37 2091.2039),(38 2081.419),(39 2185.9329),(40 2138.9075),(41 2203.6467),(42 2175.619),(43 2178.0945),(44 2199.3252),(45 2165.252),(46 2146.1199),(47 2185.0068),(48 2135.3596),(49 2175.4448),(50 2128.168),(51 2138.892),(52 2117.9714),(53 2158.2559),(54 2142.6526),(55 2186.5464),(56 2169.7363),(57 2214.7288),(58 2200.8088),(59 2257.2883),(60 2240.9697),(61 2304.3254),(62 2239.8523),(63 2300.6965),(64 2266.2283),(65 2263.205),(66 2218.9556),(67 2246.4539),(68 2193.2874),(69 2230.5632),(70 2173.9304),(71 2208.1074),(72 2170.661),(73 2195.78),(74 2177.716),(75 2232.1619),(76 2170.005),(77 2213.385),(78 2191.4775),(79 2207.5278),
(1 1028.7133),(2 1316.4688),(3 1524.7982),(4 1596.9946),(5 1723.0153),(6 1768.723),(7 1877.4408),(8 1922.5061),(9 1993.7905),(10 1971.4985),(11 2008.4028),(12 1947.8452),(13 1975.1588),(14 1966.5955),(15 2002.6133),(16 1965.8026),(17 2003.0154),(18 1967.4166),(19 2024.5875),(20 2000.6367),(21 2031.6865),(22 2046.8594),(23 2108.746),(24 2098.0554),(25 2112.0786),(26 2090.4565),(27 2125.651),(28 2076.7393),(29 2084.6045),(30 2044.7756),(31 2052.1628),(32 2019.284),(33 2065.0022),(34 2011.4596),(35 2028.9292),(36 1981.3624),(37 2007.0813),(38 1999.6371),(39 2067.424),(40 2049.3398),(41 2125.6636),(42 2083.57),(43 2076.4072),(44 2127.9158),(45 2083.476),(46 2081.5369),(47 2090.0645),(48 2029.2585),(49 2064.425),(50 2009.9926),(51 2012.2764),(52 1983.4773),(53 2016.5227),(54 1984.0269),(55 2022.794),(56 2010.5094),(57 2073.556),(58 2051.4856),(59 2094.1917),(60 2092.003),(61 2142.6953),(62 2106.8552),(63 2156.6392),(64 2110.4539),(65 2133.8484),(66 2083.2817),(67 2084.8027),(68 2042.9722),(69 2069.319),(70 2011.4518),(71 2036.5033),(72 1999.7241),(73 2041.4922),(74 2007.3896),(75 2080.485),(76 2038.1035),(77 2065.8406),(78 2007.0215),(79 2034.0767),
(1 1057.7863),(2 1339.8615),(3 1540.3231),(4 1594.9174),(5 1713.1996),(6 1734.8212),(7 1816.5881),(8 1858.6896),(9 1947.7378),(10 1919.6608),(11 2000.9047),(12 1930.0889),(13 1997.7811),(14 1965.0294),(15 2002.5308),(16 1978.1643),(17 2005.8844),(18 1983.4567),(19 2043.3695),(20 1997.1345),(21 2041.455),(22 2057.5623),(23 2126.4834),(24 2077.292),(25 2113.4595),(26 2085.2144),(27 2141.3506),(28 2064.1296),(29 2094.3635),(30 2051.2651),(31 2071.4917),(32 2015.3376),(33 2065.7913),(34 2029.7577),(35 2065.9639),(36 2031.7444),(37 2067.1611),(38 2056.7673),(39 2113.7922),(40 2074.6233),(41 2159.899),(42 2164.748),(43 2123.2937),(44 2140.2424),(45 2114.7744),(46 2080.4343),(47 2127.4568),(48 2092.401),(49 2131.3054),(50 2069.547),(51 2128.4846),(52 2076.5764),(53 2116.5637),(54 2076.199),(55 2107.1907),(56 2073.7634),(57 2127.5522),(58 2083.121),(59 2134.6938),(60 2122.9875),(61 2134.708),(62 2104.7327),(63 2172.882),(64 2136.7346),(65 2147.7632),(66 2109.237),(67 2139.1272),(68 2121.8352),(69 2138.1465),(70 2110.298),(71 2138.74),(72 2082.4639),(73 2134.3867),(74 2119.7366),(75 2170.965),(76 2148.362),(77 2196.958),(78 2155.4246),(79 2183.192),
(1 1053.2666),(2 1342.1205),(3 1536.3766),(4 1608.4279),(5 1708.811),(6 1775.8187),(7 1853.6202),(8 1883.4003),(9 1965.7628),(10 1953.354),(11 1986.7966),(12 1939.8698),(13 1991.2861),(14 1968.5234),(15 2002.1232),(16 2006.8517),(17 2041.0917),(18 2008.7399),(19 2081.2615),(20 2040.0604),(21 2073.0264),(22 2059.749),(23 2110.6072),(24 2072.1367),(25 2127.8018),(26 2089.809),(27 2152.4287),(28 2095.7737),(29 2115.9788),(30 2059.8047),(31 2074.031),(32 2007.5109),(33 2046.2684),(34 2027.31),(35 2086.0974),(36 2055.2341),(37 2078.4192),(38 2038.978),(39 2115.4202),(40 2078.8804),(41 2144.8816),(42 2116.4507),(43 2113.9324),(44 2155.57),(45 2117.1624),(46 2076.7468),(47 2108.5405),(48 2051.4834),(49 2080.4177),(50 2038.1719),(51 2064.2498),(52 2028.5834),(53 2052.4736),(54 2025.1749),(55 2073.0747),(56 2056.7808),(57 2097.3833),(58 2090.433),(59 2151.743),(60 2123.7117),(61 2162.0515),(62 2099.1462),(63 2140.899),(64 2134.3987),(65 2118.4832),(66 2084.3066),(67 2083.0764),(68 2062.3652),(69 2064.3118),(70 2057.8545),(71 2101.1223),(72 2061.5166),(73 2088.831),(74 2066.4512),(75 2133.8674),(76 2104.8691),(77 2123.1123),(78 2106.2637),(79 2151.7742),
(1 1032.154),(2 1295.2997),(3 1482.4758),(4 1565.5645),(5 1684.5516),(6 1721.638),(7 1821.6932),(8 1840.0939),(9 1954.4108),(10 1938.3043),(11 1984.424),(12 1935.7289),(13 1992.8678),(14 1974.0403),(15 2037.8622),(16 2007.1501),(17 2030.5934),(18 2020.5242),(19 2057.0398),(20 2015.4912),(21 2043.4392),(22 2014.1664),(23 2076.4526),(24 2035.0432),(25 2079.375),(26 2054.6643),(27 2113.5815),(28 2067.7659),(29 2074.072),(30 2025.02),(31 2050.09),(32 1974.7806),(33 2003.5723),(34 1989.9541),(35 2014.292),(36 1992.761),(37 2017.4948),(38 1990.372),(39 2049.2073),(40 2007.4076),(41 2074.224),(42 2050.8855),(43 2063.5137),(44 2100.865),(45 2061.3438),(46 2043.5046),(47 2072.757),(48 2017.7225),(49 2032.8062),(50 1996.2712),(51 2040.0895),(52 1983.3087),(53 2008.7029),(54 1999.7836),(55 2017.4534),(56 1999.3964),(57 2041.8369),(58 2036.3826),(59 2078.1045),(60 2044.145),(61 2094.3347),(62 2047.761),(63 2111.506),(64 2098.634),(65 2094.7004),(66 2074.5242),(67 2077.9126),(68 2035.9738),(69 2055.3196),(70 2005.5806),(71 2042.9017),(72 2012.4542),(73 2039.7765),(74 2044.0837),(75 2103.474),(76 2080.665),(77 2127.052),(78 2107.3591),(79 2127.8938),
(1 1015.53076),(2 1303.3501),(3 1499.1406),(4 1582.8413),(5 1679.9803),(6 1697.4058),(7 1786.3016),(8 1804.8837),(9 1912.2311),(10 1874.3243),(11 1912.362),(12 1868.634),(13 1912.5308),(14 1900.49),(15 1950.4182),(16 1906.22),(17 1943.1892),(18 1927.323),(19 1974.6682),(20 1968.0997),(21 2027.574),(22 1986.2375),(23 2048.4453),(24 2017.0858),(25 2043.14),(26 2024.6876),(27 2071.9043),(28 2014.3418),(29 2026.3386),(30 1949.6917),(31 1972.2542),(32 1912.1462),(33 1952.8553),(34 1896.9862),(35 1936.653),(36 1898.7747),(37 1937.5267),(38 1923.5115),(39 1983.3636),(40 1940.6406),(41 2016.6848),(42 1984.5939),(43 2009.766),(44 2049.516),(45 2016.7977),(46 2002.1428),(47 2018.9039),(48 1969.8772),(49 2003.385),(50 1962.7548),(51 1970.6991),(52 1927.7345),(53 1973.7771),(54 1953.0133),(55 1969.6486),(56 1950.6052),(57 1985.8436),(58 1971.5262),(59 2057.5461),(60 2027.253),(61 2046.1494),(62 2014.5042),(63 2098.8281),(64 2076.456),(65 2072.8914),(66 2040.603),(67 2056.9705),(68 1995.4043),(69 2028.987),(70 1998.0728),(71 2018.9568),(72 1979.9288),(73 2015.0527),(74 1992.8269),(75 2050.7175),(76 2012.7264),(77 2040.2722),(78 2031.1678),(79 2018.0571),
(1 972.05835),(2 1237.1736),(3 1389.2231),(4 1452.1597),(5 1592.5673),(6 1585.0227),(7 1660.6761),(8 1689.8163),(9 1773.143),(10 1756.8151),(11 1834.4006),(12 1767.9086),(13 1831.6193),(14 1810.768),(15 1830.9274),(16 1817.09),(17 1852.2056),(18 1857.9023),(19 1885.4607),(20 1878.9591),(21 1909.357),(22 1892.3712),(23 1953.7167),(24 1921.9236),(25 1950.8281),(26 1949.2576),(27 2029.4786),(28 1941.799),(29 1946.0084),(30 1882.0492),(31 1889.4165),(32 1840.8214),(33 1861.4579),(34 1808.4105),(35 1856.2255),(36 1812.3566),(37 1856.2305),(38 1819.0493),(39 1894.1195),(40 1852.0624),(41 1938.8861),(42 1902.4032),(43 1881.8195),(44 1918.9664),(45 1898.4147),(46 1888.3446),(47 1882.934),(48 1859.146),(49 1856.1296),(50 1806.7346),(51 1847.9583),(52 1832.9794),(53 1860.2637),(54 1836.3522),(55 1890.7524),(56 1874.0895),(57 1883.5602),(58 1855.5728),(59 1907.8744),(60 1866.4569),(61 1915.4844),(62 1872.782),(63 1936.2844),(64 1903.6876),(65 1918.2214),(66 1890.5709),(67 1889.9607),(68 1857.568),(69 1898.4948),(70 1856.219),(71 1897.35),(72 1865.646),(73 1881.3516),(74 1853.246),(75 1924.1353),(76 1882.6278),(77 1913.9799),(78 1894.5103),(79 1900.7946),
(1 974.2007),(2 1241.2451),(3 1368.1957),(4 1422.9214),(5 1545.9421),(6 1562.7916),(7 1655.2253),(8 1679.558),(9 1753.7885),(10 1738.2355),(11 1795.294),(12 1750.6665),(13 1818.9741),(14 1781.7792),(15 1802.365),(16 1788.0516),(17 1807.7076),(18 1808.0552),(19 1855.3096),(20 1831.7714),(21 1873.1976),(22 1866.5762),(23 1934.0706),(24 1909.8301),(25 1951.4269),(26 1913.18),(27 1986.2745),(28 1930.1166),(29 1926.0369),(30 1880.91),(31 1889.5891),(32 1839.1802),(33 1849.1111),(34 1803.2205),(35 1828.8931),(36 1786.3806),(37 1828.9),(38 1809.4911),(39 1880.2809),(40 1856.3474),(41 1904.1714),(42 1863.674),(43 1878.6925),(44 1907.2235),(45 1901.1155),(46 1879.836),(47 1919.1014),(48 1878.8932),(49 1913.132),(50 1852.9081),(51 1884.7985),(52 1866.9281),(53 1888.0166),(54 1853.8983),(55 1907.4651),(56 1896.195),(57 1952.7986),(58 1931.4124),(59 1981.714),(60 1946.9156),(61 2015.1757),(62 1966.8496),(63 2029.3615),(64 1976.6227),(65 2006.6649),(66 1955.2809),(67 1943.6096),(68 1902.8335),(69 1952.8336),(70 1919.5319),(71 1934.1641),(72 1913.6351),(73 1950.5433),(74 1924.6528),(75 1954.3905),(76 1918.7146),(77 1959.915),(78 1928.9973),(79 1955.1964),
(1 948.8166),(2 1229.6964),(3 1381.242),(4 1435.2098),(5 1557.8835),(6 1584.0746),(7 1670.5825),(8 1667.2911),(9 1742.0398),(10 1723.6685),(11 1781.1837),(12 1748.7896),(13 1796.9497),(14 1779.4745),(15 1819.187),(16 1802.2118),(17 1824.6343),(18 1819.314),(19 1874.5375),(20 1865.7175),(21 1904.248),(22 1880.2521),(23 1921.2767),(24 1909.933),(25 1942.2505),(26 1898.3624),(27 1938.6138),(28 1879.3871),(29 1898.1273),(30 1859.8285),(31 1877.2993),(32 1811.8042),(33 1846.6307),(34 1801.3495),(35 1822.6273),(36 1795.6503),(37 1860.7539),(38 1845.945),(39 1893.3091),(40 1848.5135),(41 1886.8308),(42 1877.8257),(43 1872.486),(44 1913.2117),(45 1892.8508),(46 1865.3687),(47 1885.5214),(48 1829.1278),(49 1843.934),(50 1814.8871),(51 1852.5901),(52 1822.6556),(53 1833.8647),(54 1812.7186),(55 1878.7991),(56 1841.4642),(57 1865.1825),(58 1847.7513),(59 1899.5258),(60 1861.6517),(61 1917.0262),(62 1880.9816),(63 1936.8862),(64 1906.7592),(65 1915.791),(66 1898.5914),(67 1883.0979),(68 1855.6898),(69 1886.902),(70 1851.7155),(71 1856.5349),(72 1817.3188),(73 1843.273),(74 1825.9933),(75 1895.5538),(76 1864.6458),(77 1897.9147),(78 1865.8146),(79 1888.3264),
(1 934.41235),(2 1183.7341),(3 1328.8885),(4 1408.5916),(5 1516.4045),(6 1528.8716),(7 1616.1941),(8 1631.3608),(9 1732.3821),(10 1720.4928),(11 1764.0952),(12 1720.6678),(13 1775.2076),(14 1734.5128),(15 1773.1533),(16 1764.5457),(17 1804.8914),(18 1779.2834),(19 1850.8197),(20 1829.4576),(21 1885.142),(22 1846.0991),(23 1893.6254),(24 1872.1442),(25 1920.6869),(26 1889.7548),(27 1945.1514),(28 1896.4315),(29 1898.5155),(30 1839.8964),(31 1858.2723),(32 1805.9996),(33 1832.0718),(34 1784.4463),(35 1813.0631),(36 1770.7635),(37 1827.9816),(38 1798.5857),(39 1885.3373),(40 1859.0698),(41 1924.0215),(42 1886.8005),(43 1885.8448),(44 1909.1055),(45 1871.5735),(46 1845.527),(47 1867.2737),(48 1832.0317),(49 1867.2457),(50 1828.0492),(51 1858.3658),(52 1805.0195),(53 1831.5804),(54 1802.9867),(55 1862.6173),(56 1817.9598),(57 1859.0195),(58 1824.6793),(59 1871.0953),(60 1845.8342),(61 1912.2616),(62 1871.6177),(63 1920.3766),(64 1894.5396),(65 1904.368),(66 1871.0747),(67 1872.6228),(68 1830.1915),(69 1882.4056),(70 1833.2582),(71 1860.1926),(72 1832.2133),(73 1852.006),(74 1838.3685),(75 1896.8309),(76 1875.2537),(77 1914.8328),(78 1853.7235),(79 1873.6583),
(1 935.6047),(2 1205.1661),(3 1354.9862),(4 1416.4275),(5 1529.4012),(6 1544.8018),(7 1660.8115),(8 1681.7653),(9 1762.8628),(10 1744.1864),(11 1784.2542),(12 1740.9918),(13 1770.5361),(14 1746.8851),(15 1788.7555),(16 1787.5914),(17 1811.8455),(18 1795.9421),(19 1844.808),(20 1836.8787),(21 1859.2524),(22 1839.9797),(23 1901.1631),(24 1880.1036),(25 1891.6198),(26 1862.6876),(27 1927.433),(28 1872.0264),(29 1883.7567),(30 1817.7963),(31 1826.3308),(32 1781.2815),(33 1832.4146),(34 1790.0544),(35 1810.3932),(36 1799.5555),(37 1856.1245),(38 1818.0879),(39 1912.3435),(40 1901.6183),(41 1960.8761),(42 1925.7643),(43 1918.8124),(44 1937.8088),(45 1904.006),(46 1865.1917),(47 1885.7435),(48 1846.2684),(49 1856.427),(50 1812.8408),(51 1827.8644),(52 1788.8003),(53 1813.2146),(54 1807.8477),(55 1840.3708),(56 1800.3821),(57 1832.7958),(58 1819.946),(59 1881.8872),(60 1837.7758),(61 1889.9263),(62 1853.2378),(63 1899.4171),(64 1852.7141),(65 1877.7156),(66 1854.6505),(67 1875.0726),(68 1852.3269),(69 1858.802),(70 1816.8999),(71 1832.2407),(72 1799.9913),(73 1820.8162),(74 1800.8989),(75 1859.0105),(76 1818.9384),(77 1874.4014),(78 1831.94),(79 1868.6576),
(1 916.25134),(2 1164.806),(3 1330.0443),(4 1385.1641),(5 1492.4645),(6 1511.1283),(7 1591.1761),(8 1639.4442),(9 1736.789),(10 1708.4781),(11 1741.4735),(12 1698.8076),(13 1767.2014),(14 1729.2157),(15 1762.0737),(16 1755.3312),(17 1773.0865),(18 1743.1964),(19 1782.9579),(20 1775.3861),(21 1808.847),(22 1791.8647),(23 1821.2288),(24 1782.4167),(25 1807.1937),(26 1753.8921),(27 1814.33),(28 1764.3943),(29 1773.4111),(30 1733.5321),(31 1738.2039),(32 1714.6859),(33 1733.3187),(34 1703.4623),(35 1728.852),(36 1694.5013),(37 1738.1133),(38 1698.4841),(39 1738.5708),(40 1716.1313),(41 1803.7815),(42 1772.5968),(43 1758.3069),(44 1811.9996),(45 1774.2803),(46 1765.0355),(47 1772.6493),(48 1732.4302),(49 1745.146),(50 1734.4375),(51 1762.2017),(52 1728.6514),(53 1766.0607),(54 1757.076),(55 1789.695),(56 1759.9376),(57 1785.7865),(58 1769.7358),(59 1816.4967),(60 1762.1571),(61 1812.6533),(62 1785.9413),(63 1808.0006),(64 1790.5165),(65 1785.2195),(66 1775.5411),(67 1793.3992),(68 1743.7721),(69 1764.1421),(70 1732.633),(71 1760.494),(72 1718.1943),(73 1745.2146),(74 1731.1497),(75 1795.1555),(76 1760.0562),(77 1792.517),(78 1753.0051),(79 1777.3328),
(1 913.90564),(2 1166.6193),(3 1334.5309),(4 1381.2452),(5 1486.2908),(6 1514.1908),(7 1600.3403),(8 1635.2725),(9 1709.9204),(10 1676.348),(11 1757.7412),(12 1698.1874),(13 1747.702),(14 1719.1935),(15 1766.2401),(16 1763.2264),(17 1790.5985),(18 1750.8883),(19 1779.4806),(20 1773.851),(21 1834.2231),(22 1835.646),(23 1866.6842),(24 1822.5786),(25 1842.7552),(26 1811.7202),(27 1878.6472),(28 1816.4347),(29 1827.911),(30 1772.5338),(31 1784.4369),(32 1726.84),(33 1729.9508),(34 1703.9318),(35 1733.2888),(36 1692.5057),(37 1717.2882),(38 1711.2253),(39 1759.9833),(40 1734.097),(41 1833.9424),(42 1810.3185),(43 1804.5948),(44 1836.1628),(45 1801.8766),(46 1790.9086),(47 1815.4158),(48 1778.5366),(49 1806.7231),(50 1760.6346),(51 1790.1487),(52 1751.5815),(53 1775.7645),(54 1766.9789),(55 1794.6711),(56 1758.4064),(57 1807.9801),(58 1787.6383),(59 1835.6422),(60 1812.4283),(61 1871.2462),(62 1823.3685),(63 1860.149),(64 1840.9277),(65 1825.4506),(66 1804.443),(67 1808.9175),(68 1765.0961),(69 1800.4764),(70 1780.8555),(71 1815.2925),(72 1796.2445),(73 1834.4791),(74 1811.2081),(75 1858.4506),(76 1815.6165),(77 1854.8093),(78 1808.1501),(79 1836.8213),
(1 887.1015),(2 1118.9833),(3 1281.8704),(4 1317.1472),(5 1414.057),(6 1424.9603),(7 1513.843),(8 1556.8137),(9 1654.9922),(10 1625.4569),(11 1680.7429),(12 1672.9631),(13 1687.8168),(14 1662.3884),(15 1689.2454),(16 1692.188),(17 1726.8442),(18 1708.1514),(19 1747.9918),(20 1736.2217),(21 1758.3657),(22 1749.0453),(23 1797.0889),(24 1757.1952),(25 1795.6605),(26 1783.0753),(27 1819.0746),(28 1755.0388),(29 1754.7861),(30 1711.131),(31 1703.3163),(32 1676.9435),(33 1679.8202),(34 1632.6193),(35 1646.8556),(36 1612.9939),(37 1679.4318),(38 1647.9381),(39 1724.7539),(40 1684.6427),(41 1773.6901),(42 1739.5687),(43 1753.4891),(44 1777.4568),(45 1742.6537),(46 1717.4337),(47 1757.3242),(48 1705.9182),(49 1714.5294),(50 1682.0133),(51 1697.1354),(52 1675.7352),(53 1701.3519),(54 1677.449),(55 1717.7969),(56 1682.9087),(57 1725.4094),(58 1712.386),(59 1749.6992),(60 1720.9443),(61 1767.8436),(62 1734.4569),(63 1752.016),(64 1722.5908),(65 1732.6698),(66 1703.3303),(67 1733.428),(68 1690.202),(69 1699.1434),(70 1657.1846),(71 1693.3132),(72 1676.2412),(73 1712.4353),(74 1704.5073),(75 1751.8369),(76 1706.8677),(77 1739.6958),(78 1721.8978),(79 1738.0272),
(1 876.1032),(2 1115.4739),(3 1241.4044),(4 1298.1489),(5 1408.9532),(6 1412.9131),(7 1508.3341),(8 1525.2972),(9 1585.8054),(10 1574.7723),(11 1616.4777),(12 1583.4401),(13 1614.9971),(14 1598.6252),(15 1626.6257),(16 1607.5044),(17 1646.2223),(18 1646.0569),(19 1657.522),(20 1641.4042),(21 1671.4388),(22 1659.008),(23 1718.3806),(24 1684.9758),(25 1723.4116),(26 1698.1624),(27 1744.3315),(28 1724.4033),(29 1737.1704),(30 1679.8605),(31 1682.7712),(32 1652.5885),(33 1657.8308),(34 1635.3326),(35 1651.0636),(36 1632.3093),(37 1686.3383),(38 1658.4697),(39 1728.8599),(40 1701.0233),(41 1770.6058),(42 1717.5596),(43 1723.4545),(44 1770.8527),(45 1732.8119),(46 1700.9275),(47 1732.9607),(48 1675.2485),(49 1680.3788),(50 1652.5708),(51 1662.4231),(52 1627.6956),(53 1654.2451),(54 1628.5096),(55 1686.3485),(56 1659.1985),(57 1679.6096),(58 1670.9523),(59 1703.5854),(60 1688.1633),(61 1728.7455),(62 1692.9985),(63 1738.1136),(64 1703.6002),(65 1711.7855),(66 1664.0145),(67 1674.0354),(68 1635.9923),(69 1658.6727),(70 1628.5869),(71 1662.848),(72 1627.4906),(73 1675.4064),(74 1664.846),(75 1708.1609),(76 1661.992),(77 1672.1381),(78 1647.8694),(79 1697.4229),
