1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71594.78),(2 40934.355),(3 140994.7),(4 141372.56),(5 256068.42),(6 279510.63),(7 402792),(8 441328.9),(9 569454.56),(10 611762.94),(11 730566),(12 789171.44),(13 919992.25),(14 1007657.56),(15 1153830.4),(16 1242296.1),(17 1382829.9),(18 1501805.4),(19 1647988.6),(20 1780417.6),(21 1939015.4),(22 2084525.6),(23 2271491.8),(24 2462088),(25 2640706.8),(26 2823773),(27 3010556),(28 3191819),(29 3372359.8),(30 3559849.8),(31 3739355.8),(32 3917014),(33 4061020),(34 4219557.5),(35 4346692),(36 4477516),(37 4572984),(38 4707827.5),(39 4812760),(40 4927113.5),(41 5011307),(42 5117719.5),(43 5205448.5),(44 5311354.5),(45 5386933.5),(46 5482771.5),(47 5542512),(48 5633202),(49 5703438),(50 5806716.5),(51 5905575.5),(52 6024752),(53 6112028.5),(54 6248392.5),(55 6367188),(56 6516908.5),(57 6667272),(58 6840994),(59 6976473.5),(60 7144160),(61 7309197.5),(62 7511088),(63 7656377.5),(64 7837212.5),(65 7967093.5),(66 8136696.5),(67 8296175.5),(68 8527196),(69 8709227),(70 8910682),(71 9099831),(72 9333117),(73 9518133),(74 9745633),(75 9942991),(76 10187829),(77 10383409),(78 10628769),(79 10836895),
(1 588.56415),(2 419.26556),(3 786.8161),(4 571.77893),(5 913.03705),(6 685.13837),(7 988.60614),(8 725.29553),(9 998.46747),(10 718.2547),(11 987.75824),(12 716.1918),(13 991.3103),(14 716.04425),(15 1012.4655),(16 747.3102),(17 1030.883),(18 766.0662),(19 1048.5906),(20 787.16907),(21 1064.9762),(22 772.77075),(23 1029.1631),(24 751.0302),(25 1010.5098),(26 716.85565),(27 977.38574),(28 700.1528),(29 976.41864),(30 710.8386),(31 992.6988),(32 735.2902),(33 1019.4347),(34 752.6273),(35 1030.6627),(36 759.94446),(37 1017.89655),(38 744.00995),(39 1007.8818),(40 731.9807),(41 1002.98517),(42 728.84216),(43 994.1065),(44 733.9914),(45 1004.858),(46 736.5885),(47 1010.79865),(48 738.2436),(49 1006.66815),(50 740.4535),(51 1008.39514),(52 736.8508),(53 1008.7806),(54 741.19885),(55 1003.33356),(56 738.5569),(57 1008.329),(58 735.51746),(59 1003.9377),(60 735.9132),(61 1002.091),(62 733.5339),(63 1000.2297),(64 721.95154),(65 994.94226),(66 718.9046),(67 982.6639),(68 718.6928),(69 984.95526),(70 714.0084),(71 980.1588),(72 717.9803),(73 992.75),(74 726.0967),(75 995.3046),(76 737.18677),(77 1004.028),(78 747.06195),(79 1016.1733),
(1 585.8335),(2 421.05545),(3 777.95776),(4 566.12646),(5 901.4745),(6 667.8011),(7 972.0312),(8 705.0448),(9 985.1599),(10 710.6279),(11 981.5243),(12 704.9171),(13 982.8621),(14 720.83307),(15 1014.0925),(16 746.27264),(17 1025.6095),(18 762.58746),(19 1048.0928),(20 778.8532),(21 1057.7017),(22 768.98865),(23 1032.4535),(24 745.59015),(25 1009.316),(26 718.32184),(27 983.9101),(28 706.9278),(29 988.2901),(30 721.79224),(31 1017.7262),(32 755.69275),(33 1040.9624),(34 779.60223),(35 1056.1715),(36 788.4306),(37 1055.6718),(38 774.9094),(39 1041.0035),(40 759.9326),(41 1033.3967),(42 760.33203),(43 1031.3251),(44 760.46216),(45 1039.0808),(46 765.5305),(47 1035.7983),(48 761.2951),(49 1025.1344),(50 751.4099),(51 1019.8892),(52 743.6587),(53 1010.87085),(54 739.811),(55 1004.55176),(56 744.5689),(57 1017.37506),(58 741.75903),(59 1012.6183),(60 746.2261),(61 1016.73175),(62 744.0306),(63 1013.8416),(64 743.25806),(65 1011.69116),(66 733.46533),(67 1002.60223),(68 733.1576),(69 1000.8246),(70 728.4448),(71 986.0225),(72 720.7205),(73 993.9583),(74 736.35547),(75 1010.0373),(76 756.18604),(77 1029.9907),(78 770.1036),(79 1038.1003),
(1 569.6869),(2 414.18384),(3 761.4366),(4 559.11743),(5 885.8408),(6 657.2232),(7 945.93005),(8 694.70276),(9 967.0063),(10 694.5194),(11 955.7929),(12 685.40765),(13 955.31665),(14 696.4272),(15 979.2916),(16 725.43835),(17 994.9504),(18 743.33484),(19 1022.91974),(20 771.5043),(21 1042.6777),(22 772.5172),(23 1027.0221),(24 746.62024),(25 1000.6116),(26 717.86475),(27 969.9501),(28 701.5261),(29 964.69806),(30 709.99664),(31 988.6863),(32 734.9929),(33 1015.7098),(34 754.2673),(35 1027.1093),(36 757.7914),(37 1013.4524),(38 738.82513),(39 998.33136),(40 732.9713),(41 996.3897),(42 723.1461),(43 990.70435),(44 729.1581),(45 995.4984),(46 726.7799),(47 1000.9917),(48 732.49176),(49 996.8401),(50 731.01874),(51 999.64703),(52 733.81036),(53 993.7088),(54 726.6629),(55 991.60156),(56 722.8888),(57 990.1959),(58 713.7534),(59 983.73285),(60 716.5046),(61 974.5443),(62 711.82275),(63 973.93146),(64 701.78723),(65 964.41626),(66 697.8645),(67 956.0727),(68 698.36084),(69 959.84973),(70 696.62805),(71 954.46106),(72 697.6561),(73 965.3923),(74 714.81256),(75 980.5027),(76 731.1143),(77 992.03723),(78 738.64307),(79 1002.03546),
(1 568.21875),(2 402.92734),(3 747.2062),(4 536.5027),(5 858.88666),(6 626.442),(7 922.7158),(8 668.76044),(9 944.3986),(10 677.93634),(11 942.0767),(12 680.67236),(13 945.7834),(14 687.14905),(15 972.26227),(16 708.376),(17 978.7209),(18 721.92706),(19 994.2777),(20 746.4439),(21 1013.14465),(22 740.64386),(23 1002.8807),(24 726.2702),(25 975.7569),(26 696.56506),(27 952.667),(28 688.9164),(29 955.2813),(30 696.59485),(31 966.3667),(32 708.3303),(33 977.4125),(34 719.18726),(35 984.9649),(36 723.57935),(37 984.2833),(38 719.81824),(39 976.42145),(40 712.58923),(41 973.5589),(42 705.9722),(43 964.7959),(44 700.93774),(45 966.3972),(46 703.6146),(47 961.27344),(48 693.91876),(49 959.0778),(50 693.7566),(51 955.58374),(52 692.18365),(53 953.7933),(54 696.0253),(55 956.5923),(56 690.68085),(57 949.99133),(58 687.6584),(59 941.5265),(60 683.85443),(61 936.53125),(62 678.3575),(63 933.97797),(64 672.7898),(65 923.30566),(66 664.49),(67 929.54364),(68 672.0493),(69 932.7476),(70 675.5139),(71 930.74347),(72 673.3537),(73 939.18604),(74 684.6737),(75 954.01764),(76 699.41437),(77 962.24774),(78 709.19476),(79 965.8713),
(1 579.5481),(2 397.60803),(3 755.2087),(4 536.3498),(5 873.99133),(6 629.6962),(7 936.8332),(8 668.6916),(9 948.92737),(10 658.33044),(11 933.8655),(12 657.7955),(13 934.716),(14 665.4163),(15 966.6189),(16 696.0645),(17 990.71924),(18 719.0263),(19 1006.01996),(20 734.1541),(21 1017.2715),(22 728.3675),(23 995.66473),(24 706.2037),(25 977.29834),(26 685.48425),(27 951.5105),(28 677.7524),(29 964.0854),(30 689.58466),(31 978.157),(32 710.0771),(33 993.82434),(34 719.2211),(35 990.6279),(36 713.38135),(37 984.6401),(38 704.3467),(39 975.9264),(40 694.2854),(41 967.3446),(42 696.3271),(43 970.6513),(44 695.39716),(45 966.0411),(46 690.4086),(47 967.90985),(48 689.94617),(49 960.5904),(50 682.86707),(51 957.9199),(52 683.18085),(53 949.5519),(54 676.6589),(55 948.7083),(56 680.2429),(57 948.1381),(58 684.1584),(59 955.7503),(60 689.3234),(61 961.9648),(62 695.0993),(63 962.94525),(64 695.15356),(65 965.87335),(66 690.75183),(67 957.8229),(68 682.5598),(69 948.788),(70 680.8141),(71 945.8857),(72 681.4623),(73 963.74036),(74 705.63916),(75 983.3306),(76 718.94135),(77 986.14166),(78 719.07263),(79 990.86017),
(1 557.0297),(2 393.07587),(3 726.09344),(4 517.89746),(5 831.5273),(6 615.4194),(7 893.68384),(8 648.1919),(9 911.6581),(10 648.7616),(11 905.88794),(12 648.20526),(13 909.95746),(14 658.7312),(15 934.68805),(16 684.8257),(17 950.57544),(18 696.463),(19 968.3948),(20 718.75885),(21 981.7022),(22 714.5908),(23 949.77893),(24 685.2372),(25 924.57166),(26 653.3709),(27 900.9208),(28 643.46844),(29 906.60425),(30 667.4189),(31 935.1395),(32 692.4905),(33 953.6396),(34 700.9062),(35 952.5549),(36 701.22577),(37 942.2159),(38 689.2612),(39 939.3182),(40 686.18475),(41 942.4405),(42 689.21967),(43 939.16504),(44 690.56506),(45 941.0646),(46 682.2942),(47 932.66974),(48 676.36523),(49 926.57874),(50 671.62555),(51 931.603),(52 679.8169),(53 923.8676),(54 677.57635),(55 932.0967),(56 681.43524),(57 932.41205),(58 682.5218),(59 932.58014),(60 686.50977),(61 930.6412),(62 684.52325),(63 931.4697),(64 674.15857),(65 923.9521),(66 665.1305),(67 915.5231),(68 660.0745),(69 916.1812),(70 664.67236),(71 920.5212),(72 665.1026),(73 925.8159),(74 677.6976),(75 941.6622),(76 697.782),(77 950.181),(78 699.16766),(79 943.91064),
(1 558.4974),(2 385.54865),(3 732.5491),(4 520.40216),(5 844.0273),(6 617.15125),(7 908.6825),(8 650.00464),(9 924.27167),(10 653.60315),(11 922.15576),(12 651.62585),(13 918.99225),(14 657.7415),(15 941.91205),(16 683.87024),(17 966.03564),(18 705.3963),(19 976.4517),(20 716.7287),(21 986.38025),(22 709.24585),(23 956.8756),(24 680.43866),(25 934.19867),(26 652.794),(27 915.0909),(28 648.5625),(29 917.5613),(30 661.41846),(31 933.7777),(32 679.7613),(33 949.0155),(34 689.2251),(35 952.41156),(36 691.82623),(37 944.75555),(38 676.32684),(39 932.79254),(40 671.32526),(41 939.77234),(42 674.0065),(43 934.3773),(44 677.069),(45 937.95215),(46 678.15643),(47 938.031),(48 675.43274),(49 930.22876),(50 662.955),(51 929.1853),(52 658.92175),(53 921.3728),(54 663.20197),(55 924.82306),(56 662.8583),(57 918.9148),(58 662.2186),(59 927.72034),(60 671.5999),(61 925.62494),(62 668.7457),(63 923.76965),(64 660.3963),(65 920.2318),(66 655.3441),(67 910.6399),(68 651.19775),(69 910.8883),(70 651.6568),(71 909.9865),(72 653.8082),(73 926.0887),(74 671.7193),(75 935.8385),(76 689.11194),(77 952.24866),(78 700.347),(79 956.6961),
(1 548.37225),(2 379.9228),(3 713.9636),(4 503.3779),(5 811.58997),(6 580.12964),(7 865.2846),(8 621.1539),(9 888.57794),(10 621.99786),(11 882.1013),(12 627.4636),(13 889.98804),(14 635.5847),(15 914.8412),(16 655.43994),(17 927.55896),(18 670.41974),(19 939.86304),(20 687.4042),(21 945.99255),(22 679.0011),(23 930.5712),(24 657.9172),(25 911.0488),(26 635.2772),(27 885.51917),(28 633.4583),(29 901.3818),(30 646.63367),(31 918.7195),(32 671.017),(33 933.4859),(34 682.0363),(35 939.76776),(36 680.60504),(37 930.8801),(38 666.01105),(39 919.65344),(40 663.7182),(41 920.33),(42 664.87695),(43 923.7261),(44 664.2001),(45 922.8191),(46 664.922),(47 919.1649),(48 659.3788),(49 911.45575),(50 657.27277),(51 908.8849),(52 654.1569),(53 908.96405),(54 650.18176),(55 908.79144),(56 649.7914),(57 906.1491),(58 649.9222),(59 904.60864),(60 644.8463),(61 901.5757),(62 641.9991),(63 896.66534),(64 635.1487),(65 886.56934),(66 627.38776),(67 883.7186),(68 629.16364),(69 883.71515),(70 627.05945),(71 879.81024),(72 630.7439),(73 894.3386),(74 644.49884),(75 901.4275),(76 654.97284),(77 908.15845),(78 655.85284),(79 910.0315),
(1 545.5069),(2 374.8504),(3 709.1973),(4 495.1449),(5 809.1547),(6 567.5867),(7 852.80096),(8 601.1283),(9 873.8705),(10 605.4074),(11 874.46704),(12 609.2773),(13 879.6169),(14 619.4894),(15 894.27216),(16 639.8547),(17 911.8826),(18 649.06287),(19 912.01483),(20 657.956),(21 933.49725),(22 653.6887),(23 916.6307),(24 636.7973),(25 898.6383),(26 623.9947),(27 880.42413),(28 616.11816),(29 886.4585),(30 630.1454),(31 902.6119),(32 645.48914),(33 917.3351),(34 656.7306),(35 923.2755),(36 659.1805),(37 916.00964),(38 649.4795),(39 907.0685),(40 638.84204),(41 898.7376),(42 634.9566),(43 891.63513),(44 627.79443),(45 895.8416),(46 633.14795),(47 896.28143),(48 634.292),(49 898.3491),(50 632.94977),(51 892.24695),(52 625.4477),(53 884.6159),(54 624.99426),(55 887.2821),(56 627.0751),(57 885.01843),(58 623.2215),(59 884.7149),(60 627.65265),(61 886.69495),(62 626.5202),(63 876.8017),(64 612.7507),(65 875.93085),(66 611.6165),(67 868.09143),(68 607.2411),(69 870.2368),(70 610.70105),(71 870.4277),(72 619.1141),(73 879.20544),(74 630.7486),(75 892.97894),(76 642.465),(77 897.3792),(78 638.7137),(79 889.68555),
(1 536.98773),(2 364.1927),(3 688.23224),(4 473.23895),(5 778.52264),(6 548.24835),(7 824.8687),(8 575.10345),(9 833.6072),(10 573.2125),(11 836.871),(12 577.3299),(13 839.6878),(14 588.52),(15 857.0265),(16 610.8114),(17 873.58954),(18 620.57745),(19 885.1638),(20 634.33276),(21 897.2598),(22 632.7004),(23 875.8417),(24 614.2118),(25 862.3654),(26 594.40753),(27 845.27814),(28 594.7606),(29 854.2549),(30 607.96533),(31 869.8444),(32 623.7621),(33 879.7501),(34 630.39374),(35 877.65857),(36 625.46326),(37 871.6748),(38 615.3457),(39 873.7635),(40 621.04333),(41 874.31226),(42 620.2903),(43 875.7177),(44 623.0743),(45 873.5542),(46 622.9657),(47 871.2905),(48 618.74194),(49 870.0202),(50 612.9288),(51 864.08386),(52 611.6908),(53 862.88055),(54 613.5965),(55 863.67633),(56 617.1169),(57 862.7246),(58 613.4864),(59 866.5452),(60 617.0078),(61 866.1401),(62 610.2218),(63 851.606),(64 604.4364),(65 852.8552),(66 605.8689),(67 850.82),(68 602.37006),(69 847.9097),(70 598.72064),(71 846.83905),(72 604.92505),(73 852.3462),(74 607.834),(75 858.99835),(76 611.27576),(77 858.88556),(78 612.91534),(79 862.57544),
(1 524.77954),(2 362.13058),(3 681.7753),(4 473.1304),(5 772.1266),(6 552.7021),(7 818.0306),(8 575.67285),(9 834.98206),(10 577.9363),(11 829.2517),(12 576.2673),(13 832.54736),(14 585.01666),(15 844.54926),(16 599.6193),(17 865.389),(18 616.40137),(19 871.68164),(20 624.4782),(21 876.50146),(22 619.08307),(23 860.94336),(24 604.76495),(25 848.3873),(26 582.9403),(27 829.8822),(28 583.93085),(29 847.56085),(30 608.44147),(31 868.94824),(32 624.5816),(33 875.7603),(34 632.07825),(35 872.8258),(36 620.0828),(37 870.5582),(38 617.0208),(39 859.10474),(40 605.8441),(41 856.46686),(42 610.7512),(43 856.984),(44 607.8363),(45 861.38336),(46 610.57153),(47 854.6962),(48 608.29865),(49 858.644),(50 605.8665),(51 848.18524),(52 602.84784),(53 846.5023),(54 600.14166),(55 846.13745),(56 595.35864),(57 843.9013),(58 598.9179),(59 842.0175),(60 597.5677),(61 842.2164),(62 595.66736),(63 836.6676),(64 587.91296),(65 828.9182),(66 582.4889),(67 822.7865),(68 574.92114),(69 818.56256),(70 573.82306),(71 813.1826),(72 576.0129),(73 819.4836),(74 576.4655),(75 824.2981),(76 582.87427),(77 835.5301),(78 593.37787),(79 834.4061),
(1 523.73444),(2 355.0338),(3 678.213),(4 461.0067),(5 762.1662),(6 531.172),(7 804.74243),(8 559.82935),(9 829.0053),(10 562.89935),(11 818.3821),(12 560.8645),(13 827.0679),(14 570.9593),(15 844.64343),(16 587.1871),(17 857.0566),(18 596.1863),(19 858.03894),(20 604.48224),(21 867.51715),(22 601.69403),(23 854.8632),(24 596.3457),(25 847.64276),(26 577.5305),(27 835.91046),(28 581.9454),(29 842.8321),(30 596.23883),(31 864.582),(32 611.84),(33 869.6266),(34 612.9113),(35 866.0417),(36 609.1263),(37 862.86084),(38 599.4576),(39 851.4922),(40 591.32745),(41 851.60925),(42 600.20123),(43 855.33777),(44 599.43146),(45 859.3051),(46 597.20685),(47 851.2125),(48 592.7789),(49 850.4649),(50 589.9165),(51 840.08984),(52 580.59454),(53 832.683),(54 581.5479),(55 837.2492),(56 582.79364),(57 839.96875),(58 588.9588),(59 836.02844),(60 587.9612),(61 848.8718),(62 594.4207),(63 847.2402),(64 591.70953),(65 851.63403),(66 591.89404),(67 841.4238),(68 585.339),(69 839.8063),(70 594.10626),(71 847.0743),(72 588.6493),(73 843.8451),(74 588.4138),(75 850.0878),(76 596.9314),(77 851.43335),(78 596.62787),(79 841.20905),
(1 516.06726),(2 348.96265),(3 663.1784),(4 454.5005),(5 743.4146),(6 521.7704),(7 789.9087),(8 547.21826),(9 804.86993),(10 554.3531),(11 802.1209),(12 556.26416),(13 808.05963),(14 564.40564),(15 834.21014),(16 583.53436),(17 847.81976),(18 596.5448),(19 854.5639),(20 603.3621),(21 857.5958),(22 601.3549),(23 846.2902),(24 588.8507),(25 833.9567),(26 570.18463),(27 816.035),(28 566.75323),(29 827.1355),(30 587.6073),(31 842.8254),(32 606.09827),(33 852.92114),(34 601.78217),(35 848.9237),(36 594.9774),(37 835.64307),(38 582.6268),(39 830.7706),(40 583.5465),(41 831.63446),(42 585.295),(43 834.3905),(44 584.713),(45 826.4818),(46 582.8291),(47 823.3616),(48 578.584),(49 821.8645),(50 574.84045),(51 823.70734),(52 571.886),(53 821.0194),(54 572.4704),(55 820.0598),(56 569.5757),(57 814.51715),(58 570.5282),(59 817.69836),(60 573.00183),(61 818.67224),(62 570.7689),(63 806.57153),(64 557.1389),(65 803.91455),(66 555.8351),(67 799.76355),(68 554.64667),(69 799.08514),(70 552.5813),(71 797.99963),(72 554.9186),(73 802.5483),(74 560.572),(75 811.9834),(76 564.4312),(77 811.9318),(78 571.329),(79 814.5636),
(1 518.1136),(2 353.0411),(3 667.4065),(4 455.004),(5 745.3721),(6 520.50824),(7 787.972),(8 547.6751),(9 799.3927),(10 553.3094),(11 796.71606),(12 545.33215),(13 800.4745),(14 563.60254),(15 821.9923),(16 574.42),(17 831.3696),(18 584.66785),(19 841.15155),(20 593.44604),(21 846.32446),(22 594.62085),(23 832.42377),(24 579.6592),(25 820.18646),(26 568.4495),(27 815.7247),(28 570.5244),(29 828.4589),(30 589.2618),(31 846.50446),(32 602.27844),(33 850.9909),(34 604.5755),(35 843.7292),(36 595.5399),(37 835.6679),(38 578.7882),(39 818.4069),(40 577.1611),(41 819.1278),(42 580.1421),(43 819.8758),(44 578.56305),(45 820.1701),(46 582.7899),(47 822.7217),(48 575.1842),(49 819.822),(50 574.30475),(51 818.8353),(52 574.8196),(53 818.3478),(54 572.6408),(55 813.48773),(56 567.1499),(57 805.3291),(58 564.16504),(59 807.5925),(60 567.78015),(61 807.9896),(62 567.0146),(63 805.7198),(64 565.2815),(65 798.6495),(66 556.83856),(67 792.84814),(68 555.20886),(69 790.6098),(70 551.117),(71 791.3715),(72 551.1915),(73 795.40674),(74 558.7402),(75 805.8219),(76 565.24384),(77 799.25464),(78 563.39154),(79 796.6356),
(1 510.5592),(2 340.4667),(3 657.86035),(4 440.27646),(5 731.7722),(6 507.70728),(7 770.6706),(8 529.1771),(9 783.7394),(10 530.3214),(11 770.6778),(12 522.84674),(13 780.71094),(14 548.0998),(15 810.78534),(16 568.1502),(17 818.6375),(18 571.09485),(19 825.17377),(20 583.3519),(21 834.58636),(22 578.8654),(23 817.9015),(24 564.1746),(25 809.8948),(26 555.10974),(27 797.8873),(28 558.97046),(29 816.13837),(30 577.4333),(31 835.21643),(32 597.53033),(33 846.56006),(34 594.98895),(35 835.2005),(36 581.5891),(37 820.8717),(38 569.3007),(39 805.9284),(40 562.94147),(41 807.8659),(42 563.2235),(43 807.88434),(44 566.18726),(45 809.18115),(46 568.32526),(47 809.4677),(48 570.0179),(49 811.3838),(50 566.65076),(51 807.6589),(52 562.0979),(53 804.4344),(54 557.0191),(55 798.49817),(56 553.49023),(57 794.4981),(58 552.64594),(59 790.5577),(60 549.075),(61 788.7868),(62 546.48914),(63 791.3784),(64 550.41656),(65 792.00824),(66 548.98486),(67 789.705),(68 545.57245),(69 787.3043),(70 544.70087),(71 789.3387),(72 548.42224),(73 791.5817),(74 554.0347),(75 797.61896),(76 555.5334),(77 794.5571),(78 556.90295),(79 795.1249),
(1 494.3571),(2 338.84485),(3 641.4171),(4 447.37305),(5 726.54205),(6 512.57874),(7 765.9279),(8 530.1381),(9 773.5947),(10 521.64935),(11 755.98627),(12 521.8286),(13 764.224),(14 531.72546),(15 784.34973),(16 553.5445),(17 802.9336),(18 567.6225),(19 814.4874),(20 578.0544),(21 816.7252),(22 572.037),(23 801.95715),(24 551.2614),(25 782.2648),(26 531.39795),(27 769.39075),(28 530.5616),(29 773.81946),(30 542.3022),(31 795.0311),(32 563.8577),(33 805.21545),(34 564.363),(35 802.3761),(36 554.758),(37 783.43176),(38 542.9742),(39 773.4451),(40 542.4636),(41 777.31604),(42 541.64374),(43 776.01025),(44 538.39514),(45 779.17053),(46 541.81116),(47 778.29535),(48 544.31793),(49 784.28143),(50 546.5726),(51 785.69855),(52 551.76184),(53 789.1232),(54 548.4314),(55 783.99524),(56 547.59283),(57 776.7533),(58 541.47943),(59 773.2964),(60 543.5199),(61 778.29065),(62 543.7325),(63 776.08636),(64 540.2193),(65 774.65643),(66 537.2024),(67 766.998),(68 532.82153),(69 763.41986),(70 533.2535),(71 763.9226),(72 535.86414),(73 772.73755),(74 543.9499),(75 773.2382),(76 546.3641),(77 774.1045),(78 549.20184),(79 773.62006),
(1 501.69724),(2 329.60223),(3 637.2349),(4 432.67252),(5 720.7227),(6 500.70267),(7 765.78766),(8 519.6826),(9 766.8399),(10 514.3234),(11 758.53894),(12 511.8035),(13 770.70825),(14 526.2023),(15 784.4117),(16 549.2239),(17 802.33307),(18 556.30676),(19 812.43964),(20 566.1743),(21 817.06323),(22 566.1537),(23 806.9311),(24 549.9685),(25 786.44794),(26 535.6318),(27 781.5127),(28 541.79785),(29 795.1198),(30 554.71045),(31 807.10236),(32 566.6825),(33 813.97363),(34 567.8905),(35 806.95),(36 560.2698),(37 805.3905),(38 554.8959),(39 801.25085),(40 555.8198),(41 799.50494),(42 551.1404),(43 797.1567),(44 550.1167),(45 795.5217),(46 550.7428),(47 797.15857),(48 551.5446),(49 798.03815),(50 549.1156),(51 791.9142),(52 549.3361),(53 794.13947),(54 546.4207),(55 789.63806),(56 543.85706),(57 787.6331),(58 540.5599),(59 789.5347),(60 542.25305),(61 787.4603),(62 541.58777),(63 781.8641),(64 539.4331),(65 779.30707),(66 535.73785),(67 768.1271),(68 523.4442),(69 763.90765),(70 526.5644),(71 765.8465),(72 531.66956),(73 771.2491),(74 535.8153),(75 775.24164),(76 534.4257),(77 774.5919),(78 535.30414),(79 772.5044),
