1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53.13371),(2 72.092964),(3 83.31948),(4 89.07281),(5 93.22508),(6 96.76604),(7 99.064445),(8 101.03739),(9 104.59193),(10 107.08836),(11 108.5918),(12 112.17942),(13 114.59625),(14 119.409546),(15 120.12877),(16 124.53955),(17 129.52168),(18 133.07362),(19 137.63431),(20 139.67868),(21 143.32793),(22 147.58455),(23 152.45517),(24 154.96127),(25 157.70024),(26 163.36261),(27 164.70914),(28 169.40144),(29 174.08253),(30 182.42357),(31 185.58603),(32 190.54286),(33 192.95322),(34 197.03247),(35 195.94472),(36 195.50635),(37 197.9366),(38 200.21375),(39 201.34644),(40 204.10043),(41 206.86299),(42 209.17354),(43 209.79555),(44 213.60722),(45 213.26929),(46 213.5777),(47 215.2231),(48 216.23332),(49 218.45512),(50 220.95616),(51 215.98804),(52 218.23985),(53 218.60219),(54 221.21368),(55 218.30504),(56 221.82019),(57 223.17523),(58 226.9868),(59 226.53087),(60 229.27838),(61 233.08308),(62 231.60086),(63 231.67374),(64 233.9164),(65 235.46977),(66 238.03886),(67 238.74301),(68 237.86285),(69 239.62776),(70 241.17924),(71 240.3972),(72 244.96382),(73 244.17862),(74 243.2029),(75 240.09242),(76 242.0589),(77 241.05876),(78 241.80138),(79 242.52785),
(1 53.975574),(2 72.23288),(3 82.44479),(4 89.29059),(5 94.303894),(6 97.63139),(7 100.043495),(8 102.7081),(9 106.79747),(10 110.1753),(11 114.044685),(12 116.28032),(13 119.269104),(14 124.33904),(15 126.30501),(16 128.12181),(17 133.17911),(18 136.32088),(19 141.19334),(20 146.06973),(21 147.78679),(22 150.8925),(23 152.86499),(24 158.61),(25 163.71364),(26 167.87637),(27 169.563),(28 173.91022),(29 179.73317),(30 183.02844),(31 187.92647),(32 192.68713),(33 195.88379),(34 196.69997),(35 199.1795),(36 200.20898),(37 203.32573),(38 206.90367),(39 206.29242),(40 207.34444),(41 210.26927),(42 212.33916),(43 215.15465),(44 215.92027),(45 215.9805),(46 217.35194),(47 218.62373),(48 220.52919),(49 224.06328),(50 226.01024),(51 221.33594),(52 225.59288),(53 224.29834),(54 223.6758),(55 225.01717),(56 228.82838),(57 232.12518),(58 231.31766),(59 234.65887),(60 236.4132),(61 239.59637),(62 239.76575),(63 237.88005),(64 239.50124),(65 242.25711),(66 243.29594),(67 242.71777),(68 242.91777),(69 246.96632),(70 246.2672),(71 248.36678),(72 251.45413),(73 250.5542),(74 251.28651),(75 247.22409),(76 249.86472),(77 252.57211),(78 250.64452),(79 250.96654),
(1 53.03514),(2 70.5195),(3 81.91286),(4 88.182686),(5 94.05271),(6 97.45233),(7 100.55487),(8 103.94818),(9 106.485306),(10 108.68456),(11 111.714554),(12 115.08845),(13 118.27466),(14 122.69556),(15 121.995636),(16 126.62287),(17 130.55179),(18 133.50836),(19 137.53635),(20 139.80519),(21 144.112),(22 146.00604),(23 148.978),(24 152.96185),(25 156.08376),(26 161.53496),(27 162.78099),(28 169.25241),(29 171.38087),(30 176.73274),(31 181.5381),(32 184.0133),(33 188.04071),(34 188.36136),(35 191.4781),(36 192.40845),(37 196.69833),(38 196.85545),(39 197.56386),(40 201.77618),(41 204.39436),(42 205.24846),(43 204.7677),(44 205.61548),(45 208.48637),(46 208.17456),(47 211.77673),(48 213.7924),(49 213.30565),(50 215.4719),(51 211.8114),(52 214.23592),(53 215.20888),(54 216.43216),(55 218.27803),(56 221.4508),(57 222.49922),(58 222.83853),(59 224.6821),(60 225.24698),(61 228.91808),(62 231.15234),(63 229.16165),(64 233.3487),(65 236.27689),(66 238.28162),(67 235.02338),(68 237.46783),(69 240.15033),(70 241.83665),(71 240.68333),(72 244.61887),(73 244.28598),(74 243.77449),(75 241.67297),(76 243.24834),(77 244.83249),(78 245.38576),(79 243.52213),
(1 52.185314),(2 70.05495),(3 80.22034),(4 85.598785),(5 91.12439),(6 94.80283),(7 97.61454),(8 99.602455),(9 103.49821),(10 106.09436),(11 108.995),(12 110.5613),(13 113.56928),(14 118.27885),(15 118.92094),(16 120.766426),(17 125.399895),(18 128.74232),(19 134.74799),(20 137.65924),(21 140.72093),(22 142.44588),(23 145.41757),(24 150.32765),(25 152.18547),(26 158.94476),(27 160.92278),(28 164.89256),(29 168.89879),(30 172.3996),(31 176.71999),(32 178.69754),(33 181.93022),(34 184.29123),(35 185.53781),(36 188.40004),(37 191.43497),(38 194.29544),(39 195.88301),(40 196.89058),(41 198.88985),(42 203.33481),(43 204.8766),(44 204.47255),(45 206.29431),(46 208.82907),(47 208.51445),(48 211.18628),(49 210.88907),(50 216.10979),(51 210.43515),(52 213.22356),(53 214.26888),(54 215.40515),(55 218.276),(56 219.9324),(57 222.99516),(58 223.24655),(59 225.89732),(60 227.4137),(61 228.25633),(62 228.93993),(63 227.16689),(64 228.60518),(65 228.45953),(66 230.69826),(67 231.42323),(68 232.94296),(69 233.95096),(70 234.0781),(71 232.95036),(72 236.73343),(73 238.01465),(74 238.36017),(75 235.62575),(76 237.48584),(77 236.27878),(78 235.0743),(79 234.89261),
(1 51.1526),(2 68.211586),(3 78.95997),(4 85.707596),(5 91.311935),(6 95.1531),(7 97.35714),(8 98.74417),(9 101.32689),(10 103.62259),(11 105.83168),(12 108.258),(13 110.90527),(14 113.792),(15 115.0691),(16 118.846886),(17 122.40109),(18 127.37611),(19 131.07608),(20 133.79701),(21 135.32176),(22 138.39343),(23 141.65309),(24 145.75774),(25 148.02869),(26 153.65845),(27 156.58986),(28 161.26321),(29 165.49518),(30 169.90005),(31 175.52498),(32 177.7064),(33 182.23335),(34 183.8885),(35 186.28665),(36 190.40663),(37 192.31538),(38 191.92538),(39 195.26166),(40 197.22789),(41 199.37276),(42 199.96048),(43 201.66786),(44 202.42831),(45 205.0111),(46 205.57181),(47 211.62779),(48 212.56349),(49 213.79083),(50 215.6405),(51 211.92564),(52 214.30124),(53 218.8017),(54 220.31404),(55 220.71893),(56 219.80399),(57 224.00691),(58 226.11128),(59 225.67583),(60 229.53192),(61 228.1311),(62 231.69576),(63 230.91649),(64 235.85893),(65 234.94714),(66 236.45316),(67 235.09001),(68 234.86688),(69 236.3922),(70 236.94543),(71 235.41896),(72 240.66425),(73 242.11241),(74 241.38908),(75 240.65042),(76 241.9615),(77 242.16705),(78 242.04007),(79 240.39265),
(1 50.315945),(2 68.08977),(3 79.31583),(4 85.07437),(5 89.79743),(6 94.00511),(7 95.99652),(8 98.34015),(9 100.6893),(10 103.8613),(11 105.042915),(12 108.15448),(13 109.24933),(14 112.09123),(15 113.71257),(16 117.28201),(17 121.01935),(18 123.89042),(19 127.7189),(20 131.59157),(21 133.01248),(22 136.93547),(23 141.3938),(24 144.80948),(25 149.02774),(26 156.0232),(27 157.63843),(28 162.06479),(29 165.75806),(30 169.56604),(31 173.2179),(32 177.65315),(33 179.48303),(34 181.29951),(35 182.68303),(36 184.783),(37 186.9562),(38 187.258),(39 187.80844),(40 193.44037),(41 195.27432),(42 195.45692),(43 196.61061),(44 197.80888),(45 198.67119),(46 198.20667),(47 198.87125),(48 200.05617),(49 202.07974),(50 205.34952),(51 200.1823),(52 199.67467),(53 200.68408),(54 203.44559),(55 204.72272),(56 207.3588),(57 208.26318),(58 211.06938),(59 211.82199),(60 213.19446),(61 215.11209),(62 216.02289),(63 212.25925),(64 216.56027),(65 217.80344),(66 219.80698),(67 220.1635),(68 221.43246),(69 221.66278),(70 222.06235),(71 221.0023),(72 226.3416),(73 225.29062),(74 227.13852),(75 222.06653),(76 225.42352),(77 225.42348),(78 226.32187),(79 225.20097),
(1 50.743572),(2 68.76728),(3 79.69304),(4 84.44656),(5 89.63222),(6 93.32342),(7 94.84556),(8 96.67605),(9 99.45038),(10 101.54642),(11 103.135315),(12 105.61815),(13 107.42285),(14 110.48313),(15 111.72634),(16 115.65764),(17 119.886856),(18 122.78283),(19 126.91291),(20 129.93694),(21 131.98416),(22 135.50333),(23 139.4031),(24 142.31288),(25 148.09883),(26 151.90921),(27 153.5288),(28 157.38437),(29 161.4973),(30 166.86911),(31 169.95477),(32 174.05637),(33 176.91609),(34 180.91647),(35 181.33614),(36 184.4399),(37 186.71167),(38 189.56413),(39 191.94792),(40 192.86983),(41 195.30957),(42 197.9474),(43 199.46446),(44 200.25839),(45 203.14775),(46 204.22243),(47 206.50446),(48 204.966),(49 209.07108),(50 208.59372),(51 204.89796),(52 209.04681),(53 206.45914),(54 214.02399),(55 213.53624),(56 213.41325),(57 214.31175),(58 217.82014),(59 217.46414),(60 216.38303),(61 218.25417),(62 220.23549),(63 219.37325),(64 222.04031),(65 224.24815),(66 225.14668),(67 224.44289),(68 225.77078),(69 225.39145),(70 225.99165),(71 230.2592),(72 232.65433),(73 231.41273),(74 233.7101),(75 229.60406),(76 231.16739),(77 232.75508),(78 232.47543),(79 230.07954),
(1 49.318542),(2 67.06201),(3 77.37238),(4 83.53832),(5 89.065704),(6 92.71215),(7 95.0563),(8 96.400215),(9 98.85825),(10 101.34554),(11 101.87409),(12 105.72604),(13 108.73164),(14 111.35217),(15 113.20254),(16 116.02185),(17 118.552895),(18 123.68095),(19 128.21078),(20 131.07764),(21 134.40268),(22 137.5192),(23 140.34537),(24 142.62932),(25 146.59094),(26 151.58171),(27 154.17038),(28 159.77908),(29 163.51872),(30 167.20505),(31 169.1881),(32 171.31253),(33 174.22069),(34 179.41718),(35 177.5406),(36 180.87572),(37 182.74455),(38 184.18346),(39 185.05775),(40 186.7671),(41 190.05513),(42 191.17009),(43 193.07361),(44 194.81073),(45 195.76108),(46 196.26295),(47 198.6608),(48 198.55084),(49 199.6346),(50 200.51862),(51 198.77318),(52 201.29198),(53 202.63461),(54 205.14656),(55 205.37209),(56 207.20947),(57 209.54028),(58 211.46947),(59 212.90709),(60 216.1282),(61 217.66034),(62 219.51627),(63 218.04886),(64 219.76169),(65 220.22551),(66 220.29076),(67 221.33879),(68 222.36609),(69 222.7829),(70 223.2999),(71 226.36197),(72 226.6514),(73 225.4565),(74 228.89276),(75 227.84624),(76 227.98694),(77 230.49687),(78 233.77731),(79 231.16798),
(1 48.56833),(2 65.85393),(3 75.62765),(4 80.842445),(5 86.01242),(6 90.65298),(7 92.85318),(8 95.28974),(9 97.320564),(10 99.522255),(11 101.34637),(12 104.032814),(13 106.81367),(14 110.15649),(15 111.85621),(16 114.662544),(17 118.08744),(18 121.579704),(19 124.97213),(20 128.99237),(21 131.61438),(22 134.35562),(23 137.90749),(24 141.43599),(25 144.60072),(26 147.91054),(27 149.6368),(28 154.59044),(29 160.6108),(30 164.25212),(31 167.45421),(32 170.8507),(33 173.77556),(34 174.175),(35 175.45128),(36 176.27515),(37 180.88097),(38 181.18634),(39 180.24295),(40 182.70105),(41 184.95882),(42 188.85173),(43 189.5195),(44 190.42491),(45 190.31384),(46 190.69347),(47 194.77225),(48 196.5757),(49 197.25017),(50 201.5097),(51 195.21481),(52 197.74542),(53 198.05905),(54 198.8603),(55 201.34534),(56 198.84697),(57 204.2538),(58 203.41817),(59 205.14478),(60 207.58298),(61 207.61417),(62 207.57898),(63 206.85439),(64 210.78047),(65 211.11613),(66 213.75102),(67 215.40948),(68 217.32387),(69 219.09265),(70 216.96187),(71 216.3115),(72 219.97911),(73 217.89868),(74 221.1361),(75 216.73344),(76 218.24236),(77 221.0836),(78 217.10823),(79 215.73856),
(1 49.025726),(2 64.987335),(3 74.9179),(4 81.12983),(5 85.99031),(6 90.14343),(7 92.60028),(8 94.83844),(9 96.45589),(10 98.74331),(11 100.80353),(12 103.47598),(13 105.61827),(14 109.87165),(15 110.99181),(16 113.31632),(17 116.87841),(18 118.95059),(19 122.09973),(20 124.95926),(21 127.712845),(22 130.22527),(23 134.40599),(24 137.8346),(25 141.09549),(26 143.50336),(27 143.63745),(28 149.4575),(29 153.14024),(30 157.6311),(31 160.42128),(32 162.8954),(33 165.5322),(34 168.30237),(35 169.24153),(36 173.13507),(37 175.00696),(38 177.71436),(39 178.2487),(40 180.24103),(41 182.19281),(42 184.27234),(43 186.3382),(44 185.12843),(45 186.54631),(46 188.83347),(47 192.30359),(48 193.22684),(49 193.39264),(50 198.08578),(51 195.37845),(52 198.30046),(53 196.78476),(54 197.38669),(55 199.85895),(56 198.88661),(57 202.97011),(58 204.46455),(59 204.8681),(60 206.5384),(61 211.93752),(62 212.43298),(63 210.22537),(64 212.52908),(65 217.4154),(66 217.87924),(67 216.7906),(68 218.92317),(69 218.70699),(70 219.60904),(71 218.84375),(72 219.58421),(73 221.32233),(74 221.22),(75 218.05766),(76 219.62582),(77 221.18889),(78 221.05312),(79 219.1684),
(1 48.113758),(2 64.912125),(3 74.60812),(4 79.999596),(5 84.40188),(6 86.732834),(7 89.73916),(8 91.25318),(9 93.6311),(10 95.18167),(11 97.81767),(12 99.782455),(13 101.91931),(14 105.51919),(15 106.56032),(16 108.872406),(17 111.96214),(18 115.40555),(19 117.92184),(20 121.0542),(21 125.232346),(22 129.20773),(23 132.71461),(24 136.24974),(25 139.7145),(26 142.83893),(27 144.9494),(28 148.22292),(29 152.72014),(30 155.32835),(31 161.41614),(32 165.55754),(33 168.4862),(34 170.00728),(35 170.84517),(36 174.38615),(37 175.02911),(38 176.2798),(39 177.1395),(40 179.61946),(41 181.5422),(42 183.5352),(43 184.71931),(44 185.49185),(45 186.23193),(46 188.32625),(47 188.66858),(48 189.37367),(49 190.5496),(50 192.78015),(51 190.83842),(52 194.3096),(53 192.43735),(54 195.07166),(55 195.3945),(56 194.77249),(57 197.79143),(58 200.33739),(59 202.7687),(60 204.04568),(61 203.70712),(62 205.19926),(63 202.86006),(64 207.17258),(65 207.58063),(66 209.81194),(67 210.20154),(68 208.83653),(69 211.63062),(70 213.17079),(71 214.71509),(72 215.95935),(73 216.02505),(74 216.54036),(75 213.4376),(76 215.367),(77 217.50494),(78 218.83951),(79 218.03767),
(1 48.676617),(2 65.64651),(3 74.76772),(4 80.4076),(5 84.59196),(6 87.41672),(7 90.81592),(8 92.44402),(9 95.419235),(10 97.682686),(11 100.17289),(12 101.78593),(13 104.65256),(14 108.56678),(15 108.684456),(16 111.381584),(17 114.16083),(18 116.916245),(19 120.86195),(20 123.27073),(21 129.01218),(22 131.53612),(23 134.24876),(24 137.887),(25 140.98727),(26 146.6848),(27 147.38477),(28 151.68349),(29 155.17566),(30 159.645),(31 163.83408),(32 168.45547),(33 170.46568),(34 172.60583),(35 176.20932),(36 179.93742),(37 180.76297),(38 182.89763),(39 183.69893),(40 185.00735),(41 186.93738),(42 186.62776),(43 189.32628),(44 191.9853),(45 192.01155),(46 194.14873),(47 196.48918),(48 196.6741),(49 198.54616),(50 200.28256),(51 196.5785),(52 198.13495),(53 197.92088),(54 198.77946),(55 198.1087),(56 198.49658),(57 203.24149),(58 201.37056),(59 205.50778),(60 204.05963),(61 206.03339),(62 208.45863),(63 208.78017),(64 211.49896),(65 211.92204),(66 214.44342),(67 213.25394),(68 213.60399),(69 213.7359),(70 214.08757),(71 213.69237),(72 216.39803),(73 215.98608),(74 220.42175),(75 216.50601),(76 218.50677),(77 219.39207),(78 218.82085),(79 218.54445),
(1 47.75077),(2 63.97405),(3 73.98132),(4 79.9092),(5 84.07482),(6 87.41656),(7 90.025955),(8 91.97169),(9 95.065735),(10 96.34612),(11 98.33421),(12 99.47177),(13 103.117134),(14 106.1733),(15 106.67466),(16 109.01909),(17 112.95559),(18 115.19574),(19 119.376015),(20 120.046135),(21 124.40876),(22 128.85457),(23 130.05338),(24 132.23434),(25 137.37236),(26 144.00937),(27 144.3846),(28 149.05983),(29 152.62338),(30 156.86229),(31 159.98346),(32 161.08116),(33 164.4378),(34 169.90193),(35 170.95074),(36 175.1018),(37 175.46849),(38 178.145),(39 178.79033),(40 183.42226),(41 184.76756),(42 184.95097),(43 188.50587),(44 189.40305),(45 188.7071),(46 192.46295),(47 190.8323),(48 192.8367),(49 194.38652),(50 197.58128),(51 194.53325),(52 194.88318),(53 196.90689),(54 196.0972),(55 195.86845),(56 196.65392),(57 199.9756),(58 201.8724),(59 200.45335),(60 204.04575),(61 202.97446),(62 204.96689),(63 204.4975),(64 206.70222),(65 210.00943),(66 209.45825),(67 209.62627),(68 210.18608),(69 210.8676),(70 211.0443),(71 212.65234),(72 215.2079),(73 215.65546),(74 218.27995),(75 213.39633),(76 215.93358),(77 215.20572),(78 217.47855),(79 217.0455),
(1 46.969154),(2 63.904305),(3 72.580925),(4 78.891396),(5 83.62225),(6 87.04318),(7 89.37081),(8 91.78586),(9 93.5629),(10 95.92973),(11 97.7235),(12 99.8607),(13 101.415855),(14 105.514275),(15 105.51494),(16 108.058846),(17 110.70823),(18 112.55348),(19 116.81895),(20 119.403694),(21 122.68254),(22 125.694046),(23 130.76643),(24 132.32536),(25 135.41919),(26 140.8589),(27 142.35342),(28 146.3206),(29 149.68875),(30 152.51456),(31 156.19371),(32 159.02711),(33 160.15842),(34 162.1451),(35 163.5088),(36 166.32439),(37 169.4585),(38 171.18243),(39 171.7414),(40 175.81213),(41 174.00977),(42 178.16574),(43 179.65222),(44 179.87885),(45 181.24248),(46 181.73204),(47 183.82446),(48 184.13943),(49 185.94904),(50 187.05971),(51 185.16574),(52 186.25832),(53 188.90878),(54 189.72462),(55 190.57785),(56 191.35864),(57 192.78865),(58 193.83621),(59 196.53911),(60 198.46489),(61 198.96194),(62 201.89471),(63 201.14601),(64 202.85945),(65 204.38405),(66 208.10368),(67 205.79927),(68 205.62875),(69 206.25063),(70 207.15952),(71 206.4514),(72 210.3673),(73 210.32913),(74 210.4686),(75 208.38167),(76 210.62143),(77 212.1883),(78 213.38528),(79 214.96738),
(1 47.25173),(2 64.31994),(3 73.3108),(4 78.5535),(5 82.7656),(6 85.34637),(7 88.78126),(8 89.40908),(9 90.66184),(10 93.735344),(11 95.47304),(12 96.21661),(13 99.603226),(14 101.55845),(15 103.798904),(16 105.93838),(17 109.40497),(18 113.62421),(19 116.252495),(20 118.36129),(21 122.59013),(22 124.88607),(23 128.87294),(24 133.116),(25 136.6975),(26 140.99059),(27 143.68208),(28 148.49231),(29 150.8591),(30 153.72038),(31 158.41705),(32 161.40799),(33 163.98265),(34 166.22992),(35 168.07),(36 170.49167),(37 172.92776),(38 177.82088),(39 177.54932),(40 180.3697),(41 181.53494),(42 184.44446),(43 183.34026),(44 184.27565),(45 186.16252),(46 188.14162),(47 190.54199),(48 189.3157),(49 188.43617),(50 191.70306),(51 186.17635),(52 188.62898),(53 189.87149),(54 189.4002),(55 192.68282),(56 195.34099),(57 193.5288),(58 196.52596),(59 196.78992),(60 201.29367),(61 201.26805),(62 200.27669),(63 201.86948),(64 206.29587),(65 209.95233),(66 209.70938),(67 208.44408),(68 208.95898),(69 209.20001),(70 211.38606),(71 212.44156),(72 213.92534),(73 213.77939),(74 218.36559),(75 216.39334),(76 215.76389),(77 215.41937),(78 214.32607),(79 213.88556),
(1 46.358425),(2 63.299057),(3 71.70735),(4 76.60979),(5 80.89116),(6 83.71033),(7 86.17199),(8 88.423645),(9 91.33573),(10 92.52999),(11 94.68595),(12 95.3343),(13 98.605675),(14 100.21723),(15 101.34835),(16 103.41973),(17 106.61146),(18 109.6942),(19 112.305664),(20 115.300804),(21 118.61126),(22 122.62231),(23 124.64996),(24 126.827965),(25 131.82889),(26 136.12291),(27 137.27103),(28 142.28459),(29 146.99947),(30 150.08662),(31 153.65973),(32 157.35583),(33 158.216),(34 160.09395),(35 160.6169),(36 162.59773),(37 164.69019),(38 167.2065),(39 167.09497),(40 170.04623),(41 172.67961),(42 175.37215),(43 176.62431),(44 176.72597),(45 179.7154),(46 180.236),(47 181.50513),(48 182.83954),(49 181.49606),(50 183.47034),(51 180.35689),(52 182.80756),(53 185.12167),(54 186.01056),(55 187.75818),(56 188.24364),(57 191.90916),(58 191.89236),(59 195.7787),(60 194.061),(61 195.08038),(62 198.68376),(63 197.07742),(64 199.41014),(65 201.47067),(66 202.64145),(67 203.07478),(68 202.139),(69 204.61505),(70 206.0238),(71 205.3681),(72 205.99823),(73 206.54988),(74 207.3495),(75 204.6312),(76 205.35861),(77 206.05167),(78 203.7521),(79 205.25092),
(1 45.782917),(2 61.836403),(3 70.53821),(4 75.92895),(5 80.248505),(6 83.12611),(7 86.113655),(8 87.31935),(9 88.9057),(10 90.3493),(11 92.8361),(12 94.1426),(13 97.35863),(14 99.418015),(15 100.94619),(16 103.40368),(17 106.322105),(18 109.24378),(19 112.71529),(20 117.311554),(21 120.10028),(22 122.30482),(23 125.51492),(24 129.49673),(25 131.47014),(26 135.76582),(27 137.68521),(28 140.56462),(29 144.1937),(30 148.7906),(31 150.9687),(32 154.4062),(33 158.2428),(34 160.4759),(35 161.04433),(36 164.36826),(37 164.65819),(38 168.35362),(39 168.29745),(40 170.59644),(41 173.21408),(42 175.37917),(43 177.05275),(44 179.00723),(45 181.10144),(46 181.74428),(47 184.01639),(48 183.7671),(49 184.5368),(50 187.76062),(51 184.27458),(52 186.81386),(53 187.47739),(54 188.91014),(55 190.64214),(56 190.36696),(57 191.90337),(58 195.10788),(59 197.84726),(60 199.13704),(61 198.39613),(62 203.5216),(63 197.99254),(64 201.44666),(65 203.91856),(66 205.8789),(67 204.96791),(68 203.62903),(69 203.39209),(70 206.50961),(71 208.20613),(72 208.20674),(73 209.907),(74 212.1559),(75 209.17688),(76 210.96223),(77 209.88896),(78 211.02007),(79 211.42924),
(1 45.557545),(2 61.72084),(3 70.291374),(4 76.10246),(5 80.88524),(6 84.06011),(7 87.06712),(8 88.54499),(9 90.9516),(10 91.98621),(11 93.88597),(12 96.0414),(13 98.17688),(14 100.73515),(15 102.47714),(16 105.425415),(17 109.714836),(18 114.01029),(19 117.594696),(20 120.52779),(21 122.11991),(22 124.93272),(23 127.49615),(24 131.59735),(25 135.77083),(26 137.21742),(27 139.04291),(28 144.46675),(29 145.98434),(30 146.96718),(31 151.57257),(32 152.86812),(33 155.3062),(34 157.11774),(35 160.52782),(36 162.72678),(37 165.15596),(38 167.01167),(39 168.8075),(40 167.75087),(41 169.34064),(42 169.82999),(43 171.38643),(44 171.91888),(45 173.84972),(46 175.07394),(47 175.05832),(48 177.2685),(49 178.4664),(50 179.90991),(51 177.70209),(52 179.94896),(53 182.5103),(54 182.68877),(55 185.18704),(56 185.61287),(57 187.2768),(58 188.03557),(59 190.23567),(60 190.04593),(61 192.00133),(62 192.01093),(63 192.12517),(64 195.1437),(65 195.8845),(66 197.06424),(67 197.4395),(68 199.9925),(69 200.92091),(70 201.46696),(71 204.02124),(72 204.28026),(73 202.73848),(74 205.66293),(75 202.16714),(76 203.91539),(77 202.31651),(78 201.58261),(79 200.81215),
(1 45.26641),(2 60.946026),(3 69.871704),(4 74.90774),(5 78.848114),(6 81.87274),(7 84.52373),(8 85.93563),(9 88.03522),(10 90.73148),(11 92.76876),(12 94.67636),(13 96.78686),(14 99.28595),(15 101.417015),(16 103.74149),(17 105.68042),(18 107.72256),(19 109.86019),(20 111.706955),(21 116.21556),(22 117.97363),(23 121.03266),(24 124.10806),(25 127.77074),(26 130.25552),(27 133.60544),(28 136.4791),(29 140.89423),(30 145.27461),(31 150.16615),(32 151.5589),(33 154.13551),(34 157.89458),(35 158.74628),(36 159.57463),(37 161.67772),(38 165.48973),(39 165.60155),(40 167.44743),(41 169.70773),(42 173.01399),(43 174.36124),(44 176.1004),(45 177.76076),(46 177.05606),(47 178.31671),(48 178.3937),(49 180.21013),(50 183.56018),(51 180.86537),(52 182.87285),(53 180.57608),(54 182.89478),(55 182.69717),(56 182.69913),(57 186.66881),(58 185.18698),(59 188.13986),(60 190.81224),(61 192.11226),(62 192.63321),(63 190.78546),(64 193.40628),(65 196.87662),(66 196.19917),(67 196.34894),(68 196.1778),(69 196.30582),(70 196.64665),(71 199.89113),(72 200.95229),(73 200.44862),(74 201.49957),(75 199.83687),(76 198.95335),(77 200.44487),(78 201.97205),(79 199.02545),
