1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2041.4271),(2 4135.541),(3 6203.4536),(4 7744.0615),(5 9274.422),(6 10363.36),(7 11451.538),(8 12256.5625),(9 13352.509),(10 14961.467),(11 16399.145),(12 17513.967),(13 19279.598),(14 21385.758),(15 23219.559),(16 25144.604),(17 27214.31),(18 29069.486),(19 30981.008),(20 32810.74),(21 35426.113),(22 36992.48),(23 38012.938),(24 39943.195),(25 41349.66),(26 43195.72),(27 44581.215),(28 45882.57),(29 47006.605),(30 48771.047),(31 49367.297),(32 50384.938),(33 51041.086),(34 51751.184),(35 52345.24),(36 51860.215),(37 51977.27),(38 52786.76),(39 53164.258),(40 53570.48),(41 53986.88),(42 53489.707),(43 53688.34),(44 53627.375),(45 53437.6),(46 53901.113),(47 53377.063),(48 54069.707),(49 54423.984),(50 54670.754),(51 54755.64),(52 54093.547),(53 54332.7),(54 54666.996),(55 54228.38),(56 54364.375),(57 54485.06),(58 55432.918),(59 55158.668),(60 55380.62),(61 54938.21),(62 55161.043),(63 54885.72),(64 55358.95),(65 54535.75),(66 54571.867),(67 54105.082),(68 54789.414),(69 54490.94),(70 54582.977),(71 53835.74),(72 54493.395),(73 54579.145),(74 54902.71),(75 54065.516),(76 54655.664),(77 54673.18),(78 54049.254),(79 54321.707),
(1 2009.0557),(2 3919.3135),(3 6011.439),(4 7466.106),(5 8986.688),(6 9931.589),(7 10849.552),(8 11549.322),(9 12724.173),(10 14239.214),(11 15521.478),(12 16767.238),(13 18524.139),(14 20692.896),(15 22660.68),(16 24368.258),(17 26563.766),(18 28430.734),(19 30245.66),(20 32146.137),(21 33790.332),(22 35123.836),(23 36445.54),(24 37958.72),(25 39088.082),(26 41200.59),(27 42077.1),(28 43043.348),(29 44630.03),(30 45682.867),(31 46945.652),(32 48122.07),(33 48591.805),(34 48848.13),(35 49835.754),(36 49471.563),(37 49861.453),(38 49819.645),(39 50274.645),(40 50247.805),(41 50216.65),(42 50759.02),(43 50871.863),(44 50961.004),(45 51117.57),(46 51249.414),(47 51070.27),(48 50900.594),(49 51423.996),(50 52097.03),(51 51656.504),(52 52060.613),(53 52029.91),(54 52256.227),(55 52738.566),(56 52824.98),(57 52603.2),(58 52321.098),(59 52617.76),(60 52639.133),(61 52841.633),(62 52875.215),(63 53093.305),(64 52641.063),(65 52863.19),(66 52695.758),(67 52775.34),(68 52513.133),(69 52545.453),(70 53155.945),(71 52869.75),(72 53167.02),(73 52995.05),(74 52988.62),(75 52726.46),(76 52340.83),(77 52732.72),(78 52090.063),(79 52537.64),
(1 1962.7158),(2 3955.8213),(3 6051.868),(4 7492.049),(5 9023.516),(6 9911.135),(7 10802.243),(8 11616.16),(9 12709.072),(10 14114.456),(11 15381.016),(12 16635.652),(13 18323.559),(14 20343.797),(15 21817.137),(16 23708.14),(17 25709.443),(18 28323.07),(19 30036.14),(20 32317.844),(21 33574.945),(22 34923.76),(23 36746.37),(24 37727.62),(25 38957.06),(26 40348.51),(27 41755.695),(28 42779.97),(29 44064.555),(30 44488.68),(31 45418.99),(32 46121.574),(33 46190.918),(34 47500.16),(35 47718.527),(36 48398.723),(37 48544.414),(38 48632.77),(39 49197.39),(40 49039.11),(41 48910.99),(42 49847.004),(43 49486.9),(44 49173.895),(45 49847.85),(46 50177.04),(47 50066.555),(48 49275.78),(49 49991.965),(50 49830.58),(51 49288.883),(52 49123.813),(53 49374.26),(54 49512.035),(55 50095.348),(56 49607.75),(57 49505.516),(58 49251.074),(59 49438.523),(60 49977.96),(61 49855.586),(62 50070.31),(63 50086.527),(64 49872.523),(65 50278.977),(66 50118.06),(67 49664.93),(68 50415.234),(69 50899.26),(70 50390.277),(71 50488.46),(72 50964.625),(73 51515.746),(74 51330.836),(75 51202.688),(76 50971.973),(77 50998.566),(78 51138.47),(79 51429.207),
(1 1901.5201),(2 3785.5764),(3 5690.7925),(4 7099.003),(5 8490.755),(6 9419.298),(7 10400.292),(8 11253.419),(9 12387.53),(10 13605.271),(11 14814.235),(12 15992.958),(13 17615.754),(14 19332.03),(15 20768.705),(16 22284.09),(17 24331.852),(18 26225.1),(19 27498.896),(20 29085.871),(21 30790.512),(22 32289.852),(23 33708.613),(24 35145.313),(25 36093.684),(26 37424.234),(27 38749.945),(28 39430.54),(29 39920.766),(30 41430.957),(31 42105.613),(32 43035.465),(33 43601.33),(34 44554.188),(35 44371.91),(36 45499.32),(37 45698.355),(38 46203.61),(39 46315.39),(40 46487.62),(41 47060.297),(42 47228.465),(43 46976.594),(44 46980.14),(45 47318.1),(46 47958.28),(47 48183.645),(48 47667.043),(49 48672.29),(50 48524.76),(51 48191.227),(52 48180.688),(53 48022.406),(54 48401.266),(55 48807.71),(56 49145.28),(57 48753.94),(58 48988.266),(59 49100.52),(60 49359.47),(61 49898.06),(62 49569.336),(63 49242.758),(64 49428.797),(65 49676.82),(66 49337.94),(67 49685.008),(68 49733.387),(69 49991.18),(70 49429.56),(71 49428.266),(72 50194.566),(73 50044.535),(74 49863.965),(75 49546.2),(76 49316.207),(77 48878.71),(78 49062.28),(79 49297.74),
(1 1875.4377),(2 3734.871),(3 5597.711),(4 7016.165),(5 8388.603),(6 9293.393),(7 10249.159),(8 11097.602),(9 12142.437),(10 13336.792),(11 14481.146),(12 15502.343),(13 16693.756),(14 18384.037),(15 19986.016),(16 21291.95),(17 23227.654),(18 24830.92),(19 26525.764),(20 28039.268),(21 29164.656),(22 30411.793),(23 31918.418),(24 33070.418),(25 33751.965),(26 34620.336),(27 35743.477),(28 36705.566),(29 37909.016),(30 38701.934),(31 39293.047),(32 39573.145),(33 40479.4),(34 41412.156),(35 41454.555),(36 41708.984),(37 41974.945),(38 42274.9),(39 42309.813),(40 42896.918),(41 42631.9),(42 42793.742),(43 42974.32),(44 43431.406),(45 43244.82),(46 43380.992),(47 43473.984),(48 43974.156),(49 44315.05),(50 44759.992),(51 44712.492),(52 44375.332),(53 44913.3),(54 45102.72),(55 45051.047),(56 44971.156),(57 44919.84),(58 45219.875),(59 45827.305),(60 45869.777),(61 45392.758),(62 45799.906),(63 44870.207),(64 45603.074),(65 45501.266),(66 45698.62),(67 46172.79),(68 45831.453),(69 45452.28),(70 44987.14),(71 45355.066),(72 45014.797),(73 45254.176),(74 45283.793),(75 45639.41),(76 45410.426),(77 45036.453),(78 45570.813),(79 44794.09),
(1 1825.12),(2 3585.3699),(3 5303.9644),(4 6564.7583),(5 7775.4775),(6 8572.654),(7 9411.951),(8 10151.965),(9 11194.442),(10 12416.013),(11 13592.185),(12 14568.696),(13 15768.105),(14 17385.615),(15 18913.57),(16 20596.984),(17 21905.031),(18 23107.764),(19 25259.668),(20 26886.096),(21 27881.492),(22 29615.188),(23 30518.502),(24 32005.338),(25 32986.754),(26 34140.16),(27 35119.117),(28 36604.703),(29 38011),(30 38514.223),(31 39449.016),(32 40266.33),(33 41026.637),(34 42189.04),(35 42966.83),(36 42715.28),(37 43408.793),(38 43296.227),(39 43386.93),(40 43777.383),(41 43561.633),(42 43902.99),(43 43791.93),(44 43827.49),(45 43821.688),(46 43719.117),(47 43545.727),(48 44119.664),(49 43940.305),(50 43905.664),(51 43867.06),(52 43845.97),(53 44196.99),(54 44599.33),(55 44243.457),(56 43950.69),(57 44145.727),(58 43925.58),(59 44150.11),(60 43973.19),(61 43736.703),(62 44135.652),(63 44028.023),(64 44501.363),(65 44007.797),(66 44436.758),(67 44415.18),(68 44219.39),(69 44270.957),(70 44457.67),(71 44144.563),(72 43668.707),(73 44259.23),(74 44608.203),(75 44475.33),(76 43599.645),(77 43915.88),(78 44415.36),(79 44675.934),
(1 1829.6091),(2 3619.3645),(3 5354.906),(4 6670.42),(5 7987.177),(6 8793.245),(7 9644.458),(8 10384.636),(9 11289.041),(10 12243.241),(11 13271.163),(12 14197.243),(13 15453.044),(14 17044.125),(15 18480.727),(16 19738.09),(17 21544.63),(18 22848.936),(19 24795.127),(20 26321.508),(21 27417.717),(22 28711.443),(23 29954.703),(24 31112.492),(25 31602.12),(26 32830.965),(27 34300.457),(28 35136.54),(29 35895.004),(30 36309.99),(31 37344.37),(32 38491.46),(33 39404.9),(34 40143.617),(35 40470.7),(36 40566.12),(37 40669.35),(38 41130.563),(39 41603.645),(40 42092.28),(41 41949.113),(42 41470.586),(43 41899.617),(44 42126.965),(45 41955.8),(46 42395.016),(47 42707.258),(48 42631.58),(49 42428.785),(50 42516.156),(51 42753.383),(52 42469.883),(53 43169.523),(54 43233.168),(55 42960.684),(56 42422.707),(57 42441.656),(58 43046.676),(59 42881.81),(60 43081.547),(61 42631.49),(62 42638.6),(63 43208.047),(64 42376.984),(65 42544.38),(66 42262.156),(67 42174.62),(68 41775.965),(69 42363.727),(70 42919.492),(71 42596.594),(72 42681.953),(73 42596.207),(74 42955.74),(75 42739.406),(76 42743.984),(77 42988.03),(78 43420.29),(79 43697.516),
(1 1801.6991),(2 3529.5833),(3 5264.739),(4 6547.357),(5 7836.39),(6 8618.793),(7 9468.827),(8 10200.433),(9 11104.176),(10 12203.143),(11 13181.632),(12 14186.886),(13 15500.496),(14 17092.443),(15 18234.127),(16 19643.135),(17 21203.412),(18 22779.766),(19 24948.705),(20 26034.934),(21 27707.492),(22 28952.813),(23 30359.803),(24 31561.924),(25 32442.225),(26 33782.363),(27 34772.914),(28 36211.027),(29 36205.125),(30 37452.215),(31 37854.16),(32 38866.85),(33 39950.87),(34 40774.633),(35 40763.832),(36 41303.914),(37 41691.855),(38 41788.598),(39 42023.15),(40 42362.945),(41 41949.484),(42 41999.2),(43 41751.85),(44 41869.81),(45 41953.965),(46 42143.586),(47 42396.016),(48 42006.61),(49 42041.07),(50 42453.266),(51 42940.973),(52 43172.676),(53 42209.51),(54 42368.535),(55 42263.72),(56 42318.152),(57 42212.47),(58 42099.13),(59 42657.957),(60 42307.434),(61 42086.563),(62 42190.598),(63 42022.375),(64 41862.832),(65 42428.19),(66 42134.33),(67 41605.992),(68 42265.145),(69 42297.95),(70 42345.64),(71 42417.17),(72 41970.684),(73 41989.84),(74 42618.84),(75 42534.08),(76 42380.297),(77 42489.953),(78 42717.188),(79 43104.934),
(1 1815.5913),(2 3628.849),(3 5390.753),(4 6727.7153),(5 8062.994),(6 8840.077),(7 9651.243),(8 10464.811),(9 11361.256),(10 12429.301),(11 13205.616),(12 14039.466),(13 15180.129),(14 16542.691),(15 18172.66),(16 19700.377),(17 21225.031),(18 22810.006),(19 24467.352),(20 26015.076),(21 27345.555),(22 28387.719),(23 29492.115),(24 30379.93),(25 31781.795),(26 32674.521),(27 33448.33),(28 35330.906),(29 35669.01),(30 36186.32),(31 37192.535),(32 38128.902),(33 38712.42),(34 39492.902),(35 39779.45),(36 40135.51),(37 40102.65),(38 40542.297),(39 40996.71),(40 41407.332),(41 41135.523),(42 41142.34),(43 41422.953),(44 41044.563),(45 41263.32),(46 41814.223),(47 42187.76),(48 42083.668),(49 40943.375),(50 41765.445),(51 42240.215),(52 42369.395),(53 42028.363),(54 42085.414),(55 42054.266),(56 41802.797),(57 42257.203),(58 42486.688),(59 42493.78),(60 41615.11),(61 41807.723),(62 42100.34),(63 41389.17),(64 41380.78),(65 41825.027),(66 42123.17),(67 41514.414),(68 41818.65),(69 41625.285),(70 42336.516),(71 41963.55),(72 42173.402),(73 42051.71),(74 42061.45),(75 41783.902),(76 41369.59),(77 42336.938),(78 42642.094),(79 42315.504),
(1 1746.655),(2 3438.4695),(3 5071.3335),(4 6293.9067),(5 7489.252),(6 8259.05),(7 9046.006),(8 9734.49),(9 10605.416),(10 11553.571),(11 12591.192),(12 13420.129),(13 14814.176),(14 16112.663),(15 17594.408),(16 18448.355),(17 20046.715),(18 21484.332),(19 22741.31),(20 23959.078),(21 25232.525),(22 26455.701),(23 27240.18),(24 28440.818),(25 29778.588),(26 30262.42),(27 31246.52),(28 31981.137),(29 33120.47),(30 33913.23),(31 34481.797),(32 35690.066),(33 35715.305),(34 36338.48),(35 36702.387),(36 36864.62),(37 37296.793),(38 37660.24),(39 38056.977),(40 38533.043),(41 38506.81),(42 38573.66),(43 38341.71),(44 38461.62),(45 38306.344),(46 38388.918),(47 38937.313),(48 38619.883),(49 38651.105),(50 39339.83),(51 39294.406),(52 39339.438),(53 38769.04),(54 39560.152),(55 39608.484),(56 39452.605),(57 39563.492),(58 39781.574),(59 39286.38),(60 39268.785),(61 39190.76),(62 39698.46),(63 39503.715),(64 39053.14),(65 39023.77),(66 39498.758),(67 39235.563),(68 38914.203),(69 39444.18),(70 39300.508),(71 38959.273),(72 39044.805),(73 39043.06),(74 38955.195),(75 39031.95),(76 38077.793),(77 38617.855),(78 38815.414),(79 38822.863),
(1 1748.4744),(2 3415.728),(3 4983.9043),(4 6150.253),(5 7292.938),(6 8063.1753),(7 8894.051),(8 9579.863),(9 10520.571),(10 11646.663),(11 12778.342),(12 13811.806),(13 14953.613),(14 16378.559),(15 17718.922),(16 18821.164),(17 20234.908),(18 21684.766),(19 23267.81),(20 24291.416),(21 25503.639),(22 26631.121),(23 27387.379),(24 28515.17),(25 29419.627),(26 30367.129),(27 31446.35),(28 32290.428),(29 32912.016),(30 33883.918),(31 34692.156),(32 35971.3),(33 35767.4),(34 36454.258),(35 36987.844),(36 36711.387),(37 37185.13),(38 37667.65),(39 38137.74),(40 38078.24),(41 37823.313),(42 37921.914),(43 37859.543),(44 38321.902),(45 38307.09),(46 38740.21),(47 38870.438),(48 38805.34),(49 38793.93),(50 39090.883),(51 39225.74),(52 39522.43),(53 38625.664),(54 38762.895),(55 39495.184),(56 39051.44),(57 39462.105),(58 39663.26),(59 38972.652),(60 39060.1),(61 38829.664),(62 39678.348),(63 39744.77),(64 39547.586),(65 39631.273),(66 39873),(67 39762.1),(68 39433.594),(69 39469.754),(70 39635.71),(71 38985.637),(72 39123.977),(73 39112.617),(74 39080.055),(75 39263.83),(76 38644.656),(77 38590.965),(78 39123.285),(79 39025.066),
(1 1715.9718),(2 3388.778),(3 4983.027),(4 6182.3335),(5 7419.258),(6 8183.541),(7 9036.04),(8 9657.209),(9 10455.034),(10 11589.244),(11 12618.926),(12 13561.943),(13 14777.626),(14 15925.494),(15 17362.285),(16 18423.705),(17 19774.354),(18 20843.463),(19 22231.244),(20 22998.436),(21 24013.652),(22 25091.908),(23 25780.172),(24 26339.943),(25 27515.826),(26 28390.404),(27 28985.379),(28 29913.563),(29 30566.52),(30 31796.992),(31 32691.123),(32 33306.953),(33 33659.895),(34 33742.402),(35 34528.492),(36 34711.926),(37 34540.777),(38 34972.832),(39 35397.652),(40 35586.824),(41 34992.63),(42 35248.355),(43 35782.527),(44 35668.293),(45 35576.813),(46 35880.527),(47 35779.816),(48 35811.914),(49 36367.063),(50 36761.16),(51 36628.676),(52 36810.92),(53 36409.035),(54 36536.64),(55 36729.973),(56 37044.223),(57 37159.07),(58 37437.383),(59 36750.066),(60 36901.234),(61 36588.15),(62 36627.598),(63 36710.45),(64 36433.684),(65 36641.75),(66 36935.31),(67 36513.074),(68 36746.17),(69 36343.004),(70 36480.28),(71 35926.316),(72 36057.31),(73 36256.137),(74 36447.492),(75 36407.97),(76 36408.813),(77 35973.49),(78 36545.875),(79 36283.094),
(1 1624.1223),(2 3196.8357),(3 4737.5654),(4 5834.5083),(5 6957.858),(6 7641.016),(7 8400.568),(8 9000.357),(9 9852.46),(10 10913.472),(11 11869.554),(12 12989.74),(13 14166.395),(14 15411.683),(15 16750.78),(16 17804.094),(17 19135.627),(18 20445.863),(19 21481.578),(20 22771.863),(21 23750.781),(22 24347.787),(23 25158.645),(24 25902.748),(25 26495.826),(26 27362.854),(27 28148.896),(28 28777.012),(29 29664.992),(30 29983.15),(31 30835.508),(32 30955.396),(33 31752.125),(34 31732.273),(35 32647.791),(36 32597.39),(37 32948.863),(38 33090.465),(39 33690.996),(40 33682.56),(41 33123.707),(42 32912.74),(43 33389.914),(44 33348.008),(45 33348.363),(46 32941.438),(47 33394.402),(48 33662.598),(49 33893.297),(50 34012.31),(51 34349.87),(52 34070.81),(53 34200.566),(54 33928.453),(55 34286.617),(56 34075.36),(57 34304.586),(58 34397.31),(59 34300.523),(60 34049.29),(61 34251.75),(62 34293.46),(63 34106.47),(64 34115.453),(65 34389.52),(66 34344.137),(67 34151.594),(68 34395.1),(69 34658.73),(70 34208.844),(71 34323.62),(72 34018.47),(73 33874.742),(74 34244.82),(75 34107.24),(76 34092.77),(77 34012.117),(78 34266.83),(79 34110.184),
(1 1613.2202),(2 3126.2952),(3 4649.603),(4 5775.3467),(5 6861.4546),(6 7587.0386),(7 8350.251),(8 8894.111),(9 9747.605),(10 10707.856),(11 11572.26),(12 12553.706),(13 13584.412),(14 14735.945),(15 15756.798),(16 16956.55),(17 17979.926),(18 19314.094),(19 20944.45),(20 22119.563),(21 22797.725),(22 23870.85),(23 25012.852),(24 26003.217),(25 26662.783),(26 27876.762),(27 28852.416),(28 29421.76),(29 30262.434),(30 31068.357),(31 31656.596),(32 32326.73),(33 32462.445),(34 33661.676),(35 33843.754),(36 33954.89),(37 33986.03),(38 34436.55),(39 34498.074),(40 34383.85),(41 34122.906),(42 34450.56),(43 34469.92),(44 34474.367),(45 34424.7),(46 34462.82),(47 34565.33),(48 34458.336),(49 34835.016),(50 34724.734),(51 35292.645),(52 35086.047),(53 35587.816),(54 34930.895),(55 34722.91),(56 34762.598),(57 34528.656),(58 34747.34),(59 34946.543),(60 34912.727),(61 34765.793),(62 34868.38),(63 35100.824),(64 35240.395),(65 35638.914),(66 35501.293),(67 34787.676),(68 35001.832),(69 35028.51),(70 34984.832),(71 35404.17),(72 35358.53),(73 35432.2),(74 35483.71),(75 35164.367),(76 34956.664),(77 34949.477),(78 34795.676),(79 35164.406),
(1 1606.0643),(2 3079.6448),(3 4497.9287),(4 5509.4287),(5 6492.2944),(6 7166.551),(7 7832.629),(8 8357.183),(9 9103.449),(10 10035.817),(11 10909.001),(12 11925.297),(13 12794.891),(14 13989.621),(15 15144.113),(16 16274.785),(17 16974.39),(18 18216.547),(19 19557.02),(20 20335.24),(21 21085.162),(22 22042.717),(23 23210.568),(24 23922.28),(25 24278.623),(26 25386.195),(27 26114.87),(28 26505.412),(29 27246.18),(30 28272.715),(31 28329.861),(32 28924.748),(33 28898.953),(34 29506.627),(35 29919.209),(36 30400.396),(37 30267.723),(38 31100.586),(39 31143.82),(40 30959.932),(41 31036.316),(42 31192.34),(43 31298.219),(44 31566.973),(45 31284.326),(46 31495.557),(47 31534.654),(48 31515.23),(49 31690.611),(50 31914.979),(51 32068.727),(52 32019.525),(53 32092.861),(54 32099.727),(55 31881.873),(56 32048.316),(57 32059.07),(58 32281.7),(59 32284.553),(60 32233.73),(61 31997.139),(62 32622.076),(63 32363.822),(64 32641.41),(65 32460.637),(66 32562.813),(67 32428.988),(68 32470.52),(69 32387.834),(70 32319.203),(71 32276.37),(72 32575.178),(73 32452.227),(74 33176.258),(75 32960.117),(76 32468.611),(77 32737.926),(78 32704.537),(79 32813.42),
(1 1607.8154),(2 3116.4844),(3 4462.054),(4 5373.8706),(5 6323.6753),(6 6955.069),(7 7606.1514),(8 8111.5728),(9 8822.408),(10 9702.776),(11 10433.641),(12 11217.626),(13 12107.484),(14 13070.22),(15 14182.478),(16 15147.04),(17 16289.045),(18 17578.232),(19 18768.861),(20 19355.453),(21 20261.59),(22 21381.408),(23 22186.78),(24 22566.74),(25 23493.83),(26 24214.05),(27 25159.12),(28 25434.166),(29 26020.816),(30 27032.94),(31 27931.61),(32 28345.78),(33 29002.822),(34 29141.744),(35 29242.164),(36 29742.775),(37 29580.492),(38 29897.756),(39 30444.172),(40 30472.402),(41 30440.297),(42 30926.158),(43 30739.049),(44 30695.686),(45 30930.521),(46 30656.305),(47 30747.348),(48 30682.215),(49 30877.852),(50 31132.117),(51 31005.953),(52 31082.74),(53 31186.512),(54 31120.59),(55 31294.818),(56 31558.223),(57 31828.225),(58 31912.816),(59 31980.291),(60 31746.086),(61 31747.63),(62 32092.063),(63 32333.744),(64 31747.799),(65 31575.012),(66 31567.115),(67 31695.85),(68 31576.28),(69 31804.527),(70 31827.387),(71 31581.621),(72 31463.723),(73 31835.95),(74 32204.482),(75 31893.498),(76 31889.129),(77 32103.367),(78 31978.96),(79 31669.62),
(1 1549.3783),(2 2937.884),(3 4158.7446),(4 5120.0938),(5 6082.327),(6 6705.6045),(7 7353.2407),(8 7960.331),(9 8708.411),(10 9591.8955),(11 10322.703),(12 11092.834),(13 11906.108),(14 12769.06),(15 13868.291),(16 14780.026),(17 16202.545),(18 17345.79),(19 18288.742),(20 18926.318),(21 20021.082),(22 21041.041),(23 21690.912),(24 22101.27),(25 22603.654),(26 23370.098),(27 24370.945),(28 24771.072),(29 25212.238),(30 26064.523),(31 26564.066),(32 27155.992),(33 27347.148),(34 27370.303),(35 27709.951),(36 28196.547),(37 28218.512),(38 28307.94),(39 28539.883),(40 28890.752),(41 28421.463),(42 28953.418),(43 28793.102),(44 28618.227),(45 28680.813),(46 28683.922),(47 28644.453),(48 28879.766),(49 28729.707),(50 29056.781),(51 29135.98),(52 29044.889),(53 28898.127),(54 28553.17),(55 29041.4),(56 29526.45),(57 29123.865),(58 29215.297),(59 28971.582),(60 29000.752),(61 28965.348),(62 29226.266),(63 29206.648),(64 29155.19),(65 29158.736),(66 29353.5),(67 29298.89),(68 29592.51),(69 29647.066),(70 29655.422),(71 29265.648),(72 29366.885),(73 29068.168),(74 29480.924),(75 29505.303),(76 29601.87),(77 29244.844),(78 29609.234),(79 29214.717),
(1 1557.4073),(2 3001.143),(3 4284.563),(4 5293.087),(5 6312.2856),(6 7016.5454),(7 7748.8027),(8 8292.906),(9 9039.918),(10 9869.171),(11 10678.553),(12 11340.725),(13 12149.509),(14 13143.555),(15 13912.567),(16 14657.311),(17 16229.658),(18 17175.72),(19 17847.883),(20 18946.408),(21 19654.844),(22 20309.951),(23 20659.604),(24 21881.65),(25 22191.633),(26 23138.016),(27 23783.996),(28 24804.117),(29 25155.54),(30 25570.65),(31 25855.047),(32 26403.201),(33 26534.205),(34 26919.838),(35 26786.674),(36 27085.092),(37 27123.967),(38 27360.572),(39 27523.45),(40 27556.684),(41 27942.512),(42 27920.236),(43 27939.51),(44 28330.955),(45 27618.438),(46 28106.615),(47 28383.57),(48 28244.33),(49 27834.615),(50 28247.959),(51 28600.277),(52 28354.31),(53 28590.03),(54 28415.771),(55 28741.332),(56 28837.443),(57 29051.605),(58 29195.775),(59 29177.52),(60 29034.313),(61 29246.418),(62 29135.85),(63 29381.4),(64 29518.459),(65 28915.172),(66 29611.45),(67 29155.18),(68 29062.55),(69 29104.697),(70 29022.55),(71 28931.947),(72 29212.117),(73 29051.957),(74 29111.422),(75 29291.822),(76 28938.674),(77 28832.203),(78 28833.018),(79 28788.697),
