1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 333041.72),(2 1238489.5),(3 2674672.3),(4 4620912.5),(5 7035148),(6 9849636),(7 12993055),(8 16406555),(9 20022210),(10 23688040),(11 27399018),(12 31252282),(13 35480420),(14 39708972),(15 44089508),(16 48451292),(17 52732430),(18 57109844),(19 61553196),(20 65803996),(21 70006936),(22 74021416),(23 78259784),(24 82340870),(25 86402610),(26 90280440),(27 93592000),(28 96859830),(29 99464630),(30 101744770),(31 103910216),(32 105867990),(33 107481020),(34 108872680),(35 110411870),(36 111476970),(37 112447240),(38 113322370),(39 113970820),(40 114089176),(41 114033370),(42 113637510),(43 113370710),(44 112479810),(45 111392264),(46 110069340),(47 109557310),(48 108659780),(49 107938776),(50 107414550),(51 106474136),(52 105314720),(53 104130664),(54 102856480),(55 101623300),(56 100328360),(57 99201050),(58 98585144),(59 97853570),(60 97337370),(61 97105210),(62 96537090),(63 96232700),(64 96030310),(65 95980860),(66 95488290),(67 94934210),(68 94117630),(69 93247510),(70 92054110),(71 90809660),(72 89506660),(73 88434040),(74 87537090),(75 86883496),(76 86424920),(77 86172536),(78 86145944),(79 86113000),
(1 494647.6),(2 1885505.3),(3 4112724),(4 7083773.5),(5 10723483),(6 14903978),(7 19502620),(8 24389468),(9 29490276),(10 34675428),(11 39953070),(12 45506580),(13 51436570),(14 57437690),(15 63682804),(16 70078770),(17 76375630),(18 82780880),(19 89317030),(20 95631660),(21 101890200),(22 107941390),(23 114099120),(24 120119000),(25 126189864),(26 132224360),(27 137779380),(28 143335280),(29 148165460),(30 152513620),(31 156249060),(32 159525840),(33 162295890),(34 164729680),(35 167118560),(36 168875040),(37 170327730),(38 171554460),(39 172662100),(40 173401340),(41 173683660),(42 173805280),(43 174083660),(44 173933900),(45 173433310),(46 172567120),(47 172171940),(48 171284690),(49 170479460),(50 169713120),(51 168870240),(52 168022500),(53 167335860),(54 166795070),(55 166617940),(56 166497310),(57 166549400),(58 167086880),(59 167488690),(60 167993140),(61 168731970),(62 169042130),(63 169554930),(64 169964450),(65 170241760),(66 170221420),(67 169727980),(68 169059660),(69 168101420),(70 166824860),(71 165090640),(72 163331100),(73 161528270),(74 159896200),(75 158046620),(76 156113500),(77 154170340),(78 152155300),(79 150019740),
(1 486181.16),(2 1878536.5),(3 4156852.3),(4 7238128),(5 11090201),(6 15621485),(7 20721142),(8 26268522),(9 32150922),(10 38266660),(11 44610580),(12 51064788),(13 57642852),(14 64256064),(15 70903624),(16 77527704),(17 83786170),(18 89879736),(19 95727030),(20 101148696),(21 106526070),(22 111356320),(23 115963010),(24 120183464),(25 124236150),(26 128420730),(27 132338696),(28 136394480),(29 139940800),(30 143270270),(31 146134320),(32 148805360),(33 151414060),(34 153847020),(35 156332690),(36 158476370),(37 160531280),(38 162623600),(39 164996140),(40 167253970),(41 168965900),(42 170651970),(43 172633490),(44 174224270),(45 175345200),(46 176137420),(47 176906320),(48 176984400),(49 176986800),(50 176784030),(51 176594270),(52 176264780),(53 175682960),(54 175180620),(55 174916690),(56 174755580),(57 174670370),(58 174522940),(59 174384180),(60 174105570),(61 173853060),(62 173245660),(63 172532260),(64 171819060),(65 170880780),(66 169797010),(67 168350990),(68 166672880),(69 164779700),(70 162457760),(71 159921740),(72 157192660),(73 154298510),(74 151485500),(75 148415180),(76 145416960),(77 142399500),(78 139395660),(79 136334940),
(1 465109.34),(2 1789195.8),(3 3899237.8),(4 6705099.5),(5 10142818),(6 14132475),(7 18572768),(8 23340026),(9 28382664),(10 33603640),(11 38964324),(12 44332290),(13 49565020),(14 54556140),(15 59351844),(16 63848812),(17 67904420),(18 71436860),(19 74468776),(20 76978040),(21 79155330),(22 80741640),(23 81843610),(24 82472220),(25 82821020),(26 83042300),(27 83117530),(28 83151944),(29 83054240),(30 82829680),(31 82430040),(32 82086270),(33 81748340),(34 81404830),(35 81084550),(36 80906660),(37 80766744),(38 80761170),(39 80906720),(40 81180420),(41 81362780),(42 81733850),(43 82334890),(44 82952280),(45 83490800),(46 84054450),(47 84524450),(48 85020400),(49 85292470),(50 85376616),(51 85579900),(52 85636824),(53 85518520),(54 85277440),(55 85009060),(56 84742770),(57 84508050),(58 84197830),(59 83904500),(60 83596216),(61 83335840),(62 83215064),(63 82986340),(64 82831230),(65 82492380),(66 82217260),(67 81771430),(68 81062540),(69 79975880),(70 78519450),(71 76768950),(72 74833310),(73 72545544),(74 70038240),(75 67447480),(76 65019824),(77 62642476),(78 60506550),(79 58568300),
(1 539825),(2 2074127.3),(3 4506932),(4 7711360.5),(5 11558577),(6 15927500),(7 20728504),(8 25817172),(9 31088224),(10 36423040),(11 41852390),(12 47229810),(13 52284480),(14 57098544),(15 61519644),(16 65588980),(17 69216360),(18 72279600),(19 74813970),(20 76753000),(21 78245450),(22 79196670),(23 79543990),(24 79436620),(25 78932680),(26 78111990),(27 77098340),(28 75967150),(29 74733220),(30 73403630),(31 71990860),(32 70622664),(33 69181430),(34 67784720),(35 66487092),(36 65402124),(37 64455896),(38 63757452),(39 63213004),(40 62869564),(41 62752836),(42 62909084),(43 63344908),(44 64060210),(45 64918604),(46 65986256),(47 67079388),(48 68366840),(49 69632390),(50 70846370),(51 72125960),(52 73316456),(53 74428950),(54 75371260),(55 76192056),(56 76812470),(57 77358560),(58 77807190),(59 78112890),(60 78312376),(61 78386310),(62 78417560),(63 78333470),(64 78180104),(65 77872410),(66 77447410),(67 76758500),(68 75749496),(69 74309890),(70 72444320),(71 70169784),(72 67621064),(73 64722820),(74 61618690),(75 58322560),(76 55116570),(77 52023732),(78 49122090),(79 46492420),
(1 585634.6),(2 2269860.5),(3 4939115),(4 8403647),(5 12491226),(6 16997454),(7 21742714),(8 26580816),(9 31344736),(10 35926070),(11 40312264),(12 44424056),(13 48039704),(14 51277750),(15 53979464),(16 56264756),(17 58070860),(18 59452556),(19 60393900),(20 60901864),(21 61064120),(22 60958056),(23 60463924),(24 59751028),(25 58852390),(26 57804810),(27 56665064),(28 55495130),(29 54371350),(30 53308730),(31 52302950),(32 51323256),(33 50318936),(34 49346508),(35 48363536),(36 47413936),(37 46514360),(38 45732380),(39 44991270),(40 44219510),(41 43594240),(42 43141012),(43 42936000),(44 43021864),(45 43327736),(46 43837370),(47 44506588),(48 45382504),(49 46324736),(50 47320856),(51 48333576),(52 49413864),(53 50534364),(54 51658388),(55 52737610),(56 53755224),(57 54694016),(58 55630824),(59 56488052),(60 57237236),(61 57990388),(62 58722100),(63 59351210),(64 59896730),(65 60354456),(66 60802996),(67 61071590),(68 61013496),(69 60717280),(70 60081588),(71 59176364),(72 57883724),(73 56139060),(74 54016490),(75 51631724),(76 49028710),(77 46369210),(78 43802584),(79 41414444),
(1 497019.53),(2 1913129.4),(3 4144697.8),(4 7059149.5),(5 10523020),(6 14387044),(7 18499624),(8 22741376),(9 26933624),(10 30982400),(11 34781176),(12 38243520),(13 41246640),(14 43755500),(15 45718760),(16 47214400),(17 48191630),(18 48695644),(19 48795160),(20 48566756),(21 48096920),(22 47393244),(23 46587280),(24 45719864),(25 44831784),(26 43998890),(27 43192720),(28 42484540),(29 41866756),(30 41318884),(31 40863724),(32 40486364),(33 40141020),(34 39872268),(35 39551236),(36 39241770),(37 38854020),(38 38445144),(39 37981090),(40 37349624),(41 36587464),(42 35758492),(43 34961796),(44 34267468),(45 33620756),(46 33119948),(47 32782146),(48 32577782),(49 32584684),(50 32815638),(51 33148936),(52 33691424),(53 34397170),(54 35292400),(55 36277930),(56 37353756),(57 38501340),(58 39725860),(59 40972576),(60 42153600),(61 43303332),(62 44430892),(63 45430052),(64 46381056),(65 47207910),(66 47929896),(67 48499164),(68 48880770),(69 49100180),(70 49118332),(71 48921644),(72 48458730),(73 47782840),(74 46818710),(75 45576980),(76 44101950),(77 42513388),(78 40756024),(79 38926824),
(1 421459.22),(2 1605921.3),(3 3452227.8),(4 5831699.5),(5 8585398),(6 11580655),(7 14716862),(8 17901892),(9 20952062),(10 23849554),(11 26555288),(12 28951234),(13 30993176),(14 32685216),(15 33994684),(16 34968212),(17 35709590),(18 36192332),(19 36436240),(20 36559504),(21 36578364),(22 36466476),(23 36310664),(24 36089984),(25 35811812),(26 35510748),(27 35197892),(28 34971410),(29 34785516),(30 34680770),(31 34616780),(32 34665156),(33 34806588),(34 34987624),(35 35177620),(36 35308428),(37 35339692),(38 35251150),(39 35035676),(40 34706040),(41 34192804),(42 33502596),(43 32696508),(44 31822306),(45 30915716),(46 29974964),(47 29063586),(48 28211480),(49 27519112),(50 26971178),(51 26628360),(52 26473600),(53 26510022),(54 26710772),(55 27040722),(56 27508750),(57 28096234),(58 28741132),(59 29530146),(60 30312346),(61 31114188),(62 31894854),(63 32639978),(64 33292386),(65 33877096),(66 34393180),(67 34848200),(68 35242664),(69 35606428),(70 35942630),(71 36221104),(72 36461264),(73 36662800),(74 36779692),(75 36712920),(76 36482756),(77 36150230),(78 35606172),(79 34901240),
(1 402992.66),(2 1539269.6),(3 3295539.3),(4 5481676),(5 7920545),(6 10441699),(7 12945412),(8 15356986),(9 17588256),(10 19551808),(11 21350182),(12 22875084),(13 24190134),(14 25280176),(15 26145224),(16 26868358),(17 27548838),(18 28174738),(19 28771526),(20 29387950),(21 30017100),(22 30598334),(23 31125154),(24 31522486),(25 31766110),(26 31864248),(27 31824942),(28 31721170),(29 31513052),(30 31273722),(31 30932870),(32 30619240),(33 30307254),(34 29968090),(35 29628630),(36 29292554),(37 28961246),(38 28540258),(39 28092078),(40 27678320),(41 27302182),(42 26964964),(43 26611868),(44 26228248),(45 25882632),(46 25486024),(47 25022964),(48 24606236),(49 24269826),(50 23962896),(51 23796016),(52 23746848),(53 23836996),(54 24042936),(55 24331956),(56 24736708),(57 25252942),(58 25834780),(59 26524884),(60 27240840),(61 27884696),(62 28447192),(63 28841528),(64 29063632),(65 29148226),(66 29111422),(67 29012668),(68 28891244),(69 28738248),(70 28578926),(71 28450746),(72 28364358),(73 28353938),(74 28452458),(75 28599342),(76 28802408),(77 29066534),(78 29308752),(79 29529574),
(1 469246.34),(2 1776029.8),(3 3747049.3),(4 6164962),(5 8771836),(6 11335646),(7 13719443),(8 15831545),(9 17596472),(10 18948662),(11 19933720),(12 20597404),(13 21018926),(14 21278216),(15 21482934),(16 21747716),(17 22136206),(18 22765442),(19 23629816),(20 24706446),(21 25959612),(22 27268278),(23 28554512),(24 29733246),(25 30696878),(26 31463420),(27 31972842),(28 32340120),(29 32572650),(30 32751790),(31 32898588),(32 33034720),(33 33139876),(34 33202264),(35 33199538),(36 33105152),(37 32894904),(38 32537600),(39 32053688),(40 31432402),(41 30762130),(42 30095140),(43 29528464),(44 29083836),(45 28791234),(46 28595920),(47 28441880),(48 28309088),(49 28153952),(50 27951580),(51 27678212),(52 27398394),(53 27146020),(54 26924472),(55 26780816),(56 26742168),(57 26791384),(58 26966602),(59 27260758),(60 27603478),(61 28025578),(62 28460930),(63 28827016),(64 29019158),(65 29073032),(66 28933414),(67 28619370),(68 28134422),(69 27545064),(70 26915080),(71 26297230),(72 25720316),(73 25240972),(74 24871128),(75 24618404),(76 24519650),(77 24566136),(78 24769844),(79 25095186),
(1 516154),(2 1952168.5),(3 4076767),(4 6626033),(5 9301364),(6 11851915),(7 14090872),(8 15904538),(9 17183040),(10 17873930),(11 18042366),(12 17772012),(13 17185680),(14 16502882),(15 15803441),(16 15232157),(17 14897040),(18 14896673),(19 15215478),(20 15881276),(21 16869882),(22 18028560),(23 19279692),(24 20523990),(25 21608902),(26 22469944),(27 23019974),(28 23309718),(29 23319376),(30 23153906),(31 22853576),(32 22516472),(33 22180182),(34 21895760),(35 21696464),(36 21557036),(37 21458300),(38 21352682),(39 21217092),(40 21064944),(41 20959218),(42 20839146),(43 20769264),(44 20780454),(45 20874502),(46 21071412),(47 21337702),(48 21650672),(49 22013384),(50 22402022),(51 22694264),(52 22936544),(53 23176068),(54 23388344),(55 23573972),(56 23683794),(57 23767782),(58 23810352),(59 23847424),(60 23843672),(61 23757596),(62 23582506),(63 23380676),(64 23114912),(65 22780434),(66 22366484),(67 21901932),(68 21407036),(69 20909600),(70 20383916),(71 19838422),(72 19324112),(73 18909376),(74 18565494),(75 18292296),(76 18122200),(77 18055796),(78 18122884),(79 18294008),
