1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27.693834),(2 30.035196),(3 31.934933),(4 32.91012),(5 33.48693),(6 34.44159),(7 34.83155),(8 35.527416),(9 35.890167),(10 36.101868),(11 36.49622),(12 36.79428),(13 37.35323),(14 37.484676),(15 37.411545),(16 37.496815),(17 37.376717),(18 37.665405),(19 37.843353),(20 38.159046),(21 38.56768),(22 38.40495),(23 38.927265),(24 38.68385),(25 39.45268),(26 39.682648),(27 40.21992),(28 39.85832),(29 39.827866),(30 40.428185),(31 40.663506),(32 40.345814),(33 40.657303),(34 40.545998),(35 40.681404),(36 40.397858),(37 40.460514),(38 40.945988),(39 40.84581),(40 40.635834),(41 40.228416),(42 40.269817),(43 40.16049),(44 40.84752),(45 40.55464),(46 41.305546),(47 40.40247),(48 40.64454),(49 40.398895),(50 40.443317),(51 41.03694),(52 40.663544),(53 40.353188),(54 40.68412),(55 41.303158),(56 41.275322),(57 41.18369),(58 41.39832),(59 41.181286),(60 40.722504),(61 41.20768),(62 40.713917),(63 41.074745),(64 41.06541),(65 40.833282),(66 40.894276),(67 41.39638),(68 41.604824),(69 41.394653),(70 41.469578),(71 41.20542),(72 41.684837),(73 41.485565),(74 42.11922),(75 41.91348),(76 41.60561),(77 40.950542),(78 41.364014),(79 41.018845),
(1 27.855494),(2 30.41902),(3 32.76281),(4 33.5773),(5 33.741745),(6 34.727745),(7 35.395508),(8 36.320713),(9 36.903385),(10 36.870678),(11 37.69111),(12 37.876812),(13 37.885906),(14 38.147617),(15 38.192436),(16 38.157024),(17 38.390392),(18 38.615173),(19 38.659466),(20 38.5576),(21 38.771397),(22 38.628437),(23 38.48653),(24 38.42007),(25 39.02267),(26 39.82264),(27 39.379246),(28 39.143627),(29 39.53614),(30 40.00767),(31 40.13183),(32 39.95875),(33 39.98388),(34 40.33224),(35 39.795982),(36 39.945988),(37 39.828953),(38 40.141438),(39 40.06123),(40 40.58695),(41 40.11947),(42 39.70655),(43 40.123093),(44 40.244614),(45 40.019104),(46 40.25459),(47 40.333847),(48 39.97553),(49 40.119858),(50 40.50492),(51 40.12428),(52 40.8586),(53 40.458626),(54 40.318832),(55 40.804737),(56 40.351707),(57 40.209934),(58 40.64712),(59 40.80387),(60 40.464256),(61 40.911148),(62 40.91256),(63 40.69353),(64 40.53668),(65 41.047024),(66 41.07253),(67 41.284645),(68 41.637196),(69 41.367893),(70 41.253407),(71 41.406235),(72 41.072918),(73 41.040546),(74 41.362785),(75 40.99217),(76 40.718452),(77 40.801537),(78 40.75749),(79 41.18084),
(1 27.415579),(2 29.881975),(3 32.00849),(4 33.28025),(5 33.826824),(6 34.534897),(7 35.257545),(8 35.668655),(9 36.04938),(10 36.21024),(11 36.928535),(12 37.040703),(13 36.936455),(14 37.357464),(15 37.40357),(16 37.41646),(17 37.74554),(18 38.149487),(19 38.08783),(20 38.809906),(21 38.861538),(22 39.00171),(23 38.818207),(24 38.6459),(25 38.771076),(26 38.919746),(27 39.02366),(28 39.259865),(29 39.205563),(30 39.711674),(31 39.99425),(32 39.90627),(33 40.119244),(34 40.316074),(35 40.256542),(36 40.09606),(37 40.53565),(38 40.66637),(39 40.742233),(40 40.414467),(41 39.979534),(42 39.961365),(43 39.932205),(44 40.12023),(45 40.63428),(46 40.78064),(47 40.5931),(48 40.366512),(49 40.99302),(50 40.76107),(51 40.86622),(52 40.761086),(53 41.133865),(54 41.31975),(55 41.3677),(56 41.35479),(57 41.600365),(58 41.34176),(59 41.391586),(60 41.323025),(61 41.537537),(62 41.7673),(63 41.72563),(64 41.44879),(65 41.561375),(66 41.696117),(67 41.621605),(68 41.942936),(69 42.14991),(70 42.49109),(71 42.34764),(72 42.40551),(73 41.988167),(74 42.53967),(75 41.347973),(76 41.40207),(77 41.656048),(78 41.252426),(79 41.97208),
(1 27.029974),(2 29.504824),(3 31.56982),(4 32.70081),(5 33.00439),(6 33.656887),(7 34.938843),(8 35.0829),(9 35.65978),(10 36.052624),(11 36.46554),(12 36.49741),(13 36.551693),(14 36.75533),(15 37.063183),(16 37.19861),(17 37.6663),(18 38.37703),(19 38.087856),(20 38.332054),(21 38.71571),(22 38.5895),(23 38.266605),(24 38.39427),(25 38.755287),(26 38.997883),(27 39.016148),(28 39.335938),(29 39.136436),(30 39.22043),(31 39.789093),(32 39.531723),(33 39.53052),(34 39.748795),(35 39.542324),(36 39.266216),(37 39.969395),(38 39.726078),(39 39.507393),(40 39.335995),(41 39.355667),(42 39.447323),(43 39.494446),(44 39.457405),(45 39.730183),(46 39.36023),(47 39.34303),(48 39.184242),(49 39.550278),(50 39.88349),(51 39.766224),(52 39.904705),(53 39.71243),(54 39.922604),(55 40.23125),(56 40.20356),(57 39.98555),(58 40.093464),(59 39.753708),(60 39.85062),(61 40.3864),(62 40.513134),(63 40.344925),(64 40.341225),(65 40.579803),(66 40.39657),(67 40.77202),(68 41.074574),(69 40.599937),(70 40.993584),(71 41.425316),(72 40.76514),(73 40.78023),(74 40.637753),(75 39.778114),(76 39.636623),(77 39.673717),(78 39.828106),(79 39.75062),
(1 27.370771),(2 30.383224),(3 32.300705),(4 33.237904),(5 33.91774),(6 34.98123),(7 35.921795),(8 36.245018),(9 36.85966),(10 37.40336),(11 37.2053),(12 37.61437),(13 37.832226),(14 38.33936),(15 38.32299),(16 38.57533),(17 38.203136),(18 38.834755),(19 38.930138),(20 39.349586),(21 39.474907),(22 39.536686),(23 39.16942),(24 39.092094),(25 39.36511),(26 39.23314),(27 39.236538),(28 39.141396),(29 39.61092),(30 39.73383),(31 39.741035),(32 40.17701),(33 40.168404),(34 40.235905),(35 40.326317),(36 39.865334),(37 40.422855),(38 39.961174),(39 40.358307),(40 40.145267),(41 40.05587),(42 39.932323),(43 39.99964),(44 39.99051),(45 40.48863),(46 40.16959),(47 40.137115),(48 40.083546),(49 40.614597),(50 40.442413),(51 40.50444),(52 40.718044),(53 40.335785),(54 39.847687),(55 39.93203),(56 39.681465),(57 40.0794),(58 40.814533),(59 40.620644),(60 40.438084),(61 40.636276),(62 41.229374),(63 41.010975),(64 40.98735),(65 40.807247),(66 41.084015),(67 41.08529),(68 40.931934),(69 40.806496),(70 41.02224),(71 41.191784),(72 41.14541),(73 41.045547),(74 41.12748),(75 40.931168),(76 40.710922),(77 40.572784),(78 40.6891),(79 40.655647),
(1 27.442642),(2 29.735369),(3 31.72069),(4 32.403973),(5 33.220337),(6 34.12419),(7 34.62407),(8 35.275208),(9 35.301064),(10 36.258163),(11 36.36062),(12 36.486652),(13 36.942722),(14 36.943142),(15 36.96587),(16 37.125183),(17 37.12529),(18 37.432953),(19 37.725067),(20 38.06204),(21 38.0562),(22 38.12501),(23 38.323856),(24 38.048668),(25 38.556137),(26 38.711407),(27 38.834354),(28 39.04021),(29 39.01364),(30 38.882263),(31 38.91923),(32 38.932228),(33 39.767277),(34 39.708508),(35 39.394104),(36 39.794754),(37 39.331913),(38 39.071808),(39 39.37887),(40 39.198467),(41 39.12565),(42 39.02598),(43 39.13871),(44 39.84369),(45 39.299595),(46 39.48274),(47 39.508297),(48 39.791553),(49 39.42595),(50 39.628143),(51 40.37972),(52 40.28296),(53 40.46462),(54 40.447975),(55 40.315678),(56 40.483658),(57 40.660976),(58 40.15701),(59 40.182426),(60 39.97484),(61 40.18319),(62 40.24049),(63 40.316875),(64 39.85962),(65 40.147427),(66 40.14282),(67 40.744953),(68 40.238636),(69 40.251263),(70 40.35887),(71 40.22738),(72 40.287045),(73 40.03512),(74 40.173866),(75 39.739414),(76 39.77259),(77 39.945473),(78 39.95533),(79 39.682762),
(1 27.164124),(2 29.64055),(3 31.501986),(4 32.64912),(5 33.483208),(6 34.06021),(7 34.772022),(8 35.362247),(9 36.190636),(10 36.45535),(11 36.183067),(12 36.61727),(13 36.918285),(14 37.346535),(15 37.250145),(16 37.39999),(17 37.551987),(18 37.704086),(19 37.46094),(20 37.504223),(21 38.162174),(22 37.884384),(23 38.166626),(24 38.078583),(25 38.369198),(26 38.438347),(27 38.518772),(28 38.398373),(29 38.466045),(30 38.50176),(31 39.004078),(32 38.94395),(33 39.191395),(34 39.840282),(35 39.572998),(36 39.341785),(37 39.90098),(38 39.77387),(39 39.834534),(40 39.613308),(41 39.547432),(42 39.73153),(43 39.741386),(44 39.607246),(45 39.961243),(46 40.481617),(47 39.83768),(48 39.953724),(49 40.080563),(50 40.28927),(51 40.364807),(52 40.48419),(53 40.36875),(54 40.53886),(55 40.233322),(56 40.732895),(57 40.631596),(58 40.328514),(59 39.92296),(60 40.537197),(61 40.312054),(62 40.513718),(63 40.54901),(64 40.45096),(65 40.687122),(66 40.720005),(67 40.662636),(68 40.546757),(69 40.652245),(70 40.329044),(71 40.17673),(72 40.26523),(73 40.37772),(74 40.314568),(75 40.089172),(76 39.843445),(77 39.70781),(78 40.120216),(79 39.67571),
(1 26.985025),(2 29.3564),(3 31.425434),(4 32.440414),(5 33.248085),(6 33.895985),(7 34.625908),(8 35.398384),(9 35.88446),(10 35.669884),(11 35.70765),(12 36.055695),(13 36.42516),(14 37.234703),(15 37.072918),(16 37.320545),(17 37.167816),(18 37.441532),(19 37.7772),(20 38.068916),(21 37.759842),(22 37.644398),(23 38.21937),(24 38.24774),(25 38.31968),(26 38.22247),(27 39.0873),(28 38.713547),(29 38.70535),(30 39.343742),(31 39.55583),(32 39.475044),(33 39.862236),(34 39.916656),(35 39.60063),(36 39.551292),(37 39.81824),(38 39.96719),(39 39.83569),(40 39.924355),(41 39.62472),(42 39.87197),(43 39.641857),(44 39.346176),(45 39.848343),(46 39.648792),(47 39.469822),(48 39.344448),(49 39.617096),(50 39.61295),(51 39.67738),(52 39.515957),(53 39.496418),(54 39.309765),(55 39.025677),(56 39.137405),(57 38.733444),(58 39.18688),(59 39.269505),(60 38.911133),(61 39.414063),(62 39.184303),(63 39.185482),(64 39.349873),(65 39.438244),(66 39.762283),(67 40.065884),(68 40.082565),(69 40.287308),(70 40.49288),(71 40.379013),(72 40.358917),(73 40.747566),(74 40.94507),(75 40.584335),(76 40.299267),(77 40.158195),(78 40.182476),(79 40.33168),
(1 26.663895),(2 29.282522),(3 31.567825),(4 32.375233),(5 33.23914),(6 34.38643),(7 34.633297),(8 35.0104),(9 35.51931),(10 35.679996),(11 35.939285),(12 36.062878),(13 36.505325),(14 36.613968),(15 36.73312),(16 36.85659),(17 36.95352),(18 37.18765),(19 37.08618),(20 37.130924),(21 37.293526),(22 37.267944),(23 37.45258),(24 37.844032),(25 37.66854),(26 37.94782),(27 38.258373),(28 38.610867),(29 38.35724),(30 38.612377),(31 38.761497),(32 38.467724),(33 38.69316),(34 39.138866),(35 38.65947),(36 38.726387),(37 38.904053),(38 39.03333),(39 39.024666),(40 38.839653),(41 38.988472),(42 38.91416),(43 39.1074),(44 39.30013),(45 39.366905),(46 39.36469),(47 39.18848),(48 39.032135),(49 39.4149),(50 39.666893),(51 39.380173),(52 39.232777),(53 39.125137),(54 40.017475),(55 40.13878),(56 40.11146),(57 39.98971),(58 40.007084),(59 39.78971),(60 39.48583),(61 39.806576),(62 40.48539),(63 40.41099),(64 40.144634),(65 40.310463),(66 39.94982),(67 39.930088),(68 40.26684),(69 40.384888),(70 39.962524),(71 40.225502),(72 40.017876),(73 40.0927),(74 39.78487),(75 40.073326),(76 39.556587),(77 39.569283),(78 39.838882),(79 39.44991),
(1 26.827486),(2 29.203424),(3 31.307804),(4 32.348087),(5 33.304325),(6 34.03081),(7 34.659225),(8 34.96427),(9 35.789204),(10 36.03743),(11 36.236706),(12 36.6759),(13 37.244625),(14 37.311108),(15 37.249424),(16 37.27228),(17 37.095055),(18 37.60038),(19 37.541656),(20 38.009323),(21 37.520733),(22 38.08975),(23 37.930786),(24 38.328865),(25 38.761703),(26 39.10399),(27 38.9003),(28 38.80156),(29 38.642082),(30 39.170826),(31 39.29772),(32 39.4482),(33 39.56878),(34 39.35426),(35 39.496014),(36 39.17533),(37 39.64878),(38 39.216568),(39 39.846546),(40 39.54603),(41 39.494514),(42 39.288605),(43 38.999367),(44 39.52007),(45 39.50237),(46 39.64338),(47 39.68773),(48 39.407543),(49 39.449764),(50 39.693142),(51 39.94443),(52 39.68767),(53 39.83749),(54 39.757435),(55 40.094704),(56 40.26772),(57 39.99137),(58 40.444992),(59 40.21628),(60 40.17955),(61 40.52371),(62 40.809494),(63 40.947823),(64 41.023243),(65 41.463383),(66 41.215534),(67 41.38597),(68 41.339245),(69 41.357582),(70 41.11384),(71 41.150414),(72 41.03953),(73 41.639572),(74 41.278656),(75 41.419712),(76 40.53585),(77 40.541477),(78 40.133904),(79 40.145065),
(1 26.383642),(2 29.092358),(3 31.16363),(4 31.934347),(5 33.119534),(6 33.651497),(7 34.091366),(8 34.682144),(9 35.39631),(10 35.611515),(11 35.9046),(12 36.16101),(13 36.559776),(14 36.802883),(15 36.926014),(16 37.102478),(17 36.56333),(18 36.67828),(19 37.15402),(20 37.541492),(21 37.070885),(22 36.82802),(23 37.347233),(24 37.50375),(25 38.045242),(26 38.078487),(27 38.11445),(28 38.17248),(29 38.155617),(30 38.580437),(31 38.45583),(32 38.64304),(33 38.829582),(34 38.94863),(35 38.84222),(36 38.88032),(37 39.301403),(38 39.24898),(39 39.523487),(40 39.403526),(41 38.904034),(42 39.176113),(43 39.342735),(44 39.043945),(45 38.84756),(46 39.077652),(47 38.650078),(48 38.661476),(49 38.97181),(50 39.12947),(51 38.79538),(52 38.751457),(53 39.03634),(54 39.236446),(55 39.416664),(56 39.474236),(57 39.48897),(58 39.69833),(59 39.538628),(60 39.63376),(61 39.934975),(62 39.92479),(63 39.923542),(64 40.158783),(65 40.29497),(66 40.13695),(67 40.243355),(68 40.66367),(69 40.412838),(70 40.01083),(71 40.147953),(72 40.445618),(73 40.765427),(74 40.20532),(75 39.88002),(76 40.0341),(77 39.804173),(78 39.68655),(79 39.51557),
(1 26.489218),(2 28.958551),(3 31.108244),(4 32.22271),(5 33.198322),(6 33.347572),(7 33.7778),(8 34.44813),(9 35.07175),(10 35.419468),(11 35.91329),(12 36.326374),(13 36.906284),(14 36.732246),(15 37.36268),(16 36.80672),(17 36.127033),(18 36.509804),(19 36.738873),(20 36.56081),(21 37.069763),(22 36.870247),(23 36.89609),(24 36.93818),(25 37.563965),(26 37.85101),(27 37.788982),(28 37.818405),(29 37.322575),(30 37.87035),(31 38.29773),(32 38.514584),(33 38.17231),(34 38.818855),(35 38.80681),(36 38.486176),(37 39.00279),(38 38.95431),(39 38.473152),(40 38.925266),(41 38.852333),(42 38.641865),(43 39.026085),(44 39.17894),(45 39.63557),(46 39.39374),(47 39.525356),(48 39.7354),(49 39.731247),(50 40.078938),(51 39.835903),(52 39.639084),(53 39.32118),(54 39.695847),(55 39.331165),(56 39.843338),(57 39.515347),(58 39.48889),(59 39.26713),(60 39.41471),(61 39.24241),(62 39.544483),(63 39.59279),(64 39.784225),(65 40.073807),(66 40.29744),(67 40.38086),(68 40.28288),(69 40.55343),(70 40.392906),(71 40.916225),(72 41.395645),(73 40.99275),(74 41.2671),(75 40.849697),(76 40.707848),(77 40.199665),(78 40.676655),(79 40.10212),
(1 26.126202),(2 28.883524),(3 30.708324),(4 31.747942),(5 32.17706),(6 32.78034),(7 32.81056),(8 33.393803),(9 34.344707),(10 34.359676),(11 34.140938),(12 34.53014),(13 35.358276),(14 35.164143),(15 35.36418),(16 35.482872),(17 35.950077),(18 35.33733),(19 35.596684),(20 35.978024),(21 36.012867),(22 35.889736),(23 35.836052),(24 35.93702),(25 36.6231),(26 37.0578),(27 36.718517),(28 36.895798),(29 37.264896),(30 37.270916),(31 37.46154),(32 37.681797),(33 37.681896),(34 37.593704),(35 38.272877),(36 38.189533),(37 38.24798),(38 38.608185),(39 38.297134),(40 37.993214),(41 38.26922),(42 38.0972),(43 38.26318),(44 37.796432),(45 37.766674),(46 37.840725),(47 37.40548),(48 37.404083),(49 37.40183),(50 37.831078),(51 37.51772),(52 37.982533),(53 38.203037),(54 38.0668),(55 38.22762),(56 38.632168),(57 38.451366),(58 38.340405),(59 38.04962),(60 38.00307),(61 38.744442),(62 38.951275),(63 39.48366),(64 39.512882),(65 39.378654),(66 39.319805),(67 39.30344),(68 39.564945),(69 39.443634),(70 38.920246),(71 39.076786),(72 39.6345),(73 39.132736),(74 38.818634),(75 39.059135),(76 38.857742),(77 38.681892),(78 38.87239),(79 38.742374),
(1 26.24562),(2 29.041801),(3 30.753418),(4 32.0851),(5 32.751915),(6 33.27467),(7 34.10855),(8 34.23295),(9 35.22582),(10 35.06412),(11 35.401524),(12 35.93256),(13 36.359917),(14 36.32522),(15 36.6545),(16 36.804245),(17 36.76058),(18 36.640343),(19 37.198273),(20 37.2593),(21 36.755417),(22 36.831417),(23 38.020638),(24 37.659668),(25 37.709915),(26 37.56352),(27 37.759937),(28 37.973072),(29 38.502193),(30 38.21495),(31 38.633312),(32 38.252),(33 38.422626),(34 38.216866),(35 38.407314),(36 38.31511),(37 38.816547),(38 38.873337),(39 39.042583),(40 38.97916),(41 38.48637),(42 38.70338),(43 38.69201),(44 38.47568),(45 38.66119),(46 38.700516),(47 38.117035),(48 38.23469),(49 38.787003),(50 38.15584),(51 38.572857),(52 38.538063),(53 38.561756),(54 38.704464),(55 38.694324),(56 39.118214),(57 38.894398),(58 38.46683),(59 38.720383),(60 38.880337),(61 39.054585),(62 39.485256),(63 39.056686),(64 39.48673),(65 38.99983),(66 39.37499),(67 39.484196),(68 39.585114),(69 39.8688),(70 39.56607),(71 39.90478),(72 39.643856),(73 39.44481),(74 39.613926),(75 39.145123),(76 38.864258),(77 39.052864),(78 39.28431),(79 39.06368),
(1 26.6419),(2 29.218508),(3 30.954905),(4 31.925716),(5 32.58258),(6 33.176517),(7 33.579563),(8 34.000835),(9 34.68697),(10 35.170967),(11 35.619392),(12 35.60032),(13 35.890923),(14 35.71436),(15 36.329933),(16 36.491955),(17 36.48558),(18 36.39046),(19 36.750103),(20 36.821102),(21 36.659683),(22 37.261898),(23 37.62824),(24 37.537754),(25 37.64424),(26 38.10619),(27 37.96695),(28 38.20931),(29 37.939766),(30 38.08305),(31 38.30258),(32 38.60195),(33 38.6541),(34 38.82269),(35 38.651516),(36 39.018394),(37 39.333336),(38 39.761017),(39 39.59688),(40 39.62544),(41 39.175106),(42 39.541145),(43 39.229588),(44 39.247097),(45 39.43586),(46 39.410706),(47 39.177643),(48 39.21296),(49 39.38116),(50 39.079906),(51 39.08498),(52 39.179768),(53 39.259712),(54 39.14783),(55 39.426937),(56 39.851578),(57 39.866608),(58 39.452904),(59 39.625027),(60 39.666706),(61 39.776184),(62 39.768272),(63 39.887985),(64 40.174255),(65 39.692974),(66 39.752632),(67 39.87697),(68 40.047215),(69 40.453846),(70 40.17455),(71 40.02183),(72 40.08959),(73 40.409134),(74 40.413273),(75 40.375744),(76 39.898396),(77 39.850513),(78 39.535534),(79 39.735638),
(1 25.931269),(2 28.670357),(3 30.535065),(4 31.397455),(5 31.87202),(6 32.670784),(7 33.32292),(8 34.19096),(9 34.28726),(10 34.55173),(11 34.788605),(12 35.081886),(13 35.437183),(14 35.84275),(15 36.008106),(16 35.98391),(17 36.352386),(18 36.220116),(19 36.008507),(20 36.072407),(21 36.467754),(22 36.013783),(23 36.16953),(24 36.536354),(25 36.9686),(26 37.0834),(27 36.839718),(28 37.442425),(29 37.146496),(30 37.392174),(31 37.181313),(32 37.665936),(33 37.865818),(34 37.446392),(35 37.47019),(36 37.586742),(37 38.048088),(38 37.802647),(39 37.526802),(40 37.34577),(41 37.50766),(42 37.293816),(43 37.14421),(44 36.85795),(45 36.90597),(46 37.44954),(47 36.98415),(48 37.102352),(49 37.486225),(50 37.222916),(51 37.501778),(52 38.11953),(53 38.108715),(54 37.71814),(55 37.57708),(56 38.450394),(57 37.906193),(58 38.114346),(59 38.509953),(60 38.712154),(61 39.16163),(62 38.74041),(63 39.075672),(64 38.72931),(65 39.05434),(66 38.962505),(67 38.745064),(68 38.65402),(69 38.691105),(70 39.005203),(71 38.88851),(72 38.595173),(73 38.838512),(74 38.89421),(75 38.953423),(76 38.73669),(77 38.402035),(78 38.374973),(79 38.623592),
(1 25.82491),(2 28.164003),(3 30.150768),(4 30.984234),(5 31.67777),(6 31.882227),(7 32.72821),(8 33.608307),(9 34.024166),(10 34.241882),(11 34.421352),(12 34.468246),(13 35.131836),(14 34.99249),(15 35.122807),(16 35.70722),(17 35.680897),(18 35.720165),(19 35.582325),(20 36.06249),(21 36.1914),(22 35.757156),(23 36.368523),(24 36.716335),(25 36.656727),(26 37.159573),(27 37.461514),(28 37.2847),(29 37.407703),(30 37.20477),(31 37.552628),(32 37.67731),(33 37.542976),(34 37.91146),(35 38.183167),(36 37.96559),(37 37.913097),(38 37.875576),(39 37.722473),(40 37.626884),(41 37.923054),(42 37.898907),(43 37.5986),(44 37.868694),(45 37.75172),(46 38.197365),(47 37.69886),(48 37.437233),(49 37.57883),(50 37.737335),(51 37.817123),(52 38.205536),(53 38.242393),(54 38.07326),(55 38.11562),(56 37.907288),(57 37.601967),(58 37.644165),(59 38.087452),(60 37.69778),(61 38.015068),(62 38.093884),(63 38.25341),(64 38.82437),(65 38.74068),(66 39.227444),(67 38.79633),(68 38.986115),(69 39.0378),(70 39.121357),(71 39.15894),(72 38.999397),(73 39.26856),(74 38.93308),(75 39.28971),(76 38.817158),(77 39.052277),(78 38.783165),(79 39.144142),
(1 25.99229),(2 28.00095),(3 29.687904),(4 30.671385),(5 31.606333),(6 31.833609),(7 32.981014),(8 33.218605),(9 33.54095),(10 33.783215),(11 34.28187),(12 34.50759),(13 34.879295),(14 34.77234),(15 34.960026),(16 35.067142),(17 35.18429),(18 35.603848),(19 35.329494),(20 35.635597),(21 35.739082),(22 35.545837),(23 35.839466),(24 35.870075),(25 36.000362),(26 35.98496),(27 36.235146),(28 36.349415),(29 36.629116),(30 36.89545),(31 37.153393),(32 37.22658),(33 37.202297),(34 37.513344),(35 37.71247),(36 37.843796),(37 37.74397),(38 37.978638),(39 37.292545),(40 37.233273),(41 37.8579),(42 37.750896),(43 37.823807),(44 37.71673),(45 37.822453),(46 37.74966),(47 37.541985),(48 37.527107),(49 37.491375),(50 37.647),(51 37.74569),(52 37.61556),(53 37.744717),(54 37.436485),(55 37.86522),(56 37.887497),(57 37.85643),(58 37.796597),(59 38.04743),(60 37.943733),(61 38.17672),(62 38.418926),(63 38.420616),(64 38.349),(65 38.32646),(66 38.527332),(67 38.421806),(68 38.702316),(69 38.912846),(70 38.70454),(71 39.005543),(72 39.177643),(73 39.374687),(74 39.443005),(75 39.298607),(76 39.11676),(77 38.863544),(78 38.274822),(79 38.32603),
