1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70844.61),(2 162054.28),(3 277417.1),(4 365316.88),(5 506717.4),(6 630118.8),(7 770338.75),(8 897883.94),(9 1042010.8),(10 1226214),(11 1619748.1),(12 2166967.3),(13 2880644.3),(14 3241064.8),(15 3342146.3),(16 3389381.3),(17 3504013.3),(18 3653076),(19 3743155.3),(20 3805227),(21 3741816),(22 3727893.3),(23 3701142.8),(24 3698795.3),(25 3751939),(26 3774891.3),(27 3947707),(28 4215258.5),(29 5016751.5),(30 5472783),(31 5672371.5),(32 5692918.5),(33 5592956),(34 5408903.5),(35 5248433.5),(36 5188249),(37 5153971.5),(38 5175515.5),(39 5163307.5),(40 5116119.5),(41 4971104.5),(42 5031174.5),(43 5210888.5),(44 5413320.5),(45 5495091.5),(46 5582024),(47 5661881.5),(48 5734578),(49 5792885.5),(50 5599458),(51 5525354),(52 5505954.5),(53 5816139.5),(54 5989736),(55 6015360),(56 5959666.5),(57 5881992),(58 5909652),(59 5942688),(60 5929099.5),(61 5927437.5),(62 6001776.5),(63 6065490.5),(64 6112788),(65 6029014),(66 6025088),(67 5950928.5),(68 5906706),(69 5757286.5),(70 5646186),(71 5551559.5),(72 5438785.5),(73 5298648.5),(74 5091188.5),(75 4912126.5),(76 4798702),(77 4666890),(78 4571579.5),(79 4576932),
(1 22.92141),(2 31.37115),(3 38.920765),(4 44.427986),(5 48.607872),(6 51.43928),(7 53.829018),(8 55.077995),(9 56.738476),(10 57.650578),(11 59.5214),(12 59.968357),(13 60.701088),(14 60.62071),(15 61.026505),(16 61.35395),(17 61.90669),(18 62.454956),(19 64.24975),(20 64.83712),(21 66.0688),(22 67.04502),(23 67.91172),(24 68.85727),(25 71.15301),(26 71.326256),(27 71.68998),(28 72.80493),(29 73.529686),(30 74.38045),(31 75.22302),(32 75.29704),(33 76.38633),(34 76.764885),(35 77.2986),(36 78.388405),(37 79.186615),(38 79.35331),(39 79.687195),(40 79.797195),(41 80.7948),(42 80.83913),(43 80.75749),(44 81.03715),(45 81.48813),(46 81.4433),(47 82.08098),(48 82.614136),(49 83.284195),(50 83.9592),(51 84.11062),(52 84.40428),(53 84.77784),(54 84.64442),(55 85.29392),(56 85.25307),(57 85.56395),(58 85.11348),(59 84.66308),(60 84.64305),(61 84.40889),(62 83.60908),(63 82.383156),(64 81.87168),(65 82.03796),(66 81.55679),(67 81.34213),(68 81.8652),(69 81.267426),(70 81.07508),(71 81.94936),(72 82.15401),(73 81.90167),(74 81.36563),(75 81.973656),(76 82.004715),(77 82.826965),(78 82.5801),(79 84.0663),
(1 23.001083),(2 31.080326),(3 38.303596),(4 43.420853),(5 48.010338),(6 51.046215),(7 53.46414),(8 54.345848),(9 56.05531),(10 57.24734),(11 58.855366),(12 59.436493),(13 60.12999),(14 60.177433),(15 59.63597),(16 60.170418),(17 60.438644),(18 60.706394),(19 62.483246),(20 63.812206),(21 65.06639),(22 66.011314),(23 67.02365),(24 67.91064),(25 69.1761),(26 69.67725),(27 71.0293),(28 71.358185),(29 72.97543),(30 73.28587),(31 74.59296),(32 75.24715),(33 76.271255),(34 76.78992),(35 77.27242),(36 77.8711),(37 78.287056),(38 78.34645),(39 78.83885),(40 79.47988),(41 80.2184),(42 80.741974),(43 81.47016),(44 81.16275),(45 81.76688),(46 81.67778),(47 82.7738),(48 82.75019),(49 83.45557),(50 84.08775),(51 83.99542),(52 84.30631),(53 85.48887),(54 85.854034),(55 86.022446),(56 85.64846),(57 86.11435),(58 85.829155),(59 86.223274),(60 86.36322),(61 86.12987),(62 85.3569),(63 84.72588),(64 83.76246),(65 84.04003),(66 83.98399),(67 84.09272),(68 83.90441),(69 84.01401),(70 83.75163),(71 83.73462),(72 83.32676),(73 83.554146),(74 83.14199),(75 83.33113),(76 83.82849),(77 84.088524),(78 84.05435),(79 84.41571),
(1 22.591486),(2 30.429913),(3 37.902798),(4 42.448467),(5 46.233143),(6 49.15246),(7 51.238724),(8 52.670883),(9 54.354546),(10 55.287746),(11 56.826164),(12 57.773518),(13 58.143234),(14 58.29916),(15 58.848953),(16 59.52365),(17 59.77259),(18 60.371105),(19 61.85908),(20 62.986546),(21 64.21078),(22 64.799706),(23 66.19653),(24 67.34206),(25 69.07532),(26 69.95322),(27 70.75086),(28 71.402504),(29 72.49884),(30 72.62382),(31 73.791115),(32 74.45637),(33 75.09047),(34 75.27079),(35 76.15136),(36 76.87632),(37 77.545494),(38 77.754745),(39 77.5468),(40 78.60576),(41 79.3635),(42 79.29331),(43 79.91783),(44 79.7994),(45 79.9566),(46 79.65335),(47 80.43193),(48 80.29637),(49 80.95974),(50 81.263016),(51 81.45607),(52 81.409904),(53 82.134315),(54 82.04499),(55 81.99322),(56 82.25086),(57 82.56875),(58 81.87989),(59 82.08558),(60 81.9765),(61 81.905174),(62 81.314644),(63 80.50972),(64 80.00291),(65 79.80541),(66 79.31374),(67 78.609344),(68 78.57289),(69 78.67768),(70 78.404526),(71 78.55048),(72 78.10473),(73 78.84793),(74 78.50609),(75 78.10214),(76 77.97935),(77 78.86324),(78 78.72514),(79 79.612274),
(1 22.638264),(2 30.446644),(3 37.543045),(4 42.69695),(5 47.154327),(6 49.84671),(7 52.356716),(8 53.708244),(9 55.251183),(10 56.306545),(11 57.460945),(12 58.143684),(13 58.690224),(14 58.3325),(15 58.611923),(16 59.01685),(17 59.240864),(18 59.92318),(19 61.680676),(20 62.077694),(21 62.94118),(22 63.276695),(23 64.28708),(24 65.28203),(25 66.65623),(26 67.473076),(27 68.22129),(28 68.57278),(29 69.71608),(30 69.514305),(31 70.6301),(32 71.17062),(33 72.135994),(34 72.19928),(35 72.863266),(36 73.783455),(37 74.72788),(38 75.26213),(39 75.05785),(40 75.867096),(41 76.94852),(42 77.09066),(43 77.60698),(44 77.465805),(45 78.222305),(46 77.95107),(47 78.28755),(48 79.068054),(49 80.185),(50 80.60703),(51 80.94548),(52 81.76777),(53 82.62395),(54 83.11566),(55 83.51844),(56 83.90003),(57 84.39811),(58 83.44998),(59 84.17934),(60 83.996376),(61 84.02797),(62 83.05424),(63 81.99725),(64 81.43405),(65 81.09818),(66 80.49049),(67 80.13438),(68 80.208015),(69 79.77655),(70 79.38207),(71 79.078064),(72 79.19719),(73 79.06791),(74 78.92425),(75 78.84027),(76 78.77675),(77 78.9763),(78 78.75322),(79 79.58157),
(1 22.94033),(2 31.184942),(3 37.95207),(4 42.62957),(5 46.968987),(6 49.976418),(7 52.766727),(8 54.355183),(9 55.80311),(10 56.998516),(11 58.435665),(12 59.032894),(13 59.42374),(14 59.258053),(15 59.061256),(16 59.3835),(17 59.620308),(18 59.987705),(19 61.047443),(20 61.817463),(21 63.071304),(22 63.336754),(23 64.32334),(24 65.51913),(25 67.16149),(26 68.31241),(27 68.78667),(28 69.395004),(29 70.08185),(30 70.013084),(31 71.33314),(32 71.78145),(33 72.77562),(34 73.470566),(35 74.2783),(36 75.045906),(37 76.30728),(38 76.46975),(39 76.71737),(40 77.408676),(41 78.36863),(42 78.36621),(43 79.07514),(44 79.193375),(45 79.52459),(46 79.50457),(47 80.17176),(48 81.01526),(49 82.01209),(50 82.155685),(51 81.95164),(52 82.27864),(53 82.90545),(54 82.9782),(55 83.111664),(56 82.62417),(57 83.16406),(58 82.46738),(59 82.877495),(60 82.82808),(61 83.090996),(62 82.22539),(63 81.294365),(64 80.35463),(65 79.970764),(66 79.313576),(67 79.35047),(68 79.32284),(69 79.5982),(70 79.483574),(71 79.16159),(72 79.12071),(73 79.72241),(74 79.52723),(75 79.05298),(76 79.26028),(77 80.19451),(78 79.86393),(79 81.08409),
(1 22.57194),(2 30.409903),(3 37.297165),(4 42.017117),(5 46.186646),(6 48.81227),(7 51.081955),(8 52.83205),(9 54.29924),(10 56.018627),(11 57.096935),(12 57.944435),(13 58.256264),(14 58.382584),(15 58.400597),(16 59.09947),(17 59.465748),(18 59.86287),(19 60.69162),(20 61.12917),(21 62.82965),(22 63.380688),(23 64.3884),(24 65.442665),(25 67.101746),(26 67.618126),(27 68.06463),(28 68.3221),(29 68.921394),(30 69.23191),(31 69.86054),(32 69.95238),(33 70.572556),(34 70.7005),(35 71.521454),(36 71.59528),(37 72.05918),(38 72.51796),(39 73.08058),(40 73.78509),(41 74.73937),(42 74.91435),(43 75.72102),(44 75.77799),(45 76.54231),(46 76.440155),(47 76.89456),(48 77.25136),(49 77.90201),(50 78.6936),(51 78.73469),(52 79.096245),(53 79.63389),(54 79.348946),(55 79.90165),(56 79.6345),(57 80.24809),(58 80.17599),(59 80.41535),(60 81.09206),(61 81.43354),(62 80.625084),(63 79.64991),(64 79.82441),(65 79.57559),(66 78.2873),(67 78.242294),(68 78.16544),(69 77.80843),(70 77.152504),(71 77.442024),(72 77.1007),(73 77.34192),(74 77.15742),(75 77.647514),(76 77.27603),(77 78.3672),(78 77.45762),(79 78.44367),
(1 22.291908),(2 29.96339),(3 36.501137),(4 40.97942),(5 44.76104),(6 47.495377),(7 49.99078),(8 51.600113),(9 53.002552),(10 54.545124),(11 55.636646),(12 56.145126),(13 57.06401),(14 57.343327),(15 57.441467),(16 57.67515),(17 57.963215),(18 58.76049),(19 59.550797),(20 59.79995),(21 61.24326),(22 61.89467),(23 62.72521),(24 63.432728),(25 65.15986),(26 65.77707),(27 66.00913),(28 66.2731),(29 67.00823),(30 67.536385),(31 68.29328),(32 68.77575),(33 69.16712),(34 69.85525),(35 70.34321),(36 70.92527),(37 72.048325),(38 72.572296),(39 73.33569),(40 73.99913),(41 75.1726),(42 75.199234),(43 75.91749),(44 76.94016),(45 77.2813),(46 77.26701),(47 78.611855),(48 79.04302),(49 79.68653),(50 80.03567),(51 79.9951),(52 80.526375),(53 80.864365),(54 80.618484),(55 80.98718),(56 80.56565),(57 81.0102),(58 80.705284),(59 80.59636),(60 80.61509),(61 80.67801),(62 80.307976),(63 79.36086),(64 79.43976),(65 79.19181),(66 78.66849),(67 78.59058),(68 78.13383),(69 77.479805),(70 76.75711),(71 76.47029),(72 76.19642),(73 76.42964),(74 76.4425),(75 77.146774),(76 77.607765),(77 77.85405),(78 77.33884),(79 78.01137),
(1 22.252611),(2 30.250381),(3 36.754673),(4 41.189796),(5 45.20903),(6 48.241085),(7 50.4903),(8 52.01588),(9 53.25639),(10 54.313053),(11 55.657448),(12 56.52995),(13 57.484406),(14 57.464634),(15 57.59805),(16 57.999496),(17 58.497395),(18 58.847946),(19 59.974407),(20 60.899002),(21 62.414486),(22 62.801643),(23 63.122326),(24 63.51399),(25 64.71571),(26 65.95611),(27 65.93157),(28 66.180565),(29 66.896645),(30 66.97912),(31 67.74815),(32 68.1897),(33 68.60957),(34 69.43017),(35 69.90856),(36 70.58491),(37 71.448586),(38 72.067825),(39 72.99705),(40 73.034454),(41 73.75897),(42 74.144356),(43 75.07952),(44 75.43074),(45 76.132126),(46 76.38829),(47 76.95854),(48 77.318054),(49 77.999275),(50 78.55601),(51 78.84674),(52 79.23978),(53 80.045006),(54 79.929016),(55 80.07607),(56 79.84708),(57 80.43589),(58 79.83477),(59 79.90894),(60 80.21401),(61 80.82279),(62 80.22469),(63 79.62477),(64 79.48907),(65 79.245575),(66 78.59621),(67 78.61305),(68 78.55146),(69 78.453285),(70 77.858475),(71 78.027336),(72 77.88524),(73 78.67945),(74 78.83655),(75 78.84155),(76 79.017654),(77 79.05709),(78 78.53872),(79 79.24918),
(1 21.765476),(2 29.71844),(3 36.15861),(4 40.853195),(5 44.683662),(6 47.244625),(7 49.389523),(8 51.259098),(9 53.16179),(10 54.13064),(11 55.186024),(12 55.87814),(13 56.475346),(14 56.88725),(15 56.67325),(16 57.15401),(17 58.122864),(18 58.29094),(19 59.867657),(20 60.54291),(21 62.03576),(22 62.37395),(23 63.573593),(24 64.34271),(25 65.41566),(26 66.09291),(27 66.01112),(28 66.24668),(29 66.72801),(30 67.08234),(31 68.2923),(32 68.67522),(33 69.049644),(34 69.81419),(35 70.48465),(36 71.635506),(37 72.3942),(38 73.2657),(39 73.79866),(40 74.210434),(41 75.22977),(42 75.473274),(43 76.16746),(44 76.05057),(45 76.74567),(46 76.423515),(47 76.83319),(48 77.54101),(49 77.94427),(50 78.2432),(51 78.47929),(52 78.47213),(53 78.83104),(54 79.04187),(55 79.435036),(56 79.6461),(57 79.76129),(58 79.39492),(59 79.293724),(60 79.52423),(61 79.86206),(62 79.2649),(63 78.61498),(64 78.16462),(65 78.3711),(66 77.96574),(67 77.37184),(68 76.98721),(69 77.313995),(70 76.713455),(71 76.88832),(72 77.04688),(73 77.1068),(74 77.25019),(75 77.02814),(76 77.43057),(77 77.90379),(78 76.84366),(79 77.3544),
(1 21.769197),(2 29.866747),(3 36.776047),(4 41.16007),(5 45.926083),(6 48.492466),(7 50.79358),(8 52.13997),(9 53.777706),(10 54.75584),(11 55.920185),(12 56.897526),(13 57.26471),(14 57.527798),(15 57.756577),(16 58.362152),(17 58.729355),(18 59.06186),(19 60.326626),(20 60.72883),(21 62.218433),(22 62.360085),(23 63.578686),(24 64.214905),(25 65.2416),(26 65.66069),(27 65.91384),(28 66.032845),(29 66.22308),(30 66.43718),(31 67.57033),(32 68.053116),(33 68.66205),(34 68.597565),(35 68.92359),(36 69.861435),(37 70.855385),(38 70.89248),(39 70.760925),(40 71.589874),(41 72.52184),(42 72.78256),(43 73.514694),(44 73.81418),(45 74.551605),(46 74.68327),(47 75.428406),(48 76.06446),(49 76.996635),(50 77.822754),(51 77.28809),(52 77.38827),(53 78.80314),(54 79.06209),(55 79.29778),(56 79.665436),(57 80.05029),(58 79.455124),(59 79.29842),(60 79.34605),(61 79.42033),(62 78.93053),(63 78.07598),(64 77.492294),(65 77.55895),(66 76.78037),(67 76.583206),(68 75.619354),(69 75.59555),(70 74.1715),(71 74.76393),(72 74.931854),(73 74.87863),(74 74.93914),(75 74.73074),(76 74.99958),(77 75.08161),(78 74.55895),(79 75.83432),
(1 21.147614),(2 28.631361),(3 35.08699),(4 39.650116),(5 43.7356),(6 46.18358),(7 48.09633),(8 49.41996),(9 50.66458),(10 51.685577),(11 52.796326),(12 53.816006),(13 54.07317),(14 54.622707),(15 55.061714),(16 55.933556),(17 56.104187),(18 56.74087),(19 57.567074),(20 58.372196),(21 59.848038),(22 60.104088),(23 60.854267),(24 61.74794),(25 62.709625),(26 62.987083),(27 64.248314),(28 64.5191),(29 65.381516),(30 66.003944),(31 66.93072),(32 66.90983),(33 68.000694),(34 68.07967),(35 68.453),(36 68.98897),(37 69.86587),(38 70.05013),(39 70.42513),(40 71.194916),(41 72.00834),(42 72.59902),(43 72.94431),(44 73.36822),(45 73.783875),(46 73.91394),(47 74.71153),(48 75.122696),(49 76.096535),(50 75.95759),(51 75.875595),(52 76.5665),(53 77.51561),(54 77.22829),(55 77.756805),(56 76.74402),(57 76.92211),(58 76.74392),(59 76.64981),(60 76.88337),(61 77.31179),(62 76.58078),(63 76.45272),(64 75.98986),(65 75.50259),(66 75.029625),(67 75.0542),(68 74.25081),(69 74.38783),(70 73.291046),(71 73.51096),(72 73.899635),(73 74.1424),(74 73.704346),(75 73.64492),(76 74.29408),(77 74.31247),(78 73.93001),(79 74.64546),
(1 21.288567),(2 29.078249),(3 35.702797),(4 40.22569),(5 44.763542),(6 47.15675),(7 49.586693),(8 51.21221),(9 52.76994),(10 53.65222),(11 54.802013),(12 55.538067),(13 55.72093),(14 56.10247),(15 56.648685),(16 57.179554),(17 57.564426),(18 58.149452),(19 59.39331),(20 59.83262),(21 60.618576),(22 61.35791),(23 62.594143),(24 63.38429),(25 64.87314),(26 65.17111),(27 66.02771),(28 66.63717),(29 67.9013),(30 68.432274),(31 69.22258),(32 69.160065),(33 70.20003),(34 70.4693),(35 71.017265),(36 71.646935),(37 72.73825),(38 73.16574),(39 73.21708),(40 73.398834),(41 73.98983),(42 73.922386),(43 74.619896),(44 74.73989),(45 75.344),(46 75.29985),(47 75.4779),(48 76.07822),(49 76.59212),(50 76.60979),(51 76.0898),(52 76.71439),(53 77.5294),(54 77.45852),(55 77.70033),(56 77.60052),(57 78.19727),(58 78.34276),(59 77.98547),(60 77.802956),(61 78.20378),(62 77.949585),(63 77.09573),(64 76.966866),(65 77.0418),(66 76.53338),(67 76.41382),(68 75.45644),(69 75.74641),(70 75.14892),(71 75.43446),(72 75.58794),(73 75.32417),(74 75.58491),(75 75.378426),(76 75.95032),(77 76.14079),(78 75.36117),(79 75.76726),
(1 20.94744),(2 28.500175),(3 35.130665),(4 39.26534),(5 43.6492),(6 45.969),(7 48.117695),(8 49.56804),(9 50.70553),(10 51.425785),(11 52.506054),(12 53.41761),(13 53.838963),(14 54.32542),(15 54.759773),(16 55.490402),(17 55.7246),(18 56.728554),(19 58.341187),(20 58.73296),(21 59.55288),(22 59.885246),(23 60.65227),(24 61.431725),(25 62.97285),(26 63.13053),(27 63.520668),(28 63.769737),(29 64.717285),(30 65.2694),(31 65.65137),(32 66.25354),(33 67.18625),(34 67.686775),(35 68.616875),(36 69.62161),(37 70.739716),(38 71.37905),(39 71.45117),(40 71.53341),(41 72.44414),(42 72.50557),(43 73.0582),(44 73.089676),(45 73.814545),(46 73.560074),(47 73.86946),(48 74.04015),(49 74.727776),(50 74.86928),(51 75.31677),(52 75.90954),(53 76.66816),(54 76.74346),(55 77.07365),(56 77.050476),(57 77.94929),(58 77.76878),(59 77.906845),(60 78.26496),(61 78.10234),(62 77.88048),(63 76.63972),(64 76.72329),(65 76.29551),(66 75.76555),(67 75.16421),(68 75.185776),(69 75.16154),(70 74.80355),(71 74.89712),(72 74.93331),(73 75.01908),(74 74.79323),(75 74.32218),(76 75.38214),(77 75.826485),(78 75.7309),(79 75.7495),
(1 20.682762),(2 28.199457),(3 34.461533),(4 38.642742),(5 42.615875),(6 45.764565),(7 48.22115),(8 49.63959),(9 51.182465),(10 52.1569),(11 53.391838),(12 54.030117),(13 54.668236),(14 54.947567),(15 54.985188),(16 55.82378),(17 55.929478),(18 56.755978),(19 57.80094),(20 58.898827),(21 59.60721),(22 60.046757),(23 61.01969),(24 62.100563),(25 63.726803),(26 64.091225),(27 64.809),(28 65.235344),(29 66.14506),(30 66.49974),(31 67.450966),(32 68.04617),(33 69.11562),(34 69.655594),(35 70.270615),(36 71.12327),(37 72.05705),(38 72.60756),(39 72.88541),(40 73.268524),(41 73.75557),(42 73.65049),(43 74.001816),(44 74.22749),(45 74.601555),(46 74.38492),(47 74.96002),(48 75.29165),(49 76.0089),(50 76.17856),(51 76.228966),(52 76.57614),(53 76.95152),(54 77.05463),(55 77.33668),(56 77.16123),(57 78.03336),(58 77.70017),(59 77.13742),(60 77.312096),(61 77.56788),(62 77.00248),(63 76.50522),(64 76.029495),(65 75.91238),(66 75.29514),(67 75.03536),(68 74.31316),(69 74.70895),(70 73.334625),(71 73.82723),(72 74.062164),(73 74.471855),(74 73.53623),(75 73.34011),(76 73.95654),(77 74.648834),(78 74.20379),(79 75.053085),
(1 21.002039),(2 28.433865),(3 34.835655),(4 38.816956),(5 43.190132),(6 45.798897),(7 48.17751),(8 49.648136),(9 51.27008),(10 52.30414),(11 53.775024),(12 54.430668),(13 55.051895),(14 55.248665),(15 55.374966),(16 56.00657),(17 56.662727),(18 56.86741),(19 58.0611),(20 58.765575),(21 59.728844),(22 60.047882),(23 61.139763),(24 61.763966),(25 62.642353),(26 63.469044),(27 64.51849),(28 65.55331),(29 66.55866),(30 66.69399),(31 67.19915),(32 68.04007),(33 68.71492),(34 69.182236),(35 69.80101),(36 70.48321),(37 71.794716),(38 72.313385),(39 72.1864),(40 72.74607),(41 73.36287),(42 73.21358),(43 73.8568),(44 74.029755),(45 74.69479),(46 74.77196),(47 75.80234),(48 76.04439),(49 76.659836),(50 76.68463),(51 76.46863),(52 76.60052),(53 77.02031),(54 76.792274),(55 77.12931),(56 76.72108),(57 77.32579),(58 76.98757),(59 77.28706),(60 77.165306),(61 77.47628),(62 76.89206),(63 76.15297),(64 75.86353),(65 75.8379),(66 74.84329),(67 73.961075),(68 73.386795),(69 73.74218),(70 72.73475),(71 72.8953),(72 72.97618),(73 73.348854),(74 72.80499),(75 73.36082),(76 73.73109),(77 74.475075),(78 73.46835),(79 74.26902),
(1 20.35476),(2 27.668394),(3 34.440636),(4 38.448742),(5 42.45694),(6 45.130783),(7 47.4008),(8 48.79299),(9 50.572807),(10 51.49117),(11 52.56974),(12 53.129025),(13 53.637085),(14 53.810314),(15 53.905125),(16 53.945408),(17 54.290195),(18 54.50756),(19 55.684174),(20 56.36875),(21 57.596596),(22 57.743473),(23 58.805244),(24 59.57082),(25 61.190895),(26 62.19092),(27 62.626297),(28 63.439022),(29 64.22818),(30 64.631874),(31 65.11807),(32 65.41263),(33 66.05756),(34 66.00916),(35 66.206795),(36 66.70123),(37 67.5578),(38 68.45491),(39 68.78954),(40 68.98155),(41 69.939804),(42 70.024864),(43 70.64458),(44 71.03279),(45 71.56504),(46 70.97499),(47 71.53453),(48 71.83407),(49 72.1691),(50 72.116844),(51 72.40974),(52 72.45441),(53 73.056816),(54 73.2847),(55 73.89613),(56 74.03869),(57 74.80594),(58 74.46242),(59 75.16072),(60 75.305595),(61 75.733604),(62 75.37358),(63 74.501785),(64 74.03251),(65 74.32971),(66 73.38431),(67 73.01101),(68 72.67945),(69 72.36989),(70 71.72289),(71 72.05885),(72 72.12081),(73 72.66246),(74 71.89546),(75 72.52297),(76 73.24985),(77 73.56662),(78 73.18867),(79 74.14177),
(1 20.634682),(2 27.736624),(3 34.31751),(4 38.230198),(5 41.872486),(6 44.523357),(7 46.913536),(8 48.414616),(9 49.662548),(10 50.64307),(11 51.745136),(12 52.313408),(13 53.007317),(14 53.460445),(15 53.740368),(16 53.77954),(17 54.431602),(18 54.659485),(19 55.64499),(20 56.46396),(21 57.932335),(22 58.552494),(23 59.744457),(24 60.365513),(25 62.165398),(26 63.02562),(27 63.59374),(28 63.894543),(29 65.15222),(30 65.6827),(31 66.58342),(32 66.79189),(33 67.13347),(34 67.3207),(35 67.93369),(36 68.369316),(37 69.72213),(38 70.0254),(39 70.73334),(40 70.611824),(41 71.029686),(42 71.28756),(43 71.78654),(44 72.34451),(45 72.6033),(46 72.92775),(47 73.30895),(48 73.516785),(49 74.20881),(50 74.23833),(51 74.40389),(52 74.92556),(53 75.2511),(54 75.40587),(55 75.055016),(56 74.76512),(57 75.26662),(58 74.688),(59 74.781),(60 74.77381),(61 74.76106),(62 74.630104),(63 74.03342),(64 73.95411),(65 73.788315),(66 73.1337),(67 72.94847),(68 72.98678),(69 73.31526),(70 72.357635),(71 72.736244),(72 72.71832),(73 73.78174),(74 73.98303),(75 73.67542),(76 74.042725),(77 74.2814),(78 73.929825),(79 74.58644),
