1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45726.27),(2 135942.45),(3 258888.23),(4 407366.5),(5 600252.25),(6 765100.2),(7 946877.7),(8 1130965.6),(9 1273089.6),(10 1405858.1),(11 1567144.6),(12 1746885),(13 1938910.1),(14 2198214.3),(15 2504383),(16 2820315.3),(17 3192859.8),(18 3551575),(19 3877143),(20 4144952.8),(21 4356299.5),(22 4595898.5),(23 4809096.5),(24 4972842.5),(25 5195239.5),(26 5380355.5),(27 5633170.5),(28 5875914.5),(29 6147686.5),(30 6411164.5),(31 6720426),(32 7010872.5),(33 7297138),(34 7563198),(35 7756004.5),(36 7884450.5),(37 8031124),(38 8128672),(39 8239418.5),(40 8324598.5),(41 8423866),(42 8576216),(43 8797202),(44 9036441),(45 9264934),(46 9488081),(47 9712707),(48 9847859),(49 10015985),(50 10143629),(51 10256552),(52 10400626),(53 10524238),(54 10677619),(55 10813109),(56 11001782),(57 11148151),(58 11324088),(59 11590047),(60 11822203),(61 12107088),(62 12432847),(63 12792619),(64 13108101),(65 13504044),(66 13819999),(67 14363885),(68 14822828),(69 15353576),(70 16078535),(71 16725891),(72 17377608),(73 17976994),(74 18510036),(75 19077506),(76 19660040),(77 20214978),(78 20752692),(79 21412128),
(1 1874.8982),(2 2700.1426),(3 3206.239),(4 3632.2478),(5 3794.1663),(6 4008.8855),(7 4263.829),(8 4402.368),(9 4470.253),(10 4568.0005),(11 4602.4893),(12 4738.761),(13 4891.316),(14 4890.5547),(15 5028.0776),(16 5075.501),(17 5103.1665),(18 5176.256),(19 5259.421),(20 5364.4814),(21 5485.057),(22 5381.2695),(23 5500.632),(24 5583.204),(25 5543.219),(26 5515.872),(27 5609.4346),(28 5606.4927),(29 5666.118),(30 5795.839),(31 5742.533),(32 5716.4077),(33 5724.5527),(34 5660.9277),(35 5657.638),(36 5659.095),(37 5584.526),(38 5637.3364),(39 5705.292),(40 5584.2837),(41 5571.685),(42 5610.2334),(43 5575.4375),(44 5580.796),(45 5712.628),(46 5593.607),(47 5579.668),(48 5724.7764),(49 5702.294),(50 5756.3315),(51 5830.228),(52 5719.5645),(53 5735.106),(54 5787.261),(55 5702.0903),(56 5741.517),(57 5813.047),(58 5766.587),(59 5750.736),(60 5797.2266),(61 5819.07),(62 5883.3228),(63 5917.9766),(64 5904.243),(65 5908.0522),(66 5923.392),(67 5863.8433),(68 5890.349),(69 5909.262),(70 5917.5225),(71 5992.193),(72 5938.8423),(73 5928.4575),(74 5923.782),(75 5860.343),(76 5820.756),(77 5878.529),(78 5758.8584),(79 5719.4053),
(1 1872.4917),(2 2724.2053),(3 3187.5117),(4 3608.2146),(5 3803.0234),(6 3996.5515),(7 4242.9097),(8 4392.338),(9 4529.984),(10 4714.424),(11 4837.446),(12 4898.6157),(13 5097.761),(14 5081.7573),(15 5290.295),(16 5364.545),(17 5403.1255),(18 5453.0605),(19 5560.903),(20 5584.0693),(21 5621.9326),(22 5572.453),(23 5657.49),(24 5696.782),(25 5698.5723),(26 5684.804),(27 5787.2603),(28 5750.239),(29 5769.6313),(30 5856.562),(31 5805.3545),(32 5775.7744),(33 5797.914),(34 5701.6064),(35 5742.917),(36 5770.683),(37 5688.381),(38 5635.9355),(39 5816.741),(40 5773.7935),(41 5761.614),(42 5804.39),(43 5790.751),(44 5772.202),(45 5846.424),(46 5819.376),(47 5865.6177),(48 5980.869),(49 5946.4463),(50 5952.4063),(51 5928.21),(52 5859.112),(53 5891.5366),(54 5955.7183),(55 5920.531),(56 5924.6855),(57 5973.783),(58 5908.8154),(59 5950.105),(60 5979.239),(61 5955.5933),(62 5996.7583),(63 6038.58),(64 6016.149),(65 6034.8096),(66 6035.9766),(67 5977.6733),(68 6041.562),(69 6040.403),(70 5993.4487),(71 6046.7544),(72 5976.578),(73 6081.899),(74 6131.6016),(75 6155.5825),(76 6184.0093),(77 6264.61),(78 6183.4214),(79 6187.873),
(1 1833.8523),(2 2637.632),(3 3072.6628),(4 3491.9534),(5 3668.6755),(6 3862.3096),(7 4047.0825),(8 4141.6367),(9 4201.1587),(10 4351.5264),(11 4425.297),(12 4544.639),(13 4645.183),(14 4680.331),(15 4836.7095),(16 4900.9546),(17 4950.3545),(18 4971.7593),(19 5062.409),(20 5074.468),(21 5114.824),(22 5050.41),(23 5093.784),(24 5200.938),(25 5210.0605),(26 5249.3804),(27 5376.974),(28 5341.338),(29 5356.3164),(30 5414.8516),(31 5468.2715),(32 5457.2456),(33 5474.377),(34 5426.7505),(35 5438.122),(36 5553.879),(37 5554.7954),(38 5556.643),(39 5699.196),(40 5638.793),(41 5685.5254),(42 5679.551),(43 5649.0166),(44 5607.1284),(45 5697.231),(46 5625.7705),(47 5619.638),(48 5656.4014),(49 5626.964),(50 5679.532),(51 5702.8887),(52 5657.8843),(53 5637.801),(54 5714.362),(55 5646.354),(56 5611.8936),(57 5574.613),(58 5569.619),(59 5599.591),(60 5653.319),(61 5589.963),(62 5592.505),(63 5674.113),(64 5621.0513),(65 5645.353),(66 5665.11),(67 5641.996),(68 5656.239),(69 5726.981),(70 5643.538),(71 5642.4365),(72 5573.529),(73 5587.2144),(74 5675.044),(75 5672.179),(76 5675.515),(77 5823.5156),(78 5786.7197),(79 5759.6875),
(1 1847.0951),(2 2641.8752),(3 3104.4207),(4 3448.4456),(5 3620.5562),(6 3824.322),(7 4021.171),(8 4094.0544),(9 4208.0063),(10 4342.3687),(11 4402.6006),(12 4451.6157),(13 4615.0737),(14 4631.3643),(15 4728.642),(16 4823.614),(17 4817.8984),(18 4857.662),(19 4950.514),(20 5055.701),(21 5157.792),(22 5076.857),(23 5123.362),(24 5243.6567),(25 5203.477),(26 5224.072),(27 5318.0034),(28 5218.5884),(29 5227.844),(30 5264.1226),(31 5209.39),(32 5200.3804),(33 5244.3745),(34 5204.972),(35 5265.946),(36 5378.677),(37 5320.4917),(38 5322.4995),(39 5400.4355),(40 5385.536),(41 5368.029),(42 5427.86),(43 5421.178),(44 5426.921),(45 5522.376),(46 5507.549),(47 5483.4736),(48 5592.8306),(49 5442.9224),(50 5445.9937),(51 5606.031),(52 5502.8716),(53 5443.8706),(54 5485.443),(55 5472.738),(56 5439.656),(57 5485.287),(58 5449.797),(59 5414.401),(60 5442.5356),(61 5411.0947),(62 5412.485),(63 5551.283),(64 5534.224),(65 5534.62),(66 5563.1763),(67 5544.7397),(68 5562.3643),(69 5618.932),(70 5585.962),(71 5621.38),(72 5457.2085),(73 5440.8438),(74 5509.6045),(75 5477.3813),(76 5470.183),(77 5511.812),(78 5440.5347),(79 5409.5376),
(1 1768.2075),(2 2541.4514),(3 2995.8086),(4 3351.0212),(5 3528.3792),(6 3701.7397),(7 3902.3474),(8 3961.3567),(9 4041.4846),(10 4204.55),(11 4237.7837),(12 4360.8916),(13 4524.324),(14 4484.9756),(15 4555.879),(16 4674.9634),(17 4678.6733),(18 4682.6255),(19 4784.487),(20 4844.41),(21 4905.4907),(22 4839.377),(23 4936.5186),(24 5061.8486),(25 5033.024),(26 5052.072),(27 5173.0337),(28 5103.9517),(29 5143.288),(30 5205.3257),(31 5117.585),(32 5122.5874),(33 5136.019),(34 5126.5283),(35 5156.757),(36 5248.6675),(37 5177.2246),(38 5215.0684),(39 5322.2637),(40 5213.0713),(41 5242.481),(42 5297.232),(43 5252.7397),(44 5300.43),(45 5363.009),(46 5319.7656),(47 5282.724),(48 5289.8345),(49 5225.322),(50 5205.9414),(51 5255.224),(52 5186.5903),(53 5176.5547),(54 5187.232),(55 5162.4175),(56 5167.7827),(57 5220.773),(58 5177.569),(59 5206.872),(60 5219.18),(61 5203.845),(62 5223.1445),(63 5329.0396),(64 5295.488),(65 5250.2563),(66 5279.241),(67 5171.48),(68 5172.385),(69 5222.0767),(70 5185.9165),(71 5220.8125),(72 5127.4434),(73 5100.4146),(74 5142.281),(75 5121.6226),(76 5126.3403),(77 5185.5254),(78 5133.511),(79 5175.7847),
(1 1822.3615),(2 2593.2412),(3 3076.7087),(4 3411.4783),(5 3576.926),(6 3753.6484),(7 3960.861),(8 4042.0928),(9 4104.0767),(10 4278.5825),(11 4300.4893),(12 4399.321),(13 4544.0894),(14 4534.738),(15 4627.504),(16 4675.854),(17 4624.8154),(18 4649.0034),(19 4738.805),(20 4786.331),(21 4858.6455),(22 4882.675),(23 4966.2573),(24 5054.9937),(25 5091.2285),(26 5130.6543),(27 5262.7036),(28 5227.2847),(29 5193.4473),(30 5244.3457),(31 5202.906),(32 5180.4146),(33 5227.7363),(34 5213.0605),(35 5198.141),(36 5236.551),(37 5132.45),(38 5107.621),(39 5174.8486),(40 5101.481),(41 5155.739),(42 5209.3384),(43 5170.3867),(44 5165.5317),(45 5270.9253),(46 5186.9224),(47 5170.0737),(48 5190.529),(49 5169.099),(50 5221.4624),(51 5284.3013),(52 5212.6006),(53 5220.8345),(54 5218.6475),(55 5225.886),(56 5291.153),(57 5342.191),(58 5335.505),(59 5344.9473),(60 5334.922),(61 5346.8394),(62 5396.2485),(63 5502.969),(64 5449.7764),(65 5472.704),(66 5495.115),(67 5437.881),(68 5405.458),(69 5421.3843),(70 5402.2534),(71 5438.408),(72 5375.381),(73 5301.7207),(74 5363.0615),(75 5358.5894),(76 5349.734),(77 5441.702),(78 5364.3936),(79 5300.7227),
(1 1767.1283),(2 2502.5803),(3 2948.4243),(4 3279.5083),(5 3402.1265),(6 3579.1345),(7 3806.3782),(8 3879.431),(9 3974.474),(10 4115.701),(11 4177.9814),(12 4323.4414),(13 4431.426),(14 4398.664),(15 4495.8564),(16 4562.3086),(17 4551.213),(18 4614.117),(19 4730.8486),(20 4709.092),(21 4775.9277),(22 4775.742),(23 4808.048),(24 4872.28),(25 4881.4907),(26 4935.8286),(27 5070.2705),(28 5068.223),(29 5093.3433),(30 5154.9277),(31 5105.3486),(32 5124.167),(33 5182.976),(34 5158.5967),(35 5157.293),(36 5211.0825),(37 5097.017),(38 5105.493),(39 5157.6035),(40 5036.3057),(41 5128.0264),(42 5171.2705),(43 5129.3906),(44 5104.6465),(45 5202.68),(46 5146.622),(47 5146.8247),(48 5163.939),(49 5107.4795),(50 5083.04),(51 5181.495),(52 5154.3564),(53 5147.989),(54 5189.185),(55 5132.9478),(56 5154.5503),(57 5131.93),(58 5068.9897),(59 5068.3325),(60 5111.9404),(61 5145.195),(62 5188.061),(63 5312.5513),(64 5271.602),(65 5295.394),(66 5330.302),(67 5286.0835),(68 5284.862),(69 5342.5483),(70 5326.544),(71 5304.3643),(72 5222.3237),(73 5208.5044),(74 5268.1113),(75 5211.958),(76 5206.4243),(77 5285.663),(78 5210.556),(79 5176.751),
(1 1738.575),(2 2479.7537),(3 2895.5452),(4 3244.278),(5 3414.6648),(6 3601.7288),(7 3801.9824),(8 3908.4434),(9 3965.2522),(10 4060.8274),(11 4055.622),(12 4114.1167),(13 4311.3545),(14 4310.4346),(15 4386.373),(16 4470.847),(17 4482.4106),(18 4541.329),(19 4617.0146),(20 4642.0977),(21 4689.302),(22 4707.8896),(23 4756.5435),(24 4817.5776),(25 4801.384),(26 4798.1016),(27 4839.8486),(28 4844.7344),(29 4834.7383),(30 4939.1396),(31 4948.968),(32 4943.505),(33 4965.036),(34 4910.877),(35 4920.2993),(36 4966.849),(37 4906.4053),(38 4898.8506),(39 4988.1367),(40 4911.9614),(41 4887.175),(42 4938.3486),(43 4954.449),(44 4967.1675),(45 5041.672),(46 4986.7114),(47 4969.63),(48 4989.8115),(49 4913.718),(50 4897.647),(51 4965.4863),(52 4862.73),(53 4868.9756),(54 4868.744),(55 4823.0757),(56 4874.953),(57 4909.645),(58 4867.141),(59 4873.705),(60 4969.7),(61 5011.425),(62 5010.8154),(63 5146.929),(64 5093.811),(65 5094.2217),(66 5117.0225),(67 5097.4585),(68 5157.3267),(69 5183.6436),(70 5177.551),(71 5165.9233),(72 5102.6797),(73 5129.675),(74 5153.7104),(75 5098.941),(76 5132.9595),(77 5205.713),(78 5190.0947),(79 5181.912),
(1 1687.1206),(2 2412.9023),(3 2863.6658),(4 3124.988),(5 3282.4595),(6 3453.7937),(7 3637.9878),(8 3758.9963),(9 3806.7449),(10 3928.9453),(11 3924.2463),(12 3989.8193),(13 4140.8027),(14 4180.437),(15 4287.277),(16 4357.4824),(17 4373.6235),(18 4476.401),(19 4538.7964),(20 4571.1304),(21 4624.4844),(22 4592.9595),(23 4672.4097),(24 4707.0005),(25 4678.0176),(26 4700.374),(27 4766.324),(28 4762.8735),(29 4768.5063),(30 4846.4517),(31 4827.987),(32 4822.9927),(33 4848.7554),(34 4785.7505),(35 4808.4214),(36 4894.493),(37 4843.5527),(38 4840.7744),(39 4955.1523),(40 4886.223),(41 4917.0654),(42 4960.466),(43 4980.435),(44 4988.824),(45 5058.7305),(46 4995.068),(47 4952.656),(48 5003.8735),(49 4992.578),(50 5021.2134),(51 5070.8525),(52 5022.7505),(53 5046.398),(54 5039.981),(55 4990.1846),(56 5043.069),(57 5116.725),(58 5108.2197),(59 5097.86),(60 5136.311),(61 5151.0527),(62 5139.022),(63 5220.5913),(64 5174.622),(65 5146.0957),(66 5153.178),(67 5119.822),(68 5169.5747),(69 5221.7153),(70 5201.0493),(71 5223.9736),(72 5159.566),(73 5167.8657),(74 5187.8916),(75 5041.292),(76 5080.3423),(77 5102.317),(78 5051.552),(79 5067.157),
(1 1687.7103),(2 2354.0662),(3 2787.5706),(4 3131.2734),(5 3278.2556),(6 3404.9656),(7 3556.2786),(8 3635.1035),(9 3697.4734),(10 3810.7036),(11 3832.137),(12 3923.2256),(13 4080.8774),(14 4126.391),(15 4180.1157),(16 4285.742),(17 4367.303),(18 4442.701),(19 4521.358),(20 4500.477),(21 4569.661),(22 4521.162),(23 4560.2495),(24 4613.3057),(25 4592.797),(26 4607.7886),(27 4713.9365),(28 4671.5303),(29 4676.796),(30 4719.932),(31 4739.64),(32 4718.072),(33 4776.568),(34 4739.6177),(35 4766.6343),(36 4785.506),(37 4741.0273),(38 4738.6836),(39 4834.7856),(40 4781.3394),(41 4778.674),(42 4829.2173),(43 4775.334),(44 4776.6533),(45 4851.742),(46 4840.73),(47 4820.5327),(48 4867.39),(49 4837.7637),(50 4887.1475),(51 4922.627),(52 4845.7476),(53 4874.6567),(54 4898.199),(55 4782.868),(56 4812.9834),(57 4873.335),(58 4858.136),(59 4848.433),(60 4874.9414),(61 4825.444),(62 4859.2134),(63 4896.481),(64 4826.7954),(65 4866.67),(66 4871.503),(67 4811.48),(68 4833.6216),(69 4841.249),(70 4793.6255),(71 4823.05),(72 4806.7837),(73 4806.8125),(74 4868.9063),(75 4796.0796),(76 4816.301),(77 4844.9014),(78 4824.568),(79 4868.252),
(1 1731.1515),(2 2391.3892),(3 2789.2031),(4 3142.0264),(5 3301.2856),(6 3431.5154),(7 3578.3276),(8 3601.2734),(9 3721.6523),(10 3847.1335),(11 3911.8674),(12 3988.2537),(13 4141.2827),(14 4108.736),(15 4251.338),(16 4365.6655),(17 4429.633),(18 4497.1304),(19 4553.8027),(20 4565.275),(21 4620.552),(22 4578.929),(23 4580.5347),(24 4691.376),(25 4660.273),(26 4651.3267),(27 4773.0723),(28 4732.856),(29 4704.6836),(30 4762.6797),(31 4751.09),(32 4760.087),(33 4808.6914),(34 4735.72),(35 4802.0225),(36 4851.845),(37 4780.7085),(38 4786.88),(39 4876.426),(40 4777.161),(41 4735.04),(42 4772.53),(43 4772.3184),(44 4748.556),(45 4866.9624),(46 4863.706),(47 4845.094),(48 4917.2627),(49 4831.944),(50 4824.829),(51 4866.028),(52 4826.5654),(53 4841.425),(54 4898.106),(55 4864.681),(56 4868.4824),(57 4947.8545),(58 4856.6943),(59 4848.806),(60 4808.54),(61 4825.036),(62 4868.3965),(63 4984.747),(64 4950.7715),(65 5004.769),(66 5010.4287),(67 4913.784),(68 4862.7925),(69 4918.1216),(70 4888.954),(71 4904.193),(72 4857.9893),(73 4889.062),(74 4921.068),(75 4847.1406),(76 4851.4126),(77 4946.2026),(78 4888.704),(79 4900.1035),
(1 1678.1393),(2 2356.5576),(3 2764.9226),(4 3055.8362),(5 3238.3584),(6 3362.0269),(7 3514.4622),(8 3613.531),(9 3703.452),(10 3837.5806),(11 3866.958),(12 3896.8389),(13 4006.408),(14 4009.1099),(15 4138.8896),(16 4193.395),(17 4215.3145),(18 4290.359),(19 4372.306),(20 4341.18),(21 4398.733),(22 4362.948),(23 4380.5703),(24 4393.548),(25 4382.5264),(26 4380.5005),(27 4424.012),(28 4352.7515),(29 4338.8345),(30 4422.7954),(31 4328.1597),(32 4346.871),(33 4407.9014),(34 4356.6724),(35 4359.122),(36 4450.0654),(37 4367.023),(38 4397.575),(39 4548.0635),(40 4515.4956),(41 4521.739),(42 4567.7266),(43 4545.5874),(44 4507.518),(45 4604.6406),(46 4579.719),(47 4569.2764),(48 4593.7173),(49 4569.1323),(50 4611.127),(51 4676.7104),(52 4630.1357),(53 4642.2266),(54 4698.455),(55 4724.7813),(56 4712.092),(57 4748.6226),(58 4770.417),(59 4725.4854),(60 4726.5264),(61 4702.865),(62 4772.54),(63 4895.8325),(64 4869.7095),(65 4867.5938),(66 4876.5903),(67 4831.91),(68 4818.957),(69 4869.4097),(70 4858.7095),(71 4888.121),(72 4817.188),(73 4798.554),(74 4801.988),(75 4760.5015),(76 4768.8115),(77 4832.824),(78 4778.5015),(79 4780.0044),
(1 1674.2411),(2 2329.7314),(3 2719.4778),(4 3024.799),(5 3181.767),(6 3284.4055),(7 3436.203),(8 3525.8696),(9 3604.7644),(10 3751.4805),(11 3776.511),(12 3850.352),(13 3978.5366),(14 3992.4155),(15 4085.8032),(16 4165.9863),(17 4211.2407),(18 4230.063),(19 4339.069),(20 4388.721),(21 4434.775),(22 4375.857),(23 4447.551),(24 4532.397),(25 4467.6177),(26 4480.8394),(27 4559.061),(28 4595.1655),(29 4579.6313),(30 4638.3535),(31 4580.007),(32 4582.181),(33 4618.704),(34 4568.8896),(35 4594.8394),(36 4635.2173),(37 4573.5054),(38 4559.082),(39 4653.5146),(40 4563.6094),(41 4597.5176),(42 4701.275),(43 4667.2544),(44 4653.569),(45 4706.228),(46 4667.5303),(47 4676.115),(48 4662.5015),(49 4610.9585),(50 4651.7085),(51 4716.2847),(52 4713.612),(53 4705.0767),(54 4753.294),(55 4794.732),(56 4870.686),(57 4953.283),(58 4936.7275),(59 4907.6553),(60 4964.1885),(61 4947.4985),(62 4961.8896),(63 5015.8496),(64 4965.754),(65 4942.5303),(66 4942.8237),(67 4915.5684),(68 4903.762),(69 5013.829),(70 5020.7188),(71 5047.92),(72 5015.387),(73 4998.174),(74 5016.252),(75 4978.27),(76 4987.378),(77 5020.4224),(78 4918.802),(79 4914.4424),
(1 1643.7042),(2 2340.1328),(3 2750.71),(4 3017.3228),(5 3182.1038),(6 3296.8599),(7 3458.1194),(8 3526.8997),(9 3585.4617),(10 3717.4058),(11 3751.7454),(12 3785.752),(13 3915.9734),(14 3941.2888),(15 4041.3835),(16 4105.5405),(17 4095.2258),(18 4112.158),(19 4206.692),(20 4274.9756),(21 4314.28),(22 4281.467),(23 4350.4707),(24 4424.013),(25 4417.2783),(26 4414.863),(27 4495.3755),(28 4502.177),(29 4502.3213),(30 4521.958),(31 4507.784),(32 4509.52),(33 4604.034),(34 4585.019),(35 4613.252),(36 4656.5415),(37 4596.8696),(38 4586.3013),(39 4636.934),(40 4528.936),(41 4502.4487),(42 4583.781),(43 4566.694),(44 4537.5464),(45 4621.771),(46 4574.1587),(47 4582.939),(48 4622.7427),(49 4618.859),(50 4638.544),(51 4683.8467),(52 4695.5264),(53 4680.3696),(54 4708.323),(55 4713.9565),(56 4767.282),(57 4826.1245),(58 4781.8374),(59 4759.7974),(60 4772.0273),(61 4762.1255),(62 4811.7505),(63 4865.294),(64 4811.909),(65 4808.7944),(66 4841.13),(67 4803.4995),(68 4757.92),(69 4775.7417),(70 4736.231),(71 4744.5146),(72 4724.2983),(73 4722.977),(74 4728.507),(75 4669.8115),(76 4714.0024),(77 4782.2905),(78 4729.6304),(79 4692.5625),
(1 1594.7211),(2 2218.9749),(3 2568.4792),(4 2810.609),(5 2957.5154),(6 3084.0105),(7 3254.2727),(8 3266.3987),(9 3304.9778),(10 3437.4236),(11 3462.38),(12 3516.9854),(13 3661.8625),(14 3640.151),(15 3739.062),(16 3809.1948),(17 3803.9836),(18 3873.4324),(19 3924.837),(20 3986.8484),(21 4033.3376),(22 3972.706),(23 4005.8528),(24 4066.336),(25 4053.7097),(26 4065.8313),(27 4161.439),(28 4145.884),(29 4185.9414),(30 4247.2456),(31 4193.2773),(32 4217.3003),(33 4240.455),(34 4263.632),(35 4333.3574),(36 4404.6143),(37 4366.137),(38 4369.7715),(39 4402.55),(40 4305.3867),(41 4333.5884),(42 4380.3115),(43 4330.8774),(44 4313.8804),(45 4368.927),(46 4287.5806),(47 4264.141),(48 4276.4814),(49 4243.2324),(50 4234.025),(51 4281.1714),(52 4261.0845),(53 4243.2173),(54 4254.4087),(55 4236.234),(56 4256.6733),(57 4282.2437),(58 4276.939),(59 4302.2407),(60 4325.884),(61 4306.357),(62 4312.457),(63 4396.0757),(64 4360.3228),(65 4373.7915),(66 4405.723),(67 4348.107),(68 4369.473),(69 4424.2046),(70 4345.7495),(71 4347.0493),(72 4296.4497),(73 4328.443),(74 4364.298),(75 4287.122),(76 4282.1123),(77 4337.2246),(78 4276.2783),(79 4259.9995),
(1 1567.5791),(2 2222.0369),(3 2620.6348),(4 2874.4036),(5 3023.721),(6 3153.69),(7 3292.7031),(8 3318.1636),(9 3356.9102),(10 3480.8635),(11 3507.0002),(12 3596.8193),(13 3720.6848),(14 3738.9355),(15 3837.6465),(16 3920.73),(17 3946.4514),(18 4005.7766),(19 4096.62),(20 4134.0825),(21 4174.5264),(22 4088.5576),(23 4113.737),(24 4207.133),(25 4177.4136),(26 4192.847),(27 4257.511),(28 4240.6714),(29 4262.91),(30 4328.983),(31 4317.5913),(32 4344.549),(33 4435.4263),(34 4388.4814),(35 4471.372),(36 4535.0796),(37 4484.5337),(38 4563.8755),(39 4657.8047),(40 4583.0005),(41 4574.6875),(42 4591.3115),(43 4586.053),(44 4581.1646),(45 4612.7847),(46 4573.266),(47 4553.4717),(48 4548.3496),(49 4499.9907),(50 4475.0215),(51 4490.2837),(52 4422.9834),(53 4390.2485),(54 4385.4316),(55 4386.85),(56 4419.4214),(57 4494.2905),(58 4490.7495),(59 4494.4194),(60 4468.4204),(61 4452.036),(62 4484.3647),(63 4573.056),(64 4580.146),(65 4599.2266),(66 4622.933),(67 4560.5347),(68 4578.1895),(69 4622.299),(70 4547.507),(71 4557.0474),(72 4500.929),(73 4513.5767),(74 4547.3857),(75 4505.5386),(76 4486.417),(77 4534.3613),(78 4490.7144),(79 4476.15),
