q, (a, b, c)
1.5, (-94405732.58879112, 542773.0343506425, 94434253.60418701)
2.5, (-102642630.58996034, 560446.0794581362, 102657213.03716712)
3.5, (-59475293.89094087, 283766.7289075492, 59490214.598242)
4.5, (-45043908.86088405, 190585.53012437987, 45057996.20556162)
5.5, (-64932977.918246195, 248171.34059842877, 64947230.96305742)
6.5, (-44509144.19568281, 149015.6485001864, 44523588.13299166)
7.5, (-258228.6422466102, 736.3481867594676, 272592.03578782897)
8.5, (-390907.5616771078, 1043.9245260879547, 404959.6032936936)
9.5, (-154626.1538022177, 357.5058319876958, 168710.21034776367)
10.5, (-146983.85703824027, 326.1668296022531, 160951.92692653797)
11.5, (-135663.64645115723, 286.3493338033682, 149507.6302237572)
12.5, (-128889.213823001, 264.4811046865242, 142363.01734675656)
13.5, (-131704.3336781472, 276.92379845954406, 145147.087315795)
14.5, (-116404.32224399823, 243.8303007708524, 129431.46761771983)
15.5, (-120406.89369850671, 271.8622608244348, 133342.75395024996)
16.5, (-110767.80210126078, 264.1658654538761, 123504.03140805695)
17.5, (-96256.17921905167, 238.4972622603597, 108607.39013102865)
18.5, (-95026.18735381354, 270.5949863504941, 107073.10838143848)
19.5, (-70454.67581065078, 210.6727345198656, 82301.16884027877)
20.5, (-49334.458991324784, 163.0413647552394, 60846.68076847537)
21.5, (-40155.913270950434, 144.30674434449665, 51351.26510614303)
22.5, (-31884.755124146137, 132.42607232234934, 42682.98280819134)
23.5, (-26559.43534030878, 119.44053951645817, 37093.12404438288)
24.5, (-20099.655345437503, 91.5156190637611, 30209.93748640645)
25.5, (-14560.512910345664, 67.45914901723481, 24436.98469495543)
26.5, (-12608.701162621399, 62.48426754061381, 22247.904311865976)
27.5, (-10565.662659076033, 52.581094601979714, 19720.35188737751)
28.5, (-9405.982516195738, 44.832589404581526, 18218.779328573728)
29.5, (-8592.456310135167, 41.66033140809776, 17193.90418848517)
30.5, (-7725.454850599665, 34.58102873987615, 15831.925029430064)
31.5, (-7717.094840593819, 37.96308052442363, 15734.019222597888)
32.5, (-7139.131099578515, 32.119294273245664, 14962.777665937156)
33.5, (-7001.041592975555, 37.794087046432644, 14862.358076236258)
34.5, (-6417.135163409904, 33.23006710471915, 14180.168340412785)
35.5, (-5876.636821827501, 30.357288334013994, 13545.048760368403)
36.5, (-5569.395092846559, 32.9466399259441, 13215.558170015946)
37.5, (-5581.842769794279, 37.80033984666802, 13391.434669954335)
38.5, (-4801.928159616769, 31.554363290088062, 12294.026214073963)
39.5, (-4821.899214040869, 39.8532145645225, 12429.521102672452)
40.5, (-4613.495222074902, 40.44894663628471, 12387.541587447478)
41.5, (-4029.276562582281, 25.171627463230333, 11519.957880408438)
42.5, (-4304.905661523312, 38.3488403107256, 12027.553354699872)
43.5, (-4109.00489598928, 33.043237996695, 11850.778816976377)
44.5, (-4180.753819030408, 34.3512735424341, 11918.661143825517)
45.5, (-4304.041538983467, 33.32745163396568, 12059.80598938727)
46.5, (-4285.057870611117, 28.006815310952724, 11957.649102777934)
47.5, (-4651.807979323435, 33.19261811126834, 12510.6606892843)
48.5, (-4377.158159372449, 25.91299028994252, 12134.753274331964)
49.5, (-4666.174066335311, 26.608183832833866, 12527.264587194086)
50.5, (-4561.422948045078, 22.854273641553007, 12376.988690312242)
51.5, (-4653.965772234693, 24.675263384354444, 12537.532888884962)
52.5, (-4537.945914548192, 22.04617786285363, 12473.566746232062)
53.5, (-4457.953539426436, 18.85735615491556, 12297.523133794399)
54.5, (-4575.259450393509, 15.939479653406883, 12391.460282320217)
55.5, (-4585.176793944711, 14.327450467766113, 12342.753904809262)
56.5, (-4506.490317965121, 15.217994170951098, 12348.863278958866)
57.5, (-4670.369852904049, 12.96325956576637, 12402.667890875242)
58.5, (-4830.056586896792, 11.54592422182756, 12465.582767902932)
59.5, (-4701.951247011989, 13.373220146729667, 12699.089239182862)
60.5, (-5119.157818395668, 10.422931814809854, 12690.343150447132)
61.5, (-6176.494299025775, 6.8726607560088, 12758.658888887257)
62.5, (-4785.973708253554, 17.026956447338694, 13358.096694113066)
63.5, (-5047.335954178971, 14.10997180397858, 13421.39643291663)
64.5, (-4932.124628122485, 17.42288674592003, 13767.93875478385)
65.5, (-5023.879332165398, 18.7907765556948, 13957.253774090654)
66.5, (-5190.455818544219, 17.026860295603793, 14042.232028668219)
67.5, (-5182.170848471497, 16.78210540182497, 14179.672841258965)
68.5, (-5286.373815517512, 14.899945440388896, 14063.073898775496)
69.5, (-5536.65713755342, 12.754120907423047, 14153.801593859916)
70.5, (-6007.54177031549, 9.832327727400628, 14033.428320612476)
71.5, (-6653.3983386059745, 7.790909363049219, 14053.801949489394)
72.5, (-7385.35402346908, 5.881021322451549, 13878.3374806379)
73.5, (-7814.289417786581, 5.318402944615169, 13957.16829500336)
74.5, (-7950.608403908317, 5.101752913803224, 13976.410588714936)
75.5, (-7791.860816617319, 5.5150463924548205, 14114.962857498302)
76.5, (-7806.3212671026, 5.618266215259024, 14186.930105367206)
77.5, (-7876.006096762608, 5.560545235063421, 14292.714540077683)
78.5, (-7534.023072278609, 6.924298080225604, 14704.212990858494)
