1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54910.77),(2 199668.94),(3 438124.16),(4 764332.5),(5 1143596.4),(6 1601880.4),(7 2101951.8),(8 2658822),(9 3231284),(10 3820325),(11 4397629.5),(12 5007813),(13 5634677.5),(14 6237806.5),(15 6862676),(16 7507356.5),(17 8187842.5),(18 8910620),(19 9614986),(20 10362171),(21 11121227),(22 11859673),(23 12695293),(24 13382300),(25 14075119),(26 14777795),(27 15472561),(28 16165321),(29 16788862),(30 17454102),(31 18146918),(32 18914810),(33 19721438),(34 20625320),(35 21617458),(36 22667338),(37 23798402),(38 25109768),(39 26450864),(40 27890454),(41 29433866),(42 31153646),(43 33012912),(44 34913308),(45 36977436),(46 39083844),(47 41437692),(48 44048336),(49 46756860),(50 49621390),(51 52666400),(52 55698828),(53 59267504),(54 62591980),(55 65957652),(56 69315540),(57 72771864),(58 76304904),(59 79766360),(60 83103816),(61 86842280),(62 90593240),(63 94301864),(64 98064504),(65 101833280),(66 105659880),(67 109666216),(68 113863420),(69 117762850),(70 121714470),(71 125774840),(72 129820280),(73 133383910),(74 136595570),(75 140059900),(76 143449470),(77 146835460),(78 150226740),(79 153819120),
(1 44049.746),(2 152019.36),(3 302586.4),(4 476370.44),(5 650230.06),(6 807488.5),(7 946233.6),(8 1069734.4),(9 1176207.5),(10 1263720.5),(11 1335682.5),(12 1392307.9),(13 1430564.8),(14 1460123.6),(15 1488111),(16 1504726.8),(17 1510406.9),(18 1511397),(19 1509543.3),(20 1509314.9),(21 1512117.1),(22 1513490.9),(23 1515033.3),(24 1503085),(25 1485936.8),(26 1468983.9),(27 1457474.9),(28 1457116.9),(29 1466720),(30 1483918.8),(31 1502888.1),(32 1511680.5),(33 1513703.9),(34 1522158.1),(35 1541973.4),(36 1568075.6),(37 1600190.8),(38 1635303),(39 1681988.4),(40 1733551.4),(41 1784485.8),(42 1837602),(43 1883034.4),(44 1921005),(45 1952175),(46 1990303.4),(47 2017320.5),(48 2016145.8),(49 1999122.3),(50 1971319.5),(51 1927826.5),(52 1882489.3),(53 1828898.6),(54 1783142.6),(55 1744673.9),(56 1717691.1),(57 1687113.8),(58 1661174),(59 1646177.9),(60 1641466),(61 1639605.6),(62 1637050),(63 1631512.1),(64 1622283.1),(65 1609658.5),(66 1599748.1),(67 1585985.6),(68 1566137),(69 1556758.9),(70 1552956.4),(71 1556472.6),(72 1566489.1),(73 1578267.3),(74 1597347.1),(75 1617349),(76 1632901.8),(77 1637332.3),(78 1627884.9),(79 1602499.8),
(1 44538.813),(2 152185.58),(3 297516.9),(4 461442.47),(5 620455.5),(6 762451.5),(7 886701.5),(8 988818.25),(9 1066632.5),(10 1124566.9),(11 1165397.6),(12 1200472.4),(13 1231504.1),(14 1264789.6),(15 1297897),(16 1329691),(17 1350009.3),(18 1358314.4),(19 1357563.6),(20 1355619),(21 1352397.9),(22 1342244.9),(23 1331158.9),(24 1314959.5),(25 1302447.4),(26 1294246),(27 1299848.4),(28 1301530.3),(29 1303195.4),(30 1313499.1),(31 1326916.9),(32 1337301.1),(33 1354908.9),(34 1380425.6),(35 1410508.4),(36 1439225.1),(37 1468749.1),(38 1494555),(39 1525065.9),(40 1554911.5),(41 1580477.9),(42 1607394.6),(43 1627257.9),(44 1637726.6),(45 1651491.6),(46 1660763.4),(47 1653996.6),(48 1632641.9),(49 1612311.9),(50 1584696.1),(51 1552822.6),(52 1523508.5),(53 1506446.9),(54 1498835.1),(55 1498019.6),(56 1508571.4),(57 1526019.6),(58 1537295),(59 1542530.6),(60 1545329.9),(61 1546044.5),(62 1545691.4),(63 1539987.4),(64 1524368.1),(65 1508016),(66 1487543.4),(67 1468645.4),(68 1467128.4),(69 1474510.5),(70 1479824),(71 1490413.4),(72 1506028.4),(73 1516829.4),(74 1522255.5),(75 1526751.4),(76 1530103.9),(77 1528559.6),(78 1531597.1),(79 1530240.1),
(1 45556.266),(2 156245.34),(3 305106.72),(4 470240.22),(5 626007.2),(6 759857.4),(7 867653.44),(8 951937.9),(9 1015298.8),(10 1061553.5),(11 1096600.4),(12 1126990.5),(13 1155658),(14 1191516),(15 1232850.5),(16 1276887),(17 1311096.5),(18 1335752.9),(19 1353672.8),(20 1370698.9),(21 1382394.3),(22 1386166.5),(23 1383770.3),(24 1379439.1),(25 1366449.8),(26 1350508.4),(27 1326298.8),(28 1303075.4),(29 1280735.9),(30 1265520.6),(31 1253448.5),(32 1242844.6),(33 1234694.4),(34 1227899),(35 1218210.6),(36 1210371.5),(37 1208715.4),(38 1212919.8),(39 1220123.6),(40 1227890.4),(41 1238509.8),(42 1247732.3),(43 1254991.8),(44 1264674.3),(45 1274158.3),(46 1272667.8),(47 1264232.4),(48 1254973),(49 1242630.6),(50 1231635),(51 1224049.6),(52 1230573),(53 1252982.8),(54 1272321.3),(55 1286971),(56 1293307.5),(57 1289124.4),(58 1278541),(59 1265372),(60 1255065.3),(61 1251249.4),(62 1246934.5),(63 1243495.4),(64 1246610.9),(65 1255463),(66 1265627),(67 1281913.4),(68 1297920.3),(69 1309647.1),(70 1325229.4),(71 1350504.6),(72 1378967.8),(73 1402450.3),(74 1426501.4),(75 1448250),(76 1470677.9),(77 1485784.9),(78 1501245.8),(79 1515178),
(1 47669.86),(2 163171.63),(3 320644.97),(4 493921.9),(5 657981.8),(6 803128.2),(7 923747.8),(8 1017804.56),(9 1081844.5),(10 1125750.8),(11 1159720.3),(12 1193994.3),(13 1232688.1),(14 1274485),(15 1309879),(16 1338401),(17 1361242.9),(18 1375575.6),(19 1371913.8),(20 1356423.9),(21 1338821.6),(22 1319237.8),(23 1303981),(24 1295876.5),(25 1288581),(26 1285909),(27 1278073.3),(28 1263497.3),(29 1253293.1),(30 1247431.6),(31 1242425.9),(32 1236681.6),(33 1236256.1),(34 1238557.8),(35 1235653.1),(36 1239761.3),(37 1246826.4),(38 1250992.4),(39 1259333.5),(40 1271120.8),(41 1286168.5),(42 1307816.5),(43 1329045),(44 1354603.6),(45 1369321.1),(46 1370543.3),(47 1365874.6),(48 1347654.3),(49 1329460.4),(50 1315787.8),(51 1300330),(52 1293136.5),(53 1288581.1),(54 1292374),(55 1304331.6),(56 1316915.6),(57 1326260.8),(58 1332848.6),(59 1333499.8),(60 1335920.1),(61 1332358.4),(62 1316889),(63 1304348.9),(64 1293537.1),(65 1285254.4),(66 1288190.5),(67 1300274.3),(68 1316080.5),(69 1336331.6),(70 1346504.6),(71 1350303.9),(72 1358279.5),(73 1372488.6),(74 1394289.8),(75 1413202.3),(76 1433033.4),(77 1448710.9),(78 1461015.9),(79 1472885.4),
(1 47144.05),(2 159230.05),(3 310459.8),(4 475514.9),(5 631985.2),(6 764186.94),(7 870082.5),(8 949905.6),(9 1014736.75),(10 1065943.4),(11 1110698),(12 1157322.1),(13 1204822.5),(14 1257766.4),(15 1316726.5),(16 1366728.8),(17 1398805.5),(18 1414124.8),(19 1405993.1),(20 1386113.8),(21 1362509.1),(22 1340715.5),(23 1323853.3),(24 1308434),(25 1300764.3),(26 1290420.5),(27 1276232.4),(28 1265312.6),(29 1255338.5),(30 1245567.1),(31 1232926.3),(32 1215757),(33 1196162.8),(34 1180345.8),(35 1168671.4),(36 1160024.9),(37 1148269.9),(38 1136841.6),(39 1136783.4),(40 1145027.4),(41 1157895.4),(42 1174650.3),(43 1185351.9),(44 1193382.6),(45 1193465.6),(46 1187348.3),(47 1185629.3),(48 1186429.3),(49 1190424.4),(50 1194341.4),(51 1194842.5),(52 1206161),(53 1219916.1),(54 1236190.4),(55 1252413.3),(56 1268721.6),(57 1283866.8),(58 1301405.1),(59 1318906.1),(60 1334860.3),(61 1346333),(62 1351396.3),(63 1357191.4),(64 1358980.8),(65 1360368.4),(66 1369794),(67 1378082.6),(68 1384053.1),(69 1408468.8),(70 1434281.9),(71 1464372.5),(72 1502206.4),(73 1536579.8),(74 1557480.3),(75 1566644.1),(76 1568625.5),(77 1557194.5),(78 1548591.8),(79 1538673.1),
(1 46814.297),(2 156980.23),(3 305650.53),(4 468838.56),(5 625136.9),(6 760900.44),(7 875162.6),(8 969387.3),(9 1048850.9),(10 1113105.6),(11 1168051.5),(12 1219212.3),(13 1260222.3),(14 1302098),(15 1334560.8),(16 1362802.9),(17 1385807.5),(18 1400116.5),(19 1399793.4),(20 1396106.9),(21 1391113.8),(22 1391003.8),(23 1388703.6),(24 1381290.4),(25 1365628.3),(26 1342201.4),(27 1315621.1),(28 1289600),(29 1264745.8),(30 1245049.3),(31 1231076),(32 1223208.8),(33 1221424.4),(34 1221815.4),(35 1223461.4),(36 1221976.9),(37 1220443.3),(38 1221767.4),(39 1217828),(40 1212916),(41 1200004.6),(42 1184781.1),(43 1178912.1),(44 1180534.9),(45 1188301.9),(46 1200154.6),(47 1214009.3),(48 1221082.5),(49 1231656.6),(50 1244370.1),(51 1255423.3),(52 1272025.4),(53 1288657.8),(54 1302140.4),(55 1309902.5),(56 1315359.9),(57 1317599.6),(58 1314222.9),(59 1306623.5),(60 1302120.8),(61 1301044.4),(62 1301725.4),(63 1308327.8),(64 1321023.8),(65 1325484),(66 1327243.5),(67 1329812.6),(68 1331652),(69 1329083.4),(70 1328797.1),(71 1331766.8),(72 1331856.1),(73 1327621.4),(74 1317214.8),(75 1307126.9),(76 1300851.1),(77 1299929.4),(78 1302795.4),(79 1298820),
(1 47638.82),(2 161945.97),(3 315441.97),(4 481266.66),(5 635477.3),(6 763359.25),(7 869149.8),(8 954509.9),(9 1026172.4),(10 1086913.5),(11 1137696.6),(12 1180677.4),(13 1217065.5),(14 1251178.4),(15 1279609.4),(16 1308016.5),(17 1338097.5),(18 1356048.6),(19 1358005.4),(20 1351023.8),(21 1338159.5),(22 1315661.3),(23 1282078.5),(24 1246017.1),(25 1208147.1),(26 1177495.8),(27 1150910.8),(28 1126572.3),(29 1106919),(30 1095368.9),(31 1088791.1),(32 1083590.4),(33 1088546.3),(34 1098473),(35 1105656),(36 1122305.8),(37 1145559.9),(38 1161698.8),(39 1169474.4),(40 1159889.8),(41 1137516.9),(42 1116077.5),(43 1102590.8),(44 1102906.3),(45 1112569.4),(46 1126658.8),(47 1141926.1),(48 1143312),(49 1147464.3),(50 1158415.9),(51 1165438.8),(52 1174665.6),(53 1182693.3),(54 1189634),(55 1193085),(56 1193800.3),(57 1187928.5),(58 1178312.1),(59 1173512.6),(60 1176912.4),(61 1185740.5),(62 1203844.8),(63 1225730.1),(64 1241590.9),(65 1254686.6),(66 1267383.4),(67 1280528.9),(68 1287718.5),(69 1304840.1),(70 1324977.3),(71 1338899.9),(72 1348229.1),(73 1351103.9),(74 1346307),(75 1337618.1),(76 1329848.6),(77 1327908.5),(78 1330966.8),(79 1323479.9),
(1 46084.246),(2 156539.53),(3 300395.97),(4 456074.6),(5 603160.4),(6 732380.3),(7 842164.1),(8 933995.06),(9 1003765.6),(10 1050323),(11 1086585.8),(12 1119606.1),(13 1146480),(14 1171143),(15 1193086.8),(16 1211169.9),(17 1219315.6),(18 1223560.6),(19 1222444.8),(20 1218502.4),(21 1209374.8),(22 1196827.5),(23 1180241.3),(24 1164216.3),(25 1149669.3),(26 1139462.5),(27 1124722.1),(28 1101463.1),(29 1079335.3),(30 1061459),(31 1048984.9),(32 1042071.2),(33 1037027.94),(34 1038279.75),(35 1044758.75),(36 1056098.3),(37 1067572.1),(38 1071814),(39 1066798.8),(40 1046329.56),(41 1015763.75),(42 998187.2),(43 995080.25),(44 1003836.3),(45 1010088.94),(46 1005960.4),(47 1001832),(48 997889.7),(49 999681.94),(50 1004443.2),(51 1004754.4),(52 1009511.75),(53 1014384.94),(54 1008645.8),(55 998193.56),(56 990579.56),(57 986091.94),(58 987136),(59 990478.4),(60 994396.1),(61 1003334.2),(62 1011587.25),(63 1017753.44),(64 1025192.56),(65 1039992.25),(66 1055815),(67 1061981.5),(68 1069532.8),(69 1084276.8),(70 1091795.1),(71 1088726.1),(72 1085707.4),(73 1079395.3),(74 1070422.3),(75 1058211),(76 1047977.3),(77 1043953.06),(78 1034009.2),(79 1023387),
(1 47570.516),(2 160524.31),(3 304063.28),(4 458480.13),(5 601743.56),(6 722809.5),(7 815705.9),(8 882843.4),(9 923956.94),(10 951156.06),(11 972067.44),(12 994683.3),(13 1014030.5),(14 1033427.06),(15 1054436),(16 1076877.5),(17 1098851.6),(18 1119648),(19 1133443.9),(20 1140428.4),(21 1142939.8),(22 1141910.6),(23 1137300.4),(24 1135189.9),(25 1125172.8),(26 1111764.9),(27 1093260.9),(28 1074216.9),(29 1062691.8),(30 1054284.3),(31 1047526.25),(32 1035074.94),(33 1022412.7),(34 1017379.3),(35 1023090.9),(36 1035905.25),(37 1051346.3),(38 1061245.9),(39 1064292.8),(40 1055020.5),(41 1040623.6),(42 1034239.75),(43 1032126),(44 1030402.75),(45 1022632),(46 1012444.8),(47 1004316.8),(48 995818.5),(49 992306.6),(50 991193.9),(51 987841.25),(52 982295.2),(53 975995.4),(54 966884.1),(55 953072.44),(56 944117.8),(57 937322.2),(58 930969.1),(59 934458.9),(60 939921.8),(61 938093.25),(62 935039.06),(63 938088.5),(64 943606.75),(65 949590.4),(66 955455.3),(67 957371.2),(68 964095.1),(69 975239.3),(70 988671.25),(71 1003133.94),(72 1023300.8),(73 1035217.94),(74 1035668.8),(75 1035328.06),(76 1036232.8),(77 1038028.56),(78 1039073.1),(79 1037240.8),
(1 45554.977),(2 150673.5),(3 283283.56),(4 420611.88),(5 541882.6),(6 644557),(7 727128.4),(8 782235.3),(9 812267.06),(10 823933.5),(11 829811),(12 842286.56),(13 860701.7),(14 883115.3),(15 903732.7),(16 918627.3),(17 925131.94),(18 922270.1),(19 914471),(20 913864.6),(21 916900.94),(22 922452.1),(23 933317.7),(24 944563),(25 952775.56),(26 961956.6),(27 965142.56),(28 958484.6),(29 949091.3),(30 938173.06),(31 927903.56),(32 920853.25),(33 915879.7),(34 922852),(35 927839.3),(36 929452.75),(37 922050.6),(38 909383.5),(39 903202.44),(40 906115.94),(41 908609.06),(42 914039.6),(43 922644.2),(44 936738.44),(45 950264.56),(46 954379.3),(47 956638.7),(48 963041),(49 972489.8),(50 980695.3),(51 983648.4),(52 982876.3),(53 978631.4),(54 973627),(55 967127.9),(56 969934.9),(57 973843.25),(58 982986.06),(59 998388.44),(60 1014165.1),(61 1027491),(62 1037899.25),(63 1044150.8),(64 1047318.94),(65 1047138.25),(66 1041366.44),(67 1035020.9),(68 1033140.06),(69 1026038.8),(70 1015160.4),(71 1001787.56),(72 988838.8),(73 977898.94),(74 975461.44),(75 975106.5),(76 977323.94),(77 978646.7),(78 977888.56),(79 974794.1),
(1 44942.766),(2 147288.17),(3 275965.97),(4 408789.44),(5 528477.94),(6 630011.94),(7 704728.6),(8 750826.25),(9 775714.75),(10 788379.9),(11 802065.5),(12 825201),(13 854553.44),(14 879515),(15 891190.7),(16 889278.94),(17 877617.06),(18 862767),(19 849812.5),(20 845197.3),(21 851892.2),(22 862525.06),(23 868629.5),(24 873592.9),(25 877895.6),(26 884317.8),(27 889583.5),(28 893047.06),(29 894764.3),(30 891602.94),(31 882414.6),(32 871528.25),(33 862450.94),(34 855500),(35 855616.94),(36 854092.75),(37 854463.1),(38 863325),(39 875745),(40 890173.25),(41 901820.44),(42 914534),(43 929801.7),(44 950553),(45 959527.5),(46 953539.75),(47 946838.5),(48 941694.3),(49 930615.1),(50 916039.25),(51 900481.25),(52 883576.9),(53 871445.9),(54 868920.2),(55 874082.2),(56 886819.25),(57 901639.1),(58 912350.9),(59 920816.25),(60 925338.06),(61 921122.56),(62 909681.56),(63 898865.44),(64 895085.8),(65 895278.3),(66 897712.1),(67 898160.6),(68 890790.75),(69 868093.4),(70 843530.2),(71 823652.44),(72 812435.56),(73 810804.25),(74 813519.9),(75 817748.8),(76 820910.56),(77 818970.94),(78 816012.06),(79 815599.94),
(1 39794.105),(2 131138.02),(3 244730.88),(4 361876.7),(5 467650.97),(6 558160.2),(7 631524.06),(8 685877.44),(9 726799.94),(10 761407.1),(11 792002.75),(12 818280.2),(13 838003.44),(14 851077.8),(15 858292.4),(16 860111.06),(17 855550.44),(18 844856.94),(19 835154.7),(20 833723.94),(21 839408.7),(22 844285.4),(23 851612.8),(24 859519.5),(25 869750.4),(26 879552.6),(27 892850.9),(28 903836.06),(29 908591.8),(30 908578.75),(31 907209.2),(32 909191.94),(33 913211.9),(34 914927.3),(35 915056.9),(36 913818.4),(37 913247.8),(38 914214.7),(39 918617.3),(40 924433.4),(41 926478.44),(42 931283.8),(43 942788.75),(44 957267.1),(45 958813.8),(46 956109.6),(47 950861.4),(48 945862.44),(49 938558),(50 929457.6),(51 923819.4),(52 920120.9),(53 918242.94),(54 917351.75),(55 915025.3),(56 914779.9),(57 912664.44),(58 913205.94),(59 917121.2),(60 920336),(61 918311.4),(62 918945.6),(63 929658.2),(64 945449.56),(65 960771.7),(66 974427.06),(67 977909.44),(68 972107.56),(69 962378.7),(70 952853.8),(71 941606),(72 924419.8),(73 905927.94),(74 892340.5),(75 883559.75),(76 879334.9),(77 872633.25),(78 862816.44),(79 855823.9),
(1 38368.92),(2 123627.83),(3 228401.78),(4 338546.16),(5 433878.25),(6 509610.56),(7 570160.94),(8 619712.3),(9 662830.5),(10 702251.25),(11 734662.56),(12 761987.1),(13 782181.7),(14 799640.7),(15 812982.56),(16 822508.56),(17 826238.8),(18 824946.5),(19 826539.94),(20 828741.25),(21 830186.9),(22 827246.8),(23 826832.25),(24 825966),(25 826250.7),(26 828940.75),(27 832181.7),(28 835581.25),(29 835423.75),(30 830085.7),(31 820996.6),(32 814138.56),(33 811920.75),(34 811793.4),(35 813304.25),(36 819993.5),(37 828532.4),(38 832834.44),(39 839738.3),(40 846567.75),(41 859273),(42 878255.7),(43 897552.3),(44 912660.3),(45 916473.1),(46 916258.8),(47 910206.5),(48 900446),(49 887866.75),(50 875074.9),(51 864616.1),(52 862627.7),(53 868859.1),(54 876078.8),(55 883675.6),(56 888845.75),(57 892058.7),(58 889804.7),(59 891596.4),(60 903271.56),(61 913762.56),(62 923195.25),(63 935292.5),(64 943146.56),(65 948328.8),(66 949050.75),(67 941230.4),(68 922155.25),(69 903210.25),(70 886588.6),(71 868183.9),(72 862629.44),(73 861641.94),(74 864780.5),(75 869070),(76 867803.5),(77 857515.5),(78 846770.06),(79 838618.3),
(1 37826.785),(2 123420.266),(3 227576.08),(4 334022.13),(5 431125.3),(6 513535.94),(7 576428.2),(8 625349.4),(9 665045.5),(10 695208.8),(11 720487.6),(12 744394.1),(13 767039.3),(14 787268.3),(15 799393.75),(16 805668.3),(17 808704.5),(18 814676.4),(19 820603.3),(20 825045),(21 825980.3),(22 818811.94),(23 807452.3),(24 793158.2),(25 775700.7),(26 761724.06),(27 752196.7),(28 747162),(29 742818.9),(30 740175.94),(31 739283.56),(32 741148.3),(33 743820.75),(34 749148.9),(35 762119.5),(36 781003.75),(37 796740.06),(38 813423.44),(39 828279.2),(40 841020.9),(41 851910.06),(42 865554),(43 878963.94),(44 886917.5),(45 892832),(46 899720.94),(47 901336.75),(48 903455.75),(49 908097.5),(50 906487.94),(51 902007.25),(52 897584.6),(53 895164.06),(54 896984.8),(55 900628.44),(56 906130.25),(57 903603.44),(58 900696.1),(59 902360.44),(60 902531.3),(61 894109.4),(62 881899.1),(63 873889.56),(64 868407.5),(65 865628.56),(66 862150.56),(67 853164.4),(68 838490.3),(69 820436.7),(70 802569.9),(71 789334),(72 785005.7),(73 784116.1),(74 784342.44),(75 784770.9),(76 783341.94),(77 780278.4),(78 781304.25),(79 784161.5),
(1 38239.66),(2 123510.86),(3 228990.17),(4 341701.16),(5 450808.8),(6 542052.75),(7 615855.3),(8 675706.6),(9 722307.2),(10 760845.4),(11 792397.25),(12 814678.25),(13 825704.1),(14 822094),(15 807880.5),(16 787811.56),(17 766613.44),(18 751316.7),(19 741156.94),(20 739779.5),(21 742032.5),(22 739688.7),(23 730135.56),(24 716651.9),(25 706196.06),(26 696273.75),(27 689516.44),(28 678094.44),(29 666680.75),(30 659771.6),(31 656258),(32 657362.7),(33 663425.94),(34 670543.56),(35 680316.06),(36 693419.1),(37 711273.56),(38 731675.3),(39 752497.75),(40 773147.5),(41 788532.25),(42 794539.4),(43 792616.9),(44 792219),(45 796594.44),(46 797151.9),(47 793638),(48 784231.9),(49 777114),(50 774441.06),(51 773783.75),(52 776158.56),(53 772365.5),(54 763074.5),(55 756683.3),(56 756162.06),(57 756825.75),(58 759517.06),(59 761424.4),(60 769935.9),(61 778599.9),(62 786255.75),(63 793870),(64 801041.25),(65 802572.8),(66 793143.7),(67 775382.25),(68 756119.3),(69 746385.1),(70 741088.2),(71 740264.1),(72 742094.75),(73 745357.7),(74 746240.8),(75 749066.44),(76 748052.25),(77 742371.94),(78 740012.5),(79 740397.94),
(1 38421.04),(2 124839.61),(3 234331.11),(4 351081),(5 460691.2),(6 550639.1),(7 619183.25),(8 670854.75),(9 712019.9),(10 743351.25),(11 762753),(12 768628.25),(13 762130.44),(14 744454.9),(15 719721.4),(16 696040.3),(17 677740.7),(18 667656.1),(19 668565.3),(20 671351.4),(21 673044),(22 672964.6),(23 673765.3),(24 680938.1),(25 687318),(26 689350.44),(27 685976.75),(28 681423.4),(29 681039.8),(30 680299.06),(31 681485.2),(32 681856.1),(33 676192.9),(34 672457.25),(35 678066),(36 694988.56),(37 716185.25),(38 733377.9),(39 748561.1),(40 758738.56),(41 766779.56),(42 774507.3),(43 780822.1),(44 785194.25),(45 782896),(46 778418.56),(47 770723.7),(48 767010.75),(49 763806.75),(50 760052.9),(51 758414.6),(52 755883.1),(53 754050.44),(54 756161.1),(55 759883.56),(56 766811.3),(57 775630.9),(58 786583.6),(59 802050.1),(60 819927),(61 826276.5),(62 825745.7),(63 820630),(64 808102.6),(65 788270.8),(66 765229.3),(67 739815.1),(68 714221.75),(69 696929.56),(70 688667.94),(71 686891.25),(72 686423.56),(73 683895.25),(74 684895.6),(75 681002.5),(76 676817.6),(77 673709.75),(78 672140.56),(79 671209.25),
(1 38956.473),(2 127106.25),(3 238000.11),(4 356662.6),(5 471333.72),(6 568006.5),(7 643723),(8 694731.4),(9 732461),(10 759305.75),(11 775050.3),(12 777551.2),(13 766144.7),(14 746895.25),(15 726240.4),(16 710994.1),(17 699786.7),(18 691894.6),(19 685242),(20 674032.8),(21 661240.7),(22 647155.9),(23 637043.2),(24 629657.25),(25 626091.25),(26 626171.25),(27 629632.44),(28 636029.25),(29 638003.06),(30 641059.3),(31 641755.44),(32 638249.3),(33 633325.06),(34 633775.94),(35 640749.56),(36 652783.75),(37 663042.1),(38 669040.06),(39 674396.94),(40 674715.4),(41 668248.8),(42 661168.1),(43 654436.7),(44 649542.6),(45 646376.2),(46 649992.4),(47 660866.3),(48 678840),(49 695612.06),(50 718394.7),(51 736989.3),(52 756907.5),(53 772476.9),(54 788412.4),(55 800458.56),(56 809978.44),(57 812828.25),(58 817809.44),(59 821058.2),(60 812004.4),(61 799259.8),(62 784512.44),(63 772855.75),(64 764165),(65 752849.06),(66 742268.25),(67 724468.9),(68 706250.7),(69 698452.75),(70 692599.6),(71 687308.3),(72 686881.75),(73 689909.2),(74 694889.5),(75 703519.06),(76 709905.6),(77 717420),(78 731171.3),(79 744822.8),
