1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 24021.025),(2 67406.37),(3 146665.05),(4 222403.92),(5 311220.47),(6 389519.78),(7 482678.34),(8 583445.25),(9 656940.56),(10 742884.06),(11 818898),(12 878947.3),(13 963662),(14 1060095),(15 1153870.4),(16 1273446.6),(17 1403069.5),(18 1513924.6),(19 1637721),(20 1774973.9),(21 1899290.9),(22 2051377.9),(23 2217912.3),(24 2413265.3),(25 2685420.8),(26 3033677.3),(27 3593776.8),(28 4760955),(29 5391640.5),(30 6098771.5),(31 6887438),(32 7622006),(33 8366656.5),(34 9209178),(35 9874670),(36 10643764),(37 11467804),(38 12109420),(39 12845360),(40 13610468),(41 14175700),(42 14850892),(43 15571951),(44 16124779),(45 16777836),(46 17455864),(47 17906236),(48 18375192),(49 18574680),(50 18695702),(51 18874566),(52 19057706),(53 19417862),(54 19659914),(55 19905542),(56 20078674),(57 20218790),(58 20448298),(59 20531666),(60 20744710),(61 21020446),(62 21169770),(63 21428590),(64 21742352),(65 21910856),(66 22214262),(67 22582446),(68 22801486),(69 23098686),(70 23439606),(71 23574208),(72 23818838),(73 24032202),(74 24043154),(75 24184274),(76 24324322),(77 24399046),(78 24791616),(79 24891982),
(1 221.91098),(2 285.00003),(3 326.12173),(4 346.53796),(5 362.71085),(6 372.81616),(7 382.13724),(8 397.29703),(9 399.6629),(10 405.43533),(11 408.403),(12 413.01602),(13 419.8181),(14 427.12607),(15 428.77887),(16 431.0164),(17 439.86227),(18 440.5338),(19 440.14435),(20 445.39386),(21 447.4941),(22 448.94),(23 455.1911),(24 452.90448),(25 457.15256),(26 466.5547),(27 456.31577),(28 459.02728),(29 457.05954),(30 458.93262),(31 466.14496),(32 461.581),(33 461.70828),(34 462.27798),(35 460.0553),(36 461.70288),(37 466.00345),(38 460.36002),(39 457.8992),(40 460.41122),(41 461.15967),(42 458.1462),(43 468.40268),(44 464.31842),(45 462.96338),(46 466.13074),(47 461.59702),(48 465.0512),(49 474.59628),(50 477.27502),(51 479.98276),(52 485.5435),(53 479.999),(54 480.94684),(55 482.50592),(56 486.25363),(57 486.95218),(58 487.70468),(59 487.91714),(60 490.07822),(61 494.00043),(62 490.19562),(63 485.8595),(64 493.80994),(65 486.44827),(66 485.03067),(67 486.4589),(68 482.21002),(69 482.20456),(70 484.75394),(71 484.40747),(72 483.99216),(73 495.683),(74 483.89215),(75 487.5241),(76 495.228),(77 487.77704),(78 498.2184),(79 495.34006),
(1 216.10146),(2 278.42056),(3 315.39804),(4 339.90802),(5 355.6184),(6 366.31247),(7 375.59113),(8 386.7639),(9 391.75067),(10 394.9211),(11 400.3403),(12 401.98355),(13 410.0352),(14 414.43045),(15 413.769),(16 416.50513),(17 423.2117),(18 420.82047),(19 429.84952),(20 436.112),(21 432.348),(22 435.12213),(23 440.22342),(24 439.12473),(25 442.37213),(26 449.53705),(27 446.95898),(28 450.6187),(29 450.84714),(30 451.09042),(31 455.49475),(32 458.95636),(33 456.3944),(34 462.1272),(35 462.59045),(36 463.26797),(37 464.15726),(38 456.8944),(39 455.52643),(40 455.04602),(41 451.56467),(42 448.17734),(43 456.80725),(44 453.94498),(45 454.51767),(46 454.7261),(47 446.9434),(48 448.00815),(49 459.0282),(50 455.80075),(51 467.5573),(52 473.72696),(53 468.4865),(54 469.37024),(55 469.56406),(56 465.29657),(57 465.25153),(58 467.65567),(59 464.82004),(60 467.62552),(61 468.38083),(62 468.95285),(63 469.73),(64 474.54688),(65 470.62192),(66 472.14758),(67 475.86386),(68 473.92654),(69 470.8755),(70 471.23636),(71 467.18256),(72 463.39197),(73 472.19656),(74 468.6321),(75 469.68228),(76 478.8503),(77 471.2588),(78 481.52673),(79 475.2498),
(1 216.17041),(2 279.9109),(3 313.681),(4 337.93668),(5 353.89017),(6 363.32425),(7 377.02078),(8 386.7027),(9 389.31512),(10 396.81067),(11 402.73627),(12 403.9292),(13 405.86606),(14 411.09128),(15 410.23712),(16 411.79996),(17 416.93646),(18 414.07523),(19 414.68152),(20 421.40115),(21 426.2634),(22 427.6169),(23 432.0045),(24 427.72073),(25 433.274),(26 441.43704),(27 438.68228),(28 442.3934),(29 441.4077),(30 440.97235),(31 446.7209),(32 449.57617),(33 447.00638),(34 457.5988),(35 452.13184),(36 455.74463),(37 456.85355),(38 451.29193),(39 451.95044),(40 455.8016),(41 451.62442),(42 452.08206),(43 459.3103),(44 457.4178),(45 453.631),(46 451.73364),(47 450.02435),(48 452.35547),(49 465.23712),(50 460.96805),(51 466.05264),(52 475.5945),(53 468.14813),(54 469.24155),(55 471.20572),(56 468.87958),(57 466.7998),(58 469.4923),(59 464.5631),(60 467.40842),(61 470.32257),(62 468.76617),(63 467.4335),(64 472.2046),(65 465.3513),(66 461.33463),(67 464.17108),(68 462.5482),(69 466.02768),(70 468.20682),(71 464.5142),(72 463.50708),(73 473.37186),(74 470.45117),(75 472.7866),(76 481.59418),(77 480.1977),(78 486.78647),(79 482.75327),
(1 214.34673),(2 272.8475),(3 306.1563),(4 334.646),(5 345.2157),(6 354.99905),(7 367.0659),(8 378.52158),(9 382.57352),(10 389.05478),(11 394.11893),(12 394.03445),(13 400.48767),(14 411.15057),(15 410.24878),(16 415.6811),(17 426.0956),(18 425.90506),(19 427.44858),(20 434.62225),(21 432.80917),(22 432.64398),(23 436.78638),(24 432.28943),(25 438.0377),(26 442.4001),(27 439.14688),(28 446.84268),(29 443.17297),(30 442.7788),(31 451.12857),(32 448.43863),(33 449.64517),(34 453.37177),(35 450.32593),(36 452.84396),(37 456.7005),(38 448.1068),(39 444.82263),(40 444.28864),(41 442.31564),(42 441.54248),(43 447.7756),(44 445.82886),(45 442.26453),(46 445.84695),(47 440.38684),(48 442.43076),(49 446.72482),(50 443.27728),(51 448.77893),(52 455.10913),(53 452.99097),(54 455.20398),(55 456.75592),(56 454.616),(57 456.46823),(58 460.0539),(59 455.06668),(60 457.18237),(61 457.93533),(62 457.31998),(63 459.5869),(64 462.99265),(65 459.1256),(66 455.73306),(67 460.73294),(68 460.0262),(69 460.51184),(70 461.6909),(71 461.7926),(72 466.7455),(73 471.5595),(74 465.64105),(75 466.86365),(76 470.26855),(77 472.72278),(78 477.2195),(79 474.19852),
(1 209.64479),(2 269.64566),(3 303.81357),(4 328.12424),(5 341.7863),(6 351.04715),(7 363.49268),(8 377.6021),(9 381.78558),(10 387.11035),(11 390.39148),(12 388.84198),(13 393.63144),(14 399.84625),(15 398.89612),(16 404.32452),(17 411.00668),(18 411.42233),(19 412.3498),(20 416.58432),(21 420.0442),(22 421.6171),(23 430.392),(24 429.6273),(25 431.28378),(26 438.5445),(27 435.15192),(28 441.97385),(29 441.01117),(30 442.16922),(31 450.2875),(32 445.0198),(33 448.26538),(34 457.24237),(35 452.18225),(36 452.2549),(37 456.34387),(38 452.24585),(39 449.3988),(40 452.6094),(41 450.37698),(42 448.0326),(43 454.01053),(44 441.87344),(45 439.03882),(46 444.0101),(47 440.8751),(48 443.72763),(49 449.83554),(50 447.7667),(51 452.34793),(52 459.42773),(53 455.37094),(54 453.1253),(55 455.9308),(56 453.55353),(57 453.18094),(58 452.9654),(59 454.59283),(60 460.07062),(61 463.37753),(62 459.96722),(63 458.56165),(64 460.07767),(65 456.74014),(66 461.1622),(67 463.1699),(68 464.93094),(69 462.775),(70 466.05356),(71 463.9571),(72 467.37103),(73 476.06485),(74 471.92023),(75 477.57297),(76 481.46558),(77 476.0904),(78 484.69824),(79 483.1972),
(1 205.75189),(2 266.94443),(3 296.88657),(4 316.55548),(5 331.59525),(6 341.71014),(7 349.94336),(8 362.9129),(9 367.7632),(10 373.82498),(11 376.5516),(12 374.8498),(13 379.50232),(14 386.49924),(15 385.34726),(16 387.85886),(17 396.83987),(18 397.7169),(19 401.06458),(20 407.6608),(21 410.3969),(22 407.58563),(23 414.33167),(24 413.18152),(25 412.39093),(26 419.66937),(27 414.85458),(28 415.96295),(29 414.0196),(30 413.51807),(31 417.61322),(32 414.9103),(33 418.35898),(34 424.41522),(35 423.37256),(36 420.1265),(37 419.58035),(38 412.88757),(39 411.05707),(40 412.33127),(41 410.09845),(42 410.88892),(43 415.97122),(44 411.95358),(45 408.68683),(46 413.30835),(47 412.88974),(48 412.6191),(49 421.22543),(50 418.13513),(51 421.37784),(52 430.79413),(53 429.6799),(54 427.75827),(55 432.01224),(56 429.0824),(57 427.9626),(58 432.9491),(59 435.06064),(60 432.3855),(61 436.52054),(62 434.9423),(63 430.33472),(64 437.3285),(65 429.38043),(66 424.08896),(67 429.25012),(68 430.36545),(69 429.1086),(70 432.0168),(71 433.03262),(72 432.79868),(73 441.5292),(74 435.58755),(75 438.32684),(76 446.9751),(77 444.27246),(78 450.62378),(79 449.96777),
(1 205.62003),(2 267.3457),(3 297.76022),(4 320.27618),(5 328.90952),(6 341.7819),(7 349.628),(8 364.797),(9 367.0759),(10 373.89682),(11 378.21432),(12 379.49225),(13 384.32364),(14 387.1737),(15 390.5277),(16 393.40695),(17 397.29355),(18 402.197),(19 406.32388),(20 409.63675),(21 412.29285),(22 415.73813),(23 419.0399),(24 421.13782),(25 428.0238),(26 438.04184),(27 429.01132),(28 432.39453),(29 433.09033),(30 433.7959),(31 434.22073),(32 432.45645),(33 435.4099),(34 437.40732),(35 434.67667),(36 432.24716),(37 437.07977),(38 433.09116),(39 427.4009),(40 430.8882),(41 424.1081),(42 424.17978),(43 428.05246),(44 421.90744),(45 423.70862),(46 425.3451),(47 421.9079),(48 419.0245),(49 433.6951),(50 427.72287),(51 427.67117),(52 434.65533),(53 433.7007),(54 436.5908),(55 439.6773),(56 437.1366),(57 440.9033),(58 444.25027),(59 440.37762),(60 440.042),(61 440.24634),(62 436.16794),(63 435.7064),(64 439.24484),(65 439.12482),(66 439.31116),(67 444.1758),(68 439.64694),(69 438.38947),(70 439.6895),(71 437.7342),(72 438.17047),(73 445.3764),(74 445.35873),(75 448.641),(76 451.6193),(77 447.7532),(78 454.8774),(79 445.47504),
(1 204.90419),(2 269.3647),(3 301.58533),(4 322.74167),(5 336.1249),(6 340.30203),(7 350.37344),(8 365.9504),(9 370.89743),(10 376.98596),(11 380.9133),(12 381.98273),(13 386.35654),(14 388.70538),(15 385.21042),(16 387.5319),(17 392.87393),(18 395.7042),(19 400.55258),(20 401.86044),(21 405.1803),(22 405.77975),(23 411.94687),(24 412.13),(25 416.0299),(26 428.95987),(27 420.2733),(28 426.62772),(29 418.5209),(30 419.72864),(31 427.05316),(32 419.7273),(33 424.47144),(34 427.90698),(35 426.92416),(36 430.0616),(37 437.09048),(38 433.32825),(39 435.02692),(40 437.5684),(41 429.9322),(42 430.20386),(43 434.02554),(44 431.26746),(45 433.7166),(46 437.32938),(47 437.31146),(48 434.519),(49 443.16864),(50 443.5057),(51 442.617),(52 446.50546),(53 442.0568),(54 444.65952),(55 447.45584),(56 445.6091),(57 445.7065),(58 451.96094),(59 444.16476),(60 448.3213),(61 446.99527),(62 444.21658),(63 444.71765),(64 443.7406),(65 440.12723),(66 436.71286),(67 439.25037),(68 435.86377),(69 433.42456),(70 433.4713),(71 431.86432),(72 436.36078),(73 439.11133),(74 437.1615),(75 440.42075),(76 447.2074),(77 442.61423),(78 447.69318),(79 444.5018),
(1 202.84076),(2 263.78677),(3 292.07513),(4 313.6021),(5 324.65118),(6 334.46436),(7 340.36023),(8 352.59244),(9 354.83423),(10 359.65158),(11 362.9748),(12 361.83466),(13 367.0045),(14 370.91727),(15 371.274),(16 373.92175),(17 378.61255),(18 379.19308),(19 382.8454),(20 386.09268),(21 387.5266),(22 388.36252),(23 391.98273),(24 389.53897),(25 394.2993),(26 405.46344),(27 400.19418),(28 406.65833),(29 402.35013),(30 402.75458),(31 409.53506),(32 403.13354),(33 405.13385),(34 408.6807),(35 406.85483),(36 409.76132),(37 412.06747),(38 407.88403),(39 409.67877),(40 411.2818),(41 407.72464),(42 405.01727),(43 411.01373),(44 405.86273),(45 407.42688),(46 407.72278),(47 402.42212),(48 400.83557),(49 408.1486),(50 403.9487),(51 404.13626),(52 408.22076),(53 408.6379),(54 411.476),(55 420.12686),(56 419.08252),(57 418.96567),(58 425.8137),(59 423.06454),(60 426.19888),(61 429.29703),(62 430.81454),(63 430.49268),(64 433.31766),(65 432.61438),(66 429.75104),(67 433.55328),(68 431.46936),(69 433.23138),(70 430.29938),(71 430.69565),(72 434.23645),(73 442.18854),(74 436.1988),(75 438.5851),(76 445.5728),(77 440.43634),(78 446.84576),(79 445.29416),
(1 199.25146),(2 259.9672),(3 290.84668),(4 312.33008),(5 325.13608),(6 339.2532),(7 346.15482),(8 359.99686),(9 360.01886),(10 368.23087),(11 369.08865),(12 368.25162),(13 374.2098),(14 379.9516),(15 378.34814),(16 379.00046),(17 388.4993),(18 388.63763),(19 391.50928),(20 397.71313),(21 399.57184),(22 401.2386),(23 402.5216),(24 400.5121),(25 406.21365),(26 413.08997),(27 406.54742),(28 412.7046),(29 413.33997),(30 412.41293),(31 419.0749),(32 411.96085),(33 413.08667),(34 419.6606),(35 413.11264),(36 416.23743),(37 417.6178),(38 416.17563),(39 414.2373),(40 415.84262),(41 404.89392),(42 402.8952),(43 405.14893),(44 398.96704),(45 399.2564),(46 404.8356),(47 398.4704),(48 400.45624),(49 406.416),(50 406.6423),(51 410.44583),(52 417.83133),(53 417.43228),(54 419.922),(55 419.98972),(56 419.78156),(57 421.27475),(58 422.23346),(59 421.08206),(60 424.13208),(61 424.73456),(62 421.5702),(63 420.22787),(64 423.23587),(65 424.31848),(66 424.2943),(67 431.1043),(68 425.31293),(69 429.72238),(70 428.31378),(71 429.9259),(72 431.77527),(73 429.0288),(74 426.0159),(75 428.98447),(76 433.15106),(77 428.24774),(78 437.0457),(79 437.56174),
(1 192.21684),(2 249.56897),(3 279.85477),(4 298.2525),(5 314.3091),(6 325.08636),(7 333.17093),(8 345.93503),(9 350.11523),(10 358.0329),(11 359.27112),(12 362.00232),(13 365.49878),(14 368.10287),(15 365.4331),(16 369.62225),(17 377.17407),(18 382.03085),(19 386.286),(20 392.2947),(21 390.2187),(22 389.5968),(23 394.47986),(24 396.9109),(25 400.5394),(26 402.30106),(27 397.31107),(28 400.48383),(29 402.1518),(30 403.5689),(31 406.61887),(32 403.24005),(33 403.44327),(34 410.19458),(35 403.81464),(36 404.605),(37 405.39578),(38 400.44046),(39 398.3129),(40 402.50616),(41 398.79608),(42 397.62363),(43 401.76038),(44 398.0665),(45 395.71103),(46 399.10925),(47 397.724),(48 400.6905),(49 406.96402),(50 404.70532),(51 407.79214),(52 416.7674),(53 411.90085),(54 410.7579),(55 414.126),(56 419.02887),(57 420.8059),(58 420.4746),(59 416.94513),(60 418.73126),(61 422.7196),(62 417.96423),(63 415.48193),(64 420.27994),(65 421.6249),(66 423.7495),(67 423.90546),(68 417.69),(69 421.06415),(70 421.5888),(71 418.2446),(72 418.7085),(73 425.1861),(74 423.46838),(75 424.7172),(76 431.51105),(77 427.1132),(78 431.34628),(79 425.90054),
(1 193.44667),(2 250.27551),(3 281.1815),(4 300.59232),(5 311.477),(6 322.2037),(7 329.50293),(8 343.315),(9 344.15805),(10 349.69897),(11 353.45166),(12 355.86517),(13 358.9885),(14 366.77994),(15 361.9863),(16 365.66302),(17 372.88934),(18 373.4394),(19 375.6684),(20 380.6623),(21 383.96902),(22 379.7854),(23 385.55945),(24 391.2181),(25 394.28333),(26 398.80826),(27 395.39868),(28 395.1137),(29 393.6481),(30 398.24902),(31 400.21402),(32 394.4102),(33 393.18085),(34 395.88217),(35 393.34122),(36 390.86285),(37 393.37415),(38 393.20834),(39 391.87076),(40 396.3083),(41 393.79404),(42 392.60635),(43 396.60254),(44 396.32895),(45 393.4821),(46 398.83267),(47 394.45142),(48 394.13922),(49 401.9528),(50 397.4874),(51 402.52548),(52 407.20264),(53 401.13373),(54 402.93677),(55 406.3601),(56 406.59296),(57 410.28625),(58 410.55463),(59 410.28244),(60 412.31412),(61 413.06863),(62 407.43536),(63 408.4576),(64 412.28494),(65 408.903),(66 410.11072),(67 412.38962),(68 407.77618),(69 413.0775),(70 415.0874),(71 411.71304),(72 414.17734),(73 417.04596),(74 413.46674),(75 415.8387),(76 423.63385),(77 419.77658),(78 423.2757),(79 417.07077),
(1 193.09879),(2 245.28362),(3 275.37875),(4 294.94547),(5 305.21667),(6 320.61835),(7 326.34976),(8 336.09384),(9 340.47147),(10 348.02353),(11 353.69803),(12 353.84995),(13 357.28708),(14 360.9485),(15 358.2879),(16 359.9033),(17 369.2045),(18 368.21844),(19 370.5007),(20 375.55432),(21 378.4784),(22 380.20807),(23 382.3275),(24 382.58682),(25 384.695),(26 391.46558),(27 388.02368),(28 392.0925),(29 389.4771),(30 395.96463),(31 397.91577),(32 394.65887),(33 399.47153),(34 400.69128),(35 398.842),(36 400.15408),(37 404.75482),(38 403.87628),(39 400.4356),(40 404.04623),(41 396.99435),(42 398.91534),(43 399.01273),(44 395.18964),(45 396.3249),(46 398.23544),(47 395.6496),(48 397.58893),(49 399.98746),(50 398.40784),(51 398.76822),(52 405.0836),(53 400.81216),(54 401.01968),(55 411.73013),(56 407.08716),(57 406.32764),(58 412.74368),(59 407.32813),(60 408.2658),(61 409.9461),(62 404.84476),(63 408.96783),(64 411.514),(65 409.2577),(66 409.58188),(67 410.73468),(68 409.70853),(69 408.17056),(70 410.4182),(71 410.32095),(72 410.39218),(73 412.77914),(74 409.6144),(75 414.08115),(76 417.8742),(77 418.18756),(78 423.19986),(79 419.13873),
(1 184.3816),(2 237.49751),(3 263.78418),(4 284.13168),(5 298.49167),(6 308.49857),(7 318.7116),(8 330.16125),(9 330.7566),(10 335.32895),(11 340.0065),(12 341.17914),(13 341.9636),(14 349.19806),(15 350.88977),(16 354.61966),(17 361.9269),(18 361.53555),(19 367.42426),(20 374.67352),(21 374.91046),(22 376.71088),(23 377.83502),(24 375.72003),(25 378.86063),(26 384.7198),(27 378.26044),(28 382.44162),(29 376.9321),(30 381.72107),(31 384.63153),(32 382.03098),(33 384.80432),(34 385.91333),(35 383.0185),(36 383.59653),(37 387.9662),(38 384.4794),(39 382.8078),(40 383.5429),(41 379.15482),(42 379.55582),(43 379.03723),(44 373.85837),(45 374.60617),(46 379.2365),(47 374.09842),(48 377.54614),(49 389.00302),(50 386.63803),(51 387.10065),(52 391.3727),(53 384.1286),(54 385.5907),(55 388.3961),(56 388.13614),(57 387.61972),(58 395.8904),(59 393.63815),(60 394.73395),(61 396.50586),(62 394.24554),(63 394.38943),(64 400.04868),(65 395.02817),(66 396.506),(67 398.8488),(68 397.68872),(69 395.78244),(70 396.36328),(71 396.78192),(72 397.51297),(73 402.73828),(74 399.73007),(75 403.1076),(76 407.05884),(77 405.7451),(78 412.7571),(79 405.61392),
(1 187.77888),(2 241.62918),(3 266.8692),(4 286.71738),(5 297.70813),(6 306.00912),(7 316.45596),(8 327.2633),(9 332.7521),(10 336.4561),(11 341.90637),(12 343.8704),(13 350.783),(14 355.77423),(15 353.10324),(16 354.22305),(17 357.59564),(18 357.38873),(19 360.3494),(20 366.54242),(21 367.05438),(22 367.5639),(23 371.46725),(24 372.8509),(25 372.58957),(26 379.18948),(27 378.08414),(28 379.48416),(29 376.971),(30 381.4094),(31 386.01),(32 382.9607),(33 382.76422),(34 384.09863),(35 381.54013),(36 382.83987),(37 388.26974),(38 383.69843),(39 382.66797),(40 382.05502),(41 378.98312),(42 376.495),(43 376.91278),(44 374.3609),(45 373.1036),(46 376.1919),(47 373.87833),(48 374.29584),(49 379.27252),(50 379.20605),(51 380.4952),(52 384.19962),(53 380.4401),(54 380.19296),(55 383.55618),(56 383.8922),(57 385.48203),(58 386.362),(59 387.07516),(60 388.09525),(61 388.57034),(62 388.5639),(63 392.3262),(64 395.85074),(65 390.0873),(66 391.63293),(67 393.4259),(68 387.99042),(69 388.55707),(70 394.82507),(71 394.25928),(72 396.1702),(73 401.04745),(74 396.27206),(75 397.859),(76 398.62924),(77 396.22748),(78 405.83572),(79 401.52274),
(1 183.7291),(2 236.37645),(3 265.89404),(4 283.13022),(5 295.7509),(6 305.8018),(7 314.73587),(8 328.5424),(9 332.44104),(10 341.13654),(11 344.31113),(12 338.8533),(13 342.55948),(14 348.01743),(15 346.16406),(16 349.20615),(17 353.6609),(18 357.57767),(19 357.0521),(20 360.5838),(21 360.30276),(22 361.78363),(23 370.1202),(24 366.75018),(25 370.37518),(26 375.81778),(27 372.42618),(28 373.5334),(29 373.69852),(30 375.6522),(31 379.0807),(32 372.7744),(33 371.18036),(34 375.8947),(35 375.6135),(36 377.5399),(37 382.485),(38 378.13885),(39 380.30875),(40 382.93854),(41 379.34222),(42 378.14203),(43 378.80386),(44 377.64832),(45 376.30075),(46 380.5113),(47 378.2681),(48 377.09518),(49 379.32224),(50 380.84134),(51 383.22418),(52 385.72992),(53 382.7237),(54 382.5869),(55 386.516),(56 383.83365),(57 384.63092),(58 383.603),(59 383.63617),(60 383.6037),(61 382.4936),(62 382.1238),(63 378.80896),(64 382.93008),(65 379.2019),(66 380.16177),(67 385.25467),(68 384.36536),(69 380.86005),(70 382.82486),(71 378.8712),(72 382.48547),(73 385.11313),(74 383.33963),(75 388.7669),(76 393.09076),(77 391.09918),(78 395.9688),(79 395.83032),
(1 183.80034),(2 240.18692),(3 262.2309),(4 281.06656),(5 293.22388),(6 302.5959),(7 308.8438),(8 319.6769),(9 321.76633),(10 327.6948),(11 331.27588),(12 332.00742),(13 338.06735),(14 342.56393),(15 344.38477),(16 347.47217),(17 353.945),(18 356.09134),(19 351.65762),(20 357.22357),(21 353.80914),(22 356.3074),(23 361.1051),(24 362.37634),(25 363.2327),(26 371.24844),(27 365.1688),(28 367.41644),(29 367.7949),(30 366.16934),(31 373.89523),(32 367.62717),(33 366.6802),(34 373.17642),(35 370.81766),(36 372.80322),(37 377.1621),(38 375.14487),(39 374.58942),(40 377.27383),(41 375.44046),(42 375.3291),(43 377.33347),(44 375.13638),(45 378.84775),(46 380.21622),(47 377.0206),(48 376.38037),(49 379.7185),(50 380.88153),(51 385.5165),(52 390.18982),(53 390.39758),(54 393.95804),(55 394.68747),(56 390.3771),(57 392.80563),(58 391.19427),(59 388.45648),(60 390.55505),(61 394.14835),(62 389.02985),(63 387.71707),(64 389.88715),(65 382.83957),(66 380.39313),(67 381.70178),(68 384.45346),(69 381.18134),(70 383.14813),(71 386.0361),(72 386.43207),(73 391.49207),(74 388.8324),(75 392.85544),(76 399.85345),(77 393.73398),(78 404.6839),(79 402.57672),
(1 180.74089),(2 237.20357),(3 258.54956),(4 280.57864),(5 290.45154),(6 301.58725),(7 307.23093),(8 316.75232),(9 319.63583),(10 324.47565),(11 327.33948),(12 329.90668),(13 333.25458),(14 338.2048),(15 334.98148),(16 336.34796),(17 346.66522),(18 345.09125),(19 348.2969),(20 350.71555),(21 352.60593),(22 355.22107),(23 358.11148),(24 361.57724),(25 362.99802),(26 367.34927),(27 363.4234),(28 362.505),(29 363.5571),(30 367.18475),(31 372.3224),(32 371.8962),(33 373.99515),(34 380.6548),(35 378.94275),(36 377.5145),(37 380.47546),(38 378.07407),(39 375.25873),(40 381.04236),(41 375.51324),(42 372.67825),(43 376.8093),(44 373.2817),(45 374.75964),(46 376.94788),(47 372.62253),(48 374.9841),(49 380.25662),(50 380.49203),(51 384.11664),(52 390.43564),(53 381.083),(54 384.43243),(55 388.10797),(56 382.31378),(57 386.31317),(58 391.55133),(59 386.6575),(60 390.9625),(61 391.6487),(62 390.38855),(63 392.04843),(64 393.41406),(65 388.89148),(66 388.9335),(67 389.7848),(68 390.58594),(69 388.08746),(70 390.86362),(71 388.26108),(72 387.96173),(73 393.70264),(74 391.6364),(75 397.41113),(76 404.65887),(77 397.91132),(78 405.4485),(79 399.86877),
