1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 44288.105),(2 132221.86),(3 284231.8),(4 462744.9),(5 706774.94),(6 969348.3),(7 1250088.9),(8 1582796),(9 1942954.4),(10 2317056.3),(11 2722240.5),(12 3126749),(13 3542946.8),(14 3969752.3),(15 4380518.5),(16 4777756.5),(17 5169369),(18 5533517.5),(19 5901289.5),(20 6252510.5),(21 6613226.5),(22 6979372),(23 7328504.5),(24 7706405.5),(25 8065768.5),(26 8444395),(27 8764037),(28 9142031),(29 9467165),(30 9787065),(31 10040340),(32 10295897),(33 10585079),(34 10844175),(35 11120457),(36 11395849),(37 11674629),(38 11904313),(39 12199817),(40 12492064),(41 12836164),(42 13158985),(43 13517621),(44 13877404),(45 14276773),(46 14667215),(47 15123969),(48 15556657),(49 16009611),(50 16418384),(51 16892448),(52 17374362),(53 17957716),(54 18409274),(55 18992806),(56 19543054),(57 20105410),(58 20729236),(59 21419008),(60 22089636),(61 22784318),(62 23432920),(63 24118790),(64 24860014),(65 25596970),(66 26333926),(67 27130856),(68 27908784),(69 28638386),(70 29408986),(71 30188552),(72 30926768),(73 31629846),(74 32193960),(75 32713568),(76 33170102),(77 33630132),(78 34049100),(79 34481610),
(1 287.52737),(2 428.0663),(3 518.8086),(4 580.9101),(5 634.09937),(6 694.20294),(7 723.59),(8 750.66876),(9 777.1688),(10 805.50037),(11 826.80206),(12 836.7843),(13 847.8304),(14 858.37646),(15 878.1143),(16 888.40906),(17 899.5422),(18 899.3738),(19 905.5608),(20 901.0254),(21 921.61615),(22 927.26086),(23 928.02344),(24 920.72546),(25 928.91345),(26 930.2173),(27 940.15454),(28 935.6472),(29 943.03766),(30 940.4021),(31 942.7489),(32 960.9644),(33 955.7651),(34 965.12854),(35 964.0129),(36 962.2621),(37 977.59247),(38 987.9199),(39 988.47375),(40 995.75964),(41 993.4149),(42 997.33685),(43 992.1477),(44 996.7642),(45 986.5073),(46 991.7478),(47 986.05316),(48 989.1864),(49 980.6297),(50 984.5735),(51 975.27655),(52 981.26794),(53 968.1866),(54 973.6962),(55 983.1534),(56 967.12195),(57 965.1402),(58 957.0823),(59 954.65015),(60 959.7742),(61 958.7978),(62 958.89526),(63 971.9949),(64 970.77313),(65 967.9012),(66 977.05707),(67 972.9713),(68 970.8467),(69 968.06384),(70 962.4727),(71 982.0233),(72 980.80347),(73 990.8847),(74 990.4916),(75 990.59326),(76 988.6911),(77 988.6154),(78 985.1864),(79 975.9574),
(1 280.2887),(2 429.38162),(3 510.51978),(4 575.095),(5 628.13586),(6 681.9922),(7 710.4624),(8 731.21765),(9 761.9),(10 789.2325),(11 808.18805),(12 822.0761),(13 839.02985),(14 854.23694),(15 867.00494),(16 879.9534),(17 891.24603),(18 894.93933),(19 902.23334),(20 905.74585),(21 915.9588),(22 932.608),(23 944.817),(24 951.9852),(25 963.3672),(26 975.46936),(27 988.862),(28 989.3296),(29 998.2534),(30 984.13605),(31 989.10913),(32 983.5283),(33 979.8141),(34 985.9963),(35 987.5159),(36 987.82764),(37 991.8556),(38 1007.5021),(39 1003.27563),(40 1008.38965),(41 1019.00055),(42 1012.01526),(43 1009.4851),(44 1003.70166),(45 1007.61633),(46 1008.1991),(47 997.54974),(48 989.77747),(49 990.98804),(50 993.19366),(51 991.79333),(52 999.6661),(53 995.782),(54 998.63983),(55 998.51263),(56 992.07214),(57 995.159),(58 990.40375),(59 991.5208),(60 981.15125),(61 992.86255),(62 984.30286),(63 987.89453),(64 978.2167),(65 974.28455),(66 969.43335),(67 949.0451),(68 949.3919),(69 948.8338),(70 955.8326),(71 965.3734),(72 960.5842),(73 962.98926),(74 951.36395),(75 956.4842),(76 946.3669),(77 954.9975),(78 949.648),(79 949.71674),
(1 276.11673),(2 418.54785),(3 495.27524),(4 550.26355),(5 596.8074),(6 646.42426),(7 674.3288),(8 703.0649),(9 734.12366),(10 764.9256),(11 782.8694),(12 795.25696),(13 814.4909),(14 829.8244),(15 842.69073),(16 851.3005),(17 858.06586),(18 871.2603),(19 867.5956),(20 862.0701),(21 869.8527),(22 874.50836),(23 877.0842),(24 872.7173),(25 869.28864),(26 865.4509),(27 872.016),(28 877.6398),(29 883.11005),(30 875.2636),(31 868.016),(32 870.9915),(33 873.1896),(34 883.49036),(35 886.56934),(36 883.3056),(37 895.0629),(38 905.6782),(39 903.52954),(40 916.01263),(41 919.0494),(42 926.1725),(43 926.54596),(44 932.6014),(45 928.5447),(46 941.56854),(47 936.7188),(48 929.94714),(49 912.71405),(50 921.2865),(51 913.68),(52 919.26587),(53 917.22864),(54 923.39545),(55 921.1956),(56 908.81995),(57 907.94904),(58 898.83685),(59 905.92944),(60 904.2564),(61 915.3782),(62 917.8674),(63 918.01074),(64 912.5621),(65 904.6978),(66 896.2251),(67 897.7798),(68 892.6241),(69 888.99725),(70 886.1752),(71 889.55145),(72 895.31635),(73 898.3199),(74 886.2683),(75 905.2416),(76 902.3233),(77 914.5659),(78 915.2131),(79 915.5234),
(1 272.77664),(2 409.73138),(3 481.13208),(4 540.928),(5 583.06335),(6 631.15906),(7 659.51324),(8 688.47296),(9 720.11346),(10 736.41315),(11 762.0784),(12 775.0202),(13 789.7619),(14 801.6578),(15 811.4363),(16 820.5069),(17 843.09644),(18 844.08075),(19 851.7669),(20 857.1178),(21 856.2694),(22 872.2827),(23 878.78723),(24 870.4248),(25 874.53156),(26 866.30963),(27 872.20514),(28 869.4501),(29 862.6571),(30 869.73846),(31 860.58734),(32 873.1255),(33 868.9775),(34 887.57947),(35 878.74384),(36 889.4576),(37 886.69727),(38 896.9763),(39 901.6294),(40 918.76514),(41 914.35504),(42 920.55286),(43 916.76587),(44 911.9751),(45 900.2521),(46 890.9765),(47 892.4282),(48 895.31323),(49 888.1274),(50 890.4853),(51 888.0056),(52 900.5002),(53 892.07184),(54 892.2895),(55 903.45917),(56 895.9485),(57 899.11554),(58 899.10394),(59 892.1778),(60 899.0131),(61 902.3655),(62 906.2903),(63 913.2388),(64 906.6518),(65 908.76636),(66 903.8107),(67 900.54614),(68 893.911),(69 898.44763),(70 895.7291),(71 899.5334),(72 897.3147),(73 900.1334),(74 885.70404),(75 896.4851),(76 900.89734),(77 901.1153),(78 906.302),(79 911.8473),
(1 263.65298),(2 392.36386),(3 467.3326),(4 527.69305),(5 563.8957),(6 612.13855),(7 635.5577),(8 654.95953),(9 681.95526),(10 710.0255),(11 736.831),(12 747.54266),(13 766.5666),(14 778.491),(15 787.2946),(16 791.1668),(17 799.84357),(18 797.92914),(19 803.2062),(20 816.998),(21 829.31433),(22 851.34143),(23 859.80634),(24 867.3129),(25 885.1639),(26 875.45386),(27 877.16077),(28 874.0802),(29 872.98944),(30 883.15796),(31 891.19977),(32 891.7187),(33 890.929),(34 904.165),(35 904.8503),(36 907.258),(37 903.8414),(38 900.57544),(39 899.48926),(40 907.09174),(41 897.8949),(42 893.32983),(43 881.7244),(44 881.67975),(45 877.61816),(46 877.5711),(47 869.07227),(48 881.67206),(49 873.4124),(50 884.89624),(51 867.5061),(52 877.44226),(53 870.7832),(54 871.6039),(55 869.5137),(56 872.0812),(57 876.66425),(58 881.03577),(59 885.65344),(60 877.85803),(61 872.6794),(62 869.73456),(63 879.68835),(64 882.25555),(65 890.088),(66 889.00806),(67 892.794),(68 894.8849),(69 896.7052),(70 887.5133),(71 888.0374),(72 887.0167),(73 896.60535),(74 897.8462),(75 904.0818),(76 901.69885),(77 912.0356),(78 908.61993),(79 899.27203),
(1 270.91388),(2 396.96014),(3 476.74326),(4 539.06085),(5 582.76276),(6 625.05237),(7 643.1507),(8 668.4327),(9 696.052),(10 714.0034),(11 741.21375),(12 756.2909),(13 778.1176),(14 793.0933),(15 804.91125),(16 818.80865),(17 835.244),(18 835.7088),(19 846.5289),(20 850.2461),(21 859.9816),(22 870.92444),(23 884.69183),(24 886.392),(25 891.98724),(26 894.67206),(27 909.62976),(28 904.09076),(29 911.017),(30 906.78485),(31 907.5175),(32 907.4154),(33 905.79694),(34 908.4741),(35 902.15594),(36 909.58124),(37 894.7934),(38 894.51526),(39 895.9563),(40 892.6407),(41 894.3774),(42 891.21704),(43 887.5601),(44 893.7032),(45 883.72833),(46 894.0771),(47 883.2743),(48 884.99365),(49 882.0029),(50 878.64276),(51 876.377),(52 882.1865),(53 889.4898),(54 892.9635),(55 899.5257),(56 896.81415),(57 906.9274),(58 909.2285),(59 906.2747),(60 905.27405),(61 908.3075),(62 905.4569),(63 909.47186),(64 908.3225),(65 915.9904),(66 907.47876),(67 894.3467),(68 892.0897),(69 893.1517),(70 888.83777),(71 892.1172),(72 885.5463),(73 872.98376),(74 874.5624),(75 862.7915),(76 855.823),(77 848.8353),(78 843.9653),(79 833.2443),
(1 255.33769),(2 384.49002),(3 449.63),(4 500.3272),(5 543.1216),(6 582.0172),(7 606.46716),(8 630.5759),(9 661.89764),(10 682.34906),(11 699.6235),(12 710.122),(13 727.0021),(14 735.4517),(15 745.56274),(16 750.39557),(17 759.4644),(18 765.24335),(19 774.2131),(20 774.1378),(21 781.92053),(22 784.2936),(23 777.36444),(24 784.75385),(25 790.06616),(26 790.08374),(27 794.4212),(28 788.176),(29 793.15515),(30 790.2611),(31 786.4865),(32 797.3432),(33 793.53357),(34 802.43726),(35 804.62823),(36 812.24133),(37 808.33954),(38 814.5463),(39 807.7954),(40 818.57294),(41 813.0287),(42 818.0133),(43 806.1451),(44 797.471),(45 789.6163),(46 798.0157),(47 780.7333),(48 790.02386),(49 782.85547),(50 789.1802),(51 797.9525),(52 814.13416),(53 805.022),(54 808.84357),(55 808.9755),(56 802.1742),(57 808.6929),(58 809.3094),(59 818.7214),(60 819.43634),(61 815.4601),(62 807.5767),(63 805.97906),(64 811.8366),(65 811.36615),(66 803.73145),(67 804.95435),(68 803.8305),(69 806.8898),(70 810.8267),(71 819.4505),(72 815.3194),(73 826.54065),(74 825.74756),(75 831.49023),(76 826.52234),(77 827.84106),(78 824.5992),(79 824.17224),
(1 260.76514),(2 384.52182),(3 459.54495),(4 510.9745),(5 558.5816),(6 607.52686),(7 634.6431),(8 667.48376),(9 701.9231),(10 729.4291),(11 751.8148),(12 766.0511),(13 778.09656),(14 796.6853),(15 809.58704),(16 813.6753),(17 827.2409),(18 827.267),(19 831.1702),(20 822.87854),(21 833.9151),(22 832.1465),(23 841.0469),(24 841.6356),(25 855.06195),(26 850.84076),(27 854.6841),(28 858.9906),(29 868.80176),(30 867.2036),(31 859.5788),(32 870.85913),(33 866.32825),(34 879.28845),(35 877.72156),(36 883.09796),(37 878.2629),(38 879.06866),(39 887.3593),(40 890.98926),(41 888.1495),(42 890.36176),(43 892.4076),(44 900.63776),(45 894.1778),(46 898.3423),(47 888.86646),(48 895.14496),(49 891.3775),(50 910.57526),(51 907.8306),(52 912.753),(53 915.5257),(54 914.7537),(55 897.13385),(56 890.1827),(57 894.3516),(58 886.30286),(59 884.89264),(60 879.10205),(61 888.45746),(62 876.6742),(63 878.7562),(64 877.8021),(65 878.9241),(66 875.1116),(67 872.4812),(68 869.9006),(69 874.6198),(70 861.5363),(71 865.9981),(72 856.8545),(73 862.88135),(74 864.1273),(75 865.25714),(76 859.5379),(77 863.3515),(78 858.6143),(79 853.6733),
(1 255.9082),(2 378.34216),(3 450.30826),(4 502.48468),(5 541.62714),(6 584.437),(7 610.496),(8 637.53265),(9 660.35236),(10 685.0241),(11 703.06287),(12 715.2073),(13 729.4592),(14 742.4413),(15 758.6483),(16 767.81226),(17 778.7599),(18 784.8363),(19 799.04175),(20 800.8877),(21 817.1145),(22 820.35834),(23 821.41315),(24 821.8915),(25 827.8796),(26 834.5859),(27 853.65265),(28 847.654),(29 858.78784),(30 861.256),(31 858.33356),(32 867.3337),(33 865.195),(34 876.45325),(35 870.1769),(36 870.6676),(37 872.41614),(38 874.24603),(39 870.02136),(40 879.1523),(41 869.40424),(42 876.70886),(43 872.2029),(44 872.1755),(45 861.77655),(46 874.6372),(47 865.839),(48 863.3162),(49 854.77234),(50 857.2439),(51 854.87256),(52 849.4183),(53 850.0669),(54 845.89496),(55 839.86285),(56 836.7007),(57 843.5415),(58 842.35614),(59 843.97754),(60 845.1701),(61 842.1148),(62 834.1069),(63 839.2149),(64 829.0112),(65 827.18427),(66 814.7246),(67 816.5951),(68 815.3748),(69 826.17755),(70 817.2784),(71 832.6763),(72 842.7922),(73 846.88965),(74 849.10315),(75 854.8562),(76 854.5337),(77 862.4624),(78 855.80536),(79 857.40625),
(1 250.53525),(2 368.77454),(3 438.27896),(4 493.8205),(5 533.2464),(6 569.5039),(7 592.83685),(8 616.9715),(9 637.85803),(10 655.8441),(11 669.3844),(12 680.55786),(13 690.26794),(14 689.0279),(15 710.3706),(16 718.05457),(17 739.6168),(18 751.0221),(19 764.3892),(20 775.60065),(21 783.24756),(22 776.48126),(23 777.5397),(24 782.92175),(25 780.5402),(26 782.38165),(27 797.4428),(28 796.789),(29 810.3852),(30 810.2378),(31 808.4175),(32 817.9664),(33 812.0607),(34 826.7365),(35 817.53516),(36 828.78546),(37 821.7846),(38 819.34625),(39 817.65564),(40 815.16284),(41 807.80615),(42 810.0652),(43 806.32965),(44 817.0559),(45 804.00616),(46 823.1207),(47 813.11053),(48 818.4555),(49 811.6559),(50 808.5211),(51 815.03534),(52 813.4944),(53 815.04926),(54 817.0233),(55 822.7679),(56 817.13574),(57 814.9981),(58 818.5107),(59 819.5131),(60 815.20917),(61 815.54584),(62 815.32526),(63 816.6471),(64 804.1629),(65 800.2486),(66 794.0764),(67 787.0107),(68 791.6035),(69 795.578),(70 799.10114),(71 807.7621),(72 805.3941),(73 815.9444),(74 806.09784),(75 809.0027),(76 804.85803),(77 807.8036),(78 805.42267),(79 799.3068),
(1 249.76636),(2 368.85495),(3 428.9706),(4 478.6436),(5 517.7169),(6 549.1812),(7 578.40594),(8 609.3013),(9 632.11334),(10 652.4078),(11 665.0456),(12 676.82495),(13 693.08624),(14 702.8942),(15 713.0531),(16 721.8248),(17 729.19037),(18 734.39044),(19 754.2003),(20 759.7943),(21 770.2993),(22 776.04504),(23 789.055),(24 775.79254),(25 776.8143),(26 775.30505),(27 773.91016),(28 781.48016),(29 780.4562),(30 769.93933),(31 765.90735),(32 760.05853),(33 762.4801),(34 770.691),(35 760.7692),(36 767.4329),(37 765.49713),(38 772.32025),(39 765.3729),(40 765.30975),(41 764.0591),(42 773.9424),(43 773.4231),(44 768.8368),(45 769.24207),(46 784.886),(47 781.95624),(48 790.90765),(49 785.5577),(50 790.16327),(51 782.0642),(52 789.854),(53 788.40466),(54 777.6974),(55 782.20245),(56 784.967),(57 780.5874),(58 779.7738),(59 785.2629),(60 792.755),(61 792.61676),(62 786.79297),(63 792.36676),(64 786.8218),(65 792.7874),(66 785.45416),(67 787.0455),(68 791.6929),(69 797.80707),(70 800.1231),(71 799.9022),(72 797.2431),(73 801.36005),(74 799.2309),(75 806.0676),(76 801.625),(77 795.4877),(78 796.5393),(79 798.23303),
(1 240.48782),(2 353.79483),(3 415.6483),(4 464.582),(5 499.20462),(6 538.78674),(7 560.4787),(8 576.83575),(9 602.40985),(10 631.8885),(11 655.8195),(12 665.8311),(13 681.27545),(14 683.8756),(15 696.03796),(16 705.475),(17 712.511),(18 715.06714),(19 712.8271),(20 708.9429),(21 722.0582),(22 713.3914),(23 709.33167),(24 706.24286),(25 713.85706),(26 718.38873),(27 726.9118),(28 730.3486),(29 750.4378),(30 739.14496),(31 742.88824),(32 742.62823),(33 742.6207),(34 748.37),(35 756.34344),(36 754.82434),(37 757.62836),(38 764.2178),(39 764.5657),(40 773.15546),(41 766.6358),(42 770.9659),(43 771.76575),(44 773.74316),(45 769.7809),(46 780.5299),(47 781.208),(48 785.485),(49 781.2085),(50 786.5136),(51 778.6607),(52 781.4448),(53 776.2865),(54 775.8226),(55 780.3886),(56 774.75696),(57 779.972),(58 775.938),(59 772.68353),(60 773.0236),(61 774.7867),(62 771.9952),(63 777.56604),(64 770.34534),(65 772.825),(66 769.3331),(67 760.9682),(68 759.22156),(69 759.3373),(70 757.09436),(71 771.8185),(72 765.7584),(73 764.63873),(74 767.1922),(75 776.41644),(76 768.4016),(77 765.3358),(78 762.38446),(79 762.76227),
(1 240.46739),(2 353.83954),(3 415.23926),(4 468.6676),(5 500.0797),(6 534.0375),(7 542.9796),(8 563.8399),(9 589.73645),(10 598.8048),(11 618.47815),(12 637.6131),(13 646.838),(14 658.42175),(15 666.3274),(16 677.62305),(17 686.1307),(18 689.4555),(19 699.0014),(20 699.5289),(21 702.83606),(22 712.5868),(23 707.27356),(24 711.6986),(25 719.4494),(26 724.9804),(27 729.4653),(28 729.5559),(29 740.17505),(30 728.3441),(31 727.5962),(32 734.91644),(33 738.576),(34 744.9505),(35 745.502),(36 741.0794),(37 737.36096),(38 744.6202),(39 738.04376),(40 740.51385),(41 740.70135),(42 747.32733),(43 754.62134),(44 754.0324),(45 761.44977),(46 771.0093),(47 762.9463),(48 777.5891),(49 764.72546),(50 775.606),(51 769.6002),(52 778.24176),(53 775.018),(54 773.73444),(55 770.95135),(56 766.40607),(57 771.1048),(58 785.345),(59 793.16583),(60 793.19226),(61 802.61536),(62 796.64966),(63 798.6129),(64 794.30817),(65 793.9127),(66 786.7237),(67 785.6397),(68 783.68823),(69 780.70465),(70 768.6044),(71 770.8978),(72 767.8579),(73 772.7011),(74 760.89075),(75 773.524),(76 768.55206),(77 768.2101),(78 769.2684),(79 765.62305),
(1 230.55638),(2 337.4309),(3 395.4075),(4 445.5638),(5 484.92764),(6 515.1772),(7 536.2732),(8 549.51373),(9 572.6563),(10 596.33655),(11 617.8056),(12 630.2233),(13 645.65955),(14 648.37775),(15 656.93115),(16 664.3635),(17 675.99066),(18 672.90393),(19 679.2156),(20 685.1914),(21 696.85046),(22 695.9991),(23 701.0133),(24 698.174),(25 708.31714),(26 710.68134),(27 726.945),(28 718.25287),(29 729.8671),(30 729.1051),(31 733.0025),(32 735.69885),(33 730.8095),(34 727.35516),(35 730.1089),(36 730.8991),(37 728.25165),(38 730.2914),(39 724.37195),(40 733.0892),(41 731.4025),(42 735.5564),(43 739.7668),(44 744.19794),(45 743.12634),(46 746.84033),(47 739.76825),(48 737.4776),(49 735.27466),(50 741.7291),(51 740.1495),(52 741.1941),(53 738.0523),(54 741.0522),(55 739.6205),(56 738.9625),(57 735.87213),(58 733.85944),(59 733.2575),(60 732.55786),(61 738.02655),(62 744.80457),(63 745.7968),(64 749.3252),(65 755.85675),(66 744.6662),(67 747.2202),(68 745.84247),(69 755.04816),(70 756.16974),(71 760.2565),(72 759.7163),(73 756.0608),(74 758.2865),(75 774.3474),(76 774.76904),(77 779.4646),(78 783.7155),(79 783.6953),
(1 231.39679),(2 342.7549),(3 395.58017),(4 447.54343),(5 483.1457),(6 516.6395),(7 539.36566),(8 550.21027),(9 568.58417),(10 582.7524),(11 600.33466),(12 611.7663),(13 621.7423),(14 631.46027),(15 639.235),(16 643.67865),(17 647.7119),(18 664.22144),(19 666.10474),(20 668.5461),(21 676.4658),(22 668.95465),(23 666.2434),(24 666.86163),(25 679.8296),(26 682.27124),(27 685.50385),(28 680.7942),(29 694.725),(30 698.7671),(31 703.4033),(32 717.17926),(33 715.58374),(34 725.3805),(35 722.7466),(36 718.42413),(37 708.27783),(38 711.49835),(39 706.41284),(40 710.27246),(41 700.76935),(42 706.02374),(43 706.78314),(44 717.26697),(45 717.3715),(46 731.5892),(47 727.0644),(48 714.5258),(49 715.2031),(50 716.0473),(51 713.687),(52 711.89307),(53 709.6825),(54 709.80206),(55 709.7963),(56 708.7398),(57 713.17377),(58 710.6672),(59 711.1943),(60 713.7705),(61 713.69714),(62 715.9735),(63 720.153),(64 721.49475),(65 728.4886),(66 726.4057),(67 728.1348),(68 737.5228),(69 743.3452),(70 740.7806),(71 744.67596),(72 746.92426),(73 755.27625),(74 752.03503),(75 756.68884),(76 755.29834),(77 763.3476),(78 767.51776),(79 766.308),
(1 226.48389),(2 339.15063),(3 403.39587),(4 457.4118),(5 493.3347),(6 529.8099),(7 552.57886),(8 567.80286),(9 589.6656),(10 606.8909),(11 622.83624),(12 633.0283),(13 647.4189),(14 660.5878),(15 684.16187),(16 684.17487),(17 697.87256),(18 698.1968),(19 702.6913),(20 708.15594),(21 706.7511),(22 714.4785),(23 712.48615),(24 710.3971),(25 713.6243),(26 714.46576),(27 717.5019),(28 711.2581),(29 713.5105),(30 714.2776),(31 714.4938),(32 722.40814),(33 709.91833),(34 712.6953),(35 712.3725),(36 708.4343),(37 709.2076),(38 714.4063),(39 717.6743),(40 729.89746),(41 727.0963),(42 722.13446),(43 722.24884),(44 726.89264),(45 725.12067),(46 732.9129),(47 731.7525),(48 736.6488),(49 731.88367),(50 735.46936),(51 738.2591),(52 741.4441),(53 730.0743),(54 723.23694),(55 719.6656),(56 711.163),(57 718.5136),(58 715.3167),(59 721.3544),(60 718.379),(61 731.4649),(62 728.0007),(63 734.0726),(64 735.5846),(65 746.34546),(66 735.3928),(67 733.46155),(68 731.8285),(69 733.74176),(70 728.2122),(71 730.26556),(72 734.4114),(73 741.9931),(74 742.305),(75 744.06256),(76 743.04083),(77 744.7247),(78 744.7213),(79 742.7297),
(1 224.48222),(2 327.1067),(3 384.3034),(4 435.1332),(5 463.793),(6 497.3399),(7 516.8653),(8 532.3124),(9 551.6222),(10 567.8186),(11 590.1594),(12 598.8397),(13 612.34216),(14 628.89294),(15 637.5437),(16 640.4175),(17 645.2105),(18 648.6424),(19 655.0642),(20 661.3721),(21 668.6258),(22 675.4827),(23 679.9434),(24 685.4237),(25 688.4161),(26 693.1627),(27 698.73016),(28 694.935),(29 695.81055),(30 692.6256),(31 689.1584),(32 695.52905),(33 696.6832),(34 706.7148),(35 694.82227),(36 694.20746),(37 689.3704),(38 695.0138),(39 691.9753),(40 700.22015),(41 699.764),(42 702.6809),(43 700.36334),(44 699.52985),(45 694.5644),(46 696.3964),(47 691.9684),(48 696.876),(49 687.87744),(50 693.3513),(51 689.3842),(52 695.1984),(53 693.79047),(54 695.58746),(55 695.5117),(56 697.5648),(57 702.34296),(58 702.6782),(59 708.46094),(60 716.10614),(61 719.70325),(62 724.158),(63 723.5532),(64 717.5831),(65 722.884),(66 716.67194),(67 717.6805),(68 714.2285),(69 715.19806),(70 723.703),(71 727.36646),(72 728.3913),(73 726.3226),(74 725.51807),(75 728.42883),(76 723.8113),(77 721.5465),(78 716.4813),(79 712.73486),
(1 231.7326),(2 338.6034),(3 394.49716),(4 444.13992),(5 476.1903),(6 508.09976),(7 528.6965),(8 538.63806),(9 556.12317),(10 576.27515),(11 591.92883),(12 606.00665),(13 612.3946),(14 622.19794),(15 635.9604),(16 637.60706),(17 647.45306),(18 645.20984),(19 648.3969),(20 659.2663),(21 671.44794),(22 679.34094),(23 678.59106),(24 678.1764),(25 684.2263),(26 683.8083),(27 685.51874),(28 679.695),(29 685.1933),(30 681.97626),(31 682.6506),(32 691.3003),(33 689.5875),(34 698.7409),(35 690.4175),(36 693.13),(37 688.3636),(38 689.84357),(39 695.36096),(40 700.2866),(41 694.0198),(42 695.1767),(43 696.502),(44 697.6849),(45 688.2334),(46 696.5044),(47 700.9908),(48 709.8371),(49 710.2612),(50 715.9552),(51 714.83685),(52 718.0011),(53 716.5228),(54 709.7562),(55 708.62885),(56 704.02313),(57 709.16077),(58 707.9751),(59 714.9448),(60 708.62573),(61 711.54913),(62 715.51196),(63 709.0361),(64 698.06396),(65 702.1451),(66 702.13904),(67 699.95233),(68 699.352),(69 714.22894),(70 710.6103),(71 712.44794),(72 715.39923),(73 717.82166),(74 713.607),(75 720.8474),(76 720.1801),(77 723.47797),(78 717.8726),(79 715.1441),
