1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38613.293),(2 107911.94),(3 187468.89),(4 308395.53),(5 498339.16),(6 711900.06),(7 972297.2),(8 1258811.5),(9 1576523.9),(10 1900964.6),(11 2222478.3),(12 2544568.8),(13 2866854),(14 3209624.3),(15 3582225),(16 3946896),(17 4333499.5),(18 4723541.5),(19 5118916),(20 5506495.5),(21 5906118),(22 6295874),(23 6771116.5),(24 7212258.5),(25 7863526),(26 8280273.5),(27 8683020),(28 9072229),(29 9461903),(30 9886278),(31 10442229),(32 11377747),(33 12093589),(34 12851437),(35 13569571),(36 14283823),(37 15026911),(38 15809365),(39 16542428),(40 17159686),(41 17807274),(42 18462422),(43 19050938),(44 19673074),(45 20274168),(46 20718394),(47 21589174),(48 22227806),(49 22849634),(50 23530536),(51 24179906),(52 24697562),(53 25050738),(54 25413918),(55 25699570),(56 25978094),(57 26198576),(58 26529146),(59 26856986),(60 27065280),(61 27290040),(62 27595690),(63 27859830),(64 28203458),(65 28531962),(66 28817304),(67 29133286),(68 29403974),(69 29958464),(70 30359192),(71 30774182),(72 31209280),(73 31587632),(74 32036070),(75 32509416),(76 33044102),(77 33689950),(78 34408124),(79 35121532),
(1 412.1305),(2 546.79236),(3 587.9852),(4 628.7024),(5 661.7442),(6 674.5006),(7 691.4188),(8 701.0028),(9 702.5963),(10 708.51044),(11 718.1493),(12 725.2204),(13 729.97797),(14 725.5465),(15 731.00415),(16 734.13055),(17 729.21234),(18 725.6373),(19 735.9545),(20 728.5579),(21 732.32544),(22 734.85785),(23 731.8096),(24 711.724),(25 717.9269),(26 705.6846),(27 705.2075),(28 701.28326),(29 698.4787),(30 683.7613),(31 693.34247),(32 708.9399),(33 708.62335),(34 712.93665),(35 732.2003),(36 731.7662),(37 728.4279),(38 733.7404),(39 737.8138),(40 740.904),(41 735.4349),(42 730.2155),(43 736.82367),(44 735.8337),(45 741.0714),(46 750.3453),(47 757.34863),(48 754.8026),(49 753.12115),(50 764.3537),(51 777.33386),(52 765.36554),(53 760.94275),(54 760.77277),(55 754.65497),(56 749.31757),(57 752.26154),(58 746.483),(59 751.1357),(60 761.5286),(61 761.2008),(62 760.9285),(63 761.48846),(64 753.1075),(65 750.6204),(66 747.62085),(67 744.34155),(68 738.17175),(69 741.66046),(70 737.8685),(71 748.9287),(72 742.49316),(73 745.57965),(74 751.1678),(75 754.5828),(76 755.6773),(77 763.8137),(78 767.6009),(79 760.2622),
(1 423.01254),(2 561.6279),(3 609.2549),(4 647.4472),(5 666.61633),(6 680.90393),(7 697.0158),(8 703.34076),(9 701.77094),(10 705.44543),(11 714.0692),(12 723.7826),(13 737.7573),(14 729.7637),(15 726.1543),(16 724.9127),(17 719.62976),(18 720.3291),(19 720.1053),(20 714.6409),(21 709.20154),(22 710.79364),(23 707.7718),(24 692.00946),(25 702.4502),(26 704.67957),(27 699.8361),(28 709.90063),(29 705.816),(30 701.3323),(31 701.6231),(32 710.7123),(33 715.45306),(34 722.6317),(35 725.9943),(36 718.4947),(37 727.22614),(38 729.348),(39 723.5633),(40 731.5008),(41 730.05817),(42 729.40076),(43 729.31665),(44 733.2494),(45 733.08093),(46 739.92065),(47 737.8415),(48 734.86145),(49 737.82605),(50 743.74976),(51 745.333),(52 741.3342),(53 736.1093),(54 731.38696),(55 724.2509),(56 719.77484),(57 721.46234),(58 715.5678),(59 713.99835),(60 710.0523),(61 715.0268),(62 713.97174),(63 725.4088),(64 715.33026),(65 722.94763),(66 718.1163),(67 715.57935),(68 720.9332),(69 716.6089),(70 721.7725),(71 721.2235),(72 721.7371),(73 721.02295),(74 725.98865),(75 729.88745),(76 728.9972),(77 733.70264),(78 728.08575),(79 724.2856),
(1 412.11972),(2 551.09546),(3 595.5653),(4 625.55676),(5 645.9655),(6 656.9701),(7 673.5158),(8 682.8935),(9 693.4534),(10 699.6271),(11 704.1385),(12 707.83575),(13 716.94684),(14 708.66364),(15 719.59015),(16 713.6764),(17 715.33154),(18 715.5777),(19 712.09235),(20 708.70575),(21 702.3952),(22 709.91486),(23 703.54333),(24 684.66327),(25 688.8588),(26 690.8794),(27 683.7571),(28 687.2076),(29 691.6606),(30 694.49786),(31 704.10846),(32 706.701),(33 700.775),(34 706.83655),(35 710.15393),(36 709.2295),(37 714.2592),(38 725.8495),(39 713.0893),(40 719.6803),(41 711.83685),(42 719.342),(43 717.8799),(44 723.53973),(45 726.58136),(46 732.90106),(47 742.0979),(48 749.02826),(49 738.90265),(50 747.7901),(51 753.54083),(52 742.15735),(53 746.51984),(54 737.86615),(55 732.7095),(56 728.08563),(57 723.3295),(58 727.02045),(59 733.5485),(60 736.02655),(61 720.3516),(62 712.5974),(63 726.22974),(64 723.84625),(65 721.9146),(66 725.45667),(67 726.1765),(68 731.569),(69 726.9441),(70 730.14435),(71 733.09424),(72 729.7905),(73 723.1832),(74 726.81885),(75 731.9611),(76 731.20636),(77 743.1276),(78 741.9468),(79 735.34125),
(1 420.2135),(2 549.3057),(3 604.3642),(4 633.48883),(5 656.14026),(6 656.4121),(7 686.6869),(8 693.75134),(9 709.5948),(10 719.32166),(11 712.81464),(12 700.5923),(13 721.442),(14 721.07074),(15 725.64246),(16 721.9436),(17 730.1601),(18 728.6278),(19 712.32086),(20 713.36414),(21 699.00543),(22 706.88403),(23 697.37463),(24 698.8015),(25 697.4502),(26 696.17786),(27 687.7662),(28 691.8517),(29 693.9833),(30 689.5554),(31 689.6271),(32 695.92163),(33 694.4829),(34 696.07654),(35 702.6749),(36 686.67285),(37 685.2082),(38 694.5636),(39 693.7355),(40 695.7222),(41 700.5724),(42 698.87695),(43 693.7588),(44 701.1097),(45 701.4817),(46 704.1392),(47 708.2724),(48 717.33966),(49 713.0858),(50 721.6049),(51 721.51294),(52 704.94434),(53 704.8792),(54 697.16345),(55 697.478),(56 698.3856),(57 698.22766),(58 702.22723),(59 703.765),(60 704.701),(61 704.2008),(62 704.59546),(63 709.19135),(64 708.9211),(65 708.8801),(66 708.6424),(67 710.77594),(68 718.71094),(69 711.08923),(70 707.47125),(71 714.70624),(72 712.72656),(73 713.81396),(74 714.816),(75 722.61304),(76 714.9707),(77 727.59174),(78 725.54675),(79 718.6218),
(1 409.26022),(2 528.1853),(3 583.63165),(4 617.0042),(5 646.5937),(6 656.1494),(7 672.09485),(8 670.2207),(9 678.9009),(10 687.2764),(11 687.37085),(12 679.6623),(13 696.8774),(14 694.90045),(15 687.48315),(16 690.7437),(17 705.2233),(18 697.6622),(19 694.2024),(20 693.9361),(21 688.16974),(22 692.163),(23 686.89825),(24 684.9916),(25 680.0075),(26 670.894),(27 669.23193),(28 683.0409),(29 689.5297),(30 682.8344),(31 696.91095),(32 704.07666),(33 701.0276),(34 703.4295),(35 711.17236),(36 705.42993),(37 694.49567),(38 701.09485),(39 698.2369),(40 700.544),(41 701.109),(42 699.1927),(43 694.88745),(44 696.1678),(45 698.5865),(46 707.90186),(47 711.6218),(48 717.6846),(49 710.0672),(50 709.4524),(51 718.30035),(52 716.9277),(53 709.1331),(54 705.0475),(55 698.5932),(56 708.4064),(57 707.42126),(58 704.84595),(59 700.9892),(60 702.5128),(61 698.9689),(62 703.2501),(63 710.4641),(64 708.22046),(65 706.5614),(66 710.3227),(67 711.42865),(68 715.39734),(69 719.24274),(70 705.67114),(71 709.9587),(72 716.8164),(73 708.68),(74 715.8312),(75 717.2569),(76 717.0213),(77 724.72437),(78 726.01227),(79 721.72595),
(1 401.85538),(2 527.2441),(3 573.8206),(4 613.48096),(5 631.7669),(6 641.8005),(7 662.7948),(8 678.4353),(9 670.81396),(10 666.6342),(11 674.65247),(12 674.09485),(13 693.3872),(14 691.8151),(15 678.46515),(16 668.4069),(17 673.45575),(18 678.3333),(19 680.87994),(20 674.3179),(21 671.45496),(22 669.9317),(23 665.2996),(24 654.3684),(25 667.68286),(26 651.5051),(27 651.3265),(28 661.4775),(29 654.45483),(30 653.88916),(31 663.36755),(32 662.7954),(33 663.3464),(34 668.9132),(35 677.3199),(36 668.5029),(37 661.5568),(38 674.17255),(39 666.86835),(40 670.6362),(41 675.48224),(42 672.17926),(43 676.67664),(44 683.2097),(45 691.8487),(46 688.61743),(47 691.1595),(48 693.1366),(49 690.49524),(50 693.62744),(51 701.30426),(52 701.4179),(53 702.3554),(54 697.22766),(55 689.38916),(56 685.86456),(57 686.49164),(58 690.5859),(59 685.54565),(60 678.8264),(61 679.4452),(62 676.33093),(63 683.144),(64 674.35223),(65 677.2436),(66 680.78613),(67 677.77625),(68 674.2172),(69 680.8497),(70 682.47455),(71 683.70264),(72 682.6189),(73 686.799),(74 687.7285),(75 686.6115),(76 689.53754),(77 693.33405),(78 697.00525),(79 693.9437),
(1 409.82626),(2 546.44543),(3 584.6334),(4 596.41156),(5 610.84973),(6 631.4079),(7 657.9014),(8 668.22046),(9 667.47327),(10 664.6463),(11 677.4112),(12 682.6618),(13 697.06256),(14 693.80756),(15 693.5549),(16 692.61005),(17 690.4843),(18 700.9987),(19 697.76416),(20 693.6594),(21 683.7577),(22 686.95514),(23 683.209),(24 672.7448),(25 678.9319),(26 667.7003),(27 668.4527),(28 665.31555),(29 662.8442),(30 658.3758),(31 669.0558),(32 669.27094),(33 663.4091),(34 657.2947),(35 660.75824),(36 657.46344),(37 658.3455),(38 662.7058),(39 662.7495),(40 671.2039),(41 679.7014),(42 671.1282),(43 669.42883),(44 675.1666),(45 682.4709),(46 680.49066),(47 681.38684),(48 683.9588),(49 681.44305),(50 692.3462),(51 686.03296),(52 679.8205),(53 671.6428),(54 670.70233),(55 666.2855),(56 674.29584),(57 674.58014),(58 680.8077),(59 680.5529),(60 681.87463),(61 683.01794),(62 682.83466),(63 693.6367),(64 687.86523),(65 699.61975),(66 694.0045),(67 684.68866),(68 690.8683),(69 697.34625),(70 697.28986),(71 698.0444),(72 704.34644),(73 704.41077),(74 715.4149),(75 715.40845),(76 712.3694),(77 716.8649),(78 719.5803),(79 723.5618),
(1 401.80215),(2 529.1421),(3 576.8287),(4 586.98846),(5 597.4207),(6 611.9435),(7 645.85767),(8 660.47955),(9 658.55365),(10 658.5714),(11 665.9554),(12 673.61346),(13 684.01337),(14 685.0326),(15 673.5039),(16 672.24225),(17 670.1566),(18 667.4062),(19 671.3716),(20 667.67065),(21 662.83844),(22 662.9799),(23 657.14264),(24 649.60547),(25 649.3087),(26 645.1814),(27 643.6361),(28 639.91327),(29 629.94916),(30 630.46484),(31 643.61304),(32 643.2086),(33 649.0117),(34 654.755),(35 657.3481),(36 656.27344),(37 658.99994),(38 655.588),(39 655.50586),(40 660.22833),(41 664.2026),(42 663.2738),(43 670.1685),(44 672.4087),(45 668.79675),(46 673.476),(47 681.4555),(48 679.4541),(49 674.8483),(50 683.5947),(51 690.66864),(52 686.6514),(53 678.65674),(54 668.827),(55 665.0995),(56 667.9058),(57 668.5383),(58 658.0239),(59 655.10034),(60 662.165),(61 662.1182),(62 657.2546),(63 676.8524),(64 662.64197),(65 667.20544),(66 661.6951),(67 664.7443),(68 664.9027),(69 665.238),(70 664.9288),(71 674.1534),(72 670.7262),(73 673.81555),(74 692.0529),(75 687.1082),(76 691.04395),(77 692.4455),(78 701.79395),(79 690.5503),
(1 395.4801),(2 503.89978),(3 556.2091),(4 580.03375),(5 601.2612),(6 609.44415),(7 619.95984),(8 641.81177),(9 642.1905),(10 639.98456),(11 650.5669),(12 647.9452),(13 659.5854),(14 659.2388),(15 663.0053),(16 668.46173),(17 665.2217),(18 662.2334),(19 663.06976),(20 655.1226),(21 640.77014),(22 651.6683),(23 639.6014),(24 634.06915),(25 630.0843),(26 630.2815),(27 638.5284),(28 629.4448),(29 632.83484),(30 628.9352),(31 635.69916),(32 631.6676),(33 634.3336),(34 641.11206),(35 644.6545),(36 644.5023),(37 648.0616),(38 649.6288),(39 644.7948),(40 649.9992),(41 657.97723),(42 658.9842),(43 661.4136),(44 662.33777),(45 666.97375),(46 677.7991),(47 670.498),(48 665.69037),(49 668.26013),(50 666.46844),(51 672.8965),(52 667.68726),(53 660.8848),(54 651.14154),(55 646.56213),(56 650.91974),(57 643.7331),(58 644.35754),(59 647.3582),(60 651.09485),(61 647.7395),(62 648.3152),(63 653.4621),(64 637.8189),(65 649.01025),(66 648.4624),(67 640.5666),(68 645.6493),(69 647.90094),(70 659.0108),(71 656.2385),(72 659.4833),(73 660.6148),(74 670.36554),(75 671.7914),(76 679.7906),(77 682.7322),(78 686.33514),(79 678.2546),
(1 395.7042),(2 509.75195),(3 541.3184),(4 575.57477),(5 598.0202),(6 602.70184),(7 617.9497),(8 625.85986),(9 628.141),(10 626.37714),(11 631.8664),(12 630.76135),(13 640.92816),(14 635.1502),(15 636.53644),(16 636.28705),(17 647.2772),(18 648.7164),(19 637.3039),(20 633.34344),(21 630.6101),(22 636.7907),(23 628.6303),(24 625.9545),(25 634.0084),(26 623.9703),(27 630.3405),(28 634.32007),(29 633.66125),(30 629.7134),(31 627.41406),(32 633.66095),(33 641.4557),(34 643.467),(35 643.6781),(36 642.1599),(37 646.8096),(38 650.41815),(39 650.88965),(40 648.88464),(41 652.9841),(42 650.8176),(43 649.79584),(44 644.375),(45 643.07086),(46 654.74713),(47 653.0917),(48 657.3064),(49 658.5393),(50 657.622),(51 656.8624),(52 655.6371),(53 648.23956),(54 647.06885),(55 643.9356),(56 631.7277),(57 633.8962),(58 631.77405),(59 636.38965),(60 633.90656),(61 630.01654),(62 635.9739),(63 648.71454),(64 633.3322),(65 638.96576),(66 640.65356),(67 644.57184),(68 645.3233),(69 643.368),(70 639.31195),(71 647.3869),(72 650.9453),(73 653.2702),(74 661.7187),(75 662.078),(76 655.42),(77 661.8777),(78 674.47345),(79 664.6919),
(1 401.499),(2 525.7434),(3 554.115),(4 572.3874),(5 583.84064),(6 607.02893),(7 625.55176),(8 627.0424),(9 622.64185),(10 631.13696),(11 628.73224),(12 628.4242),(13 641.8834),(14 641.253),(15 642.8496),(16 649.776),(17 646.9837),(18 639.757),(19 631.7916),(20 634.1103),(21 637.5196),(22 636.34644),(23 631.1353),(24 627.91223),(25 630.2891),(26 619.48676),(27 625.6857),(28 635.1183),(29 638.59296),(30 631.85406),(31 638.16644),(32 645.2036),(33 642.89075),(34 654.23615),(35 660.0142),(36 648.0727),(37 649.5205),(38 652.5438),(39 647.8452),(40 655.1264),(41 669.13214),(42 659.00336),(43 654.6255),(44 648.5988),(45 656.5548),(46 662.95435),(47 664.3174),(48 669.43585),(49 663.1747),(50 662.30225),(51 666.0571),(52 667.10486),(53 665.93915),(54 651.61255),(55 647.7099),(56 647.1501),(57 647.37805),(58 642.5748),(59 640.9573),(60 646.81134),(61 648.06976),(62 652.524),(63 657.724),(64 645.2782),(65 639.78204),(66 642.71185),(67 644.3469),(68 643.3829),(69 649.4407),(70 645.101),(71 652.7474),(72 651.7387),(73 658.8355),(74 652.98474),(75 661.2592),(76 662.46045),(77 667.2574),(78 674.45184),(79 668.56744),
(1 395.89767),(2 514.23376),(3 551.70074),(4 575.369),(5 591.3486),(6 612.5719),(7 630.6093),(8 633.2937),(9 630.8941),(10 636.6474),(11 642.59827),(12 640.26245),(13 649.5563),(14 655.2328),(15 655.3559),(16 656.0849),(17 657.5723),(18 654.22205),(19 654.98486),(20 652.3581),(21 643.6468),(22 637.1249),(23 633.51886),(24 624.9167),(25 639.0084),(26 625.608),(27 622.6801),(28 616.5898),(29 628.2786),(30 614.53784),(31 619.32135),(32 628.4306),(33 637.36884),(34 648.4124),(35 649.60834),(36 648.56775),(37 652.97174),(38 648.9173),(39 645.15015),(40 651.15894),(41 656.85223),(42 656.3202),(43 660.8052),(44 654.9675),(45 660.653),(46 662.30725),(47 660.0511),(48 667.5429),(49 667.1422),(50 674.7585),(51 679.9532),(52 675.3595),(53 670.28485),(54 663.6379),(55 658.271),(56 657.65955),(57 668.2879),(58 660.78),(59 666.06494),(60 666.4738),(61 667.6702),(62 673.30994),(63 674.2126),(64 663.0348),(65 669.2272),(66 668.7099),(67 661.74335),(68 648.7528),(69 654.6729),(70 658.57294),(71 661.35),(72 661.59784),(73 662.1172),(74 660.0132),(75 669.3293),(76 667.97455),(77 675.5174),(78 675.1604),(79 676.44965),
(1 386.926),(2 492.45883),(3 525.5837),(4 557.9164),(5 579.28864),(6 594.00946),(7 612.7047),(8 615.81885),(9 617.6418),(10 618.75525),(11 636.64294),(12 641.7464),(13 642.55115),(14 642.42664),(15 646.3609),(16 641.9772),(17 639.65265),(18 629.94116),(19 628.4271),(20 621.27814),(21 628.18823),(22 626.4669),(23 626.316),(24 614.90155),(25 623.43604),(26 616.0172),(27 617.76227),(28 612.65265),(29 617.3279),(30 619.78925),(31 624.01135),(32 616.852),(33 625.9049),(34 628.89813),(35 635.44305),(36 635.3234),(37 633.3608),(38 627.79816),(39 625.26843),(40 634.34515),(41 644.7977),(42 639.73895),(43 651.9777),(44 643.43036),(45 647.4922),(46 644.6808),(47 646.5759),(48 651.57794),(49 644.049),(50 650.82275),(51 658.2203),(52 644.46344),(53 641.74005),(54 632.87994),(55 621.5095),(56 619.59143),(57 616.47107),(58 621.2627),(59 624.6178),(60 623.38354),(61 620.0983),(62 619.16614),(63 626.28076),(64 615.4998),(65 620.25104),(66 623.5299),(67 627.6644),(68 631.01953),(69 632.6414),(70 632.8818),(71 636.0848),(72 643.6799),(73 645.55),(74 648.9931),(75 653.2028),(76 652.30023),(77 660.7508),(78 654.29004),(79 657.4493),
(1 392.0523),(2 498.6308),(3 528.97205),(4 565.25854),(5 585.34564),(6 596.9022),(7 614.31934),(8 607.08777),(9 609.46484),(10 608.71796),(11 615.1609),(12 626.38306),(13 630.22906),(14 629.9528),(15 631.2697),(16 634.0581),(17 639.3254),(18 630.71545),(19 635.28564),(20 628.5917),(21 628.6531),(22 633.597),(23 624.2299),(24 610.89813),(25 620.34186),(26 614.1158),(27 614.661),(28 616.6555),(29 629.8326),(30 624.55786),(31 635.1642),(32 637.39355),(33 641.6976),(34 634.0036),(35 636.155),(36 646.7369),(37 647.49567),(38 644.1604),(39 641.34564),(40 644.97485),(41 654.9847),(42 657.9711),(43 664.4927),(44 660.9208),(45 670.86523),(46 663.82904),(47 658.5378),(48 661.2766),(49 656.29486),(50 658.4841),(51 660.63367),(52 654.75793),(53 647.06165),(54 641.3432),(55 637.36127),(56 632.2524),(57 634.08185),(58 634.78156),(59 636.6234),(60 634.76685),(61 636.2749),(62 630.93896),(63 632.3575),(64 632.17224),(65 643.91797),(66 642.9792),(67 646.2193),(68 643.73834),(69 644.56903),(70 646.5608),(71 648.685),(72 649.7263),(73 643.5891),(74 650.1167),(75 654.7575),(76 647.32367),(77 657.3927),(78 657.44977),(79 657.4709),
(1 385.75995),(2 489.10217),(3 516.1066),(4 549.7811),(5 562.9632),(6 587.07465),(7 618.9829),(8 612.4691),(9 616.6242),(10 608.75543),(11 606.11957),(12 616.9869),(13 620.2686),(14 619.6847),(15 622.12195),(16 622.1685),(17 616.8472),(18 602.9071),(19 604.74646),(20 614.0831),(21 608.07715),(22 610.5296),(23 601.91766),(24 592.3918),(25 597.4407),(26 591.8338),(27 594.6867),(28 598.52545),(29 600.5118),(30 589.2964),(31 598.06915),(32 602.8434),(33 609.055),(34 608.8637),(35 612.65497),(36 615.09247),(37 620.2389),(38 624.1808),(39 620.5791),(40 620.4366),(41 630.80133),(42 635.4592),(43 633.35706),(44 631.1755),(45 632.5246),(46 638.07355),(47 644.3899),(48 639.95374),(49 635.9128),(50 634.79755),(51 646.27386),(52 639.7865),(53 632.5982),(54 623.39),(55 618.81116),(56 619.8681),(57 621.5837),(58 618.4352),(59 622.43805),(60 624.40875),(61 618.9604),(62 617.3139),(63 630.70233),(64 622.4748),(65 624.029),(66 623.77014),(67 626.19586),(68 622.6029),(69 629.02985),(70 633.2727),(71 631.3685),(72 636.03827),(73 636.80835),(74 638.9786),(75 641.81726),(76 642.653),(77 641.2438),(78 642.48724),(79 641.2427),
(1 390.4007),(2 502.52246),(3 539.2288),(4 570.6079),(5 594.0626),(6 600.19305),(7 614.97235),(8 618.7293),(9 619.6553),(10 619.0975),(11 620.22644),(12 629.63947),(13 642.133),(14 640.83844),(15 643.041),(16 645.01587),(17 642.0482),(18 629.4331),(19 637.7175),(20 629.1836),(21 629.2074),(22 621.995),(23 613.64905),(24 599.769),(25 607.07275),(26 602.4804),(27 603.75073),(28 606.0376),(29 615.5776),(30 607.88654),(31 618.4254),(32 621.7094),(33 621.2707),(34 631.8567),(35 639.6481),(36 628.8973),(37 628.116),(38 632.3575),(39 631.259),(40 627.51263),(41 625.94446),(42 633.6362),(43 636.6075),(44 643.1703),(45 640.7067),(46 645.8126),(47 646.2611),(48 642.1598),(49 638.7012),(50 633.9414),(51 640.4278),(52 630.468),(53 630.5017),(54 630.25354),(55 633.50006),(56 630.85144),(57 630.66),(58 634.02484),(59 632.36865),(60 632.0212),(61 630.1298),(62 635.9786),(63 645.7741),(64 642.5327),(65 642.4037),(66 644.699),(67 639.06335),(68 640.50543),(69 646.62836),(70 646.8198),(71 647.5917),(72 654.05493),(73 652.828),(74 664.72723),(75 681.9963),(76 671.143),(77 674.61487),(78 679.55725),(79 667.7205),
(1 380.81952),(2 490.53897),(3 522.4559),(4 552.1635),(5 568.4934),(6 576.68634),(7 602.5902),(8 605.28265),(9 607.7996),(10 612.1622),(11 612.0615),(12 610.05817),(13 620.92725),(14 624.97327),(15 621.4827),(16 614.81177),(17 617.1132),(18 613.32166),(19 619.50104),(20 618.8508),(21 615.0148),(22 616.4113),(23 606.7057),(24 597.8505),(25 607.40283),(26 599.18146),(27 602.2),(28 598.4204),(29 597.37634),(30 591.798),(31 599.6931),(32 603.66034),(33 612.9641),(34 623.5288),(35 629.2412),(36 614.98517),(37 622.30566),(38 623.27905),(39 628.8819),(40 624.0227),(41 625.51416),(42 623.70715),(43 626.1805),(44 632.0339),(45 631.99615),(46 632.8025),(47 631.16705),(48 642.5824),(49 643.3218),(50 641.4176),(51 638.7063),(52 631.1455),(53 636.7336),(54 635.22626),(55 623.1471),(56 626.02203),(57 627.7492),(58 623.20514),(59 627.80084),(60 628.9296),(61 623.88745),(62 626.7455),(63 635.5508),(64 635.7354),(65 632.15155),(66 626.07416),(67 622.4544),(68 621.994),(69 624.85596),(70 617.3883),(71 612.78827),(72 623.28),(73 623.9513),(74 630.56976),(75 646.77246),(76 641.98315),(77 646.4232),(78 652.71576),(79 642.1078),
(1 365.28107),(2 470.97626),(3 504.66995),(4 528.74384),(5 547.13763),(6 558.10223),(7 575.2599),(8 575.4654),(9 583.95544),(10 581.7012),(11 590.1528),(12 592.3496),(13 599.15515),(14 599.45496),(15 595.1765),(16 596.5108),(17 596.8292),(18 593.3044),(19 592.54083),(20 591.63354),(21 589.1324),(22 594.65967),(23 588.4873),(24 580.3074),(25 592.871),(26 579.9661),(27 576.4068),(28 574.4208),(29 581.8248),(30 584.6896),(31 585.06586),(32 587.19434),(33 587.6091),(34 590.9508),(35 595.5611),(36 595.8253),(37 595.27936),(38 588.1503),(39 587.45685),(40 582.808),(41 589.22925),(42 590.1272),(43 590.36),(44 592.27325),(45 593.38947),(46 596.59515),(47 602.3081),(48 605.5446),(49 606.26044),(50 612.97034),(51 608.88336),(52 612.5148),(53 608.3978),(54 592.36945),(55 589.42206),(56 582.86035),(57 585.9261),(58 587.27856),(59 593.5907),(60 589.5874),(61 585.35876),(62 590.20416),(63 597.61676),(64 591.19006),(65 595.64777),(66 589.3995),(67 585.22235),(68 584.0441),(69 590.1729),(70 593.8712),(71 594.51105),(72 595.70776),(73 597.53125),(74 610.0164),(75 613.19507),(76 609.59186),(77 620.0894),(78 623.2437),(79 615.37585),
