1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2374.6401),(2 3438.2688),(3 4366.0405),(4 5056.661),(5 5495.5464),(6 5745.9517),(7 5846.1655),(8 5783.885),(9 5678.026),(10 5612.973),(11 5509.247),(12 5559.579),(13 5506.2026),(14 5539.5273),(15 5564.8916),(16 5588.436),(17 5681.052),(18 5693.7666),(19 5714.9297),(20 5766.7383),(21 5710.2524),(22 5745.402),(23 5812.304),(24 5732.6245),(25 5723.4116),(26 5725.346),(27 5724.2183),(28 5735.439),(29 5677.9644),(30 5754.9907),(31 5848.213),(32 5821.509),(33 5871.5586),(34 5851.4185),(35 5834.655),(36 5867.4585),(37 5852.436),(38 5850.085),(39 5806.8086),(40 5772.323),(41 5752.8823),(42 5781.2964),(43 5761.9067),(44 5744.7515),(45 5771.0234),(46 5859.8745),(47 5983.9736),(48 6047.1455),(49 6088.784),(50 6153.2656),(51 6235.6445),(52 6219.0757),(53 6186.8164),(54 6001.3555),(55 5834.7666),(56 5706.662),(57 5722.43),(58 5757.0176),(59 5797.5874),(60 5892.3613),(61 5978.1626),(62 6112.523),(63 6190.831),(64 6173.22),(65 6173.98),(66 6085.602),(67 6036.6836),(68 5953.7764),(69 5916.589),(70 5939.57),(71 5988.7573),(72 5947.2607),(73 5906.6104),(74 5902.581),(75 5913.6953),(76 6045.0386),(77 6053.7637),(78 6010.705),(79 5946.593),
(1 2301.7397),(2 3384.4624),(3 4204.0063),(4 4742.9097),(5 5057.376),(6 5245.232),(7 5376.0366),(8 5350.421),(9 5377.485),(10 5306.7495),(11 5247.6714),(12 5340.2686),(13 5257.087),(14 5317.6826),(15 5352.787),(16 5354.723),(17 5376.643),(18 5401.968),(19 5446.337),(20 5370.0703),(21 5328.426),(22 5399.5474),(23 5366.7603),(24 5374.1714),(25 5362.819),(26 5350.635),(27 5372.7744),(28 5331.7974),(29 5344.343),(30 5451.988),(31 5483.0767),(32 5557.8823),(33 5620.057),(34 5712.285),(35 5694.565),(36 5695.385),(37 5651.5166),(38 5650.4897),(39 5646.611),(40 5590.2344),(41 5529.8335),(42 5542.475),(43 5504.7847),(44 5424.462),(45 5395.2974),(46 5517.1904),(47 5633.3535),(48 5692.4365),(49 5740.3335),(50 5824.8555),(51 5850.1675),(52 5863.023),(53 5829.3423),(54 5765.08),(55 5679.5474),(56 5654.0894),(57 5646.504),(58 5686.69),(59 5737.5137),(60 5753.2056),(61 5817.299),(62 5872.3457),(63 5924.832),(64 5926.1606),(65 5872.1523),(66 5882.551),(67 5864.641),(68 5788.725),(69 5760.8955),(70 5793.2495),(71 5829.148),(72 5808.3477),(73 5697.239),(74 5677.4785),(75 5740.2485),(76 5767.5664),(77 5710.225),(78 5739.333),(79 5764.6646),
(1 2322.218),(2 3334.7195),(3 4151.9995),(4 4757.976),(5 5034.338),(6 5260.2417),(7 5412.179),(8 5312.297),(9 5244.7783),(10 5139.643),(11 5105.7856),(12 5201.8833),(13 5144.7075),(14 5294.3296),(15 5300.7095),(16 5381.9214),(17 5442.634),(18 5436.2783),(19 5384.2935),(20 5370.35),(21 5336.2417),(22 5441.644),(23 5417.9893),(24 5430.7617),(25 5458.8765),(26 5423.7393),(27 5403.5825),(28 5408.048),(29 5353.629),(30 5339.4824),(31 5365.3555),(32 5419.646),(33 5486.038),(34 5478.394),(35 5446.8228),(36 5484.755),(37 5482.669),(38 5515.8066),(39 5547.37),(40 5609.7446),(41 5527.89),(42 5527.764),(43 5534.129),(44 5537.017),(45 5495.7236),(46 5559.909),(47 5561.0137),(48 5557.415),(49 5622.3643),(50 5620.7915),(51 5691.9097),(52 5702.404),(53 5726.125),(54 5742.7314),(55 5731.5586),(56 5656.561),(57 5531.1006),(58 5476.22),(59 5456.151),(60 5417.423),(61 5466.3267),(62 5570.0156),(63 5689.5776),(64 5788.594),(65 5799.8096),(66 5798.4995),(67 5826.336),(68 5696.9526),(69 5659.5947),(70 5659.3643),(71 5696.567),(72 5737.327),(73 5773.8936),(74 5768.8345),(75 5822.544),(76 5778.1245),(77 5733.421),(78 5680.0728),(79 5637.014),
(1 2217.804),(2 3231.8008),(3 4036.0996),(4 4621.9443),(5 4955.9985),(6 5167.294),(7 5276.681),(8 5219.8843),(9 5209.379),(10 5129.281),(11 5040.5903),(12 5077.9863),(13 5036.559),(14 5142.37),(15 5147.4414),(16 5214.532),(17 5234.7876),(18 5313.0166),(19 5303.6504),(20 5328.7363),(21 5410.0586),(22 5438.4365),(23 5339.326),(24 5305.5483),(25 5254.7017),(26 5238.3643),(27 5263.5127),(28 5277.291),(29 5311.614),(30 5355.8003),(31 5327.993),(32 5430.2637),(33 5463.3896),(34 5483.8174),(35 5404.398),(36 5402.744),(37 5347.9526),(38 5309.5146),(39 5320.438),(40 5335.732),(41 5297.5684),(42 5339.5195),(43 5363.709),(44 5480.7827),(45 5517.244),(46 5494.147),(47 5547.4795),(48 5495.759),(49 5532.9536),(50 5507.0103),(51 5573.667),(52 5546.577),(53 5526.495),(54 5458.745),(55 5437.8984),(56 5339.1113),(57 5283.122),(58 5273.612),(59 5252.4424),(60 5249.59),(61 5302.8096),(62 5380.545),(63 5432.9185),(64 5506.031),(65 5486.4795),(66 5480.5415),(67 5427.581),(68 5348.5957),(69 5389.7974),(70 5483.011),(71 5524.8286),(72 5398.939),(73 5435.414),(74 5397.904),(75 5465.857),(76 5487.766),(77 5448.989),(78 5424.4907),(79 5412.4253),
(1 2214.7644),(2 3276.6802),(3 4090.4426),(4 4688.624),(5 5024.1846),(6 5208.9756),(7 5233.9517),(8 5200.51),(9 5106.477),(10 5021.8833),(11 4952.1963),(12 4957.035),(13 4928.3193),(14 4998.095),(15 4997.9536),(16 5102.5874),(17 5184.448),(18 5266.3525),(19 5236.7905),(20 5242.0044),(21 5236.6104),(22 5224.9136),(23 5111.704),(24 5138.1226),(25 5122.5796),(26 5078.46),(27 5084.0186),(28 5093.356),(29 5111.5986),(30 5130.7554),(31 5171.9575),(32 5249.486),(33 5304.6265),(34 5367.3916),(35 5390.8447),(36 5385.8276),(37 5357.275),(38 5298.4297),(39 5358.6895),(40 5361.718),(41 5353.29),(42 5329.319),(43 5371.8115),(44 5355.9893),(45 5350.836),(46 5318.204),(47 5331.1377),(48 5416.412),(49 5512.58),(50 5529.2227),(51 5592.853),(52 5549.7036),(53 5537.803),(54 5475.006),(55 5515.29),(56 5475.1245),(57 5453.4907),(58 5369.994),(59 5378.531),(60 5398.5396),(61 5456.5264),(62 5541.7847),(63 5576.3403),(64 5569.048),(65 5517.9976),(66 5469.0566),(67 5394.3804),(68 5317.738),(69 5397.7627),(70 5401.83),(71 5405.0493),(72 5328.372),(73 5324.077),(74 5345.532),(75 5391.3574),(76 5453.369),(77 5484.5137),(78 5403.9136),(79 5349.0576),
(1 2150.495),(2 3185.6218),(3 4083.6992),(4 4704.8994),(5 5191.418),(6 5431.659),(7 5534.212),(8 5451.107),(9 5317.101),(10 5119.3965),(11 5003.9595),(12 5064.776),(13 5012.0664),(14 5085.4063),(15 5130.9717),(16 5268.122),(17 5420.197),(18 5526.1597),(19 5557.6694),(20 5529.9746),(21 5509.23),(22 5530.087),(23 5469.9453),(24 5395.812),(25 5420.1665),(26 5365.991),(27 5406.498),(28 5422.1255),(29 5435.6655),(30 5514.441),(31 5574.6104),(32 5524.082),(33 5552.1016),(34 5521.6714),(35 5480.977),(36 5455.757),(37 5379.792),(38 5342.327),(39 5298.03),(40 5306.833),(41 5302.119),(42 5365.637),(43 5423.778),(44 5486.759),(45 5488.218),(46 5576.31),(47 5653.859),(48 5753.1797),(49 5803.261),(50 5786.1646),(51 5819.8633),(52 5709.171),(53 5667.9175),(54 5494.302),(55 5405.468),(56 5312.931),(57 5285.872),(58 5303.778),(59 5366.5947),(60 5533.73),(61 5633.9404),(62 5734.161),(63 5833.4595),(64 5815.609),(65 5666.06),(66 5542.965),(67 5422.991),(68 5382.562),(69 5369.0874),(70 5418.41),(71 5405.3945),(72 5404.7935),(73 5442.5913),(74 5450.299),(75 5506.512),(76 5527.081),(77 5477.1494),(78 5410.094),(79 5378.1924),
(1 2091.0986),(2 3077.7446),(3 3923.1472),(4 4615.3413),(5 5082.892),(6 5311.506),(7 5474.677),(8 5435.983),(9 5398.745),(10 5286.005),(11 5178.5337),(12 5210.7646),(13 5096.6133),(14 5144.754),(15 5239.991),(16 5352.744),(17 5445.1265),(18 5521.573),(19 5505.292),(20 5503.959),(21 5527.5933),(22 5611.5977),(23 5528.046),(24 5518.2363),(25 5493.4604),(26 5396.6157),(27 5484.03),(28 5384.2515),(29 5407.87),(30 5355.359),(31 5384.205),(32 5474.554),(33 5532.831),(34 5542.954),(35 5564.8135),(36 5602.297),(37 5509.9346),(38 5428.9297),(39 5313.9604),(40 5286.95),(41 5245.7734),(42 5367.658),(43 5439.707),(44 5454.2676),(45 5551.9424),(46 5639.3823),(47 5744.3516),(48 5806.068),(49 5923.84),(50 5916.34),(51 5827.732),(52 5743.8223),(53 5637.004),(54 5385.523),(55 5266.6987),(56 5215.442),(57 5162.6665),(58 5211.5444),(59 5284.765),(60 5465.465),(61 5577.5737),(62 5752.531),(63 5846.7974),(64 5837.138),(65 5711.1167),(66 5594.8755),(67 5458.351),(68 5300.5522),(69 5302.0537),(70 5363.4155),(71 5395.2495),(72 5398.231),(73 5379.0103),(74 5439.707),(75 5503.0625),(76 5498.246),(77 5471.767),(78 5414.614),(79 5409.2256),
(1 2083.379),(2 3023.4294),(3 3849.3926),(4 4373.408),(5 4786.913),(6 5023.505),(7 5157.1997),(8 5079.8394),(9 5034.755),(10 4963.63),(11 4914.754),(12 4908.891),(13 4866.054),(14 4938.6274),(15 4963.969),(16 4999.8696),(17 5073.0547),(18 5063.6904),(19 5055.016),(20 5050.5244),(21 5110.0713),(22 5114.295),(23 5113.9897),(24 5105.0664),(25 5114.9063),(26 5054.6406),(27 5103.2915),(28 5073.085),(29 5124.0513),(30 5171.2266),(31 5194.0884),(32 5216.871),(33 5188.34),(34 5192.0405),(35 5187.296),(36 5147.6665),(37 5098.7075),(38 5002.0615),(39 4930.437),(40 4952.3887),(41 4943.931),(42 5004.4365),(43 5091.586),(44 5155.31),(45 5131.488),(46 5173.6777),(47 5285.582),(48 5271.0654),(49 5246.475),(50 5249.8555),(51 5300.7793),(52 5206.8853),(53 5142.3228),(54 4995.2524),(55 4993.142),(56 4979.4224),(57 4968.162),(58 4947.4365),(59 5058.457),(60 5153.7593),(61 5305.489),(62 5442.537),(63 5543.0405),(64 5553.461),(65 5533.573),(66 5449.9927),(67 5352.4883),(68 5316.002),(69 5317.862),(70 5317.139),(71 5316.9766),(72 5298.092),(73 5275.581),(74 5307.043),(75 5384.669),(76 5364.8486),(77 5393.975),(78 5366.4834),(79 5335.82),
(1 2009.1779),(2 2923.658),(3 3725.672),(4 4209.4346),(5 4551.0425),(6 4722.765),(7 4838.6963),(8 4797.9077),(9 4810.1216),(10 4724.5474),(11 4724.2715),(12 4791.9653),(13 4749.545),(14 4812.994),(15 4831.6494),(16 4882.546),(17 4967.385),(18 4958.032),(19 4923.3027),(20 4872.7124),(21 4897.591),(22 4936.1997),(23 4919.6606),(24 4977.975),(25 4990.5728),(26 4988.3247),(27 5043.271),(28 5009.0674),(29 5039.356),(30 5071.358),(31 5115.67),(32 5099.658),(33 5038.436),(34 5036.682),(35 5060.6724),(36 5083.9775),(37 5069.7837),(38 5032.8213),(39 5050.4937),(40 5124.378),(41 5112.2163),(42 5214.9624),(43 5196.9604),(44 5253.2764),(45 5319.554),(46 5418.862),(47 5504.7837),(48 5481.41),(49 5536.072),(50 5485.4883),(51 5405.0674),(52 5313.8076),(53 5295.916),(54 5224.3564),(55 5160.9194),(56 5164.901),(57 5165.944),(58 5135.9355),(59 5191.3154),(60 5181.752),(61 5220.46),(62 5274.392),(63 5311.224),(64 5220.87),(65 5200.0938),(66 5217.037),(67 5170.6587),(68 5091.0073),(69 5063.4404),(70 5065.34),(71 5042.8364),(72 5039.781),(73 4979.5283),(74 5026.7456),(75 5124.5366),(76 5085.6836),(77 5126.1147),(78 5109.95),(79 5058.443),
(1 2018.0428),(2 3002.15),(3 3843.5613),(4 4449.6343),(5 4789.7207),(6 5035.528),(7 5143.0747),(8 5041.8774),(9 4967.2207),(10 4819.3003),(11 4768.229),(12 4780.7173),(13 4740.696),(14 4784.4014),(15 4876.84),(16 5009.006),(17 5094.378),(18 5159.6846),(19 5141.3),(20 5157.3457),(21 5206.6895),(22 5152.8906),(23 5166.348),(24 5169.1304),(25 5128.4814),(26 5028.937),(27 5064.6294),(28 5091.385),(29 5102.924),(30 5112.233),(31 5053.7007),(32 5064.426),(33 5096.9204),(34 5122.0596),(35 5122.2153),(36 5065.921),(37 5049.242),(38 4997.047),(39 4949.8394),(40 4987.613),(41 4985.3687),(42 5024.2065),(43 5067.15),(44 5112.8496),(45 5152.0205),(46 5156.056),(47 5209.3267),(48 5184.174),(49 5172.385),(50 5157.568),(51 5162.2104),(52 5067.4053),(53 5068.5586),(54 4990.765),(55 4917.8804),(56 4849.5854),(57 4867.2515),(58 4870.0986),(59 4999.3115),(60 5104.818),(61 5191.4917),(62 5261.7007),(63 5257.2573),(64 5147.4077),(65 5113.572),(66 5074.053),(67 5026.4824),(68 5056.8325),(69 5072.576),(70 5123.7163),(71 5158.331),(72 5191.1777),(73 5129.399),(74 5138.0117),(75 5160.0415),(76 5127.0454),(77 5118.841),(78 5140.8213),(79 5124.6807),
(1 2020.3654),(2 3094.3123),(3 4042.4539),(4 4715.4365),(5 5172.907),(6 5467.2847),(7 5521.872),(8 5379.271),(9 5215.673),(10 5032.253),(11 4931.214),(12 4881.927),(13 4852.678),(14 4935.881),(15 4966.8926),(16 5127.918),(17 5248.914),(18 5288.122),(19 5342.6084),(20 5284.893),(21 5299.568),(22 5261.3306),(23 5243.421),(24 5238.5405),(25 5202.1606),(26 5177.8213),(27 5232.2646),(28 5264.8486),(29 5313.274),(30 5305.016),(31 5362.0303),(32 5340.678),(33 5394.6367),(34 5386.2393),(35 5385.297),(36 5358.7554),(37 5247.216),(38 5177.475),(39 5099.451),(40 5068.9087),(41 5055.467),(42 5104.6646),(43 5184.06),(44 5247.1606),(45 5357.901),(46 5527.2476),(47 5648.247),(48 5722.485),(49 5732.3076),(50 5665.038),(51 5575.86),(52 5397.7017),(53 5277.4795),(54 5144.315),(55 5033.0996),(56 4975.7725),(57 5012.0347),(58 5134.494),(59 5255.01),(60 5411.6675),(61 5515.6865),(62 5613.837),(63 5673.5317),(64 5559.755),(65 5465.248),(66 5339.0005),(67 5203.982),(68 5155.535),(69 5193.179),(70 5244.498),(71 5391.3745),(72 5436.21),(73 5468.807),(74 5456.547),(75 5454.4473),(76 5387.6025),(77 5409.3926),(78 5405.6553),(79 5372.4683),
(1 1909.7747),(2 2840.1345),(3 3565.38),(4 4108.3936),(5 4450.9077),(6 4612.111),(7 4720.14),(8 4667.426),(9 4595.361),(10 4549.408),(11 4534.115),(12 4537.118),(13 4531.6074),(14 4593.162),(15 4612.3467),(16 4700.114),(17 4734.5005),(18 4797.263),(19 4836.3774),(20 4936.637),(21 4979.5825),(22 4957.932),(23 4914.863),(24 4907.829),(25 4922.692),(26 4864.1763),(27 4896.885),(28 4860.0625),(29 4939.889),(30 4901.504),(31 4905.3013),(32 4887.748),(33 4920.901),(34 4939.6714),(35 4921.8335),(36 4945.4116),(37 4884.483),(38 4831.2534),(39 4786.1978),(40 4807.946),(41 4788.18),(42 4884.1836),(43 4905.062),(44 4964.162),(45 5036.7905),(46 5101.198),(47 5132.993),(48 5256.751),(49 5235.1836),(50 5205.7695),(51 5242.048),(52 5119.7305),(53 5042.2266),(54 4878.86),(55 4768.6104),(56 4729.8223),(57 4761.097),(58 4794.562),(59 4947.5156),(60 5101.1113),(61 5191.679),(62 5242.1514),(63 5256.3057),(64 5139.5396),(65 5005.5186),(66 4907.268),(67 4858.014),(68 4851.1665),(69 4920.2876),(70 4915.6426),(71 4976.546),(72 4937.216),(73 4999.458),(74 5019.8257),(75 5054.717),(76 5036.7144),(77 5011.5137),(78 4965.721),(79 4862.3477),
(1 1888.024),(2 2690.2932),(3 3335.6782),(4 3737.924),(5 3980.863),(6 4149.5356),(7 4265.7583),(8 4255.7744),(9 4293.661),(10 4273.095),(11 4321.577),(12 4329.463),(13 4321.1245),(14 4341.596),(15 4375.072),(16 4431.911),(17 4502.351),(18 4555.772),(19 4572.0386),(20 4560.9067),(21 4608.692),(22 4612.119),(23 4584.199),(24 4620.7676),(25 4598.592),(26 4601.064),(27 4603.274),(28 4635.848),(29 4714.8896),(30 4742.616),(31 4753.299),(32 4702.95),(33 4703.983),(34 4723.5586),(35 4710.665),(36 4738.8335),(37 4745.562),(38 4684.685),(39 4690.209),(40 4646.2856),(41 4667.0605),(42 4708.029),(43 4707.3833),(44 4663.4043),(45 4705.306),(46 4769.559),(47 4818.2554),(48 4810.7886),(49 4857.813),(50 4817.0767),(51 4837.894),(52 4767.884),(53 4751.8433),(54 4723.6055),(55 4675.927),(56 4668.68),(57 4654.754),(58 4608.688),(59 4642.1987),(60 4685.961),(61 4754.347),(62 4809.765),(63 4888.1567),(64 4846.161),(65 4800.4297),(66 4712.6045),(67 4621.1147),(68 4586.846),(69 4684.869),(70 4667.3755),(71 4716.9824),(72 4688.844),(73 4701.0996),(74 4721.302),(75 4747.4043),(76 4744.1484),(77 4712.6973),(78 4677.444),(79 4609.974),
(1 1867.1388),(2 2703.2646),(3 3331.4888),(4 3748.9678),(5 4030.3818),(6 4179.471),(7 4268.4536),(8 4239.7256),(9 4286.118),(10 4191.6885),(11 4165.649),(12 4182.9214),(13 4241.2437),(14 4276.0244),(15 4358.8955),(16 4403.775),(17 4422.5513),(18 4437.4863),(19 4449.4707),(20 4411.37),(21 4441.38),(22 4506.8677),(23 4435.776),(24 4394.3496),(25 4384.222),(26 4407.517),(27 4439.85),(28 4458.0806),(29 4477.5547),(30 4462.0767),(31 4496.6587),(32 4516.1665),(33 4564.2744),(34 4581.5894),(35 4502.8516),(36 4467.2295),(37 4442.0474),(38 4485.0825),(39 4459.4614),(40 4514.6606),(41 4509.5786),(42 4558.049),(43 4585.9956),(44 4582.1826),(45 4604.24),(46 4643.9746),(47 4668.9697),(48 4650.205),(49 4674.5654),(50 4655.4233),(51 4646.0835),(52 4647.8853),(53 4627.2104),(54 4612.8955),(55 4563.831),(56 4544.1343),(57 4558.6553),(58 4524.0933),(59 4603.6084),(60 4653.254),(61 4729.7275),(62 4803.962),(63 4867.3286),(64 4764.4316),(65 4725.0854),(66 4684.6997),(67 4678.135),(68 4653.1665),(69 4608.021),(70 4585.9375),(71 4598.1304),(72 4610.461),(73 4608.3306),(74 4605.8535),(75 4576.6963),(76 4553.9624),(77 4574.7144),(78 4563.6777),(79 4524.422),
(1 1823.8483),(2 2613.8098),(3 3223.3308),(4 3605.6963),(5 3867.6636),(6 4052.942),(7 4131.638),(8 4145.2188),(9 4155.3125),(10 4126.882),(11 4145.992),(12 4124.334),(13 4114.7705),(14 4098.4624),(15 4141.6074),(16 4247.736),(17 4259.906),(18 4278.5913),(19 4243.556),(20 4256.933),(21 4260.6772),(22 4245.172),(23 4212.394),(24 4164.5884),(25 4129.2373),(26 4183.6123),(27 4232.025),(28 4222.3325),(29 4260.911),(30 4219.2515),(31 4207.124),(32 4249.3086),(33 4245.2144),(34 4303.9077),(35 4316.224),(36 4326.5415),(37 4347.936),(38 4318.196),(39 4376.5044),(40 4389.0957),(41 4388.585),(42 4409.914),(43 4382.494),(44 4363.0044),(45 4398.807),(46 4476.9297),(47 4528.265),(48 4582.2207),(49 4600.4644),(50 4614.318),(51 4667.5317),(52 4601.7144),(53 4585.079),(54 4515.782),(55 4476.678),(56 4476.556),(57 4489.33),(58 4445.3506),(59 4443.903),(60 4463.549),(61 4526.256),(62 4591.4634),(63 4621.308),(64 4535.8003),(65 4484.8164),(66 4452.8643),(67 4441.8164),(68 4388.42),(69 4374.4624),(70 4392.5923),(71 4407.624),(72 4435.307),(73 4391.223),(74 4411.8013),(75 4375.7754),(76 4359.8247),(77 4328.362),(78 4309.286),(79 4219.4375),
(1 1806.0382),(2 2573.5408),(3 3202.566),(4 3614.494),(5 3868.6865),(6 4007.742),(7 4058.571),(8 4075.2153),(9 4134.2515),(10 4094.2207),(11 4146.4873),(12 4098.918),(13 4172.6074),(14 4191.798),(15 4236.186),(16 4269.6045),(17 4345.7705),(18 4349.765),(19 4329.891),(20 4275.458),(21 4276.9395),(22 4275.469),(23 4232.366),(24 4230.3145),(25 4241.698),(26 4313.6367),(27 4372.3926),(28 4337.467),(29 4399.1685),(30 4365.882),(31 4397.4487),(32 4397.042),(33 4415.83),(34 4469.034),(35 4414.443),(36 4395.416),(37 4384.358),(38 4345.827),(39 4424.05),(40 4432.3677),(41 4461.4873),(42 4468.266),(43 4426.3184),(44 4435.469),(45 4512.763),(46 4606.4546),(47 4628.6323),(48 4595.335),(49 4608.936),(50 4605.238),(51 4635.6733),(52 4545.4614),(53 4541.5957),(54 4499.9185),(55 4499.546),(56 4464.6504),(57 4501.466),(58 4572.5825),(59 4638.818),(60 4698.9463),(61 4741.0347),(62 4769.865),(63 4767.2695),(64 4697.208),(65 4634.554),(66 4615.146),(67 4630.6177),(68 4595.9766),(69 4597.2466),(70 4591.1733),(71 4639.601),(72 4638.594),(73 4635.445),(74 4654.155),(75 4636.638),(76 4580.9194),(77 4583.084),(78 4571.9766),(79 4585.8228),
(1 1717.0085),(2 2526.648),(3 3135.3086),(4 3546.1323),(5 3796.7493),(6 3982.852),(7 4052.0562),(8 4006.705),(9 4003.9028),(10 4020.4219),(11 4048.8894),(12 4037.044),(13 4073.7534),(14 4047.9436),(15 4048.7068),(16 4130.3394),(17 4157.5522),(18 4156.25),(19 4140.345),(20 4122.0854),(21 4125.104),(22 4154.276),(23 4116.008),(24 4122.533),(25 4094.129),(26 4184.2554),(27 4228.7593),(28 4220.929),(29 4216.0454),(30 4235.203),(31 4251.988),(32 4301.0996),(33 4315.0684),(34 4300.848),(35 4269.9434),(36 4195.5874),(37 4191.566),(38 4197.048),(39 4194.554),(40 4228.58),(41 4267.6006),(42 4314.381),(43 4307.496),(44 4327.3877),(45 4364.2607),(46 4383.8936),(47 4394.0303),(48 4398.971),(49 4448.3423),(50 4467.8496),(51 4422.811),(52 4428.468),(53 4411.029),(54 4405.2207),(55 4401.93),(56 4360.7813),(57 4355.3784),(58 4367.197),(59 4368.8765),(60 4426.588),(61 4491.8315),(62 4476.4414),(63 4446.496),(64 4390.633),(65 4396.833),(66 4364.6875),(67 4406.554),(68 4372.3325),(69 4327.0884),(70 4332.3433),(71 4337.523),(72 4327.389),(73 4349.9536),(74 4375.7676),(75 4362.7485),(76 4375.68),(77 4349.5435),(78 4281.395),(79 4286.8066),
