1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 516.2314),(2 651.877),(3 709.4598),(4 748.7209),(5 766.5134),(6 773.3481),(7 805.88574),(8 815.70996),(9 824.4359),(10 862.5642),(11 883.88336),(12 905.6305),(13 942.68646),(14 961.7783),(15 990.6793),(16 1021.42065),(17 1014.25745),(18 1031.9185),(19 1050.9614),(20 1032.2921),(21 1039.6425),(22 1041.9952),(23 1022.46265),(24 1019.1041),(25 1018.71796),(26 1005.0645),(27 995.591),(28 1006.58765),(29 979.31525),(30 963.39105),(31 969.7302),(32 924.7544),(33 903.2968),(34 901.3894),(35 878.90356),(36 875.103),(37 890.76483),(38 893.0439),(39 899.8921),(40 942.9903),(41 940.2366),(42 966.4429),(43 1000.6587),(44 1006.8871),(45 1027.4443),(46 1055.5576),(47 1028.8511),(48 1043.7277),(49 1030.8998),(50 1031.604),(51 1044.0697),(52 1027.053),(53 1011.46265),(54 1020.90656),(55 1012.4091),(56 1010.3774),(57 1022.59955),(58 988.943),(59 966.87726),(60 979.5196),(61 971.93506),(62 970.24414),(63 978.0087),(64 979.81464),(65 977.32495),(66 986.8693),(67 993.88214),(68 1007.2385),(69 1049.9762),(70 1061.6538),(71 1055.8774),(72 1059.5643),(73 1038.908),(74 1041.3984),(75 1041.706),(76 1035.568),(77 1038.7959),(78 1046.9788),(79 1040.4254),
(1 513.7504),(2 648.4396),(3 700.2486),(4 734.0573),(5 754.4726),(6 770.0275),(7 807.1344),(8 811.3573),(9 822.3236),(10 877.4123),(11 887.52936),(12 901.5699),(13 939.1895),(14 950.8915),(15 985.16644),(16 1011.3309),(17 1005.4627),(18 1028.5918),(19 1049.4725),(20 1028.5607),(21 1035.9545),(22 1045.3398),(23 1038.6464),(24 1039.118),(25 1042.4181),(26 1023.9153),(27 1012.33344),(28 1012.61383),(29 965.2546),(30 952.2618),(31 968.5851),(32 925.32935),(33 907.7919),(34 907.92456),(35 886.71234),(36 891.49536),(37 917.52515),(38 916.8108),(39 922.57855),(40 951.69446),(41 968.1859),(42 989.6229),(43 1027.7559),(44 1034.9656),(45 1061.3331),(46 1075.4087),(47 1045.7502),(48 1060.0377),(49 1061.4594),(50 1064.2926),(51 1067.0208),(52 1061.2314),(53 1049.1372),(54 1061.4673),(55 1046.6208),(56 1027.5284),(57 1035.5839),(58 1014.3091),(59 997.59906),(60 1010.174),(61 999.6542),(62 985.5713),(63 997.97),(64 995.5163),(65 998.92755),(66 1022.6093),(67 1034.0557),(68 1046.6952),(69 1076.2024),(70 1071.7865),(71 1073.8945),(72 1074.3784),(73 1050.6677),(74 1060.5752),(75 1074.0887),(76 1052.1246),(77 1050.554),(78 1077.4595),(79 1057.6383),
(1 511.78638),(2 651.75946),(3 697.674),(4 724.0029),(5 743.8373),(6 763.94464),(7 790.4541),(8 792.97974),(9 810.2555),(10 865.1256),(11 884.3523),(12 898.2462),(13 947.89667),(14 951.5514),(15 987.9113),(16 1003.7423),(17 1002.0019),(18 1010.53613),(19 1040.0048),(20 1029.131),(21 1031.8978),(22 1042.1602),(23 1029.6445),(24 1023.823),(25 1032.8892),(26 1012.0937),(27 1000.033),(28 984.8558),(29 947.0942),(30 932.5213),(31 942.235),(32 909.71747),(33 899.41626),(34 891.27014),(35 877.94885),(36 880.01086),(37 902.9795),(38 893.3386),(39 902.71246),(40 932.76935),(41 943.2561),(42 964.1361),(43 1003.60394),(44 999.32983),(45 1010.87573),(46 1034.3829),(47 1000.1293),(48 1000.975),(49 1012.43225),(50 1013.9156),(51 1019.08307),(52 1009.8775),(53 991.3048),(54 1003.7818),(55 988.5877),(56 980.60443),(57 991.61835),(58 975.0921),(59 964.94305),(60 960.0792),(61 947.6584),(62 932.5247),(63 942.89276),(64 944.87787),(65 960.0493),(66 982.8087),(67 998.5414),(68 1014.25665),(69 1042.4232),(70 1039.2961),(71 1040.8512),(72 1054.0326),(73 1043.7452),(74 1043.1482),(75 1055.8304),(76 1038.1536),(77 1041.1465),(78 1058.9418),(79 1051.1893),
(1 512.4658),(2 652.84906),(3 693.39545),(4 725.44916),(5 740.4281),(6 761.4069),(7 787.78564),(8 794.7529),(9 803.38983),(10 846.4956),(11 883.57166),(12 910.1415),(13 958.4111),(14 949.3978),(15 976.7447),(16 997.77997),(17 995.53687),(18 1014.9201),(19 1033.6558),(20 1016.883),(21 1012.4425),(22 1018.911),(23 996.0121),(24 989.76685),(25 997.8003),(26 970.80383),(27 961.417),(28 970.2357),(29 933.19617),(30 919.32294),(31 919.5522),(32 890.9534),(33 877.76495),(34 879.35266),(35 871.5227),(36 865.9507),(37 887.45416),(38 879.48346),(39 890.76874),(40 929.37854),(41 940.3017),(42 957.592),(43 1003.084),(44 987.6765),(45 1018.89014),(46 1034.4523),(47 1009.41376),(48 1026.2777),(49 1033.2299),(50 1035.9369),(51 1049.7178),(52 1033.3159),(53 1026.6346),(54 1044.7102),(55 1029.0759),(56 1028.5912),(57 1025.8085),(58 1010.4949),(59 1006.3023),(60 992.3434),(61 975.8367),(62 962.61957),(63 965.6582),(64 962.1677),(65 977.87726),(66 1007.4792),(67 1016.2957),(68 1048.8787),(69 1068.1864),(70 1060.8628),(71 1063.0471),(72 1073.467),(73 1057.5376),(74 1060.3936),(75 1070.9813),(76 1055.5342),(77 1056.4133),(78 1058.8458),(79 1050.0651),
(1 498.86942),(2 638.28796),(3 686.13727),(4 723.0294),(5 738.7428),(6 743.2585),(7 781.0958),(8 789.1027),(9 796.9848),(10 833.2896),(11 860.86145),(12 888.83276),(13 922.9855),(14 933.51495),(15 945.65607),(16 976.04315),(17 974.48016),(18 992.9999),(19 1006.1905),(20 1001.32745),(21 1006.70386),(22 1011.0453),(23 995.4462),(24 989.01276),(25 1004.88855),(26 976.5134),(27 964.56995),(28 959.78424),(29 930.6444),(30 919.84064),(31 913.05676),(32 883.1207),(33 866.401),(34 871.46967),(35 846.4159),(36 846.79004),(37 869.9154),(38 860.9002),(39 868.5573),(40 894.0855),(41 902.1309),(42 928.5479),(43 968.36926),(44 965.18713),(45 980.82477),(46 1011.43225),(47 985.1126),(48 997.28125),(49 993.02106),(50 990.4748),(51 1008.9526),(52 995.1107),(53 988.05975),(54 1001.74316),(55 990.7704),(56 995.2238),(57 1003.3486),(58 986.25714),(59 979.9601),(60 982.6919),(61 964.1949),(62 951.3535),(63 947.49805),(64 952.1247),(65 960.71655),(66 989.2206),(67 998.3608),(68 1017.4225),(69 1036.6705),(70 1037.3134),(71 1032.0576),(72 1039.0751),(73 1031.0094),(74 1039.0349),(75 1046.7737),(76 1029.539),(77 1024.3427),(78 1033.0737),(79 1017.0038),
(1 514.2136),(2 654.8978),(3 700.8871),(4 741.76154),(5 751.102),(6 754.1728),(7 787.8016),(8 806.06134),(9 819.7765),(10 863.2102),(11 887.44904),(12 907.8362),(13 954.8134),(14 969.94635),(15 982.76917),(16 1013.9325),(17 1005.8021),(18 1017.44275),(19 1041.9698),(20 1033.952),(21 1030.8223),(22 1048.2953),(23 1043.5869),(24 1040.9491),(25 1049.425),(26 1018.0521),(27 1007.0044),(28 992.31903),(29 974.4105),(30 960.9336),(31 964.44916),(32 922.459),(33 909.93713),(34 918.69354),(35 899.0843),(36 893.40735),(37 899.86536),(38 894.4591),(39 906.3457),(40 939.1267),(41 937.89185),(42 957.7285),(43 992.6829),(44 1000.77026),(45 1031.2911),(46 1055.1544),(47 1039.8114),(48 1057.5015),(49 1035.9136),(50 1030.8119),(51 1039.8854),(52 1032.5394),(53 1022.80615),(54 1035.2382),(55 1016.9375),(56 1008.7239),(57 1018.5721),(58 995.4885),(59 988.0079),(60 989.2811),(61 967.36755),(62 953.6012),(63 977.51373),(64 967.8469),(65 971.14136),(66 994.98303),(67 994.3435),(68 1020.6008),(69 1043.9745),(70 1049.7393),(71 1042.2141),(72 1053.5854),(73 1037.8628),(74 1035.6415),(75 1053.1998),(76 1035.5925),(77 1033.5569),(78 1033.287),(79 1015.37445),
(1 504.33432),(2 644.4291),(3 689.3263),(4 724.2531),(5 741.5831),(6 737.00806),(7 777.98004),(8 794.8994),(9 812.6194),(10 855.767),(11 868.68994),(12 887.1576),(13 933.6592),(14 947.4548),(15 975.5915),(16 988.6653),(17 991.9087),(18 995.7299),(19 1027.0922),(20 1018.95746),(21 1019.1794),(22 1027.1532),(23 1025.0282),(24 1025.687),(25 1019.2067),(26 984.76385),(27 977.96344),(28 965.02014),(29 938.9013),(30 927.75714),(31 923.172),(32 888.20465),(33 875.2438),(34 878.8421),(35 872.15375),(36 875.1923),(37 884.69434),(38 875.30054),(39 894.1571),(40 927.4731),(41 922.9391),(42 934.22003),(43 978.9189),(44 980.5318),(45 1003.83026),(46 1032.3036),(47 1011.20795),(48 1025.6862),(49 1032.7688),(50 1029.2786),(51 1045.4319),(52 1022.92566),(53 1019.05853),(54 1018.6023),(55 1009.99744),(56 993.33453),(57 1005.1292),(58 979.04913),(59 957.9375),(60 962.4285),(61 936.2354),(62 922.21515),(63 951.28796),(64 942.22217),(65 941.1921),(66 979.4173),(67 976.5371),(68 998.7741),(69 1021.66223),(70 1025.875),(71 1025.217),(72 1039.1091),(73 1029.616),(74 1017.11536),(75 1037.6453),(76 1018.92816),(77 1016.0297),(78 1016.9561),(79 1012.4312),
(1 508.6383),(2 637.1783),(3 678.1751),(4 710.60016),(5 724.66864),(6 725.89435),(7 760.81006),(8 771.3812),(9 787.95966),(10 820.8407),(11 825.25415),(12 849.9495),(13 889.14386),(14 910.3263),(15 927.55707),(16 945.7044),(17 945.5678),(18 955.79846),(19 971.43286),(20 961.7039),(21 960.9724),(22 965.4584),(23 962.93933),(24 958.95685),(25 958.95593),(26 947.3315),(27 929.92224),(28 933.1996),(29 907.39764),(30 888.984),(31 885.1708),(32 850.9085),(33 849.5812),(34 862.14844),(35 851.3038),(36 847.62506),(37 867.17114),(38 854.37726),(39 872.4538),(40 901.80786),(41 901.0279),(42 916.54926),(43 953.34094),(44 954.43243),(45 968.9054),(46 994.65564),(47 974.52386),(48 987.47485),(49 982.47864),(50 979.1869),(51 991.9952),(52 981.4024),(53 979.7066),(54 984.90704),(55 973.5636),(56 960.91766),(57 961.7199),(58 944.9225),(59 922.04474),(60 922.77124),(61 898.3985),(62 892.3876),(63 909.6772),(64 904.8873),(65 910.10376),(66 937.4928),(67 936.4832),(68 957.8068),(69 991.862),(70 983.108),(71 984.0082),(72 997.38983),(73 980.67126),(74 975.90515),(75 986.21716),(76 975.8683),(77 971.931),(78 988.3998),(79 986.5838),
(1 507.4003),(2 637.85016),(3 675.36957),(4 724.5151),(5 728.43665),(6 741.6269),(7 772.5905),(8 772.94403),(9 788.85406),(10 821.397),(11 834.17664),(12 861.3586),(13 906.273),(14 914.94403),(15 932.49554),(16 967.99774),(17 964.52954),(18 987.65607),(19 1004.74835),(20 1001.73114),(21 999.1943),(22 1003.5279),(23 993.2114),(24 985.72205),(25 989.4494),(26 974.60236),(27 964.0192),(28 960.31354),(29 937.475),(30 921.8435),(31 913.17065),(32 877.32574),(33 860.253),(34 865.4804),(35 855.6496),(36 849.7849),(37 866.75916),(38 856.84467),(39 877.10486),(40 905.16534),(41 907.34),(42 921.7574),(43 964.31836),(44 965.67126),(45 983.24097),(46 1001.10986),(47 980.0407),(48 992.8497),(49 997.0272),(50 992.5515),(51 1010.9888),(52 1002.40314),(53 1006.38525),(54 1019.19214),(55 1011.67236),(56 989.67993),(57 996.8243),(58 976.048),(59 969.6915),(60 978.10394),(61 948.0701),(62 930.63416),(63 944.7787),(64 931.4014),(65 953.86145),(66 966.82776),(67 968.2694),(68 987.32153),(69 1008.9345),(70 1008.70087),(71 1015.38336),(72 1009.70386),(73 1008.3255),(74 1000.13855),(75 1024.7664),(76 1009.2695),(77 996.4984),(78 1000.2196),(79 993.19073),
(1 487.8032),(2 623.7166),(3 665.35583),(4 699.5493),(5 708.8545),(6 730.6998),(7 758.2834),(8 760.26306),(9 785.54175),(10 808.21747),(11 826.4662),(12 847.6342),(13 881.25946),(14 887.40704),(15 911.29987),(16 941.2893),(17 934.78955),(18 956.50836),(19 973.2944),(20 966.0831),(21 962.9827),(22 964.4017),(23 953.5901),(24 950.7135),(25 951.62585),(26 935.53625),(27 930.52606),(28 920.0576),(29 899.0816),(30 884.8113),(31 880.5123),(32 843.98846),(33 829.4652),(34 843.48804),(35 824.8844),(36 818.4673),(37 838.86914),(38 828.28046),(39 847.1599),(40 866.4833),(41 876.13763),(42 884.5217),(43 924.7567),(44 942.90936),(45 963.0976),(46 992.26514),(47 971.80383),(48 989.8797),(49 984.5359),(50 976.31805),(51 986.86646),(52 975.28436),(53 977.6469),(54 983.7736),(55 971.977),(56 947.14545),(57 952.5568),(58 930.59796),(59 922.0892),(60 927.3893),(61 903.66516),(62 895.245),(63 900.9459),(64 894.6572),(65 905.8746),(66 923.3728),(67 910.5089),(68 940.0266),(69 957.2485),(70 962.1061),(71 964.7413),(72 968.08966),(73 955.05664),(74 958.1842),(75 979.3997),(76 965.0907),(77 963.45526),(78 978.44196),(79 972.68195),
(1 494.59106),(2 626.8567),(3 677.36835),(4 712.4584),(5 719.5222),(6 746.8735),(7 769.02435),(8 779.53955),(9 797.71454),(10 830.72723),(11 835.58936),(12 855.8801),(13 905.8869),(14 917.34033),(15 946.5151),(16 984.11945),(17 974.6671),(18 981.0014),(19 1001.4884),(20 994.1811),(21 994.11816),(22 1006.47363),(23 989.8343),(24 982.5367),(25 981.5127),(26 964.3355),(27 956.80994),(28 961.59607),(29 938.2236),(30 912.1506),(31 911.3878),(32 874.93634),(33 850.7973),(34 864.17175),(35 840.1079),(36 824.2687),(37 850.29486),(38 837.323),(39 856.45154),(40 879.2098),(41 888.33167),(42 908.0637),(43 952.07166),(44 952.81146),(45 966.708),(46 987.0588),(47 962.2682),(48 979.7932),(49 975.2776),(50 972.3293),(51 993.59393),(52 982.48004),(53 977.20953),(54 980.91907),(55 961.92883),(56 945.3977),(57 953.5206),(58 939.8362),(59 926.109),(60 928.3304),(61 911.7668),(62 910.0402),(63 918.953),(64 910.78625),(65 924.5689),(66 937.543),(67 951.3301),(68 971.2981),(69 995.35016),(70 992.2075),(71 997.7328),(72 993.7641),(73 987.8085),(74 994.0446),(75 1010.26227),(76 997.252),(77 994.4964),(78 998.7747),(79 989.639),
(1 482.85962),(2 613.3536),(3 659.4743),(4 686.5904),(5 691.6507),(6 707.4721),(7 744.6413),(8 759.82434),(9 765.9648),(10 797.92535),(11 811.2069),(12 830.8598),(13 891.3913),(14 892.35156),(15 923.3775),(16 951.152),(17 948.10004),(18 950.2993),(19 981.6777),(20 974.2519),(21 978.1455),(22 976.2402),(23 966.86633),(24 960.75757),(25 946.2347),(26 936.1422),(27 917.5725),(28 925.94226),(29 896.77875),(30 886.9006),(31 889.5693),(32 846.50525),(33 823.5961),(34 823.14105),(35 810.23364),(36 803.8936),(37 830.5648),(38 827.0881),(39 839.5456),(40 864.2488),(41 867.905),(42 895.3386),(43 925.98724),(44 922.5052),(45 952.49414),(46 973.0811),(47 952.2818),(48 966.42755),(49 961.8265),(50 954.7288),(51 972.0349),(52 961.8501),(53 943.5071),(54 955.76904),(55 935.1226),(56 917.05725),(57 926.42786),(58 915.5091),(59 901.6771),(60 904.9074),(61 890.26874),(62 878.009),(63 895.0361),(64 883.85046),(65 879.2602),(66 902.6543),(67 905.09186),(68 920.0178),(69 956.8926),(70 951.2947),(71 942.2218),(72 948.8931),(73 946.999),(74 951.7608),(75 964.10315),(76 946.21106),(77 943.9291),(78 952.3682),(79 935.9296),
(1 483.819),(2 622.6266),(3 669.3286),(4 698.31165),(5 709.1559),(6 721.30554),(7 759.20544),(8 752.1123),(9 769.1041),(10 811.3415),(11 821.0524),(12 841.09576),(13 885.634),(14 881.0635),(15 903.9208),(16 922.18304),(17 922.89465),(18 940.2555),(19 970.8011),(20 959.91833),(21 957.6632),(22 952.6506),(23 937.52844),(24 931.67145),(25 934.2193),(26 917.7349),(27 904.954),(28 902.13446),(29 875.5424),(30 860.36115),(31 863.1492),(32 825.2762),(33 811.184),(34 811.8356),(35 800.28845),(36 797.5999),(37 809.02783),(38 800.68555),(39 820.2058),(40 856.4098),(41 862.0673),(42 891.65875),(43 939.8545),(44 929.5505),(45 950.01587),(46 973.2706),(47 955.6449),(48 959.14923),(49 957.1889),(50 951.4168),(51 956.66315),(52 950.974),(53 939.9994),(54 952.4716),(55 940.8376),(56 925.08594),(57 928.86774),(58 910.2037),(59 892.9577),(60 893.95776),(61 879.63226),(62 867.6106),(63 894.59766),(64 876.3095),(65 880.2122),(66 908.48895),(67 918.38324),(68 945.7201),(69 988.9849),(70 978.9595),(71 975.763),(72 980.5024),(73 973.27344),(74 973.18445),(75 988.2117),(76 974.03534),(77 983.3268),(78 999.16394),(79 978.9351),
(1 483.70428),(2 619.79956),(3 665.0082),(4 695.22504),(5 718.70825),(6 727.1726),(7 746.4709),(8 747.22675),(9 766.29865),(10 789.28625),(11 814.5659),(12 841.8911),(13 884.03534),(14 885.4362),(15 909.7751),(16 935.7695),(17 933.54004),(18 943.47076),(19 978.2567),(20 969.55237),(21 963.05164),(22 962.9973),(23 943.58136),(24 934.424),(25 935.3162),(26 915.2076),(27 907.09424),(28 898.0826),(29 871.42834),(30 865.2325),(31 858.27075),(32 826.947),(33 823.04474),(34 822.894),(35 801.402),(36 802.444),(37 827.2008),(38 821.5699),(39 846.10333),(40 873.9057),(41 882.16943),(42 901.39514),(43 925.7867),(44 930.8968),(45 949.021),(46 981.7375),(47 958.53864),(48 973.9118),(49 964.3447),(50 958.07153),(51 961.78723),(52 951.9204),(53 941.815),(54 955.1688),(55 938.57983),(56 919.3762),(57 920.8568),(58 889.0837),(59 863.76),(60 872.9459),(61 861.21686),(62 846.0625),(63 877.9411),(64 865.16595),(65 876.40137),(66 895.07104),(67 894.40015),(68 911.6735),(69 949.10315),(70 944.3789),(71 942.4045),(72 946.5224),(73 939.81335),(74 940.5988),(75 951.28375),(76 941.23816),(77 951.96497),(78 964.7287),(79 951.3354),
(1 482.4173),(2 607.67645),(3 652.8064),(4 678.7651),(5 684.57275),(6 701.7678),(7 730.8148),(8 731.2796),(9 747.04095),(10 776.7333),(11 785.4549),(12 809.4486),(13 854.18787),(14 859.64996),(15 874.92847),(16 912.49976),(17 902.3463),(18 917.83594),(19 939.8593),(20 933.694),(21 934.7818),(22 930.19824),(23 910.24274),(24 907.67804),(25 912.45703),(26 896.9729),(27 884.88617),(28 881.92975),(29 851.6562),(30 842.5787),(31 836.0418),(32 808.5455),(33 797.0847),(34 796.2795),(35 774.58093),(36 782.6378),(37 801.4846),(38 798.32776),(39 814.40814),(40 835.1762),(41 854.95087),(42 867.3243),(43 894.9101),(44 899.3699),(45 919.14404),(46 939.45807),(47 911.03094),(48 929.9264),(49 922.31323),(50 918.2424),(51 927.28094),(52 917.7802),(53 915.9771),(54 924.16656),(55 907.9107),(56 891.44244),(57 895.64374),(58 876.6983),(59 859.2703),(60 862.3811),(61 842.90894),(62 834.6349),(63 875.6151),(64 860.2239),(65 873.1241),(66 883.0522),(67 885.08405),(68 906.06305),(69 944.0609),(70 939.2279),(71 936.56824),(72 945.30554),(73 926.8482),(74 930.6053),(75 942.10205),(76 926.5448),(77 924.7613),(78 943.8951),(79 937.9374),
(1 476.52136),(2 598.6217),(3 643.95624),(4 670.282),(5 691.0879),(6 691.79724),(7 711.2199),(8 717.32214),(9 731.20386),(10 780.53296),(11 785.8243),(12 812.93585),(13 846.24725),(14 855.6535),(15 878.37866),(16 911.7261),(17 907.66095),(18 916.7095),(19 937.65063),(20 921.11096),(21 917.823),(22 914.5569),(23 896.87836),(24 902.7509),(25 906.3069),(26 885.23737),(27 869.7548),(28 870.1645),(29 835.8671),(30 831.0207),(31 830.61084),(32 805.3224),(33 788.98724),(34 788.75244),(35 772.11346),(36 779.71436),(37 796.88214),(38 787.80365),(39 793.9915),(40 830.185),(41 839.0154),(42 853.587),(43 890.99146),(44 890.7593),(45 914.0401),(46 942.85986),(47 912.5034),(48 932.2948),(49 930.9748),(50 921.736),(51 922.4855),(52 907.4792),(53 914.31244),(54 930.23145),(55 917.3561),(56 899.8806),(57 911.44885),(58 907.0203),(59 885.39996),(60 880.95905),(61 858.53296),(62 844.23),(63 868.1581),(64 851.0313),(65 857.35736),(66 880.2836),(67 880.1444),(68 901.2764),(69 929.812),(70 922.80896),(71 932.4663),(72 934.51306),(73 918.5324),(74 928.11786),(75 939.5716),(76 915.6863),(77 914.61005),(78 924.43335),(79 922.7165),
(1 460.78952),(2 589.8583),(3 624.01984),(4 649.22675),(5 661.1365),(6 670.4772),(7 690.3052),(8 700.37317),(9 708.7289),(10 751.6176),(11 751.06836),(12 766.8664),(13 806.55096),(14 810.6232),(15 832.8357),(16 866.19696),(17 867.5121),(18 880.3479),(19 897.94116),(20 880.8829),(21 884.22797),(22 880.50244),(23 857.4149),(24 858.3919),(25 863.62256),(26 847.0886),(27 834.75995),(28 827.12787),(29 806.17096),(30 800.1363),(31 794.7318),(32 770.9625),(33 758.48676),(34 767.4045),(35 744.8566),(36 745.33875),(37 759.0681),(38 753.3903),(39 775.0524),(40 805.9597),(41 821.48944),(42 842.3004),(43 865.43994),(44 872.4429),(45 882.4921),(46 909.4494),(47 888.0551),(48 903.3894),(49 904.3153),(50 904.9903),(51 906.6477),(52 891.11005),(53 887.023),(54 901.33234),(55 889.3458),(56 874.16394),(57 885.4173),(58 871.51776),(59 845.722),(60 847.8021),(61 829.6916),(62 816.2418),(63 842.8858),(64 831.0772),(65 841.1771),(66 867.5763),(67 862.3186),(68 877.3065),(69 903.81085),(70 888.7283),(71 893.1301),(72 897.3948),(73 881.17084),(74 887.2726),(75 898.9259),(76 880.81006),(77 881.33435),(78 886.7257),(79 884.2536),
(1 470.0434),(2 602.8036),(3 638.90985),(4 662.45557),(5 677.9244),(6 682.9186),(7 709.6722),(8 719.1177),(9 723.585),(10 761.79846),(11 766.71747),(12 796.3643),(13 828.87085),(14 829.2158),(15 843.5762),(16 874.7846),(17 873.9512),(18 891.338),(19 909.79254),(20 894.2661),(21 891.43097),(22 897.8092),(23 875.1964),(24 870.45276),(25 868.6336),(26 849.7149),(27 838.0044),(28 840.82526),(29 821.7857),(30 819.8435),(31 822.4222),(32 780.29987),(33 774.40314),(34 776.5779),(35 759.5195),(36 761.55536),(37 776.69354),(38 769.63904),(39 783.5012),(40 821.92224),(41 825.709),(42 839.87317),(43 879.68365),(44 881.8089),(45 901.3455),(46 927.5881),(47 906.4152),(48 916.40546),(49 910.6155),(50 916.88995),(51 921.64703),(52 916.09973),(53 904.5675),(54 923.5706),(55 901.86816),(56 884.60596),(57 896.7088),(58 888.66864),(59 863.8982),(60 858.71216),(61 848.7728),(62 825.6913),(63 848.8533),(64 845.3925),(65 845.7838),(66 866.85803),(67 867.5737),(68 882.86316),(69 911.0222),(70 899.62195),(71 910.55304),(72 919.9218),(73 909.64545),(74 910.4136),(75 925.113),(76 913.0876),(77 910.1954),(78 919.02045),(79 913.4759),
